SA4_NAME16	CountryOfBirth	EmploymentStatus	workers
Western Australia - Outback (South)	CHN	Owner managers of unincorporated enterprises	19
Western Australia - Outback (South)	HRV	Contributing family workers	5
Western Australia - Outback (South)	HRV	Employee	27
Western Australia - Outback (South)	HRV	Owner managers of incorporated enterprises	6
Western Australia - Outback (South)	HRV	Owner managers of unincorporated enterprises	18
Western Australia - Outback (South)	HRV	Status in employment not stated	3
Western Australia - Outback (South)	EGY	Employee	21
Western Australia - Outback (South)	FJI	Employee	105
Western Australia - Outback (South)	FJI	Owner managers of unincorporated enterprises	3
Western Australia - Outback (South)	MKD	Employee	12
Western Australia - Outback (South)	DEU	Contributing family workers	4
Western Australia - Outback (South)	DEU	Employee	209
Western Australia - Outback (South)	DEU	Owner managers of incorporated enterprises	12
Western Australia - Outback (South)	DEU	Owner managers of unincorporated enterprises	32
Western Australia - Outback (South)	DEU	Status in employment not stated	3
Western Australia - Outback (South)	GRC	Employee	9
Western Australia - Outback (South)	GRC	Owner managers of unincorporated enterprises	4
Western Australia - Outback (South)	HKG	Employee	38
Western Australia - Outback (South)	HKG	Owner managers of incorporated enterprises	3
Western Australia - Outback (South)	HKG	Owner managers of unincorporated enterprises	3
Western Australia - Outback (South)	IND	Contributing family workers	4
Western Australia - Outback (South)	IND	Employee	452
Western Australia - Outback (South)	IND	Owner managers of incorporated enterprises	16
Western Australia - Outback (South)	IND	Owner managers of unincorporated enterprises	18
Western Australia - Outback (South)	IND	Status in employment not stated	5
Western Australia - Outback (South)	IDN	Contributing family workers	4
Western Australia - Outback (South)	IDN	Employee	87
Western Australia - Outback (South)	IDN	Owner managers of incorporated enterprises	4
Western Australia - Outback (South)	IDN	Owner managers of unincorporated enterprises	3
Western Australia - Outback (South)	IDN	Status in employment not stated	3
Western Australia - Outback (South)	IRN	Employee	32
Western Australia - Outback (South)	IRN	Owner managers of incorporated enterprises	6
Western Australia - Outback (South)	IRQ	Employee	13
Western Australia - Outback (South)	IRL	Contributing family workers	5
Western Australia - Outback (South)	IRL	Employee	310
Western Australia - Outback (South)	IRL	Owner managers of incorporated enterprises	12
Western Australia - Outback (South)	IRL	Owner managers of unincorporated enterprises	10
Western Australia - Outback (South)	IRL	Status in employment not stated	3
Western Australia - Outback (South)	ITA	Contributing family workers	11
Western Australia - Outback (South)	ITA	Employee	77
Western Australia - Outback (South)	ITA	Owner managers of incorporated enterprises	9
Western Australia - Outback (South)	ITA	Owner managers of unincorporated enterprises	8
Western Australia - Outback (South)	JPN	Employee	18
Western Australia - Outback (South)	JPN	Owner managers of unincorporated enterprises	3
Western Australia - Outback (South)	LBN	Employee	4
Western Australia - Outback (South)	MYS	Employee	126
Western Australia - Outback (South)	MYS	Owner managers of incorporated enterprises	8
Western Australia - Outback (South)	MYS	Owner managers of unincorporated enterprises	3
Western Australia - Outback (South)	MLT	Employee	7
Western Australia - Outback (South)	MLT	Owner managers of incorporated enterprises	3
Western Australia - Outback (South)	NLD	Contributing family workers	5
Western Australia - Outback (South)	NLD	Employee	111
Western Australia - Outback (South)	NLD	Owner managers of incorporated enterprises	6
Western Australia - Outback (South)	NLD	Owner managers of unincorporated enterprises	12
Western Australia - Outback (South)	NZL	Contributing family workers	30
Western Australia - Outback (South)	NZL	Employee	3816
Western Australia - Outback (South)	NZL	Owner managers of incorporated enterprises	100
Western Australia - Outback (South)	NZL	Owner managers of unincorporated enterprises	98
Western Australia - Outback (South)	NZL	Status in employment not stated	35
Western Australia - Outback (South)	PAK	Employee	37
Western Australia - Outback (South)	PAK	Owner managers of unincorporated enterprises	7
Western Australia - Outback (South)	PHL	Contributing family workers	12
Western Australia - Outback (South)	PHL	Employee	923
Western Australia - Outback (South)	PHL	Owner managers of incorporated enterprises	4
Western Australia - Outback (South)	PHL	Owner managers of unincorporated enterprises	14
Western Australia - Outback (South)	PHL	Status in employment not stated	18
Western Australia - Outback (South)	POL	Employee	38
Western Australia - Outback (South)	SGP	Employee	69
Western Australia - Outback (South)	SGP	Owner managers of incorporated enterprises	3
Western Australia - Outback (South)	ZAF	Contributing family workers	7
Western Australia - Outback (South)	ZAF	Employee	1039
Western Australia - Outback (South)	ZAF	Owner managers of incorporated enterprises	44
Western Australia - Outback (South)	ZAF	Owner managers of unincorporated enterprises	45
Western Australia - Outback (South)	ZAF	Status in employment not stated	6
Western Australia - Outback (South)	KOR	Employee	45
Western Australia - Outback (South)	LKA	Employee	82
Western Australia - Outback (South)	LKA	Owner managers of incorporated enterprises	4
Western Australia - Outback (South)	LKA	Owner managers of unincorporated enterprises	5
Western Australia - Outback (South)	THA	Employee	154
Western Australia - Outback (South)	THA	Owner managers of incorporated enterprises	3
Western Australia - Outback (South)	THA	Owner managers of unincorporated enterprises	11
Western Australia - Outback (South)	THA	Status in employment not stated	3
Western Australia - Outback (South)	TUR	Employee	6
Western Australia - Outback (South)	GBR	Contributing family workers	71
Western Australia - Outback (South)	GBR	Employee	3047
Western Australia - Outback (South)	GBR	Owner managers of incorporated enterprises	166
Western Australia - Outback (South)	GBR	Owner managers of unincorporated enterprises	210
Western Australia - Outback (South)	GBR	Status in employment not stated	29
Western Australia - Outback (South)	USA	Contributing family workers	5
Western Australia - Outback (South)	USA	Employee	141
Western Australia - Outback (South)	USA	Owner managers of incorporated enterprises	11
Western Australia - Outback (South)	USA	Owner managers of unincorporated enterprises	3
Western Australia - Outback (South)	VNM	Contributing family workers	20
Western Australia - Outback (South)	VNM	Employee	62
Western Australia - Outback (South)	VNM	Owner managers of incorporated enterprises	34
Western Australia - Outback (South)	VNM	Owner managers of unincorporated enterprises	69
Western Australia - Outback (South)	VNM	Status in employment not stated	10
Western Australia - Outback (South)	ZWE	Contributing family workers	3
Western Australia - Outback (South)	ZWE	Employee	432
Western Australia - Outback (South)	ZWE	Owner managers of incorporated enterprises	14
Western Australia - Outback (South)	ZWE	Owner managers of unincorporated enterprises	10
Western Australia - Outback (South)	ZWE	Status in employment not stated	3
Migratory - Offshore - Shipping (WA)		Employee	54
Migratory - Offshore - Shipping (WA)	AUS	Contributing family workers	5
Migratory - Offshore - Shipping (WA)	AUS	Employee	1025
Migratory - Offshore - Shipping (WA)	AUS	Owner managers of incorporated enterprises	14
Migratory - Offshore - Shipping (WA)	AUS	Owner managers of unincorporated enterprises	16
Migratory - Offshore - Shipping (WA)	AUS	Status in employment not stated	3
Migratory - Offshore - Shipping (WA)	CAN	Employee	7
Migratory - Offshore - Shipping (WA)	CHN	Employee	3
Migratory - Offshore - Shipping (WA)	HRV	Employee	3
Migratory - Offshore - Shipping (WA)	DEU	Employee	4
Migratory - Offshore - Shipping (WA)	IND	Employee	14
Migratory - Offshore - Shipping (WA)	IDN	Employee	6
Migratory - Offshore - Shipping (WA)	IRN	Employee	3
Migratory - Offshore - Shipping (WA)	IRL	Employee	17
Migratory - Offshore - Shipping (WA)	ITA	Employee	4
Migratory - Offshore - Shipping (WA)	MYS	Employee	9
Migratory - Offshore - Shipping (WA)	NLD	Employee	7
Migratory - Offshore - Shipping (WA)	NZL	Employee	125
Migratory - Offshore - Shipping (WA)	NZL	Status in employment not stated	3
Migratory - Offshore - Shipping (WA)	PHL	Employee	14
Migratory - Offshore - Shipping (WA)	ZAF	Employee	13
Migratory - Offshore - Shipping (WA)	LKA	Employee	4
Migratory - Offshore - Shipping (WA)	THA	Employee	3
Migratory - Offshore - Shipping (WA)	GBR	Employee	184
Migratory - Offshore - Shipping (WA)	GBR	Owner managers of incorporated enterprises	6
Migratory - Offshore - Shipping (WA)	GBR	Status in employment not stated	3
Migratory - Offshore - Shipping (WA)	USA	Employee	19
Migratory - Offshore - Shipping (WA)	VNM	Employee	4
Migratory - Offshore - Shipping (WA)	ZWE	Employee	8
No usual address (WA)		Contributing family workers	57
No usual address (WA)		Employee	1850
No usual address (WA)		Owner managers of incorporated enterprises	289
No usual address (WA)		Owner managers of unincorporated enterprises	1077
No usual address (WA)		Status in employment not stated	94
No usual address (WA)	AUS	Contributing family workers	501
No usual address (WA)	AUS	Employee	20383
No usual address (WA)	AUS	Owner managers of incorporated enterprises	2905
No usual address (WA)	AUS	Owner managers of unincorporated enterprises	9823
No usual address (WA)	AUS	Status in employment not stated	502
No usual address (WA)	CAN	Employee	68
No usual address (WA)	CAN	Owner managers of incorporated enterprises	10
No usual address (WA)	CAN	Owner managers of unincorporated enterprises	34
No usual address (WA)	CHN	Contributing family workers	13
No usual address (WA)	CHN	Employee	193
No usual address (WA)	CHN	Owner managers of incorporated enterprises	32
No usual address (WA)	CHN	Owner managers of unincorporated enterprises	104
No usual address (WA)	CHN	Status in employment not stated	3
No usual address (WA)	HRV	Contributing family workers	3
No usual address (WA)	HRV	Employee	64
No usual address (WA)	HRV	Owner managers of incorporated enterprises	9
No usual address (WA)	HRV	Owner managers of unincorporated enterprises	50
No usual address (WA)	HRV	Status in employment not stated	5
No usual address (WA)	EGY	Employee	14
No usual address (WA)	EGY	Owner managers of incorporated enterprises	3
No usual address (WA)	EGY	Owner managers of unincorporated enterprises	15
No usual address (WA)	FJI	Employee	21
No usual address (WA)	FJI	Owner managers of unincorporated enterprises	9
No usual address (WA)	MKD	Employee	51
No usual address (WA)	MKD	Owner managers of incorporated enterprises	16
No usual address (WA)	MKD	Owner managers of unincorporated enterprises	35
No usual address (WA)	MKD	Status in employment not stated	3
No usual address (WA)	DEU	Contributing family workers	3
No usual address (WA)	DEU	Employee	130
No usual address (WA)	DEU	Owner managers of incorporated enterprises	17
No usual address (WA)	DEU	Owner managers of unincorporated enterprises	93
No usual address (WA)	GRC	Employee	11
No usual address (WA)	GRC	Owner managers of incorporated enterprises	8
