SA4_NAME16	Occupation	PublicSector	LevelOfGovt	workers
Sydney - North Sydney and Hornsby	Community and personal service workers	0		16785
Sydney - North Sydney and Hornsby	Community and personal service workers	0		246
Sydney - North Sydney and Hornsby	Community and personal service workers	1	Local	153
Sydney - North Sydney and Hornsby	Community and personal service workers	1	National	311
Sydney - North Sydney and Hornsby	Community and personal service workers	1	State territory	1837
Sydney - North Sydney and Hornsby	Labourers			175
Sydney - North Sydney and Hornsby	Labourers	0		9204
Sydney - North Sydney and Hornsby	Labourers	0		120
Sydney - North Sydney and Hornsby	Labourers	1	Local	144
Sydney - North Sydney and Hornsby	Labourers	1	National	16
Sydney - North Sydney and Hornsby	Labourers	1	State territory	621
Sydney - North Sydney and Hornsby	Machinery operators and drivers			80
Sydney - North Sydney and Hornsby	Machinery operators and drivers	0		3542
Sydney - North Sydney and Hornsby	Machinery operators and drivers	0		58
Sydney - North Sydney and Hornsby	Machinery operators and drivers	1	Local	65
Sydney - North Sydney and Hornsby	Machinery operators and drivers	1	National	48
Sydney - North Sydney and Hornsby	Machinery operators and drivers	1	State territory	523
Sydney - North Sydney and Hornsby	Managers			103
Sydney - North Sydney and Hornsby	Managers	0		32989
Sydney - North Sydney and Hornsby	Managers	0		357
Sydney - North Sydney and Hornsby	Managers	1	Local	277
Sydney - North Sydney and Hornsby	Managers	1	National	887
Sydney - North Sydney and Hornsby	Managers	1	State territory	1464
Sydney - North Sydney and Hornsby	Professionals			294
Sydney - North Sydney and Hornsby	Professionals	0		61773
Sydney - North Sydney and Hornsby	Professionals	0		722
Sydney - North Sydney and Hornsby	Professionals	1	Local	620
Sydney - North Sydney and Hornsby	Professionals	1	National	1892
Sydney - North Sydney and Hornsby	Professionals	1	State territory	8729
Sydney - North Sydney and Hornsby	Sales workers			82
Sydney - North Sydney and Hornsby	Sales workers	0		18312
Sydney - North Sydney and Hornsby	Sales workers	0		223
Sydney - North Sydney and Hornsby	Sales workers	1	Local	5
Sydney - North Sydney and Hornsby	Sales workers	1	National	100
Sydney - North Sydney and Hornsby	Sales workers	1	State territory	118
Sydney - North Sydney and Hornsby	Technicians and trades workers			164
Sydney - North Sydney and Hornsby	Technicians and trades workers	0		17883
Sydney - North Sydney and Hornsby	Technicians and trades workers	0		300
Sydney - North Sydney and Hornsby	Technicians and trades workers	1	Local	233
Sydney - North Sydney and Hornsby	Technicians and trades workers	1	National	473
Sydney - North Sydney and Hornsby	Technicians and trades workers	1	State territory	650
Sydney - Northern Beaches				473
Sydney - Northern Beaches		0		894
Sydney - Northern Beaches		0		194
Sydney - Northern Beaches		1	Local	15
Sydney - Northern Beaches		1	National	8
Sydney - Northern Beaches		1	State territory	31
Sydney - Northern Beaches	Clerical and administrative workers			69
Sydney - Northern Beaches	Clerical and administrative workers	0		10438
Sydney - Northern Beaches	Clerical and administrative workers	0		171
Sydney - Northern Beaches	Clerical and administrative workers	1	Local	334
Sydney - Northern Beaches	Clerical and administrative workers	1	National	274
Sydney - Northern Beaches	Clerical and administrative workers	1	State territory	519
Sydney - Northern Beaches	Community and personal service workers			75
Sydney - Northern Beaches	Community and personal service workers	0		9188
Sydney - Northern Beaches	Community and personal service workers	0		125
Sydney - Northern Beaches	Community and personal service workers	1	Local	102
Sydney - Northern Beaches	Community and personal service workers	1	National	23
Sydney - Northern Beaches	Community and personal service workers	1	State territory	906
Sydney - Northern Beaches	Labourers			67
Sydney - Northern Beaches	Labourers	0		5781
Sydney - Northern Beaches	Labourers	0		87
Sydney - Northern Beaches	Labourers	1	Local	98
Sydney - Northern Beaches	Labourers	1	National	6
Sydney - Northern Beaches	Labourers	1	State territory	158
Sydney - Northern Beaches	Machinery operators and drivers			23
Sydney - Northern Beaches	Machinery operators and drivers	0		3149
Sydney - Northern Beaches	Machinery operators and drivers	0		54
Sydney - Northern Beaches	Machinery operators and drivers	1	Local	52
Sydney - Northern Beaches	Machinery operators and drivers	1	National	26
Sydney - Northern Beaches	Machinery operators and drivers	1	State territory	395
Sydney - Northern Beaches	Managers			40
Sydney - Northern Beaches	Managers	0		12197
Sydney - Northern Beaches	Managers	0		173
Sydney - Northern Beaches	Managers	1	Local	155
Sydney - Northern Beaches	Managers	1	National	70
Sydney - Northern Beaches	Managers	1	State territory	345
Sydney - Northern Beaches	Professionals			87
Sydney - Northern Beaches	Professionals	0		17215
Sydney - Northern Beaches	Professionals	0		254
Sydney - Northern Beaches	Professionals	1	Local	356
Sydney - Northern Beaches	Professionals	1	National	148
Sydney - Northern Beaches	Professionals	1	State territory	3123
Sydney - Northern Beaches	Sales workers			29
Sydney - Northern Beaches	Sales workers	0		9509
Sydney - Northern Beaches	Sales workers	0		144
Sydney - Northern Beaches	Sales workers	1	Local	5
Sydney - Northern Beaches	Sales workers	1	National	38
Sydney - Northern Beaches	Sales workers	1	State territory	22
Sydney - Northern Beaches	Technicians and trades workers			75
Sydney - Northern Beaches	Technicians and trades workers	0		11404
Sydney - Northern Beaches	Technicians and trades workers	0		184
Sydney - Northern Beaches	Technicians and trades workers	1	Local	107
Sydney - Northern Beaches	Technicians and trades workers	1	National	18
Sydney - Northern Beaches	Technicians and trades workers	1	State territory	160
Sydney - Outer South West				547
Sydney - Outer South West		0		792
Sydney - Outer South West		0		204
Sydney - Outer South West		1	Local	27
Sydney - Outer South West		1	National	11
Sydney - Outer South West		1	State territory	38
Sydney - Outer South West	Clerical and administrative workers			62
Sydney - Outer South West	Clerical and administrative workers	0		8135
Sydney - Outer South West	Clerical and administrative workers	0		121
Sydney - Outer South West	Clerical and administrative workers	1	Local	279
Sydney - Outer South West	Clerical and administrative workers	1	National	486
Sydney - Outer South West	Clerical and administrative workers	1	State territory	800
Sydney - Outer South West	Community and personal service workers			67
Sydney - Outer South West	Community and personal service workers	0		6815
Sydney - Outer South West	Community and personal service workers	0		146
Sydney - Outer South West	Community and personal service workers	1	Local	160
Sydney - Outer South West	Community and personal service workers	1	National	44
Sydney - Outer South West	Community and personal service workers	1	State territory	1643
Sydney - Outer South West	Labourers			108
Sydney - Outer South West	Labourers	0		8262
Sydney - Outer South West	Labourers	0		139
Sydney - Outer South West	Labourers	1	Local	134
Sydney - Outer South West	Labourers	1	National	13
Sydney - Outer South West	Labourers	1	State territory	334
Sydney - Outer South West	Machinery operators and drivers			111
Sydney - Outer South West	Machinery operators and drivers	0		8178
Sydney - Outer South West	Machinery operators and drivers	0		144
Sydney - Outer South West	Machinery operators and drivers	1	Local	97
Sydney - Outer South West	Machinery operators and drivers	1	National	38
Sydney - Outer South West	Machinery operators and drivers	1	State territory	182
Sydney - Outer South West	Managers			36
Sydney - Outer South West	Managers	0		7422
Sydney - Outer South West	Managers	0		109
Sydney - Outer South West	Managers	1	Local	92
Sydney - Outer South West	Managers	1	National	90
Sydney - Outer South West	Managers	1	State territory	461
Sydney - Outer South West	Professionals			79
Sydney - Outer South West	Professionals	0		8107
Sydney - Outer South West	Professionals	0		141
Sydney - Outer South West	Professionals	1	Local	233
Sydney - Outer South West	Professionals	1	National	496
Sydney - Outer South West	Professionals	1	State territory	4399
Sydney - Outer South West	Sales workers			46
Sydney - Outer South West	Sales workers	0		8291
Sydney - Outer South West	Sales workers	0		146
Sydney - Outer South West	Sales workers	1	National	32
Sydney - Outer South West	Sales workers	1	State territory	40
Sydney - Outer South West	Technicians and trades workers			122
Sydney - Outer South West	Technicians and trades workers	0		10938
Sydney - Outer South West	Technicians and trades workers	0		190
Sydney - Outer South West	Technicians and trades workers	1	Local	150
Sydney - Outer South West	Technicians and trades workers	1	National	71
Sydney - Outer South West	Technicians and trades workers	1	State territory	197
Sydney - Outer West and Blue Mountains				631
Sydney - Outer West and Blue Mountains		0		892
Sydney - Outer West and Blue Mountains		0		231
Sydney - Outer West and Blue Mountains		1	Local	37
Sydney - Outer West and Blue Mountains		1	National	100
Sydney - Outer West and Blue Mountains		1	State territory	72
Sydney - Outer West and Blue Mountains	Clerical and administrative workers			82
Sydney - Outer West and Blue Mountains	Clerical and administrative workers	0		10495
Sydney - Outer West and Blue Mountains	Clerical and administrative workers	0		180
Sydney - Outer West and Blue Mountains	Clerical and administrative workers	1	Local	397
Sydney - Outer West and Blue Mountains	Clerical and administrative workers	1	National	1684
Sydney - Outer West and Blue Mountains	Clerical and administrative workers	1	State territory	1394
Sydney - Outer West and Blue Mountains	Community and personal service workers			88
Sydney - Outer West and Blue Mountains	Community and personal service workers	0		9541
Sydney - Outer West and Blue Mountains	Community and personal service workers	0		198
Sydney - Outer West and Blue Mountains	Community and personal service workers	1	Local	288
Sydney - Outer West and Blue Mountains	Community and personal service workers	1	National	421
Sydney - Outer West and Blue Mountains	Community and personal service workers	1	State territory	2451
Sydney - Outer West and Blue Mountains	Labourers			126
Sydney - Outer West and Blue Mountains	Labourers	0		9421
Sydney - Outer West and Blue Mountains	Labourers	0		153
Sydney - Outer West and Blue Mountains	Labourers	1	Local	168
Sydney - Outer West and Blue Mountains	Labourers	1	National	29
Sydney - Outer West and Blue Mountains	Labourers	1	State territory	437
Sydney - Outer West and Blue Mountains	Machinery operators and drivers			109
Sydney - Outer West and Blue Mountains	Machinery operators and drivers	0		8214
Sydney - Outer West and Blue Mountains	Machinery operators and drivers	0		140
Sydney - Outer West and Blue Mountains	Machinery operators and drivers	1	Local	115
Sydney - Outer West and Blue Mountains	Machinery operators and drivers	1	National	152
Sydney - Outer West and Blue Mountains	Machinery operators and drivers	1	State territory	222
Sydney - Outer West and Blue Mountains	Managers			31
Sydney - Outer West and Blue Mountains	Managers	0		9061
Sydney - Outer West and Blue Mountains	Managers	0		189
Sydney - Outer West and Blue Mountains	Managers	1	Local	177
Sydney - Outer West and Blue Mountains	Managers	1	National	642
Sydney - Outer West and Blue Mountains	Managers	1	State territory	722
Sydney - Outer West and Blue Mountains	Professionals			77
Sydney - Outer West and Blue Mountains	Professionals	0		11728
Sydney - Outer West and Blue Mountains	Professionals	0		188
Sydney - Outer West and Blue Mountains	Professionals	1	Local	422
Sydney - Outer West and Blue Mountains	Professionals	1	National	1618
Sydney - Outer West and Blue Mountains	Professionals	1	State territory	6004
Sydney - Outer West and Blue Mountains	Sales workers			53
Sydney - Outer West and Blue Mountains	Sales workers	0		10361
Sydney - Outer West and Blue Mountains	Sales workers	0		183
Sydney - Outer West and Blue Mountains	Sales workers	1	Local	5
Sydney - Outer West and Blue Mountains	Sales workers	1	National	35
Sydney - Outer West and Blue Mountains	Sales workers	1	State territory	75
Sydney - Outer West and Blue Mountains	Technicians and trades workers			117
Sydney - Outer West and Blue Mountains	Technicians and trades workers	0		12448
Sydney - Outer West and Blue Mountains	Technicians and trades workers	0		254
Sydney - Outer West and Blue Mountains	Technicians and trades workers	1	Local	182
Sydney - Outer West and Blue Mountains	Technicians and trades workers	1	National	624
Sydney - Outer West and Blue Mountains	Technicians and trades workers	1	State territory	312
Sydney - Parramatta				1865
Sydney - Parramatta		0		2630
Sydney - Parramatta		0		599
Sydney - Parramatta		1	Local	21
Sydney - Parramatta		1	National	133
Sydney - Parramatta		1	State territory	293
Sydney - Parramatta	Clerical and administrative workers			174
Sydney - Parramatta	Clerical and administrative workers	0		31826
Sydney - Parramatta	Clerical and administrative workers	0		461
Sydney - Parramatta	Clerical and administrative workers	1	Local	384
Sydney - Parramatta	Clerical and administrative workers	1	National	3108
Sydney - Parramatta	Clerical and administrative workers	1	State territory	5703
Sydney - Parramatta	Community and personal service workers			209
Sydney - Parramatta	Community and personal service workers	0		13558
Sydney - Parramatta	Community and personal service workers	0		240
Sydney - Parramatta	Community and personal service workers	1	Local	183
Sydney - Parramatta	Community and personal service workers	1	National	217
Sydney - Parramatta	Community and personal service workers	1	State territory	4514
Sydney - Parramatta	Labourers			351
Sydney - Parramatta	Labourers	0		16420
Sydney - Parramatta	Labourers	0		252
Sydney - Parramatta	Labourers	1	Local	147
Sydney - Parramatta	Labourers	1	National	26
Sydney - Parramatta	Labourers	1	State territory	937
Sydney - Parramatta	Machinery operators and drivers			243
Sydney - Parramatta	Machinery operators and drivers	0		17536
Sydney - Parramatta	Machinery operators and drivers	0		257
Sydney - Parramatta	Machinery operators and drivers	1	Local	76
Sydney - Parramatta	Machinery operators and drivers	1	National	64
Sydney - Parramatta	Machinery operators and drivers	1	State territory	462
Sydney - Parramatta	Managers			131
Sydney - Parramatta	Managers	0		23801
Sydney - Parramatta	Managers	0		271
Sydney - Parramatta	Managers	1	Local	213
Sydney - Parramatta	Managers	1	National	521
Sydney - Parramatta	Managers	1	State territory	2511
Sydney - Parramatta	Professionals			270
Sydney - Parramatta	Professionals	0		31692
Sydney - Parramatta	Professionals	0		500
Sydney - Parramatta	Professionals	1	Local	449
Sydney - Parramatta	Professionals	1	National	1834
Sydney - Parramatta	Professionals	1	State territory	14229
Sydney - Parramatta	Sales workers			118
Sydney - Parramatta	Sales workers	0		16637
Sydney - Parramatta	Sales workers	0		213
Sydney - Parramatta	Sales workers	1	Local	5
Sydney - Parramatta	Sales workers	1	National	86
Sydney - Parramatta	Sales workers	1	State territory	180
Sydney - Parramatta	Technicians and trades workers			392
Sydney - Parramatta	Technicians and trades workers	0		22614
Sydney - Parramatta	Technicians and trades workers	0		378
Sydney - Parramatta	Technicians and trades workers	1	Local	216
Sydney - Parramatta	Technicians and trades workers	1	National	145
Sydney - Parramatta	Technicians and trades workers	1	State territory	1244
Sydney - Ryde				680
Sydney - Ryde		0		1040
Sydney - Ryde		0		212
Sydney - Ryde		1	Local	5
Sydney - Ryde		1	National	50
Sydney - Ryde		1	State territory	52
Sydney - Ryde	Clerical and administrative workers			66
Sydney - Ryde	Clerical and administrative workers	0		12427
Sydney - Ryde	Clerical and administrative workers	0		176
Sydney - Ryde	Clerical and administrative workers	1	Local	154
Sydney - Ryde	Clerical and administrative workers	1	National	1110
Sydney - Ryde	Clerical and administrative workers	1	State territory	661
Sydney - Ryde	Community and personal service workers			79
Sydney - Ryde	Community and personal service workers	0		6971
Sydney - Ryde	Community and personal service workers	0		109
Sydney - Ryde	Community and personal service workers	1	Local	33
Sydney - Ryde	Community and personal service workers	1	National	232
Sydney - Ryde	Community and personal service workers	1	State territory	789
Sydney - Ryde	Labourers			108
Sydney - Ryde	Labourers	0		4524
Sydney - Ryde	Labourers	0		65
Sydney - Ryde	Labourers	1	Local	39
Sydney - Ryde	Labourers	1	National	56
Sydney - Ryde	Labourers	1	State territory	175
Sydney - Ryde	Machinery operators and drivers			44
Sydney - Ryde	Machinery operators and drivers	0		1632
Sydney - Ryde	Machinery operators and drivers	0		34
Sydney - Ryde	Machinery operators and drivers	1	Local	32
Sydney - Ryde	Machinery operators and drivers	1	National	31
Sydney - Ryde	Machinery operators and drivers	1	State territory	394
Sydney - Ryde	Managers			79
Sydney - Ryde	Managers	0		15779
Sydney - Ryde	Managers	0		179
Sydney - Ryde	Managers	1	Local	70
Sydney - Ryde	Managers	1	National	659
Sydney - Ryde	Managers	1	State territory	504
Sydney - Ryde	Professionals			141
Sydney - Ryde	Professionals	0		27310
Sydney - Ryde	Professionals	0		284
Sydney - Ryde	Professionals	1	Local	171
Sydney - Ryde	Professionals	1	National	3248
Sydney - Ryde	Professionals	1	State territory	2980
Sydney - Ryde	Sales workers			48
Sydney - Ryde	Sales workers	0		7673
Sydney - Ryde	Sales workers	0		95
Sydney - Ryde	Sales workers	1	National	56
Sydney - Ryde	Sales workers	1	State territory	46
Sydney - Ryde	Technicians and trades workers			114
Sydney - Ryde	Technicians and trades workers	0		8780
Sydney - Ryde	Technicians and trades workers	0		138
Sydney - Ryde	Technicians and trades workers	1	Local	81
Sydney - Ryde	Technicians and trades workers	1	National	266
Sydney - Ryde	Technicians and trades workers	1	State territory	228
Sydney - South West				1143
Sydney - South West		0		1485
Sydney - South West		0		338
Sydney - South West		1	Local	19
Sydney - South West		1	National	122
Sydney - South West		1	State territory	108
Sydney - South West	Clerical and administrative workers			111
Sydney - South West	Clerical and administrative workers	0		13978
Sydney - South West	Clerical and administrative workers	0		225
Sydney - South West	Clerical and administrative workers	1	Local	386
Sydney - South West	Clerical and administrative workers	1	National	918
Sydney - South West	Clerical and administrative workers	1	State territory	1790
Sydney - South West	Community and personal service workers			160
Sydney - South West	Community and personal service workers	0		9475
Sydney - South West	Community and personal service workers	0		174
Sydney - South West	Community and personal service workers	1	Local	178
Sydney - South West	Community and personal service workers	1	National	969
Sydney - South West	Community and personal service workers	1	State territory	1995
Sydney - South West	Labourers			250
Sydney - South West	Labourers	0		11830
Sydney - South West	Labourers	0		224
Sydney - South West	Labourers	1	Local	143
Sydney - South West	Labourers	1	National	21
Sydney - South West	Labourers	1	State territory	421
Sydney - South West	Machinery operators and drivers			201
Sydney - South West	Machinery operators and drivers	0		12967
Sydney - South West	Machinery operators and drivers	0		179
Sydney - South West	Machinery operators and drivers	1	Local	93
Sydney - South West	Machinery operators and drivers	1	National	174
Sydney - South West	Machinery operators and drivers	1	State territory	190
Sydney - South West	Managers			88
Sydney - South West	Managers	0		12471
Sydney - South West	Managers	0		196
Sydney - South West	Managers	1	Local	177
Sydney - South West	Managers	1	National	443
Sydney - South West	Managers	1	State territory	683
Sydney - South West	Professionals			139
Sydney - South West	Professionals	0		13517
Sydney - South West	Professionals	0		228
Sydney - South West	Professionals	1	Local	419
Sydney - South West	Professionals	1	National	573
Sydney - South West	Professionals	1	State territory	7671
Sydney - South West	Sales workers			88
Sydney - South West	Sales workers	0		12312
Sydney - South West	Sales workers	0		197
Sydney - South West	Sales workers	1	Local	7
Sydney - South West	Sales workers	1	National	41
Sydney - South West	Sales workers	1	State territory	63
Sydney - South West	Technicians and trades workers			225
Sydney - South West	Technicians and trades workers	0		15448
Sydney - South West	Technicians and trades workers	0		303
Sydney - South West	Technicians and trades workers	1	Local	181
Sydney - South West	Technicians and trades workers	1	National	448
Sydney - South West	Technicians and trades workers	1	State territory	345
Sydney - Sutherland				378
Sydney - Sutherland		0		548
Sydney - Sutherland		0		152
Sydney - Sutherland		1	Local	19
Sydney - Sutherland		1	National	25
Sydney - Sutherland		1	State territory	20
Sydney - Sutherland	Clerical and administrative workers			47
Sydney - Sutherland	Clerical and administrative workers	0		7898
Sydney - Sutherland	Clerical and administrative workers	0		121
Sydney - Sutherland	Clerical and administrative workers	1	Local	229
Sydney - Sutherland	Clerical and administrative workers	1	National	334
Sydney - Sutherland	Clerical and administrative workers	1	State territory	634
Sydney - Sutherland	Community and personal service workers			41
Sydney - Sutherland	Community and personal service workers	0		7690
Sydney - Sutherland	Community and personal service workers	0		131
Sydney - Sutherland	Community and personal service workers	1	Local	177
Sydney - Sutherland	Community and personal service workers	1	National	54
Sydney - Sutherland	Community and personal service workers	1	State territory	976
Sydney - Sutherland	Labourers			48
Sydney - Sutherland	Labourers	0		4850
Sydney - Sutherland	Labourers	0		79
Sydney - Sutherland	Labourers	1	Local	86
Sydney - Sutherland	Labourers	1	National	28
Sydney - Sutherland	Labourers	1	State territory	224
Sydney - Sutherland	Machinery operators and drivers			37
Sydney - Sutherland	Machinery operators and drivers	0		2403
Sydney - Sutherland	Machinery operators and drivers	0		40
Sydney - Sutherland	Machinery operators and drivers	1	Local	66
Sydney - Sutherland	Machinery operators and drivers	1	National	27
Sydney - Sutherland	Machinery operators and drivers	1	State territory	101
Sydney - Sutherland	Managers			29
Sydney - Sutherland	Managers	0		7285
Sydney - Sutherland	Managers	0		119
Sydney - Sutherland	Managers	1	Local	107
Sydney - Sutherland	Managers	1	National	222
Sydney - Sutherland	Managers	1	State territory	347
Sydney - Sutherland	Professionals			67
Sydney - Sutherland	Professionals	0		9640
Sydney - Sutherland	Professionals	0		148
Sydney - Sutherland	Professionals	1	Local	256
Sydney - Sutherland	Professionals	1	National	571
Sydney - Sutherland	Professionals	1	State territory	3276
Sydney - Sutherland	Sales workers			43
Sydney - Sutherland	Sales workers	0		8463
Sydney - Sutherland	Sales workers	0		134
Sydney - Sutherland	Sales workers	1	Local	3
Sydney - Sutherland	Sales workers	1	National	23
Sydney - Sutherland	Sales workers	1	State territory	29
Sydney - Sutherland	Technicians and trades workers			55
Sydney - Sutherland	Technicians and trades workers	0		8507
Sydney - Sutherland	Technicians and trades workers	0		134
Sydney - Sutherland	Technicians and trades workers	1	Local	155
Sydney - Sutherland	Technicians and trades workers	1	National	233
Sydney - Sutherland	Technicians and trades workers	1	State territory	119
Migratory - Offshore - Shipping (NSW)	Clerical and administrative workers	1	National	3
Migratory - Offshore - Shipping (NSW)	Community and personal service workers	0		5
Migratory - Offshore - Shipping (NSW)	Community and personal service workers	1	National	3
Migratory - Offshore - Shipping (NSW)	Labourers	0		25
Migratory - Offshore - Shipping (NSW)	Machinery operators and drivers	0		3
Migratory - Offshore - Shipping (NSW)	Professionals	0		19
Migratory - Offshore - Shipping (NSW)	Technicians and trades workers	0		8
Migratory - Offshore - Shipping (NSW)	Technicians and trades workers	1	National	6
No usual address (NSW)				1149
No usual address (NSW)		0		1843
No usual address (NSW)		0		404
No usual address (NSW)		1	Local	13
No usual address (NSW)		1	National	26
No usual address (NSW)		1	State territory	50
No usual address (NSW)	Clerical and administrative workers			92
No usual address (NSW)	Clerical and administrative workers	0		4715
No usual address (NSW)	Clerical and administrative workers	0		125
No usual address (NSW)	Clerical and administrative workers	1	Local	42
No usual address (NSW)	Clerical and administrative workers	1	National	527
No usual address (NSW)	Clerical and administrative workers	1	State territory	232
No usual address (NSW)	Community and personal service workers			139
No usual address (NSW)	Community and personal service workers	0		11497
No usual address (NSW)	Community and personal service workers	0		185
No usual address (NSW)	Community and personal service workers	1	Local	70
No usual address (NSW)	Community and personal service workers	1	National	191
No usual address (NSW)	Community and personal service workers	1	State territory	773
No usual address (NSW)	Labourers			302
No usual address (NSW)	Labourers	0		27806
No usual address (NSW)	Labourers	0		498
No usual address (NSW)	Labourers	1	Local	132
No usual address (NSW)	Labourers	1	National	16
No usual address (NSW)	Labourers	1	State territory	184
No usual address (NSW)	Machinery operators and drivers			181
No usual address (NSW)	Machinery operators and drivers	0		12907
No usual address (NSW)	Machinery operators and drivers	0		262
No usual address (NSW)	Machinery operators and drivers	1	Local	77
No usual address (NSW)	Machinery operators and drivers	1	National	40
No usual address (NSW)	Machinery operators and drivers	1	State territory	164
No usual address (NSW)	Managers			92
No usual address (NSW)	Managers	0		9649
No usual address (NSW)	Managers	0		237
No usual address (NSW)	Managers	1	Local	22
No usual address (NSW)	Managers	1	National	94
No usual address (NSW)	Managers	1	State territory	112
No usual address (NSW)	Professionals			164
No usual address (NSW)	Professionals	0		12392
No usual address (NSW)	Professionals	0		213
No usual address (NSW)	Professionals	1	Local	42
No usual address (NSW)	Professionals	1	National	303
No usual address (NSW)	Professionals	1	State territory	1262
No usual address (NSW)	Sales workers			88
No usual address (NSW)	Sales workers	0		5864
No usual address (NSW)	Sales workers	0		88
No usual address (NSW)	Sales workers	1	National	19
No usual address (NSW)	Sales workers	1	State territory	31
No usual address (NSW)	Technicians and trades workers			367
No usual address (NSW)	Technicians and trades workers	0		49218
No usual address (NSW)	Technicians and trades workers	0		901
No usual address (NSW)	Technicians and trades workers	1	Local	78
No usual address (NSW)	Technicians and trades workers	1	National	132
No usual address (NSW)	Technicians and trades workers	1	State territory	267
Ballarat				358
Ballarat		0		498
Ballarat		0		128
Ballarat		1	Local	12
Ballarat		1	National	22
Ballarat		1	State territory	64
Ballarat	Clerical and administrative workers			27
Ballarat	Clerical and administrative workers	0		5278
Ballarat	Clerical and administrative workers	0		80
Ballarat	Clerical and administrative workers	1	Local	238
Ballarat	Clerical and administrative workers	1	National	619
Ballarat	Clerical and administrative workers	1	State territory	1380
Ballarat	Community and personal service workers			48
Ballarat	Community and personal service workers	0		5380
Ballarat	Community and personal service workers	0		93
Ballarat	Community and personal service workers	1	Local	240
Ballarat	Community and personal service workers	1	National	105
Ballarat	Community and personal service workers	1	State territory	1814
Ballarat	Labourers			58
Ballarat	Labourers	0		5917
Ballarat	Labourers	0		136
Ballarat	Labourers	1	Local	145
Ballarat	Labourers	1	National	51
Ballarat	Labourers	1	State territory	321
Ballarat	Machinery operators and drivers			26
Ballarat	Machinery operators and drivers	0		2987
Ballarat	Machinery operators and drivers	0		53
Ballarat	Machinery operators and drivers	1	Local	98
Ballarat	Machinery operators and drivers	1	National	17
Ballarat	Machinery operators and drivers	1	State territory	102
Ballarat	Managers			41
Ballarat	Managers	0		6693
Ballarat	Managers	0		123
Ballarat	Managers	1	Local	137
Ballarat	Managers	1	National	186
Ballarat	Managers	1	State territory	460
Ballarat	Professionals			24
Ballarat	Professionals	0		7418
Ballarat	Professionals	0		112
Ballarat	Professionals	1	Local	217
Ballarat	Professionals	1	National	738
Ballarat	Professionals	1	State territory	3703
Ballarat	Sales workers			32
Ballarat	Sales workers	0		6212
Ballarat	Sales workers	0		119
Ballarat	Sales workers	1	Local	8
Ballarat	Sales workers	1	National	26
Ballarat	Sales workers	1	State territory	53
Ballarat	Technicians and trades workers			63
Ballarat	Technicians and trades workers	0		7634
Ballarat	Technicians and trades workers	0		143
Ballarat	Technicians and trades workers	1	Local	134
Ballarat	Technicians and trades workers	1	National	51
Ballarat	Technicians and trades workers	1	State territory	235
Bendigo				323
Bendigo		0		485
Bendigo		0		106
Bendigo		1	Local	11
Bendigo		1	National	28
Bendigo		1	State territory	41
Bendigo	Clerical and administrative workers			19
Bendigo	Clerical and administrative workers	0		5561
Bendigo	Clerical and administrative workers	0		106
Bendigo	Clerical and administrative workers	1	Local	244
Bendigo	Clerical and administrative workers	1	National	456
Bendigo	Clerical and administrative workers	1	State territory	989
Bendigo	Community and personal service workers			43
Bendigo	Community and personal service workers	0		5236
Bendigo	Community and personal service workers	0		108
Bendigo	Community and personal service workers	1	Local	202
Bendigo	Community and personal service workers	1	National	96
Bendigo	Community and personal service workers	1	State territory	1820
Bendigo	Labourers			60
Bendigo	Labourers	0		7058
Bendigo	Labourers	0		126
Bendigo	Labourers	1	Local	121
Bendigo	Labourers	1	National	15
Bendigo	Labourers	1	State territory	234
Bendigo	Machinery operators and drivers			21
Bendigo	Machinery operators and drivers	0		3170
Bendigo	Machinery operators and drivers	0		69
Bendigo	Machinery operators and drivers	1	Local	50
Bendigo	Machinery operators and drivers	1	National	41
Bendigo	Machinery operators and drivers	1	State territory	110
Bendigo	Managers			28
Bendigo	Managers	0		6896
Bendigo	Managers	0		130
Bendigo	Managers	1	Local	135
Bendigo	Managers	1	National	101
Bendigo	Managers	1	State territory	522
Bendigo	Professionals			29
Bendigo	Professionals	0		7438
Bendigo	Professionals	0		116
Bendigo	Professionals	1	Local	275
Bendigo	Professionals	1	National	417
Bendigo	Professionals	1	State territory	4038
Bendigo	Sales workers			27
Bendigo	Sales workers	0		6053
Bendigo	Sales workers	0		97
Bendigo	Sales workers	1	Local	12
Bendigo	Sales workers	1	National	25
Bendigo	Sales workers	1	State territory	35
Bendigo	Technicians and trades workers			42
Bendigo	Technicians and trades workers	0		7529
Bendigo	Technicians and trades workers	0		173
Bendigo	Technicians and trades workers	1	Local	85
Bendigo	Technicians and trades workers	1	National	52
Bendigo	Technicians and trades workers	1	State territory	221
Geelong				612
Geelong		0		830
Geelong		0		258
Geelong		1	Local	30
Geelong		1	National	94
Geelong		1	State territory	71
Geelong	Clerical and administrative workers			41
Geelong	Clerical and administrative workers	0		9744
Geelong	Clerical and administrative workers	0		160
Geelong	Clerical and administrative workers	1	Local	436
Geelong	Clerical and administrative workers	1	National	1524
Geelong	Clerical and administrative workers	1	State territory	1668
Geelong	Community and personal service workers			96
Geelong	Community and personal service workers	0		10526
Geelong	Community and personal service workers	0		211
Geelong	Community and personal service workers	1	Local	539
Geelong	Community and personal service workers	1	National	148
Geelong	Community and personal service workers	1	State territory	2588
Geelong	Labourers			109
Geelong	Labourers	0		9878
Geelong	Labourers	0		217
Geelong	Labourers	1	Local	259
