SA4_NAME16	IncomeTotPersonal.max	workers
Mackay - Isaac - Whitsunday		1658
Mackay - Isaac - Whitsunday	0	737
Mackay - Isaac - Whitsunday	7875	2601
Mackay - Isaac - Whitsunday	15750	2536
Mackay - Isaac - Whitsunday	21000	2953
Mackay - Isaac - Whitsunday	26250	3650
Mackay - Isaac - Whitsunday	34125	6332
Mackay - Isaac - Whitsunday	42000	7850
Mackay - Isaac - Whitsunday	52500	9250
Mackay - Isaac - Whitsunday	65625	9452
Mackay - Isaac - Whitsunday	78750	6915
Mackay - Isaac - Whitsunday	91875	6699
Mackay - Isaac - Whitsunday	105000	5168
Mackay - Isaac - Whitsunday	157500	10221
Mackay - Isaac - Whitsunday	Inf	4833
Moreton Bay - North		1051
Moreton Bay - North	0	572
Moreton Bay - North	7875	3250
Moreton Bay - North	15750	3109
Moreton Bay - North	21000	3477
Moreton Bay - North	26250	4110
Moreton Bay - North	34125	7045
Moreton Bay - North	42000	8366
Moreton Bay - North	52500	9101
Moreton Bay - North	65625	8725
Moreton Bay - North	78750	5593
Moreton Bay - North	91875	4578
Moreton Bay - North	105000	2419
Moreton Bay - North	157500	2614
Moreton Bay - North	Inf	1244
Moreton Bay - South		725
Moreton Bay - South	0	503
Moreton Bay - South	7875	2866
Moreton Bay - South	15750	2616
Moreton Bay - South	21000	2539
Moreton Bay - South	26250	2994
Moreton Bay - South	34125	4806
Moreton Bay - South	42000	6184
Moreton Bay - South	52500	6988
Moreton Bay - South	65625	6532
Moreton Bay - South	78750	4053
Moreton Bay - South	91875	3682
Moreton Bay - South	105000	1855
Moreton Bay - South	157500	2484
Moreton Bay - South	Inf	1205
Queensland - Outback		938
Queensland - Outback	0	556
Queensland - Outback	7875	794
Queensland - Outback	15750	1255
Queensland - Outback	21000	1279
Queensland - Outback	26250	1740
Queensland - Outback	34125	3079
Queensland - Outback	42000	3626
Queensland - Outback	52500	3980
Queensland - Outback	65625	4327
Queensland - Outback	78750	3341
Queensland - Outback	91875	2948
Queensland - Outback	105000	2465
Queensland - Outback	157500	4792
Queensland - Outback	Inf	1656
Sunshine Coast		2059
Sunshine Coast	0	1160
Sunshine Coast	7875	5715
Sunshine Coast	15750	6076
Sunshine Coast	21000	6785
Sunshine Coast	26250	8719
Sunshine Coast	34125	14052
Sunshine Coast	42000	17045
Sunshine Coast	52500	17842
Sunshine Coast	65625	16699
Sunshine Coast	78750	10660
Sunshine Coast	91875	9150
Sunshine Coast	105000	5213
Sunshine Coast	157500	6254
Sunshine Coast	Inf	3557
Toowoomba		892
Toowoomba	0	436
Toowoomba	7875	2475
Toowoomba	15750	2477
Toowoomba	21000	2700
Toowoomba	26250	3461
Toowoomba	34125	5895
Toowoomba	42000	8067
Toowoomba	52500	8864
Toowoomba	65625	9048
Toowoomba	78750	5984
Toowoomba	91875	5222
Toowoomba	105000	3161
Toowoomba	157500	3757
Toowoomba	Inf	1632
Townsville		1567
Townsville	0	820
Townsville	7875	3856
Townsville	15750	3869
Townsville	21000	3888
Townsville	26250	5022
Townsville	34125	8337
Townsville	42000	10869
Townsville	52500	13118
Townsville	65625	14088
Townsville	78750	10612
Townsville	91875	8713
Townsville	105000	5147
Townsville	157500	6031
Townsville	Inf	2329
Wide Bay		1682
Wide Bay	0	1188
Wide Bay	7875	3799
Wide Bay	15750	4315
Wide Bay	21000	5266
Wide Bay	26250	6624
Wide Bay	34125	10565
Wide Bay	42000	12735
Wide Bay	52500	12993
Wide Bay	65625	11620
Wide Bay	78750	6826
Wide Bay	91875	5873
Wide Bay	105000	3281
Wide Bay	157500	3564
Wide Bay	Inf	1591
Migratory - Offshore - Shipping (Qld)		3
Migratory - Offshore - Shipping (Qld)	0	3
Migratory - Offshore - Shipping (Qld)	21000	3
Migratory - Offshore - Shipping (Qld)	26250	10
Migratory - Offshore - Shipping (Qld)	34125	9
Migratory - Offshore - Shipping (Qld)	42000	12
Migratory - Offshore - Shipping (Qld)	52500	17
Migratory - Offshore - Shipping (Qld)	65625	22
Migratory - Offshore - Shipping (Qld)	78750	22
Migratory - Offshore - Shipping (Qld)	91875	14
Migratory - Offshore - Shipping (Qld)	105000	17
Migratory - Offshore - Shipping (Qld)	157500	47
Migratory - Offshore - Shipping (Qld)	Inf	28
No usual address (Qld)		2040
No usual address (Qld)	0	1004
No usual address (Qld)	7875	2725
No usual address (Qld)	15750	4266
No usual address (Qld)	21000	5417
No usual address (Qld)	26250	6548
No usual address (Qld)	34125	9531
No usual address (Qld)	42000	10751
No usual address (Qld)	52500	12822
No usual address (Qld)	65625	14111
No usual address (Qld)	78750	9794
No usual address (Qld)	91875	7437
No usual address (Qld)	105000	4684
No usual address (Qld)	157500	5342
No usual address (Qld)	Inf	2355
Adelaide - Central and Hills		2583
Adelaide - Central and Hills	0	1236
Adelaide - Central and Hills	7875	6938
Adelaide - Central and Hills	15750	8514
Adelaide - Central and Hills	21000	8637
Adelaide - Central and Hills	26250	10620
Adelaide - Central and Hills	34125	16293
Adelaide - Central and Hills	42000	20298
Adelaide - Central and Hills	52500	26322
Adelaide - Central and Hills	65625	29895
Adelaide - Central and Hills	78750	21626
Adelaide - Central and Hills	91875	19272
Adelaide - Central and Hills	105000	13158
Adelaide - Central and Hills	157500	18535
Adelaide - Central and Hills	Inf	10755
Adelaide - North		1691
Adelaide - North	0	881
Adelaide - North	7875	5116
Adelaide - North	15750	5735
Adelaide - North	21000	5945
Adelaide - North	26250	7255
Adelaide - North	34125	11906
Adelaide - North	42000	15331
Adelaide - North	52500	18070
Adelaide - North	65625	17485
Adelaide - North	78750	11033
Adelaide - North	91875	8787
Adelaide - North	105000	5962
Adelaide - North	157500	6496
Adelaide - North	Inf	2431
Adelaide - South		1307
Adelaide - South	0	635
Adelaide - South	7875	5115
Adelaide - South	15750	5445
Adelaide - South	21000	5346
Adelaide - South	26250	6691
Adelaide - South	34125	10148
Adelaide - South	42000	11624
Adelaide - South	52500	13351
Adelaide - South	65625	13206
Adelaide - South	78750	8129
Adelaide - South	91875	6837
Adelaide - South	105000	4570
Adelaide - South	157500	4611
Adelaide - South	Inf	2213
Adelaide - West		1560
Adelaide - West	0	653
Adelaide - West	7875	3564
Adelaide - West	15750	4475
Adelaide - West	21000	4669
Adelaide - West	26250	6049
Adelaide - West	34125	10205
Adelaide - West	42000	14229
Adelaide - West	52500	18643
Adelaide - West	65625	18575
Adelaide - West	78750	11888
Adelaide - West	91875	9701
Adelaide - West	105000	6587
Adelaide - West	157500	8045
Adelaide - West	Inf	3448
Barossa - Yorke - Mid North		699
Barossa - Yorke - Mid North	0	484
Barossa - Yorke - Mid North	7875	1638
Barossa - Yorke - Mid North	15750	1968
Barossa - Yorke - Mid North	21000	2299
Barossa - Yorke - Mid North	26250	2892
Barossa - Yorke - Mid North	34125	4347
Barossa - Yorke - Mid North	42000	5023
Barossa - Yorke - Mid North	52500	5661
Barossa - Yorke - Mid North	65625	5341
Barossa - Yorke - Mid North	78750	3510
Barossa - Yorke - Mid North	91875	2788
Barossa - Yorke - Mid North	105000	1679
Barossa - Yorke - Mid North	157500	1788
Barossa - Yorke - Mid North	Inf	829
South Australia - Outback		679
South Australia - Outback	0	310
South Australia - Outback	7875	1195
South Australia - Outback	15750	1481
South Australia - Outback	21000	1605
South Australia - Outback	26250	2082
South Australia - Outback	34125	3171
South Australia - Outback	42000	3545
South Australia - Outback	52500	4122
South Australia - Outback	65625	4418
South Australia - Outback	78750	3259
South Australia - Outback	91875	3122
South Australia - Outback	105000	2525
South Australia - Outback	157500	3700
South Australia - Outback	Inf	1370
South Australia - South East		1219
South Australia - South East	0	929
South Australia - South East	7875	2861
South Australia - South East	15750	3439
South Australia - South East	21000	3924
South Australia - South East	26250	5145
South Australia - South East	34125	8221
South Australia - South East	42000	10011
South Australia - South East	52500	10521
South Australia - South East	65625	9336
South Australia - South East	78750	5301
South Australia - South East	91875	3726
South Australia - South East	105000	2339
South Australia - South East	157500	2456
South Australia - South East	Inf	1179
Migratory - Offshore - Shipping (SA)	0	4
Migratory - Offshore - Shipping (SA)	34125	4
Migratory - Offshore - Shipping (SA)	42000	3
Migratory - Offshore - Shipping (SA)	52500	3
Migratory - Offshore - Shipping (SA)	65625	4
Migratory - Offshore - Shipping (SA)	78750	4
Migratory - Offshore - Shipping (SA)	91875	3
Migratory - Offshore - Shipping (SA)	105000	7
Migratory - Offshore - Shipping (SA)	157500	22
Migratory - Offshore - Shipping (SA)	Inf	15
No usual address (SA)		587
No usual address (SA)	0	294
No usual address (SA)	7875	1081
No usual address (SA)	15750	1914
No usual address (SA)	21000	2250
No usual address (SA)	26250	2728
No usual address (SA)	34125	3932
No usual address (SA)	42000	4202
No usual address (SA)	52500	4601
No usual address (SA)	65625	4697
No usual address (SA)	78750	2927
No usual address (SA)	91875	2077
No usual address (SA)	105000	1134
No usual address (SA)	157500	1332
No usual address (SA)	Inf	551
Bunbury		1099
Bunbury	0	725
Bunbury	7875	3048
Bunbury	15750	3004
Bunbury	21000	3508
Bunbury	26250	4308
Bunbury	34125	6592
Bunbury	42000	7709
Bunbury	52500	8452
Bunbury	65625	8685
Bunbury	78750	5846
Bunbury	91875	5300
Bunbury	105000	3943
Bunbury	157500	5977
Bunbury	Inf	2239
Mandurah		417
Mandurah	0	264
Mandurah	7875	1388
Mandurah	15750	1500
Mandurah	21000	1606
Mandurah	26250	1732
Mandurah	34125	2692
Mandurah	42000	2837
Mandurah	52500	2952
Mandurah	65625	2932
Mandurah	78750	2007
Mandurah	91875	1780
Mandurah	105000	1439
Mandurah	157500	2039
Mandurah	Inf	811
Perth - Inner		2695
Perth - Inner	0	1153
Perth - Inner	7875	4871
Perth - Inner	15750	6401
Perth - Inner	21000	6647
Perth - Inner	26250	7829
Perth - Inner	34125	11619
Perth - Inner	42000	14174
Perth - Inner	52500	19797
Perth - Inner	65625	27691
Perth - Inner	78750	23649
Perth - Inner	91875	21921
Perth - Inner	105000	16894
Perth - Inner	157500	33608
Perth - Inner	Inf	28422
Perth - North East		1362
Perth - North East	0	773
Perth - North East	7875	3691
Perth - North East	15750	4041
Perth - North East	21000	4194
Perth - North East	26250	4680
Perth - North East	34125	7134
Perth - North East	42000	8680
Perth - North East	52500	11136
Perth - North East	65625	12528
Perth - North East	78750	8732
Perth - North East	91875	7669
Perth - North East	105000	5200
Perth - North East	157500	6479
Perth - North East	Inf	2518
Perth - North West		2297
Perth - North West	0	1274
Perth - North West	7875	8275
Perth - North West	15750	8153
Perth - North West	21000	7987
Perth - North West	26250	9096
Perth - North West	34125	13542
Perth - North West	42000	15680
Perth - North West	52500	18819
Perth - North West	65625	20861
Perth - North West	78750	14949
Perth - North West	91875	12705
Perth - North West	105000	8988
Perth - North West	157500	12171
Perth - North West	Inf	5843
Perth - South East		2693
Perth - South East	0	1333
Perth - South East	7875	6704
Perth - South East	15750	7756
Perth - South East	21000	7794
Perth - South East	26250	9414
Perth - South East	34125	14330
Perth - South East	42000	18224
Perth - South East	52500	24082
Perth - South East	65625	28126
Perth - South East	78750	20203
Perth - South East	91875	17105
Perth - South East	105000	12034
Perth - South East	157500	17732
Perth - South East	Inf	8262
Perth - South West		2090
Perth - South West	0	1146
Perth - South West	7875	6629
Perth - South West	15750	6908
Perth - South West	21000	6713
Perth - South West	26250	7584
Perth - South West	34125	11561
Perth - South West	42000	13357
Perth - South West	52500	16708
Perth - South West	65625	19298
Perth - South West	78750	14543
Perth - South West	91875	12988
Perth - South West	105000	9869
Perth - South West	157500	14622
Perth - South West	Inf	7158
Western Australia - Wheat Belt		1088
Western Australia - Wheat Belt	0	843
Western Australia - Wheat Belt	7875	1741
Western Australia - Wheat Belt	15750	2148
Western Australia - Wheat Belt	21000	2744
Western Australia - Wheat Belt	26250	3292
Western Australia - Wheat Belt	34125	5200
Western Australia - Wheat Belt	42000	5917
Western Australia - Wheat Belt	52500	6856
Western Australia - Wheat Belt	65625	7137
Western Australia - Wheat Belt	78750	4838
Western Australia - Wheat Belt	91875	4373
Western Australia - Wheat Belt	105000	3169
Western Australia - Wheat Belt	157500	4790
Western Australia - Wheat Belt	Inf	2116
Western Australia - Outback (North)		1307
Western Australia - Outback (North)	0	352
Western Australia - Outback (North)	7875	810
Western Australia - Outback (North)	15750	1023
Western Australia - Outback (North)	21000	939
Western Australia - Outback (North)	26250	1117
Western Australia - Outback (North)	34125	1948
Western Australia - Outback (North)	42000	2610
Western Australia - Outback (North)	52500	3747
Western Australia - Outback (North)	65625	5695
Western Australia - Outback (North)	78750	5419
Western Australia - Outback (North)	91875	6116
Western Australia - Outback (North)	105000	6712
Western Australia - Outback (North)	157500	19938
Western Australia - Outback (North)	Inf	16879
Western Australia - Outback (South)		1108
Western Australia - Outback (South)	0	553
Western Australia - Outback (South)	7875	1678
Western Australia - Outback (South)	15750	1703
Western Australia - Outback (South)	21000	1961
Western Australia - Outback (South)	26250	2438
Western Australia - Outback (South)	34125	3934
Western Australia - Outback (South)	42000	4580
Western Australia - Outback (South)	52500	5418
Western Australia - Outback (South)	65625	6383
Western Australia - Outback (South)	78750	5142
Western Australia - Outback (South)	91875	5420
Western Australia - Outback (South)	105000	4913
Western Australia - Outback (South)	157500	9866
Western Australia - Outback (South)	Inf	3730
Migratory - Offshore - Shipping (WA)		32
Migratory - Offshore - Shipping (WA)	0	7
Migratory - Offshore - Shipping (WA)	7875	5
Migratory - Offshore - Shipping (WA)	15750	3
Migratory - Offshore - Shipping (WA)	21000	5
Migratory - Offshore - Shipping (WA)	26250	9
Migratory - Offshore - Shipping (WA)	34125	11
Migratory - Offshore - Shipping (WA)	42000	19
Migratory - Offshore - Shipping (WA)	52500	21
Migratory - Offshore - Shipping (WA)	65625	44
Migratory - Offshore - Shipping (WA)	78750	32
Migratory - Offshore - Shipping (WA)	91875	57
Migratory - Offshore - Shipping (WA)	105000	79
Migratory - Offshore - Shipping (WA)	157500	447
Migratory - Offshore - Shipping (WA)	Inf	837
No usual address (WA)		983
No usual address (WA)	0	492
No usual address (WA)	7875	1492
No usual address (WA)	15750	2352
No usual address (WA)	21000	2629
No usual address (WA)	26250	3165
No usual address (WA)	34125	4506
No usual address (WA)	42000	4883
No usual address (WA)	52500	6020
No usual address (WA)	65625	7117
No usual address (WA)	78750	5571
No usual address (WA)	91875	4591
No usual address (WA)	105000	3185
No usual address (WA)	157500	4908
No usual address (WA)	Inf	2483
Hobart		1156
Hobart	0	502
Hobart	7875	3572
Hobart	15750	4016
Hobart	21000	4298
Hobart	26250	5572
Hobart	34125	9122
Hobart	42000	11201
Hobart	52500	13391
Hobart	65625	14070
Hobart	78750	9691
Hobart	91875	8179
Hobart	105000	5415
Hobart	157500	6355
Hobart	Inf	2811
Launceston and North East		810
Launceston and North East	0	399
Launceston and North East	7875	2117
Launceston and North East	15750	2635
Launceston and North East	21000	2993
Launceston and North East	26250	3752
Launceston and North East	34125	5964
Launceston and North East	42000	7215
Launceston and North East	52500	7725
Launceston and North East	65625	7306
Launceston and North East	78750	4605
Launceston and North East	91875	3697
Launceston and North East	105000	2430
Launceston and North East	157500	2351
Launceston and North East	Inf	1134
South East		176
South East	0	158
South East	7875	363
South East	15750	552
South East	21000	658
South East	26250	787
South East	34125	1149
South East	42000	1295
South East	52500	1197
South East	65625	1123
South East	78750	637
South East	91875	461
South East	105000	259
South East	157500	301
South East	Inf	166
West and North West		663
West and North West	0	355
West and North West	7875	1674
West and North West	15750	1967
West and North West	21000	2265
West and North West	26250	2993
West and North West	34125	4598
West and North West	42000	5534
West and North West	52500	5824
West and North West	65625	5588
West and North West	78750	3469
West and North West	91875	2911
West and North West	105000	1925
West and North West	157500	1899
West and North West	Inf	755
Migratory - Offshore - Shipping (Tas.)	42000	6
Migratory - Offshore - Shipping (Tas.)	52500	3
Migratory - Offshore - Shipping (Tas.)	65625	6
Migratory - Offshore - Shipping (Tas.)	78750	3
Migratory - Offshore - Shipping (Tas.)	91875	4
Migratory - Offshore - Shipping (Tas.)	105000	11
Migratory - Offshore - Shipping (Tas.)	157500	15
Migratory - Offshore - Shipping (Tas.)	Inf	9
No usual address (Tas.)		186
No usual address (Tas.)	0	78
No usual address (Tas.)	7875	223
No usual address (Tas.)	15750	545
No usual address (Tas.)	21000	609
No usual address (Tas.)	26250	771
No usual address (Tas.)	34125	1100
No usual address (Tas.)	42000	1124
No usual address (Tas.)	52500	1271
No usual address (Tas.)	65625	1245
No usual address (Tas.)	78750	777
No usual address (Tas.)	91875	525
No usual address (Tas.)	105000	251
No usual address (Tas.)	157500	280
No usual address (Tas.)	Inf	158
Darwin		1162
Darwin	0	419
Darwin	7875	1433
Darwin	15750	1412
Darwin	21000	1576
Darwin	26250	2124
Darwin	34125	3463
Darwin	42000	5032
Darwin	52500	7581
Darwin	65625	10068
Darwin	78750	8372
Darwin	91875	7541
Darwin	105000	5892
Darwin	157500	9833
Darwin	Inf	6214
Northern Territory - Outback		985
Northern Territory - Outback	0	242
Northern Territory - Outback	7875	775
Northern Territory - Outback	15750	1439
Northern Territory - Outback	21000	1089
Northern Territory - Outback	26250	1234
Northern Territory - Outback	34125	2390
Northern Territory - Outback	42000	2913
Northern Territory - Outback	52500	3595
Northern Territory - Outback	65625	4436
Northern Territory - Outback	78750	3630
Northern Territory - Outback	91875	3243
Northern Territory - Outback	105000	2526
Northern Territory - Outback	157500	3945
Northern Territory - Outback	Inf	1418
Migratory - Offshore - Shipping (NT)		3
Migratory - Offshore - Shipping (NT)	7875	5
Migratory - Offshore - Shipping (NT)	34125	3
Migratory - Offshore - Shipping (NT)	52500	7
Migratory - Offshore - Shipping (NT)	65625	7
Migratory - Offshore - Shipping (NT)	91875	3
Migratory - Offshore - Shipping (NT)	105000	16
Migratory - Offshore - Shipping (NT)	157500	20
Migratory - Offshore - Shipping (NT)	Inf	33
No usual address (NT)		89
No usual address (NT)	0	43
No usual address (NT)	7875	60
No usual address (NT)	15750	111
No usual address (NT)	21000	117
No usual address (NT)	26250	135
No usual address (NT)	34125	227
No usual address (NT)	42000	238
No usual address (NT)	52500	353
No usual address (NT)	65625	480
No usual address (NT)	78750	385
No usual address (NT)	91875	318
No usual address (NT)	105000	296
No usual address (NT)	157500	499
No usual address (NT)	Inf	319
Australian Capital Territory		2262
Australian Capital Territory	0	909
Australian Capital Territory	7875	6937
Australian Capital Territory	15750	6560
Australian Capital Territory	21000	5927
Australian Capital Territory	26250	7076
Australian Capital Territory	34125	10909
Australian Capital Territory	42000	14144
Australian Capital Territory	52500	19197
Australian Capital Territory	65625	25511
Australian Capital Territory	78750	25505
Australian Capital Territory	91875	25394
Australian Capital Territory	105000	17666
Australian Capital Territory	157500	36899
Australian Capital Territory	Inf	15747
No usual address (ACT)		115
No usual address (ACT)	0	70
No usual address (ACT)	7875	294
No usual address (ACT)	15750	286
No usual address (ACT)	21000	305
No usual address (ACT)	26250	373
No usual address (ACT)	34125	597
No usual address (ACT)	42000	661
No usual address (ACT)	52500	809
No usual address (ACT)	65625	1008
No usual address (ACT)	78750	702
No usual address (ACT)	91875	577
No usual address (ACT)	105000	351
No usual address (ACT)	157500	436
No usual address (ACT)	Inf	238
Other Territories		45
Other Territories	0	21
Other Territories	7875	56
Other Territories	15750	78
Other Territories	21000	116
Other Territories	26250	142
Other Territories	34125	244
Other Territories	42000	301
Other Territories	52500	315
Other Territories	65625	319
Other Territories	78750	236
Other Territories	91875	228
Other Territories	105000	200
Other Territories	157500	268
Other Territories	Inf	120
No usual address (OT)	0	3
No usual address (OT)	15750	3
No usual address (OT)	21000	3
No usual address (OT)	26250	6
No usual address (OT)	34125	7
No usual address (OT)	42000	5
No usual address (OT)	52500	5
No usual address (OT)	65625	9
No usual address (OT)	78750	5
No usual address (OT)	91875	10
No usual address (OT)	105000	9
No usual address (OT)	157500	17
No usual address (OT)	Inf	27
