SA4_NAME16	Age	Sex	workers
Sydney - Sutherland	40-44	F	3913
Sydney - Sutherland	40-44	M	3108
Sydney - Sutherland	45-49	F	3947
Sydney - Sutherland	45-49	M	3009
Sydney - Sutherland	50-54	F	3726
Sydney - Sutherland	50-54	M	3028
Sydney - Sutherland	55-59	F	3424
Sydney - Sutherland	55-59	M	2804
Sydney - Sutherland	60-64	F	2140
Sydney - Sutherland	60-64	M	2071
Sydney - Sutherland	65-69	F	939
Sydney - Sutherland	65-69	M	1157
Sydney - Sutherland	70-74	F	322
Sydney - Sutherland	70-74	M	483
Sydney - Sutherland	75+	F	118
Sydney - Sutherland	75+	M	245
Migratory - Offshore - Shipping (NSW)	20-24	F	4
Migratory - Offshore - Shipping (NSW)	20-24	M	3
Migratory - Offshore - Shipping (NSW)	25-29	M	8
Migratory - Offshore - Shipping (NSW)	30-34	M	9
Migratory - Offshore - Shipping (NSW)	35-39	M	4
Migratory - Offshore - Shipping (NSW)	40-44	F	3
Migratory - Offshore - Shipping (NSW)	40-44	M	11
Migratory - Offshore - Shipping (NSW)	45-49	M	11
Migratory - Offshore - Shipping (NSW)	50-54	M	16
Migratory - Offshore - Shipping (NSW)	55-59	M	5
Migratory - Offshore - Shipping (NSW)	60-64	M	3
Migratory - Offshore - Shipping (NSW)	70-74	M	3
No usual address (NSW)	15-19	F	1205
No usual address (NSW)	15-19	M	5001
No usual address (NSW)	20-24	F	2880
No usual address (NSW)	20-24	M	10886
No usual address (NSW)	25-29	F	3127
No usual address (NSW)	25-29	M	11677
No usual address (NSW)	30-34	F	3262
No usual address (NSW)	30-34	M	11864
No usual address (NSW)	35-39	F	3220
No usual address (NSW)	35-39	M	11417
No usual address (NSW)	40-44	F	3911
No usual address (NSW)	40-44	M	12107
No usual address (NSW)	45-49	F	4218
No usual address (NSW)	45-49	M	11924
No usual address (NSW)	50-54	F	4421
No usual address (NSW)	50-54	M	11805
No usual address (NSW)	55-59	F	3904
No usual address (NSW)	55-59	M	10263
No usual address (NSW)	60-64	F	2378
No usual address (NSW)	60-64	M	7295
No usual address (NSW)	65-69	F	1068
No usual address (NSW)	65-69	M	3352
No usual address (NSW)	70-74	F	358
No usual address (NSW)	70-74	M	1154
No usual address (NSW)	75+	F	181
No usual address (NSW)	75+	M	511
Ballarat	15-19	F	1992
Ballarat	15-19	M	1676
Ballarat	20-24	F	3072
Ballarat	20-24	M	2776
Ballarat	25-29	F	2871
Ballarat	25-29	M	2838
Ballarat	30-34	F	2828
Ballarat	30-34	M	2728
Ballarat	35-39	F	2943
Ballarat	35-39	M	2748
Ballarat	40-44	F	3365
Ballarat	40-44	M	3093
Ballarat	45-49	F	3573
Ballarat	45-49	M	3054
Ballarat	50-54	F	3642
Ballarat	50-54	M	3152
Ballarat	55-59	F	3216
Ballarat	55-59	M	2987
Ballarat	60-64	F	2078
Ballarat	60-64	M	2241
Ballarat	65-69	F	819
Ballarat	65-69	M	1093
Ballarat	70-74	F	233
Ballarat	70-74	M	434
Ballarat	75+	F	121
Ballarat	75+	M	299
Bendigo	15-19	F	1972
Bendigo	15-19	M	1730
Bendigo	20-24	F	2940
Bendigo	20-24	M	2899
Bendigo	25-29	F	2824
Bendigo	25-29	M	2928
Bendigo	30-34	F	2771
Bendigo	30-34	M	2957
Bendigo	35-39	F	2817
Bendigo	35-39	M	2786
Bendigo	40-44	F	3263
Bendigo	40-44	M	2998
Bendigo	45-49	F	3607
Bendigo	45-49	M	3175
Bendigo	50-54	F	3605
Bendigo	50-54	M	3140
Bendigo	55-59	F	3289
Bendigo	55-59	M	3097
Bendigo	60-64	F	2135
Bendigo	60-64	M	2385
Bendigo	65-69	F	838
Bendigo	65-69	M	1077
Bendigo	70-74	F	276
Bendigo	70-74	M	403
Bendigo	75+	F	160
Bendigo	75+	M	317
Geelong	15-19	F	3620
Geelong	15-19	M	2995
Geelong	20-24	F	5437
Geelong	20-24	M	5117
Geelong	25-29	F	5681
Geelong	25-29	M	5179
Geelong	30-34	F	5677
Geelong	30-34	M	5507
Geelong	35-39	F	5535
Geelong	35-39	M	5261
Geelong	40-44	F	6445
Geelong	40-44	M	5624
Geelong	45-49	F	6490
Geelong	45-49	M	5425
Geelong	50-54	F	6298
Geelong	50-54	M	5188
Geelong	55-59	F	5497
Geelong	55-59	M	4910
Geelong	60-64	F	3398
Geelong	60-64	M	3624
Geelong	65-69	F	1287
Geelong	65-69	M	1694
Geelong	70-74	F	386
Geelong	70-74	M	651
Geelong	75+	F	158
Geelong	75+	M	364
Hume	15-19	F	2145
Hume	15-19	M	2170
Hume	20-24	F	2632
Hume	20-24	M	3257
Hume	25-29	F	2668
Hume	25-29	M	3054
Hume	30-34	F	2782
Hume	30-34	M	3112
Hume	35-39	F	2884
Hume	35-39	M	3030
Hume	40-44	F	3518
Hume	40-44	M	3435
Hume	45-49	F	3903
Hume	45-49	M	3645
Hume	50-54	F	4030
Hume	50-54	M	3896
Hume	55-59	F	4000
Hume	55-59	M	3829
Hume	60-64	F	2689
Hume	60-64	M	3094
Hume	65-69	F	1159
Hume	65-69	M	1656
Hume	70-74	F	402
Hume	70-74	M	706
Hume	75+	F	249
Hume	75+	M	562
Latrobe - Gippsland	15-19	F	3204
Latrobe - Gippsland	15-19	M	2893
Latrobe - Gippsland	20-24	F	4076
Latrobe - Gippsland	20-24	M	4068
Latrobe - Gippsland	25-29	F	4359
Latrobe - Gippsland	25-29	M	4352
Latrobe - Gippsland	30-34	F	4550
Latrobe - Gippsland	30-34	M	4631
Latrobe - Gippsland	35-39	F	4433
Latrobe - Gippsland	35-39	M	4439
Latrobe - Gippsland	40-44	F	5288
Latrobe - Gippsland	40-44	M	4719
Latrobe - Gippsland	45-49	F	5920
Latrobe - Gippsland	45-49	M	5292
Latrobe - Gippsland	50-54	F	6057
Latrobe - Gippsland	50-54	M	5569
Latrobe - Gippsland	55-59	F	5831
Latrobe - Gippsland	55-59	M	5579
Latrobe - Gippsland	60-64	F	3945
Latrobe - Gippsland	60-64	M	4427
Latrobe - Gippsland	65-69	F	1604
Latrobe - Gippsland	65-69	M	2292
Latrobe - Gippsland	70-74	F	564
Latrobe - Gippsland	70-74	M	986
Latrobe - Gippsland	75+	F	379
Latrobe - Gippsland	75+	M	749
Melbourne - Inner	15-19	F	7309
Melbourne - Inner	15-19	M	6165
Melbourne - Inner	20-24	F	33881
Melbourne - Inner	20-24	M	29458
Melbourne - Inner	25-29	F	54852
Melbourne - Inner	25-29	M	50433
Melbourne - Inner	30-34	F	54791
Melbourne - Inner	30-34	M	57790
Melbourne - Inner	35-39	F	42666
Melbourne - Inner	35-39	M	51588
Melbourne - Inner	40-44	F	35950
Melbourne - Inner	40-44	M	43396
Melbourne - Inner	45-49	F	32106
Melbourne - Inner	45-49	M	37667
Melbourne - Inner	50-54	F	25778
Melbourne - Inner	50-54	M	30785
Melbourne - Inner	55-59	F	20098
Melbourne - Inner	55-59	M	24277
Melbourne - Inner	60-64	F	12435
Melbourne - Inner	60-64	M	15551
Melbourne - Inner	65-69	F	5396
Melbourne - Inner	65-69	M	7522
Melbourne - Inner	70-74	F	1531
Melbourne - Inner	70-74	M	2849
Melbourne - Inner	75+	F	727
Melbourne - Inner	75+	M	1482
Melbourne - Inner East	15-19	F	3717
Melbourne - Inner East	15-19	M	2738
Melbourne - Inner East	20-24	F	7684
Melbourne - Inner East	20-24	M	6379
Melbourne - Inner East	25-29	F	9166
Melbourne - Inner East	25-29	M	7907
Melbourne - Inner East	30-34	F	8713
Melbourne - Inner East	30-34	M	7974
Melbourne - Inner East	35-39	F	7453
Melbourne - Inner East	35-39	M	7050
Melbourne - Inner East	40-44	F	8303
Melbourne - Inner East	40-44	M	6713
Melbourne - Inner East	45-49	F	8896
Melbourne - Inner East	45-49	M	6767
Melbourne - Inner East	50-54	F	8313
Melbourne - Inner East	50-54	M	6203
Melbourne - Inner East	55-59	F	7126
Melbourne - Inner East	55-59	M	5475
Melbourne - Inner East	60-64	F	4574
Melbourne - Inner East	60-64	M	3936
Melbourne - Inner East	65-69	F	2162
Melbourne - Inner East	65-69	M	2309
Melbourne - Inner East	70-74	F	774
Melbourne - Inner East	70-74	M	1074
Melbourne - Inner East	75+	F	328
Melbourne - Inner East	75+	M	588
Melbourne - Inner South	15-19	F	4383
Melbourne - Inner South	15-19	M	3378
Melbourne - Inner South	20-24	F	8333
Melbourne - Inner South	20-24	M	7663
Melbourne - Inner South	25-29	F	8317
Melbourne - Inner South	25-29	M	8044
Melbourne - Inner South	30-34	F	7980
Melbourne - Inner South	30-34	M	8545
Melbourne - Inner South	35-39	F	7279
Melbourne - Inner South	35-39	M	7622
Melbourne - Inner South	40-44	F	8434
Melbourne - Inner South	40-44	M	7835
Melbourne - Inner South	45-49	F	9439
Melbourne - Inner South	45-49	M	8045
Melbourne - Inner South	50-54	F	8457
Melbourne - Inner South	50-54	M	7454
Melbourne - Inner South	55-59	F	7141
Melbourne - Inner South	55-59	M	6532
Melbourne - Inner South	60-64	F	4864
Melbourne - Inner South	60-64	M	4840
Melbourne - Inner South	65-69	F	2309
Melbourne - Inner South	65-69	M	2767
Melbourne - Inner South	70-74	F	770
Melbourne - Inner South	70-74	M	1170
Melbourne - Inner South	75+	F	303
Melbourne - Inner South	75+	M	678
Melbourne - North East	15-19	F	4581
Melbourne - North East	15-19	M	3735
Melbourne - North East	20-24	F	7338
Melbourne - North East	20-24	M	6690
Melbourne - North East	25-29	F	8080
Melbourne - North East	25-29	M	7675
Melbourne - North East	30-34	F	8100
Melbourne - North East	30-34	M	8028
Melbourne - North East	35-39	F	7481
Melbourne - North East	35-39	M	7251
Melbourne - North East	40-44	F	8430
Melbourne - North East	40-44	M	7197
Melbourne - North East	45-49	F	8831
Melbourne - North East	45-49	M	7369
Melbourne - North East	50-54	F	8065
Melbourne - North East	50-54	M	6819
Melbourne - North East	55-59	F	6900
Melbourne - North East	55-59	M	6121
Melbourne - North East	60-64	F	4391
Melbourne - North East	60-64	M	4416
Melbourne - North East	65-69	F	1636
Melbourne - North East	65-69	M	2212
Melbourne - North East	70-74	F	463
Melbourne - North East	70-74	M	795
Melbourne - North East	75+	F	205
Melbourne - North East	75+	M	397
Melbourne - North West	15-19	F	3181
Melbourne - North West	15-19	M	3012
Melbourne - North West	20-24	F	5504
Melbourne - North West	20-24	M	7246
Melbourne - North West	25-29	F	6290
Melbourne - North West	25-29	M	9351
Melbourne - North West	30-34	F	6390
Melbourne - North West	30-34	M	10312
Melbourne - North West	35-39	F	6168
Melbourne - North West	35-39	M	9318
Melbourne - North West	40-44	F	6739
Melbourne - North West	40-44	M	9362
Melbourne - North West	45-49	F	7079
Melbourne - North West	45-49	M	9432
Melbourne - North West	50-54	F	6315
Melbourne - North West	50-54	M	8871
Melbourne - North West	55-59	F	4855
Melbourne - North West	55-59	M	7234
Melbourne - North West	60-64	F	2778
Melbourne - North West	60-64	M	4765
Melbourne - North West	65-69	F	944
Melbourne - North West	65-69	M	1943
Melbourne - North West	70-74	F	245
Melbourne - North West	70-74	M	683
Melbourne - North West	75+	F	105
Melbourne - North West	75+	M	316
Melbourne - Outer East	15-19	F	6201
Melbourne - Outer East	15-19	M	5213
Melbourne - Outer East	20-24	F	8377
Melbourne - Outer East	20-24	M	8551
Melbourne - Outer East	25-29	F	7849
Melbourne - Outer East	25-29	M	8905
Melbourne - Outer East	30-34	F	7650
Melbourne - Outer East	30-34	M	9058
Melbourne - Outer East	35-39	F	7757
Melbourne - Outer East	35-39	M	8755
Melbourne - Outer East	40-44	F	9332
Melbourne - Outer East	40-44	M	9346
Melbourne - Outer East	45-49	F	10486
Melbourne - Outer East	45-49	M	9561
Melbourne - Outer East	50-54	F	9942
Melbourne - Outer East	50-54	M	9387
Melbourne - Outer East	55-59	F	8488
Melbourne - Outer East	55-59	M	8215
Melbourne - Outer East	60-64	F	5734
Melbourne - Outer East	60-64	M	5968
Melbourne - Outer East	65-69	F	2363
Melbourne - Outer East	65-69	M	3176
Melbourne - Outer East	70-74	F	692
Melbourne - Outer East	70-74	M	1222
Melbourne - Outer East	75+	F	294
Melbourne - Outer East	75+	M	649
Melbourne - South East	15-19	F	6856
Melbourne - South East	15-19	M	6419
Melbourne - South East	20-24	F	12403
Melbourne - South East	20-24	M	14349
Melbourne - South East	25-29	F	14785
Melbourne - South East	25-29	M	17974
Melbourne - South East	30-34	F	15639
Melbourne - South East	30-34	M	19812
Melbourne - South East	35-39	F	14776
Melbourne - South East	35-39	M	18523
Melbourne - South East	40-44	F	16066
Melbourne - South East	40-44	M	18597
Melbourne - South East	45-49	F	16808
Melbourne - South East	45-49	M	18718
Melbourne - South East	50-54	F	14806
Melbourne - South East	50-54	M	17339
Melbourne - South East	55-59	F	11921
Melbourne - South East	55-59	M	14650
Melbourne - South East	60-64	F	7581
Melbourne - South East	60-64	M	10068
Melbourne - South East	65-69	F	2957
Melbourne - South East	65-69	M	4518
Melbourne - South East	70-74	F	830
Melbourne - South East	70-74	M	1588
Melbourne - South East	75+	F	354
Melbourne - South East	75+	M	829
Melbourne - West	15-19	F	6097
Melbourne - West	15-19	M	5126
Melbourne - West	20-24	F	9869
Melbourne - West	20-24	M	10975
Melbourne - West	25-29	F	11350
Melbourne - West	25-29	M	13724
Melbourne - West	30-34	F	12051
Melbourne - West	30-34	M	15105
Melbourne - West	35-39	F	11312
Melbourne - West	35-39	M	14028
Melbourne - West	40-44	F	11835
Melbourne - West	40-44	M	13629
Melbourne - West	45-49	F	11732
Melbourne - West	45-49	M	13117
Melbourne - West	50-54	F	10236
Melbourne - West	50-54	M	12043
Melbourne - West	55-59	F	8080
Melbourne - West	55-59	M	10321
Melbourne - West	60-64	F	4737
Melbourne - West	60-64	M	7001
Melbourne - West	65-69	F	1573
Melbourne - West	65-69	M	2782
Melbourne - West	70-74	F	397
Melbourne - West	70-74	M	846
Melbourne - West	75+	F	148
Melbourne - West	75+	M	333
Mornington Peninsula	15-19	F	3563
Mornington Peninsula	15-19	M	3236
Mornington Peninsula	20-24	F	4571
Mornington Peninsula	20-24	M	4550
Mornington Peninsula	25-29	F	4411
Mornington Peninsula	25-29	M	4206
Mornington Peninsula	30-34	F	4463
Mornington Peninsula	30-34	M	4079
Mornington Peninsula	35-39	F	4590
Mornington Peninsula	35-39	M	3954
Mornington Peninsula	40-44	F	5613
Mornington Peninsula	40-44	M	4301
Mornington Peninsula	45-49	F	6140
Mornington Peninsula	45-49	M	4626
Mornington Peninsula	50-54	F	5681
Mornington Peninsula	50-54	M	4327
Mornington Peninsula	55-59	F	4954
Mornington Peninsula	55-59	M	3974
Mornington Peninsula	60-64	F	3294
Mornington Peninsula	60-64	M	2974
Mornington Peninsula	65-69	F	1445
Mornington Peninsula	65-69	M	1716
Mornington Peninsula	70-74	F	468
Mornington Peninsula	70-74	M	688
Mornington Peninsula	75+	F	199
Mornington Peninsula	75+	M	375
North West	15-19	F	1925
North West	15-19	M	1813
North West	20-24	F	2433
North West	20-24	M	2616
North West	25-29	F	2667
North West	25-29	M	2948
North West	30-34	F	2487
North West	30-34	M	2745
North West	35-39	F	2557
North West	35-39	M	2666
North West	40-44	F	3058
North West	40-44	M	2931
North West	45-49	F	3555
North West	45-49	M	3314
North West	50-54	F	3618
North West	50-54	M	3483
North West	55-59	F	3427
North West	55-59	M	3640
North West	60-64	F	2378
North West	60-64	M	2823
North West	65-69	F	1026
North West	65-69	M	1455
North West	70-74	F	383
North West	70-74	M	644
North West	75+	F	235
North West	75+	M	569
Shepparton	15-19	F	1817
Shepparton	15-19	M	1768
Shepparton	20-24	F	2123
Shepparton	20-24	M	2301
Shepparton	25-29	F	2432
Shepparton	25-29	M	2407
Shepparton	30-34	F	2319
Shepparton	30-34	M	2505
Shepparton	35-39	F	2366
Shepparton	35-39	M	2369
Shepparton	40-44	F	2850
Shepparton	40-44	M	2833
Shepparton	45-49	F	3147
Shepparton	45-49	M	3003
Shepparton	50-54	F	3272
Shepparton	50-54	M	3014
Shepparton	55-59	F	2870
Shepparton	55-59	M	3008
Shepparton	60-64	F	1963
Shepparton	60-64	M	2283
Shepparton	65-69	F	784
Shepparton	65-69	M	1151
Shepparton	70-74	F	245
Shepparton	70-74	M	445
Shepparton	75+	F	174
Shepparton	75+	M	366
Warrnambool and South West	15-19	F	1791
Warrnambool and South West	15-19	M	1730
Warrnambool and South West	20-24	F	2019
Warrnambool and South West	20-24	M	2317
Warrnambool and South West	25-29	F	2076
Warrnambool and South West	25-29	M	2404
Warrnambool and South West	30-34	F	2108
Warrnambool and South West	30-34	M	2230
Warrnambool and South West	35-39	F	2271
Warrnambool and South West	35-39	M	2348
Warrnambool and South West	40-44	F	2672
Warrnambool and South West	40-44	M	2702
Warrnambool and South West	45-49	F	3177
Warrnambool and South West	45-49	M	2884
Warrnambool and South West	50-54	F	3261
Warrnambool and South West	50-54	M	3178
Warrnambool and South West	55-59	F	3001
Warrnambool and South West	55-59	M	2952
Warrnambool and South West	60-64	F	2012
Warrnambool and South West	60-64	M	2471
Warrnambool and South West	65-69	F	885
Warrnambool and South West	65-69	M	1236
Warrnambool and South West	70-74	F	321
Warrnambool and South West	70-74	M	575
Warrnambool and South West	75+	F	227
Warrnambool and South West	75+	M	476
Migratory - Offshore - Shipping (Vic.)	20-24	M	5
Migratory - Offshore - Shipping (Vic.)	25-29	M	3
Migratory - Offshore - Shipping (Vic.)	30-34	F	3
Migratory - Offshore - Shipping (Vic.)	30-34	M	11
Migratory - Offshore - Shipping (Vic.)	35-39	M	11
Migratory - Offshore - Shipping (Vic.)	40-44	M	29
Migratory - Offshore - Shipping (Vic.)	45-49	M	28
Migratory - Offshore - Shipping (Vic.)	50-54	F	3
Migratory - Offshore - Shipping (Vic.)	50-54	M	26
Migratory - Offshore - Shipping (Vic.)	55-59	M	21
Migratory - Offshore - Shipping (Vic.)	60-64	M	9
Migratory - Offshore - Shipping (Vic.)	65-69	M	3
Migratory - Offshore - Shipping (Vic.)	70-74	M	3
No usual address (Vic.)	15-19	F	858
No usual address (Vic.)	15-19	M	3564
No usual address (Vic.)	20-24	F	2477
No usual address (Vic.)	20-24	M	9679
No usual address (Vic.)	25-29	F	2752
No usual address (Vic.)	25-29	M	11092
No usual address (Vic.)	30-34	F	2766
No usual address (Vic.)	30-34	M	10626
No usual address (Vic.)	35-39	F	2720
No usual address (Vic.)	35-39	M	9403
No usual address (Vic.)	40-44	F	3239
No usual address (Vic.)	40-44	M	9847
No usual address (Vic.)	45-49	F	3669
No usual address (Vic.)	45-49	M	9982
No usual address (Vic.)	50-54	F	3547
No usual address (Vic.)	50-54	M	8919
No usual address (Vic.)	55-59	F	3005
No usual address (Vic.)	55-59	M	8044
No usual address (Vic.)	60-64	F	2057
No usual address (Vic.)	60-64	M	5515
No usual address (Vic.)	65-69	F	929
No usual address (Vic.)	65-69	M	2498
No usual address (Vic.)	70-74	F	339
No usual address (Vic.)	70-74	M	906
No usual address (Vic.)	75+	F	150
No usual address (Vic.)	75+	M	456
Brisbane - East	15-19	F	3129
Brisbane - East	15-19	M	2874
Brisbane - East	20-24	F	3280
Brisbane - East	20-24	M	3946
Brisbane - East	25-29	F	3412
Brisbane - East	25-29	M	4301
Brisbane - East	30-34	F	3610
Brisbane - East	30-34	M	4661
Brisbane - East	35-39	F	3664
Brisbane - East	35-39	M	4440
Brisbane - East	40-44	F	4494
Brisbane - East	40-44	M	4755
Brisbane - East	45-49	F	4682
Brisbane - East	45-49	M	4644
Brisbane - East	50-54	F	4399
Brisbane - East	50-54	M	4452
Brisbane - East	55-59	F	3667
Brisbane - East	55-59	M	3880
Brisbane - East	60-64	F	2353
Brisbane - East	60-64	M	2754
Brisbane - East	65-69	F	880
Brisbane - East	65-69	M	1273
Brisbane - East	70-74	F	261
Brisbane - East	70-74	M	445
Brisbane - East	75+	F	96
Brisbane - East	75+	M	201
Brisbane - North	15-19	F	3215
Brisbane - North	15-19	M	2801
Brisbane - North	20-24	F	5327
Brisbane - North	20-24	M	5693
Brisbane - North	25-29	F	5458
Brisbane - North	25-29	M	6622
Brisbane - North	30-34	F	5518
Brisbane - North	30-34	M	7208
Brisbane - North	35-39	F	5203
Brisbane - North	35-39	M	7004
Brisbane - North	40-44	F	5860
Brisbane - North	40-44	M	7156
Brisbane - North	45-49	F	5849
Brisbane - North	45-49	M	7103
Brisbane - North	50-54	F	5476
Brisbane - North	50-54	M	6778
Brisbane - North	55-59	F	4511
Brisbane - North	55-59	M	5547
Brisbane - North	60-64	F	2700
Brisbane - North	60-64	M	3778
Brisbane - North	65-69	F	1019
Brisbane - North	65-69	M	1568
Brisbane - North	70-74	F	280
Brisbane - North	70-74	M	478
Brisbane - North	75+	F	103
Brisbane - North	75+	M	259
Brisbane - South	15-19	F	4239
Brisbane - South	15-19	M	3630
Brisbane - South	20-24	F	7997
Brisbane - South	20-24	M	8369
Brisbane - South	25-29	F	8729
Brisbane - South	25-29	M	9493
Brisbane - South	30-34	F	8582
Brisbane - South	30-34	M	9959
Brisbane - South	35-39	F	7859
Brisbane - South	35-39	M	9201
Brisbane - South	40-44	F	8459
Brisbane - South	40-44	M	9103
Brisbane - South	45-49	F	8424
Brisbane - South	45-49	M	9035
Brisbane - South	50-54	F	7578
Brisbane - South	50-54	M	8038
Brisbane - South	55-59	F	6287
Brisbane - South	55-59	M	6812
Brisbane - South	60-64	F	3981
Brisbane - South	60-64	M	4643
Brisbane - South	65-69	F	1561
Brisbane - South	65-69	M	2097
Brisbane - South	70-74	F	412
Brisbane - South	70-74	M	723
Brisbane - South	75+	F	157
Brisbane - South	75+	M	339
Brisbane - West	15-19	F	2665
Brisbane - West	15-19	M	1939
Brisbane - West	20-24	F	4173
Brisbane - West	20-24	M	4249
Brisbane - West	25-29	F	3219
Brisbane - West	25-29	M	3559
Brisbane - West	30-34	F	3131
Brisbane - West	30-34	M	3316
Brisbane - West	35-39	F	3026
Brisbane - West	35-39	M	2739
Brisbane - West	40-44	F	3214
Brisbane - West	40-44	M	2657
Brisbane - West	45-49	F	3482
Brisbane - West	45-49	M	2580
Brisbane - West	50-54	F	3027
Brisbane - West	50-54	M	2286
Brisbane - West	55-59	F	2513
Brisbane - West	55-59	M	2016
Brisbane - West	60-64	F	1697
Brisbane - West	60-64	M	1507
Brisbane - West	65-69	F	811
Brisbane - West	65-69	M	899
Brisbane - West	70-74	F	272
Brisbane - West	70-74	M	369
Brisbane - West	75+	F	103
Brisbane - West	75+	M	191
Brisbane Inner City	15-19	F	5827
Brisbane Inner City	15-19	M	4322
Brisbane Inner City	20-24	F	17848
Brisbane Inner City	20-24	M	14299
Brisbane Inner City	25-29	F	22148
Brisbane Inner City	25-29	M	18986
Brisbane Inner City	30-34	F	22619
Brisbane Inner City	30-34	M	21427
Brisbane Inner City	35-39	F	19106
Brisbane Inner City	35-39	M	20224
Brisbane Inner City	40-44	F	18418
Brisbane Inner City	40-44	M	19757
Brisbane Inner City	45-49	F	16887
Brisbane Inner City	45-49	M	17667
Brisbane Inner City	50-54	F	14138
Brisbane Inner City	50-54	M	14472
Brisbane Inner City	55-59	F	10888
Brisbane Inner City	55-59	M	11286
Brisbane Inner City	60-64	F	6532
Brisbane Inner City	60-64	M	7053
Brisbane Inner City	65-69	F	2531
Brisbane Inner City	65-69	M	3062
Brisbane Inner City	70-74	F	728
Brisbane Inner City	70-74	M	1018
Brisbane Inner City	75+	F	285
Brisbane Inner City	75+	M	522
Cairns	15-19	F	3169
Cairns	15-19	M	2766
Cairns	20-24	F	3999
Cairns	20-24	M	3979
Cairns	25-29	F	4791
Cairns	25-29	M	4471
Cairns	30-34	F	5048
Cairns	30-34	M	4816
Cairns	35-39	F	5289
Cairns	35-39	M	4754
Cairns	40-44	F	6051
Cairns	40-44	M	5185
Cairns	45-49	F	6207
Cairns	45-49	M	5503
Cairns	50-54	F	5877
Cairns	50-54	M	5282
Cairns	55-59	F	5079
Cairns	55-59	M	4848
Cairns	60-64	F	3426
Cairns	60-64	M	3616
Cairns	65-69	F	1405
Cairns	65-69	M	1798
Cairns	70-74	F	485
Cairns	70-74	M	759
Cairns	75+	F	222
Cairns	75+	M	467
Darling Downs - Maranoa	15-19	F	1573
Darling Downs - Maranoa	15-19	M	1748
Darling Downs - Maranoa	20-24	F	1930
Darling Downs - Maranoa	20-24	M	2503
Darling Downs - Maranoa	25-29	F	2116
Darling Downs - Maranoa	25-29	M	2927
Darling Downs - Maranoa	30-34	F	2209
Darling Downs - Maranoa	30-34	M	3032
Darling Downs - Maranoa	35-39	F	2244
Darling Downs - Maranoa	35-39	M	2858
Darling Downs - Maranoa	40-44	F	2626
Darling Downs - Maranoa	40-44	M	3238
Darling Downs - Maranoa	45-49	F	2861
Darling Downs - Maranoa	45-49	M	3523
Darling Downs - Maranoa	50-54	F	2800
Darling Downs - Maranoa	50-54	M	3464
Darling Downs - Maranoa	55-59	F	2517
Darling Downs - Maranoa	55-59	M	3165
Darling Downs - Maranoa	60-64	F	1804
Darling Downs - Maranoa	60-64	M	2458
Darling Downs - Maranoa	65-69	F	864
Darling Downs - Maranoa	65-69	M	1426
Darling Downs - Maranoa	70-74	F	424
Darling Downs - Maranoa	70-74	M	729
Darling Downs - Maranoa	75+	F	286
Darling Downs - Maranoa	75+	M	606
Central Queensland	15-19	F	3265
Central Queensland	15-19	M	2981
Central Queensland	20-24	F	4188
Central Queensland	20-24	M	4514
Central Queensland	25-29	F	4610
Central Queensland	25-29	M	5189
Central Queensland	30-34	F	4733
Central Queensland	30-34	M	5884
Central Queensland	35-39	F	4551
Central Queensland	35-39	M	5546
Central Queensland	40-44	F	5056
Central Queensland	40-44	M	5688
Central Queensland	45-49	F	5230
Central Queensland	45-49	M	5781
Central Queensland	50-54	F	5087
Central Queensland	50-54	M	5764
Central Queensland	55-59	F	4104
Central Queensland	55-59	M	5081
Central Queensland	60-64	F	2320
Central Queensland	60-64	M	3314
Central Queensland	65-69	F	889
Central Queensland	65-69	M	1365
Central Queensland	70-74	F	330
Central Queensland	70-74	M	534
Central Queensland	75+	F	194
Central Queensland	75+	M	359
Gold Coast	15-19	F	8251
Gold Coast	15-19	M	6726
Gold Coast	20-24	F	12340
Gold Coast	20-24	M	11478
Gold Coast	25-29	F	12917
Gold Coast	25-29	M	12586
Gold Coast	30-34	F	12846
Gold Coast	30-34	M	13289
Gold Coast	35-39	F	12520
Gold Coast	35-39	M	12739
Gold Coast	40-44	F	13917
Gold Coast	40-44	M	13092
Gold Coast	45-49	F	14003
Gold Coast	45-49	M	12643
Gold Coast	50-54	F	12622
Gold Coast	50-54	M	11548
Gold Coast	55-59	F	10784
Gold Coast	55-59	M	9872
Gold Coast	60-64	F	6996
Gold Coast	60-64	M	7167
Gold Coast	65-69	F	3245
Gold Coast	65-69	M	4029
Gold Coast	70-74	F	1001
Gold Coast	70-74	M	1538
Gold Coast	75+	F	369
Gold Coast	75+	M	752
Ipswich	15-19	F	3602
Ipswich	15-19	M	3119
Ipswich	20-24	F	4814
Ipswich	20-24	M	5382
Ipswich	25-29	F	5245
Ipswich	25-29	M	6293
Ipswich	30-34	F	5475
Ipswich	30-34	M	6583
Ipswich	35-39	F	5332
Ipswich	35-39	M	6210
Ipswich	40-44	F	5897
Ipswich	40-44	M	6487
Ipswich	45-49	F	5939
Ipswich	45-49	M	6457
Ipswich	50-54	F	5479
Ipswich	50-54	M	6142
Ipswich	55-59	F	4337
Ipswich	55-59	M	5188
Ipswich	60-64	F	2617
Ipswich	60-64	M	3432
Ipswich	65-69	F	1000
Ipswich	65-69	M	1573
Ipswich	70-74	F	303
Ipswich	70-74	M	566
Ipswich	75+	F	121
Ipswich	75+	M	300
Logan - Beaudesert	15-19	F	3712
Logan - Beaudesert	15-19	M	3098
Logan - Beaudesert	20-24	F	4684
