SA4_NAME16	EmploymentStatus	IncomeTotPersonal.max	Sex	workers
Central Coast	Owner managers of unincorporated enterprises	78750	F	178
Central Coast	Owner managers of unincorporated enterprises	78750	M	443
Central Coast	Owner managers of unincorporated enterprises	91875	F	141
Central Coast	Owner managers of unincorporated enterprises	91875	M	355
Central Coast	Owner managers of unincorporated enterprises	105000	F	76
Central Coast	Owner managers of unincorporated enterprises	105000	M	226
Central Coast	Owner managers of unincorporated enterprises	157500	F	121
Central Coast	Owner managers of unincorporated enterprises	157500	M	260
Central Coast	Owner managers of unincorporated enterprises	Inf	F	93
Central Coast	Owner managers of unincorporated enterprises	Inf	M	270
Central Coast	Status in employment not stated	0	F	16
Central Coast	Status in employment not stated	0	M	13
Central Coast	Status in employment not stated	7875	F	34
Central Coast	Status in employment not stated	7875	M	20
Central Coast	Status in employment not stated	15750	F	45
Central Coast	Status in employment not stated	15750	M	26
Central Coast	Status in employment not stated	21000	F	58
Central Coast	Status in employment not stated	21000	M	36
Central Coast	Status in employment not stated	26250	F	59
Central Coast	Status in employment not stated	26250	M	43
Central Coast	Status in employment not stated	34125	F	72
Central Coast	Status in employment not stated	34125	M	45
Central Coast	Status in employment not stated	42000	F	81
Central Coast	Status in employment not stated	42000	M	67
Central Coast	Status in employment not stated	52500	F	49
Central Coast	Status in employment not stated	52500	M	63
Central Coast	Status in employment not stated	65625	F	28
Central Coast	Status in employment not stated	65625	M	68
Central Coast	Status in employment not stated	78750	F	21
Central Coast	Status in employment not stated	78750	M	32
Central Coast	Status in employment not stated	91875	F	10
Central Coast	Status in employment not stated	91875	M	28
Central Coast	Status in employment not stated	105000	F	8
Central Coast	Status in employment not stated	105000	M	16
Central Coast	Status in employment not stated	157500	F	19
Central Coast	Status in employment not stated	157500	M	23
Central Coast	Status in employment not stated	Inf	F	6
Central Coast	Status in employment not stated	Inf	M	17
Central West	Contributing family workers	0	F	238
Central West	Contributing family workers	0	M	244
Central West	Contributing family workers	7875	F	110
Central West	Contributing family workers	7875	M	96
Central West	Contributing family workers	15750	F	154
Central West	Contributing family workers	15750	M	148
Central West	Contributing family workers	21000	F	133
Central West	Contributing family workers	21000	M	167
Central West	Contributing family workers	26250	F	135
Central West	Contributing family workers	26250	M	146
Central West	Contributing family workers	34125	F	134
Central West	Contributing family workers	34125	M	177
Central West	Contributing family workers	42000	F	104
Central West	Contributing family workers	42000	M	151
Central West	Contributing family workers	52500	F	85
Central West	Contributing family workers	52500	M	128
Central West	Contributing family workers	65625	F	58
Central West	Contributing family workers	65625	M	102
Central West	Contributing family workers	78750	F	34
Central West	Contributing family workers	78750	M	46
Central West	Contributing family workers	91875	F	31
Central West	Contributing family workers	91875	M	55
Central West	Contributing family workers	105000	F	18
Central West	Contributing family workers	105000	M	27
Central West	Contributing family workers	157500	F	19
Central West	Contributing family workers	157500	M	31
Central West	Contributing family workers	Inf	F	34
Central West	Contributing family workers	Inf	M	50
Central West	Employee	0	F	129
Central West	Employee	0	M	101
Central West	Employee	7875	F	1603
Central West	Employee	7875	M	894
Central West	Employee	15750	F	1742
Central West	Employee	15750	M	680
Central West	Employee	21000	F	2029
Central West	Employee	21000	M	870
Central West	Employee	26250	F	2562
Central West	Employee	26250	M	1212
Central West	Employee	34125	F	4202
Central West	Employee	34125	M	2025
Central West	Employee	42000	F	4764
Central West	Employee	42000	M	3321
Central West	Employee	52500	F	4375
Central West	Employee	52500	M	4464
Central West	Employee	65625	F	3885
Central West	Employee	65625	M	4445
Central West	Employee	78750	F	2563
Central West	Employee	78750	M	3168
Central West	Employee	91875	F	2034
Central West	Employee	91875	M	2907
Central West	Employee	105000	F	1489
Central West	Employee	105000	M	2461
Central West	Employee	157500	F	1370
Central West	Employee	157500	M	4010
Central West	Employee	Inf	F	289
Central West	Employee	Inf	M	1295
Central West	Owner managers of incorporated enterprises	0	F	12
Central West	Owner managers of incorporated enterprises	0	M	17
Central West	Owner managers of incorporated enterprises	7875	F	23
Central West	Owner managers of incorporated enterprises	7875	M	10
Central West	Owner managers of incorporated enterprises	15750	F	63
Central West	Owner managers of incorporated enterprises	15750	M	40
Central West	Owner managers of incorporated enterprises	21000	F	89
Central West	Owner managers of incorporated enterprises	21000	M	89
Central West	Owner managers of incorporated enterprises	26250	F	88
Central West	Owner managers of incorporated enterprises	26250	M	107
Central West	Owner managers of incorporated enterprises	34125	F	132
Central West	Owner managers of incorporated enterprises	34125	M	199
Central West	Owner managers of incorporated enterprises	42000	F	169
Central West	Owner managers of incorporated enterprises	42000	M	243
Central West	Owner managers of incorporated enterprises	52500	F	195
Central West	Owner managers of incorporated enterprises	52500	M	359
Central West	Owner managers of incorporated enterprises	65625	F	209
Central West	Owner managers of incorporated enterprises	65625	M	477
Central West	Owner managers of incorporated enterprises	78750	F	122
Central West	Owner managers of incorporated enterprises	78750	M	332
Central West	Owner managers of incorporated enterprises	91875	F	126
Central West	Owner managers of incorporated enterprises	91875	M	338
Central West	Owner managers of incorporated enterprises	105000	F	71
Central West	Owner managers of incorporated enterprises	105000	M	174
Central West	Owner managers of incorporated enterprises	157500	F	97
Central West	Owner managers of incorporated enterprises	157500	M	322
Central West	Owner managers of incorporated enterprises	Inf	F	98
Central West	Owner managers of incorporated enterprises	Inf	M	362
Central West	Owner managers of unincorporated enterprises	0	F	63
Central West	Owner managers of unincorporated enterprises	0	M	99
Central West	Owner managers of unincorporated enterprises	7875	F	123
Central West	Owner managers of unincorporated enterprises	7875	M	70
Central West	Owner managers of unincorporated enterprises	15750	F	294
Central West	Owner managers of unincorporated enterprises	15750	M	232
Central West	Owner managers of unincorporated enterprises	21000	F	290
Central West	Owner managers of unincorporated enterprises	21000	M	305
Central West	Owner managers of unincorporated enterprises	26250	F	313
Central West	Owner managers of unincorporated enterprises	26250	M	359
Central West	Owner managers of unincorporated enterprises	34125	F	457
Central West	Owner managers of unincorporated enterprises	34125	M	576
Central West	Owner managers of unincorporated enterprises	42000	F	393
Central West	Owner managers of unincorporated enterprises	42000	M	546
Central West	Owner managers of unincorporated enterprises	52500	F	337
Central West	Owner managers of unincorporated enterprises	52500	M	666
Central West	Owner managers of unincorporated enterprises	65625	F	275
Central West	Owner managers of unincorporated enterprises	65625	M	681
Central West	Owner managers of unincorporated enterprises	78750	F	168
Central West	Owner managers of unincorporated enterprises	78750	M	424
Central West	Owner managers of unincorporated enterprises	91875	F	135
Central West	Owner managers of unincorporated enterprises	91875	M	358
Central West	Owner managers of unincorporated enterprises	105000	F	74
Central West	Owner managers of unincorporated enterprises	105000	M	206
Central West	Owner managers of unincorporated enterprises	157500	F	135
Central West	Owner managers of unincorporated enterprises	157500	M	290
Central West	Owner managers of unincorporated enterprises	Inf	F	115
Central West	Owner managers of unincorporated enterprises	Inf	M	328
Central West	Status in employment not stated	0	F	15
Central West	Status in employment not stated	0	M	12
Central West	Status in employment not stated	7875	F	35
Central West	Status in employment not stated	7875	M	28
Central West	Status in employment not stated	15750	F	41
Central West	Status in employment not stated	15750	M	31
Central West	Status in employment not stated	21000	F	51
Central West	Status in employment not stated	21000	M	45
Central West	Status in employment not stated	26250	F	68
Central West	Status in employment not stated	26250	M	54
Central West	Status in employment not stated	34125	F	66
Central West	Status in employment not stated	34125	M	80
Central West	Status in employment not stated	42000	F	54
Central West	Status in employment not stated	42000	M	71
Central West	Status in employment not stated	52500	F	37
Central West	Status in employment not stated	52500	M	76
Central West	Status in employment not stated	65625	F	43
Central West	Status in employment not stated	65625	M	77
Central West	Status in employment not stated	78750	F	19
Central West	Status in employment not stated	78750	M	40
Central West	Status in employment not stated	91875	F	27
Central West	Status in employment not stated	91875	M	35
Central West	Status in employment not stated	105000	F	12
Central West	Status in employment not stated	105000	M	18
Central West	Status in employment not stated	157500	F	8
Central West	Status in employment not stated	157500	M	35
Central West	Status in employment not stated	Inf	F	5
Central West	Status in employment not stated	Inf	M	31
Coffs Harbour - Grafton	Contributing family workers	0	F	113
Coffs Harbour - Grafton	Contributing family workers	0	M	117
Coffs Harbour - Grafton	Contributing family workers	7875	F	51
Coffs Harbour - Grafton	Contributing family workers	7875	M	45
Coffs Harbour - Grafton	Contributing family workers	15750	F	83
Coffs Harbour - Grafton	Contributing family workers	15750	M	73
Coffs Harbour - Grafton	Contributing family workers	21000	F	71
Coffs Harbour - Grafton	Contributing family workers	21000	M	70
Coffs Harbour - Grafton	Contributing family workers	26250	F	58
Coffs Harbour - Grafton	Contributing family workers	26250	M	67
Coffs Harbour - Grafton	Contributing family workers	34125	F	59
Coffs Harbour - Grafton	Contributing family workers	34125	M	65
Coffs Harbour - Grafton	Contributing family workers	42000	F	36
Coffs Harbour - Grafton	Contributing family workers	42000	M	50
Coffs Harbour - Grafton	Contributing family workers	52500	F	39
Coffs Harbour - Grafton	Contributing family workers	52500	M	43
Coffs Harbour - Grafton	Contributing family workers	65625	F	21
Coffs Harbour - Grafton	Contributing family workers	65625	M	31
Coffs Harbour - Grafton	Contributing family workers	78750	F	25
Coffs Harbour - Grafton	Contributing family workers	78750	M	24
Coffs Harbour - Grafton	Contributing family workers	91875	F	13
Coffs Harbour - Grafton	Contributing family workers	91875	M	25
Coffs Harbour - Grafton	Contributing family workers	105000	F	3
Coffs Harbour - Grafton	Contributing family workers	105000	M	16
Coffs Harbour - Grafton	Contributing family workers	157500	F	9
Coffs Harbour - Grafton	Contributing family workers	157500	M	9
Coffs Harbour - Grafton	Contributing family workers	Inf	F	4
Coffs Harbour - Grafton	Contributing family workers	Inf	M	7
Coffs Harbour - Grafton	Employee	0	F	71
Coffs Harbour - Grafton	Employee	0	M	60
Coffs Harbour - Grafton	Employee	7875	F	1063
Coffs Harbour - Grafton	Employee	7875	M	697
Coffs Harbour - Grafton	Employee	15750	F	1106
Coffs Harbour - Grafton	Employee	15750	M	484
Coffs Harbour - Grafton	Employee	21000	F	1349
Coffs Harbour - Grafton	Employee	21000	M	628
Coffs Harbour - Grafton	Employee	26250	F	1741
Coffs Harbour - Grafton	Employee	26250	M	899
Coffs Harbour - Grafton	Employee	34125	F	2923
Coffs Harbour - Grafton	Employee	34125	M	1537
Coffs Harbour - Grafton	Employee	42000	F	3270
Coffs Harbour - Grafton	Employee	42000	M	2533
Coffs Harbour - Grafton	Employee	52500	F	2918
Coffs Harbour - Grafton	Employee	52500	M	2969
Coffs Harbour - Grafton	Employee	65625	F	2266
Coffs Harbour - Grafton	Employee	65625	M	2516
Coffs Harbour - Grafton	Employee	78750	F	1417
Coffs Harbour - Grafton	Employee	78750	M	1574
Coffs Harbour - Grafton	Employee	91875	F	1093
Coffs Harbour - Grafton	Employee	91875	M	1205
Coffs Harbour - Grafton	Employee	105000	F	806
Coffs Harbour - Grafton	Employee	105000	M	1014
Coffs Harbour - Grafton	Employee	157500	F	621
Coffs Harbour - Grafton	Employee	157500	M	1144
Coffs Harbour - Grafton	Employee	Inf	F	126
Coffs Harbour - Grafton	Employee	Inf	M	374
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	0	F	9
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	0	M	15
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	7875	F	13
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	7875	M	13
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	15750	F	25
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	15750	M	26
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	21000	F	53
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	21000	M	62
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	26250	F	71
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	26250	M	63
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	34125	F	100
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	34125	M	141
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	42000	F	124
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	42000	M	204
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	52500	F	114
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	52500	M	216
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	65625	F	115
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	65625	M	282
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	78750	F	76
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	78750	M	181
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	91875	F	71
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	91875	M	191
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	105000	F	29
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	105000	M	79
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	157500	F	61
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	157500	M	159
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	Inf	F	47
Coffs Harbour - Grafton	Owner managers of incorporated enterprises	Inf	M	204
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	0	F	26
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	0	M	46
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	7875	F	82
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	7875	M	48
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	15750	F	188
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	15750	M	165
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	21000	F	244
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	21000	M	227
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	26250	F	271
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	26250	M	261
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	34125	F	355
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	34125	M	381
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	42000	F	293
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	42000	M	397
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	52500	F	226
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	52500	M	412
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	65625	F	155
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	65625	M	323
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	78750	F	106
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	78750	M	214
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	91875	F	62
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	91875	M	146
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	105000	F	38
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	105000	M	87
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	157500	F	43
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	157500	M	116
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	Inf	F	38
Coffs Harbour - Grafton	Owner managers of unincorporated enterprises	Inf	M	120
Coffs Harbour - Grafton	Status in employment not stated	0	F	3
Coffs Harbour - Grafton	Status in employment not stated	0	M	4
Coffs Harbour - Grafton	Status in employment not stated	7875	F	23
Coffs Harbour - Grafton	Status in employment not stated	7875	M	16
Coffs Harbour - Grafton	Status in employment not stated	15750	F	37
Coffs Harbour - Grafton	Status in employment not stated	15750	M	16
Coffs Harbour - Grafton	Status in employment not stated	21000	F	43
Coffs Harbour - Grafton	Status in employment not stated	21000	M	34
Coffs Harbour - Grafton	Status in employment not stated	26250	F	44
Coffs Harbour - Grafton	Status in employment not stated	26250	M	31
Coffs Harbour - Grafton	Status in employment not stated	34125	F	38
Coffs Harbour - Grafton	Status in employment not stated	34125	M	28
Coffs Harbour - Grafton	Status in employment not stated	42000	F	40
Coffs Harbour - Grafton	Status in employment not stated	42000	M	55
Coffs Harbour - Grafton	Status in employment not stated	52500	F	33
Coffs Harbour - Grafton	Status in employment not stated	52500	M	46
Coffs Harbour - Grafton	Status in employment not stated	65625	F	19
Coffs Harbour - Grafton	Status in employment not stated	65625	M	32
Coffs Harbour - Grafton	Status in employment not stated	78750	F	17
Coffs Harbour - Grafton	Status in employment not stated	78750	M	18
Coffs Harbour - Grafton	Status in employment not stated	91875	F	7
Coffs Harbour - Grafton	Status in employment not stated	91875	M	17
Coffs Harbour - Grafton	Status in employment not stated	105000	M	6
Coffs Harbour - Grafton	Status in employment not stated	157500	F	11
