SA4_NAME16	CountryOfBirth	Sex	workers
Sydney - Northern Beaches	GRC	F	34
Sydney - Northern Beaches	GRC	M	49
Sydney - Northern Beaches	HKG	F	204
Sydney - Northern Beaches	HKG	M	275
Sydney - Northern Beaches	IND	F	548
Sydney - Northern Beaches	IND	M	1134
Sydney - Northern Beaches	IDN	F	208
Sydney - Northern Beaches	IDN	M	202
Sydney - Northern Beaches	IRN	F	176
Sydney - Northern Beaches	IRN	M	251
Sydney - Northern Beaches	IRQ	F	25
Sydney - Northern Beaches	IRQ	M	49
Sydney - Northern Beaches	IRL	F	258
Sydney - Northern Beaches	IRL	M	269
Sydney - Northern Beaches	ITA	F	262
Sydney - Northern Beaches	ITA	M	372
Sydney - Northern Beaches	JPN	F	282
Sydney - Northern Beaches	JPN	M	118
Sydney - Northern Beaches	LBN	F	50
Sydney - Northern Beaches	LBN	M	110
Sydney - Northern Beaches	MYS	F	187
Sydney - Northern Beaches	MYS	M	183
Sydney - Northern Beaches	MLT	F	17
Sydney - Northern Beaches	MLT	M	13
Sydney - Northern Beaches	NLD	F	175
Sydney - Northern Beaches	NLD	M	124
Sydney - Northern Beaches	NZL	F	1380
Sydney - Northern Beaches	NZL	M	1450
Sydney - Northern Beaches	PAK	F	20
Sydney - Northern Beaches	PAK	M	114
Sydney - Northern Beaches	PHL	F	711
Sydney - Northern Beaches	PHL	M	494
Sydney - Northern Beaches	POL	F	116
Sydney - Northern Beaches	POL	M	96
Sydney - Northern Beaches	SGP	F	98
Sydney - Northern Beaches	SGP	M	81
Sydney - Northern Beaches	ZAF	F	729
Sydney - Northern Beaches	ZAF	M	725
Sydney - Northern Beaches	KOR	F	313
Sydney - Northern Beaches	KOR	M	343
Sydney - Northern Beaches	LKA	F	67
Sydney - Northern Beaches	LKA	M	130
Sydney - Northern Beaches	THA	F	448
Sydney - Northern Beaches	THA	M	196
Sydney - Northern Beaches	TUR	F	33
Sydney - Northern Beaches	TUR	M	56
Sydney - Northern Beaches	GBR	F	3782
Sydney - Northern Beaches	GBR	M	3582
Sydney - Northern Beaches	USA	F	475
Sydney - Northern Beaches	USA	M	393
Sydney - Northern Beaches	VNM	F	216
Sydney - Northern Beaches	VNM	M	195
Sydney - Northern Beaches	ZWE	F	76
Sydney - Northern Beaches	ZWE	M	75
Sydney - Outer South West		F	2838
Sydney - Outer South West		M	3600
Sydney - Outer South West	AUS	F	27697
Sydney - Outer South West	AUS	M	27970
Sydney - Outer South West	CAN	F	48
Sydney - Outer South West	CAN	M	49
Sydney - Outer South West	CHN	F	429
Sydney - Outer South West	CHN	M	497
Sydney - Outer South West	HRV	F	74
Sydney - Outer South West	HRV	M	79
Sydney - Outer South West	EGY	F	107
Sydney - Outer South West	EGY	M	153
Sydney - Outer South West	FJI	F	546
Sydney - Outer South West	FJI	M	589
Sydney - Outer South West	MKD	F	60
Sydney - Outer South West	MKD	M	82
Sydney - Outer South West	DEU	F	115
Sydney - Outer South West	DEU	M	99
Sydney - Outer South West	GRC	F	44
Sydney - Outer South West	GRC	M	73
Sydney - Outer South West	HKG	F	81
Sydney - Outer South West	HKG	M	112
Sydney - Outer South West	IND	F	686
Sydney - Outer South West	IND	M	984
Sydney - Outer South West	IDN	F	87
Sydney - Outer South West	IDN	M	102
Sydney - Outer South West	IRN	F	39
Sydney - Outer South West	IRN	M	71
Sydney - Outer South West	IRQ	F	99
Sydney - Outer South West	IRQ	M	231
Sydney - Outer South West	IRL	F	85
Sydney - Outer South West	IRL	M	165
Sydney - Outer South West	ITA	F	115
Sydney - Outer South West	ITA	M	196
Sydney - Outer South West	JPN	F	13
Sydney - Outer South West	JPN	M	17
Sydney - Outer South West	LBN	F	127
Sydney - Outer South West	LBN	M	292
Sydney - Outer South West	MYS	F	122
Sydney - Outer South West	MYS	M	111
Sydney - Outer South West	MLT	F	57
Sydney - Outer South West	MLT	M	88
Sydney - Outer South West	NLD	F	45
Sydney - Outer South West	NLD	M	65
Sydney - Outer South West	NZL	F	812
Sydney - Outer South West	NZL	M	923
Sydney - Outer South West	PAK	F	89
Sydney - Outer South West	PAK	M	239
Sydney - Outer South West	PHL	F	763
Sydney - Outer South West	PHL	M	643
Sydney - Outer South West	POL	F	100
Sydney - Outer South West	POL	M	104
Sydney - Outer South West	SGP	F	31
Sydney - Outer South West	SGP	M	25
Sydney - Outer South West	ZAF	F	225
Sydney - Outer South West	ZAF	M	265
Sydney - Outer South West	KOR	F	58
Sydney - Outer South West	KOR	M	111
Sydney - Outer South West	LKA	F	134
Sydney - Outer South West	LKA	M	141
Sydney - Outer South West	THA	F	165
Sydney - Outer South West	THA	M	98
Sydney - Outer South West	TUR	F	21
Sydney - Outer South West	TUR	M	56
Sydney - Outer South West	GBR	F	1554
Sydney - Outer South West	GBR	M	1500
Sydney - Outer South West	USA	F	90
Sydney - Outer South West	USA	M	110
Sydney - Outer South West	VNM	F	467
Sydney - Outer South West	VNM	M	670
Sydney - Outer South West	ZWE	F	63
Sydney - Outer South West	ZWE	M	64
Sydney - Outer West and Blue Mountains		F	2478
Sydney - Outer West and Blue Mountains		M	3136
Sydney - Outer West and Blue Mountains	AUS	F	39448
Sydney - Outer West and Blue Mountains	AUS	M	36078
Sydney - Outer West and Blue Mountains	CAN	F	104
Sydney - Outer West and Blue Mountains	CAN	M	74
Sydney - Outer West and Blue Mountains	CHN	F	493
Sydney - Outer West and Blue Mountains	CHN	M	579
Sydney - Outer West and Blue Mountains	HRV	F	77
Sydney - Outer West and Blue Mountains	HRV	M	99
Sydney - Outer West and Blue Mountains	EGY	F	97
Sydney - Outer West and Blue Mountains	EGY	M	156
Sydney - Outer West and Blue Mountains	FJI	F	385
Sydney - Outer West and Blue Mountains	FJI	M	439
Sydney - Outer West and Blue Mountains	MKD	F	26
Sydney - Outer West and Blue Mountains	MKD	M	54
Sydney - Outer West and Blue Mountains	DEU	F	173
Sydney - Outer West and Blue Mountains	DEU	M	194
Sydney - Outer West and Blue Mountains	GRC	F	45
Sydney - Outer West and Blue Mountains	GRC	M	73
Sydney - Outer West and Blue Mountains	HKG	F	124
Sydney - Outer West and Blue Mountains	HKG	M	142
Sydney - Outer West and Blue Mountains	IND	F	1072
Sydney - Outer West and Blue Mountains	IND	M	1445
Sydney - Outer West and Blue Mountains	IDN	F	78
Sydney - Outer West and Blue Mountains	IDN	M	83
Sydney - Outer West and Blue Mountains	IRN	F	66
Sydney - Outer West and Blue Mountains	IRN	M	145
Sydney - Outer West and Blue Mountains	IRQ	F	88
Sydney - Outer West and Blue Mountains	IRQ	M	230
Sydney - Outer West and Blue Mountains	IRL	F	148
Sydney - Outer West and Blue Mountains	IRL	M	211
Sydney - Outer West and Blue Mountains	ITA	F	110
Sydney - Outer West and Blue Mountains	ITA	M	188
Sydney - Outer West and Blue Mountains	JPN	F	48
Sydney - Outer West and Blue Mountains	JPN	M	22
Sydney - Outer West and Blue Mountains	LBN	F	102
Sydney - Outer West and Blue Mountains	LBN	M	246
Sydney - Outer West and Blue Mountains	MYS	F	172
Sydney - Outer West and Blue Mountains	MYS	M	167
Sydney - Outer West and Blue Mountains	MLT	F	168
Sydney - Outer West and Blue Mountains	MLT	M	217
Sydney - Outer West and Blue Mountains	NLD	F	113
Sydney - Outer West and Blue Mountains	NLD	M	148
Sydney - Outer West and Blue Mountains	NZL	F	1053
Sydney - Outer West and Blue Mountains	NZL	M	1194
Sydney - Outer West and Blue Mountains	PAK	F	66
Sydney - Outer West and Blue Mountains	PAK	M	253
Sydney - Outer West and Blue Mountains	PHL	F	1076
Sydney - Outer West and Blue Mountains	PHL	M	872
Sydney - Outer West and Blue Mountains	POL	F	96
Sydney - Outer West and Blue Mountains	POL	M	91
Sydney - Outer West and Blue Mountains	SGP	F	54
Sydney - Outer West and Blue Mountains	SGP	M	58
Sydney - Outer West and Blue Mountains	ZAF	F	257
Sydney - Outer West and Blue Mountains	ZAF	M	243
Sydney - Outer West and Blue Mountains	KOR	F	134
Sydney - Outer West and Blue Mountains	KOR	M	158
Sydney - Outer West and Blue Mountains	LKA	F	229
Sydney - Outer West and Blue Mountains	LKA	M	286
Sydney - Outer West and Blue Mountains	THA	F	209
Sydney - Outer West and Blue Mountains	THA	M	117
Sydney - Outer West and Blue Mountains	TUR	F	34
Sydney - Outer West and Blue Mountains	TUR	M	93
Sydney - Outer West and Blue Mountains	GBR	F	2372
Sydney - Outer West and Blue Mountains	GBR	M	2265
Sydney - Outer West and Blue Mountains	USA	F	186
Sydney - Outer West and Blue Mountains	USA	M	175
Sydney - Outer West and Blue Mountains	VNM	F	353
Sydney - Outer West and Blue Mountains	VNM	M	450
Sydney - Outer West and Blue Mountains	ZWE	F	78
Sydney - Outer West and Blue Mountains	ZWE	M	55
Sydney - Parramatta		F	9156
Sydney - Parramatta		M	12701
Sydney - Parramatta	AUS	F	50014
Sydney - Parramatta	AUS	M	57288
Sydney - Parramatta	CAN	F	172
Sydney - Parramatta	CAN	M	190
Sydney - Parramatta	CHN	F	6100
Sydney - Parramatta	CHN	M	6552
Sydney - Parramatta	HRV	F	266
Sydney - Parramatta	HRV	M	317
Sydney - Parramatta	EGY	F	301
Sydney - Parramatta	EGY	M	563
Sydney - Parramatta	FJI	F	1742
Sydney - Parramatta	FJI	M	1615
Sydney - Parramatta	MKD	F	177
Sydney - Parramatta	MKD	M	311
Sydney - Parramatta	DEU	F	254
Sydney - Parramatta	DEU	M	370
Sydney - Parramatta	GRC	F	155
Sydney - Parramatta	GRC	M	268
Sydney - Parramatta	HKG	F	1088
Sydney - Parramatta	HKG	M	1253
Sydney - Parramatta	IND	F	6055
Sydney - Parramatta	IND	M	8146
Sydney - Parramatta	IDN	F	641
Sydney - Parramatta	IDN	M	726
Sydney - Parramatta	IRN	F	592
Sydney - Parramatta	IRN	M	959
Sydney - Parramatta	IRQ	F	648
Sydney - Parramatta	IRQ	M	1253
Sydney - Parramatta	IRL	F	349
Sydney - Parramatta	IRL	M	562
Sydney - Parramatta	ITA	F	340
Sydney - Parramatta	ITA	M	642
Sydney - Parramatta	JPN	F	121
Sydney - Parramatta	JPN	M	105
Sydney - Parramatta	LBN	F	1552
Sydney - Parramatta	LBN	M	2785
Sydney - Parramatta	MYS	F	848
Sydney - Parramatta	MYS	M	778
Sydney - Parramatta	MLT	F	146
Sydney - Parramatta	MLT	M	275
Sydney - Parramatta	NLD	F	86
Sydney - Parramatta	NLD	M	143
Sydney - Parramatta	NZL	F	2254
Sydney - Parramatta	NZL	M	2801
Sydney - Parramatta	PAK	F	451
Sydney - Parramatta	PAK	M	1363
Sydney - Parramatta	PHL	F	4247
Sydney - Parramatta	PHL	M	3390
Sydney - Parramatta	POL	F	277
Sydney - Parramatta	POL	M	310
Sydney - Parramatta	SGP	F	245
Sydney - Parramatta	SGP	M	260
Sydney - Parramatta	ZAF	F	685
Sydney - Parramatta	ZAF	M	781
Sydney - Parramatta	KOR	F	1561
Sydney - Parramatta	KOR	M	2255
Sydney - Parramatta	LKA	F	1386
Sydney - Parramatta	LKA	M	1921
Sydney - Parramatta	THA	F	535
Sydney - Parramatta	THA	M	340
Sydney - Parramatta	TUR	F	492
Sydney - Parramatta	TUR	M	734
Sydney - Parramatta	GBR	F	2392
Sydney - Parramatta	GBR	M	3730
Sydney - Parramatta	USA	F	269
Sydney - Parramatta	USA	M	344
Sydney - Parramatta	VNM	F	2812
Sydney - Parramatta	VNM	M	3590
Sydney - Parramatta	ZWE	F	146
Sydney - Parramatta	ZWE	M	190
Sydney - Ryde		F	3931
Sydney - Ryde		M	4919
Sydney - Ryde	AUS	F	24413
Sydney - Ryde	AUS	M	25107
Sydney - Ryde	CAN	F	164
Sydney - Ryde	CAN	M	174
Sydney - Ryde	CHN	F	3544
Sydney - Ryde	CHN	M	3080
Sydney - Ryde	HRV	F	65
Sydney - Ryde	HRV	M	85
Sydney - Ryde	EGY	F	96
Sydney - Ryde	EGY	M	176
Sydney - Ryde	FJI	F	424
Sydney - Ryde	FJI	M	409
Sydney - Ryde	MKD	F	43
Sydney - Ryde	MKD	M	66
Sydney - Ryde	DEU	F	193
Sydney - Ryde	DEU	M	241
Sydney - Ryde	GRC	F	51
Sydney - Ryde	GRC	M	100
Sydney - Ryde	HKG	F	938
Sydney - Ryde	HKG	M	954
Sydney - Ryde	IND	F	2174
Sydney - Ryde	IND	M	3558
Sydney - Ryde	IDN	F	478
Sydney - Ryde	IDN	M	433
Sydney - Ryde	IRN	F	457
Sydney - Ryde	IRN	M	504
Sydney - Ryde	IRQ	F	80
Sydney - Ryde	IRQ	M	138
Sydney - Ryde	IRL	F	231
Sydney - Ryde	IRL	M	361
Sydney - Ryde	ITA	F	214
Sydney - Ryde	ITA	M	342
Sydney - Ryde	JPN	F	201
Sydney - Ryde	JPN	M	151
Sydney - Ryde	LBN	F	242
Sydney - Ryde	LBN	M	404
Sydney - Ryde	MYS	F	632
Sydney - Ryde	MYS	M	583
Sydney - Ryde	MLT	F	27
Sydney - Ryde	MLT	M	40
Sydney - Ryde	NLD	F	93
Sydney - Ryde	NLD	M	117
Sydney - Ryde	NZL	F	1030
Sydney - Ryde	NZL	M	1157
Sydney - Ryde	PAK	F	123
Sydney - Ryde	PAK	M	468
Sydney - Ryde	PHL	F	1445
Sydney - Ryde	PHL	M	1232
Sydney - Ryde	POL	F	158
Sydney - Ryde	POL	M	144
Sydney - Ryde	SGP	F	239
Sydney - Ryde	SGP	M	198
Sydney - Ryde	ZAF	F	637
Sydney - Ryde	ZAF	M	688
Sydney - Ryde	KOR	F	1349
Sydney - Ryde	KOR	M	1296
Sydney - Ryde	LKA	F	534
Sydney - Ryde	LKA	M	739
Sydney - Ryde	THA	F	350
Sydney - Ryde	THA	M	189
Sydney - Ryde	TUR	F	87
Sydney - Ryde	TUR	M	125
Sydney - Ryde	GBR	F	1900
Sydney - Ryde	GBR	M	2786
Sydney - Ryde	USA	F	348
Sydney - Ryde	USA	M	370
Sydney - Ryde	VNM	F	562
Sydney - Ryde	VNM	M	607
Sydney - Ryde	ZWE	F	88
Sydney - Ryde	ZWE	M	91
Sydney - South West		F	6798
Sydney - South West		M	7878
Sydney - South West	AUS	F	30857
Sydney - South West	AUS	M	35485
Sydney - South West	CAN	F	58
Sydney - South West	CAN	M	82
Sydney - South West	CHN	F	1608
Sydney - South West	CHN	M	1935
Sydney - South West	HRV	F	405
Sydney - South West	HRV	M	344
Sydney - South West	EGY	F	254
Sydney - South West	EGY	M	341
Sydney - South West	FJI	F	1373
Sydney - South West	FJI	M	1315
Sydney - South West	MKD	F	247
Sydney - South West	MKD	M	284
Sydney - South West	DEU	F	143
Sydney - South West	DEU	M	176
Sydney - South West	GRC	F	102
Sydney - South West	GRC	M	180
Sydney - South West	HKG	F	255
Sydney - South West	HKG	M	348
Sydney - South West	IND	F	1479
Sydney - South West	IND	M	2151
Sydney - South West	IDN	F	231
Sydney - South West	IDN	M	233
Sydney - South West	IRN	F	198
Sydney - South West	IRN	M	333
Sydney - South West	IRQ	F	1690
Sydney - South West	IRQ	M	2283
Sydney - South West	IRL	F	109
Sydney - South West	IRL	M	182
Sydney - South West	ITA	F	435
Sydney - South West	ITA	M	682
Sydney - South West	JPN	F	33
Sydney - South West	JPN	M	35
Sydney - South West	LBN	F	572
Sydney - South West	LBN	M	1212
Sydney - South West	MYS	F	257
Sydney - South West	MYS	M	316
Sydney - South West	MLT	F	148
Sydney - South West	MLT	M	237
Sydney - South West	NLD	F	44
Sydney - South West	NLD	M	70
Sydney - South West	NZL	F	1198
Sydney - South West	NZL	M	1531
Sydney - South West	PAK	F	149
Sydney - South West	PAK	M	513
Sydney - South West	PHL	F	1534
Sydney - South West	PHL	M	1230
Sydney - South West	POL	F	186
Sydney - South West	POL	M	167
Sydney - South West	SGP	F	61
Sydney - South West	SGP	M	75
Sydney - South West	ZAF	F	239
Sydney - South West	ZAF	M	325
Sydney - South West	KOR	F	175
Sydney - South West	KOR	M	204
Sydney - South West	LKA	F	208
Sydney - South West	LKA	M	344
Sydney - South West	THA	F	372
Sydney - South West	THA	M	266
Sydney - South West	TUR	F	171
Sydney - South West	TUR	M	269
Sydney - South West	GBR	F	1057
Sydney - South West	GBR	M	1551
Sydney - South West	USA	F	106
Sydney - South West	USA	M	153
Sydney - South West	VNM	F	4280
Sydney - South West	VNM	M	4494
Sydney - South West	ZWE	F	118
Sydney - South West	ZWE	M	92
Sydney - Sutherland		F	2106
Sydney - Sutherland		M	2149
Sydney - Sutherland	AUS	F	26225
Sydney - Sutherland	AUS	M	22787
Sydney - Sutherland	CAN	F	102
Sydney - Sutherland	CAN	M	58
Sydney - Sutherland	CHN	F	768
Sydney - Sutherland	CHN	M	808
Sydney - Sutherland	HRV	F	55
Sydney - Sutherland	HRV	M	54
Sydney - Sutherland	EGY	F	139
Sydney - Sutherland	EGY	M	159
Sydney - Sutherland	FJI	F	124
Sydney - Sutherland	FJI	M	102
Sydney - Sutherland	MKD	F	125
Sydney - Sutherland	MKD	M	150
Sydney - Sutherland	DEU	F	136
Sydney - Sutherland	DEU	M	103
Sydney - Sutherland	GRC	F	90
Sydney - Sutherland	GRC	M	135
Sydney - Sutherland	HKG	F	145
Sydney - Sutherland	HKG	M	152
Sydney - Sutherland	IND	F	312
Sydney - Sutherland	IND	M	536
Sydney - Sutherland	IDN	F	173
Sydney - Sutherland	IDN	M	152
Sydney - Sutherland	IRN	F	35
Sydney - Sutherland	IRN	M	55
Sydney - Sutherland	IRQ	F	20
Sydney - Sutherland	IRQ	M	58
Sydney - Sutherland	IRL	F	137
Sydney - Sutherland	IRL	M	173
Sydney - Sutherland	ITA	F	111
Sydney - Sutherland	ITA	M	165
Sydney - Sutherland	JPN	F	69
Sydney - Sutherland	JPN	M	32
Sydney - Sutherland	LBN	F	109
Sydney - Sutherland	LBN	M	201
Sydney - Sutherland	MYS	F	138
Sydney - Sutherland	MYS	M	99
Sydney - Sutherland	MLT	F	18
Sydney - Sutherland	MLT	M	39
Sydney - Sutherland	NLD	F	54
Sydney - Sutherland	NLD	M	65
Sydney - Sutherland	NZL	F	665
Sydney - Sutherland	NZL	M	664
Sydney - Sutherland	PAK	F	23
Sydney - Sutherland	PAK	M	95
Sydney - Sutherland	PHL	F	461
Sydney - Sutherland	PHL	M	287
Sydney - Sutherland	POL	F	77
Sydney - Sutherland	POL	M	49
Sydney - Sutherland	SGP	F	64
Sydney - Sutherland	SGP	M	42
Sydney - Sutherland	ZAF	F	229
Sydney - Sutherland	ZAF	M	208
Sydney - Sutherland	KOR	F	88
Sydney - Sutherland	KOR	M	100
Sydney - Sutherland	LKA	F	30
Sydney - Sutherland	LKA	M	60
Sydney - Sutherland	THA	F	246
Sydney - Sutherland	THA	M	108
Sydney - Sutherland	TUR	F	29
Sydney - Sutherland	TUR	M	42
Sydney - Sutherland	GBR	F	1367
Sydney - Sutherland	GBR	M	1254
Sydney - Sutherland	USA	F	146
Sydney - Sutherland	USA	M	99
Sydney - Sutherland	VNM	F	251
Sydney - Sutherland	VNM	M	226
Sydney - Sutherland	ZWE	F	45
Sydney - Sutherland	ZWE	M	29
Migratory - Offshore - Shipping (NSW)		M	3
Migratory - Offshore - Shipping (NSW)	AUS	F	10
Migratory - Offshore - Shipping (NSW)	AUS	M	63
Migratory - Offshore - Shipping (NSW)	IRL	M	3
Migratory - Offshore - Shipping (NSW)	GBR	F	3
Migratory - Offshore - Shipping (NSW)	GBR	M	3
No usual address (NSW)		F	2756
No usual address (NSW)		M	7871
No usual address (NSW)	AUS	F	23391
No usual address (NSW)	AUS	M	78239
No usual address (NSW)	CAN	F	70
No usual address (NSW)	CAN	M	151
No usual address (NSW)	CHN	F	1033
No usual address (NSW)	CHN	M	2817
No usual address (NSW)	HRV	F	69
No usual address (NSW)	HRV	M	338
No usual address (NSW)	EGY	F	62
No usual address (NSW)	EGY	M	204
No usual address (NSW)	FJI	F	151
No usual address (NSW)	FJI	M	380
No usual address (NSW)	MKD	F	67
No usual address (NSW)	MKD	M	243
No usual address (NSW)	DEU	F	160
No usual address (NSW)	DEU	M	309
No usual address (NSW)	GRC	F	77
No usual address (NSW)	GRC	M	372
No usual address (NSW)	HKG	F	237
No usual address (NSW)	HKG	M	378
No usual address (NSW)	IND	F	323
No usual address (NSW)	IND	M	1156
No usual address (NSW)	IDN	F	145
No usual address (NSW)	IDN	M	293
No usual address (NSW)	IRN	F	72
No usual address (NSW)	IRN	M	358
No usual address (NSW)	IRQ	F	80
No usual address (NSW)	IRQ	M	506
No usual address (NSW)	IRL	F	146
No usual address (NSW)	IRL	M	776
No usual address (NSW)	ITA	F	128
No usual address (NSW)	ITA	M	721
No usual address (NSW)	JPN	F	148
No usual address (NSW)	JPN	M	63
No usual address (NSW)	LBN	F	224
No usual address (NSW)	LBN	M	1815
No usual address (NSW)	MYS	F	161
No usual address (NSW)	MYS	M	296
No usual address (NSW)	MLT	F	44
No usual address (NSW)	MLT	M	142
No usual address (NSW)	NLD	F	88
No usual address (NSW)	NLD	M	195
No usual address (NSW)	NZL	F	867
No usual address (NSW)	NZL	M	2726
No usual address (NSW)	PAK	F	33
No usual address (NSW)	PAK	M	461
No usual address (NSW)	PHL	F	364
No usual address (NSW)	PHL	M	487
No usual address (NSW)	POL	F	89
No usual address (NSW)	POL	M	272
No usual address (NSW)	SGP	F	55
No usual address (NSW)	SGP	M	129
No usual address (NSW)	ZAF	F	212
No usual address (NSW)	ZAF	M	466
No usual address (NSW)	KOR	F	518
No usual address (NSW)	KOR	M	1074
No usual address (NSW)	LKA	F	65
No usual address (NSW)	LKA	M	149
No usual address (NSW)	THA	F	201
No usual address (NSW)	THA	M	136
No usual address (NSW)	TUR	F	38
No usual address (NSW)	TUR	M	210
No usual address (NSW)	GBR	F	1491
No usual address (NSW)	GBR	M	4294
No usual address (NSW)	USA	F	188
No usual address (NSW)	USA	M	276
No usual address (NSW)	VNM	F	343
No usual address (NSW)	VNM	M	868
No usual address (NSW)	ZWE	F	30
No usual address (NSW)	ZWE	M	66
Ballarat		F	975
Ballarat		M	948
Ballarat	AUS	F	27077
Ballarat	AUS	M	25346
Ballarat	CAN	F	34
Ballarat	CAN	M	44
Ballarat	CHN	F	200
Ballarat	CHN	M	170
Ballarat	HRV	F	17
Ballarat	HRV	M	24
Ballarat	EGY	F	6
Ballarat	EGY	M	13
Ballarat	FJI	F	17
Ballarat	FJI	M	17
Ballarat	MKD	M	11
Ballarat	DEU	F	73
Ballarat	DEU	M	72
Ballarat	GRC	F	10
Ballarat	GRC	M	18
Ballarat	HKG	F	17
Ballarat	HKG	M	19
Ballarat	IND	F	272
Ballarat	IND	M	430
Ballarat	IDN	F	18
Ballarat	IDN	M	16
Ballarat	IRN	F	13
Ballarat	IRN	M	29
Ballarat	IRQ	F	4
Ballarat	IRQ	M	13
Ballarat	IRL	F	49
Ballarat	IRL	M	49
Ballarat	ITA	F	25
Ballarat	ITA	M	53
Ballarat	JPN	F	33
Ballarat	JPN	M	15
Ballarat	LBN	F	4
Ballarat	LBN	M	7
Ballarat	MYS	F	71
Ballarat	MYS	M	61
Ballarat	MLT	F	11
Ballarat	MLT	M	19
Ballarat	NLD	F	73
Ballarat	NLD	M	92
Ballarat	NZL	F	334
Ballarat	NZL	M	323
Ballarat	PAK	F	10
Ballarat	PAK	M	39
Ballarat	PHL	F	169
Ballarat	PHL	M	107
Ballarat	POL	F	12
Ballarat	POL	M	8
Ballarat	SGP	F	24
Ballarat	SGP	M	19
Ballarat	ZAF	F	74
Ballarat	ZAF	M	86
Ballarat	KOR	F	16
Ballarat	KOR	M	13
Ballarat	LKA	F	47
Ballarat	LKA	M	65
Ballarat	THA	F	56
Ballarat	THA	M	22
Ballarat	TUR	F	4
Ballarat	TUR	M	6
Ballarat	GBR	F	844
Ballarat	GBR	M	845
Ballarat	USA	F	87
Ballarat	USA	M	69
Ballarat	VNM	F	65
Ballarat	VNM	M	45
Ballarat	ZWE	F	23
Ballarat	ZWE	M	17
Bendigo		F	1035
Bendigo		M	1115
Bendigo	AUS	F	27017
Bendigo	AUS	M	26132
Bendigo	CAN	F	48
Bendigo	CAN	M	32
Bendigo	CHN	F	106
Bendigo	CHN	M	111
Bendigo	HRV	F	10
Bendigo	HRV	M	4
Bendigo	EGY	F	16
Bendigo	EGY	M	28
Bendigo	FJI	F	17
Bendigo	FJI	M	19
Bendigo	MKD	F	3
Bendigo	DEU	F	75
Bendigo	DEU	M	61
Bendigo	GRC	F	13
Bendigo	GRC	M	18
Bendigo	HKG	F	24
Bendigo	HKG	M	26
Bendigo	IND	F	237
Bendigo	IND	M	321
Bendigo	IDN	F	38
Bendigo	IDN	M	15
Bendigo	IRN	F	9
Bendigo	IRN	M	13
Bendigo	IRQ	F	3
Bendigo	IRQ	M	10
Bendigo	IRL	F	44
Bendigo	IRL	M	55
Bendigo	ITA	F	18
Bendigo	ITA	M	35
Bendigo	JPN	F	18
Bendigo	JPN	M	3
Bendigo	LBN	F	7
Bendigo	LBN	M	7
Bendigo	MYS	F	63
Bendigo	MYS	M	76
Bendigo	MLT	F	11
Bendigo	MLT	M	23
Bendigo	NLD	F	57
Bendigo	NLD	M	63
Bendigo	NZL	F	305
Bendigo	NZL	M	331
Bendigo	PAK	F	8
Bendigo	PAK	M	32
Bendigo	PHL	F	228
Bendigo	PHL	M	122
Bendigo	POL	F	3
Bendigo	POL	M	4
Bendigo	SGP	F	20
Bendigo	SGP	M	13
Bendigo	ZAF	F	90
Bendigo	ZAF	M	112
Bendigo	KOR	F	14
Bendigo	KOR	M	11
Bendigo	LKA	F	39
Bendigo	LKA	M	71
Bendigo	THA	F	52
Bendigo	THA	M	41
Bendigo	TUR	M	6
Bendigo	GBR	F	712
Bendigo	GBR	M	824
Bendigo	USA	F	75
Bendigo	USA	M	62
Bendigo	VNM	F	59
Bendigo	VNM	M	83
Bendigo	ZWE	F	21
Bendigo	ZWE	M	13
Geelong		F	2032
Geelong		M	2085
Geelong	AUS	F	46782
Geelong	AUS	M	41812
Geelong	CAN	F	129
Geelong	CAN	M	86
Geelong	CHN	F	400
Geelong	CHN	M	349
Geelong	HRV	F	153
Geelong	HRV	M	161
Geelong	EGY	F	12
Geelong	EGY	M	46
Geelong	FJI	F	40
Geelong	FJI	M	37
Geelong	MKD	F	91
Geelong	MKD	M	113
Geelong	DEU	F	177
Geelong	DEU	M	179
Geelong	GRC	F	44
Geelong	GRC	M	61
Geelong	HKG	F	49
Geelong	HKG	M	51
Geelong	IND	F	563
Geelong	IND	M	1142
Geelong	IDN	F	66
Geelong	IDN	M	55
Geelong	IRN	F	73
Geelong	IRN	M	104
Geelong	IRQ	F	16
Geelong	IRQ	M	39
Geelong	IRL	F	166
Geelong	IRL	M	149
Geelong	ITA	F	143
Geelong	ITA	M	224
Geelong	JPN	F	45
Geelong	JPN	M	25
Geelong	LBN	F	13
Geelong	LBN	M	29
Geelong	MYS	F	158
Geelong	MYS	M	152
Geelong	MLT	F	32
Geelong	MLT	M	47
Geelong	NLD	F	134
Geelong	NLD	M	171
Geelong	NZL	F	724
Geelong	NZL	M	725
Geelong	PAK	F	23
Geelong	PAK	M	139
Geelong	PHL	F	446
Geelong	PHL	M	258
Geelong	POL	F	77
Geelong	POL	M	54
Geelong	SGP	F	66
Geelong	SGP	M	54
Geelong	ZAF	F	193
Geelong	ZAF	M	207
Geelong	KOR	F	37
Geelong	KOR	M	51
Geelong	LKA	F	103
Geelong	LKA	M	159
Geelong	THA	F	128
Geelong	THA	M	61
Geelong	TUR	F	16
Geelong	TUR	M	29
Geelong	GBR	F	2352
Geelong	GBR	M	2305
Geelong	USA	F	190
Geelong	USA	M	148
Geelong	VNM	F	178
Geelong	VNM	M	161
Geelong	ZWE	F	52
Geelong	ZWE	M	61
Hume		F	1316
Hume		M	1349
Hume	AUS	F	28937
