SA4_NAME16	Age	workers
Sunshine Coast	35-39	12552
Sunshine Coast	40-44	15394
Sunshine Coast	45-49	16016
Sunshine Coast	50-54	15441
Sunshine Coast	55-59	13284
Sunshine Coast	60-64	9249
Sunshine Coast	65-69	4035
Sunshine Coast	70-74	1468
Sunshine Coast	75+	634
Toowoomba	15-19	4563
Toowoomba	20-24	6497
Toowoomba	25-29	6724
Toowoomba	30-34	6646
Toowoomba	35-39	6091
Toowoomba	40-44	6768
Toowoomba	45-49	7097
Toowoomba	50-54	6716
Toowoomba	55-59	6140
Toowoomba	60-64	4093
Toowoomba	65-69	1803
Toowoomba	70-74	631
Toowoomba	75+	296
Townsville	15-19	6648
Townsville	20-24	11241
Townsville	25-29	10877
Townsville	30-34	10399
Townsville	35-39	9620
Townsville	40-44	10596
Townsville	45-49	10672
Townsville	50-54	10022
Townsville	55-59	8805
Townsville	60-64	5675
Townsville	65-69	2435
Townsville	70-74	814
Townsville	75+	482
Wide Bay	15-19	6427
Wide Bay	20-24	7218
Wide Bay	25-29	7453
Wide Bay	30-34	7828
Wide Bay	35-39	8378
Wide Bay	40-44	9940
Wide Bay	45-49	11015
Wide Bay	50-54	11052
Wide Bay	55-59	10311
Wide Bay	60-64	7171
Wide Bay	65-69	3048
Wide Bay	70-74	1254
Wide Bay	75+	823
Migratory - Offshore - Shipping (Qld)	15-19	3
Migratory - Offshore - Shipping (Qld)	20-24	16
Migratory - Offshore - Shipping (Qld)	25-29	19
Migratory - Offshore - Shipping (Qld)	30-34	20
Migratory - Offshore - Shipping (Qld)	35-39	17
Migratory - Offshore - Shipping (Qld)	40-44	34
Migratory - Offshore - Shipping (Qld)	45-49	24
Migratory - Offshore - Shipping (Qld)	50-54	23
Migratory - Offshore - Shipping (Qld)	55-59	22
Migratory - Offshore - Shipping (Qld)	60-64	14
Migratory - Offshore - Shipping (Qld)	65-69	3
Migratory - Offshore - Shipping (Qld)	70-74	4
No usual address (Qld)	15-19	4033
No usual address (Qld)	20-24	9101
No usual address (Qld)	25-29	10550
No usual address (Qld)	30-34	10739
No usual address (Qld)	35-39	10166
No usual address (Qld)	40-44	11585
No usual address (Qld)	45-49	11524
No usual address (Qld)	50-54	10824
No usual address (Qld)	55-59	9359
No usual address (Qld)	60-64	6738
No usual address (Qld)	65-69	2889
No usual address (Qld)	70-74	924
No usual address (Qld)	75+	410
Adelaide - Central and Hills	15-19	8319
Adelaide - Central and Hills	20-24	20064
Adelaide - Central and Hills	25-29	24170
Adelaide - Central and Hills	30-34	25800
Adelaide - Central and Hills	35-39	24051
Adelaide - Central and Hills	40-44	23728
Adelaide - Central and Hills	45-49	23998
Adelaide - Central and Hills	50-54	22336
Adelaide - Central and Hills	55-59	19766
Adelaide - Central and Hills	60-64	13393
Adelaide - Central and Hills	65-69	6027
Adelaide - Central and Hills	70-74	2026
Adelaide - Central and Hills	75+	1002
Adelaide - North	15-19	7513
Adelaide - North	20-24	11909
Adelaide - North	25-29	12962
Adelaide - North	30-34	14159
Adelaide - North	35-39	12830
Adelaide - North	40-44	13572
Adelaide - North	45-49	14148
Adelaide - North	50-54	13667
Adelaide - North	55-59	11618
Adelaide - North	60-64	7519
Adelaide - North	65-69	2953
Adelaide - North	70-74	878
Adelaide - North	75+	402
Adelaide - South	15-19	6703
Adelaide - South	20-24	9865
Adelaide - South	25-29	9471
Adelaide - South	30-34	10076
Adelaide - South	35-39	9518
Adelaide - South	40-44	10348
Adelaide - South	45-49	10987
Adelaide - South	50-54	10615
Adelaide - South	55-59	9854
Adelaide - South	60-64	7054
Adelaide - South	65-69	3188
Adelaide - South	70-74	1048
Adelaide - South	75+	516
Adelaide - West	15-19	5090
Adelaide - West	20-24	10924
Adelaide - West	25-29	12686
Adelaide - West	30-34	13624
Adelaide - West	35-39	12637
Adelaide - West	40-44	13570
Adelaide - West	45-49	14688
Adelaide - West	50-54	14063
Adelaide - West	55-59	12281
Adelaide - West	60-64	8064
Adelaide - West	65-69	3161
Adelaide - West	70-74	1022
Adelaide - West	75+	480
Barossa - Yorke - Mid North	15-19	2240
Barossa - Yorke - Mid North	20-24	3154
Barossa - Yorke - Mid North	25-29	3270
Barossa - Yorke - Mid North	30-34	3501
Barossa - Yorke - Mid North	35-39	3471
Barossa - Yorke - Mid North	40-44	4133
Barossa - Yorke - Mid North	45-49	4708
Barossa - Yorke - Mid North	50-54	4969
Barossa - Yorke - Mid North	55-59	4855
Barossa - Yorke - Mid North	60-64	3655
Barossa - Yorke - Mid North	65-69	1721
Barossa - Yorke - Mid North	70-74	738
Barossa - Yorke - Mid North	75+	530
South Australia - Outback	15-19	1756
South Australia - Outback	20-24	3018
South Australia - Outback	25-29	3745
South Australia - Outback	30-34	3862
South Australia - Outback	35-39	3499
South Australia - Outback	40-44	3922
South Australia - Outback	45-49	4410
South Australia - Outback	50-54	4257
South Australia - Outback	55-59	3921
South Australia - Outback	60-64	2534
South Australia - Outback	65-69	1013
South Australia - Outback	70-74	408
South Australia - Outback	75+	227
South Australia - South East	15-19	4273
South Australia - South East	20-24	5616
South Australia - South East	25-29	5816
South Australia - South East	30-34	6017
South Australia - South East	35-39	6151
South Australia - South East	40-44	7187
South Australia - South East	45-49	8219
South Australia - South East	50-54	8232
South Australia - South East	55-59	7926
South Australia - South East	60-64	6063
South Australia - South East	65-69	2992
South Australia - South East	70-74	1228
South Australia - South East	75+	882
Migratory - Offshore - Shipping (SA)	20-24	3
Migratory - Offshore - Shipping (SA)	25-29	3
Migratory - Offshore - Shipping (SA)	30-34	4
Migratory - Offshore - Shipping (SA)	35-39	9
Migratory - Offshore - Shipping (SA)	40-44	10
Migratory - Offshore - Shipping (SA)	45-49	13
Migratory - Offshore - Shipping (SA)	50-54	12
Migratory - Offshore - Shipping (SA)	55-59	8
Migratory - Offshore - Shipping (SA)	60-64	3
No usual address (SA)	15-19	1086
No usual address (SA)	20-24	3144
No usual address (SA)	25-29	3556
No usual address (SA)	30-34	3437
No usual address (SA)	35-39	3157
No usual address (SA)	40-44	3675
No usual address (SA)	45-49	4075
No usual address (SA)	50-54	4135
No usual address (SA)	55-59	3712
No usual address (SA)	60-64	2598
No usual address (SA)	65-69	1166
No usual address (SA)	70-74	375
No usual address (SA)	75+	185
Bunbury	15-19	4552
Bunbury	20-24	5097
Bunbury	25-29	5824
Bunbury	30-34	6599
Bunbury	35-39	7019
Bunbury	40-44	8056
Bunbury	45-49	8613
Bunbury	50-54	8138
Bunbury	55-59	7507
Bunbury	60-64	5196
Bunbury	65-69	2374
Bunbury	70-74	916
Bunbury	75+	536
Mandurah	15-19	2186
Mandurah	20-24	2479
Mandurah	25-29	2275
Mandurah	30-34	2412
Mandurah	35-39	2411
Mandurah	40-44	2939
Mandurah	45-49	3090
Mandurah	50-54	3072
Mandurah	55-59	2530
Mandurah	60-64	1793
Mandurah	65-69	786
Mandurah	70-74	250
Mandurah	75+	161
Perth - Inner	15-19	6075
Perth - Inner	20-24	19875
Perth - Inner	25-29	29812
Perth - Inner	30-34	32680
Perth - Inner	35-39	28164
Perth - Inner	40-44	25572
Perth - Inner	45-49	24950
Perth - Inner	50-54	21620
Perth - Inner	55-59	18041
Perth - Inner	60-64	12288
Perth - Inner	65-69	5618
Perth - Inner	70-74	1790
Perth - Inner	75+	892
Perth - North East	15-19	5593
Perth - North East	20-24	8834
Perth - North East	25-29	9613
Perth - North East	30-34	9791
Perth - North East	35-39	8785
Perth - North East	40-44	9488
Perth - North East	45-49	10008
Perth - North East	50-54	9477
Perth - North East	55-59	7907
Perth - North East	60-64	5558
Perth - North East	65-69	2507
Perth - North East	70-74	878
Perth - North East	75+	373
Perth - North West	15-19	11421
Perth - North West	20-24	16844
Perth - North West	25-29	17542
Perth - North West	30-34	17803
Perth - North West	35-39	16050
Perth - North West	40-44	17248
Perth - North West	45-49	17882
Perth - North West	50-54	16247
Perth - North West	55-59	13599
Perth - North West	60-64	9491
Perth - North West	65-69	4397
Perth - North West	70-74	1470
Perth - North West	75+	665
Perth - South East	15-19	9884
Perth - South East	20-24	19072
Perth - South East	25-29	22780
Perth - South East	30-34	24074
Perth - South East	35-39	21153
Perth - South East	40-44	21201
Perth - South East	45-49	21149
Perth - South East	50-54	19605
Perth - South East	55-59	16897
Perth - South East	60-64	12076
Perth - South East	65-69	5441
Perth - South East	70-74	1716
Perth - South East	75+	740
Perth - South West	15-19	9348
Perth - South West	20-24	15575
Perth - South West	25-29	16897
Perth - South West	30-34	17255
Perth - South West	35-39	15984
Perth - South West	40-44	16435
Perth - South West	45-49	16938
Perth - South West	50-54	15616
Perth - South West	55-59	12946
Perth - South West	60-64	8580
Perth - South West	65-69	3759
Perth - South West	70-74	1237
Perth - South West	75+	592
Western Australia - Wheat Belt	15-19	2649
Western Australia - Wheat Belt	20-24	3810
Western Australia - Wheat Belt	25-29	4516
Western Australia - Wheat Belt	30-34	4953
Western Australia - Wheat Belt	35-39	4992
Western Australia - Wheat Belt	40-44	5667
Western Australia - Wheat Belt	45-49	6519
Western Australia - Wheat Belt	50-54	6744
Western Australia - Wheat Belt	55-59	6514
Western Australia - Wheat Belt	60-64	4995
Western Australia - Wheat Belt	65-69	2711
Western Australia - Wheat Belt	70-74	1270
Western Australia - Wheat Belt	75+	902
Western Australia - Outback (North)	15-19	1541
Western Australia - Outback (North)	20-24	4423
Western Australia - Outback (North)	25-29	9834
Western Australia - Outback (North)	30-34	11698
Western Australia - Outback (North)	35-39	9704
Western Australia - Outback (North)	40-44	9458
Western Australia - Outback (North)	45-49	9032
Western Australia - Outback (North)	50-54	7885
Western Australia - Outback (North)	55-59	6201
Western Australia - Outback (North)	60-64	3419
Western Australia - Outback (North)	65-69	1070
Western Australia - Outback (North)	70-74	254
Western Australia - Outback (North)	75+	106
Western Australia - Outback (South)	15-19	2846
Western Australia - Outback (South)	20-24	4476
Western Australia - Outback (South)	25-29	6292
Western Australia - Outback (South)	30-34	6737
Western Australia - Outback (South)	35-39	6065
Western Australia - Outback (South)	40-44	6667
Western Australia - Outback (South)	45-49	7000
Western Australia - Outback (South)	50-54	6681
Western Australia - Outback (South)	55-59	5700
Western Australia - Outback (South)	60-64	3796
Western Australia - Outback (South)	65-69	1616
Western Australia - Outback (South)	70-74	627
Western Australia - Outback (South)	75+	335
Migratory - Offshore - Shipping (WA)	15-19	12
Migratory - Offshore - Shipping (WA)	20-24	42
Migratory - Offshore - Shipping (WA)	25-29	155
Migratory - Offshore - Shipping (WA)	30-34	244
Migratory - Offshore - Shipping (WA)	35-39	223
Migratory - Offshore - Shipping (WA)	40-44	229
Migratory - Offshore - Shipping (WA)	45-49	216
Migratory - Offshore - Shipping (WA)	50-54	230
Migratory - Offshore - Shipping (WA)	55-59	154
Migratory - Offshore - Shipping (WA)	60-64	62
Migratory - Offshore - Shipping (WA)	65-69	17
Migratory - Offshore - Shipping (WA)	70-74	3
Migratory - Offshore - Shipping (WA)	75+	4
No usual address (WA)	15-19	2008
No usual address (WA)	20-24	5176
No usual address (WA)	25-29	6570
No usual address (WA)	30-34	6450
No usual address (WA)	35-39	5751
No usual address (WA)	40-44	5924
No usual address (WA)	45-49	6135
No usual address (WA)	50-54	5820
No usual address (WA)	55-59	4818
No usual address (WA)	60-64	3476
No usual address (WA)	65-69	1547
No usual address (WA)	70-74	474
No usual address (WA)	75+	229
Hobart	15-19	5252
Hobart	20-24	8823
Hobart	25-29	9765
Hobart	30-34	10430
Hobart	35-39	10027
Hobart	40-44	11137
Hobart	45-49	11478
Hobart	50-54	11336
Hobart	55-59	10440
Hobart	60-64	6594
Hobart	65-69	2761
Hobart	70-74	872
Hobart	75+	453
Launceston and North East	15-19	3163
Launceston and North East	20-24	5019
Launceston and North East	25-29	4765
Launceston and North East	30-34	4995
Launceston and North East	35-39	4985
Launceston and North East	40-44	5835
Launceston and North East	45-49	6589
Launceston and North East	50-54	6498
Launceston and North East	55-59	6197
Launceston and North East	60-64	4275
Launceston and North East	65-69	1787
Launceston and North East	70-74	650
Launceston and North East	75+	385
South East	15-19	425
South East	20-24	566
South East	25-29	647
South East	30-34	766
South East	35-39	840
South East	40-44	949
South East	45-49	1082
South East	50-54	1110
South East	55-59	1178
South East	60-64	898
South East	65-69	463
South East	70-74	210
South East	75+	138
West and North West	15-19	2766
West and North West	20-24	3606
West and North West	25-29	3566
West and North West	30-34	3828
West and North West	35-39	3803
West and North West	40-44	4448
West and North West	45-49	5153
West and North West	50-54	5276
West and North West	55-59	4766
West and North West	60-64	3178
West and North West	65-69	1252
West and North West	70-74	468
West and North West	75+	306
Migratory - Offshore - Shipping (Tas.)	25-29	4
Migratory - Offshore - Shipping (Tas.)	30-34	4
Migratory - Offshore - Shipping (Tas.)	35-39	5
Migratory - Offshore - Shipping (Tas.)	40-44	7
Migratory - Offshore - Shipping (Tas.)	45-49	5
Migratory - Offshore - Shipping (Tas.)	50-54	5
Migratory - Offshore - Shipping (Tas.)	55-59	5
Migratory - Offshore - Shipping (Tas.)	60-64	4
No usual address (Tas.)	15-19	314
No usual address (Tas.)	20-24	712
No usual address (Tas.)	25-29	882
No usual address (Tas.)	30-34	957
No usual address (Tas.)	35-39	836
No usual address (Tas.)	40-44	948
No usual address (Tas.)	45-49	1126
No usual address (Tas.)	50-54	1099
No usual address (Tas.)	55-59	1050
No usual address (Tas.)	60-64	790
No usual address (Tas.)	65-69	278
No usual address (Tas.)	70-74	85
No usual address (Tas.)	75+	54
Darwin	15-19	3151
Darwin	20-24	6627
Darwin	25-29	9596
Darwin	30-34	9891
Darwin	35-39	8581
Darwin	40-44	8012
Darwin	45-49	7812
Darwin	50-54	6859
Darwin	55-59	5658
Darwin	60-64	3681
Darwin	65-69	1601
Darwin	70-74	464
Darwin	75+	196
Northern Territory - Outback	15-19	1399
Northern Territory - Outback	20-24	2743
Northern Territory - Outback	25-29	4185
Northern Territory - Outback	30-34	4256
Northern Territory - Outback	35-39	3598
Northern Territory - Outback	40-44	3552
Northern Territory - Outback	45-49	3700
Northern Territory - Outback	50-54	3631
Northern Territory - Outback	55-59	3204
Northern Territory - Outback	60-64	2196
Northern Territory - Outback	65-69	958
Northern Territory - Outback	70-74	297
Northern Territory - Outback	75+	134
Migratory - Offshore - Shipping (NT)	20-24	3
Migratory - Offshore - Shipping (NT)	25-29	4
Migratory - Offshore - Shipping (NT)	30-34	21
Migratory - Offshore - Shipping (NT)	35-39	4
Migratory - Offshore - Shipping (NT)	40-44	13
Migratory - Offshore - Shipping (NT)	45-49	9
Migratory - Offshore - Shipping (NT)	50-54	15
Migratory - Offshore - Shipping (NT)	55-59	13
Migratory - Offshore - Shipping (NT)	60-64	3
Migratory - Offshore - Shipping (NT)	65-69	3
No usual address (NT)	15-19	110
No usual address (NT)	20-24	266
No usual address (NT)	25-29	516
No usual address (NT)	30-34	495
No usual address (NT)	35-39	427
No usual address (NT)	40-44	413
No usual address (NT)	45-49	389
No usual address (NT)	50-54	372
No usual address (NT)	55-59	324
No usual address (NT)	60-64	221
No usual address (NT)	65-69	98
No usual address (NT)	70-74	29
No usual address (NT)	75+	20
Australian Capital Territory	15-19	11188
Australian Capital Territory	20-24	21565
Australian Capital Territory	25-29	26283
Australian Capital Territory	30-34	28594
Australian Capital Territory	35-39	26365
Australian Capital Territory	40-44	25586
Australian Capital Territory	45-49	24759
Australian Capital Territory	50-54	22031
Australian Capital Territory	55-59	17153
Australian Capital Territory	60-64	10337
Australian Capital Territory	65-69	4678
Australian Capital Territory	70-74	1437
Australian Capital Territory	75+	665
No usual address (ACT)	15-19	410
No usual address (ACT)	20-24	847
No usual address (ACT)	25-29	895
No usual address (ACT)	30-34	789
No usual address (ACT)	35-39	723
No usual address (ACT)	40-44	698
No usual address (ACT)	45-49	690
No usual address (ACT)	50-54	587
No usual address (ACT)	55-59	516
No usual address (ACT)	60-64	385
No usual address (ACT)	65-69	199
No usual address (ACT)	70-74	53
No usual address (ACT)	75+	32
Other Territories	15-19	75
Other Territories	20-24	161
Other Territories	25-29	212
Other Territories	30-34	250
Other Territories	35-39	289
Other Territories	40-44	271
Other Territories	45-49	289
Other Territories	50-54	335
Other Territories	55-59	320
Other Territories	60-64	234
Other Territories	65-69	167
Other Territories	70-74	54
Other Territories	75+	35
No usual address (OT)	20-24	7
No usual address (OT)	25-29	16
No usual address (OT)	30-34	17
No usual address (OT)	35-39	11
No usual address (OT)	40-44	16
No usual address (OT)	45-49	19
No usual address (OT)	50-54	18
No usual address (OT)	55-59	12
No usual address (OT)	60-64	3
No usual address (OT)	65-69	3
