SA4_CODE_2016,Tot_Mng,Tot_Pro,Tot_Tech_trds_wks,Tot_Com_persl_svce_wks,Tot_Cler_admin_wks,Tot_Sales_wks,Tot_Mach_ops_dvrs,Tot_Labourers,Tot_IDNS,Tot_Tot
101,11650,11037,10364,9494,8664,7557,4673,8604,1210,73243
102,11054,20499,13927,13845,14330,12761,6025,10621,1670,104732
103,12901,14002,11681,9335,9848,7556,7098,9369,1409,83199
104,5996,8998,6118,6478,6421,5421,2807,5801,809,48844
105,7999,7420,5909,5809,5150,4039,3518,5224,825,45892
106,11204,14775,17807,11367,11071,9762,11618,10893,1612,100101
107,10283,22047,14080,13181,14553,10597,6496,9199,1592,102028
108,8306,12403,8970,9187,8431,7834,3942,8133,1162,68360
109,8232,7626,6435,5659,6090,4729,3481,6082,810,49146
110,12765,12398,9000,7768,8424,6746,5492,9818,1284,73688
111,15220,35418,20739,18715,23716,15719,9437,14430,2197,155588
112,11099,16952,10773,11049,10537,9499,4408,10051,1412,85780
113,10864,10881,9204,7868,7824,6250,4785,9272,1054,67996
114,6383,9317,8059,6933,6037,5816,2719,5470,830,51563
115,11737,18527,10047,8446,11494,9408,3189,6242,1390,80475
116,12078,17196,13013,9448,14442,10751,16163,11197,2116,106400
117,98862,203659,43765,40654,95788,41930,16188,25736,11755,578345
118,11942,29607,9218,13219,10280,8734,1942,5312,1612,91871
119,16632,31839,19498,16768,21039,14908,11343,13548,3052,148635
120,14649,28534,11161,11101,16844,11219,4802,6847,2074,107232
121,35716,73310,19405,19246,29184,18621,4253,10158,3726,213633
122,12796,20930,11773,10303,11633,9598,3657,6109,1427,88233
123,8100,13313,11472,8730,9759,8418,8600,8848,1412,78655
124,10640,19852,13671,12790,14052,10539,8810,10173,1731,102264
125,27181,48476,24611,18681,41194,17025,18380,17875,4945,218360
126,17086,33845,9471,8095,14427,7826,2131,4897,1818,99607
127,13860,22320,16647,12771,17183,12523,13624,12668,2884,124482
128,7986,13807,9070,8941,9139,8570,2636,5244,991,66381
197,3,19,18,11,3,0,3,30,0,86
199,9958,14164,50062,12664,5611,6003,13373,28442,3084,143365
201,7514,12096,8117,7595,7539,6338,3230,6487,960,59866
202,7684,12202,7929,7394,7268,6148,3394,7486,892,60402
203,12309,23234,14602,13901,13411,11955,5751,10667,1640,107466
204,10920,11097,9577,8829,7254,6171,4936,8634,1114,68527
205,15086,16383,14819,11971,11753,10048,6327,12101,1699,100188
206,111585,239952,55120,57170,115959,49839,13346,31011,12490,686467
207,19155,44188,13636,17072,20674,15350,2575,7466,2210,142323
208,20054,35092,19294,18667,19281,18999,6975,11838,2369,152571
209,15564,33708,18450,17669,17716,16480,8520,12874,2211,143201
210,16178,20363,20674,14767,18624,14438,16065,14764,2563,138428
211,22247,31964,25345,19567,22638,20871,10651,17278,2599,173162
212,38061,60724,41244,27215,41540,30539,25900,28806,5146,299165
213,23675,38325,27287,24954,25964,24754,27130,22184,4170,218458
214,10646,17607,14087,12878,11002,11510,3804,9465,1394,92394
215,11887,9416,7263,7125,6566,6200,3717,8214,1002,61396
216,8873,8652,6953,5667,5975,5549,3581,7683,877,53808
217,10143,8193,6610,5751,5292,5101,3728,7653,860,53330
297,6,14,67,0,0,3,25,34,4,157
299,7931,11580,45842,10740,4300,5053,8963,22073,2557,119032
301,9628,12930,11798,9039,10814,8336,6779,9968,1255,80553
302,13014,20366,15320,11903,16577,12335,9941,11317,1739,112509
303,18225,34811,18825,16063,23378,15830,13852,12193,2539,155714
304,6906,16417,6516,9765,6677,6849,1677,3955,877,59640
305,44452,107768,26357,26623,61416,19645,5489,15195,5105,312065
306,12506,17632,13277,13350,12958,10676,5499,11746,1657,99301
307,11207,6670,8303,4827,5762,4065,5363,8830,909,55949
308,10978,14118,17116,9776,11476,8594,11456,11600,1448,96570
309,29126,44027,32585,29654,33571,30046,12715,23523,4007,239261
310,12337,17387,14714,14316,12827,10300,10106,14059,1859,107904
311,10596,15655,12800,11399,12842,11602,7119,10653,1582,94250
312,8995,10605,15785,7004,8772,6651,12933,8826,1279,80844
313,6621,11271,8506,9391,7935,7740,4083,8700,996,65244
314,5671,8302,7768,6366,6711,6594,2994,4877,756,50032
315,5572,5331,6235,3973,3622,1947,4474,4858,768,36773
316,15644,25355,18489,16787,18132,15996,5605,13080,1899,130983
317,6774,13015,8801,7566,9493,6525,4038,7084,773,64066
318,10768,18253,13654,14215,13383,9473,7021,10070,1430,98272
319,11952,14180,11747,12036,11109,9940,6393,13092,1469,91920
397,9,53,36,15,13,3,14,52,4,202
399,6495,8918,34854,7958,3721,4424,8983,21381,2113,98838
401,26997,64526,19172,25086,40727,17850,3823,13214,3296,214679
402,13456,21763,16153,16533,13423,14564,10584,15610,2034,124118
403,10268,22461,12879,15007,11844,11736,3907,9921,1213,99237
404,14840,19080,19294,12434,16850,12387,12263,13226,1918,122287
405,8017,5389,5192,4366,4257,3498,2946,6678,627,40953
406,5178,5177,5938,4165,3662,3014,4341,4377,728,36578
407,12753,8907,8603,7896,7316,7051,4891,12172,1013,70596
497,3,12,14,3,0,0,7,19,0,64
499,2139,3071,12101,3898,1273,1496,2402,7300,627,34311
501,9243,10669,11471,7579,8178,7177,5769,9256,1084,70419
502,2438,4306,4194,3818,3081,3531,1702,2908,399,26378
503,30883,83294,19613,21091,41244,13074,3975,10526,3668,227378
504,10376,13429,15304,10132,11171,9910,7659,9367,1461,88807
505,18100,31085,24001,19713,22027,20686,7352,15281,2402,160642
506,22858,33808,29806,22743,26648,19305,18924,18523,3182,195786
507,16798,30986,24437,17860,18683,15951,9647,14344,2458,151165
509,12816,7212,7789,5364,5816,4054,4917,7348,914,56235
510,5909,9876,21891,4760,5584,2313,13771,8960,1547,74614
511,7452,8462,11320,5194,6051,4159,8864,6254,1086,58839
597,89,301,531,41,30,0,188,379,35,1595
599,2643,4577,20738,4549,2026,2034,5905,10798,1106,54379
601,11198,22732,12406,12902,15242,9933,4552,8669,1714,99359
602,7176,9906,7234,6699,6883,5981,3979,6409,870,55131
603,1867,1168,1254,959,804,660,600,1797,164,9266
604,5305,6044,6137,5029,4906,4436,3480,6303,785,42416
697,3,10,8,3,0,0,5,23,0,55
699,790,674,2961,1049,266,353,932,1892,217,9138
701,8887,14170,12881,8762,10465,5200,4113,6198,1447,72120
702,3974,7422,4586,5377,3809,1827,2230,3535,1092,33860
797,8,19,31,0,0,0,4,25,3,91
799,234,367,1305,292,186,114,362,690,123,3679
801,36204,67768,18788,23029,39535,14959,4730,10054,5577,220648
897,0,0,0,0,0,0,0,0,0,0
899,480,850,2538,762,294,272,401,1050,178,6819
901,469,393,435,410,291,134,165,319,76,2692
997,0,0,0,0,0,0,0,0,0,0
999,26,33,18,3,7,3,3,6,9,118
