SA4_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
101,4,0,0,3,0,0,0,5,20,20,16,17,25,3,0,95,5872,8410,9747,11973,9115,1945,222,47292,1676,670,441,493,376,97,17,3767,51,121,155,295,242,143,43,1039,55,43,57,80,81,27,7,354,43,48,65,79,55,3,3,299,55,81,111,127,148,81,25,626,711,780,596,779,804,276,65,4010,8619,10259,11249,13910,10898,2589,383,57910,15,5,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,26,13,18,9,0,0,122,38,7,0,0,3,0,0,53,0,0,0,0,0,0,0,3,107,38,12,19,15,4,0,198,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,3,3,0,0,14,20,6,3,5,0,0,0,34,3,3,0,0,0,0,0,6,24,9,8,12,10,0,0,58,70,91,67,88,75,13,5,411,204,140,89,122,97,18,5,669
102,0,0,0,0,0,0,0,3,11,12,12,17,11,3,0,72,10032,13917,15835,17960,12615,2244,160,72756,2450,725,502,636,505,112,16,4940,37,125,200,240,230,62,3,893,54,104,85,113,99,14,3,467,62,63,74,117,58,3,0,367,21,46,71,106,104,40,6,388,456,381,302,435,396,118,24,2107,13766,15727,17392,19929,14298,2636,222,83956,71,59,42,53,26,11,0,263,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,35,49,57,57,39,11,0,245,18,9,4,12,12,3,0,62,9,9,8,4,3,0,0,30,127,119,113,119,81,24,0,599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,11,6,0,0,33,81,24,12,8,4,0,0,130,3,0,3,0,0,0,0,9,90,28,14,17,10,3,0,167,107,112,100,121,100,11,0,553,323,265,231,257,193,41,0,1315
103,3,0,0,0,0,0,0,4,22,37,24,30,32,7,0,163,7062,11248,12318,13451,9755,2076,291,56194,1692,812,612,669,484,99,27,4396,41,92,154,254,270,125,48,983,53,52,52,70,76,35,9,338,37,53,64,76,68,13,3,319,47,65,79,101,112,85,20,503,650,615,568,755,787,297,98,3772,9679,13056,13951,15476,11643,2748,495,67051,4,3,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,4,4,0,22,6,0,0,0,0,0,0,7,0,0,0,0,0,0,0,3,5,8,5,15,8,4,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,12,3,0,0,39,6,7,4,3,0,0,0,23,0,3,4,0,0,0,0,12,13,12,21,12,6,0,0,65,62,111,83,82,63,32,8,448,80,137,113,111,71,38,8,557
104,0,3,0,0,0,0,0,3,5,11,13,11,8,7,0,50,3833,5696,7243,8659,6756,1187,113,33498,1107,479,327,397,348,62,9,2725,15,62,85,118,167,47,15,505,52,50,55,90,65,8,0,323,60,66,90,116,97,12,0,434,27,37,46,72,67,29,5,279,281,280,274,398,416,126,19,1792,5443,6705,8154,9881,7955,1475,167,39785,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,13,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,12,16,4,0,3,7,0,0,30,0,0,0,0,0,0,0,3,19,5,0,11,3,0,0,38,59,53,45,66,53,8,0,291,77,70,47,74,65,10,0,344
105,0,0,0,0,0,0,0,6,16,10,17,13,15,5,0,66,3560,6511,6168,7003,5454,1250,180,30128,912,518,368,397,298,63,12,2569,31,77,89,128,132,67,22,550,62,60,55,60,85,23,17,358,22,36,49,61,38,8,4,223,31,51,67,93,95,65,19,415,368,477,433,612,594,215,40,2744,5042,7780,7304,8417,6740,1705,307,37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,12,3,3,0,0,0,0,0,10,0,0,0,0,0,0,0,3,6,6,5,7,0,0,0,29,45,57,42,62,48,18,4,273,49,67,45,70,51,20,4,305
106,0,3,0,0,0,0,0,3,9,16,12,17,16,3,0,73,9461,15729,16508,16820,10818,1793,180,71306,2201,860,639,623,410,88,15,4842,31,134,173,218,223,74,18,874,107,97,95,100,109,16,6,526,56,49,52,85,58,8,0,314,151,91,70,90,78,41,13,533,615,407,381,511,478,202,57,2653,12810,17516,18002,18557,12254,2237,288,81657,14,12,9,7,0,0,0,36,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,11,12,14,6,3,0,51,4,0,3,3,0,0,0,12,0,3,10,3,0,0,0,14,24,24,38,25,9,3,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,4,0,0,19,18,9,3,0,0,3,0,35,8,0,0,0,0,0,0,8,30,14,13,9,5,3,0,68,119,197,164,136,85,17,0,725,167,232,210,173,104,22,0,916
107,0,0,0,0,3,0,0,8,25,31,12,18,17,11,0,116,9858,14037,16293,17588,11476,1696,156,71100,2340,845,650,651,557,115,9,5165,47,124,171,205,165,42,5,751,68,111,92,114,99,5,0,483,76,109,150,190,98,7,0,631,32,60,88,90,88,32,3,392,784,713,529,552,403,103,21,3112,14029,16640,18354,19794,13189,2066,199,84275,48,48,26,31,20,9,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,29,31,37,25,3,0,141,22,15,15,7,5,0,0,64,14,12,8,7,10,0,0,46,97,104,74,86,55,10,0,428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,3,11,14,8,0,0,64,46,27,13,5,10,0,0,102,5,16,10,4,3,0,0,35,79,48,26,25,21,0,0,210,136,116,93,107,61,10,0,516,312,260,196,219,141,23,0,1152
108,0,0,4,0,3,0,0,7,14,19,13,18,12,3,0,83,4989,7584,9837,12302,9884,1850,169,46610,1507,483,418,546,472,93,5,3534,21,85,122,227,214,82,12,761,74,63,77,118,100,20,7,456,72,66,92,94,66,8,0,394,24,41,64,91,99,40,14,379,361,353,401,585,608,172,42,2526,7147,8756,11060,14038,11478,2276,253,55007,3,3,0,7,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,9,6,4,11,0,3,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,0,0,0,12,15,0,3,0,0,0,0,21,0,0,0,0,0,0,0,3,19,3,9,3,3,0,0,39,46,83,75,97,64,21,0,391,74,98,89,108,67,26,0,456
109,0,0,0,0,0,0,0,3,11,8,10,9,7,3,0,43,4279,6413,6921,8070,6466,1381,165,33708,1011,424,257,304,214,58,4,2271,11,56,66,117,105,42,18,411,34,27,27,47,41,12,5,196,50,60,82,95,76,7,3,365,16,50,68,86,93,36,10,367,350,375,349,485,519,154,38,2257,5814,7454,7828,9247,7538,1715,247,39846,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,13,10,0,0,0,0,0,0,19,3,0,0,0,0,0,0,3,19,6,6,3,3,0,0,36,50,52,53,55,44,12,0,264,66,55,64,66,50,12,0,316
110,0,0,0,0,3,0,0,5,18,25,27,26,21,7,3,132,6035,9700,10272,11551,8811,1827,255,48448,1573,773,518,601,417,95,22,3996,39,125,196,248,302,180,55,1142,70,74,71,120,96,28,10,470,48,55,54,82,55,10,4,304,46,63,76,111,138,101,23,554,553,600,544,739,762,286,88,3558,8466,11498,11827,13544,10656,2551,453,58997,4,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,6,0,3,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,10,15,6,0,0,44,13,0,3,9,3,0,0,28,0,0,0,3,3,0,0,8,17,16,15,21,9,0,0,81,73,91,65,87,64,28,11,410,98,115,86,107,78,28,11,513
