SA4_CODE_2016,M_Vietnam_OM_UIE,M_Vietnam_CFW,M_Vietnam_ES_NS,M_Vietnam_Tot,M_Zimbabwe_E,M_Zimbabwe_OM_IE,M_Zimbabwe_OM_UIE,M_Zimbabwe_CFW,M_Zimbabwe_ES_NS,M_Zimbabwe_Tot,M_Elsewhere_E,M_Elsewhere_OM_IE,M_Elsewhere_OM_UIE,M_Elsewhere_CFW,M_Elsewhere_ES_NS,M_Elsewhere_Tot,M_COB_NS_E,M_COB_NS_OM_IE,M_COB_NS_OM_UIE,M_COB_NS_CFW,M_COB_NS_ES_NS,M_COB_NS_Tot,M_Tot_E,M_Tot_OM_IE,M_Tot_OM_UIE,M_Tot_CFW,M_Tot_ES_NS,M_Tot_Tot,F_Australia_E,F_Australia_OM_IE,F_Australia_OM_UIE,F_Australia_CFW,F_Australia_ES_NS,F_Australia_Tot,F_Canada_E,F_Canada_OM_IE,F_Canada_OM_UIE,F_Canada_CFW,F_Canada_ES_NS,F_Canada_Tot,F_China_E,F_China_OM_IE,F_China_OM_UIE,F_China_CFW,F_China_ES_NS,F_China_Tot,F_Croatia_E,F_Croatia_OM_IE,F_Croatia_OM_UIE,F_Croatia_CFW,F_Croatia_ES_NS,F_Croatia_Tot,F_Egypt_E,F_Egypt_OM_IE,F_Egypt_OM_UIE,F_Egypt_CFW,F_Egypt_ES_NS,F_Egypt_Tot,F_Fiji_E,F_Fiji_OM_IE,F_Fiji_OM_UIE,F_Fiji_CFW,F_Fiji_ES_NS,F_Fiji_Tot,F_FYROM_E,F_FYROM_OM_IE,F_FYROM_OM_UIE,F_FYROM_CFW,F_FYROM_ES_NS,F_FYROM_Tot,F_Germany_E,F_Germany_OM_IE,F_Germany_OM_UIE,F_Germany_CFW,F_Germany_ES_NS,F_Germany_Tot,F_Greece_E,F_Greece_OM_IE,F_Greece_OM_UIE,F_Greece_CFW,F_Greece_ES_NS,F_Greece_Tot,F_HongKong_E,F_HongKong_OM_IE,F_HongKong_OM_UIE,F_HongKong_CFW,F_HongKong_ES_NS,F_HongKong_Tot,F_India_E,F_India_OM_IE,F_India_OM_UIE,F_India_CFW,F_India_ES_NS,F_India_Tot,F_Indonesia_E,F_Indonesia_OM_IE,F_Indonesia_OM_UIE,F_Indonesia_CFW,F_Indonesia_ES_NS,F_Indonesia_Tot,F_Iran_E,F_Iran_OM_IE,F_Iran_OM_UIE,F_Iran_CFW,F_Iran_ES_NS,F_Iran_Tot,F_Iraq_E,F_Iraq_OM_IE,F_Iraq_OM_UIE,F_Iraq_CFW,F_Iraq_ES_NS,F_Iraq_Tot,F_Ireland_E,F_Ireland_OM_IE,F_Ireland_OM_UIE,F_Ireland_CFW,F_Ireland_ES_NS,F_Ireland_Tot,F_Italy_E,F_Italy_OM_IE,F_Italy_OM_UIE,F_Italy_CFW,F_Italy_ES_NS,F_Italy_Tot,F_Japan_E,F_Japan_OM_IE,F_Japan_OM_UIE,F_Japan_CFW,F_Japan_ES_NS,F_Japan_Tot,F_KoreaSouth_E,F_KoreaSouth_OM_IE,F_KoreaSouth_OM_UIE,F_KoreaSouth_CFW,F_KoreaSouth_ES_NS,F_KoreaSouth_Tot,F_Lebanon_E,F_Lebanon_OM_IE,F_Lebanon_OM_UIE,F_Lebanon_CFW,F_Lebanon_ES_NS,F_Lebanon_Tot,F_Malaysia_E,F_Malaysia_OM_IE,F_Malaysia_OM_UIE,F_Malaysia_CFW,F_Malaysia_ES_NS,F_Malaysia_Tot,F_Malta_E,F_Malta_OM_IE,F_Malta_OM_UIE,F_Malta_CFW,F_Malta_ES_NS,F_Malta_Tot,F_Netherlands_E,F_Netherlands_OM_IE,F_Netherlands_OM_UIE,F_Netherlands_CFW,F_Netherlands_ES_NS,F_Netherlands_Tot,F_NZ_E,F_NZ_OM_IE,F_NZ_OM_UIE,F_NZ_CFW,F_NZ_ES_NS,F_NZ_Tot,F_Pakistan_E,F_Pakistan_OM_IE,F_Pakistan_OM_UIE,F_Pakistan_CFW,F_Pakistan_ES_NS,F_Pakistan_Tot,F_Philippines_E,F_Philippines_OM_IE,F_Philippines_OM_UIE,F_Philippines_CFW,F_Philippines_ES_NS,F_Philippines_Tot,F_Poland_E,F_Poland_OM_IE,F_Poland_OM_UIE,F_Poland_CFW,F_Poland_ES_NS,F_Poland_Tot,F_Singapore_E,F_Singapore_OM_IE,F_Singapore_OM_UIE,F_Singapore_CFW,F_Singapore_ES_NS,F_Singapore_Tot,F_SthAfrica_E,F_SthAfrica_OM_IE,F_SthAfrica_OM_UIE,F_SthAfrica_CFW,F_SthAfrica_ES_NS,F_SthAfrica_Tot,F_SriLanka_E,F_SriLanka_OM_IE,F_SriLanka_OM_UIE,F_SriLanka_CFW
101,11,3,0,56,33,0,8,0,0,40,596,82,103,27,10,812,535,67,129,40,37,813,26924,3665,5199,1354,557,37702,24775,1403,2563,1099,339,30178,67,8,3,3,0,82,95,11,22,12,3,140,10,3,5,0,0,18,9,0,0,0,0,5,53,3,3,3,3,62,32,3,0,0,0,33,106,9,25,14,0,154,12,0,3,0,0,15,33,3,6,0,0,43,231,9,8,3,3,250,30,0,3,0,0,31,13,0,0,0,0,16,4,3,0,0,0,11,48,3,15,0,0,66,28,3,5,3,0,37,19,0,7,0,0,30,38,6,4,0,0,50,5,0,0,3,0,10,53,3,6,4,0,69,6,3,0,6,0,16,56,5,20,3,3,86,431,24,46,19,4,525,19,0,7,0,0,22,227,5,16,9,6,256,31,3,3,0,3,39,12,0,3,3,0,20,79,13,12,4,0,102,35,0,0,0
102,16,3,0,80,47,9,3,0,0,60,707,142,131,20,16,1022,540,73,92,21,33,759,36908,4873,5109,642,566,48103,41270,1827,2817,631,419,46968,110,10,6,0,3,136,237,51,57,8,3,360,25,3,0,0,0,31,26,3,3,0,0,34,75,3,0,3,0,80,7,0,0,0,0,7,103,10,27,8,0,142,15,0,3,0,0,22,48,7,5,3,0,62,270,25,20,5,9,327,69,4,3,3,0,80,16,3,3,0,0,28,9,0,0,0,0,10,140,3,8,3,4,166,37,7,5,7,0,58,66,3,10,0,0,77,94,14,16,4,0,126,24,3,3,0,0,29,90,7,14,0,3,114,23,3,7,5,0,40,74,7,11,3,0,96,1036,80,95,23,7,1241,20,0,0,3,0,22,462,20,17,6,9,516,41,3,5,0,0,46,27,3,3,0,0,36,255,18,57,8,0,341,42,9,3,0
103,13,3,0,58,44,0,0,0,0,51,428,39,45,10,9,534,557,68,131,65,50,874,32363,3121,5238,1631,694,43056,29990,1289,2770,1196,429,35671,59,3,7,0,0,71,76,5,26,10,0,116,13,0,0,0,0,13,3,0,0,0,0,7,36,0,6,0,3,40,3,0,0,0,0,4,57,4,13,3,3,81,3,0,3,3,0,9,20,0,12,0,0,33,192,10,7,3,4,220,14,0,3,0,0,20,15,0,3,0,0,18,5,7,0,0,0,14,49,3,4,0,0,61,25,0,3,0,3,37,15,0,3,0,0,18,33,0,0,0,0,36,7,3,0,0,0,13,43,0,6,0,0,50,8,0,0,0,0,11,32,3,15,7,0,54,380,20,50,20,4,475,5,4,0,0,0,9,253,9,4,8,3,276,13,0,3,0,0,20,18,0,4,0,0,25,111,8,16,5,0,139,37,3,3,3
104,6,3,0,21,25,7,3,0,0,35,408,34,59,11,8,518,325,31,73,8,27,464,17893,1864,3004,659,356,23774,18147,742,1716,491,253,21347,51,3,3,4,0,67,39,8,13,3,0,63,7,0,0,0,0,7,4,0,0,0,0,5,18,4,0,0,0,25,0,0,0,0,0,0,83,13,12,6,0,110,0,0,0,0,0,4,18,3,10,0,0,31,199,18,40,38,0,304,16,0,0,0,0,19,5,0,0,0,0,5,3,0,0,0,0,0,46,0,11,0,0,51,12,3,3,0,0,20,18,0,4,0,0,25,15,3,0,3,0,23,3,0,0,0,0,3,34,0,7,0,0,41,6,0,4,0,0,4,54,5,6,3,0,67,336,15,53,11,3,415,8,0,0,0,0,5,156,8,16,0,0,184,7,3,0,0,0,10,4,0,0,0,0,5,80,6,7,0,0,107,11,3,0,0
105,5,0,0,16,27,0,0,0,0,28,290,19,23,10,0,343,391,37,93,47,40,607,17276,1647,3100,1133,475,23632,16682,643,1496,790,258,19866,21,4,0,0,0,25,52,7,9,4,0,80,3,0,0,0,0,3,0,3,0,0,0,3,24,0,0,0,0,23,0,0,0,0,0,3,46,4,5,7,0,63,0,0,3,0,0,3,12,0,7,0,0,14,141,6,3,0,3,153,14,0,0,0,0,18,4,0,0,0,0,4,0,0,0,0,0,4,27,0,8,3,0,38,7,0,0,0,0,8,7,0,0,0,0,10,14,0,0,0,0,15,3,0,0,0,0,10,16,0,4,0,0,23,3,0,0,0,0,8,20,0,3,0,0,26,220,13,19,7,3,256,9,0,0,0,0,13,156,0,4,3,0,165,3,0,0,0,0,8,7,0,0,0,0,13,61,0,3,3,0,74,42,3,6,0
106,14,0,0,73,66,0,0,0,3,72,552,58,41,19,11,680,637,60,80,26,38,844,46128,3553,3502,868,570,54612,35333,1438,2332,789,379,40266,71,3,8,4,0,87,105,13,37,7,0,163,12,0,0,0,0,17,0,6,3,0,0,7,28,0,0,0,0,32,3,0,0,0,0,3,78,3,7,4,0,92,4,0,0,0,0,6,28,3,10,0,0,42,158,20,7,8,3,202,23,0,0,0,0,28,6,0,0,0,0,6,3,0,0,0,0,4,69,3,6,3,0,79,11,3,4,0,0,18,16,3,4,0,0,25,29,4,7,0,0,39,5,0,4,0,0,15,68,10,10,0,0,91,7,6,0,0,0,14,46,0,10,0,0,59,620,34,62,15,8,748,11,7,0,0,0,21,286,3,16,5,0,311,21,0,0,0,0,25,22,3,3,0,0,30,150,4,21,13,0,188,26,3,4,0
107,35,7,3,216,35,3,7,0,0,49,1410,162,196,17,18,1805,514,61,66,6,50,692,40209,4129,3906,505,528,49280,38188,1239,2304,474,328,42540,121,5,11,0,3,142,337,26,40,18,0,424,89,5,9,0,0,101,28,10,0,0,0,38,51,0,0,0,0,58,460,21,29,3,4,520,166,3,17,4,4,198,54,6,8,0,0,64,43,7,9,0,0,62,298,35,17,7,3,351,60,9,0,0,0,71,69,3,3,3,0,85,15,5,3,0,0,23,110,5,8,0,0,120,198,13,14,4,3,236,38,0,12,0,0,48,70,6,3,4,0,84,35,5,7,0,3,53,79,3,6,3,0,93,42,0,0,0,0,46,78,4,12,0,0,94,572,16,55,5,0,647,20,5,3,0,0,30,391,5,17,4,3,424,60,3,6,0,0,68,35,3,0,0,0,41,164,12,20,4,0,212,54,4,0,0
108,9,0,0,24,25,0,9,0,0,32,318,58,58,16,5,453,471,54,116,36,41,716,24329,2656,4620,953,584,33144,25953,1086,2421,805,425,30693,60,3,6,3,3,76,58,17,18,4,3,98,8,0,0,0,0,10,14,3,0,0,0,20,28,0,0,0,0,28,3,0,0,0,0,3,70,8,15,8,0,99,4,0,0,0,0,4,14,6,6,0,0,26,106,8,3,4,5,125,16,0,3,0,0,20,9,0,0,0,0,12,3,3,0,0,0,8,54,3,5,0,0,68,13,0,0,0,0,20,20,0,4,0,0,32,28,0,3,3,0,35,5,0,0,0,0,8,32,5,9,0,0,45,14,0,0,0,0,21,44,7,8,3,0,59,458,43,49,16,6,568,6,0,0,0,0,8,218,11,16,4,9,264,11,0,3,0,0,19,14,0,4,0,0,23,92,17,17,11,0,138,11,0,3,0
109,7,0,0,23,14,0,0,0,0,14,369,16,25,9,3,421,323,52,70,35,34,521,18265,2386,2849,982,387,24865,18137,930,1471,719,234,21500,22,8,0,0,0,25,38,8,16,0,0,62,7,0,0,0,0,13,0,0,0,0,0,3,25,3,0,0,0,31,0,0,0,0,0,0,49,7,7,0,0,68,0,0,0,0,0,3,12,0,4,0,0,20,188,9,3,0,7,207,12,3,0,0,0,16,6,0,0,0,0,6,3,0,0,0,0,0,31,0,0,0,0,30,19,9,3,3,3,29,10,0,0,0,0,7,20,0,0,0,0,21,3,0,0,0,0,6,32,3,0,0,0,36,3,0,0,0,0,4,34,0,4,6,0,47,245,14,15,12,6,296,5,0,0,0,0,7,174,3,8,5,3,189,9,0,0,0,0,12,17,0,0,0,0,19,65,3,6,3,0,74,35,7,0,0
110,10,0,0,55,33,3,0,0,0,36,492,25,38,13,8,575,563,72,135,46,53,871,27772,2835,5028,1714,659,38005,26196,1158,2624,1366,424,31769,50,5,0,4,0,56,81,4,24,8,0,115,6,0,0,0,0,4,3,0,0,0,0,3,41,0,3,0,0,41,0,0,0,0,0,0,75,4,7,9,0,94,3,0,3,0,0,6,21,0,3,3,0,27,124,7,3,3,0,145,17,0,3,0,0,21,16,0,0,0,0,15,0,0,0,0,0,3,30,0,0,3,0,35,17,0,0,0,0,18,18,0,3,0,0,23,49,5,3,0,0,56,3,0,0,0,0,11,33,4,0,0,0,40,0,0,0,0,0,5,31,7,8,3,0,51,315,12,37,16,3,382,7,3,3,0,0,12,304,4,5,4,8,324,4,0,0,0,0,4,16,0,0,0,0,18,107,5,13,3,0,127,28,3,0,0
