SA4_CODE_2016,IE_Mng_OMEs_Nil_e,IE_Mng_OMEs_1_19_e,IE_Mng_OMEs_20more_e,IE_Mng_OMEs_NE_NS,IE_Mng_Tot,IE_Pro_OMEs_Nil_e,IE_Pro_OMEs_1_19_e,IE_Pro_OMEs_20more_e,IE_Pro_OMEs_NE_NS,IE_Pro_Tot,IE_TecTW_OMEs_Nil_e,IE_TecTW_OMEs_1_19_e,IE_TecTW_OMEs_20more_e,IE_TecTW_OMEs_NE_NS,IE_TecTW_Tot,IE_CoPSW_OMEs_Nil_e,IE_CoPSW_OMEs_1_19_e,IE_CoPSW_OMEs_20more_e,IE_CoPSW_OMEs_NE_NS,IE_CoPSW_Tot,IE_ClAW_OMEs_Nil_e,IE_ClAW_OMEs_1_19_e,IE_ClAW_OMEs_20more_e,IE_ClAW_OMEs_NE_NS,IE_ClAW_Tot,IE_SWs_OMEs_Nil_e,IE_SWs_OMEs_1_19_e,IE_SWs_OMEs_20more_e,IE_SWs_OMEs_NE_NS,IE_SWs_Tot,IE_MaOpD_OMEs_Nil_e,IE_MaOpD_OMEs_1_19_e,IE_MaOpD_OMEs_20more_e,IE_MaOpD_OMEs_NE_NS,IE_MaOpD_Tot,IE_Lab_OMEs_Nil_e,IE_Lab_OMEs_1_19_e,IE_Lab_OMEs_20more_e,IE_Lab_OMEs_NE_NS,IE_Lab_Tot,IE_IDNS_OMEs_Nil_e,IE_IDNS_OMEs_1_19_e,IE_IDNS_OMEs_20more_e,IE_IDNS_OMEs_NE_NS,IE_IDNS_Tot,IE_Tot_OMEs_Nil_e,IE_Tot_OMEs_1_19_e,IE_Tot_OMEs_20more_e,IE_Tot_OMEs_NE_NS,IE_Tot_Tot,UIE_Mng_OMEs_Nil_e,UIE_Mng_OMEs_1_19_e,UIE_Mng_OMEs_20more_e,UIE_Mng_OMEs_NE_NS,UIE_Mng_Tot,UIE_Pro_OMEs_Nil_e,UIE_Pro_OMEs_1_19_e,UIE_Pro_OMEs_20more_e,UIE_Pro_OMEs_NE_NS,UIE_Pro_Tot,UIE_TecTW_OMEs_Nil_e,UIE_TecTW_OMEs_1_19_e,UIE_TecTW_OMEs_20more_e,UIE_TecTW_OMEs_NE_NS,UIE_TecTW_Tot,UIE_CoPSW_OMEs_Nil_e,UIE_CoPSW_OMEs_1_19_e,UIE_CoPSW_OMEs_20more_e,UIE_CoPSW_OMEs_NE_NS,UIE_CoPSW_Tot,UIE_ClAW_OMEs_Nil_e,UIE_ClAW_OMEs_1_19_e,UIE_ClAW_OMEs_20more_e,UIE_ClAW_OMEs_NE_NS,UIE_ClAW_Tot,UIE_SWs_OMEs_Nil_e,UIE_SWs_OMEs_1_19_e,UIE_SWs_OMEs_20more_e,UIE_SWs_OMEs_NE_NS,UIE_SWs_Tot,UIE_MaOpD_OMEs_Nil_e,UIE_MaOpD_OMEs_1_19_e,UIE_MaOpD_OMEs_20more_e,UIE_MaOpD_OMEs_NE_NS,UIE_MaOpD_Tot,UIE_Lab_OMEs_Nil_e,UIE_Lab_OMEs_1_19_e,UIE_Lab_OMEs_20more_e,UIE_Lab_OMEs_NE_NS,UIE_Lab_Tot,UIE_IDNS_OMEs_Nil_e,UIE_IDNS_OMEs_1_19_e,UIE_IDNS_OMEs_20more_e,UIE_IDNS_OMEs_NE_NS,UIE_IDNS_Tot,UIE_Tot_OMEs_Nil_e,UIE_Tot_OMEs_1_19_e,UIE_Tot_OMEs_20more_e,UIE_Tot_OMEs_NE_NS,UIE_Tot_Tot,Tot_Mng_OMEs_Nil_e,Tot_Mng_OMEs_1_19_e,Tot_Mng_OMEs_20more_e,Tot_Mng_OMEs_NE_NS,Tot_Mng_Tot,Tot_Pro_OMEs_Nil_e,Tot_Pro_OMEs_1_19_e,Tot_Pro_OMEs_20more_e,Tot_Pro_OMEs_NE_NS,Tot_Pro_Tot,Tot_TecTW_OMEs_Nil_e,Tot_TecTW_OMEs_1_19_e,Tot_TecTW_OMEs_20more_e,Tot_TecTW_OMEs_NE_NS,Tot_TecTW_Tot,Tot_CoPSW_OMEs_Nil_e,Tot_CoPSW_OMEs_1_19_e,Tot_CoPSW_OMEs_20more_e,Tot_CoPSW_OMEs_NE_NS,Tot_CoPSW_Tot,Tot_ClAW_OMEs_Nil_e,Tot_ClAW_OMEs_1_19_e,Tot_ClAW_OMEs_20more_e,Tot_ClAW_OMEs_NE_NS,Tot_ClAW_Tot,Tot_SWs_OMEs_Nil_e,Tot_SWs_OMEs_1_19_e,Tot_SWs_OMEs_20more_e,Tot_SWs_OMEs_NE_NS,Tot_SWs_Tot,Tot_MaOpD_OMEs_Nil_e,Tot_MaOpD_OMEs_1_19_e,Tot_MaOpD_OMEs_20more_e,Tot_MaOpD_OMEs_NE_NS,Tot_MaOpD_Tot,Tot_Lab_OMEs_Nil_e,Tot_Lab_OMEs_1_19_e,Tot_Lab_OMEs_20more_e,Tot_Lab_OMEs_NE_NS,Tot_Lab_Tot,Tot_IDNS_OMEs_Nil_e,Tot_IDNS_OMEs_1_19_e,Tot_IDNS_OMEs_20more_e,Tot_IDNS_OMEs_NE_NS,Tot_IDNS_Tot,Tot_Tot_OMEs_Nil_e,Tot_Tot_OMEs_1_19_e,Tot_Tot_OMEs_20more_e,Tot_Tot_OMEs_NE_NS,Tot_Tot_Tot
101,387,1397,193,29,2003,330,436,32,13,806,301,514,30,9,858,60,81,9,0,156,179,425,28,11,651,90,240,23,8,363,112,135,4,4,250,68,117,13,9,202,26,47,5,0,74,1555,3391,342,76,5364,1483,1315,22,88,2904,863,221,24,24,1130,1336,576,4,36,1963,397,86,3,7,493,286,169,9,9,471,207,112,0,7,329,206,62,4,9,280,524,136,3,23,677,75,30,4,4,105,5379,2700,75,205,8352,1871,2710,212,118,4902,1191,661,55,33,1938,1642,1094,35,48,2816,461,168,13,7,649,469,596,37,21,1115,298,353,29,19,697,315,199,10,9,534,590,246,12,27,883,102,72,15,4,187,6928,6092,410,279,13712
102,436,1481,281,12,2210,609,872,45,10,1535,459,688,29,13,1186,94,108,11,3,211,347,610,36,15,1007,185,298,30,7,525,98,117,0,6,225,145,129,10,0,292,42,67,3,3,121,2429,4360,446,73,7309,629,475,13,15,1135,1595,425,24,15,2061,1807,566,3,29,2410,681,71,3,9,764,520,181,3,4,710,282,84,0,3,369,232,47,0,7,283,786,149,4,12,947,101,22,0,3,134,6631,2020,53,100,8802,1065,1953,295,27,3341,2206,1296,68,24,3592,2271,1254,28,44,3597,771,175,13,9,974,866,790,38,23,1713,468,380,29,12,898,330,158,3,10,505,924,278,17,14,1232,146,92,9,11,249,9057,6379,503,170,16104
103,345,1223,219,30,1817,242,457,44,6,754,229,394,23,18,654,34,50,3,0,92,132,416,37,9,591,63,185,33,4,289,86,109,6,14,217,56,92,8,6,161,25,28,3,3,59,1207,2963,381,92,4636,1977,1465,9,108,3562,725,246,19,14,1014,1136,483,0,39,1667,373,88,7,3,470,238,156,6,13,407,190,109,0,6,310,248,73,0,9,334,453,138,0,9,595,78,28,0,3,113,5422,2787,45,208,8462,2323,2689,231,141,5377,962,707,65,29,1761,1367,883,21,55,2324,405,140,5,5,561,369,570,38,24,1003,250,290,33,15,596,336,187,6,21,553,507,231,11,7,757,106,61,3,5,172,6633,5751,429,296,13105
104,165,655,114,15,946,193,321,30,0,542,112,229,10,6,357,27,42,6,0,71,108,225,20,6,358,53,139,12,0,204,55,74,4,4,128,39,83,15,0,131,20,24,4,4,55,772,1782,208,33,2793,734,493,29,36,1300,659,178,13,6,858,902,308,0,28,1241,402,55,0,4,467,216,99,3,6,330,162,73,0,3,244,106,41,0,4,153,391,91,0,11,495,51,12,0,6,70,3636,1354,51,102,5143,902,1145,140,49,2244,851,497,39,8,1397,1016,535,11,32,1590,431,93,7,4,538,329,326,18,10,686,219,213,16,4,445,165,112,3,6,283,427,173,13,11,628,67,42,5,5,121,4406,3135,263,133,7937
105,242,753,93,20,1108,84,185,15,5,290,96,202,6,9,311,13,28,5,0,47,58,178,15,0,258,34,117,10,0,160,48,51,3,3,109,30,54,9,3,99,14,17,0,0,32,610,1582,167,35,2396,1167,985,17,56,2227,269,106,7,9,390,609,246,6,24,885,216,40,4,11,268,133,80,3,3,218,91,66,0,3,165,158,40,0,9,203,255,86,3,9,352,45,18,0,7,75,2932,1679,38,129,4780,1406,1737,107,75,3329,346,295,30,14,685,703,449,13,30,1191,233,66,10,9,312,191,267,17,6,473,128,180,10,3,321,202,90,3,10,309,281,142,10,12,448,58,35,0,10,102,3543,3261,205,172,7183
106,317,1136,274,28,1758,336,514,53,7,906,313,536,30,3,884,60,82,5,0,146,189,480,49,15,738,82,203,21,0,306,114,138,8,3,267,77,109,10,5,203,30,51,8,3,89,1518,3241,454,68,5279,805,590,12,30,1433,721,215,29,13,981,1116,393,4,27,1541,564,64,0,8,640,281,129,3,0,412,174,95,0,4,275,219,43,0,3,262,594,125,0,7,730,57,20,0,3,83,4536,1675,53,97,6356,1120,1722,288,58,3186,1057,725,78,23,1889,1434,925,28,33,2423,624,144,5,8,781,472,615,49,16,1149,256,301,21,6,581,327,183,8,8,532,674,235,10,12,931,92,68,8,9,165,6050,4915,509,167,11636
107,287,1226,282,9,1800,444,706,87,7,1244,336,588,36,16,977,76,107,10,3,189,219,439,38,5,699,124,256,33,0,412,101,79,9,3,197,102,129,14,5,246,38,38,4,4,81,1718,3577,498,57,5851,459,476,10,14,960,1364,362,43,13,1785,1337,479,0,22,1841,637,113,3,6,761,280,133,6,4,413,229,60,0,7,300,184,43,3,8,236,546,83,3,8,638,65,18,0,3,87,5089,1768,72,89,7018,743,1707,292,26,2760,1805,1066,123,28,3027,1677,1067,37,42,2817,714,219,13,13,954,496,571,44,8,1119,347,318,37,8,712,285,123,12,6,432,645,215,17,8,883,98,56,6,4,171,6813,5344,568,138,12864
108,233,867,181,15,1296,283,476,43,14,821,189,318,9,7,522,32,69,10,0,110,129,397,30,15,573,78,235,13,4,327,66,89,3,4,159,58,106,11,0,173,24,28,3,0,52,1098,2572,295,66,4032,1071,696,19,39,1826,840,271,15,13,1144,1387,514,0,37,1944,427,94,7,6,534,321,153,6,9,493,213,117,0,4,341,215,61,0,3,274,667,158,4,14,844,81,19,0,6,108,5229,2088,48,140,7512,1301,1566,200,60,3122,1126,748,54,25,1960,1580,827,12,48,2470,461,164,12,7,642,456,546,38,25,1061,293,353,16,11,672,281,148,3,7,435,727,258,11,19,1022,104,52,3,9,161,6330,4664,346,201,11544
109,399,1043,138,32,1615,139,277,34,7,459,118,289,10,5,427,24,27,14,0,62,82,287,23,7,400,48,127,17,0,198,65,74,0,0,148,40,70,7,0,123,26,17,0,0,43,956,2218,239,62,3473,956,772,9,30,1769,414,141,18,3,586,651,265,0,13,933,231,44,3,7,282,146,85,0,3,240,107,49,0,3,161,106,35,0,3,142,256,73,0,16,346,44,20,3,0,66,2907,1484,44,77,4513,1359,1817,145,60,3382,552,424,53,16,1042,777,552,16,16,1354,252,68,15,7,348,224,371,27,11,636,157,181,20,3,366,173,112,0,8,287,301,145,3,13,462,67,38,3,0,107,3867,3705,282,140,7989
110,365,1224,148,37,1780,166,376,45,5,597,135,328,11,9,483,34,45,8,3,93,109,365,22,7,504,64,197,16,6,282,72,116,5,5,206,58,82,5,4,159,26,32,5,5,72,1034,2779,264,94,4170,2052,1402,26,92,3570,562,218,42,10,823,966,416,7,34,1418,424,58,5,4,495,233,165,0,5,410,132,94,0,5,230,247,89,0,9,344,438,138,0,22,595,81,24,0,5,112,5133,2608,74,186,7997,2421,2631,165,134,5346,734,593,85,17,1423,1100,746,15,44,1897,453,105,13,8,587,346,534,22,17,917,195,291,16,13,519,320,210,9,14,547,496,217,5,25,752,105,61,5,15,182,6162,5387,339,277,12169
