SA4_CODE_2016,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_Inc_LR_15_24,M_M1_Tram_Inc_LR_25_34,M_M1_Tram_Inc_LR_35_44,M_M1_Tram_Inc_LR_45_54,M_M1_Tram_Inc_LR_55_64,M_M1_Tram_Inc_LR_65_74,M_M1_Tram_Inc_LR_75ov,M_M1_Tram_Inc_LR_Tot,M_M1_Taxi_15_24,M_M1_Taxi_25_34,M_M1_Taxi_35_44,M_M1_Taxi_45_54,M_M1_Taxi_55_64,M_M1_Taxi_65_74,M_M1_Taxi_75ov,M_M1_Taxi_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_Inc_LR_15_24,M_M2_TrnTrm_Inc_LR_25_34,M_M2_TrnTrm_Inc_LR_35_44,M_M2_TrnTrm_Inc_LR_45_54,M_M2_TrnTrm_Inc_LR_55_64,M_M2_TrnTrm_Inc_LR_65_74,M_M2_TrnTrm_Inc_LR_75ov,M_M2_TrnTrm_Inc_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_Inc_LR_15_24,M_M2_BusTrm_Inc_LR_25_34,M_M2_BusTrm_Inc_LR_35_44,M_M2_BusTrm_Inc_LR_45_54,M_M2_BusTrm_Inc_LR_55_64,M_M2_BusTrm_Inc_LR_65_74,M_M2_BusTrm_Inc_LR_75ov,M_M2_BusTrm_Inc_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
101,18,15,10,10,4,3,0,59,45,32,23,32,20,6,0,153,0,4,3,8,0,0,3,19,3,0,0,0,0,0,0,7,3,11,6,8,11,3,0,44,3135,4780,5020,5841,4748,1207,162,24895,829,345,222,165,132,28,7,1718,47,118,149,276,234,132,35,995,51,40,55,66,75,25,7,314,34,33,50,50,47,4,3,222,39,54,75,89,87,47,22,410,350,410,308,327,409,173,50,2024,4558,5840,5914,6878,5758,1620,290,30864,4,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,13,7,11,10,0,0,69,17,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,52,20,7,11,10,0,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,4,8,4,0,6,0,0,0,18,0,0,0,0,0,0,0,3
102,76,86,71,63,57,18,3,376,198,67,69,71,48,11,0,450,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,6,8,9,5,8,0,0,32,4763,7174,7410,7917,5905,1298,114,34593,1179,376,215,189,144,34,5,2138,38,116,196,234,227,62,3,878,55,92,79,105,94,14,3,441,49,54,54,83,45,3,0,291,18,24,47,59,71,22,6,237,230,198,137,190,185,68,20,1029,6606,8197,8291,8919,6780,1527,152,40468,27,23,23,20,18,3,0,121,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,18,24,39,24,24,3,0,131,11,3,4,0,4,0,0,27,3,6,6,4,3,0,0,26,65,52,71,48,46,9,0,299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,12,29,3,4,0,0,0,0,44,0,0,0,0,0,0,0,4
103,3,13,4,9,4,3,0,32,30,38,49,43,35,3,0,211,4,3,3,3,0,0,0,17,3,0,0,0,0,0,0,4,8,13,17,12,18,10,0,70,3640,6235,6307,6635,5131,1265,195,29406,861,474,325,277,184,44,12,2175,43,87,154,243,253,111,41,933,45,46,43,66,62,28,7,307,26,46,55,58,56,13,3,256,43,42,53,69,75,62,13,358,347,352,295,373,422,186,77,2048,5048,7346,7306,7794,6248,1718,353,35811,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,4,0,17,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,5,7,5,4,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,7,0,0,0,25,4,3,0,3,0,0,0,15,0,3,3,0,0,0,0,7
104,0,0,3,0,3,0,0,9,29,9,8,4,14,3,0,64,0,0,4,0,0,0,0,9,0,3,0,0,0,0,0,3,0,3,8,5,5,0,0,25,1921,3032,3556,4028,3351,715,80,16680,532,228,131,121,94,17,5,1128,15,62,84,111,159,43,20,490,42,44,45,87,53,8,0,290,48,49,67,73,72,10,0,318,12,16,23,40,36,17,4,170,139,155,135,184,199,90,12,916,2736,3604,4070,4663,3983,909,118,20086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,10,3,0,0,3,0,0,11,0,0,0,0,0,0,0,0
105,0,5,0,0,0,0,0,10,24,22,34,35,18,10,0,148,0,3,5,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,10,4,3,3,0,25,1860,3429,3091,3418,2810,795,127,15529,421,252,171,165,115,22,6,1150,31,80,87,127,117,59,22,521,50,62,45,45,69,21,15,306,9,36,34,53,30,8,0,171,18,31,48,60,63,47,20,274,179,225,221,302,326,129,25,1401,2601,4139,3745,4199,3560,1094,217,19550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
106,18,28,19,21,7,0,0,91,69,45,19,17,18,5,0,170,3,4,3,3,0,0,0,8,0,3,0,0,0,0,0,3,0,11,10,6,11,3,0,38,4916,9326,9221,9166,6218,1153,133,40138,1111,536,388,277,173,30,7,2524,32,131,167,211,219,72,18,847,83,84,90,95,103,13,3,475,49,49,46,72,50,4,0,270,136,60,38,60,41,30,13,367,412,229,194,236,230,126,45,1462,6831,10492,10189,10153,7079,1433,211,46393,5,6,3,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,3,15,11,6,3,0,41,0,0,3,3,0,0,0,5,0,3,10,3,0,0,0,17,10,11,29,21,10,3,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,4,4,0,0,13,3,4,0,0,0,0,0,11,4,0,0,0,0,0,0,4
107,137,104,83,81,74,11,0,483,203,214,109,73,61,14,3,676,3,8,0,0,0,0,0,9,0,0,0,0,0,0,0,3,4,20,6,8,6,8,0,48,4874,7223,7989,8471,5930,1051,121,35656,1130,401,267,197,133,27,4,2161,46,120,166,198,160,42,5,735,65,98,78,105,93,4,0,436,52,89,118,153,82,3,0,507,21,33,46,62,56,24,4,241,327,377,235,248,182,53,14,1441,6859,8694,9102,9591,6774,1242,148,42409,26,23,18,17,4,7,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,20,21,26,16,3,0,91,11,3,7,0,4,0,0,30,13,10,6,3,10,0,0,35,58,56,48,48,30,6,0,241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,3,4,5,0,0,20,12,14,8,4,3,0,0,39,3,10,3,0,3,0,0,19
108,4,9,3,3,0,0,0,22,38,17,10,22,13,3,0,102,0,0,4,4,3,0,0,7,0,0,0,0,0,0,0,0,6,5,8,7,3,3,0,31,2520,4017,4818,5682,4798,1089,125,23049,735,247,175,194,118,31,4,1511,22,83,122,218,210,71,17,732,63,66,70,96,89,16,3,404,60,54,65,73,50,11,0,310,14,26,43,55,60,19,12,227,176,186,193,267,304,100,28,1246,3638,4710,5510,6624,5647,1345,176,27652,4,0,0,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,6,3,3,0,0,0,0,0,6,0,0,0,0,0,0,0,3
109,3,9,3,0,0,0,0,18,21,28,25,13,8,3,0,97,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,3,0,3,0,4,3,0,18,2166,3405,3501,3903,3381,868,119,17353,521,215,115,123,86,24,3,1091,11,52,60,111,101,40,16,398,33,25,27,44,38,11,3,180,39,41,61,61,56,11,3,272,9,40,50,61,60,26,3,252,162,205,185,246,243,90,23,1163,2973,4025,4033,4581,3976,1080,178,20837,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,5,0,0,0,0,0,0,10,3,0,0,0,0,0,0,4
110,5,10,9,3,3,0,0,28,43,46,34,45,25,15,0,204,0,3,0,0,4,0,0,8,0,0,0,0,0,0,0,3,13,13,14,13,14,3,3,75,3155,5252,5163,5679,4580,1089,185,25101,825,419,242,245,146,41,10,1931,40,117,196,232,286,157,54,1075,59,67,68,107,79,25,8,424,36,43,42,61,48,7,3,245,32,39,53,68,104,67,15,370,289,322,309,393,411,176,58,1958,4501,6332,6124,6850,5697,1591,327,31424,3,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,8,14,6,0,0,44,3,0,4,3,0,0,0,15,0,0,0,3,0,0,0,3
