SA4_CODE_2016,ET_NS_35_39_HW_0,ET_NS_35_39_HW_1_15,ET_NS_35_39_HW_16_24,ET_NS_35_39_HW_25_34,ET_NS_35_39_HW_35_39,ET_NS_35_39_HW_40,ET_NS_35_39_HW_41_48,ET_NS_35_39_HW_49mor,ET_NS_35_39_HW_NS,ET_NS_35_39_Tot,ET_NS_40_44_HW_0,ET_NS_40_44_HW_1_15,ET_NS_40_44_HW_16_24,ET_NS_40_44_HW_25_34,ET_NS_40_44_HW_35_39,ET_NS_40_44_HW_40,ET_NS_40_44_HW_41_48,ET_NS_40_44_HW_49mor,ET_NS_40_44_HW_NS,ET_NS_40_44_Tot,ET_NS_45_49_HW_0,ET_NS_45_49_HW_1_15,ET_NS_45_49_HW_16_24,ET_NS_45_49_HW_25_34,ET_NS_45_49_HW_35_39,ET_NS_45_49_HW_40,ET_NS_45_49_HW_41_48,ET_NS_45_49_HW_49mor,ET_NS_45_49_HW_NS,ET_NS_45_49_Tot,ET_NS_50_54_HW_0,ET_NS_50_54_HW_1_15,ET_NS_50_54_HW_16_24,ET_NS_50_54_HW_25_34,ET_NS_50_54_HW_35_39,ET_NS_50_54_HW_40,ET_NS_50_54_HW_41_48,ET_NS_50_54_HW_49mor,ET_NS_50_54_HW_NS,ET_NS_50_54_Tot,ET_NS_55_59_HW_0,ET_NS_55_59_HW_1_15,ET_NS_55_59_HW_16_24,ET_NS_55_59_HW_25_34,ET_NS_55_59_HW_35_39,ET_NS_55_59_HW_40,ET_NS_55_59_HW_41_48,ET_NS_55_59_HW_49mor,ET_NS_55_59_HW_NS,ET_NS_55_59_Tot,ET_NS_60_64_HW_0,ET_NS_60_64_HW_1_15,ET_NS_60_64_HW_16_24,ET_NS_60_64_HW_25_34,ET_NS_60_64_HW_35_39,ET_NS_60_64_HW_40,ET_NS_60_64_HW_41_48,ET_NS_60_64_HW_49mor,ET_NS_60_64_HW_NS,ET_NS_60_64_Tot,ET_NS_65_69_HW_0,ET_NS_65_69_HW_1_15,ET_NS_65_69_HW_16_24,ET_NS_65_69_HW_25_34,ET_NS_65_69_HW_35_39,ET_NS_65_69_HW_40,ET_NS_65_69_HW_41_48,ET_NS_65_69_HW_49mor,ET_NS_65_69_HW_NS,ET_NS_65_69_Tot,ET_NS_70_74_HW_0,ET_NS_70_74_HW_1_15,ET_NS_70_74_HW_16_24,ET_NS_70_74_HW_25_34,ET_NS_70_74_HW_35_39,ET_NS_70_74_HW_40,ET_NS_70_74_HW_41_48,ET_NS_70_74_HW_49mor,ET_NS_70_74_HW_NS,ET_NS_70_74_Tot,ET_NS_75ov_HW_0,ET_NS_75ov_HW_1_15,ET_NS_75ov_HW_16_24,ET_NS_75ov_HW_25_34,ET_NS_75ov_HW_35_39,ET_NS_75ov_HW_40,ET_NS_75ov_HW_41_48,ET_NS_75ov_HW_49mor,ET_NS_75ov_HW_NS,ET_NS_75ov_Tot,ET_NS_Tot_HW_0,ET_NS_Tot_HW_1_15,ET_NS_Tot_HW_16_24,ET_NS_Tot_HW_25_34,ET_NS_Tot_HW_35_39,ET_NS_Tot_HW_40,ET_NS_Tot_HW_41_48,ET_NS_Tot_HW_49mor,ET_NS_Tot_HW_NS,ET_NS_Tot_Tot,Tot_15_19_HW_0,Tot_15_19_HW_1_15,Tot_15_19_HW_16_24,Tot_15_19_HW_25_34,Tot_15_19_HW_35_39,Tot_15_19_HW_40,Tot_15_19_HW_41_48,Tot_15_19_HW_49mor,Tot_15_19_HW_NS,Tot_15_19_Tot,Tot_20_24_HW_0,Tot_20_24_HW_1_15,Tot_20_24_HW_16_24,Tot_20_24_HW_25_34,Tot_20_24_HW_35_39,Tot_20_24_HW_40,Tot_20_24_HW_41_48,Tot_20_24_HW_49mor,Tot_20_24_HW_NS,Tot_20_24_Tot,Tot_25_29_HW_0,Tot_25_29_HW_1_15,Tot_25_29_HW_16_24,Tot_25_29_HW_25_34,Tot_25_29_HW_35_39,Tot_25_29_HW_40,Tot_25_29_HW_41_48,Tot_25_29_HW_49mor,Tot_25_29_HW_NS,Tot_25_29_Tot,Tot_30_34_HW_0,Tot_30_34_HW_1_15,Tot_30_34_HW_16_24,Tot_30_34_HW_25_34,Tot_30_34_HW_35_39,Tot_30_34_HW_40,Tot_30_34_HW_41_48,Tot_30_34_HW_49mor,Tot_30_34_HW_NS,Tot_30_34_Tot,Tot_35_39_HW_0,Tot_35_39_HW_1_15,Tot_35_39_HW_16_24,Tot_35_39_HW_25_34,Tot_35_39_HW_35_39,Tot_35_39_HW_40,Tot_35_39_HW_41_48,Tot_35_39_HW_49mor,Tot_35_39_HW_NS,Tot_35_39_Tot,Tot_40_44_HW_0,Tot_40_44_HW_1_15,Tot_40_44_HW_16_24,Tot_40_44_HW_25_34,Tot_40_44_HW_35_39,Tot_40_44_HW_40,Tot_40_44_HW_41_48,Tot_40_44_HW_49mor,Tot_40_44_HW_NS,Tot_40_44_Tot,Tot_45_49_HW_0,Tot_45_49_HW_1_15,Tot_45_49_HW_16_24,Tot_45_49_HW_25_34,Tot_45_49_HW_35_39,Tot_45_49_HW_40,Tot_45_49_HW_41_48,Tot_45_49_HW_49mor,Tot_45_49_HW_NS,Tot_45_49_Tot,Tot_50_54_HW_0,Tot_50_54_HW_1_15,Tot_50_54_HW_16_24,Tot_50_54_HW_25_34,Tot_50_54_HW_35_39,Tot_50_54_HW_40,Tot_50_54_HW_41_48,Tot_50_54_HW_49mor,Tot_50_54_HW_NS,Tot_50_54_Tot,Tot_55_59_HW_0,Tot_55_59_HW_1_15,Tot_55_59_HW_16_24,Tot_55_59_HW_25_34,Tot_55_59_HW_35_39,Tot_55_59_HW_40,Tot_55_59_HW_41_48,Tot_55_59_HW_49mor,Tot_55_59_HW_NS,Tot_55_59_Tot,Tot_60_64_HW_0,Tot_60_64_HW_1_15,Tot_60_64_HW_16_24,Tot_60_64_HW_25_34,Tot_60_64_HW_35_39,Tot_60_64_HW_40,Tot_60_64_HW_41_48,Tot_60_64_HW_49mor,Tot_60_64_HW_NS,Tot_60_64_Tot
101,3,0,0,6,11,3,5,11,9,50,3,13,3,9,13,10,6,15,6,72,3,13,6,14,18,17,5,15,15,108,3,16,9,5,17,21,0,25,10,113,9,13,10,10,15,13,5,28,22,120,13,13,15,8,9,14,3,23,16,109,4,9,3,3,6,9,3,21,9,79,6,3,3,4,4,8,0,6,16,45,3,8,7,3,0,7,0,3,33,57,71,137,79,83,119,121,41,151,185,983,183,2330,485,430,578,385,176,117,157,4841,169,599,634,823,1454,957,575,566,188,5979,214,454,513,684,1423,1119,694,852,127,6085,289,532,561,770,1179,1043,641,1029,120,6170,179,514,649,824,1200,1011,610,1079,110,6169,182,656,718,969,1388,1277,692,1424,138,7435,218,623,772,1089,1584,1404,806,1563,144,8199,256,662,869,1238,1704,1407,773,1660,145,8707,368,826,882,1256,1466,1214,649,1506,122,8289,323,839,858,853,852,836,376,1022,101,6057
102,11,7,6,11,14,5,7,6,25,91,7,7,3,17,10,22,4,11,24,105,7,7,20,15,20,17,9,4,24,126,10,11,10,18,24,20,4,24,17,139,7,14,9,16,13,18,4,11,17,116,13,12,12,6,3,9,4,10,20,86,0,10,8,9,5,4,0,9,15,55,3,4,0,3,0,3,0,0,14,31,3,5,0,0,0,0,0,0,22,37,80,148,109,138,138,149,32,94,232,1115,300,4176,1027,615,712,485,129,100,163,7697,321,1675,1354,1390,2145,1545,630,522,240,9833,390,815,892,1074,2187,1925,876,1031,166,9362,489,916,1248,1101,1894,1837,874,1224,180,9757,370,1061,1297,1272,1761,1772,863,1362,182,9932,270,1027,1416,1610,2161,2247,989,1577,203,11493,286,1011,1380,1747,2361,2332,1039,1822,197,12169,345,854,1319,1833,2474,2156,1031,1751,183,11944,425,932,1310,1750,2269,1827,851,1466,148,10970,330,962,1081,1027,1275,1030,453,827,120,7112
103,8,7,7,10,9,10,9,20,14,89,4,9,13,10,11,14,9,26,19,113,3,3,7,11,14,24,8,21,14,118,3,15,10,8,18,16,9,25,22,125,17,18,13,10,5,13,3,26,15,125,7,15,15,12,9,11,6,11,21,99,3,5,15,7,0,7,0,14,19,72,3,7,6,4,0,7,3,7,20,62,9,10,4,3,0,8,3,16,34,82,86,129,114,112,122,145,67,202,253,1230,230,2271,464,363,558,460,189,150,184,4867,254,846,655,797,1604,1258,662,722,196,6999,353,576,597,700,1618,1383,908,1359,152,7641,401,715,787,830,1388,1298,874,1572,157,8021,266,570,797,861,1340,1344,808,1655,160,7803,215,652,814,1037,1598,1551,948,1885,153,8852,243,586,801,1098,1804,1630,1023,1937,146,9265,269,591,793,1152,1902,1600,943,1848,151,9252,348,649,822,1056,1665,1513,793,1753,123,8731,298,675,747,729,946,948,454,1197,98,6091
104,0,3,0,5,8,11,3,12,6,46,5,9,5,9,5,9,0,6,14,68,4,10,5,5,7,6,3,13,13,72,7,8,12,9,6,9,6,10,14,88,3,10,7,13,9,8,3,18,8,68,4,8,14,8,3,3,3,6,16,71,3,5,3,0,0,5,0,0,12,30,3,3,4,0,0,3,0,3,4,19,3,3,3,0,0,0,0,4,28,42,51,90,65,70,68,68,26,81,154,679,140,1708,349,272,312,159,54,31,98,3118,129,502,410,616,926,513,221,214,101,3634,166,366,403,512,940,619,322,446,89,3854,183,448,416,570,897,612,341,545,67,4088,141,433,523,632,832,682,367,645,68,4327,126,467,603,821,1074,952,467,794,84,5383,130,509,626,853,1210,925,523,891,89,5760,198,477,656,991,1237,956,463,884,104,5970,249,585,734,994,1145,844,440,859,78,5942,200,631,601,661,649,512,270,559,73,4165
105,0,4,9,7,13,13,0,9,7,67,5,3,0,12,8,7,4,16,13,61,0,4,5,8,13,8,14,14,7,70,5,8,7,6,10,13,4,23,10,86,11,8,10,3,11,12,3,14,14,87,9,11,3,0,3,10,3,16,21,72,5,13,6,4,4,4,4,15,15,67,5,4,3,3,0,0,6,10,12,35,0,6,3,6,0,3,0,3,28,47,63,84,50,55,88,89,54,145,170,791,91,1029,231,179,303,176,98,114,92,2324,133,302,325,425,919,697,358,476,107,3746,202,289,320,419,1058,939,528,904,103,4752,260,342,413,451,883,772,434,896,91,4550,133,310,360,473,811,718,369,872,86,4134,109,281,324,510,905,797,432,1031,97,4486,102,286,354,568,1028,845,447,1168,101,4894,151,299,359,533,1113,923,457,1234,94,5170,208,316,372,578,969,880,440,1181,89,5030,173,331,344,390,603,543,268,809,83,3543
106,3,8,8,11,6,11,8,12,15,90,4,10,6,12,13,17,7,16,27,108,0,11,10,8,17,18,3,16,20,99,12,11,10,13,22,12,8,17,22,121,13,9,9,8,12,7,5,16,13,98,6,9,4,3,12,8,5,9,18,81,3,7,3,6,3,6,7,6,11,54,0,0,3,5,0,0,0,0,15,25,3,3,0,3,0,0,0,3,30,48,64,126,77,94,131,115,63,136,234,1031,257,3368,776,508,661,474,217,216,160,6635,301,1199,1006,1158,2000,1553,843,898,219,9193,436,730,821,1006,2201,1944,1346,1659,187,10338,527,804,1074,998,1909,1848,1400,1941,168,10679,317,865,1036,1085,1767,1705,1251,2012,189,10244,322,867,1089,1350,1986,2022,1340,2154,192,11324,308,782,1044,1297,2131,2009,1375,2143,198,11298,341,764,1041,1269,2162,1879,1273,1917,161,10798,401,795,951,1186,1779,1526,1064,1702,138,9540,256,773,823,726,957,887,482,918,104,5925
107,8,9,5,5,15,8,0,10,13,75,3,4,9,10,5,17,0,5,17,77,3,10,7,15,13,9,12,14,19,97,7,15,7,17,13,22,3,18,23,119,3,3,13,6,17,13,0,11,13,83,4,16,13,5,7,9,4,6,18,74,3,9,6,4,8,0,4,0,9,48,0,6,3,0,5,3,0,4,19,30,3,3,0,0,0,0,0,0,32,37,55,133,94,104,122,126,30,91,230,981,248,3733,818,443,602,472,130,88,154,6693,303,2404,1585,1461,2062,1663,629,555,266,10924,425,926,989,1142,2202,2035,923,975,167,9778,516,893,1237,1138,2054,1945,928,1289,169,10169,398,958,1364,1261,2002,1749,954,1422,125,10234,279,962,1467,1558,2234,2155,1129,1704,140,11632,277,903,1241,1467,2425,2156,1142,1727,167,11501,356,854,1225,1601,2544,2115,1108,1711,145,11658,411,848,1130,1328,2202,1706,989,1360,114,10092,325,841,913,781,1055,855,381,742,88,5971
108,3,6,12,8,9,15,3,5,14,82,5,6,10,11,9,10,4,17,14,97,3,9,4,17,12,15,10,14,23,108,12,19,8,17,12,15,9,28,20,127,13,15,11,11,13,12,7,15,30,130,14,15,5,9,10,16,3,8,30,111,4,9,7,8,3,3,0,7,18,59,0,12,3,3,3,0,0,3,21,42,0,3,0,0,3,0,0,5,39,56,75,158,80,119,101,108,49,129,288,1098,250,2383,442,338,415,221,91,60,164,4367,207,622,555,719,1159,676,342,321,155,4757,217,506,519,698,1174,853,462,579,105,5120,294,525,598,772,1063,848,421,738,102,5358,203,578,774,829,1104,945,480,801,128,5847,191,595,781,1122,1446,1298,643,1147,138,7369,220,641,907,1226,1652,1386,674,1232,164,8112,287,762,959,1406,1706,1332,675,1377,153,8655,398,846,1038,1405,1624,1265,646,1223,151,8595,303,831,884,965,911,736,365,771,111,5874
109,3,3,6,4,8,9,5,13,6,52,7,3,0,4,10,5,0,16,4,52,4,3,3,4,13,13,3,22,9,77,3,3,5,8,5,15,0,15,5,54,9,4,7,10,10,14,9,15,19,84,16,9,5,4,4,10,7,14,11,73,8,3,7,0,3,4,0,14,24,60,0,12,0,0,0,0,0,3,7,29,3,3,3,0,0,3,0,0,10,28,67,71,41,48,66,86,36,130,131,675,127,1555,264,220,343,239,98,70,102,3021,120,597,402,551,1008,733,354,308,127,4204,200,347,335,527,922,822,468,640,69,4329,239,399,480,530,882,741,464,692,84,4511,144,424,460,542,754,735,430,803,72,4357,126,371,501,648,858,923,513,941,92,4970,131,368,483,704,1044,935,565,1091,90,5410,203,342,485,772,1066,982,532,1152,86,5632,279,384,521,763,1022,860,513,1089,94,5530,237,492,486,518,629,587,268,744,75,4031
110,9,4,3,4,9,9,0,14,19,75,4,4,3,12,14,11,6,20,25,97,4,8,8,14,11,17,3,19,18,98,6,11,3,13,20,11,7,27,11,111,3,13,12,15,14,24,5,26,19,122,4,15,6,13,12,20,5,31,15,129,3,9,13,10,3,7,3,22,13,80,0,9,6,7,0,3,0,9,16,54,13,5,9,3,6,4,0,8,27,73,63,122,81,114,120,142,49,212,250,1155,213,2009,448,380,534,348,136,129,175,4370,227,687,554,753,1449,1039,542,588,186,6028,294,521,503,654,1528,1332,722,1060,133,6749,314,523,639,773,1369,1150,741,1206,123,6841,239,565,582,793,1269,1146,605,1324,128,6649,176,560,670,911,1449,1312,705,1544,134,7464,201,526,629,993,1587,1371,726,1805,143,7977,218,563,709,1010,1684,1392,746,1857,141,8313,304,597,716,1010,1549,1243,683,1727,159,7989,268,584,606,735,927,863,413,1295,107,5801
