SA4_CODE_2016,F_EWFT_25_29_OM_UIE,F_EWFT_25_29_CFW,F_EWFT_25_29_ES_NS,F_EWFT_25_29_Tot,F_EWFT_30_34_E,F_EWFT_30_34_OM_IE,F_EWFT_30_34_OM_UIE,F_EWFT_30_34_CFW,F_EWFT_30_34_ES_NS,F_EWFT_30_34_Tot,F_EWFT_35_39_E,F_EWFT_35_39_OM_IE,F_EWFT_35_39_OM_UIE,F_EWFT_35_39_CFW,F_EWFT_35_39_ES_NS,F_EWFT_35_39_Tot,F_EWFT_40_44_E,F_EWFT_40_44_OM_IE,F_EWFT_40_44_OM_UIE,F_EWFT_40_44_CFW,F_EWFT_40_44_ES_NS,F_EWFT_40_44_Tot,F_EWFT_45_49_E,F_EWFT_45_49_OM_IE,F_EWFT_45_49_OM_UIE,F_EWFT_45_49_CFW,F_EWFT_45_49_ES_NS,F_EWFT_45_49_Tot,F_EWFT_50_54_E,F_EWFT_50_54_OM_IE,F_EWFT_50_54_OM_UIE,F_EWFT_50_54_CFW,F_EWFT_50_54_ES_NS,F_EWFT_50_54_Tot,F_EWFT_55_59_E,F_EWFT_55_59_OM_IE,F_EWFT_55_59_OM_UIE,F_EWFT_55_59_CFW,F_EWFT_55_59_ES_NS,F_EWFT_55_59_Tot,F_EWFT_60_64_E,F_EWFT_60_64_OM_IE,F_EWFT_60_64_OM_UIE,F_EWFT_60_64_CFW,F_EWFT_60_64_ES_NS,F_EWFT_60_64_Tot,F_EWFT_65_69_E,F_EWFT_65_69_OM_IE,F_EWFT_65_69_OM_UIE,F_EWFT_65_69_CFW,F_EWFT_65_69_ES_NS,F_EWFT_65_69_Tot,F_EWFT_70_74_E,F_EWFT_70_74_OM_IE,F_EWFT_70_74_OM_UIE,F_EWFT_70_74_CFW,F_EWFT_70_74_ES_NS,F_EWFT_70_74_Tot,F_EWFT_75ov_E,F_EWFT_75ov_OM_IE,F_EWFT_75ov_OM_UIE,F_EWFT_75ov_CFW,F_EWFT_75ov_ES_NS,F_EWFT_75ov_Tot,F_EWFT_Tot_E,F_EWFT_Tot_OM_IE,F_EWFT_Tot_OM_UIE,F_EWFT_Tot_CFW,F_EWFT_Tot_ES_NS,F_EWFT_Tot_Tot,F_EWPT_15_19_E,F_EWPT_15_19_OM_IE,F_EWPT_15_19_OM_UIE,F_EWPT_15_19_CFW,F_EWPT_15_19_ES_NS,F_EWPT_15_19_Tot,F_EWPT_20_24_E,F_EWPT_20_24_OM_IE,F_EWPT_20_24_OM_UIE,F_EWPT_20_24_CFW,F_EWPT_20_24_ES_NS,F_EWPT_20_24_Tot,F_EWPT_25_29_E,F_EWPT_25_29_OM_IE,F_EWPT_25_29_OM_UIE,F_EWPT_25_29_CFW,F_EWPT_25_29_ES_NS,F_EWPT_25_29_Tot,F_EWPT_30_34_E,F_EWPT_30_34_OM_IE,F_EWPT_30_34_OM_UIE,F_EWPT_30_34_CFW,F_EWPT_30_34_ES_NS,F_EWPT_30_34_Tot,F_EWPT_35_39_E,F_EWPT_35_39_OM_IE,F_EWPT_35_39_OM_UIE,F_EWPT_35_39_CFW,F_EWPT_35_39_ES_NS,F_EWPT_35_39_Tot,F_EWPT_40_44_E,F_EWPT_40_44_OM_IE,F_EWPT_40_44_OM_UIE,F_EWPT_40_44_CFW,F_EWPT_40_44_ES_NS,F_EWPT_40_44_Tot,F_EWPT_45_49_E,F_EWPT_45_49_OM_IE,F_EWPT_45_49_OM_UIE,F_EWPT_45_49_CFW,F_EWPT_45_49_ES_NS,F_EWPT_45_49_Tot,F_EWPT_50_54_E,F_EWPT_50_54_OM_IE,F_EWPT_50_54_OM_UIE,F_EWPT_50_54_CFW,F_EWPT_50_54_ES_NS,F_EWPT_50_54_Tot,F_EWPT_55_59_E,F_EWPT_55_59_OM_IE,F_EWPT_55_59_OM_UIE,F_EWPT_55_59_CFW,F_EWPT_55_59_ES_NS,F_EWPT_55_59_Tot,F_EWPT_60_64_E,F_EWPT_60_64_OM_IE,F_EWPT_60_64_OM_UIE,F_EWPT_60_64_CFW,F_EWPT_60_64_ES_NS,F_EWPT_60_64_Tot,F_EWPT_65_69_E,F_EWPT_65_69_OM_IE,F_EWPT_65_69_OM_UIE,F_EWPT_65_69_CFW,F_EWPT_65_69_ES_NS,F_EWPT_65_69_Tot,F_EWPT_70_74_E,F_EWPT_70_74_OM_IE,F_EWPT_70_74_OM_UIE,F_EWPT_70_74_CFW,F_EWPT_70_74_ES_NS,F_EWPT_70_74_Tot,F_EWPT_75ov_E,F_EWPT_75ov_OM_IE,F_EWPT_75ov_OM_UIE,F_EWPT_75ov_CFW,F_EWPT_75ov_ES_NS,F_EWPT_75ov_Tot,F_EWPT_Tot_E,F_EWPT_Tot_OM_IE,F_EWPT_Tot_OM_UIE,F_EWPT_Tot_CFW,F_EWPT_Tot_ES_NS,F_EWPT_Tot_Tot,F_EAFW_E,F_EAFW_OM_IE,F_EAFW_OM_UIE,F_EAFW_CFW,F_EAFW_ES_NS,F_EAFW_Tot,F_H_NS_E,F_H_NS_OM_IE,F_H_NS_OM_UIE,F_H_NS_CFW,F_H_NS_ES_NS,F_H_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_EWFT_15_19_E,P_EWFT_15_19_OM_IE,P_EWFT_15_19_OM_UIE,P_EWFT_15_19_CFW,P_EWFT_15_19_ES_NS,P_EWFT_15_19_Tot,P_EWFT_20_24_E,P_EWFT_20_24_OM_IE,P_EWFT_20_24_OM_UIE,P_EWFT_20_24_CFW,P_EWFT_20_24_ES_NS,P_EWFT_20_24_Tot,P_EWFT_25_29_E,P_EWFT_25_29_OM_IE,P_EWFT_25_29_OM_UIE,P_EWFT_25_29_CFW,P_EWFT_25_29_ES_NS,P_EWFT_25_29_Tot,P_EWFT_30_34_E,P_EWFT_30_34_OM_IE,P_EWFT_30_34_OM_UIE,P_EWFT_30_34_CFW,P_EWFT_30_34_ES_NS,P_EWFT_30_34_Tot,P_EWFT_35_39_E,P_EWFT_35_39_OM_IE,P_EWFT_35_39_OM_UIE,P_EWFT_35_39_CFW
101,55,12,10,1507,1105,48,76,14,8,1248,1089,90,109,36,8,1336,1416,136,180,37,10,1782,1716,178,240,46,17,2195,1723,167,248,73,24,2233,1390,138,220,72,19,1837,768,85,155,73,18,1090,198,52,92,70,10,413,32,21,52,42,5,155,21,3,25,38,3,93,12602,953,1463,517,141,15683,1842,0,11,18,28,1891,1162,3,25,8,8,1207,987,17,48,31,5,1081,1196,52,90,31,15,1378,1296,75,147,61,3,1583,1427,84,183,65,18,1775,1531,87,178,71,21,1890,1720,89,173,58,18,2058,1689,97,190,65,16,2062,1155,72,212,98,15,1549,469,52,135,84,7,756,132,30,81,82,3,317,45,11,42,42,4,134,14628,675,1501,710,163,17687,1253,49,125,52,34,1518,435,19,57,59,86,658,28918,1702,3155,1342,433,35539,1221,8,7,3,21,1255,3364,48,108,18,18,3553,3721,129,194,20,22,4092,3267,264,315,36,17,3895,3048,391,374,65
102,83,5,10,2601,1827,99,93,14,6,2028,1765,126,129,26,12,2069,2408,204,205,30,23,2863,2825,242,236,32,24,3354,2715,208,211,42,24,3199,2384,170,152,36,16,2756,1196,82,87,23,6,1400,252,47,34,7,3,345,42,11,18,6,0,86,11,9,6,4,0,20,20470,1229,1284,230,151,23363,3511,10,18,9,44,3583,2559,3,51,15,13,2643,1695,30,118,28,15,1884,2207,86,217,45,15,2573,2451,137,311,60,14,2968,2781,164,340,68,17,3360,2771,179,315,77,31,3371,2709,140,245,48,27,3167,2518,136,257,70,36,3015,1698,96,204,61,21,2085,648,86,113,39,19,900,201,45,49,26,6,314,43,16,20,11,0,85,25784,1112,2246,557,259,29956,2184,64,108,32,43,2429,661,29,50,43,96,880,49098,2432,3685,860,550,56630,1400,4,4,3,15,1424,4638,37,122,11,33,4842,5494,175,310,17,30,6028,4975,429,367,34,27,5829,4641,553,478,52
103,59,8,8,1883,1379,48,104,24,9,1564,1400,84,147,29,16,1678,1870,101,190,40,23,2229,2073,163,203,55,24,2513,1968,157,224,80,28,2450,1691,109,215,66,18,2103,897,79,154,87,10,1230,237,35,119,84,7,476,36,20,48,51,3,157,30,3,44,41,8,119,15319,843,1541,571,180,18447,1849,3,13,22,16,1903,1429,5,26,17,19,1494,1211,17,69,27,8,1331,1613,60,128,59,13,1876,1538,61,191,55,9,1852,1772,80,184,39,15,2091,1706,87,149,42,19,2008,1677,71,168,60,18,1994,1568,65,178,54,27,1895,1035,72,167,92,22,1388,438,47,118,85,14,706,157,25,77,62,8,327,46,12,61,52,6,175,16035,602,1530,667,203,19032,1620,48,107,60,37,1876,514,25,48,89,111,784,33488,1519,3222,1379,533,40144,1320,10,3,6,23,1363,4034,36,110,16,42,4248,4808,139,253,30,43,5269,4390,271,365,61,37,5130,4167,361,500,76
104,44,4,7,921,720,29,62,10,3,821,728,51,68,21,6,864,1070,74,125,18,7,1301,1257,95,162,19,15,1548,1213,96,143,31,10,1489,1176,71,137,39,13,1437,538,62,96,31,9,734,125,20,36,17,0,206,18,3,9,5,0,37,9,0,6,4,0,20,8582,518,918,205,82,10297,1341,0,4,10,16,1367,856,0,21,4,11,900,752,13,44,14,13,836,910,17,87,14,10,1034,1031,40,118,22,13,1222,1191,46,154,32,14,1436,1256,59,145,44,12,1519,1312,59,134,38,12,1553,1325,51,143,51,15,1579,911,51,129,45,17,1148,293,18,82,38,7,437,76,13,37,20,7,149,29,3,19,20,4,66,11280,376,1111,347,145,13257,927,29,83,32,23,1085,268,12,33,34,77,428,21054,928,2142,614,327,25067,542,0,8,3,9,556,1786,12,53,12,18,1879,2121,50,125,18,14,2324,2052,120,189,28,13,2402,2025,175,249,49
105,53,4,7,1458,888,26,64,18,6,1004,826,47,81,21,15,983,1039,81,95,35,5,1258,1168,93,110,60,14,1448,1258,87,153,61,17,1571,1064,66,147,71,17,1371,603,45,109,69,14,841,143,25,71,39,0,281,43,5,35,35,3,125,13,10,27,25,0,73,9585,509,976,453,103,11633,885,3,3,7,5,903,664,4,7,14,6,689,687,4,27,16,12,743,853,20,64,25,3,967,809,25,65,27,16,940,762,22,62,30,11,884,797,24,74,25,8,932,752,28,68,26,10,892,781,21,71,40,10,927,535,26,71,38,5,678,234,17,45,37,13,346,72,8,35,24,7,151,36,7,29,30,8,108,7874,212,626,343,109,9160,851,19,62,32,37,996,314,15,22,53,66,472,18626,753,1683,882,315,22266,672,4,7,9,6,693,2311,23,80,15,23,2455,3115,63,187,31,27,3425,2534,139,240,45,32,2987,2227,174,278,54
106,66,13,6,2331,1786,60,77,19,14,1948,1617,82,114,21,13,1847,2018,164,149,34,18,2378,2194,176,174,35,17,2594,2038,169,172,51,15,2443,1573,125,171,55,18,1940,695,86,99,30,9,919,173,35,50,38,7,305,32,14,18,23,0,86,16,6,5,17,0,51,16656,954,1137,331,134,19212,2722,4,11,8,26,2767,2005,4,31,12,16,2074,1648,19,100,27,3,1802,1975,49,175,40,12,2258,2092,73,184,50,19,2413,2329,104,218,53,23,2719,2141,87,189,54,22,2493,2057,81,166,63,20,2393,1792,106,155,52,19,2122,1144,68,159,70,14,1462,419,69,99,70,9,663,106,30,50,42,3,226,43,5,40,27,3,114,20474,704,1575,553,185,23500,1810,46,90,29,27,1999,536,31,45,53,109,779,39479,1729,2855,965,460,45486,1531,3,9,3,23,1566,5119,35,95,6,44,5298,6776,143,188,16,27,7157,6467,305,259,32,33,7099,5991,374,294,44
107,102,5,7,2626,1998,73,104,7,5,2191,1766,92,152,22,6,2039,2379,135,192,31,6,2751,2597,144,188,36,15,2978,2576,152,185,37,16,2964,2123,108,123,25,13,2398,926,62,70,11,7,1079,206,21,17,13,3,262,26,8,9,0,3,55,10,0,0,5,0,18,19592,846,1203,193,122,21955,2944,8,10,15,19,2999,3080,11,46,15,16,3168,1821,23,92,18,17,1965,2242,66,193,37,11,2540,2502,115,266,41,20,2948,2797,116,329,50,24,3313,2553,122,233,36,24,2972,2513,90,199,52,25,2869,2159,88,170,28,20,2475,1347,80,144,40,19,1632,477,60,74,33,5,646,125,20,21,16,3,190,36,3,12,3,0,64,24604,808,1785,384,198,27776,2093,49,98,22,32,2297,526,17,32,39,106,721,46821,1721,3113,642,456,52747,1269,5,5,0,14,1291,4696,50,129,9,30,4906,5654,183,243,15,37,6130,5404,389,366,20,31,6216,5086,529,436,38
108,45,7,8,1186,910,39,76,16,4,1040,987,62,99,22,9,1174,1503,108,172,41,13,1840,1741,137,182,39,18,2114,1778,143,219,41,17,2193,1637,130,198,49,17,2029,779,79,111,45,18,1032,190,40,60,33,3,331,27,8,39,16,0,92,19,6,14,13,0,53,11867,761,1242,323,120,14315,1810,0,10,7,38,1868,1123,6,15,10,14,1164,1077,14,51,27,14,1175,1185,39,104,35,3,1365,1415,55,154,29,20,1673,1613,85,171,39,22,1929,1766,63,193,44,19,2080,1919,80,185,49,31,2265,1970,68,207,68,22,2330,1275,68,189,72,18,1628,499,49,100,69,12,732,135,21,63,48,3,272,43,10,25,23,3,104,15827,557,1469,528,211,18587,1355,38,126,48,44,1614,425,22,57,62,137,700,29471,1376,2891,958,515,35213,759,0,8,0,15,788,2383,15,67,7,19,2497,2797,64,166,14,29,3075,2619,168,237,26,24,3069,2679,255,327,35
109,50,4,10,1077,780,34,46,15,3,884,746,51,54,23,12,887,930,78,116,25,8,1161,1096,115,124,40,21,1398,1188,113,123,48,10,1481,1066,83,113,49,16,1325,510,57,96,36,6,700,110,33,45,31,8,232,10,12,23,28,0,74,9,4,17,22,0,55,8529,606,832,324,97,10388,1203,0,7,21,14,1246,1028,0,12,4,9,1055,813,9,28,8,8,866,998,37,82,28,6,1153,976,44,93,42,8,1162,1071,58,93,35,8,1269,1051,67,83,41,10,1249,1101,62,74,28,5,1273,1074,40,81,52,13,1252,778,47,85,56,13,984,333,34,64,29,7,465,82,8,26,30,9,149,30,10,22,21,3,88,10534,419,744,399,109,12207,1049,47,70,50,32,1239,301,10,26,48,58,448,20419,1085,1666,819,289,24281,723,7,3,4,4,749,2283,29,59,15,15,2399,2568,93,159,15,26,2861,2360,160,192,46,24,2778,2141,257,237,59
110,59,14,16,1764,1349,42,98,22,8,1510,1313,74,113,41,10,1551,1555,92,158,58,19,1876,1783,127,203,68,17,2203,1782,140,218,102,30,2272,1567,131,241,108,25,2072,821,82,199,107,19,1225,209,48,137,82,11,492,46,16,64,66,3,189,20,7,37,51,3,115,13774,786,1554,721,169,16994,1607,3,4,22,22,1655,1219,4,25,9,19,1271,1089,14,54,21,8,1185,1302,28,120,35,8,1499,1308,49,129,50,9,1551,1449,65,135,63,10,1725,1423,51,142,37,19,1671,1436,51,132,60,18,1699,1338,74,149,81,21,1663,932,59,138,92,26,1240,386,37,126,87,19,655,140,28,68,72,8,316,43,10,47,54,10,163,13667,480,1275,669,189,16285,1388,51,97,66,36,1643,481,18,46,106,111,766,29310,1336,2975,1566,493,35683,1110,0,7,13,13,1146,3452,31,85,20,29,3619,4222,117,219,26,47,4641,3845,191,338,60,30,4470,3537,292,403,81
