SA4_CODE_2016,SS_NS_1000_1249_Mng,SS_NS_1000_1249_Pro,SS_NS_1000_1249_TecTW,SS_NS_1000_1249_CoPSW,SS_NS_1000_1249_ClAW,SS_NS_1000_1249_SWks,SS_NS_1000_1249_MaOpDv,SS_NS_1000_1249_Lab,SS_NS_1000_1249_IDNS,SS_NS_1000_1249_Tot,SS_NS_1250_1499_Mng,SS_NS_1250_1499_Pro,SS_NS_1250_1499_TecTW,SS_NS_1250_1499_CoPSW,SS_NS_1250_1499_ClAW,SS_NS_1250_1499_SWks,SS_NS_1250_1499_MaOpDv,SS_NS_1250_1499_Lab,SS_NS_1250_1499_IDNS,SS_NS_1250_1499_Tot,SS_NS_1500_1749_Mng,SS_NS_1500_1749_Pro,SS_NS_1500_1749_TecTW,SS_NS_1500_1749_CoPSW,SS_NS_1500_1749_ClAW,SS_NS_1500_1749_SWks,SS_NS_1500_1749_MaOpDv,SS_NS_1500_1749_Lab,SS_NS_1500_1749_IDNS,SS_NS_1500_1749_Tot,SS_NS_1750_1999_Mng,SS_NS_1750_1999_Pro,SS_NS_1750_1999_TecTW,SS_NS_1750_1999_CoPSW,SS_NS_1750_1999_ClAW,SS_NS_1750_1999_SWks,SS_NS_1750_1999_MaOpDv,SS_NS_1750_1999_Lab,SS_NS_1750_1999_IDNS,SS_NS_1750_1999_Tot,SS_NS_2000_2999_Mng,SS_NS_2000_2999_Pro,SS_NS_2000_2999_TecTW,SS_NS_2000_2999_CoPSW,SS_NS_2000_2999_ClAW,SS_NS_2000_2999_SWks,SS_NS_2000_2999_MaOpDv,SS_NS_2000_2999_Lab,SS_NS_2000_2999_IDNS,SS_NS_2000_2999_Tot,SS_NS_3000mo_Mng,SS_NS_3000mo_Pro,SS_NS_3000mo_TecTW,SS_NS_3000mo_CoPSW,SS_NS_3000mo_ClAW,SS_NS_3000mo_SWks,SS_NS_3000mo_MaOpDv,SS_NS_3000mo_Lab,SS_NS_3000mo_IDNS,SS_NS_3000mo_Tot,SS_NS_PINS_Mng,SS_NS_PINS_Pro,SS_NS_PINS_TecTW,SS_NS_PINS_CoPSW,SS_NS_PINS_ClAW,SS_NS_PINS_SWks,SS_NS_PINS_MaOpDv,SS_NS_PINS_Lab,SS_NS_PINS_IDNS,SS_NS_PINS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_IDNS,SS_NS_Tot_Tot,Tot_NNI_Mng,Tot_NNI_Pro,Tot_NNI_TecTW,Tot_NNI_CoPSW,Tot_NNI_ClAW,Tot_NNI_SWks,Tot_NNI_MaOpDv,Tot_NNI_Lab,Tot_NNI_IDNS,Tot_NNI_Tot,Tot_1_149_Mng,Tot_1_149_Pro,Tot_1_149_TecTW,Tot_1_149_CoPSW,Tot_1_149_ClAW,Tot_1_149_SWks,Tot_1_149_MaOpDv,Tot_1_149_Lab,Tot_1_149_IDNS,Tot_1_149_Tot,Tot_150_299_Mng,Tot_150_299_Pro,Tot_150_299_TecTW,Tot_150_299_CoPSW,Tot_150_299_ClAW,Tot_150_299_SWks,Tot_150_299_MaOpDv,Tot_150_299_Lab,Tot_150_299_IDNS,Tot_150_299_Tot,Tot_300_399_Mng,Tot_300_399_Pro,Tot_300_399_TecTW,Tot_300_399_CoPSW,Tot_300_399_ClAW,Tot_300_399_SWks,Tot_300_399_MaOpDv,Tot_300_399_Lab,Tot_300_399_IDNS,Tot_300_399_Tot,Tot_400_499_Mng,Tot_400_499_Pro,Tot_400_499_TecTW,Tot_400_499_CoPSW,Tot_400_499_ClAW,Tot_400_499_SWks,Tot_400_499_MaOpDv,Tot_400_499_Lab,Tot_400_499_IDNS,Tot_400_499_Tot,Tot_500_649_Mng,Tot_500_649_Pro,Tot_500_649_TecTW,Tot_500_649_CoPSW,Tot_500_649_ClAW,Tot_500_649_SWks,Tot_500_649_MaOpDv,Tot_500_649_Lab,Tot_500_649_IDNS,Tot_500_649_Tot,Tot_650_799_Mng,Tot_650_799_Pro,Tot_650_799_TecTW,Tot_650_799_CoPSW,Tot_650_799_ClAW,Tot_650_799_SWks,Tot_650_799_MaOpDv,Tot_650_799_Lab,Tot_650_799_IDNS,Tot_650_799_Tot,Tot_800_999_Mng,Tot_800_999_Pro,Tot_800_999_TecTW,Tot_800_999_CoPSW,Tot_800_999_ClAW,Tot_800_999_SWks,Tot_800_999_MaOpDv,Tot_800_999_Lab,Tot_800_999_IDNS,Tot_800_999_Tot,Tot_1000_1249_Mng,Tot_1000_1249_Pro,Tot_1000_1249_TecTW,Tot_1000_1249_CoPSW,Tot_1000_1249_ClAW,Tot_1000_1249_SWks,Tot_1000_1249_MaOpDv,Tot_1000_1249_Lab,Tot_1000_1249_IDNS,Tot_1000_1249_Tot,Tot_1250_1499_Mng,Tot_1250_1499_Pro,Tot_1250_1499_TecTW,Tot_1250_1499_CoPSW,Tot_1250_1499_ClAW,Tot_1250_1499_SWks,Tot_1250_1499_MaOpDv,Tot_1250_1499_Lab,Tot_1250_1499_IDNS,Tot_1250_1499_Tot,Tot_1500_1749_Mng,Tot_1500_1749_Pro,Tot_1500_1749_TecTW,Tot_1500_1749_CoPSW,Tot_1500_1749_ClAW,Tot_1500_1749_SWks,Tot_1500_1749_MaOpDv,Tot_1500_1749_Lab,Tot_1500_1749_IDNS,Tot_1500_1749_Tot,Tot_1750_1999_Mng,Tot_1750_1999_Pro,Tot_1750_1999_TecTW,Tot_1750_1999_CoPSW,Tot_1750_1999_ClAW,Tot_1750_1999_SWks,Tot_1750_1999_MaOpDv,Tot_1750_1999_Lab,Tot_1750_1999_IDNS,Tot_1750_1999_Tot
101,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,11,3,0,18,20,4,13,5,18,7,93,0,3,5,29,0,48,0,37,4,130,7,28,49,384,48,933,18,438,27,1936,6,17,27,154,24,252,10,124,9,625,10,7,71,99,24,84,4,42,0,354,6,14,166,76,20,74,7,37,7,401,9,15,187,97,40,48,5,29,3,426,8,13,116,53,23,33,9,23,0,279,13,18,56,38,27,9,4,14,0,179,0,15,17,14,16,4,3,7,0,81,3,13,5,3,3,0,0,3,0,26,0,3,6,0,0,0,0,0,0,14,0,0,0,0,3,0,0,0,0,3
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,5,26,16,4,33,0,10,9,108,0,0,5,18,3,57,0,40,4,136,23,53,49,616,81,1738,80,891,29,3575,28,55,55,374,66,723,66,313,9,1677,15,39,109,238,59,290,13,109,9,886,10,31,249,191,40,180,16,53,3,770,15,36,249,179,49,123,12,38,3,701,14,23,134,92,38,54,12,30,4,404,22,31,66,54,33,15,4,9,3,240,12,25,25,10,14,4,3,4,0,97,3,7,3,7,0,3,0,0,0,31,4,0,5,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0
103,0,0,4,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,7,4,26,12,3,19,3,28,11,123,4,3,3,33,6,38,0,46,18,145,17,36,36,345,36,895,26,482,31,1910,4,25,34,194,22,281,12,151,11,741,9,16,86,132,20,118,9,46,0,426,13,23,186,129,25,77,11,35,4,509,17,29,183,103,20,65,0,34,0,450,17,26,107,85,28,50,3,22,0,330,16,22,63,55,32,19,3,20,4,230,9,23,42,17,14,8,7,3,0,117,0,13,4,10,9,0,0,4,0,45,4,10,6,3,0,0,0,0,0,24,0,3,4,0,0,0,0,0,0,6
104,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,3,3,3,12,7,0,6,0,6,9,47,3,3,3,9,0,31,3,20,10,79,5,12,21,221,28,703,14,382,17,1403,5,10,15,74,9,206,4,99,4,431,7,6,47,56,14,61,0,30,3,218,12,3,80,59,16,51,8,23,0,248,13,11,91,62,20,24,6,16,0,244,11,13,62,38,21,22,0,15,0,184,3,18,22,19,12,5,0,0,0,82,0,14,3,12,4,3,0,0,0,37,3,3,3,8,0,0,0,0,0,17,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0
105,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,24,5,5,12,0,6,7,70,4,0,0,7,0,11,0,22,4,59,3,9,15,142,18,436,11,184,12,822,3,7,14,62,3,129,3,47,8,283,3,3,30,18,6,32,3,15,0,111,3,8,74,41,7,15,3,16,0,163,3,10,107,50,16,17,0,9,3,221,4,14,45,33,19,11,0,8,3,138,10,12,31,25,19,6,0,3,0,107,0,20,13,11,19,3,3,3,0,65,0,12,6,10,0,0,0,0,0,28,0,0,3,3,5,0,3,0,0,10,0,0,4,0,0,0,0,0,0,8
106,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,9,4,34,24,6,15,4,21,0,105,0,4,9,13,3,49,6,36,10,131,19,46,47,397,73,1302,63,802,35,2781,13,30,42,253,32,441,35,214,9,1057,11,16,95,151,36,193,14,98,8,613,14,20,179,103,45,104,7,49,3,520,16,27,250,115,42,91,8,50,9,607,14,32,136,113,32,43,6,32,3,408,25,28,81,43,30,22,3,5,0,241,11,17,57,23,13,3,9,4,3,145,3,17,29,6,3,0,3,0,0,69,0,4,11,4,4,0,0,0,0,26,0,3,13,0,0,0,0,0,0,15
107,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,9,3,4,17,17,7,14,3,22,13,102,5,9,3,39,11,64,10,32,13,176,16,123,45,654,106,1490,93,772,37,3330,21,98,77,511,121,684,62,302,25,1899,17,75,88,345,81,301,35,148,10,1102,15,65,245,243,70,209,14,87,10,951,23,86,282,208,64,141,21,52,9,887,23,69,159,118,64,54,8,25,3,519,16,59,69,57,39,20,5,12,3,283,14,55,39,16,31,5,0,7,0,175,4,49,11,8,5,0,0,4,0,83,4,9,0,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,4
108,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,10,23,12,3,17,0,15,9,92,0,4,0,17,0,43,0,39,17,119,17,20,39,330,42,1042,29,505,23,2043,8,8,35,99,14,243,18,102,3,534,8,16,41,83,12,72,0,33,4,269,0,11,126,69,10,44,6,32,4,298,10,9,146,56,28,40,7,18,0,315,5,9,63,42,29,23,0,19,0,196,0,12,26,17,12,4,0,5,0,93,4,9,13,11,8,5,0,6,3,46,0,11,0,3,3,0,0,0,0,18,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4
109,0,0,5,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,12,5,0,7,0,7,4,42,7,0,4,19,0,16,3,19,11,79,12,24,23,211,34,659,16,294,16,1295,10,14,17,132,15,208,8,81,10,483,4,6,39,85,13,64,3,39,0,261,3,10,119,53,19,51,5,27,0,280,10,17,122,68,12,38,0,17,3,288,3,17,59,39,18,11,7,7,4,168,9,20,31,24,12,3,3,9,0,114,8,10,19,3,3,0,0,3,0,50,0,4,3,0,0,0,0,0,0,15,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
110,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,10,9,3,22,12,10,17,3,18,3,95,10,7,7,9,4,35,3,30,9,108,17,35,57,249,36,856,25,385,33,1691,10,19,29,135,23,272,21,130,5,650,7,17,58,84,26,83,13,61,4,348,3,26,111,77,21,67,0,35,0,342,12,27,132,81,36,70,7,40,0,402,15,35,79,60,39,39,7,20,4,302,14,31,33,30,33,16,7,14,3,180,10,22,17,13,9,3,4,9,0,83,10,4,9,3,4,0,0,0,0,36,0,7,0,4,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,7
