SA4_CODE_2016,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000mo_Mng,Pvte_3000mo_Pro,Pvte_3000mo_TecTW,Pvte_3000mo_CoPSW,Pvte_3000mo_ClAW,Pvte_3000mo_SWks,Pvte_3000mo_MaOpDv,Pvte_3000mo_Lab,Pvte_3000mo_IDNS,Pvte_3000mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000mo_Mng,NS_3000mo_Pro,NS_3000mo_TecTW,NS_3000mo_CoPSW,NS_3000mo_ClAW,NS_3000mo_SWks,NS_3000mo_MaOpDv,NS_3000mo_Lab,NS_3000mo_IDNS,NS_3000mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot
101,834,668,314,61,119,98,135,53,21,2297,585,470,83,28,60,69,30,40,22,1388,194,80,160,94,86,147,57,169,46,1035,10440,6930,9586,7334,6311,7445,4241,7918,629,60823,3,0,4,0,0,0,0,4,26,41,4,0,7,6,3,3,0,4,29,54,3,3,8,6,7,0,0,10,33,68,3,0,6,6,0,4,0,14,37,75,4,3,0,3,5,6,3,8,32,67,0,0,3,10,3,3,5,8,33,71,3,0,12,8,0,6,0,8,24,65,8,0,10,8,7,0,6,5,30,78,3,4,6,4,12,0,5,8,31,75,0,6,4,0,3,0,4,4,11,30,3,3,3,0,5,0,0,0,9,26,5,0,3,0,0,0,0,0,8,23,0,8,0,0,0,0,0,0,9,22,6,3,0,0,0,0,0,7,11,29,10,4,16,8,5,3,10,5,112,168,55,38,77,66,53,32,39,91,435,886
102,1191,1392,439,49,306,191,147,73,38,3839,693,883,114,35,127,123,33,49,31,2098,155,154,208,174,129,183,99,128,50,1293,10094,13398,13017,11207,11366,12620,5626,9926,907,88156,0,0,0,4,0,3,0,3,34,45,0,3,3,8,0,6,0,8,28,59,3,0,7,14,0,3,0,12,29,72,0,3,8,7,4,5,4,11,47,89,0,3,7,4,8,11,3,7,43,83,3,3,9,13,4,3,4,10,40,91,0,7,14,10,3,0,4,18,60,111,3,8,9,5,3,0,4,13,45,97,5,17,13,3,5,0,7,10,44,112,3,4,3,4,0,0,0,3,9,34,0,3,0,0,0,3,3,0,25,46,3,0,0,0,0,4,3,0,12,31,4,4,0,3,0,0,0,0,13,24,0,0,0,0,0,0,0,0,13,15,6,16,19,15,12,14,8,11,154,251,40,73,98,88,41,64,41,99,605,1147
103,994,1048,942,45,213,116,1014,120,58,4555,759,641,356,20,88,67,188,61,28,2207,239,89,180,93,112,112,128,148,52,1145,11692,8496,10712,6853,7215,7441,6503,8554,702,68166,8,0,0,3,3,0,0,3,39,51,3,0,3,0,3,3,0,3,38,56,0,3,5,10,0,4,0,7,43,76,14,8,3,8,0,7,0,7,52,100,10,0,6,4,0,8,3,3,45,88,0,3,13,0,3,3,4,10,46,94,3,8,8,3,4,0,3,15,53,96,3,6,3,4,3,0,9,5,36,73,6,3,7,0,0,0,0,0,30,50,7,4,10,0,0,0,0,0,12,36,4,3,0,0,0,0,4,0,9,25,7,0,0,0,0,0,3,0,9,16,0,6,0,0,0,0,3,0,10,19,4,0,0,0,0,0,0,0,12,21,12,7,18,13,3,3,10,15,140,227,83,53,80,53,27,27,39,77,568,1018
104,387,516,121,21,99,56,50,35,15,1310,230,358,50,17,44,26,15,20,11,777,73,61,84,56,60,82,41,86,29,574,5413,5563,5660,5271,4724,5330,2579,5373,404,40317,3,6,0,0,0,3,0,3,21,35,4,0,0,0,0,6,0,0,15,28,4,0,3,3,0,3,0,3,16,33,3,0,3,6,3,4,0,9,37,67,4,0,4,5,3,0,7,13,34,70,3,0,0,10,5,3,0,13,33,64,6,4,9,9,0,0,3,10,21,59,0,3,7,3,0,3,3,4,19,39,3,3,9,0,0,0,0,0,21,40,0,0,0,0,3,0,0,0,11,25,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,0,0,0,4,6,0,0,0,0,0,0,0,0,9,9,3,0,11,4,6,0,0,3,83,108,36,24,43,41,22,23,17,60,317,592
105,525,520,446,34,80,68,288,40,17,2022,459,274,84,13,41,40,65,28,9,1025,237,50,122,72,58,76,60,124,32,831,7234,4249,5300,3929,3655,3953,3132,4694,378,36532,4,0,0,0,0,0,3,0,16,31,0,0,0,3,0,6,0,3,20,32,3,3,3,0,3,6,3,10,27,53,3,0,5,5,3,4,3,5,23,48,3,0,0,0,3,5,0,10,26,48,3,3,11,4,0,0,3,7,22,58,0,3,4,6,3,0,4,12,32,80,4,0,6,7,0,3,5,9,35,76,6,6,7,3,0,0,3,0,17,38,3,0,0,0,0,0,4,0,15,27,3,0,0,0,0,0,3,0,6,21,0,0,0,0,0,0,0,0,3,10,0,0,3,0,0,0,0,0,4,7,3,0,0,0,0,0,0,0,6,12,9,3,16,0,0,0,7,6,105,153,52,25,53,35,25,25,40,67,361,685
106,1203,1437,2259,54,350,118,2623,139,111,8293,1054,869,746,33,148,90,352,48,39,3381,166,107,259,105,108,157,174,198,54,1330,9891,9749,16261,8421,8767,9644,11178,10235,918,85065,3,0,3,4,3,0,0,3,27,51,0,0,4,3,0,4,0,9,17,33,0,0,4,11,0,4,0,3,24,60,0,0,3,4,5,0,4,11,43,69,4,4,0,11,4,4,0,16,49,98,0,3,11,7,5,5,4,16,43,105,8,5,12,9,0,0,5,12,41,85,8,8,8,4,3,0,6,10,46,95,5,5,15,3,4,0,12,4,40,92,4,0,5,0,0,0,5,3,21,39,0,6,8,0,0,0,0,3,20,35,0,0,3,0,0,0,7,0,17,22,0,5,0,0,3,0,4,3,11,28,0,0,3,0,0,0,0,3,9,21,6,13,16,13,0,4,9,4,121,195,41,61,99,68,29,42,52,102,531,1030
107,1275,1695,897,64,277,140,773,131,51,5300,792,1048,192,38,141,84,88,36,23,2441,106,127,174,143,118,142,87,142,58,1096,8763,13152,13080,10683,10339,10396,6068,8418,811,81715,0,0,5,10,4,0,0,3,26,46,0,4,0,8,0,5,0,3,36,59,0,0,7,3,6,8,4,9,41,82,0,3,10,8,3,3,3,7,39,70,0,0,9,8,0,0,3,7,54,83,4,5,15,6,3,3,3,8,40,88,0,3,18,4,4,6,4,6,39,83,6,3,16,7,4,4,9,0,42,99,3,13,18,3,4,0,3,14,52,104,0,3,8,0,7,3,3,0,18,47,3,0,3,0,3,0,8,0,18,35,3,3,0,0,0,0,0,0,5,19,0,3,0,0,0,0,0,0,5,16,4,0,0,0,0,0,0,0,10,14,13,14,24,12,5,8,10,19,153,252,34,62,126,71,47,42,49,82,581,1091
108,551,715,184,38,97,95,142,38,17,1881,300,571,76,21,61,56,25,28,10,1141,141,95,146,123,79,159,60,147,41,985,7516,8216,8282,7562,6485,7712,3614,7565,568,57527,0,3,3,0,0,0,0,4,30,39,3,3,0,7,0,9,0,4,35,52,4,0,3,3,3,7,0,15,30,61,4,0,10,14,0,6,0,5,63,107,5,5,9,5,3,0,7,15,57,103,0,0,8,12,4,8,3,19,43,98,6,6,16,6,4,3,0,7,45,88,3,3,16,4,3,3,5,8,31,70,0,0,9,0,0,0,7,0,22,49,4,0,0,3,0,0,0,0,7,18,5,0,0,0,0,0,3,0,7,16,0,0,0,0,0,0,0,0,5,10,0,0,3,0,0,0,0,0,5,14,0,0,0,0,0,0,0,0,9,10,4,4,3,15,9,3,12,14,120,191,34,28,73,64,38,46,37,84,513,918
109,643,501,164,20,107,69,74,41,22,1636,394,298,40,16,55,52,24,37,6,922,162,52,105,85,68,86,63,110,30,763,7639,4941,5953,4638,4487,4657,3174,5666,402,41543,3,0,0,0,0,0,0,0,29,38,0,0,0,0,0,3,0,12,14,32,0,0,3,3,0,5,0,6,21,39,0,0,0,3,0,0,0,9,20,37,4,0,0,3,3,0,3,6,16,44,11,0,5,3,8,3,0,12,39,74,3,0,12,0,3,0,3,7,21,42,6,0,7,5,0,0,6,7,22,61,0,7,7,0,3,0,0,3,16,39,4,6,0,0,3,0,0,4,11,29,0,3,0,0,0,0,0,0,6,8,0,3,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,4,4,8,16,3,0,8,8,15,88,138,35,31,47,23,22,27,25,74,315,605
110,827,735,350,27,148,82,425,55,33,2675,641,478,149,13,100,73,85,53,21,1608,294,94,148,96,104,109,95,192,66,1191,11738,7242,8086,5830,6399,6624,4912,9036,651,60523,15,0,5,0,3,8,0,4,36,70,8,0,5,4,0,6,0,6,23,46,6,0,6,3,0,3,0,9,32,65,5,0,5,5,3,0,0,9,32,77,7,0,7,5,3,6,7,5,36,74,8,3,13,3,3,8,3,21,53,115,9,3,16,10,3,3,12,15,42,112,5,4,9,4,0,0,0,9,41,76,5,5,4,3,0,3,3,3,36,61,3,3,5,0,0,0,3,0,11,23,4,0,0,3,0,0,0,0,10,19,5,3,0,0,0,0,0,0,7,17,4,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,6,7,3,5,19,6,7,10,9,21,135,223,93,29,96,47,27,51,42,110,512,1004
