SA4_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
101,12,47,8,3,7,9,0,12,3,98,64,908,65,11,11,3,5,3,20,1092,30,354,139,38,11,10,9,12,8,605,37,177,204,97,22,20,6,14,12,587,23,128,280,185,60,30,10,29,12,761,28,108,212,401,182,53,29,44,13,1072,38,62,105,282,408,142,91,49,13,1189,31,30,39,89,295,162,119,87,5,849,17,14,16,40,97,127,87,116,9,524,7,4,13,18,40,51,44,56,3,236,4,4,4,15,15,31,8,61,0,157,0,3,0,3,3,20,7,42,0,82,0,6,0,8,7,22,13,39,0,103,4,3,6,9,4,8,6,30,0,69,5,51,17,15,17,7,9,5,20,150,307,1901,1104,1211,1181,695,443,604,110,7557,0,0,0,3,3,4,0,4,0,20,3,30,5,3,5,4,0,3,0,60,4,41,18,11,13,4,0,5,3,100,9,44,43,15,17,9,0,7,3,153
102,10,61,17,7,3,4,0,12,13,127,125,1678,119,19,12,0,3,3,25,1985,65,907,334,74,14,16,4,8,20,1444,41,462,432,147,30,31,3,10,19,1186,40,245,488,278,88,30,8,26,19,1225,71,202,414,595,238,105,35,37,24,1713,58,94,174,440,518,186,68,73,17,1631,30,51,64,159,471,270,136,93,15,1292,21,15,18,56,193,236,104,136,7,787,9,11,10,24,76,105,60,115,3,417,3,14,7,8,41,85,46,83,5,296,0,5,4,8,28,34,16,61,5,151,8,3,3,10,26,34,23,89,0,193,3,14,8,7,13,23,10,50,3,124,12,62,24,26,28,17,4,8,22,195,497,3824,2121,1849,1776,1183,541,785,183,12761,0,3,3,4,0,3,0,6,0,13,6,100,12,3,0,0,0,0,0,122,8,103,46,14,9,3,0,4,7,186,6,68,42,29,16,8,0,4,4,179
103,6,48,0,8,10,3,0,8,0,78,74,863,61,10,3,0,3,4,24,1045,47,404,131,51,16,11,3,13,17,691,28,220,199,97,33,9,3,13,19,622,33,156,270,163,50,23,15,22,11,728,41,121,205,357,180,67,35,32,15,1049,28,49,68,254,446,157,78,51,14,1138,33,18,52,88,295,157,136,85,9,871,22,8,19,37,116,122,71,105,6,513,11,5,8,10,37,53,35,75,0,244,8,3,10,7,20,31,28,64,3,171,3,3,0,0,5,15,12,43,0,78,0,0,0,0,12,22,19,69,0,127,3,3,3,3,7,9,7,35,0,69,8,37,17,15,12,16,3,3,8,124,351,1934,1043,1099,1228,688,456,616,138,7556,3,3,3,3,4,6,0,10,0,36,0,31,12,3,0,0,3,4,3,55,7,40,12,7,3,5,3,5,0,87,13,48,42,19,12,13,0,16,5,153
104,10,29,5,3,0,3,0,3,0,52,47,697,41,7,0,0,4,3,13,814,23,326,99,24,5,4,0,3,12,501,10,177,144,61,18,10,3,11,7,451,28,113,202,130,36,15,10,17,13,563,26,81,162,284,94,35,26,24,0,741,29,30,72,209,306,100,57,31,7,845,17,23,29,64,219,122,64,61,3,607,5,9,18,10,94,75,55,74,0,340,3,6,3,10,40,32,35,49,0,177,3,3,0,11,22,21,19,33,0,109,0,3,0,0,6,12,5,18,0,47,0,3,4,4,5,10,5,20,0,57,0,0,3,0,3,4,0,10,0,31,4,27,10,13,3,6,8,12,11,85,204,1533,799,841,863,457,291,368,64,5421,5,7,0,3,0,3,0,3,0,16,0,24,0,0,0,3,0,3,0,35,3,35,15,7,0,3,0,3,3,74,3,41,25,7,5,6,4,4,0,99
105,3,11,4,3,0,0,0,6,4,35,23,418,20,0,3,0,0,8,14,495,12,189,72,21,10,4,0,6,12,325,11,105,97,43,3,13,4,4,8,300,14,65,110,103,24,13,14,12,3,350,17,47,110,227,116,32,13,22,7,589,22,20,46,129,284,86,49,29,3,669,9,13,15,53,194,103,74,43,3,504,0,8,15,7,63,73,45,52,5,263,3,6,4,0,22,46,26,53,4,169,0,0,0,3,8,14,17,44,0,94,0,0,4,0,4,11,10,25,0,47,0,0,3,3,4,19,11,34,0,71,0,0,0,0,4,7,7,28,0,46,6,19,9,11,23,0,0,10,9,82,129,907,513,607,751,415,272,368,71,4039,0,0,0,0,5,0,3,4,3,20,3,15,3,0,0,3,3,6,3,38,3,27,11,8,3,6,0,10,3,66,9,22,22,5,4,9,0,15,3,90
106,15,52,5,8,4,3,3,5,4,100,94,1284,108,18,3,5,0,4,17,1533,44,645,218,61,11,11,6,8,23,1038,50,375,389,116,39,11,3,9,16,1013,33,223,399,227,50,24,17,11,5,992,52,156,318,509,198,69,21,35,18,1365,42,80,137,327,398,139,74,46,12,1255,27,28,55,123,366,177,108,63,14,968,14,18,23,43,135,163,89,114,3,605,5,7,9,11,44,75,47,58,3,266,3,6,3,4,28,38,21,54,7,164,3,0,0,0,5,12,25,40,0,90,3,3,5,3,11,20,10,51,0,118,0,3,7,3,8,17,5,39,7,89,3,55,27,21,23,8,4,9,15,162,396,2938,1711,1482,1331,775,440,553,143,9762,7,14,5,3,3,0,3,7,3,47,11,81,20,0,4,4,3,3,0,122,3,75,27,9,3,8,0,0,3,137,10,71,48,25,11,7,7,11,3,188
107,15,52,17,5,3,7,3,3,5,109,99,1425,113,16,3,3,0,6,17,1677,48,846,284,63,12,8,3,5,23,1299,34,454,394,110,20,23,6,18,10,1068,37,202,488,223,70,31,9,17,12,1087,31,165,352,492,210,74,35,39,18,1409,34,71,125,365,456,126,57,45,11,1280,25,42,42,136,367,195,112,83,9,1008,21,19,27,40,180,148,82,101,4,623,8,10,3,13,63,76,53,83,3,312,6,10,10,13,41,51,24,64,0,217,0,0,7,0,17,31,14,46,0,119,0,8,4,4,24,31,26,47,0,140,4,0,4,6,11,20,12,38,0,88,0,53,24,23,16,14,12,9,15,157,377,3349,1895,1510,1489,828,426,599,118,10597,3,10,0,3,6,3,0,3,0,27,5,107,6,4,0,0,0,4,0,130,7,103,36,9,8,4,0,9,4,178,9,62,57,25,6,10,3,6,6,184
108,9,39,7,7,3,4,0,4,4,78,80,1009,50,18,6,6,3,8,25,1186,50,390,133,43,16,13,9,12,10,677,26,242,216,85,21,23,7,14,17,645,25,160,310,195,48,31,18,27,17,818,55,137,244,469,186,47,26,43,16,1214,28,56,107,294,449,130,60,57,7,1199,18,29,31,101,345,150,105,57,5,845,13,17,10,29,107,97,85,80,4,441,4,3,8,16,32,71,33,58,0,223,3,7,0,0,23,26,13,31,0,115,0,0,3,3,9,10,8,25,0,64,0,4,3,3,6,16,12,50,0,99,5,4,3,3,3,10,3,19,0,54,12,46,21,12,12,9,8,15,26,162,328,2150,1160,1276,1255,631,388,503,127,7834,0,3,3,3,7,3,0,3,0,25,0,44,0,0,0,3,0,6,0,63,13,47,16,5,4,4,0,3,3,81,8,48,32,13,7,11,0,10,4,127
109,3,17,3,3,3,0,0,0,0,34,42,635,28,4,0,3,0,4,11,736,26,270,89,31,3,3,4,7,11,447,13,149,129,47,15,6,0,8,4,379,17,89,198,114,23,13,7,10,4,477,29,65,132,242,109,41,10,26,9,652,28,27,60,166,228,77,39,26,3,660,24,23,22,47,162,93,66,43,0,476,10,11,18,18,58,76,50,60,3,308,6,3,8,7,24,45,30,50,0,171,3,0,0,3,10,23,22,32,0,100,0,0,0,4,8,22,3,33,0,69,0,3,0,0,3,12,13,34,0,71,0,3,3,4,3,10,3,17,0,52,7,32,10,6,12,10,0,10,17,99,212,1335,697,698,666,438,257,364,68,4729,0,5,0,0,0,0,0,6,0,18,0,24,0,4,0,5,0,0,0,32,5,27,18,9,3,0,0,4,0,65,5,47,16,8,3,8,0,7,0,98
110,14,32,6,3,3,3,3,4,3,70,65,802,52,15,3,3,0,4,25,971,37,353,139,38,8,3,0,3,20,606,28,185,189,67,29,20,6,5,8,529,25,126,248,162,44,18,13,23,11,658,42,90,195,369,178,52,29,27,8,993,36,37,93,221,371,127,61,53,9,1004,19,22,25,63,294,144,117,68,8,761,11,9,15,24,101,100,91,88,3,444,10,3,0,10,41,53,41,85,3,249,3,3,0,3,16,22,25,46,0,122,0,0,5,0,8,15,10,33,0,72,0,4,3,0,3,12,12,46,5,81,3,4,3,9,4,7,3,38,0,73,7,33,15,23,12,12,3,6,11,120,286,1708,979,1003,1113,581,417,539,112,6746,3,3,0,0,3,3,0,6,0,26,5,35,5,3,0,0,0,5,0,54,10,40,14,6,3,4,3,7,3,100,12,62,30,15,13,9,3,16,0,158
