SA4_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
101,4,43,9,60,35,0,3,18,3,171,9,113,8,101,72,0,3,34,6,340,8,179,17,148,136,5,9,55,5,556,11,254,40,190,164,7,12,76,6,759,17,444,29,178,211,3,14,39,12,940,38,538,19,160,119,3,13,19,3,917,33,579,32,211,74,0,8,14,4,953,56,611,28,302,42,0,0,3,3,1053,265,384,36,313,44,0,4,3,7,1050,65,75,8,23,9,0,0,0,0,178,3,29,0,19,7,0,0,3,0,60,514,3327,227,1819,947,24,85,279,51,7263,0,0,0,0,0,0,0,0,0,0,3,0,4,4,5,0,0,4,0,12,0,0,0,10,13,0,0,4,0,26,3,4,4,8,13,0,0,8,0,43,0,3,6,7,23,0,4,4,0,47,3,16,9,18,47,0,8,17,4,123,13,17,24,17,57,0,30,56,4,216,13,28,57,19,101,0,95,88,7,410
102,3,75,3,99,61,0,3,25,0,266,6,203,13,188,172,0,7,45,0,645,4,312,25,242,197,0,6,61,8,862,11,533,40,326,339,3,22,77,10,1370,27,897,56,267,320,7,22,41,22,1662,39,1008,62,230,178,9,25,24,12,1583,57,1066,85,342,157,4,19,26,11,1755,86,1104,65,237,83,0,21,8,9,1623,308,705,77,210,88,0,11,3,3,1411,95,172,20,11,13,0,3,0,0,313,0,42,0,29,15,0,3,3,3,98,666,6222,468,2330,1688,39,153,356,85,12000,0,0,0,0,0,0,3,0,0,3,0,3,0,3,3,0,0,0,0,8,0,5,0,11,3,0,0,3,0,27,0,3,0,22,5,0,0,3,0,32,3,9,4,14,21,3,0,3,0,58,3,11,12,27,35,0,0,9,0,97,0,17,23,19,41,0,16,17,7,137,4,34,39,24,66,3,53,60,6,286
103,0,71,5,87,44,0,0,26,0,234,8,132,8,139,91,3,9,50,4,442,8,195,29,195,140,3,12,61,9,651,11,298,30,269,252,7,17,73,8,967,23,613,54,244,345,5,22,57,6,1376,24,713,47,191,260,7,10,22,11,1285,46,764,63,279,163,0,11,10,14,1354,94,802,33,280,86,0,12,6,6,1319,350,615,50,261,76,3,17,8,11,1402,105,102,19,15,16,0,0,8,0,272,5,26,7,16,6,0,0,0,0,63,686,4430,367,2096,1512,32,125,369,71,9686,0,3,0,0,0,0,0,0,0,3,0,4,0,10,3,0,0,3,0,17,4,3,0,5,8,0,0,0,0,23,0,5,8,7,13,0,3,7,0,38,0,3,8,9,11,0,6,11,0,51,3,7,14,21,40,4,11,22,4,129,10,22,21,21,50,5,47,52,0,230,20,34,77,25,98,3,137,109,6,503
104,4,56,3,53,24,0,0,16,0,162,3,100,4,72,64,3,0,18,4,274,3,144,12,117,86,0,8,48,3,420,9,231,26,132,149,3,10,50,3,615,12,405,28,140,163,0,9,16,7,781,11,443,21,89,118,6,3,11,4,714,27,509,21,124,52,8,4,3,8,750,47,581,8,125,44,3,3,7,3,813,197,315,18,128,53,3,3,6,3,717,38,79,0,3,3,0,0,0,0,126,0,23,0,6,11,0,0,9,3,56,348,2953,141,1046,804,34,39,202,32,5600,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,3,0,3,0,0,0,0,8,4,3,5,7,3,0,0,0,0,19,0,7,7,8,16,0,0,4,3,51,0,17,10,13,24,0,8,27,0,100,8,15,31,8,41,3,51,57,5,220
105,3,28,7,49,27,0,3,18,4,133,3,72,4,95,44,9,0,24,3,257,3,110,12,179,114,0,10,44,4,479,13,162,35,210,153,0,15,52,5,649,22,426,40,230,202,3,12,42,6,981,17,471,36,150,128,7,14,14,5,832,50,493,30,219,80,4,10,7,4,901,76,498,17,216,48,0,3,5,9,870,225,394,16,213,44,4,4,6,7,914,55,67,0,15,0,0,0,0,0,143,0,26,3,22,12,0,0,4,0,61,454,2796,207,1674,882,27,71,235,45,6393,0,3,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,8,0,3,0,4,3,0,3,3,0,17,0,3,7,6,10,0,0,4,0,30,0,3,6,11,6,0,0,4,0,29,7,4,3,11,13,0,4,28,0,77,4,8,18,33,34,0,28,30,7,164,5,17,45,21,69,4,88,53,3,309
106,0,61,11,90,53,0,3,25,0,250,3,119,15,146,86,0,12,36,0,429,7,217,15,200,138,4,4,38,4,629,7,352,39,198,212,4,12,66,8,897,15,594,57,221,234,7,16,36,9,1180,26,605,58,172,171,3,16,16,4,1077,50,628,73,265,84,3,8,10,12,1124,48,705,48,215,30,0,3,3,7,1050,218,451,38,197,43,0,0,0,6,955,48,61,10,13,0,0,0,0,0,146,9,32,0,14,22,0,0,5,0,80,449,3926,376,1898,1120,27,77,283,54,8208,0,0,0,0,0,0,0,0,0,3,0,3,0,6,3,0,0,0,0,16,0,4,3,4,3,0,0,4,0,19,0,0,6,6,12,0,0,6,0,35,0,9,6,0,35,0,0,9,0,49,3,11,5,7,45,0,3,19,4,94,9,15,12,15,47,4,25,49,0,164,3,42,48,12,77,0,60,71,9,321
107,3,76,13,97,66,3,3,40,0,307,5,186,22,195,143,3,8,42,3,611,11,296,33,205,229,10,10,77,4,880,13,452,37,267,346,8,23,95,15,1256,44,864,45,280,458,8,35,51,17,1807,46,991,32,180,238,12,21,40,11,1562,78,1077,49,231,160,13,25,28,17,1665,123,1085,39,233,79,3,20,27,10,1622,396,824,56,227,70,0,47,14,6,1639,100,200,11,20,16,0,4,0,3,353,5,45,3,23,14,0,0,0,7,94,831,6231,350,2127,1902,78,204,476,88,12292,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,14,0,3,0,6,0,0,0,0,0,16,0,3,3,9,10,0,0,0,0,23,3,3,5,12,19,0,0,7,0,52,3,17,21,16,33,3,3,11,3,108,10,20,20,24,54,0,5,32,0,172,5,38,37,16,72,0,27,56,4,259
108,3,71,6,63,28,0,3,18,0,182,8,120,10,125,66,0,7,32,6,365,3,188,15,176,112,0,9,40,4,546,11,264,25,183,203,3,14,60,4,765,27,484,21,167,197,9,17,33,5,956,25,533,18,128,98,3,3,11,3,832,32,579,18,148,49,0,0,6,0,827,60,684,12,186,14,0,3,6,0,972,186,363,7,178,23,3,5,0,4,766,34,61,0,17,3,0,0,0,0,121,0,27,3,12,4,0,0,3,5,56,394,3446,137,1484,831,27,60,237,30,6642,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,9,0,0,3,3,6,0,0,3,3,19,0,8,4,3,11,0,0,8,0,35,6,10,4,3,30,0,3,7,0,56,3,7,27,0,35,0,19,43,4,131,14,20,54,7,75,0,77,79,3,337
109,0,27,5,38,16,0,4,13,0,107,0,78,16,98,43,0,0,31,3,275,6,116,20,83,65,4,6,27,3,333,12,165,19,108,94,3,10,48,5,458,12,295,21,90,105,0,11,29,7,563,20,341,12,64,54,5,8,9,4,517,24,357,13,69,36,0,6,7,3,514,33,343,5,112,15,3,4,4,6,523,140,234,3,137,24,0,4,0,3,541,22,38,0,7,5,0,0,0,0,74,0,27,0,9,9,0,0,3,0,46,279,2048,127,868,481,15,51,203,32,4101,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,0,4,0,9,0,0,0,3,3,0,0,3,0,15,0,0,0,0,4,0,0,4,0,15,0,5,0,3,7,0,0,5,0,24,3,4,11,8,20,0,3,4,0,53,0,10,21,10,32,0,20,14,3,109,8,13,48,12,52,0,77,41,3,253
110,3,51,11,80,31,4,0,31,0,205,0,112,14,141,63,0,0,45,3,376,8,179,26,173,123,0,4,57,5,570,16,262,53,245,169,3,13,95,11,872,26,518,52,203,221,3,29,42,8,1105,23,580,28,137,131,3,4,16,4,928,40,599,49,171,78,3,8,9,4,970,58,710,24,162,47,0,3,5,3,1012,228,501,23,233,33,0,7,0,0,1025,46,67,0,18,5,0,0,0,0,141,3,29,0,15,0,0,4,8,0,66,455,3696,284,1693,947,17,78,361,44,7579,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,0,3,0,6,0,0,0,6,0,18,0,3,0,4,11,0,0,5,0,26,3,3,3,10,6,0,0,14,0,44,0,5,7,17,27,0,12,15,0,92,7,14,19,16,55,3,62,51,3,225,17,22,48,22,86,4,135,87,12,428
