SA4_CODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
111,1156,154,113,17279,14800,1281,1181,162,120,17546,14257,1230,1109,178,132,16910,12623,1083,1075,157,127,15066,7407,771,815,139,96,9231,2337,439,464,143,51,3430,611,192,199,87,48,1141,252,101,93,76,46,570,135695,8322,8916,1443,1220,155588
112,1261,204,121,9359,7453,843,1415,197,118,10033,7664,842,1532,218,132,10388,7652,787,1537,269,139,10384,5086,623,1366,260,119,7457,1777,362,792,273,79,3289,448,154,345,157,51,1154,172,65,263,203,77,779,65750,5694,10918,2171,1241,85780
113,596,138,83,6924,5686,538,677,166,91,7164,5617,580,803,261,100,7353,5205,535,843,290,85,6948,3317,431,726,258,90,4819,1196,244,537,287,60,2321,343,102,275,209,34,960,136,59,229,257,47,725,54742,3920,6155,2252,918,67996
114,660,107,66,5343,4347,540,695,119,67,5764,4525,554,832,119,72,6099,4286,597,750,144,68,5845,2660,435,654,147,53,3956,1061,299,425,128,47,1958,316,146,212,108,37,816,114,102,125,88,40,463,40058,3931,5682,1170,725,51563
115,804,176,60,9360,6521,1309,823,138,63,8859,5803,1309,855,166,64,8193,4790,1007,719,159,64,6741,3068,797,580,131,34,4613,1385,539,409,108,38,2478,410,245,172,84,15,926,141,102,109,79,19,449,63687,8603,6180,1365,642,80475
116,838,123,99,12411,9891,1010,784,120,113,11922,9335,936,767,113,112,11259,7863,699,598,100,74,9331,4931,518,466,79,73,6066,1792,286,242,61,39,2429,451,117,105,25,29,721,118,40,39,18,22,239,91894,6677,5798,1011,1010,106400
117,2688,238,386,68622,49944,4325,2572,258,392,57495,40701,3805,2537,265,357,47672,30852,2938,2172,206,285,36453,17990,1890,1643,209,227,21951,7507,1229,1012,177,136,10057,2299,539,425,85,84,3429,807,309,237,115,107,1572,523949,27651,20300,2496,3946,578345
118,1072,147,74,9369,6061,1329,1163,159,87,8794,5575,1236,1057,136,89,8091,4912,941,905,123,69,6946,3477,720,748,119,54,5115,1858,536,536,113,48,3090,694,283,270,79,33,1360,305,201,169,91,29,787,72289,8793,8693,1300,800,91871
119,1580,244,194,16637,12765,1968,1636,233,181,16787,12366,1916,1589,263,174,16307,10688,1525,1376,232,174,13992,6866,967,1056,152,108,9150,2851,612,570,150,74,4250,782,290,229,77,46,1419,299,158,129,77,33,687,119379,13286,12103,2170,1690,148635
120,1074,163,101,11948,8637,1424,1129,164,120,11465,8417,1360,1178,159,95,11202,7152,1070,909,143,98,9372,4608,773,706,107,59,6254,1940,483,480,77,48,3022,587,236,240,46,34,1143,245,115,128,60,25,570,87300,9278,8315,1346,991,107232
121,1575,271,131,24545,17982,2695,1716,300,136,22833,15676,2767,1680,277,140,20537,12503,2446,1593,255,149,16942,7985,1730,1233,223,95,11264,3857,1373,882,229,77,6420,1307,644,448,166,40,2608,549,348,308,170,56,1425,178774,18143,12866,2408,1448,213633
122,1298,184,75,9792,6572,1779,1373,164,66,9955,6291,1775,1181,176,79,9512,5273,1395,1001,130,62,7864,3704,1011,740,144,59,5656,1828,653,470,134,39,3124,643,345,250,95,28,1366,264,188,153,109,33,738,66096,10930,9061,1440,708,88233
123,638,105,88,9023,6791,807,684,94,76,8455,6637,814,629,112,92,8288,5782,692,582,104,79,7232,3588,444,470,90,63,4668,1323,263,226,74,36,1916,318,120,96,33,17,580,99,48,47,36,21,244,66069,5742,5034,940,870,78655
124,952,157,88,11046,8935,1034,1085,122,88,11265,8555,1008,1012,154,91,10824,7974,845,951,130,96,9992,5013,700,807,113,57,6695,2007,373,464,115,48,3008,516,178,173,66,27,957,190,85,91,49,30,446,85262,6976,7889,1244,899,102264
125,1259,222,192,25261,20659,1809,1243,196,215,24123,19789,1805,1295,185,184,23263,16801,1348,1097,159,172,19577,10767,942,766,115,136,12718,4048,576,424,85,77,5207,1099,224,185,56,41,1598,323,125,71,46,49,616,192017,12808,9719,1770,2047,218360
126,587,95,47,12521,9698,846,595,92,60,11298,8482,881,615,96,55,10125,6747,697,549,107,64,8165,4123,486,384,92,37,5119,1705,291,263,46,36,2344,509,114,124,38,15,801,206,76,90,25,25,425,88232,5462,4480,834,597,99607
127,1026,175,183,14313,11070,1349,1097,194,165,13882,10546,1304,1071,168,162,13248,9088,1075,903,162,152,11377,5466,773,643,117,105,7095,2066,443,293,84,63,2948,492,176,116,56,19,860,185,96,48,38,24,394,104308,9485,7632,1539,1521,124482
128,723,86,61,7018,5033,991,773,103,57,6956,4968,921,692,107,63,6752,4599,848,653,83,51,6227,2932,617,512,104,46,4211,1232,434,308,88,31,2101,424,166,144,51,19,801,114,78,101,51,19,356,52554,6737,5613,893,587,66381
197,0,0,3,9,9,0,0,0,0,11,6,0,4,0,3,14,3,0,0,0,0,10,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,61,7,16,0,3,86
199,5361,205,280,16014,7582,2499,5540,232,287,16146,7357,2382,5983,217,285,16224,6528,1911,5248,206,269,14163,4221,1239,3818,184,211,9670,1837,610,1713,152,102,4420,644,172,537,95,61,1508,209,84,226,92,75,690,79636,17188,41954,1997,2587,143365
201,550,117,70,6456,5295,582,543,135,71,6628,5375,584,603,142,83,6789,4740,569,635,159,97,6201,3106,392,551,186,89,4322,1089,234,352,193,47,1914,243,117,179,113,25,669,126,61,101,107,27,425,49149,3900,4570,1462,787,59866
202,562,108,45,6263,5375,600,591,126,98,6785,5329,547,665,129,85,6746,4981,495,693,153,65,6389,3286,405,592,168,63,4521,1047,269,371,183,43,1913,249,98,176,129,24,678,144,66,132,98,24,472,49598,3776,4919,1358,747,60402
203,963,197,104,12068,9591,1079,973,172,106,11922,9245,1024,914,188,118,11491,8237,948,928,188,105,10405,5267,705,777,196,80,7023,1813,461,488,173,52,2984,503,175,217,115,27,1032,190,83,111,110,37,525,89726,7213,7711,1758,1061,107466
204,650,170,95,6955,5884,660,726,159,120,7547,6088,718,824,188,106,7931,5783,705,939,275,118,7823,3937,556,873,330,90,5782,1407,355,633,355,61,2811,343,132,352,246,45,1114,149,80,258,271,54,812,53996,4596,6598,2322,1004,68527
205,1039,189,143,10008,8788,910,1131,247,132,11211,9017,898,1247,297,161,11619,8617,878,1372,363,175,11410,5748,752,1289,430,152,8368,2008,481,915,397,91,3896,544,189,482,266,68,1554,251,122,401,268,85,1124,79276,6251,10180,2958,1526,100188
206,3710,469,488,79353,59695,5473,3617,514,475,69774,47793,4791,3122,433,416,56557,36962,3909,2687,429,385,44367,22472,2808,2045,341,317,27987,9145,1846,1459,287,178,12918,2622,786,636,206,121,4376,1061,395,415,180,144,2205,613394,35541,28224,4371,4937,686467
207,1063,274,100,15007,12043,1989,1204,307,119,15668,11043,1867,1256,242,114,14520,9538,1607,1127,206,117,12603,6259,1123,882,184,69,8516,2830,799,645,153,46,4471,955,408,333,117,47,1852,336,225,222,87,45,916,117182,12451,9454,2178,1066,142323
208,1579,291,128,16267,12884,2397,1752,314,140,17485,11624,2267,1619,270,131,15903,9920,1926,1450,249,133,13672,6663,1542,1169,214,102,9702,3015,999,795,188,78,5075,948,475,348,129,43,1942,376,242,189,119,54,980,121609,14883,12377,2371,1334,152571
209,1404,212,154,15628,12612,1837,1347,220,181,16200,11568,1698,1221,230,169,14885,10118,1511,1089,190,108,13022,6619,1082,799,172,139,8811,2507,588,514,149,89,3850,612,303,206,108,34,1262,244,151,107,71,31,598,117600,11871,10149,1973,1613,143201
210,1064,214,165,16096,13429,1611,1116,199,164,16514,12324,1535,931,205,187,15184,9809,1208,762,159,156,12090,5915,822,571,139,85,7546,1943,456,298,118,71,2884,521,187,128,67,27,933,178,107,64,47,28,416,116945,10181,7956,1651,1698,138428
211,1566,298,138,18677,15491,2296,1750,349,156,20043,14742,2332,1750,329,175,19322,12625,2032,1573,326,140,16702,8550,1460,1317,265,113,11702,3438,957,828,238,89,5543,954,406,354,149,45,1913,357,178,194,149,59,936,140933,14704,13187,2813,1516,173162
212,2152,441,307,34660,29358,3190,2247,435,296,35522,26400,3054,2011,408,267,32150,21622,2470,1865,368,254,26569,13977,1744,1444,302,180,17646,5286,1029,794,230,138,7470,1387,450,368,138,73,2422,501,196,224,161,96,1182,255405,20522,16732,3702,2802,299165
213,1887,339,261,25463,20228,2209,1807,344,255,24849,18228,1974,1485,328,269,22282,15035,1584,1310,267,211,18406,9451,1043,900,185,159,11736,3124,560,457,113,99,4359,746,223,139,83,45,1237,263,84,56,46,35,480,185135,14686,13378,2758,2496,218458
214,1077,217,102,9913,7843,1425,1194,203,100,10760,7274,1293,1154,182,102,10001,6490,1144,993,194,105,8928,4291,869,844,178,85,6269,1822,572,546,168,67,3165,498,244,249,112,44,1157,215,117,118,83,38,575,72541,8622,8485,1726,1018,92394
215,594,196,75,5983,5196,663,643,280,87,6869,5173,713,760,337,115,7103,4973,679,847,466,101,7073,3378,583,711,415,118,5203,1199,319,525,373,69,2483,327,165,267,245,27,1022,147,100,239,282,43,805,46806,4655,5841,3127,966,61396
216,490,155,76,5681,4716,652,533,158,83,6151,4737,673,612,178,82,6285,4314,614,645,223,75,5874,2959,423,565,218,80,4244,1084,243,371,194,50,1935,280,102,152,131,28,695,143,70,148,144,42,542,42687,4058,4538,1732,792,53808
217,639,157,75,5373,4597,475,728,178,84,6056,4753,489,863,252,84,6441,4186,469,956,239,91,5946,2918,346,862,271,84,4485,980,251,561,259,70,2126,283,91,308,182,37,903,120,61,254,214,49,701,40769,3216,6381,2095,867,53330
297,0,0,0,28,22,0,3,0,0,26,24,0,0,0,0,29,22,0,0,0,0,22,8,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,146,3,4,3,3,157
299,4212,136,244,13090,6250,2413,4531,202,251,13644,5705,2130,4201,184,238,12459,4930,1751,3987,164,219,11054,3281,1107,2869,147,176,7571,1469,522,1268,98,78,3430,490,187,429,78,55,1240,235,56,195,65,51,612,66022,15171,33984,1616,2241,119032
301,693,122,69,9243,7406,959,767,129,69,9324,6883,979,775,140,76,8849,5730,933,694,125,76,7547,3693,632,593,134,54,5111,1310,363,346,96,36,2149,354,133,132,51,20,703,110,59,60,42,24,291,66546,6580,5611,1150,660,80553
302,666,87,73,13019,11179,870,713,101,93,12953,10661,782,629,88,91,12248,8628,687,585,93,67,10059,5407,481,462,80,50,6482,1883,292,287,75,50,2585,446,117,127,46,20,756,159,72,74,32,26,360,100183,5590,5185,787,762,112509
303,1042,196,123,17560,14529,1482,1145,202,98,17459,13011,1258,1042,196,111,15620,10743,1187,892,167,104,13098,6836,851,703,161,74,8624,2520,502,468,122,52,3661,653,190,195,68,33,1131,206,113,98,48,36,505,134274,10014,8580,1738,1106,155714
304,499,87,31,5866,4724,626,583,99,33,6062,4080,618,502,75,32,5309,3455,539,446,71,18,4530,2260,413,425,68,30,3200,1028,301,296,72,19,1713,290,150,140,54,8,638,104,61,75,43,14,290,50142,4209,4202,754,333,59640
305,1483,203,154,38174,30209,2443,1510,205,190,34558,24838,2116,1337,183,139,28609,19101,1665,1089,172,143,22170,11207,1187,882,160,137,13579,4195,703,497,133,65,5599,1047,291,263,106,38,1749,376,142,142,84,69,809,282509,14874,11227,1796,1647,312065
306,986,208,108,11232,9284,984,1070,244,132,11713,8679,980,1116,234,140,11153,7503,907,1177,246,104,9930,5099,643,955,257,95,7045,1928,347,595,252,79,3204,543,188,284,177,54,1250,197,100,184,164,46,683,81467,6198,8288,2176,1172,99301
307,545,206,74,5864,4739,584,669,304,91,6382,4563,527,734,357,76,6261,3860,506,834,387,100,5683,2562,375,819,427,84,4263,975,234,582,441,52,2294,272,113,360,364,39,1152,121,66,306,356,47,890,41926,3793,6050,3358,824,55949
308,617,194,98,10747,9285,679,703,228,112,11012,8975,722,774,273,101,10845,7423,600,768,289,109,9188,4208,395,709,245,85,5638,1323,197,444,239,54,2257,350,113,213,169,22,865,143,45,164,173,25,550,82907,4378,6031,2269,977,96570
309,2409,442,212,27009,20096,3355,2509,463,223,26644,18042,3072,2354,467,230,24168,15215,2519,2242,461,220,20653,9764,2042,1801,382,175,14166,4249,1355,1196,352,111,7268,1214,571,480,202,70,2537,436,248,210,150,79,1120,192614,21627,18828,4015,2176,239261
310,814,159,94,12389,10479,787,877,153,97,12394,9695,777,864,173,105,11615,7825,654,778,178,84,9523,4704,466,654,172,59,6055,1689,295,364,171,51,2575,434,123,177,117,27,874,139,39,96,103,41,425,93396,5245,6650,1621,996,107904
311,891,208,95,10468,8159,1047,952,175,79,10415,7283,1004,831,193,82,9382,6070,970,816,175,76,8103,3907,648,691,161,63,5461,1437,370,415,140,32,2396,366,122,122,78,29,718,112,56,57,53,25,294,77663,6961,7039,1661,918,94250
312,512,135,87,9325,7996,645,554,169,81,9451,7392,635,584,197,96,8911,6159,548,588,206,87,7594,3586,391,491,236,74,4774,1094,188,298,179,42,1797,278,85,166,121,13,671,94,52,106,111,57,409,69420,4290,4536,1708,887,80844
313,656,134,74,7285,6002,673,705,145,71,7589,5565,699,730,133,52,7174,4565,568,677,147,69,6028,2836,387,585,129,50,3984,1058,258,340,103,36,1796,283,81,146,69,25,614,100,35,65,50,38,283,53721,4335,5304,1218,662,65244
314,569,108,38,5857,4223,755,570,121,39,5707,3549,621,547,92,35,4839,2865,538,501,108,25,4036,1786,386,342,80,34,2630,644,214,233,69,29,1195,185,89,107,23,13,411,45,36,24,17,8,134,40022,4395,4359,884,368,50032
315,239,107,39,3927,3213,223,287,145,55,3922,3319,256,303,166,54,4101,2782,225,379,195,46,3619,1699,151,302,178,39,2370,624,101,183,135,29,1067,184,53,99,112,19,472,70,20,74,106,18,288,30769,1632,2515,1390,457,36773
316,1778,305,122,15394,11697,2032,1832,321,133,16016,11032,1969,1924,360,158,15441,9310,1679,1807,340,142,13284,6120,1236,1452,333,105,9249,2212,679,780,313,49,4035,630,276,356,178,30,1468,181,120,167,120,45,634,101199,12243,13410,2897,1232,130983
317,411,90,56,6768,5855,581,486,118,62,7097,5571,497,465,125,55,6716,4973,487,500,110,62,6140,3132,379,411,129,48,4093,1228,184,257,113,21,1803,336,79,129,69,16,631,109,28,62,56,30,296,55026,3665,3721,1068,580,64066
318,642,167,87,10596,8909,767,754,157,85,10672,8317,706,730,174,93,10022,7010,688,787,225,94,8805,4321,444,614,206,86,5675,1599,246,367,166,52,2435,399,119,157,105,35,814,159,74,116,97,44,482,85203,4784,5822,1595,869,98272
319,927,274,108,9940,8741,799,1064,302,105,11015,8600,801,1205,335,112,11052,7774,749,1235,435,124,10311,4989,566,1088,404,123,7171,1594,321,660,385,85,3048,445,133,339,288,52,1254,162,75,266,258,67,823,73936,5102,8489,3236,1151,91920
397,3,0,0,34,22,0,5,0,0,24,17,0,3,0,0,23,13,0,0,0,0,22,11,0,0,0,0,14,4,0,0,0,0,3,3,0,0,0,0,4,0,0,0,0,0,0,174,12,15,6,0,202
399,3492,161,185,11585,5787,1637,3754,181,153,11524,5195,1425,3842,168,183,10824,4371,1169,3497,160,168,9359,3078,799,2539,156,159,6738,1204,338,1163,112,67,2889,392,82,335,76,47,924,151,32,114,72,38,410,58038,10356,27349,1522,1566,98838
401,1437,226,133,23728,20179,1751,1619,266,180,23998,18687,1613,1619,244,163,22336,16245,1478,1651,237,159,19766,10550,1151,1344,207,136,13393,3916,809,996,227,83,6027,975,341,481,171,54,2026,388,166,252,143,56,1002,186406,11651,12693,2263,1663,214679
402,1011,180,126,13572,11764,893,1159,206,124,14148,11349,851,1145,196,131,13667,9546,694,1115,139,112,11618,5888,526,855,139,106,7519,2015,303,468,115,45,2953,469,115,202,63,29,878,169,71,91,41,38,402,106907,5736,8690,1604,1179,124118
403,1054,137,71,10348,8650,916,1169,164,77,10987,8360,784,1233,171,77,10615,7731,730,1146,171,83,9854,5261,609,924,166,93,7054,1898,381,687,168,54,3188,518,148,256,100,26,1048,196,78,123,85,34,516,82095,5683,9081,1482,892,99237
404,689,90,117,13570,12714,849,888,98,132,14688,12040,941,856,102,113,14063,10320,870,861,111,115,12281,6619,620,654,85,87,8064,2208,393,406,106,49,3161,555,167,201,68,28,1022,195,72,102,60,46,480,107469,6095,6601,995,1129,122287
405,469,172,66,4133,3519,375,621,135,64,4708,3613,380,698,204,75,4969,3391,385,773,235,75,4855,2287,296,729,274,60,3655,766,217,464,236,38,1721,219,94,220,177,27,738,92,48,143,202,41,530,30470,2688,5149,1983,659,40953
406,283,98,56,3922,3601,264,377,104,64,4410,3451,251,402,116,41,4257,3046,255,406,149,55,3921,1818,172,353,144,47,2534,600,96,184,103,20,1013,158,56,114,61,17,408,74,35,52,52,25,227,30483,1684,2858,1046,507,36578
407,784,261,88,7187,6171,637,998,284,127,8219,5954,638,1159,357,127,8232,5599,642,1200,371,110,7926,3901,522,1107,434,98,6063,1390,336,797,409,62,2992,373,129,395,292,44,1228,177,100,261,280,66,882,53737,4366,8262,3136,1092,70596
497,0,0,0,10,7,0,0,0,0,13,14,0,0,0,0,12,8,0,0,0,0,8,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,4,0,0,64
499,1414,25,54,3675,1930,447,1572,47,78,4075,1942,442,1634,59,62,4135,1719,327,1561,53,55,3712,1165,209,1097,57,68,2598,487,107,502,47,29,1166,162,34,154,24,8,375,61,11,51,30,25,185,18810,2837,11595,492,577,34311
501,792,195,82,8056,6765,657,907,194,86,8613,6313,606,918,215,82,8138,5669,584,913,243,102,7507,3673,380,815,255,76,5196,1307,246,501,250,63,2374,351,118,221,198,31,916,153,64,145,146,34,536,56601,4024,6878,2083,832,70419
502,287,56,18,2939,2481,237,299,46,26,3090,2391,242,332,65,33,3072,1975,224,269,48,17,2530,1276,165,265,57,23,1793,470,103,144,47,18,786,126,41,59,24,7,250,70,21,42,23,5,161,21708,1580,2352,495,249,26378
503,1028,168,108,25572,21668,1749,1234,175,123,24950,18601,1585,1154,168,118,21620,15431,1292,1064,135,117,18041,10115,1091,857,137,88,12288,4187,643,561,161,67,5618,1146,287,258,69,33,1790,454,163,156,76,41,892,204695,10994,8920,1496,1274,227378
504,842,167,69,9488,7840,994,922,151,99,10008,7317,977,949,158,78,9477,5999,810,878,161,53,7907,4064,579,712,152,49,5558,1628,341,392,116,35,2507,468,149,164,84,20,878,162,48,90,52,22,373,73278,6200,7130,1441,766,88807
505,1792,259,120,17248,13686,1833,1965,255,139,17882,12292,1705,1846,272,130,16247,10066,1509,1647,257,119,13599,6815,1035,1325,214,103,9491,2709,676,778,172,64,4397,796,239,290,102,41,1470,291,128,144,70,31,665,130808,11875,14423,2267,1280,160642
506,1371,242,127,21201,17526,1686,1560,245,128,21149,15970,1643,1577,264,148,19605,13724,1401,1411,218,141,16897,9438,1066,1224,243,105,12076,3804,650,731,185,68,5441,987,235,323,127,39,1716,323,122,151,96,48,740,168143,11485,12392,2289,1478,195786
507,1352,199,110,16435,13737,1388,1416,270,123,16938,12562,1335,1370,233,106,15616,10255,1167,1215,201,105,12946,6536,805,974,181,88,8580,2500,481,563,159,57,3759,662,213,221,107,36,1237,271,100,132,69,29,592,128402,9051,10571,1992,1145,151165
509,752,229,64,5667,4585,622,892,334,87,6519,4589,634,1078,357,93,6744,4289,576,1115,450,81,6514,2974,501,982,433,103,4995,1191,322,675,465,54,2711,365,158,366,338,39,1270,141,85,292,328,48,902,39943,4346,7607,3516,825,56235
510,205,56,63,9458,8480,275,159,32,78,9032,7361,225,168,53,73,7885,5704,229,161,37,63,6201,3079,134,121,39,50,3419,877,84,55,26,25,1070,177,25,27,20,5,254,62,10,8,10,9,106,70407,1764,1402,378,674,74614
511,463,105,59,6667,5798,468,504,146,81,7000,5448,458,539,159,78,6681,4488,431,550,163,74,5700,2829,301,450,159,59,3796,1007,161,261,148,31,1616,266,89,132,115,29,627,110,54,80,64,24,335,49896,3089,3871,1342,637,58839
597,3,0,0,229,209,8,4,0,0,216,221,4,3,0,0,230,146,4,3,0,3,154,57,3,0,0,0,62,16,0,0,0,0,17,3,0,0,0,0,3,4,0,0,0,0,4,1536,22,23,5,8,1595
599,2009,80,78,5924,3040,678,2213,95,108,6135,2842,650,2156,67,104,5820,2290,514,1846,68,105,4818,1562,331,1424,80,77,3476,643,153,647,46,49,1547,218,51,174,27,13,474,81,20,77,35,17,229,31862,4660,16256,754,848,54379
601,901,76,86,11137,9761,660,842,105,105,11478,9472,672,966,111,111,11336,8693,601,924,107,109,10440,5190,469,735,130,73,6594,1782,289,528,110,51,2761,444,100,219,80,23,872,183,71,99,63,36,453,86026,4318,7088,983,951,99359
602,474,87,53,5835,5441,407,571,102,62,6589,5286,451,570,123,67,6498,4820,455,671,190,59,6197,3127,341,594,145,72,4275,1043,208,354,139,37,1787,278,94,166,87,25,650,112,46,120,79,29,385,45944,2885,4516,1168,617,55131
603,161,44,19,949,698,94,218,50,26,1082,759,79,192,59,21,1110,743,82,261,73,23,1178,497,73,239,72,19,898,189,76,125,69,16,463,68,18,62,53,3,210,17,21,43,44,12,138,6404,567,1587,510,195,9266
604,330,70,52,4448,4267,317,414,72,75,5153,4333,311,449,120,66,5276,3793,302,473,134,75,4766,2368,223,405,123,58,3178,721,156,242,102,33,1252,197,62,111,81,14,468,71,42,95,66,31,306,35628,2028,3194,936,621,42416
697,0,0,0,7,5,0,0,0,0,5,3,0,0,0,0,5,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,3,0,0,0,55
699,322,13,11,948,562,104,429,15,21,1126,586,86,390,11,25,1099,524,80,408,16,19,1050,396,48,308,15,22,790,129,18,108,10,7,278,51,6,23,3,4,85,15,0,25,8,7,54,5408,613,2817,126,170,9138
701,369,52,84,8012,6765,503,415,58,65,7812,5841,463,424,72,61,6859,4794,399,344,60,59,5658,3005,268,292,66,49,3681,1200,160,170,47,22,1601,273,66,76,34,18,464,94,24,33,28,15,196,64662,3159,3025,575,705,72120
702,120,21,22,3552,3319,186,136,23,39,3700,3185,201,166,32,50,3631,2831,175,138,31,31,3204,1875,139,127,32,31,2196,761,75,73,30,17,958,200,33,29,21,10,297,74,15,25,15,9,134,30812,1242,1171,272,361,33860
797,0,0,0,13,7,0,0,0,0,9,17,0,0,0,0,15,15,0,0,0,0,13,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,88,3,4,4,0,91
799,104,10,9,413,234,31,110,8,6,389,217,50,94,10,10,372,189,42,89,3,6,324,119,30,53,10,5,221,54,8,29,4,6,98,11,6,5,0,0,29,13,0,4,0,0,20,2493,331,736,60,61,3679
801,876,124,123,25586,22103,1465,943,139,115,24759,19581,1242,973,126,110,22031,15004,1050,878,133,89,17153,8609,763,769,114,85,10337,3439,504,549,122,64,4678,889,210,222,77,37,1437,323,109,120,80,36,665,201286,9197,7719,1301,1151,220648
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
