SA4_CODE_2016,Tot_1750_1999_A_55_64,Tot_1750_1999_A_65_74,Tot_1750_1999_A_75ov,Tot_1750_1999_Tot,Tot_2000_2999_A_15_19,Tot_2000_2999_A_20_24,Tot_2000_2999_A_25_34,Tot_2000_2999_A_35_44,Tot_2000_2999_A_45_54,Tot_2000_2999_A_55_64,Tot_2000_2999_A_65_74,Tot_2000_2999_A_75ov,Tot_2000_2999_Tot,Tot_3000mo_A_15_19,Tot_3000mo_A_20_24,Tot_3000mo_A_25_34,Tot_3000mo_A_35_44,Tot_3000mo_A_45_54,Tot_3000mo_A_55_64,Tot_3000mo_A_65_74,Tot_3000mo_A_75ov,Tot_3000mo_Tot,Tot_PINS_A_15_19,Tot_PINS_A_20_24,Tot_PINS_A_25_34,Tot_PINS_A_35_44,Tot_PINS_A_45_54,Tot_PINS_A_55_64,Tot_PINS_A_65_74,Tot_PINS_A_75ov,Tot_PINS_Tot,Tot_Tot_A_15_19,Tot_Tot_A_20_24,Tot_Tot_A_25_34,Tot_Tot_A_35_44,Tot_Tot_A_45_54,Tot_Tot_A_55_64,Tot_Tot_A_65_74,Tot_Tot_A_75ov,Tot_Tot_Tot
117,4459,827,93,43506,21,484,25553,31919,19101,9272,1560,151,88060,20,187,10335,30550,24703,10807,2148,272,79027,207,751,2207,1773,1439,829,260,61,7531,10022,53453,186484,149753,105160,58405,13494,1572,578345
118,869,240,45,5890,3,63,1720,2760,2231,1378,421,70,8646,7,30,512,1621,1942,1309,573,132,6125,60,138,342,277,273,192,92,30,1412,3252,9951,24882,19601,16880,12055,4453,787,91871
119,1384,227,29,7352,5,46,1602,2840,2733,1736,345,38,9337,10,24,390,1303,1620,965,325,64,4690,150,266,557,479,541,326,106,21,2443,6739,13592,33305,32405,33094,23140,5676,687,148635
120,1102,233,30,6313,0,42,1713,3244,2906,1743,357,41,10038,3,29,511,1853,1969,1106,354,55,5887,75,180,340,309,312,217,80,15,1524,4049,9924,26214,23998,22670,15630,4167,570,107232
121,2022,530,69,14607,5,102,6194,9733,6728,3818,878,112,27571,8,41,1932,7500,8021,4065,1112,211,22892,132,283,645,603,578,390,167,49,2844,7974,19287,54063,50279,43372,28205,9028,1425,213633
122,852,198,25,4590,3,27,1022,2147,2041,1185,313,53,6790,6,23,330,1387,1705,1003,323,75,4846,82,125,260,258,323,229,80,28,1379,5442,8075,17750,18755,19463,13520,4486,738,88233
123,727,114,5,4089,0,43,846,1552,1401,921,134,6,4909,9,26,240,622,615,426,87,17,2035,120,149,276,263,279,183,55,14,1338,5759,8011,16373,17128,16742,11901,2498,244,78655
124,1092,181,12,5478,0,46,880,1786,1916,1331,236,23,6226,10,24,214,673,853,552,148,18,2488,148,187,338,325,347,270,82,21,1716,7472,10116,20265,21227,22087,16683,3963,446,102264
125,2354,393,17,13988,8,85,3472,6577,5854,3530,537,40,20111,6,52,804,2793,3164,1997,440,50,9305,154,363,788,659,678,402,109,23,3179,6925,18824,53933,51570,47384,32297,6806,616,218360
126,1036,203,23,7472,4,49,2893,5542,3896,1947,321,20,14665,3,12,855,3628,3675,1734,273,49,10228,65,152,275,282,282,184,46,9,1292,3440,8517,23957,25422,21419,13285,3142,425,99607
127,1093,184,17,6541,0,51,1433,2343,2044,1272,227,12,7383,9,18,290,841,1082,698,190,34,3173,116,254,421,442,422,318,76,10,2069,6386,12435,28201,27657,27130,18467,3803,394,124482
128,684,134,15,3352,3,21,604,1350,1296,853,202,17,4347,4,15,203,635,752,480,177,25,2296,87,139,202,199,205,162,50,19,1063,5431,7268,12878,13395,13706,10444,2904,356,66381
197,0,0,0,4,0,0,3,4,3,0,0,0,11,0,0,3,5,4,3,0,0,16,0,0,0,0,0,0,0,0,0,3,10,17,17,24,12,3,0,86
199,809,155,3,5734,6,126,1511,2096,1788,912,192,19,6656,9,32,447,885,904,477,154,26,2935,122,267,560,603,663,510,140,48,2919,6211,13764,29922,30661,32366,23838,5925,690,143365
201,523,69,14,2499,0,10,401,732,888,617,87,14,2739,3,17,95,364,430,320,77,13,1320,79,93,135,202,229,167,57,21,982,3664,5848,11262,12144,13413,10520,2586,425,59866
202,471,81,12,2454,3,23,439,844,926,552,89,15,2892,7,12,106,352,415,303,86,18,1301,84,124,165,143,215,210,75,28,1039,3705,5840,11478,11868,13528,10907,2594,472,60402
203,906,132,19,5111,3,16,990,1901,1836,1176,192,14,6131,9,27,251,896,1001,649,199,49,3076,161,186,282,353,406,300,97,25,1811,6623,10557,22041,22866,23410,17428,4017,525,107466
204,658,127,21,2884,0,9,323,736,938,661,133,26,2839,8,23,105,271,383,297,127,36,1241,136,104,187,225,249,263,117,41,1323,4316,5888,11615,12873,15476,13610,3929,812,68527
205,996,174,15,4324,4,52,819,1364,1754,1304,201,35,5526,15,38,322,610,967,741,170,43,2909,171,176,278,296,429,457,198,56,2062,6089,8145,17891,18883,22828,19778,5449,1124,100188
206,5722,1049,132,49205,18,363,22233,33751,22236,11009,1873,187,91666,27,201,6879,24884,22461,10502,2434,331,67721,352,997,2652,2141,1911,1237,380,101,9767,13469,63337,217874,173610,126332,72352,17296,2205,686467
207,1499,319,53,8238,3,30,2018,3922,3656,2213,524,57,12426,7,28,582,2361,2778,1661,491,73,7987,118,281,430,415,520,356,129,34,2292,6455,14069,33763,29508,30186,21114,6317,916,142323
208,1422,324,35,7321,4,60,1495,2854,3077,1756,444,81,9764,14,35,483,1787,2161,1328,487,87,6389,173,316,489,513,615,402,157,29,2695,7756,16000,32883,31165,33391,23372,7016,980,152571
209,1335,227,23,6678,0,36,1172,2138,2158,1437,268,27,7235,10,19,325,1082,1258,897,244,45,3871,190,285,516,474,591,414,122,23,2623,8315,14030,31879,30351,31081,21830,5113,598,143201
210,1152,150,15,6844,4,80,1398,2644,2502,1417,217,19,8274,6,36,424,1232,1457,764,180,36,4138,162,272,539,531,590,407,99,14,2620,6192,12751,32341,31578,31699,19630,3816,416,138428
211,1451,242,18,7508,7,29,1299,2763,2944,1801,314,38,9199,14,34,322,1286,1681,982,273,50,4643,250,357,526,575,776,515,169,35,3204,11418,16931,33453,35184,39363,28406,7456,936,173162
212,2685,426,48,15215,3,102,3180,6444,6080,3448,599,64,19923,17,61,818,2978,3608,2086,505,67,10135,308,578,1052,1042,1222,789,243,50,5290,13272,26753,68218,67963,67672,44218,9888,1182,299165
213,1785,264,12,10185,5,93,2061,3702,3495,2202,320,15,11887,12,45,554,1538,1917,1110,220,33,5420,235,435,848,837,880,575,131,30,3966,11219,20845,52232,50808,47129,30141,5599,480,218458
214,793,138,16,3909,7,20,572,1199,1255,802,196,18,4065,8,20,207,550,796,489,212,51,2330,161,210,272,348,421,337,127,19,1892,6804,9119,17157,18452,20766,15195,4322,575,92394
215,542,81,20,2136,3,15,259,565,697,484,97,34,2159,11,18,109,254,304,300,96,26,1121,91,95,190,204,275,271,105,41,1268,3733,5053,10849,11203,13972,12275,3507,805,61396
216,479,71,12,2122,0,20,300,622,681,452,82,23,2180,8,17,97,223,331,296,92,29,1097,102,90,141,218,268,252,70,41,1180,3588,4424,9663,10419,12439,10115,2625,542,53808
217,478,94,16,2155,3,14,277,610,755,517,104,25,2315,10,15,100,249,401,344,117,31,1266,95,89,130,149,243,241,103,40,1095,3520,4332,8818,9996,12501,10432,3027,701,53330
297,0,0,0,11,0,0,0,12,12,8,0,0,29,0,0,5,20,20,14,0,0,60,0,0,0,0,0,6,0,0,5,0,3,26,39,57,28,3,0,157
299,635,104,20,4907,3,105,1291,1752,1376,696,126,22,5375,16,32,365,696,731,386,121,16,2357,120,306,559,582,681,477,162,34,2922,4421,12150,27242,25210,26106,18621,4671,612,119032
301,736,136,10,4046,4,26,817,1630,1665,897,137,14,5199,8,9,233,743,976,545,132,18,2657,135,122,210,291,295,201,44,10,1297,6002,7230,15989,17351,18176,12653,2855,291,80553
302,1061,146,11,6301,0,64,1576,2889,2731,1481,205,25,8972,8,19,376,1380,1603,871,156,39,4451,115,170,287,323,333,232,72,12,1537,6012,11026,24800,25231,25204,16543,3341,360,112509
303,1340,206,15,8301,5,62,1859,3474,3311,1929,319,37,11001,6,43,485,1536,1769,1020,270,38,5171,117,243,439,439,419,319,74,13,2059,7868,16366,36770,34617,33083,21725,4793,505,155714
304,517,98,9,3119,3,30,584,1198,1296,766,180,16,4071,3,14,120,490,778,530,177,32,2144,68,98,142,125,135,112,32,15,724,4606,8421,13225,11637,11370,7735,2355,290,59640
305,3205,430,45,24387,9,221,9037,15076,12041,5546,762,58,42755,12,84,2663,10190,10107,4677,863,129,28726,176,392,892,790,785,410,123,29,3591,10156,32149,85179,77507,63165,35753,7351,809,312065
306,866,152,22,4284,3,26,757,1303,1609,1004,163,27,4895,10,15,228,583,717,524,161,42,2273,142,143,272,330,400,317,132,35,1776,5937,7985,19119,21280,22870,16970,4451,683,99301
307,452,97,23,2554,5,75,881,1021,1060,590,132,27,3800,5,24,291,499,579,351,140,33,1920,79,62,156,175,254,228,147,52,1159,3322,4435,10285,10971,12645,9945,3446,890,55949
308,1049,143,11,6001,6,200,2401,3132,3151,1728,192,26,10831,5,54,883,1525,1577,980,193,41,5255,137,125,270,289,395,287,117,37,1659,6240,8706,20420,20840,21853,14825,3122,550,96570
309,1663,352,23,10353,5,110,2230,4060,3739,2056,491,58,12752,16,85,742,2147,2314,1429,465,102,7297,328,426,698,795,812,582,215,40,3887,14983,23812,51638,52273,50816,34817,9810,1120,239261
310,848,144,5,5280,3,53,995,1994,1939,1037,158,10,6196,13,9,244,721,842,489,149,16,2494,141,175,326,351,355,243,73,24,1687,6715,10201,23597,23931,24012,15580,3445,425,107904
311,633,113,8,3773,0,39,757,1379,1435,744,99,10,4468,3,10,223,596,627,422,124,14,2024,137,165,293,331,321,249,77,11,1575,6810,9617,20413,20629,19797,13565,3118,294,94250
312,855,104,8,5168,12,237,2704,3098,2627,1388,133,22,10221,10,50,919,1506,1407,805,115,27,4833,110,141,298,313,380,286,92,33,1658,4446,6786,18069,17932,18358,12371,2465,409,80844
313,418,70,4,2419,0,19,464,758,839,420,97,20,2614,4,6,116,357,403,258,84,11,1244,109,106,187,212,216,153,47,16,1051,5376,6280,12598,13522,14768,10012,2402,283,65244
314,314,48,0,1855,3,15,411,800,765,409,79,4,2484,6,8,129,366,415,209,58,11,1205,98,66,131,146,155,104,26,8,725,4581,5296,10079,11126,10547,6668,1601,134,50032
315,412,77,15,2465,5,144,1366,1302,1183,684,86,19,4792,0,15,281,489,475,297,81,15,1656,65,84,155,159,203,196,68,16,938,1708,3151,8439,7635,8027,5994,1539,288,36773
316,1004,166,19,5213,0,44,862,1805,2094,1152,261,30,6254,6,17,274,1043,1176,759,246,34,3557,174,199,325,381,495,351,102,32,2059,9377,10953,22577,27943,31460,22528,5504,634,130983
317,609,89,5,3161,3,56,672,975,1187,739,117,5,3757,7,17,190,459,495,358,98,14,1632,88,93,138,163,202,136,57,15,892,4563,6497,13366,12862,13813,10233,2437,296,64066
318,904,127,13,5147,0,70,1096,1817,1866,1004,157,17,6031,5,20,240,634,768,529,119,14,2329,127,164,267,273,334,273,101,34,1567,6648,11241,21276,20214,20688,14477,3244,482,98272
319,710,89,24,3281,0,56,507,961,1143,734,137,29,3564,13,15,165,396,487,361,111,40,1591,143,139,230,271,388,324,137,51,1682,6427,7218,15279,18319,22069,17476,4302,823,91920
397,8,0,0,17,0,0,11,10,14,12,3,0,47,0,0,5,6,5,4,0,0,28,0,0,0,0,0,0,0,0,3,3,16,42,53,44,37,7,0,202
399,628,81,9,4684,3,120,1311,1633,1392,747,120,14,5342,7,41,395,734,703,376,91,14,2355,96,178,394,455,446,328,108,26,2040,4033,9101,21291,21752,22346,16091,3810,410,98838
401,2446,453,44,13158,4,46,2642,5830,5787,3552,613,58,18535,14,32,720,2952,3705,2539,694,100,10755,148,275,545,481,531,432,140,29,2583,8319,20064,49965,47780,46331,33158,8051,1002,214679
402,1161,175,7,5962,0,47,893,1940,2155,1268,169,19,6496,9,14,188,653,880,533,129,22,2431,140,170,322,315,388,247,73,21,1691,7513,11909,27122,26398,27814,19131,3834,402,124118
403,1086,187,11,4570,0,17,633,1296,1455,993,190,23,4611,10,13,152,593,695,530,190,29,2213,113,128,234,262,279,207,70,25,1307,6703,9865,19542,19862,21602,16909,4240,516,99237
404,1320,164,17,6587,0,49,1159,2327,2579,1653,266,19,8045,3,35,276,880,1222,784,215,40,3448,95,136,323,293,391,235,70,16,1560,5090,10924,26314,26206,28747,20342,4183,480,122287
405,412,94,9,1679,0,22,226,449,572,405,104,16,1788,0,4,80,178,256,217,81,16,829,54,55,109,95,143,158,52,32,699,2240,3154,6772,7609,9680,8514,2462,530,40953
406,461,62,6,2525,4,75,902,1041,1012,586,69,12,3700,7,8,206,393,401,282,59,12,1370,41,68,103,118,154,141,34,13,679,1756,3018,7611,7416,8672,6458,1416,227,36578
407,552,118,15,2339,0,15,306,598,769,587,138,28,2456,7,12,87,236,323,327,146,42,1179,106,83,171,210,253,251,105,44,1219,4273,5616,11836,13342,16450,13984,4218,882,70596
497,0,0,0,7,0,0,0,3,9,3,0,0,22,0,0,0,4,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,3,5,13,25,8,0,0,64
499,191,31,0,1134,0,24,325,366,382,190,37,7,1332,8,12,90,155,156,92,36,4,551,18,47,125,119,135,112,32,6,587,1086,3144,6992,6837,8214,6315,1538,185,34311
501,784,104,15,3943,0,75,916,1643,1938,1208,174,26,5977,10,14,232,575,747,496,139,20,2239,102,89,144,186,262,211,85,18,1099,4552,5097,12418,15074,16748,12703,3284,536,70419
502,270,31,0,1439,0,19,333,564,642,407,63,8,2039,0,4,82,214,294,169,30,12,811,50,47,72,79,93,59,21,0,417,2186,2479,4681,5351,6159,4323,1033,161,26378
503,2303,457,33,16894,4,248,8061,10691,8684,4997,841,81,33608,6,90,3109,9628,9595,4892,976,122,28422,114,296,652,520,605,341,138,23,2695,6075,19875,62491,53736,46572,30329,7406,892,227378
504,953,152,6,5200,0,76,1123,1854,2033,1169,207,14,6479,6,18,271,710,844,514,135,23,2518,109,165,252,250,307,196,66,14,1362,5593,8834,19406,18271,19482,13462,3385,373,88807
505,1612,269,33,8988,3,87,2031,3592,3736,2297,381,38,12171,9,38,640,1663,1963,1159,318,53,5843,209,269,425,442,485,344,98,20,2297,11421,16844,35342,33295,34125,23092,5864,665,160642
506,2111,390,27,12034,0,178,3479,5292,5076,3118,555,34,17732,17,62,843,2393,2745,1769,368,63,8262,190,298,540,522,595,387,133,23,2693,9884,19072,46857,42356,40760,28966,7159,740,195786
507,1663,272,26,9869,3,174,3055,4180,4265,2506,410,35,14622,9,32,846,2125,2390,1362,338,47,7158,141,228,446,405,470,295,100,10,2090,9348,15575,34150,32426,32551,21531,4996,592,151165
509,725,147,30,3169,0,79,881,1217,1384,978,212,42,4790,8,17,235,533,616,495,174,38,2116,65,73,121,179,233,251,108,59,1088,2649,3810,9467,10666,13263,11507,3985,902,56235
510,980,104,11,6712,25,665,6287,5537,4758,2416,242,14,19938,8,318,4578,5189,4451,2091,225,16,16879,50,96,318,317,319,169,37,3,1307,1541,4423,21538,19162,16912,9615,1318,106,74614
511,822,118,8,4913,11,272,2693,2699,2572,1414,195,21,9866,3,50,649,1083,1153,636,140,21,3730,65,92,199,223,252,198,66,11,1108,2846,4476,13025,12735,13683,9495,2236,335,58839
597,11,0,0,79,0,4,144,113,116,57,3,4,447,0,6,173,274,259,118,9,0,837,0,0,7,4,13,4,0,0,32,12,42,405,453,444,219,14,4,1595
599,435,66,4,3185,3,159,1440,1367,1208,631,94,9,4908,6,56,554,768,670,358,60,7,2483,45,94,225,175,224,161,48,14,983,2008,5176,13018,11675,11951,8291,2019,229,54379
601,1113,116,9,5415,0,16,730,1783,2235,1353,201,30,6355,3,17,174,689,970,722,204,28,2811,97,107,206,229,243,200,59,14,1156,5252,8823,20195,21168,22810,17029,3629,453,99359
602,536,65,7,2430,0,12,266,617,798,548,100,9,2351,6,10,84,246,371,317,89,13,1134,57,75,120,140,182,161,51,9,810,3163,5019,9759,10817,13086,10473,2438,385,55131
603,59,13,0,259,0,3,30,77,94,82,14,7,301,0,3,8,28,27,63,28,3,166,3,14,21,32,39,40,15,9,176,425,566,1407,1789,2196,2075,672,138,9266
604,405,54,10,1925,0,21,291,526,598,371,77,9,1899,0,11,64,176,236,204,53,7,755,69,54,95,116,152,117,48,11,663,2766,3606,7393,8249,10430,7946,1716,306,42416
697,0,0,0,11,0,0,3,4,3,4,0,0,15,0,0,0,4,3,7,0,0,9,0,0,0,0,0,0,0,0,0,0,0,9,10,13,12,3,0,55
699,52,7,0,251,0,9,60,78,75,47,6,0,280,0,5,26,32,53,33,8,4,158,15,23,27,33,34,40,13,3,186,314,712,1839,1777,2226,1841,369,54,9138
701,903,142,11,5892,9,155,2357,2926,2607,1538,234,17,9833,3,86,1248,1830,1766,1089,184,18,6214,67,128,269,262,237,147,45,0,1162,3151,6627,19490,16593,14668,9341,2064,196,72120
702,608,92,3,2526,6,58,860,1047,1067,779,114,13,3945,4,15,172,376,472,300,71,5,1418,60,95,234,203,195,145,47,8,985,1399,2743,8444,7157,7331,5401,1254,134,33860
797,0,3,0,16,0,0,12,3,7,4,0,0,20,0,0,5,6,8,7,0,0,33,0,0,0,0,0,0,0,0,3,0,3,30,18,24,22,3,0,91
799,24,7,0,296,0,17,173,127,111,66,8,0,499,0,13,133,84,54,36,4,0,319,5,12,16,24,16,22,3,0,89,110,266,1013,837,761,546,126,20,3679
801,2415,407,38,17666,10,103,6092,12353,11742,5722,823,56,36899,11,46,1276,4406,5828,3474,656,61,15747,178,258,523,475,459,262,86,23,2262,11188,21565,54877,51950,46795,27483,6119,665,220648
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,62,12,0,351,0,3,104,148,104,58,8,0,436,7,0,39,78,70,31,14,0,238,7,21,30,19,32,7,3,0,115,410,847,1681,1424,1278,896,251,32,6819
901,40,11,0,200,0,9,49,67,69,58,19,0,268,0,0,22,28,40,24,9,0,120,0,3,4,14,11,7,3,0,45,75,161,468,562,617,551,220,35,2692
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,9,0,3,3,0,5,3,0,0,17,0,0,7,14,8,6,0,0,27,0,0,0,0,0,0,0,0,0,0,7,26,23,33,17,4,0,118
