SA4_CODE_2016,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_Inc_LR_Mng,M1_Tram_Inc_LR_Pro,M1_Tram_Inc_LR_TecTW,M1_Tram_Inc_LR_CoPSW,M1_Tram_Inc_LR_ClAW,M1_Tram_Inc_LR_SWks,M1_Tram_Inc_LR_MaOpDv,M1_Tram_Inc_LR_Lab,M1_Tram_Inc_LR_IDNS,M1_Tram_Inc_LR_Tot,M1_Taxi_Mng,M1_Taxi_Pro,M1_Taxi_TecTW,M1_Taxi_CoPSW,M1_Taxi_ClAW,M1_Taxi_SWks,M1_Taxi_MaOpDv,M1_Taxi_Lab,M1_Taxi_IDNS,M1_Taxi_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_Inc_LR_Mng,M2_TrnTrm_Inc_LR_Pro,M2_TrnTrm_Inc_LR_TecTW,M2_TrnTrm_Inc_LR_CoPSW,M2_TrnTrm_Inc_LR_ClAW,M2_TrnTrm_Inc_LR_SWks,M2_TrnTrm_Inc_LR_MaOpDv,M2_TrnTrm_Inc_LR_Lab,M2_TrnTrm_Inc_LR_IDNS,M2_TrnTrm_Inc_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
101,12,9,7,18,7,20,15,9,7,101,17,25,24,39,23,60,56,36,15,291,3,4,8,0,0,0,3,3,0,23,0,0,0,0,0,0,0,0,0,5,7,5,11,23,6,13,18,14,3,95,6237,7708,7733,6086,6003,4571,3205,5191,557,47292,249,315,490,564,297,720,218,853,63,3767,262,6,207,8,16,22,352,145,20,1039,106,29,65,31,19,23,30,56,0,354,34,68,41,38,22,27,13,45,5,299,247,43,70,54,46,26,30,88,9,626,901,452,447,684,302,421,136,603,53,4010,8079,8681,9102,7534,6757,5903,4077,7048,733,57910,0,3,3,0,4,3,4,3,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,14,13,31,8,11,32,6,0,122,0,0,0,8,0,7,24,5,0,53,0,0,0,0,0,0,0,0,0,3,15,21,17,47,11,20,61,10,0,198
102,62,230,59,69,81,95,26,63,24,717,57,108,103,195,96,330,46,266,17,1221,7,3,3,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,3,8,5,9,13,4,15,6,9,3,72,8014,14655,10607,9477,9898,7836,4598,6764,913,72756,286,468,657,653,425,1066,190,1128,64,4940,68,7,284,5,19,33,282,165,24,893,30,52,103,62,71,27,56,61,4,467,34,89,57,41,32,25,27,61,6,367,71,65,49,36,57,18,30,41,22,388,276,310,235,362,186,281,90,334,29,2107,8912,15990,12174,10923,10868,9736,5355,8901,1102,83956,23,49,41,36,27,34,3,40,7,263,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,38,83,11,24,38,21,6,17,5,245,8,11,9,4,9,9,0,5,0,62,3,13,4,3,5,0,0,4,0,30,69,159,69,66,80,68,9,69,13,599
103,9,20,7,4,7,3,0,9,3,63,15,25,38,21,11,25,96,69,6,304,0,0,4,0,0,3,0,6,0,15,0,0,3,0,0,0,0,0,0,4,16,15,14,14,8,23,28,40,4,163,6923,10413,8833,6376,7222,4754,5063,5957,665,56194,294,444,640,430,357,780,415,974,55,4396,296,11,188,9,15,16,314,121,12,983,114,32,60,28,20,16,25,40,3,338,32,92,56,20,22,13,21,59,5,319,207,46,47,65,25,12,43,46,13,503,867,520,407,493,333,403,170,536,40,3772,8776,11617,10292,7467,8023,6052,6173,7853,808,67051,0,0,3,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,4,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,6,8,8,4,3,4,0,5,0,43
104,0,4,0,0,6,0,0,0,0,7,6,21,12,18,10,32,11,50,3,171,0,3,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,3,0,7,5,5,3,8,6,8,0,50,3762,6541,4669,4445,4617,3442,2094,3566,369,33498,224,302,233,323,278,494,107,734,40,2725,97,7,113,0,13,18,167,81,11,505,36,41,65,35,24,24,44,44,9,323,37,99,63,51,34,41,33,63,13,434,76,32,26,34,23,24,19,47,5,279,384,217,210,246,147,236,70,270,15,1792,4621,7272,5384,5152,5161,4318,2544,4871,465,39785,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,3,3,6,0,0,0,0,15
105,0,6,0,3,0,0,0,3,3,12,12,23,32,19,11,19,69,31,7,216,0,0,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,6,4,13,10,7,3,13,5,10,0,66,3962,5442,4403,3976,3809,2623,2376,3146,394,30128,184,281,323,337,227,414,167,589,40,2569,128,6,112,3,16,13,179,82,13,550,130,12,48,21,15,24,31,70,7,358,21,45,43,24,16,19,13,36,3,223,198,37,39,29,25,8,30,51,4,415,626,520,247,373,194,219,114,424,27,2744,5279,6387,5264,4794,4318,3345,2995,4436,497,37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,10
106,9,32,20,23,10,12,6,29,3,151,10,25,33,63,21,83,23,105,0,370,0,0,0,3,0,0,4,3,0,11,0,0,0,0,0,0,0,0,0,3,12,6,4,9,11,7,11,15,0,73,7693,11355,14006,7606,8020,6124,8474,7087,949,71306,252,367,794,464,293,935,552,1126,61,4842,106,13,244,4,17,22,311,146,14,874,107,42,138,40,42,31,62,68,6,526,41,62,66,25,20,23,32,37,3,314,126,33,49,157,34,24,33,61,19,533,510,287,300,559,207,253,118,380,40,2653,8878,12227,15650,8945,8674,7511,9625,9049,1100,81657,4,3,3,6,5,5,3,9,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,16,11,8,7,3,5,3,0,51,0,3,0,0,0,3,0,6,0,12,3,11,0,0,0,0,3,0,0,14,14,31,17,13,9,11,8,16,0,128
107,63,253,95,81,113,88,22,116,9,837,71,351,130,275,239,243,46,295,28,1667,0,5,0,0,0,0,0,4,3,15,0,3,0,0,0,0,0,0,0,8,3,12,13,21,15,11,16,16,3,116,7804,15465,10817,8647,10310,6416,5057,5701,880,71100,278,684,662,649,591,1064,171,1004,66,5165,69,7,253,0,32,21,223,130,10,751,53,97,88,52,54,24,71,45,9,483,55,250,86,71,34,30,41,61,11,631,51,64,67,41,64,23,48,31,14,392,331,772,289,488,361,424,68,335,41,3112,8781,17960,12500,10333,11803,8338,5760,7730,1075,84275,12,56,15,27,16,18,8,26,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,68,15,6,19,6,0,4,3,141,10,17,0,12,9,7,0,9,0,64,7,17,10,3,3,3,0,3,0,46,42,154,41,52,44,33,10,45,5,428
108,0,4,6,3,0,3,3,9,0,32,9,17,5,29,18,55,16,66,5,225,3,4,0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,7,8,10,5,16,6,9,8,12,4,83,5040,9169,6773,6368,5914,4894,2840,5114,489,46610,232,410,391,462,342,728,128,795,44,3534,96,3,177,3,20,31,311,116,6,761,71,80,68,48,29,32,53,60,9,456,31,78,66,51,23,35,18,84,13,394,106,48,46,30,51,13,25,54,12,379,570,315,272,346,230,289,80,387,23,2526,6164,10145,7813,7357,6643,6092,3483,6695,614,55007,0,3,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,8,0,0,5,0,3,4,0,29
109,0,11,0,3,4,4,3,0,0,24,5,10,24,27,28,29,20,55,4,197,0,3,3,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,3,9,8,0,8,3,11,3,4,0,43,4629,5753,4984,3907,4498,2971,2524,3994,436,33708,165,181,305,233,177,438,133,612,30,2271,95,3,51,0,5,3,189,53,5,411,63,13,36,16,10,11,16,28,0,196,37,79,64,36,29,28,36,49,4,365,176,28,26,23,20,9,36,38,12,367,550,302,258,246,242,212,96,316,30,2257,5728,6381,5758,4512,5010,3721,3061,5158,527,39846,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,0,0,12
110,6,8,3,0,3,4,7,8,0,36,10,49,31,23,29,38,100,47,3,329,0,0,4,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,0,5,8,14,8,22,16,11,28,15,6,132,6295,9173,6776,5275,6071,4328,3783,6156,587,48448,208,414,434,362,313,728,289,1177,73,3996,330,15,225,0,25,35,354,151,12,1142,133,56,60,17,21,27,33,116,6,470,31,92,41,27,23,24,21,45,0,304,257,47,29,46,31,7,33,87,21,554,954,579,343,395,244,286,139,568,51,3558,8235,10450,7958,6168,6773,5487,4787,8369,764,58997,0,3,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,0,0,0,3,19
