SA4_CODE_2016,Lab_1000_1249_H_0,Lab_1000_1249_H_1_15,Lab_1000_1249_H_16_24,Lab_1000_1249_H_25_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40,Lab_1000_1249_H_41_48,Lab_1000_1249_H_49mo,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_15,Lab_1250_1499_H_16_24,Lab_1250_1499_H_25_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40,Lab_1250_1499_H_41_48,Lab_1250_1499_H_49mo,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_15,Lab_1500_1749_H_16_24,Lab_1500_1749_H_25_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40,Lab_1500_1749_H_41_48,Lab_1500_1749_H_49mo,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_15,Lab_1750_1999_H_16_24,Lab_1750_1999_H_25_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40,Lab_1750_1999_H_41_48,Lab_1750_1999_H_49mo,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_15,Lab_2000_2999_H_16_24,Lab_2000_2999_H_25_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40,Lab_2000_2999_H_41_48,Lab_2000_2999_H_49mo,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000mo_H_0,Lab_3000mo_H_1_15,Lab_3000mo_H_16_24,Lab_3000mo_H_25_34,Lab_3000mo_H_35_39,Lab_3000mo_H_40,Lab_3000mo_H_41_48,Lab_3000mo_H_49mo,Lab_3000mo_H_NS,Lab_3000mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_15,Lab_PINS_H_16_24,Lab_PINS_H_25_34,Lab_PINS_H_35_39,Lab_PINS_H_40,Lab_PINS_H_41_48,Lab_PINS_H_49mo,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_15,Lab_Tot_H_16_24,Lab_Tot_H_25_34,Lab_Tot_H_35_39,Lab_Tot_H_40,Lab_Tot_H_41_48,Lab_Tot_H_49mo,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_15,OIDNS_NNI_H_16_24,OIDNS_NNI_H_25_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40,OIDNS_NNI_H_41_48,OIDNS_NNI_H_49mo,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_15,OIDNS_1_149_H_16_24,OIDNS_1_149_H_25_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40,OIDNS_1_149_H_41_48,OIDNS_1_149_H_49mo,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_15,OIDNS_150_299_H_16_24,OIDNS_150_299_H_25_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40,OIDNS_150_299_H_41_48,OIDNS_150_299_H_49mo,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_15,OIDNS_300_399_H_16_24,OIDNS_300_399_H_25_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40,OIDNS_300_399_H_41_48,OIDNS_300_399_H_49mo,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot,OIDNS_400_499_H_0,OIDNS_400_499_H_1_15,OIDNS_400_499_H_16_24,OIDNS_400_499_H_25_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40,OIDNS_400_499_H_41_48,OIDNS_400_499_H_49mo,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_15,OIDNS_500_649_H_16_24,OIDNS_500_649_H_25_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40,OIDNS_500_649_H_41_48,OIDNS_500_649_H_49mo,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_15,OIDNS_650_799_H_16_24,OIDNS_650_799_H_25_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40,OIDNS_650_799_H_41_48,OIDNS_650_799_H_49mo,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_15,OIDNS_800_999_H_16_24,OIDNS_800_999_H_25_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40,OIDNS_800_999_H_41_48,OIDNS_800_999_H_49mo,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_15,OIDNS_1000_1249_H_16_24,OIDNS_1000_1249_H_25_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40,OIDNS_1000_1249_H_41_48,OIDNS_1000_1249_H_49mo,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_15,OIDNS_1250_1499_H_16_24,OIDNS_1250_1499_H_25_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40,OIDNS_1250_1499_H_41_48,OIDNS_1250_1499_H_49mo,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_15,OIDNS_1500_1749_H_16_24,OIDNS_1500_1749_H_25_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40,OIDNS_1500_1749_H_41_48,OIDNS_1500_1749_H_49mo,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_15,OIDNS_1750_1999_H_16_24,OIDNS_1750_1999_H_25_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40,OIDNS_1750_1999_H_41_48,OIDNS_1750_1999_H_49mo,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot
101,24,33,26,49,222,200,119,117,14,810,9,8,8,25,75,80,49,80,5,335,6,5,8,12,22,40,19,58,4,169,3,3,3,4,11,13,15,29,0,75,5,3,0,0,13,11,3,17,0,57,0,12,5,3,11,7,0,6,6,54,9,44,25,14,21,18,16,15,25,180,286,1879,1105,1182,1497,1138,573,721,217,8604,5,3,5,0,0,0,3,7,23,44,7,20,0,0,0,0,0,0,16,51,3,18,7,6,0,5,0,3,22,65,9,13,8,3,0,8,0,0,30,77,5,13,14,3,3,6,0,7,32,88,0,7,9,17,13,14,3,9,29,99,4,8,12,11,31,19,3,4,26,109,9,0,0,7,27,30,5,13,24,118,8,0,3,9,31,26,12,20,28,135,0,3,0,4,18,24,14,3,15,76,0,5,0,7,7,8,9,15,6,56,0,0,3,5,7,12,4,10,8,49
102,29,27,24,65,229,236,123,127,10,871,17,7,14,10,70,96,57,79,3,371,6,9,9,13,44,75,42,60,4,246,3,3,3,4,16,42,16,30,0,126,0,6,0,5,10,14,12,40,0,82,3,10,3,7,3,9,3,9,3,53,4,34,11,20,22,25,7,8,21,154,361,2650,1521,1386,1835,1442,591,629,202,10621,3,9,0,0,0,6,0,10,40,60,3,25,7,0,0,0,3,4,17,59,5,14,9,3,0,0,0,0,27,67,3,13,15,8,5,3,0,3,44,94,5,7,15,4,5,5,3,5,44,83,7,17,17,13,21,17,0,6,33,126,12,14,13,29,38,31,6,7,37,179,3,10,15,19,39,42,12,26,37,186,15,9,3,18,58,44,16,22,24,214,0,5,4,0,31,30,4,16,12,103,3,3,3,3,25,24,6,11,23,104,0,8,3,4,17,11,6,7,6,63
103,31,25,35,42,208,223,122,144,15,852,15,7,15,22,82,93,60,103,6,393,9,6,10,10,57,65,41,91,4,282,5,0,3,3,27,21,30,59,3,157,3,5,7,3,20,18,21,52,0,130,0,10,9,10,5,15,7,12,0,69,9,25,13,10,21,25,12,21,31,168,360,1952,1132,1094,1658,1420,671,873,209,9369,8,5,5,0,0,0,0,5,33,59,3,19,0,3,0,3,0,0,32,58,4,7,4,0,0,0,0,0,46,62,0,19,8,8,7,0,0,8,45,93,10,4,9,4,8,4,0,3,42,89,8,11,17,15,4,9,0,9,43,110,11,12,10,12,22,15,11,8,38,134,9,9,10,12,31,27,11,17,25,155,4,3,4,6,26,22,12,15,22,119,0,0,3,5,16,17,5,21,10,78,4,7,0,7,24,10,8,24,8,86,0,3,0,3,9,7,6,6,3,42
104,8,14,27,34,83,107,57,70,8,406,5,3,5,14,20,48,25,53,3,178,3,4,6,9,15,19,12,27,6,94,0,4,0,0,5,5,3,14,0,35,0,8,0,0,0,8,3,14,0,42,0,4,0,0,4,8,0,7,0,21,3,27,12,10,14,12,0,3,13,94,196,1454,847,890,906,677,301,388,145,5801,3,3,3,0,0,0,0,0,15,26,4,17,3,5,0,0,0,0,6,32,0,7,5,0,0,0,0,3,18,33,6,9,5,5,0,0,0,3,34,64,3,3,9,5,0,0,0,6,27,53,6,8,13,11,8,11,0,7,16,76,5,5,5,13,17,16,0,9,12,83,3,6,0,8,27,13,7,8,15,90,6,4,3,3,23,12,4,13,12,79,0,0,0,3,9,14,3,4,11,44,0,3,0,0,4,12,3,10,3,42,0,0,0,0,9,3,0,0,3,21
105,13,17,14,21,86,132,54,122,8,482,11,4,11,14,46,50,16,66,3,212,0,3,5,6,25,29,7,40,5,112,0,3,0,0,4,8,5,30,0,57,0,0,3,0,8,9,3,24,0,50,0,6,0,3,3,6,3,16,0,34,4,21,20,9,14,23,10,18,17,140,161,956,613,605,895,890,295,659,147,5224,6,5,0,0,0,3,0,7,10,29,4,12,0,0,0,0,0,4,14,28,3,7,5,5,0,0,0,0,17,40,0,3,0,3,3,4,0,3,28,43,3,8,3,4,0,0,0,9,31,58,0,3,7,10,11,4,0,6,21,64,9,4,3,11,23,8,3,14,20,87,6,3,3,9,17,21,3,8,26,90,3,0,0,0,12,17,8,10,16,67,3,0,0,4,20,7,3,15,10,56,0,0,0,0,4,3,6,3,4,32,0,0,5,0,10,3,3,9,4,37
106,23,26,28,60,230,260,137,175,27,969,10,16,17,26,82,117,66,129,7,475,11,6,14,15,46,47,38,97,3,281,6,3,0,10,15,29,36,45,0,147,5,3,0,7,7,21,32,61,3,142,3,13,4,3,8,8,7,8,3,53,4,57,29,21,21,28,9,9,28,206,358,2712,1492,1381,1713,1488,655,871,226,10893,3,11,0,0,3,3,0,6,27,49,6,26,0,0,0,0,0,0,15,49,3,6,9,6,0,0,0,3,22,48,0,10,10,5,3,0,0,4,38,65,5,5,16,13,3,0,0,0,49,96,8,4,14,21,11,11,4,5,37,117,9,7,4,19,31,16,8,8,39,132,7,3,4,17,41,26,8,15,38,160,8,7,3,12,47,39,11,18,28,168,0,3,0,0,28,22,10,22,17,121,9,0,3,0,22,25,16,34,19,133,4,0,0,5,14,17,15,28,14,87
107,17,22,30,75,162,219,79,108,9,725,11,12,21,24,94,104,52,69,3,395,17,6,14,15,38,65,45,80,6,279,12,9,14,3,26,42,40,54,3,187,5,4,3,0,27,20,27,56,0,155,0,7,0,0,6,3,10,16,0,45,3,25,28,21,30,14,0,15,31,163,361,2361,1454,1269,1397,1130,443,620,164,9199,5,3,0,3,0,3,0,4,19,44,0,24,4,5,3,3,0,0,33,77,7,22,5,5,0,3,0,0,40,75,3,17,17,12,3,0,0,3,41,94,4,12,17,6,6,3,0,3,46,104,4,5,20,14,14,10,3,9,32,116,4,8,18,15,24,24,4,10,26,138,6,4,15,15,36,28,7,10,34,156,12,8,11,20,49,36,21,15,29,195,6,3,4,6,39,19,11,16,12,114,0,0,3,3,30,21,15,18,6,107,0,0,0,3,15,11,11,16,6,59
108,43,33,44,56,139,135,79,119,14,656,24,9,12,18,54,59,43,63,9,291,3,6,13,8,18,26,16,45,0,128,0,0,0,0,11,9,11,36,0,73,0,0,3,0,0,10,3,22,0,41,0,3,3,3,3,3,3,6,3,33,14,39,22,15,17,17,3,14,32,169,448,1997,1194,1166,1221,866,405,614,217,8133,3,7,0,0,4,3,0,9,27,61,5,14,0,4,0,0,0,0,26,52,8,8,8,3,0,3,0,6,24,61,7,15,5,6,3,4,3,3,59,96,3,9,12,10,3,3,0,3,57,98,4,13,7,16,13,4,4,6,40,103,7,8,3,14,30,18,4,16,36,137,5,5,3,10,23,29,3,14,21,118,10,3,7,5,22,10,7,15,22,102,3,5,0,4,4,10,10,11,14,52,0,3,0,3,11,8,3,12,8,41,0,0,3,0,3,6,3,6,3,20
109,23,19,13,36,150,207,86,93,12,640,11,4,6,20,47,92,47,49,0,275,5,4,3,3,32,42,32,30,3,156,0,5,0,0,10,5,6,15,0,44,4,3,4,6,3,3,6,14,0,40,3,9,3,4,3,4,3,7,0,36,4,28,15,8,10,21,3,8,25,129,250,1291,677,819,1010,950,430,506,156,6082,5,3,0,3,0,0,0,3,21,43,0,3,0,0,0,0,0,0,19,24,3,12,5,0,0,0,0,4,19,44,0,9,0,0,0,0,0,3,14,32,0,3,7,3,0,4,0,3,22,44,5,6,5,10,3,4,0,9,34,87,8,3,4,7,20,12,3,8,18,81,5,4,0,5,34,18,3,11,15,103,4,3,0,5,17,13,11,10,14,79,3,3,4,3,9,5,6,10,8,48,8,3,0,0,8,10,4,5,4,49,0,0,0,0,11,0,3,6,5,26
110,33,23,27,90,213,291,142,189,12,1012,7,9,13,32,59,79,63,96,6,357,7,4,8,16,20,33,25,45,3,156,5,3,0,0,11,7,12,27,0,69,0,0,4,0,3,7,9,22,0,55,0,13,0,4,6,12,8,11,3,61,4,41,17,22,28,42,13,30,27,222,318,1831,1034,1313,1712,1758,670,948,232,9818,8,8,0,0,0,4,0,8,24,52,5,18,5,0,0,0,0,3,27,64,10,9,0,3,0,3,0,7,27,54,4,11,9,4,5,6,0,6,31,75,4,10,14,8,0,4,0,4,27,77,6,6,10,16,9,8,3,13,49,125,8,4,5,12,24,13,3,7,34,117,3,3,3,4,48,30,4,16,33,149,11,4,4,3,25,22,9,23,27,136,0,3,0,0,22,16,6,16,7,67,3,4,0,4,19,8,3,17,7,54,0,3,0,0,7,8,3,3,6,33
