SA4_CODE_2016,F_M2_TrnFer_15_24,F_M2_TrnFer_25_34,F_M2_TrnFer_35_44,F_M2_TrnFer_45_54,F_M2_TrnFer_55_64,F_M2_TrnFer_65_74,F_M2_TrnFer_75ov,F_M2_TrnFer_Tot,F_M2_TrnTrm_Inc_LR_15_24,F_M2_TrnTrm_Inc_LR_25_34,F_M2_TrnTrm_Inc_LR_35_44,F_M2_TrnTrm_Inc_LR_45_54,F_M2_TrnTrm_Inc_LR_55_64,F_M2_TrnTrm_Inc_LR_65_74,F_M2_TrnTrm_Inc_LR_75ov,F_M2_TrnTrm_Inc_LR_Tot,F_M2_TrnCarAsDriv_15_24,F_M2_TrnCarAsDriv_25_34,F_M2_TrnCarAsDriv_35_44,F_M2_TrnCarAsDriv_45_54,F_M2_TrnCarAsDriv_55_64,F_M2_TrnCarAsDriv_65_74,F_M2_TrnCarAsDriv_75ov,F_M2_TrnCarAsDriv_Tot,F_M2_TrnCarAsPas_15_24,F_M2_TrnCarAsPas_25_34,F_M2_TrnCarAsPas_35_44,F_M2_TrnCarAsPas_45_54,F_M2_TrnCarAsPas_55_64,F_M2_TrnCarAsPas_65_74,F_M2_TrnCarAsPas_75ov,F_M2_TrnCarAsPas_Tot,F_M2_TrnOth_15_24,F_M2_TrnOth_25_34,F_M2_TrnOth_35_44,F_M2_TrnOth_45_54,F_M2_TrnOth_55_64,F_M2_TrnOth_65_74,F_M2_TrnOth_75ov,F_M2_TrnOth_Tot,F_M2_Train_and_Tot_15_24,F_M2_Train_and_Tot_25_34,F_M2_Train_and_Tot_35_44,F_M2_Train_and_Tot_45_54,F_M2_Train_and_Tot_55_64,F_M2_Train_and_Tot_65_74,F_M2_Train_and_Tot_75ov,F_M2_Train_and_Tot_Tot,F_M2_BusFer_15_24,F_M2_BusFer_25_34,F_M2_BusFer_35_44,F_M2_BusFer_45_54,F_M2_BusFer_55_64,F_M2_BusFer_65_74,F_M2_BusFer_75ov,F_M2_BusFer_Tot,F_M2_BusTrm_Inc_LR_15_24,F_M2_BusTrm_Inc_LR_25_34,F_M2_BusTrm_Inc_LR_35_44,F_M2_BusTrm_Inc_LR_45_54,F_M2_BusTrm_Inc_LR_55_64,F_M2_BusTrm_Inc_LR_65_74,F_M2_BusTrm_Inc_LR_75ov,F_M2_BusTrm_Inc_LR_Tot,F_M2_BusCarAsDriv_15_24,F_M2_BusCarAsDriv_25_34,F_M2_BusCarAsDriv_35_44,F_M2_BusCarAsDriv_45_54,F_M2_BusCarAsDriv_55_64,F_M2_BusCarAsDriv_65_74,F_M2_BusCarAsDriv_75ov,F_M2_BusCarAsDriv_Tot,F_M2_BusCarAsPas_15_24,F_M2_BusCarAsPas_25_34,F_M2_BusCarAsPas_35_44,F_M2_BusCarAsPas_45_54,F_M2_BusCarAsPas_55_64,F_M2_BusCarAsPas_65_74,F_M2_BusCarAsPas_75ov,F_M2_BusCarAsPas_Tot,F_M2_BusOth_15_24,F_M2_BusOth_25_34,F_M2_BusOth_35_44,F_M2_BusOth_45_54,F_M2_BusOth_55_64,F_M2_BusOth_65_74,F_M2_BusOth_75ov,F_M2_BusOth_Tot,F_M2_BusTot_15_24,F_M2_BusTot_25_34,F_M2_BusTot_35_44,F_M2_BusTot_45_54,F_M2_BusTot_55_64,F_M2_BusTot_65_74,F_M2_BusTot_75ov,F_M2_BusTot_Tot,F_M2_Other_M2_15_24,F_M2_Other_M2_25_34,F_M2_Other_M2_35_44,F_M2_Other_M2_45_54,F_M2_Other_M2_55_64,F_M2_Other_M2_65_74,F_M2_Other_M2_75ov,F_M2_Other_M2_Tot,F_M2_Tot_M2_15_24,F_M2_Tot_M2_25_34,F_M2_Tot_M2_35_44,F_M2_Tot_M2_45_54,F_M2_Tot_M2_55_64,F_M2_Tot_M2_65_74,F_M2_Tot_M2_75ov,F_M2_Tot_M2_Tot,F_M3_Trn_and_2_oth_Ms_15_24,F_M3_Trn_and_2_oth_Ms_25_34,F_M3_Trn_and_2_oth_Ms_35_44,F_M3_Trn_and_2_oth_Ms_45_54,F_M3_Trn_and_2_oth_Ms_55_64,F_M3_Trn_and_2_oth_Ms_65_74,F_M3_Trn_and_2_oth_Ms_75ov,F_M3_Trn_and_2_oth_Ms_Tot,F_M3_Bus2othMs_ex_tn_15_24,F_M3_Bus2othMs_ex_tn_25_34,F_M3_Bus2othMs_ex_tn_35_44,F_M3_Bus2othMs_ex_tn_45_54,F_M3_Bus2othMs_ex_tn_55_64,F_M3_Bus2othMs_ex_tn_65_74,F_M3_Bus2othMs_ex_tn_75ov,F_M3_Bus2othMs_ex_tn_Tot,F_M3_Other_M3_15_24,F_M3_Other_M3_25_34,F_M3_Other_M3_35_44,F_M3_Other_M3_45_54,F_M3_Other_M3_55_64,F_M3_Other_M3_65_74,F_M3_Other_M3_75ov,F_M3_Other_M3_Tot,F_M3_Tot_M3_15_24,F_M3_Tot_M3_25_34,F_M3_Tot_M3_35_44,F_M3_Tot_M3_45_54,F_M3_Tot_M3_55_64,F_M3_Tot_M3_65_74,F_M3_Tot_M3_75ov,F_M3_Tot_M3_Tot,F_Wkd_at_home_15_24,F_Wkd_at_home_25_34,F_Wkd_at_home_35_44,F_Wkd_at_home_45_54,F_Wkd_at_home_55_64,F_Wkd_at_home_65_74,F_Wkd_at_home_75ov,F_Wkd_at_home_Tot,F_Did_not_go_to_work_15_24,F_Did_not_go_to_work_25_34,F_Did_not_go_to_work_35_44,F_Did_not_go_to_work_45_54,F_Did_not_go_to_work_55_64,F_Did_not_go_to_work_65_74,F_Did_not_go_to_work_75ov,F_Did_not_go_to_work_Tot,F_MT_NS_15_24,F_MT_NS_25_34,F_MT_NS_35_44,F_MT_NS_45_54,F_MT_NS_55_64,F_MT_NS_65_74,F_MT_NS_75ov,F_MT_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75ov,F_Tot_Tot,P_M1_Train_15_24,P_M1_Train_25_34,P_M1_Train_35_44,P_M1_Train_45_54,P_M1_Train_55_64,P_M1_Train_65_74,P_M1_Train_75ov,P_M1_Train_Tot,P_M1_Bus_15_24,P_M1_Bus_25_34,P_M1_Bus_35_44,P_M1_Bus_45_54,P_M1_Bus_55_64,P_M1_Bus_65_74,P_M1_Bus_75ov,P_M1_Bus_Tot,P_M1_Ferry_15_24,P_M1_Ferry_25_34,P_M1_Ferry_35_44,P_M1_Ferry_45_54,P_M1_Ferry_55_64,P_M1_Ferry_65_74,P_M1_Ferry_75ov,P_M1_Ferry_Tot
101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,13,4,4,3,0,0,51,19,0,0,0,0,0,0,29,0,0,0,0,0,0,0,3,55,14,7,13,5,0,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,11,6,0,3,3,0,0,19,3,0,0,0,0,0,0,4,16,3,8,5,6,0,0,38,31,27,22,29,19,3,0,139,94,45,32,48,38,3,0,265,6,5,0,0,0,0,0,19,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,8,15,4,0,5,3,0,0,33,58,290,590,731,784,495,133,3082,918,847,744,863,976,292,24,4664,92,60,84,81,81,39,18,453,5239,5663,6790,8760,7021,1801,265,35539,32,26,9,16,10,4,0,101,99,55,44,47,36,14,0,291,4,4,6,7,0,0,3,23
102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,22,19,28,19,7,0,115,11,9,3,12,3,3,0,34,0,0,0,7,0,0,0,5,66,66,39,74,38,13,0,298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,5,0,0,0,18,53,20,3,3,4,0,0,84,0,0,0,0,0,0,0,4,59,22,11,11,5,3,0,108,41,28,37,44,47,3,0,192,164,119,86,126,90,23,0,596,18,14,8,12,10,3,0,64,6,8,0,0,0,0,0,11,0,0,0,0,0,0,0,5,27,23,8,18,8,0,0,83,97,531,1134,1028,783,294,30,3899,1860,1629,1449,1366,1344,318,23,7986,123,81,94,126,97,45,20,579,9415,9907,11873,13673,9835,1788,137,56630,153,165,140,118,108,18,4,717,479,191,167,196,160,28,0,1221,3,4,3,3,0,0,0,16
103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,12,4,3,3,0,0,0,0,9,0,0,0,0,0,0,0,3,9,5,5,4,3,0,0,20,27,35,29,29,18,5,3,144,40,39,35,38,21,5,3,184,3,0,3,3,0,0,0,9,0,0,0,0,0,0,0,3,0,4,0,7,3,0,0,14,3,3,7,11,3,0,0,28,56,343,616,648,707,502,152,3028,1055,1186,870,887,877,250,36,5162,108,68,83,91,67,45,41,503,5907,7339,8259,9363,7070,1834,372,40144,9,19,13,12,5,3,0,63,55,58,66,58,55,11,0,304,4,3,3,3,0,0,0,15
104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,7,3,0,4,3,0,0,20,0,0,0,0,0,0,0,0,7,3,0,9,3,0,0,20,14,16,16,35,19,0,0,104,30,21,16,42,21,3,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,33,176,374,432,453,183,47,1691,613,595,544,629,726,151,11,3263,60,39,46,65,37,20,16,276,3437,3924,5074,6379,5208,928,119,25067,0,0,4,5,3,0,0,7,61,20,29,20,26,11,0,171,0,0,8,3,0,0,0,9
105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,12,14,22,6,18,19,8,0,82,23,27,6,25,15,8,0,98,0,0,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,3,0,4,3,0,4,0,12,43,202,260,352,416,222,89,1582,464,689,422,407,409,120,18,2531,46,44,40,53,50,31,27,289,3013,4604,4292,5062,4077,993,220,22266,3,3,3,0,0,0,0,12,43,34,46,52,34,8,0,216,3,3,5,3,0,0,0,12
106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,0,12,4,0,3,3,0,0,0,7,0,0,0,0,0,0,0,0,12,8,9,8,4,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,4,17,3,3,0,0,3,0,23,3,0,0,0,0,0,0,8,20,8,3,5,3,3,0,33,36,44,33,38,31,6,0,185,65,60,42,53,31,8,0,260,6,0,0,4,0,0,0,7,3,0,0,0,0,0,0,10,0,3,3,0,0,0,0,7,9,3,3,3,0,0,0,18,59,421,673,729,606,335,80,2910,1468,1564,1253,1081,938,216,26,6551,100,75,74,104,65,27,27,489,7693,9145,9865,10373,6821,1391,203,45486,24,47,31,31,16,0,0,151,154,72,35,54,49,7,0,370,3,4,3,4,0,0,0,11
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,13,10,5,3,0,51,6,8,6,9,3,0,0,36,0,4,3,3,0,0,0,8,38,49,33,36,22,5,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,7,8,8,0,0,43,33,16,5,5,6,0,0,62,3,8,3,3,0,0,0,19,54,21,17,18,12,0,0,123,52,41,30,45,29,0,0,197,143,112,75,94,70,5,0,503,11,7,9,10,0,0,0,46,0,0,0,3,3,0,0,10,0,3,0,0,0,0,0,6,15,16,13,14,7,0,0,60,75,414,806,649,435,188,32,2588,1756,1620,1434,1177,1075,226,16,7308,100,60,56,90,68,22,26,425,9259,10172,11626,12228,8074,1263,127,52747,232,190,145,138,112,15,0,837,568,411,228,247,170,34,3,1667,3,5,0,0,0,0,0,15
108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,5,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,0,3,0,0,0,0,15,0,0,0,0,0,0,0,0,14,0,7,3,0,0,0,23,23,26,23,31,25,5,0,137,38,29,33,39,24,5,0,169,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,3,0,3,0,0,0,12,47,243,483,593,584,369,79,2395,968,815,797,953,1013,237,28,4803,87,49,83,105,88,36,35,480,4644,5180,6951,9109,7539,1581,212,35213,3,13,3,6,4,0,0,32,85,42,23,43,18,9,0,225,0,0,4,3,3,0,0,9
109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,10,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,3,0,0,0,0,14,21,15,20,18,19,0,0,93,34,20,23,18,24,0,0,115,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,0,0,0,12,39,177,336,398,423,206,66,1651,720,686,528,544,553,162,20,3204,66,29,49,48,51,28,10,293,3698,4351,4727,5681,4619,1035,171,24281,3,9,4,3,3,0,0,24,46,40,44,39,17,4,0,197,3,0,0,3,0,0,0,9
110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,3,0,4,3,3,0,0,17,0,0,0,0,3,0,0,5,10,0,7,3,3,0,0,22,27,35,20,25,12,8,0,130,36,40,26,27,19,8,0,164,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,0,3,3,0,0,0,15,88,313,563,696,806,578,159,3211,922,922,692,701,743,209,29,4223,90,58,82,95,92,53,34,503,5116,6507,7068,8213,6628,1807,348,35683,4,13,14,3,5,0,0,36,85,60,57,62,46,19,0,329,3,4,0,0,4,0,0,14
