SA4_CODE_2016,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
101,5,3,0,3,18,613,448,33,45,1146,1255,3244,183,157,4841,3553,2068,169,188,5979,4092,1656,214,127,6085,3895,1861,289,120,6170,3901,1982,179,110,6169,4770,2343,182,138,7435,5363,2476,218,144,8199,5543,2770,256,145,8707,4830,2967,368,122,8289,3081,2547,323,101,6057,1360,1482,161,61,3066,533,688,75,44,1340,365,427,42,77,910,42540,26515,2661,1522,73243
102,3,7,0,0,13,738,562,55,92,1444,1424,5814,300,163,7697,4842,4427,321,240,9833,6028,2775,390,166,9362,5829,3267,489,180,9757,5753,3627,370,182,9932,6977,4044,270,203,11493,7553,4135,286,197,12169,7408,4008,345,183,11944,6414,3991,425,148,10970,3589,3074,330,120,7112,1124,1635,138,63,2956,281,688,45,33,1051,118,260,23,43,445,57331,41748,3735,1912,104732
103,9,9,0,4,26,739,454,58,95,1343,1363,3092,230,184,4867,4248,2308,254,196,6999,5269,1873,353,152,7641,5130,2331,401,157,8021,5149,2226,266,160,7803,5987,2500,215,153,8852,6390,2487,243,146,9265,6288,2542,269,151,9252,5721,2533,348,123,8731,3540,2147,298,98,6091,1558,1297,157,77,3088,604,746,87,58,1496,441,496,56,107,1097,51686,26574,3181,1755,83199
104,4,5,3,3,14,358,279,24,26,692,556,2324,140,98,3118,1879,1524,129,101,3634,2324,1273,166,89,3854,2402,1431,183,67,4088,2522,1591,141,68,4327,3281,1886,126,84,5383,3548,1992,130,89,5760,3537,2126,198,104,5970,3287,2321,249,78,5942,1997,1898,200,73,4165,659,887,84,39,1670,179,340,36,20,573,113,191,13,49,363,26297,19792,1802,955,48844
105,6,10,0,6,25,482,218,28,56,786,693,1444,91,92,2324,2455,1055,133,107,3746,3425,1031,202,103,4752,2987,1211,260,91,4550,2768,1154,133,86,4134,3170,1112,109,97,4486,3486,1205,102,101,4894,3728,1199,151,94,5170,3472,1270,208,89,5030,2223,1062,173,83,3543,994,655,89,55,1796,397,337,30,38,796,301,271,34,61,666,30091,12991,1723,1098,45892
106,3,6,0,3,14,720,463,41,64,1288,1566,4647,257,160,6635,5298,3371,301,219,9193,7157,2560,436,187,10338,7099,2885,527,168,10679,6749,2990,317,189,10244,7503,3312,322,192,11324,7664,3123,308,198,11298,7221,3075,341,161,10798,6065,2928,401,138,9540,3248,2321,256,104,5925,1103,1264,123,49,2540,344,548,45,35,972,214,329,25,60,628,61229,33350,3658,1859,100101
107,4,0,0,6,9,626,432,45,66,1159,1291,4994,248,154,6693,4906,5450,303,266,10924,6130,3065,425,167,9778,6216,3267,516,169,10169,6123,3583,398,125,10234,7227,3990,279,140,11632,7449,3613,277,167,11501,7478,3681,356,145,11658,6257,3309,411,114,10092,3032,2531,325,88,5971,874,1230,114,53,2275,217,445,35,39,735,103,200,23,55,378,57296,39332,3721,1679,102028
108,15,6,0,6,26,512,393,42,78,1028,788,3171,250,164,4367,2497,1896,207,155,4757,3075,1723,217,105,5120,3069,1890,294,102,5358,3329,2185,203,128,5847,4535,2501,191,138,7369,4942,2780,220,164,8112,5091,3130,287,153,8655,4767,3288,398,151,8595,2782,2678,303,111,5874,1031,1408,133,66,2647,329,588,55,61,1034,214,295,44,81,628,36451,27526,2810,1570,68360
109,3,3,3,0,9,380,240,37,37,695,749,2046,127,102,3021,2399,1554,120,127,4204,2861,1207,200,69,4329,2778,1406,239,84,4511,2724,1420,144,72,4357,3236,1515,126,92,4970,3633,1553,131,90,5410,3738,1600,203,86,5632,3494,1668,279,94,5530,2220,1498,237,75,4031,841,870,111,70,1888,298,358,63,29,750,188,245,48,41,514,29154,16927,2030,1030,49146
110,16,10,0,9,33,709,381,50,70,1208,1146,2838,213,175,4370,3619,1996,227,186,6028,4641,1672,294,133,6749,4470,1936,314,123,6841,4343,1935,239,128,6649,5016,2144,176,134,7464,5481,2149,201,143,7977,5674,2288,218,141,8313,5199,2319,304,159,7989,3504,1926,268,107,5801,1567,1195,147,75,2986,655,668,53,69,1446,471,428,75,91,1070,45784,23501,2736,1672,73688
