SA4_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
111,55296,4800,4164,514,530,65296,132,18,12,3,0,169,312,56,35,11,0,418,39,4,0,0,0,48,24,3,7,0,0,32,69,5,5,0,3,85,95,20,20,0,3,133,132,24,14,3,3,179,26,7,10,0,0,40,59,10,17,0,3,88,527,83,40,10,6,665,63,3,3,0,0,74,63,10,7,0,0,80,20,5,0,0,0,20,123,15,13,3,0,157,80,16,26,3,0,128,25,4,4,0,0,31,129,28,7,0,0,169,14,7,4,3,0,25,158,18,29,3,0,203,24,0,0,0,0,26,72,16,12,8,0,98,932,115,93,15,12,1157,104,13,7,3,3,136,226,7,15,0,3,250,49,9,5,0,0,62,28,5,8,0,0,43,278,46,25,3,3,353,87,9,5,0,0,104,73,0,6,3,3,91,15,4,5,0,0,25,1883,227,200,29,13,2351,212,17,28,0,3,264,87,12
112,25114,2969,5118,854,535,34593,88,15,33,3,0,139,46,8,23,3,0,86,3,0,0,0,0,5,5,0,5,0,0,14,34,11,5,0,0,56,3,0,0,0,0,7,104,28,39,10,0,181,7,0,5,0,0,18,20,6,6,5,0,41,194,40,28,11,9,279,23,0,3,0,0,27,9,3,4,0,0,18,0,0,0,0,0,3,68,12,11,3,0,102,76,19,14,5,3,120,44,12,15,0,3,67,36,9,0,0,3,44,3,0,3,0,0,10,47,5,7,0,0,55,11,0,5,0,0,16,45,13,39,7,0,99,736,120,209,20,12,1101,13,0,0,0,0,17,68,0,4,0,4,80,15,3,6,0,0,23,23,4,3,0,0,28,149,33,46,6,0,231,23,9,0,0,0,25,20,4,4,0,0,31,7,4,3,0,0,17,1100,227,373,49,15,1773,131,21,41,4,6,208,16,5
113,22922,2422,3550,1115,413,30420,30,3,4,0,0,34,122,11,18,3,4,166,8,0,0,0,0,8,23,11,3,0,0,41,95,4,0,0,0,96,0,0,0,0,0,0,50,5,9,3,3,68,3,0,0,3,0,6,27,4,13,0,0,48,565,43,20,21,8,649,9,0,0,0,0,6,31,3,0,0,3,38,8,0,0,0,0,11,39,3,4,0,0,49,97,35,43,36,4,221,10,0,0,0,0,11,47,3,0,0,0,49,3,0,3,0,0,12,81,3,5,0,0,87,7,0,0,3,0,6,34,4,7,0,0,53,409,26,29,13,10,484,75,0,0,0,3,83,275,3,0,0,0,276,11,0,0,0,0,11,10,3,0,0,0,7,168,9,8,0,0,195,83,5,0,3,0,93,17,3,0,0,0,18,18,3,0,0,0,24,487,43,57,6,3,590,44,3,0,3,0,50,22,4
114,15748,2016,2672,387,311,21136,31,10,7,0,0,47,54,15,16,3,0,100,11,0,5,0,0,15,12,10,0,0,0,27,22,3,5,0,0,29,7,0,3,0,0,16,50,6,21,4,0,80,10,5,3,3,0,25,11,6,7,0,0,25,143,23,9,7,0,187,19,4,3,0,0,25,20,0,3,0,0,20,5,3,0,0,0,10,45,10,12,0,0,68,33,11,18,9,0,72,7,0,0,0,0,12,22,6,3,3,0,38,7,4,6,0,0,21,30,7,5,0,0,43,14,0,4,0,0,21,32,10,16,6,0,66,281,44,84,16,9,431,12,3,0,0,0,18,67,3,0,0,0,73,11,7,10,0,0,24,11,3,4,0,0,16,59,20,16,4,0,99,18,4,0,0,0,22,29,3,0,0,0,32,3,3,3,0,0,11,882,135,203,48,9,1275,60,8,15,3,0,86,19,4
115,18252,3531,2181,330,204,24496,61,15,3,0,0,82,797,249,182,53,7,1280,53,24,6,3,0,84,65,34,19,0,3,118,263,31,14,3,4,317,34,5,3,0,0,37,91,28,19,4,0,139,33,8,5,0,4,54,263,62,30,4,0,357,1648,232,97,23,18,2020,145,13,8,0,0,164,204,68,52,5,3,330,112,14,10,3,3,137,190,61,11,0,3,270,141,60,53,17,5,269,34,3,0,0,0,43,284,93,73,15,6,476,151,87,65,15,11,326,182,43,34,5,3,268,59,27,28,4,3,120,56,19,13,0,0,93,637,112,68,4,10,832,208,27,18,7,0,260,753,32,21,6,4,822,77,18,21,0,0,112,68,12,16,3,0,93,412,88,49,8,8,563,365,56,39,5,3,468,87,14,3,4,4,113,45,21,18,0,0,86,1225,289,183,21,13,1734,173,18,20,0,0,213,231,35
116,30232,2477,1592,199,320,34827,50,12,6,0,0,71,947,204,152,36,8,1342,132,18,8,3,4,166,191,61,45,3,0,302,883,126,73,12,12,1111,69,7,10,0,0,88,112,12,13,3,0,142,52,17,14,6,0,83,239,33,22,0,0,292,2878,509,423,55,31,3897,166,12,25,0,0,207,219,58,31,8,5,323,363,58,41,3,4,480,194,39,10,0,3,252,182,44,25,5,7,254,31,3,0,0,0,37,290,60,64,4,0,418,321,104,95,10,13,537,208,45,30,3,0,287,185,31,35,0,4,255,76,13,8,0,0,100,1821,88,58,16,22,2007,444,84,105,8,13,656,2147,100,120,12,15,2394,100,19,14,0,0,136,44,9,6,0,0,62,347,40,16,3,3,420,551,82,57,10,7,700,145,6,0,3,0,154,162,26,35,10,4,240,1610,159,103,11,15,1897,147,18,3,0,3,176,737,51
117,139932,10796,7192,520,1060,159501,1121,100,52,3,3,1281,12299,1369,756,230,86,14735,407,47,25,0,6,492,882,105,57,11,6,1062,1770,70,32,9,11,1891,647,58,12,5,13,731,1361,94,59,9,7,1537,718,139,93,8,18,981,3999,244,161,20,21,4450,14544,513,228,24,64,15379,3992,155,124,17,21,4319,1091,115,81,5,11,1301,555,48,46,3,8,650,2580,236,89,4,13,2925,1785,161,120,18,28,2112,1062,109,53,4,8,1239,2766,319,186,33,27,3329,1313,237,185,19,20,1770,2706,199,120,16,9,3054,190,20,16,0,5,235,652,54,23,5,4,737,7677,606,325,21,72,8713,1926,69,90,7,24,2115,5314,64,72,11,22,5480,633,63,69,11,6,782,1056,66,44,3,0,1179,3754,511,186,13,24,4481,2277,76,33,8,15,2409,2161,61,83,18,44,2354,594,78,62,11,7,754,18749,1675,923,60,104,21524,2547,146,114,5,11,2827,3614,252
118,15989,3099,2387,283,200,21954,139,29,14,0,0,185,1215,178,161,57,9,1616,29,9,6,0,0,46,94,37,22,5,3,163,137,16,5,0,0,159,49,4,0,0,0,63,176,27,27,3,3,234,112,26,27,8,8,180,295,45,27,4,0,373,1116,61,34,9,7,1227,602,44,52,7,5,710,163,19,17,7,0,209,66,10,19,4,0,95,370,112,52,0,0,532,336,61,44,3,6,451,84,24,6,3,0,126,262,36,39,3,7,351,139,42,54,5,3,251,288,38,30,3,5,364,28,3,8,0,0,36,68,17,14,0,0,102,836,174,155,14,13,1189,164,9,4,3,0,182,580,11,16,0,0,610,98,34,47,3,0,178,108,13,9,0,0,133,428,377,174,18,8,1007,156,7,4,0,4,172,300,15,21,4,3,341,62,9,5,3,0,90,1873,437,334,40,22,2711,321,43,46,3,0,411,309,30
119,30278,4454,2970,392,404,38499,70,15,7,0,0,94,3409,1176,803,204,47,5639,120,30,15,3,3,172,414,169,111,13,18,725,610,70,42,4,6,737,495,121,90,17,3,727,137,31,27,3,0,200,392,165,149,27,9,736,637,142,109,11,6,903,2145,196,170,26,28,2555,447,51,79,16,11,594,210,37,28,3,0,274,353,66,63,4,15,503,228,36,20,0,0,290,335,114,72,6,0,532,40,9,11,0,0,62,493,150,138,20,6,814,1645,823,741,64,74,3344,350,76,53,5,3,493,69,9,11,3,3,89,50,8,5,0,4,66,1246,110,74,12,23,1467,660,99,245,15,25,1038,1195,30,38,4,13,1281,114,21,27,0,0,163,81,13,12,0,0,116,307,57,27,3,4,396,365,28,14,3,3,416,231,17,17,12,5,281,147,29,34,4,4,213,1554,195,144,27,18,1938,138,12,11,4,0,169,2375,301
120,21317,3212,2216,251,253,27240,80,15,14,7,0,117,2371,648,453,118,22,3614,83,13,13,0,0,103,178,43,18,0,4,245,381,24,11,3,6,426,81,8,6,0,3,99,116,21,25,0,0,168,132,43,39,4,3,224,517,80,65,9,3,673,2498,167,104,10,23,2806,363,24,26,3,8,413,195,42,27,6,4,267,169,16,17,0,5,213,327,76,44,0,0,449,647,184,148,31,10,1017,61,13,12,3,0,87,885,277,192,47,20,1414,506,209,152,27,21,908,315,39,40,0,4,402,43,8,8,0,0,62,48,16,15,0,0,83,966,142,105,14,15,1242,376,22,47,0,11,453,1063,14,30,3,9,1115,83,17,21,0,0,122,90,14,7,3,0,107,290,49,35,3,3,380,473,47,47,7,7,574,235,16,15,0,10,273,133,39,34,7,0,212,1533,285,236,19,17,2092,175,18,26,6,0,234,829,104
121,45617,6895,3776,534,402,57224,366,57,23,3,0,447,3973,724,424,145,21,5286,144,17,21,0,3,185,212,46,20,8,4,292,391,20,17,4,4,439,92,9,9,0,0,113,363,61,35,10,0,476,117,35,26,7,3,186,1289,174,135,28,5,1635,4942,275,115,26,19,5378,832,44,28,3,3,917,652,135,111,17,12,919,137,14,18,0,3,172,696,98,41,3,3,836,453,104,67,8,11,643,367,82,44,10,3,508,1161,281,219,56,19,1731,319,107,89,12,7,536,746,101,70,10,4,924,32,3,7,0,0,48,210,39,13,0,3,278,2154,410,206,29,21,2819,613,29,25,3,5,678,1720,33,32,6,13,1798,201,42,45,9,7,297,258,55,26,10,0,353,1447,385,160,21,9,2030,798,44,25,5,9,877,553,28,25,10,3,627,128,28,14,5,0,176,5991,1122,542,80,38,7766,715,106,56,11,8,897,711,71
122,18583,4766,3083,371,207,27020,109,48,23,5,3,191,820,122,120,35,15,1108,89,9,10,0,0,106,47,16,8,4,3,80,83,6,5,0,0,96,18,5,0,0,0,23,172,70,35,8,0,282,25,12,4,0,0,49,209,34,27,3,0,275,965,84,78,4,5,1134,175,7,14,0,0,202,171,32,40,8,0,251,30,5,6,0,0,49,181,57,28,6,3,269,246,64,52,10,6,372,84,17,17,3,0,118,221,43,62,8,3,343,53,24,22,0,4,110,131,28,13,3,0,183,9,6,3,0,0,13,70,31,16,3,0,124,957,281,196,13,9,1450,100,8,4,0,0,114,468,6,8,0,5,494,65,15,20,0,0,96,55,9,9,0,0,81,458,175,77,15,0,725,116,13,4,0,3,130,171,13,14,3,0,196,31,8,14,0,4,56,2204,835,449,69,25,3582,270,60,55,4,3,393,146,26
