SA4_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
111,43,9971,9534,918,601,72,57,11190,9885,1007,671,65,71,11699,9507,948,613,67,67,11206,8135,788,595,73,68,9661,4084,490,337,50,39,5002,943,225,156,27,15,1362,148,76,53,15,4,301,63,33,18,12,0,130,80130,6026,4461,486,501,91604,6634,18,38,25,50,6765,7216,24,152,21,40,7458,4172,78,237,23,34,4538,4333,132,387,64,23,4938,4432,193,480,73,15,5194,4580,236,510,76,36,5436,4403,240,483,84,25,5231,4140,254,458,98,34,4983,3818,259,455,71,35,4638,2875,256,446,71,31,3688,1228,194,284,99,23,1823,428,104,139,64,10,738,166,57,74,55,3,354,48415,2057,4141,828,348,55795,5298,138,199,62,76,5776,1842,95,111,69,290,2413,135695,8322,8916,1443,1220,155588
112,48,4434,3901,612,672,97,56,5334,4401,641,805,101,59,6009,4464,643,899,103,57,6158,4172,561,844,124,51,5744,2335,387,667,120,43,3560,594,197,332,111,16,1249,103,74,143,56,11,393,47,23,123,67,16,276,33720,3996,5748,870,435,44765,3849,3,19,29,57,3963,2691,5,86,25,37,2850,2011,39,198,38,17,2302,2219,89,290,75,29,2693,2408,154,442,72,31,3115,2745,189,555,93,32,3614,2789,180,565,77,36,3652,2885,181,585,99,46,3792,3090,199,632,125,53,4102,2423,214,642,114,35,3429,1056,137,420,147,40,1801,322,67,180,91,21,677,109,33,129,88,18,379,28597,1498,4739,1082,447,36368,2271,123,278,78,70,2813,1157,86,153,143,286,1833,65750,5694,10918,2171,1241,85780
113,33,4103,3793,423,401,71,46,4737,3952,450,504,99,59,5064,3807,478,581,177,62,5100,3424,422,622,193,50,4703,1931,322,474,158,38,2918,515,166,295,148,13,1136,99,59,153,97,14,413,31,31,114,83,13,277,34615,3073,4130,1176,443,43432,2447,3,5,44,32,2530,1971,10,42,22,8,2052,1435,21,84,19,17,1575,1538,43,128,50,11,1774,1553,59,143,52,20,1832,1569,99,180,60,22,1925,1535,77,146,52,15,1821,1546,81,202,62,20,1916,1480,89,189,78,16,1851,1166,88,204,79,22,1559,581,66,193,101,26,969,218,33,108,82,3,445,88,20,92,121,12,338,17126,689,1714,830,240,20601,2005,113,180,100,60,2461,994,53,130,148,184,1504,54742,3920,6155,2252,918,67996
114,13,2670,2388,409,361,51,34,3244,2611,437,406,63,33,3547,2751,413,515,57,35,3772,2412,436,388,49,24,3309,1272,263,305,60,14,1908,336,144,142,45,16,680,61,60,57,40,3,220,32,39,37,24,3,131,21768,2779,2965,454,255,28223,2471,3,19,20,36,2548,1607,3,41,17,20,1688,1187,17,96,28,19,1345,1236,41,157,22,9,1468,1237,71,211,35,16,1569,1454,106,267,50,17,1898,1541,98,260,42,22,1964,1565,123,286,51,24,2049,1646,143,333,81,20,2222,1232,149,321,82,27,1808,649,132,261,84,13,1140,227,85,142,68,16,535,72,59,82,55,5,267,16117,1032,2483,629,246,20506,1492,78,157,51,51,1830,674,39,79,43,172,1013,40058,3931,5682,1170,725,51563
115,25,5680,4643,988,387,54,31,6105,4364,999,445,39,28,5887,3894,994,493,61,38,5482,3143,736,362,66,33,4346,1731,504,246,33,15,2532,612,288,165,21,6,1092,119,106,61,20,5,311,28,27,37,16,3,116,38122,6124,3087,399,279,48007,4315,5,46,31,16,4414,3795,13,99,11,25,3948,1638,52,147,24,19,1879,1672,131,203,67,11,2084,1863,193,269,75,18,2430,2130,302,390,104,11,2942,1966,284,348,79,16,2698,1728,288,326,79,20,2445,1491,235,326,85,13,2158,1206,263,314,78,11,1871,701,220,232,75,21,1246,264,130,99,60,4,563,111,61,65,52,3,289,22892,2192,2871,818,190,28961,1713,148,115,78,31,2085,962,137,108,73,139,1421,63687,8603,6180,1365,642,80475
116,45,8671,7652,779,492,48,48,9022,7321,799,464,50,47,8687,7044,717,448,50,66,8326,5786,570,333,46,42,6778,3333,348,234,36,34,3981,1002,185,98,18,18,1322,190,72,24,12,0,295,32,15,14,3,3,65,61528,5059,3189,352,451,70570,4213,15,23,33,28,4314,4025,30,80,36,17,4195,2303,64,148,28,17,2560,2432,144,241,66,19,2905,2382,192,291,74,10,2956,2358,186,302,66,27,2931,2204,176,291,60,35,2765,1931,192,285,47,20,2481,1762,110,240,41,13,2172,1373,154,215,34,12,1789,667,96,136,34,14,947,242,40,70,10,9,374,76,17,27,14,0,135,25980,1411,2351,549,229,30526,2489,85,123,41,55,2795,1907,121,145,67,268,2500,91894,6677,5798,1011,1010,106400
117,233,63030,48491,3672,1809,100,221,54300,40237,3639,1800,127,229,46026,32526,3200,1778,142,201,37848,23903,2382,1474,77,175,28009,12320,1337,948,70,105,14781,4275,747,479,46,55,5603,951,291,198,16,19,1467,276,127,86,25,15,517,390629,22084,12580,951,1898,428136,6616,12,76,43,61,6799,21200,117,319,80,166,21884,16114,224,634,91,115,17186,13310,434,762,131,86,14722,12169,551,838,128,81,13766,10313,540,769,101,67,11788,8207,577,698,100,66,9639,6630,506,668,107,71,7979,5653,480,627,88,50,6892,4738,483,640,109,49,6021,2791,436,494,106,41,3872,1195,227,216,43,22,1706,464,164,136,63,24,855,109394,4753,6875,1182,889,123099,16107,365,402,106,169,17149,7821,453,449,254,989,9959,523949,27651,20300,2496,3946,578345
118,37,6597,4439,931,530,53,42,5994,4063,1017,607,72,31,5788,3736,930,605,59,49,5379,3187,636,482,49,39,4395,1983,420,339,30,26,2800,797,279,193,20,14,1299,235,134,67,13,14,457,76,71,41,8,8,195,42058,6092,4194,427,338,53105,2500,10,42,15,13,2578,5529,25,147,33,37,5778,3730,76,271,29,22,4128,2692,153,389,49,20,3302,2283,262,483,62,16,3111,2108,289,507,82,16,2997,1813,287,521,81,30,2740,1646,289,434,67,24,2461,1520,276,399,63,21,2271,1341,274,382,71,17,2092,958,233,323,79,19,1625,428,136,185,56,15,814,201,123,116,76,11,522,26746,2438,4200,770,265,34418,2195,138,180,44,37,2594,1285,124,127,56,169,1756,72289,8793,8693,1300,800,91871
119,64,10054,8388,1373,900,89,98,10848,8493,1498,940,86,87,11101,8265,1476,959,129,99,10931,7020,1129,815,91,76,9133,4035,634,504,43,46,5264,1393,342,228,41,24,2030,260,151,68,22,10,506,81,73,34,19,8,216,71921,9574,6546,740,695,89473,4826,20,41,59,39,4982,6100,69,177,56,52,6450,3931,174,356,88,33,4581,3835,316,508,115,41,4809,3779,352,574,137,49,4890,3894,423,613,143,38,5119,3803,427,628,124,52,5032,3614,381,563,111,45,4711,3185,337,510,120,50,4201,2470,306,519,89,37,3429,1291,243,314,97,21,1961,475,132,152,51,21,819,193,81,92,51,4,421,41386,3251,5045,1232,495,51410,3513,209,218,95,99,4129,2560,253,290,111,409,3624,119379,13286,12103,2170,1690,148635
120,44,8279,6501,983,570,60,52,8158,6099,1102,631,53,60,7952,5976,1035,698,67,49,7830,4931,778,492,63,46,6310,2780,499,325,39,21,3655,973,245,176,16,11,1422,205,117,63,20,8,421,76,45,33,12,3,165,55059,6672,4178,468,425,66799,3074,12,50,25,20,3179,4917,27,131,25,33,5130,3279,89,239,51,26,3691,2712,164,342,78,24,3314,2381,258,399,76,20,3140,2496,277,474,93,26,3362,2207,293,471,93,35,3094,2132,289,443,76,23,2961,1903,271,381,64,27,2646,1596,258,356,66,20,2294,858,223,282,52,23,1441,362,111,162,29,13,665,149,68,84,39,9,348,28069,2338,3811,751,293,35268,2595,107,187,42,46,2984,1570,158,139,89,218,2177,87300,9278,8315,1346,991,107232
121,82,18974,14946,1878,770,92,72,17753,13199,2041,907,126,78,16346,11343,2129,914,118,71,14572,8671,1788,863,85,71,11480,4737,1055,521,50,49,6416,1720,661,277,44,25,2721,363,242,98,33,8,737,103,111,62,40,4,322,119731,12674,6085,758,632,139876,6164,15,102,26,30,6340,9082,47,209,43,43,9427,4944,85,260,44,41,5369,4578,236,416,72,29,5336,4360,398,610,91,37,5491,4604,521,752,156,18,6053,4318,594,759,149,35,5855,3848,571,712,137,35,5304,3414,603,671,158,40,4882,2913,623,661,154,28,4376,1962,668,565,175,28,3406,872,369,331,128,19,1715,399,221,226,104,11,971,51460,4949,6267,1437,400,64517,5091,286,297,76,65,5817,2492,232,215,132,345,3421,178774,18143,12866,2408,1448,213633
122,27,5691,4284,1106,652,61,35,6134,4090,1353,750,70,39,6300,4040,1337,610,71,38,6098,3234,975,533,40,36,4812,1953,580,279,42,17,2874,696,292,152,31,10,1179,169,129,63,12,6,377,49,69,29,15,4,163,37470,7547,4334,414,283,50044,4187,8,88,25,29,4343,3876,16,122,18,21,4061,2118,61,177,28,7,2394,1949,147,309,44,16,2464,2006,243,544,86,11,2883,2210,381,595,124,22,3334,2283,393,587,81,16,3359,2036,408,528,95,27,3095,1838,378,439,86,14,2749,1590,402,434,85,22,2539,1045,325,298,95,17,1783,438,205,174,75,15,907,194,104,117,85,10,511,25768,3078,4412,925,223,34408,1904,188,177,45,35,2353,950,112,135,53,170,1429,66096,10930,9061,1440,708,88233
123,43,5405,4943,717,361,44,55,6123,4694,631,400,32,45,5808,4585,626,380,44,56,5692,3918,515,348,40,34,4860,2168,298,246,32,30,2770,653,143,100,25,9,922,107,67,35,6,3,229,22,20,16,4,4,67,40791,4294,2840,309,416,48659,4001,4,14,21,30,4075,3125,14,69,19,27,3253,1750,56,109,34,20,1962,1895,97,214,65,16,2288,1874,140,222,45,14,2295,2056,178,253,47,15,2555,1823,150,267,52,19,2315,1793,157,218,65,20,2252,1582,156,210,52,23,2017,1193,131,207,46,11,1592,582,112,116,44,16,867,192,45,52,23,6,321,63,18,34,22,5,141,21934,1263,1987,529,223,25928,2053,97,100,54,40,2341,1293,84,107,52,197,1731,66069,5742,5034,940,870,78655
124,27,6598,5815,775,570,58,47,7268,6036,800,618,57,46,7558,5782,808,602,67,51,7302,5164,657,538,61,40,6457,2835,475,386,41,26,3758,888,205,182,27,12,1311,158,87,45,16,3,307,56,29,33,8,0,123,50630,5175,4286,428,389,60915,5305,10,31,27,22,5401,4205,25,104,29,19,4373,2414,55,169,47,21,2702,2465,123,300,45,20,2959,2488,153,343,70,24,3080,2724,204,357,90,22,3398,2564,204,427,60,22,3277,2452,178,372,73,14,3085,2415,164,373,60,17,3036,1914,209,387,69,16,2588,988,157,267,72,12,1498,331,90,120,44,15,594,127,44,58,33,10,272,30395,1614,3304,716,241,36264,2754,103,164,36,53,3119,1472,86,127,56,212,1967,85262,6976,7889,1244,899,102264
