SA4_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
101,23,3901,3569,550,528,79,41,4770,3908,597,710,86,59,5363,3915,647,752,161,69,5543,3317,555,712,188,55,4830,1871,397,583,187,47,3081,558,232,359,174,39,1360,106,77,192,145,16,533,58,42,147,113,11,365,31918,3922,4983,1283,428,42540,3146,0,16,44,45,3244,1972,7,55,15,21,2068,1485,29,95,39,12,1656,1593,77,143,34,17,1861,1589,99,223,69,10,1982,1816,117,302,89,23,2343,1923,135,303,88,30,2476,2167,152,336,87,30,2770,2258,178,392,114,27,2967,1754,176,431,153,37,2547,806,147,329,171,19,1482,255,79,188,153,11,688,109,40,137,128,12,427,20859,1234,2941,1181,296,26515,2068,141,284,103,71,2661,996,64,146,124,185,1522,55846,5364,8352,2695,983,73243
102,29,5753,5474,790,609,54,51,6977,5890,873,670,63,54,7553,5767,831,654,82,68,7408,5057,652,581,85,44,6414,2680,429,390,52,30,3589,654,233,186,31,14,1124,112,81,66,16,3,281,35,26,28,24,0,118,46824,5121,4470,512,407,57331,5679,13,36,24,64,5814,4244,21,101,30,28,4427,2468,42,203,28,31,2775,2745,122,312,58,27,3267,2901,192,426,78,24,3627,3215,222,504,83,29,4044,3235,250,510,95,39,4135,3214,227,445,79,39,4008,3088,251,510,95,44,3991,2296,221,427,97,24,3074,1039,207,289,72,28,1635,364,117,137,63,10,688,115,48,67,30,9,260,34613,1927,3965,839,399,41748,3226,149,222,64,80,3735,1347,106,146,85,232,1912,86009,7309,8802,1503,1115,104732
103,48,5149,4751,471,588,119,58,5987,4979,557,661,127,65,6390,4759,552,715,189,75,6288,4228,450,790,201,55,5721,2257,338,674,238,32,3540,648,204,437,245,26,1558,127,87,215,153,19,604,64,39,190,120,28,441,40526,3527,5502,1587,540,51686,2976,3,26,53,38,3092,2195,11,50,20,28,2308,1695,27,95,34,15,1873,1995,79,167,67,28,2331,1842,73,234,56,17,2226,2059,106,244,66,23,2500,2031,119,251,66,30,2487,2064,105,268,83,31,2542,1999,99,319,85,37,2533,1514,125,314,150,37,2147,752,101,264,149,29,1297,328,56,195,143,18,746,113,32,156,167,19,496,21554,935,2579,1152,351,26574,2625,118,249,112,86,3181,1145,63,128,167,253,1755,65855,4636,8462,3014,1230,83199
104,26,2522,2566,291,353,48,26,3281,2724,331,409,57,36,3548,2659,356,414,71,38,3537,2465,285,419,95,35,3287,1315,238,350,81,16,1997,332,97,169,49,6,659,52,34,61,28,5,179,15,26,44,24,3,113,20658,2011,2826,553,242,26297,2258,0,13,26,29,2324,1452,4,36,9,14,1524,1156,15,64,24,19,1273,1252,25,121,19,12,1431,1331,52,168,27,13,1591,1496,86,241,41,24,1886,1578,95,240,57,19,1992,1708,99,236,55,30,2126,1821,98,300,77,27,2321,1399,95,286,86,27,1898,522,69,199,88,9,887,177,29,83,45,7,340,73,8,56,47,10,191,16223,687,2059,599,231,19792,1474,64,167,56,51,1802,600,35,94,69,154,955,38947,2793,5143,1278,679,48844
105,33,2768,2444,268,336,92,36,3170,2641,289,369,138,41,3486,2718,330,461,167,55,3728,2443,276,501,203,46,3472,1419,184,433,166,33,2223,440,116,275,137,28,994,89,48,144,101,12,397,42,34,117,96,4,301,23100,1944,3428,1254,373,30091,1395,3,4,22,19,1444,996,8,19,22,16,1055,940,10,47,15,13,1031,1049,25,103,30,5,1211,977,31,90,34,20,1154,936,36,91,36,12,1112,1009,38,106,40,13,1205,978,49,121,38,17,1199,1032,40,133,56,17,1270,781,51,148,68,17,1062,404,31,126,73,25,655,162,25,70,76,9,337,67,15,85,84,14,271,10728,358,1133,576,193,12991,1384,65,143,67,63,1723,695,37,73,119,170,1098,35902,2396,4780,2017,791,45892
106,40,6749,6387,572,424,66,51,7503,6466,628,438,75,55,7664,5994,588,490,90,57,7221,4893,499,516,113,43,6065,2354,398,366,92,37,3248,583,210,194,96,17,1103,94,82,100,70,4,344,46,47,56,58,7,214,52709,3871,3436,774,444,61229,4557,9,20,28,39,4647,3239,13,67,20,30,3371,2335,31,136,41,8,2560,2511,68,235,47,17,2885,2567,107,235,56,24,2990,2792,140,286,66,24,3312,2615,132,282,71,30,3123,2534,133,287,76,35,3075,2343,171,305,79,26,2928,1691,172,327,109,24,2321,763,137,225,121,22,1264,240,74,127,95,11,548,111,30,92,81,9,329,28316,1216,2622,895,298,33350,3245,105,180,63,64,3658,1333,83,110,98,234,1859,85601,5279,6356,1833,1031,100101
107,33,6123,5958,649,542,49,31,7227,6151,669,516,68,48,7449,6123,678,560,63,52,7478,5260,491,410,55,38,6257,2366,327,274,35,27,3032,541,167,123,30,17,874,101,54,41,8,8,217,40,20,20,17,3,103,48642,4212,3662,403,374,57296,4873,9,20,42,44,4994,5267,20,98,30,33,5450,2804,41,164,24,26,3065,2835,94,272,41,22,3267,2966,167,380,51,19,3583,3250,173,466,65,25,3990,3007,186,341,53,29,3613,3041,163,364,73,37,3681,2721,165,341,58,28,3309,1939,178,306,70,33,2531,811,133,204,56,17,1230,247,67,89,42,6,445,96,30,42,30,3,200,33851,1433,3090,627,332,39332,3324,118,178,42,55,3721,1205,85,86,75,230,1679,87024,5851,7018,1150,981,102028
108,31,3329,3487,384,543,77,46,4535,3791,441,587,80,50,4942,3791,487,648,108,56,5091,3474,460,681,105,50,4767,1813,320,485,128,39,2782,462,180,264,114,12,1031,65,67,140,57,5,329,38,30,81,58,9,214,28162,2869,4218,813,384,36451,3068,0,15,22,62,3171,1813,10,35,21,27,1896,1565,15,94,35,10,1723,1604,53,174,46,10,1890,1806,72,236,42,27,2185,2018,118,279,57,31,2501,2257,105,326,64,31,2780,2538,128,344,73,45,3130,2588,134,429,100,32,3288,1907,159,450,136,30,2678,854,126,278,132,21,1408,270,54,150,93,14,588,90,36,85,81,11,295,22372,1013,2898,897,354,27526,2296,87,255,96,75,2810,972,64,139,108,288,1570,53800,4032,7512,1913,1098,68360
109,25,2724,2452,321,356,77,31,3236,2660,411,401,102,51,3633,2719,439,418,133,34,3738,2459,423,430,137,45,3494,1437,266,367,125,29,2220,370,145,208,105,18,841,55,61,95,79,8,298,20,29,60,71,3,188,22253,2632,2978,967,314,29154,1960,3,18,44,26,2046,1502,3,22,16,10,1554,1118,16,45,13,9,1207,1213,48,98,33,6,1406,1175,58,123,52,14,1420,1267,69,130,44,11,1515,1268,98,128,47,9,1553,1335,91,131,35,13,1600,1342,84,153,71,17,1668,1113,99,177,92,16,1498,577,78,146,60,13,870,193,34,66,59,12,358,77,21,56,78,8,245,14121,699,1298,646,163,16927,1620,101,163,86,67,2030,687,42,76,101,131,1030,38679,3473,4513,1794,675,49146
110,32,4343,3880,396,545,141,51,5016,4157,465,645,162,55,5481,4086,527,763,233,66,5674,3600,488,782,260,71,5199,2083,375,682,289,68,3504,615,216,465,242,36,1567,121,85,256,183,7,655,55,52,167,173,17,471,34768,3249,5362,1884,526,45784,2734,5,18,44,42,2838,1894,12,35,20,27,1996,1540,17,81,21,16,1672,1685,35,160,45,16,1936,1631,62,174,53,16,1935,1757,88,217,65,18,2144,1791,70,209,61,21,2149,1856,83,241,75,28,2288,1778,112,289,112,33,2319,1375,95,288,131,35,1926,666,78,265,159,29,1195,269,62,175,140,20,668,101,41,124,145,16,428,19081,759,2266,1080,313,23501,2208,114,232,122,63,2736,1034,54,141,192,250,1672,57086,4170,7997,3284,1155,73688
