SA4_CODE_2016,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49mo_Mng,FTS_49mo_Pro,FTS_49mo_TecTW,FTS_49mo_CoPSW,FTS_49mo_ClAW,FTS_49mo_SWks,FTS_49mo_MaOpDv,FTS_49mo_Lab,FTS_49mo_IDNS,FTS_49mo_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49mo_Mng,PTS_49mo_Pro,PTS_49mo_TecTW,PTS_49mo_CoPSW,PTS_49mo_ClAW,PTS_49mo_SWks,PTS_49mo_MaOpDv,PTS_49mo_Lab,PTS_49mo_IDNS,PTS_49mo_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
101,0,0,7,46,9,73,0,37,0,170,21,46,46,456,73,1061,27,506,21,2253,4,10,18,95,20,147,3,76,4,376,0,9,9,48,5,35,3,13,0,126,0,4,22,13,15,8,5,8,0,79,0,0,10,12,3,4,0,0,0,37,0,0,9,0,0,3,3,0,0,25,0,4,3,10,0,4,0,4,0,25,0,6,4,18,4,33,0,19,19,104,36,72,138,698,126,1370,42,665,51,3202,0,0,8,7,3,3,0,3,0,23,0,7,13,52,9,37,5,20,4,140,0,3,8,42,8,32,0,12,0,112,3,11,29,54,14,32,4,14,0,150,8,28,187,49,40,26,13,11,0,354,7,10,186,18,14,8,0,9,0,263,0,3,87,8,3,9,5,11,0,133,4,8,43,7,4,3,0,11,0,84,0,3,9,5,3,0,0,3,0,29,24,71,563,237,105,147,27,97,17,1287
102,9,6,7,71,13,163,7,63,0,339,25,98,56,881,134,2147,109,1028,26,4509,21,39,23,261,63,399,42,186,9,1037,12,18,12,107,19,95,8,45,3,321,0,12,25,32,8,12,3,14,0,111,3,3,17,12,3,8,4,3,0,48,3,4,4,3,4,0,0,3,0,26,0,3,3,3,0,3,0,0,0,16,0,0,3,21,3,43,0,15,29,116,79,190,165,1393,248,2871,173,1344,64,6528,0,0,15,10,3,12,0,6,0,53,3,17,21,88,17,119,11,62,3,352,5,21,21,88,19,97,9,35,0,297,6,17,49,74,15,60,0,23,3,257,14,27,249,75,38,29,6,15,0,452,12,25,249,41,29,10,7,15,0,386,6,9,101,8,8,3,3,0,0,140,7,4,52,7,4,0,0,0,0,82,0,0,21,4,0,3,0,7,0,33,52,119,775,398,133,344,44,162,14,2045
103,3,14,8,64,8,111,0,47,4,261,30,60,40,517,61,1034,28,551,21,2340,7,12,9,119,12,145,7,64,0,379,10,10,8,50,7,43,3,19,3,155,0,6,30,21,8,12,0,8,0,91,4,6,25,10,3,4,0,0,0,60,0,3,20,3,3,0,0,3,0,32,0,0,9,13,0,3,0,0,0,29,6,6,9,23,6,35,3,19,37,142,55,123,154,830,103,1389,46,714,73,3490,0,0,9,16,3,0,0,4,0,29,3,9,8,46,17,53,6,28,0,171,3,5,6,50,8,40,0,15,0,130,0,13,21,50,9,31,0,19,0,150,4,33,190,70,39,35,4,22,0,387,14,34,192,30,17,12,4,15,0,311,6,5,100,15,16,0,3,3,0,149,6,5,55,5,3,8,3,4,0,102,0,0,14,0,0,3,0,0,0,22,43,110,594,281,103,180,19,117,12,1460
104,0,3,0,28,3,60,0,31,3,126,9,12,26,281,35,817,16,422,18,1638,5,10,4,41,14,84,8,41,0,207,3,5,0,31,7,20,0,6,0,67,4,10,10,16,3,5,0,3,0,46,0,8,10,6,3,0,0,3,0,32,0,0,5,3,0,0,0,0,0,11,0,3,0,0,3,3,0,0,0,9,0,0,0,10,0,15,0,10,21,59,30,48,61,415,61,1004,31,517,40,2198,0,0,3,14,0,5,0,0,0,26,6,5,7,25,5,33,0,28,0,105,3,3,5,27,5,27,0,16,3,94,3,10,18,25,8,22,0,11,0,94,10,18,120,38,30,14,4,5,0,238,3,3,71,12,9,4,0,3,0,109,0,3,29,0,3,6,0,3,0,55,0,4,17,3,0,0,0,0,0,27,0,0,3,0,0,0,0,0,0,13,25,43,282,140,64,121,7,69,5,762
105,0,3,0,23,0,33,3,27,0,91,5,10,22,170,15,478,13,204,4,930,3,10,3,26,0,53,0,25,0,124,3,0,3,21,6,10,0,5,0,45,0,4,13,11,3,7,0,3,0,51,0,0,12,10,3,0,0,0,0,31,0,0,8,4,3,0,0,0,0,13,3,0,7,3,0,0,0,0,0,10,0,0,3,3,0,21,0,7,14,51,17,39,74,268,38,603,22,268,25,1343,0,0,3,3,0,3,0,0,0,16,0,0,3,18,3,19,0,15,0,58,0,6,9,26,4,19,3,11,0,78,0,13,5,27,9,13,0,3,0,72,7,20,77,28,31,7,3,4,0,179,3,13,86,16,16,5,0,3,0,141,3,3,37,8,3,0,0,3,0,65,3,3,39,7,0,0,0,7,0,67,0,0,4,4,0,3,0,0,4,12,22,62,266,139,63,75,12,45,9,689
106,6,5,9,69,11,103,7,55,4,259,31,75,59,565,88,1541,86,907,26,3375,8,16,23,173,26,261,18,116,3,652,13,11,10,64,13,82,3,29,0,228,0,5,35,9,18,13,0,4,3,89,5,8,19,16,3,4,0,0,0,59,4,10,13,9,0,0,0,0,0,33,0,4,4,41,3,0,0,7,0,58,0,4,0,13,0,33,4,17,28,105,72,131,175,962,164,2032,115,1145,68,4853,0,4,13,7,3,8,0,3,0,43,4,3,14,58,21,97,3,53,0,247,0,15,10,58,16,62,11,36,0,206,7,15,23,43,20,59,3,25,3,194,20,30,274,44,47,31,8,15,5,455,10,23,228,22,19,4,3,14,0,326,10,13,122,12,10,3,4,3,0,177,6,8,68,9,6,7,0,4,0,114,0,0,3,4,0,3,0,3,8,27,55,102,755,269,138,263,31,158,22,1788
107,0,18,6,77,11,143,8,70,0,328,38,287,80,1175,257,2010,159,975,28,5006,22,56,43,355,105,428,43,202,5,1257,21,36,13,142,26,122,4,45,0,414,11,28,35,26,14,17,3,9,0,137,3,14,20,21,8,3,0,0,0,76,3,4,10,5,0,3,0,0,0,36,3,8,7,6,0,0,0,0,0,27,4,11,3,31,3,39,0,17,47,155,103,453,215,1842,421,2766,220,1323,83,7428,0,0,13,13,3,9,0,7,0,43,6,18,11,87,18,87,7,33,0,271,4,21,19,70,23,64,10,29,0,244,4,52,45,74,27,35,3,14,3,268,19,71,237,75,60,25,4,8,4,500,12,60,280,34,27,11,7,10,0,434,8,16,113,19,4,5,8,3,0,172,7,9,58,8,5,3,3,0,0,93,0,0,13,14,0,0,0,0,12,44,58,243,788,388,171,246,35,107,23,2060
108,6,3,8,48,8,100,0,58,4,234,19,27,35,397,63,1156,39,515,13,2251,10,9,15,51,3,106,4,52,0,251,0,0,4,24,3,30,0,13,0,86,0,6,16,14,11,5,0,0,0,64,0,0,12,9,5,0,0,3,0,32,0,0,4,3,4,3,0,0,0,13,3,0,3,0,0,3,0,4,0,16,0,0,6,9,0,30,0,17,25,88,36,61,106,552,93,1423,45,662,43,3034,0,0,7,9,0,0,0,0,0,26,3,5,5,38,5,41,3,36,3,139,0,3,6,41,3,32,6,10,0,103,0,7,27,31,9,20,0,5,0,106,9,7,143,26,34,10,3,17,0,253,8,10,90,22,9,8,0,5,0,150,0,4,54,14,8,6,3,3,0,89,0,5,27,5,0,4,0,3,0,37,0,3,12,3,0,3,0,4,5,34,21,45,372,183,73,124,11,90,13,930
109,0,0,4,37,7,60,0,28,3,145,23,44,23,352,39,785,24,340,6,1644,3,5,10,63,12,89,0,31,0,213,4,3,9,28,5,22,0,10,0,82,3,9,18,7,6,7,0,5,0,53,3,4,9,3,0,3,0,0,0,22,0,0,4,3,0,0,0,0,0,7,0,3,4,8,0,0,0,0,0,15,4,0,0,15,3,26,3,18,29,95,39,64,82,513,76,989,27,436,43,2277,0,0,3,3,0,0,0,4,0,14,0,4,6,30,5,27,3,19,0,98,0,0,4,31,3,14,4,7,0,65,0,5,10,27,5,22,3,13,0,92,9,28,126,22,25,10,3,4,0,233,5,14,120,10,14,7,3,9,0,179,0,0,47,7,6,0,3,3,0,72,4,3,17,0,0,3,0,3,0,30,0,3,8,0,0,3,0,0,0,20,20,64,345,134,50,88,19,63,5,791
110,8,16,6,53,7,87,9,49,3,231,18,60,66,324,64,981,41,463,16,2018,12,10,17,78,19,132,7,68,4,341,3,4,10,29,10,31,3,15,0,101,0,8,20,14,10,6,0,3,3,66,0,8,18,8,3,0,0,5,0,45,0,3,4,7,0,7,0,5,0,26,4,3,5,7,0,4,0,0,0,27,0,6,6,31,9,38,3,15,32,141,40,113,151,534,121,1290,58,620,58,2989,4,4,4,7,0,5,0,3,0,32,0,6,10,32,9,41,5,22,0,123,3,7,5,47,9,34,0,17,0,126,4,18,10,47,19,41,3,22,0,166,8,40,144,43,37,28,0,17,3,319,7,19,115,14,16,11,3,8,0,192,4,12,52,7,8,15,4,7,0,102,12,8,42,11,3,3,3,4,0,92,0,0,5,9,3,6,0,7,0,31,54,111,391,223,105,176,20,99,4,1185
