SA4_CODE_2016,EWFT_16_TechFEI_FT,EWFT_16_TechFEI_PT,EWFT_16_TechFEI_NS,EWFT_16_TechFEI_Tot,EWFT_16_UniOTIs_FT,EWFT_16_UniOTIs_PT,EWFT_16_UniOTIs_NS,EWFT_16_UniOTIs_Tot,EWFT_16_Other,EWFT_16_NS,EWFT_16_Tot,EWFT_17_TechFEI_FT,EWFT_17_TechFEI_PT,EWFT_17_TechFEI_NS,EWFT_17_TechFEI_Tot,EWFT_17_UniOTIs_FT,EWFT_17_UniOTIs_PT,EWFT_17_UniOTIs_NS,EWFT_17_UniOTIs_Tot,EWFT_17_Other,EWFT_17_NS,EWFT_17_Tot,EWFT_18_TechFEI_FT,EWFT_18_TechFEI_PT,EWFT_18_TechFEI_NS,EWFT_18_TechFEI_Tot,EWFT_18_UniOTIs_FT,EWFT_18_UniOTIs_PT,EWFT_18_UniOTIs_NS,EWFT_18_UniOTIs_Tot,EWFT_18_Other,EWFT_18_NS,EWFT_18_Tot,EWFT_19_TechFEI_FT,EWFT_19_TechFEI_PT,EWFT_19_TechFEI_NS,EWFT_19_TechFEI_Tot,EWFT_19_UniOTIs_FT,EWFT_19_UniOTIs_PT,EWFT_19_UniOTIs_NS,EWFT_19_UniOTIs_Tot,EWFT_19_Other,EWFT_19_NS,EWFT_19_Tot,EWFT_20_24_TechFEI_FT,EWFT_20_24_TechFEI_PT,EWFT_20_24_TechFEI_NS,EWFT_20_24_TechFEI_Tot,EWFT_20_24_UniOTIs_FT,EWFT_20_24_UniOTIs_PT,EWFT_20_24_UniOTIs_NS,EWFT_20_24_UniOTIs_Tot,EWFT_20_24_Other,EWFT_20_24_NS,EWFT_20_24_Tot,EWFT_25_29_TechFEI_FT,EWFT_25_29_TechFEI_PT,EWFT_25_29_TechFEI_NS,EWFT_25_29_TechFEI_Tot,EWFT_25_29_UniOTIs_FT,EWFT_25_29_UniOTIs_PT,EWFT_25_29_UniOTIs_NS,EWFT_25_29_UniOTIs_Tot,EWFT_25_29_Other,EWFT_25_29_NS,EWFT_25_29_Tot,EWFT_30over_TechFEI_FT,EWFT_30over_TechFEI_PT,EWFT_30over_TechFEI_NS,EWFT_30over_TechFEI_Tot,EWFT_30over_UniOTIs_FT,EWFT_30over_UniOTIs_PT,EWFT_30over_UniOTIs_NS,EWFT_30over_UniOTIs_Tot,EWFT_30over_Other,EWFT_30over_NS,EWFT_30over_Tot,EWFT_Tot_TechFEI_FT,EWFT_Tot_TechFEI_PT,EWFT_Tot_TechFEI_NS,EWFT_Tot_TechFEI_Tot,EWFT_Tot_UniOTIs_FT,EWFT_Tot_UniOTIs_PT,EWFT_Tot_UniOTIs_NS,EWFT_Tot_UniOTIs_Tot,EWFT_Tot_Other,EWFT_Tot_NS,EWFT_Tot_Tot,EWPT_16_TechFEI_FT,EWPT_16_TechFEI_PT,EWPT_16_TechFEI_NS,EWPT_16_TechFEI_Tot,EWPT_16_UniOTIs_FT,EWPT_16_UniOTIs_PT,EWPT_16_UniOTIs_NS,EWPT_16_UniOTIs_Tot,EWPT_16_Other,EWPT_16_NS,EWPT_16_Tot,EWPT_17_TechFEI_FT,EWPT_17_TechFEI_PT,EWPT_17_TechFEI_NS,EWPT_17_TechFEI_Tot,EWPT_17_UniOTIs_FT,EWPT_17_UniOTIs_PT,EWPT_17_UniOTIs_NS,EWPT_17_UniOTIs_Tot,EWPT_17_Other,EWPT_17_NS,EWPT_17_Tot,EWPT_18_TechFEI_FT,EWPT_18_TechFEI_PT,EWPT_18_TechFEI_NS,EWPT_18_TechFEI_Tot,EWPT_18_UniOTIs_FT,EWPT_18_UniOTIs_PT,EWPT_18_UniOTIs_NS,EWPT_18_UniOTIs_Tot,EWPT_18_Other,EWPT_18_NS,EWPT_18_Tot,EWPT_19_TechFEI_FT,EWPT_19_TechFEI_PT,EWPT_19_TechFEI_NS,EWPT_19_TechFEI_Tot,EWPT_19_UniOTIs_FT,EWPT_19_UniOTIs_PT,EWPT_19_UniOTIs_NS,EWPT_19_UniOTIs_Tot,EWPT_19_Other,EWPT_19_NS,EWPT_19_Tot,EWPT_20_24_TechFEI_FT,EWPT_20_24_TechFEI_PT,EWPT_20_24_TechFEI_NS,EWPT_20_24_TechFEI_Tot,EWPT_20_24_UniOTIs_FT,EWPT_20_24_UniOTIs_PT,EWPT_20_24_UniOTIs_NS,EWPT_20_24_UniOTIs_Tot,EWPT_20_24_Other,EWPT_20_24_NS,EWPT_20_24_Tot,EWPT_25_29_TechFEI_FT,EWPT_25_29_TechFEI_PT,EWPT_25_29_TechFEI_NS,EWPT_25_29_TechFEI_Tot,EWPT_25_29_UniOTIs_FT,EWPT_25_29_UniOTIs_PT,EWPT_25_29_UniOTIs_NS,EWPT_25_29_UniOTIs_Tot,EWPT_25_29_Other,EWPT_25_29_NS,EWPT_25_29_Tot,EWPT_30over_TechFEI_FT,EWPT_30over_TechFEI_PT,EWPT_30over_TechFEI_NS,EWPT_30over_TechFEI_Tot,EWPT_30over_UniOTIs_FT,EWPT_30over_UniOTIs_PT,EWPT_30over_UniOTIs_NS,EWPT_30over_UniOTIs_Tot,EWPT_30over_Other,EWPT_30over_NS,EWPT_30over_Tot,EWPT_Tot_TechFEI_FT,EWPT_Tot_TechFEI_PT,EWPT_Tot_TechFEI_NS,EWPT_Tot_TechFEI_Tot,EWPT_Tot_UniOTIs_FT,EWPT_Tot_UniOTIs_PT,EWPT_Tot_UniOTIs_NS,EWPT_Tot_UniOTIs_Tot,EWPT_Tot_Other,EWPT_Tot_NS,EWPT_Tot_Tot,EAFW_16_TechFEI_FT,EAFW_16_TechFEI_PT,EAFW_16_TechFEI_NS,EAFW_16_TechFEI_Tot,EAFW_16_UniOTIs_FT,EAFW_16_UniOTIs_PT,EAFW_16_UniOTIs_NS,EAFW_16_UniOTIs_Tot,EAFW_16_Other,EAFW_16_NS,EAFW_16_Tot,EAFW_17_TechFEI_FT,EAFW_17_TechFEI_PT,EAFW_17_TechFEI_NS,EAFW_17_TechFEI_Tot,EAFW_17_UniOTIs_FT,EAFW_17_UniOTIs_PT,EAFW_17_UniOTIs_NS,EAFW_17_UniOTIs_Tot,EAFW_17_Other,EAFW_17_NS,EAFW_17_Tot,EAFW_18_TechFEI_FT,EAFW_18_TechFEI_PT
101,3,13,0,17,0,0,0,0,4,0,16,3,49,0,50,0,0,0,0,0,3,57,13,111,0,123,3,8,0,7,9,3,144,13,124,0,142,19,11,0,29,7,7,187,30,343,7,376,68,119,0,185,36,36,634,18,159,0,178,30,170,0,203,35,25,443,26,393,3,424,70,584,5,654,161,394,1628,108,1189,15,1302,191,883,4,1082,259,464,3111,8,14,0,15,0,0,0,0,627,14,662,15,16,0,37,3,0,0,6,636,19,701,9,30,0,40,64,9,0,77,276,7,405,24,37,0,59,124,17,0,146,9,9,221,41,114,0,153,420,99,4,521,36,23,727,17,90,0,106,85,71,0,160,20,11,304,52,317,3,374,130,357,3,492,165,263,1292,166,612,3,782,835,557,10,1395,1779,354,4314,0,0,0,0,0,0,0,0,53,3,61,0,0,0,4,0,0,0,0,67,3,72,4,8
102,0,11,0,11,0,0,0,0,0,0,15,11,76,0,85,0,0,0,0,7,0,89,11,125,0,138,0,0,0,9,11,3,149,14,153,0,177,10,20,0,27,7,6,211,45,447,6,494,94,155,0,250,44,32,833,16,197,0,222,81,273,0,352,65,26,670,55,455,8,523,109,840,0,948,244,317,2028,159,1467,18,1641,297,1291,3,1587,380,386,3995,14,14,0,27,4,0,0,3,1063,26,1124,26,29,0,50,8,0,0,10,1104,31,1191,29,59,0,88,307,38,0,345,424,20,876,37,75,0,110,505,69,4,574,32,7,733,100,188,0,291,1438,322,4,1765,81,18,2160,34,112,0,147,300,158,6,471,38,22,680,81,497,3,579,285,574,3,862,277,255,1976,313,977,6,1293,2852,1167,18,4035,3019,380,8731,4,0,0,3,0,0,0,0,56,3,68,0,8,0,8,3,0,0,3,88,5,105,6,9
103,3,10,0,11,0,0,0,0,0,0,14,3,79,0,81,0,0,0,0,0,3,87,12,126,3,139,6,3,0,6,8,9,155,22,160,0,174,3,10,0,14,6,8,207,71,354,4,425,79,170,0,249,27,35,745,19,201,0,218,34,233,0,273,47,49,585,37,568,0,608,64,814,3,887,179,509,2189,162,1501,14,1670,184,1240,9,1435,271,619,3993,4,11,0,17,0,0,0,0,571,11,606,9,18,0,27,0,0,0,0,584,23,632,17,52,0,75,87,9,0,100,250,5,430,17,50,0,64,183,15,0,200,12,3,278,43,121,4,168,635,146,0,780,17,20,988,27,101,0,128,115,90,0,202,23,19,366,57,423,4,484,137,383,0,519,115,266,1394,178,778,10,960,1158,645,0,1804,1575,357,4693,0,0,0,0,0,0,0,0,51,3,50,3,3,0,3,0,0,0,0,60,0,66,5,3
104,0,5,0,3,0,0,0,0,0,0,5,3,19,0,20,0,0,0,0,0,0,22,7,56,0,62,0,0,0,3,7,3,75,0,71,0,73,3,4,0,10,3,3,88,25,179,4,208,43,65,0,113,12,18,347,7,81,0,95,20,87,0,101,14,13,230,6,252,3,260,32,393,3,424,100,204,995,52,663,8,726,94,546,3,646,144,247,1760,9,0,0,18,0,0,0,0,433,6,457,13,9,0,18,0,0,0,0,499,17,531,15,9,0,27,36,7,0,44,192,8,267,14,21,0,32,64,18,0,80,9,0,128,40,97,3,147,224,80,0,306,32,16,492,29,62,0,88,69,58,0,126,17,9,241,76,319,0,396,111,285,0,398,86,158,1041,187,530,4,719,504,450,3,960,1268,210,3159,0,3,0,5,0,0,0,0,42,3,48,0,0,0,0,0,0,0,0,55,0,55,0,0
105,0,10,0,12,0,0,0,0,0,0,16,3,26,0,31,0,0,0,0,3,0,30,7,41,0,43,0,3,0,3,4,3,59,3,70,0,75,0,8,0,8,3,3,89,39,191,3,229,49,78,0,122,13,25,395,18,117,0,142,31,156,0,188,19,29,373,21,340,3,364,47,430,3,481,104,280,1230,87,798,10,893,123,666,3,795,155,345,2189,5,5,0,5,0,0,0,0,256,9,270,6,3,0,7,0,0,0,0,295,14,321,7,17,0,22,8,0,0,8,127,4,167,13,23,0,40,13,3,0,18,10,6,66,20,82,0,102,83,46,0,127,11,22,264,12,69,0,78,34,36,0,76,18,8,181,29,198,0,227,32,163,3,201,48,154,629,92,401,0,489,168,257,3,430,764,212,1892,0,3,0,3,0,0,0,0,37,0,43,3,3,0,4,0,0,0,0,27,3,31,3,3
106,3,25,0,25,0,0,0,0,3,3,28,3,74,0,82,0,0,0,0,9,3,97,12,151,7,164,0,4,0,6,18,13,199,19,160,0,184,4,4,0,13,18,4,215,57,450,4,510,66,142,0,208,71,34,828,29,252,3,286,44,308,0,352,63,29,733,43,630,6,673,81,735,0,820,236,393,2119,167,1735,20,1931,201,1195,3,1399,409,478,4223,18,20,0,37,0,0,0,0,836,30,897,33,27,0,62,7,3,0,9,850,22,944,38,58,0,95,190,19,0,208,334,16,659,18,46,0,64,286,40,0,324,25,15,430,70,131,0,211,860,211,0,1070,62,18,1356,23,111,0,138,148,119,0,267,27,15,447,54,386,4,438,156,356,4,513,173,237,1371,262,785,3,1052,1644,746,6,2392,2309,349,6108,0,0,0,3,0,0,0,0,49,0,54,0,0,0,0,0,0,0,0,78,3,83,3,6
107,0,22,0,27,0,0,0,0,3,0,26,7,74,0,83,0,0,0,0,3,3,92,13,132,0,143,3,11,0,13,3,5,161,16,163,0,184,19,18,0,35,16,10,238,60,443,0,507,136,243,4,386,73,31,991,24,190,0,212,88,289,0,377,52,32,678,37,414,4,451,129,875,3,1009,237,299,1995,151,1437,12,1601,376,1435,7,1823,391,376,4184,10,3,0,15,0,0,0,3,839,13,874,25,17,0,43,8,0,0,10,896,23,966,41,51,0,92,386,30,0,417,342,21,860,35,38,0,71,735,53,3,789,29,9,899,93,142,0,232,2615,330,3,2946,69,39,3297,55,90,0,139,520,191,3,716,69,21,950,85,379,4,470,365,584,4,957,225,227,1876,335,722,3,1065,4626,1198,19,5835,2468,348,9717,0,0,0,0,0,0,0,0,69,0,66,0,4,0,4,0,0,0,0,77,3,83,7,10
108,0,6,0,6,0,0,0,0,6,0,9,0,18,0,18,0,0,0,0,4,4,26,11,79,3,96,0,0,0,0,0,8,107,11,108,0,122,8,0,0,7,4,3,136,33,221,3,260,32,59,0,94,23,23,405,15,111,0,129,21,130,0,150,16,19,321,33,371,0,401,54,525,0,576,166,324,1473,111,917,8,1033,115,715,0,834,218,394,2474,12,3,0,18,0,0,0,0,699,18,735,17,16,0,27,3,0,0,3,633,25,692,19,23,0,45,32,11,0,43,253,10,349,20,35,0,53,104,13,0,119,10,4,193,32,110,0,142,245,79,0,326,20,16,511,35,70,0,103,80,71,0,148,23,17,294,76,364,7,443,141,330,3,477,151,269,1336,210,619,8,839,604,511,7,1114,1783,369,4111,0,3,0,3,0,0,0,0,61,6,71,0,7,0,4,0,0,0,0,90,3,103,0,10
109,0,6,0,9,0,0,0,0,6,3,15,3,24,0,30,0,0,0,0,3,0,29,9,68,0,77,0,0,0,0,3,0,83,7,84,0,91,4,10,0,14,5,4,108,30,199,3,233,33,79,0,117,24,14,391,23,96,0,117,21,120,0,139,36,19,306,18,230,0,247,42,334,4,383,91,255,980,85,701,3,798,103,542,4,647,166,297,1910,0,6,0,6,0,0,0,0,369,5,382,11,10,0,20,0,0,0,0,441,9,469,13,19,0,32,40,10,0,47,218,6,304,16,21,0,43,89,8,0,100,15,3,157,50,74,0,128,388,64,0,450,23,10,609,20,53,0,79,78,50,0,129,15,12,238,48,218,0,264,103,182,0,282,81,142,774,160,407,3,565,698,314,0,1013,1166,193,2940,0,0,0,0,0,0,0,0,34,3,36,0,3,0,3,0,0,0,0,37,4,44,0,0
110,3,19,0,20,0,0,0,0,5,0,30,3,43,0,39,0,0,0,0,4,0,54,5,86,4,93,0,0,0,0,3,6,102,13,79,0,96,7,15,0,28,4,5,134,47,253,0,310,57,168,0,226,27,41,603,32,146,0,178,45,203,4,251,35,38,503,30,393,4,432,85,626,6,719,154,439,1745,140,1017,15,1167,194,1018,8,1224,237,534,3169,10,6,0,16,0,0,0,0,549,18,581,12,16,0,22,0,0,0,0,537,12,579,11,25,0,41,79,15,0,96,207,10,350,19,31,0,45,116,16,0,133,9,3,193,46,117,0,165,404,162,0,563,18,18,765,18,70,0,92,118,92,0,209,27,16,337,27,301,0,333,142,279,3,425,124,255,1137,137,565,5,708,856,555,9,1425,1483,331,3948,0,4,0,4,0,0,0,0,56,4,69,0,0,0,0,0,0,0,0,63,4,75,3,0
