SA4_CODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
101,0,5,3,0,0,3,29,7,43,7,6,0,10,21,0,0,17,3,0,32,3,12,0,17,53,10,0,64,4,5,90,0,13,0,10,8,15,0,26,7,7,46,4,24,0,35,16,43,0,57,11,67,172,21,65,0,89,93,74,0,174,168,93,519,8,31,0,39,0,0,0,0,684,20,734,20,66,0,90,4,0,0,4,708,22,826,26,139,0,170,76,19,0,89,316,16,592,36,170,0,205,160,35,0,197,21,14,443,70,468,7,549,534,227,4,762,76,66,1451,45,258,0,300,127,261,0,389,63,42,798,86,740,4,828,218,982,7,1207,335,728,3102,286,1868,16,2177,1123,1518,15,2651,2207,907,7942
102,0,16,15,0,0,10,53,0,87,4,4,0,7,24,4,0,28,3,3,37,9,27,0,40,138,25,0,157,13,12,217,8,14,0,19,32,25,0,58,9,8,92,0,43,0,43,30,60,0,91,24,105,264,33,104,0,136,238,114,0,354,249,134,873,14,31,0,41,3,0,0,3,1125,26,1200,30,106,3,139,12,4,0,12,1199,36,1386,41,196,0,240,326,38,0,368,481,22,1116,55,233,3,291,542,89,4,634,44,16,984,156,661,6,821,1672,502,4,2174,136,66,3203,58,331,0,389,414,457,8,877,120,55,1442,140,996,13,1146,428,1477,6,1905,544,679,4273,496,2548,25,3073,3387,2572,19,5977,3643,908,13600
103,3,10,29,0,0,29,37,4,77,3,9,0,14,41,3,0,39,3,0,56,4,21,0,26,108,12,3,124,3,19,173,0,12,0,13,15,20,0,32,5,7,66,3,49,0,53,8,62,0,74,11,100,241,25,102,5,122,202,93,7,299,164,131,728,5,19,0,30,0,0,0,0,620,20,673,14,101,0,112,0,0,0,0,648,27,795,30,180,6,221,120,14,0,132,295,25,664,43,213,0,252,223,29,0,253,22,13,541,123,494,4,622,817,327,6,1154,48,75,1905,42,317,0,365,164,340,0,509,72,71,1017,94,1048,7,1155,213,1264,10,1484,308,880,3825,356,2375,22,2757,1541,1978,17,3536,2017,1110,9416
104,0,0,6,0,0,6,14,0,23,0,4,0,3,5,3,0,12,0,0,15,3,19,0,23,29,4,0,33,3,0,58,0,7,0,8,5,6,0,8,3,5,27,3,29,0,32,5,32,0,39,11,43,125,13,64,0,71,56,47,0,104,131,56,358,11,7,0,20,0,0,0,0,472,9,504,13,35,0,44,0,0,0,0,552,13,614,17,67,0,89,45,7,0,55,213,12,367,13,94,0,115,75,24,0,101,11,5,230,71,297,3,378,297,155,0,450,43,36,903,36,152,0,187,90,148,0,241,42,30,498,83,599,5,688,154,707,3,863,201,407,2160,253,1257,10,1521,652,1043,6,1706,1547,508,5277
105,0,5,5,0,0,5,10,0,17,0,3,0,8,9,0,0,7,0,0,17,7,8,0,17,16,8,0,26,3,14,55,4,11,0,16,7,6,0,13,0,10,40,3,33,0,39,6,27,3,34,10,60,145,23,56,3,83,41,49,3,91,86,80,344,5,19,0,25,0,0,0,0,293,8,325,10,34,0,41,0,0,0,0,325,18,384,13,57,0,74,16,6,0,15,145,11,243,23,101,0,119,24,9,0,29,13,4,168,65,288,3,351,148,130,0,281,29,56,721,35,196,0,233,75,197,3,277,36,43,589,55,568,6,624,85,624,12,715,165,493,2004,203,1254,11,1467,340,971,13,1320,1005,635,4426
106,0,9,13,3,0,17,46,0,77,3,7,0,5,21,4,0,26,0,3,31,3,28,0,34,85,10,0,98,7,9,143,3,21,0,22,19,25,0,44,4,6,81,3,43,0,50,20,53,0,75,19,71,215,13,104,0,122,156,96,0,258,204,101,683,23,39,0,65,0,0,0,0,887,32,985,40,103,3,145,7,3,0,5,936,26,1121,58,211,7,268,201,30,0,226,405,27,931,42,212,0,257,314,43,0,357,41,21,676,134,614,7,754,1011,359,3,1374,143,61,2329,57,385,5,445,215,452,0,666,91,56,1264,95,1060,12,1159,259,1149,6,1416,426,700,3708,443,2628,28,3101,2006,2032,12,4050,2927,935,11011
107,0,12,21,0,0,21,43,3,82,3,3,0,4,57,7,0,64,3,3,79,12,30,0,34,169,26,0,194,8,10,248,3,21,0,19,40,24,0,60,14,8,101,9,34,0,46,40,66,0,103,31,86,265,29,93,0,129,327,118,0,444,240,111,920,13,28,0,42,0,0,0,3,909,15,965,24,101,0,127,8,4,0,14,975,28,1137,52,192,0,248,414,37,0,453,385,21,1105,48,209,0,260,811,75,3,890,47,21,1219,155,616,8,776,2920,599,7,3529,155,83,4538,78,298,0,377,640,506,6,1148,136,61,1723,137,824,9,969,529,1531,11,2068,486,607,4137,519,2261,20,2791,5327,2752,24,8103,3099,831,14827
108,0,9,12,0,0,10,33,0,60,0,8,0,10,12,0,0,9,3,3,25,10,14,0,25,33,11,0,45,0,13,78,3,4,0,8,5,12,0,22,3,0,31,10,40,0,50,16,40,3,66,18,95,228,28,84,0,113,84,62,3,153,215,116,596,18,18,0,33,0,0,0,0,761,22,817,20,33,0,53,0,0,0,0,730,37,825,34,110,3,151,42,14,0,52,287,20,510,33,153,0,186,119,18,0,141,14,13,356,74,347,6,426,316,149,0,463,45,60,999,56,188,0,244,107,211,0,323,43,37,646,112,774,5,899,218,894,7,1118,329,687,3033,346,1626,15,1986,802,1285,11,2102,2215,879,7180
109,0,0,6,0,0,6,28,0,35,3,4,0,6,32,0,0,32,3,0,43,0,6,0,9,64,4,0,65,3,11,90,4,3,0,5,7,11,0,18,0,9,32,4,24,0,31,13,35,0,51,17,53,150,9,46,0,59,120,53,0,172,117,79,422,0,13,0,11,0,0,0,0,411,11,433,10,34,0,50,0,0,0,0,480,10,544,25,87,0,109,46,8,0,59,244,11,419,24,111,0,131,121,15,0,144,20,10,305,78,288,3,366,487,150,0,634,48,33,1086,43,151,3,202,108,174,0,280,50,41,572,74,474,3,545,157,555,4,714,195,449,1903,260,1156,7,1420,921,906,7,1831,1453,572,5273
110,0,3,13,0,0,16,31,3,50,0,6,0,5,36,3,0,39,0,0,46,4,22,0,32,92,19,0,112,8,9,158,6,15,0,23,22,13,0,41,0,10,76,8,45,0,48,12,51,0,57,22,91,221,20,89,3,114,176,84,0,264,183,131,691,12,27,0,40,0,0,0,0,618,24,679,12,56,0,67,3,0,0,3,608,16,700,18,112,4,135,90,20,0,112,242,14,507,34,119,0,147,161,37,0,197,16,13,376,98,399,7,504,549,344,0,898,52,77,1525,56,236,0,292,187,308,4,496,64,65,917,69,734,12,809,240,959,14,1204,303,792,3108,299,1675,18,1990,1228,1664,20,2915,1902,999,7808
