SA4_CODE_2016,PTS_400_499_Mng,PTS_400_499_Pro,PTS_400_499_TecTW,PTS_400_499_CoPSW,PTS_400_499_ClAW,PTS_400_499_SWks,PTS_400_499_MaOpDv,PTS_400_499_Lab,PTS_400_499_IDNS,PTS_400_499_Tot,PTS_500_649_Mng,PTS_500_649_Pro,PTS_500_649_TecTW,PTS_500_649_CoPSW,PTS_500_649_ClAW,PTS_500_649_SWks,PTS_500_649_MaOpDv,PTS_500_649_Lab,PTS_500_649_IDNS,PTS_500_649_Tot,PTS_650_799_Mng,PTS_650_799_Pro,PTS_650_799_TecTW,PTS_650_799_CoPSW,PTS_650_799_ClAW,PTS_650_799_SWks,PTS_650_799_MaOpDv,PTS_650_799_Lab,PTS_650_799_IDNS,PTS_650_799_Tot,PTS_800_999_Mng,PTS_800_999_Pro,PTS_800_999_TecTW,PTS_800_999_CoPSW,PTS_800_999_ClAW,PTS_800_999_SWks,PTS_800_999_MaOpDv,PTS_800_999_Lab,PTS_800_999_IDNS,PTS_800_999_Tot,PTS_1000_1249_Mng,PTS_1000_1249_Pro,PTS_1000_1249_TecTW,PTS_1000_1249_CoPSW,PTS_1000_1249_ClAW,PTS_1000_1249_SWks,PTS_1000_1249_MaOpDv,PTS_1000_1249_Lab,PTS_1000_1249_IDNS,PTS_1000_1249_Tot,PTS_1250_1499_Mng,PTS_1250_1499_Pro,PTS_1250_1499_TecTW,PTS_1250_1499_CoPSW,PTS_1250_1499_ClAW,PTS_1250_1499_SWks,PTS_1250_1499_MaOpDv,PTS_1250_1499_Lab,PTS_1250_1499_IDNS,PTS_1250_1499_Tot,PTS_1500_1749_Mng,PTS_1500_1749_Pro,PTS_1500_1749_TecTW,PTS_1500_1749_CoPSW,PTS_1500_1749_ClAW,PTS_1500_1749_SWks,PTS_1500_1749_MaOpDv,PTS_1500_1749_Lab,PTS_1500_1749_IDNS,PTS_1500_1749_Tot,PTS_1750_1999_Mng,PTS_1750_1999_Pro,PTS_1750_1999_TecTW,PTS_1750_1999_CoPSW,PTS_1750_1999_ClAW,PTS_1750_1999_SWks,PTS_1750_1999_MaOpDv,PTS_1750_1999_Lab,PTS_1750_1999_IDNS,PTS_1750_1999_Tot,PTS_2000_2999_Mng,PTS_2000_2999_Pro,PTS_2000_2999_TecTW,PTS_2000_2999_CoPSW,PTS_2000_2999_ClAW,PTS_2000_2999_SWks,PTS_2000_2999_MaOpDv,PTS_2000_2999_Lab,PTS_2000_2999_IDNS,PTS_2000_2999_Tot,PTS_3000mo_Mng,PTS_3000mo_Pro,PTS_3000mo_TecTW,PTS_3000mo_CoPSW,PTS_3000mo_ClAW,PTS_3000mo_SWks,PTS_3000mo_MaOpDv,PTS_3000mo_Lab,PTS_3000mo_IDNS,PTS_3000mo_Tot,PTS_PINS_Mng,PTS_PINS_Pro,PTS_PINS_TecTW,PTS_PINS_CoPSW,PTS_PINS_ClAW,PTS_PINS_SWks,PTS_PINS_MaOpDv,PTS_PINS_Lab,PTS_PINS_IDNS,PTS_PINS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_IDNS,PTS_Tot_Tot,SS_NS_NNI_Mng,SS_NS_NNI_Pro,SS_NS_NNI_TecTW,SS_NS_NNI_CoPSW,SS_NS_NNI_ClAW,SS_NS_NNI_SWks,SS_NS_NNI_MaOpDv,SS_NS_NNI_Lab,SS_NS_NNI_IDNS,SS_NS_NNI_Tot,SS_NS_1_149_Mng,SS_NS_1_149_Pro,SS_NS_1_149_TecTW,SS_NS_1_149_CoPSW,SS_NS_1_149_ClAW,SS_NS_1_149_SWks,SS_NS_1_149_MaOpDv,SS_NS_1_149_Lab,SS_NS_1_149_IDNS,SS_NS_1_149_Tot,SS_NS_150_299_Mng,SS_NS_150_299_Pro,SS_NS_150_299_TecTW,SS_NS_150_299_CoPSW,SS_NS_150_299_ClAW,SS_NS_150_299_SWks,SS_NS_150_299_MaOpDv,SS_NS_150_299_Lab,SS_NS_150_299_IDNS,SS_NS_150_299_Tot,SS_NS_300_399_Mng,SS_NS_300_399_Pro,SS_NS_300_399_TecTW,SS_NS_300_399_CoPSW,SS_NS_300_399_ClAW,SS_NS_300_399_SWks,SS_NS_300_399_MaOpDv,SS_NS_300_399_Lab,SS_NS_300_399_IDNS,SS_NS_300_399_Tot,SS_NS_400_499_Mng,SS_NS_400_499_Pro,SS_NS_400_499_TecTW,SS_NS_400_499_CoPSW,SS_NS_400_499_ClAW,SS_NS_400_499_SWks,SS_NS_400_499_MaOpDv,SS_NS_400_499_Lab,SS_NS_400_499_IDNS,SS_NS_400_499_Tot,SS_NS_500_649_Mng,SS_NS_500_649_Pro,SS_NS_500_649_TecTW,SS_NS_500_649_CoPSW,SS_NS_500_649_ClAW,SS_NS_500_649_SWks,SS_NS_500_649_MaOpDv,SS_NS_500_649_Lab,SS_NS_500_649_IDNS,SS_NS_500_649_Tot,SS_NS_650_799_Mng,SS_NS_650_799_Pro,SS_NS_650_799_TecTW,SS_NS_650_799_CoPSW,SS_NS_650_799_ClAW,SS_NS_650_799_SWks,SS_NS_650_799_MaOpDv,SS_NS_650_799_Lab,SS_NS_650_799_IDNS,SS_NS_650_799_Tot,SS_NS_800_999_Mng,SS_NS_800_999_Pro,SS_NS_800_999_TecTW,SS_NS_800_999_CoPSW,SS_NS_800_999_ClAW,SS_NS_800_999_SWks,SS_NS_800_999_MaOpDv,SS_NS_800_999_Lab,SS_NS_800_999_IDNS,SS_NS_800_999_Tot
101,7,4,146,26,8,29,4,18,4,245,0,8,165,48,19,22,3,15,0,295,8,13,99,34,21,17,7,15,3,200,3,15,45,25,22,7,3,5,0,124,0,13,14,12,10,4,3,6,0,67,3,10,3,3,3,0,0,0,0,17,0,3,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,0,3,3,0,0,0,18,24,71,563,237,105,147,27,97,17,1287,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,0,3,4,0,3,0,0,0,13,0,0,6,3,3,3,0,0,0,9,0,0,6,5,0,0,0,4,0,14,0,0,7,0,0,0,0,3,0,14
102,0,13,214,84,11,48,9,14,3,398,5,17,220,81,28,39,7,22,0,409,6,7,123,49,28,32,0,21,3,268,15,23,56,34,26,16,6,6,0,176,5,16,22,5,13,3,0,0,0,67,3,3,3,9,0,0,0,0,0,21,4,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,12,0,0,9,0,3,4,29,52,119,775,398,133,344,44,162,14,2045,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,5,0,3,0,13,0,0,0,3,0,8,0,3,0,13,0,0,4,3,0,3,0,0,0,7,0,0,9,0,0,0,0,3,0,12,0,0,11,4,4,0,0,0,0,18,0,0,4,4,0,4,0,0,0,12,0,0,0,3,0,0,0,3,3,9
103,0,5,156,39,19,23,3,17,3,268,10,19,153,47,14,29,0,18,0,277,8,17,89,54,21,32,3,17,0,230,7,24,49,38,21,6,0,12,3,166,9,13,34,12,16,5,3,4,0,90,0,8,5,10,3,0,0,3,0,28,3,4,6,3,0,0,0,0,0,19,0,3,4,0,0,0,0,0,0,6,0,3,3,0,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,7,0,0,16,4,3,7,0,0,3,29,43,110,594,281,103,180,19,117,12,1460,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,8,0,3,0,9,0,0,3,0,0,4,0,4,0,17,0,0,5,3,0,3,0,0,0,12,0,0,4,4,0,3,0,0,0,14,0,0,3,0,0,0,0,8,0,18,0,0,3,4,0,0,0,0,0,13,0,0,3,0,3,0,0,3,0,12
104,3,3,72,33,9,23,3,12,0,150,7,3,78,26,17,10,0,7,0,154,6,8,58,21,16,16,0,10,0,140,3,11,15,10,7,3,0,0,0,53,0,6,5,7,0,3,0,0,0,21,3,0,3,8,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,25,43,282,140,64,121,7,69,5,762,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
105,0,4,60,27,4,5,3,10,0,117,7,7,88,22,15,13,0,7,0,153,4,8,35,21,17,9,0,3,0,100,8,9,20,16,11,4,0,0,0,73,0,17,9,9,16,0,3,0,0,51,0,6,3,9,0,0,0,0,0,18,0,0,0,3,0,0,3,0,0,6,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,4,6,0,0,0,0,0,0,12,22,62,266,139,63,75,12,45,9,689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,4,3,0,0,0,3,0,18,0,0,0,3,0,0,0,0,0,8,0,0,3,0,0,0,0,0,0,5
106,3,0,152,29,22,32,0,12,0,261,13,10,213,44,21,35,3,27,5,369,10,20,116,47,26,26,5,21,0,271,8,23,71,28,21,14,3,3,0,163,13,15,53,13,14,3,0,3,0,109,3,14,22,5,0,0,0,0,0,55,0,4,11,0,3,0,0,0,0,21,0,3,13,0,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,0,3,3,23,55,102,755,269,138,263,31,158,22,1788,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,5,0,12,0,0,0,0,0,0,0,3,0,10,0,0,3,3,0,0,0,3,0,15,0,0,0,3,0,0,0,0,0,8,0,0,8,3,0,3,0,3,0,21,0,0,11,9,0,0,0,3,0,22,0,0,3,0,0,3,0,0,0,5
107,4,23,199,67,23,40,0,10,4,362,9,30,244,74,21,37,6,15,3,432,8,34,129,58,42,15,3,13,0,300,11,32,60,23,32,15,6,0,0,179,11,43,37,11,20,4,0,6,0,128,3,42,11,6,6,0,0,0,0,72,3,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,3,4,16,4,4,3,0,0,3,38,58,243,788,388,171,246,35,107,23,2060,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,0,9,0,0,0,3,0,0,0,0,3,17,0,0,0,3,0,3,0,0,0,13,0,0,6,0,3,0,0,0,0,13,0,0,3,0,0,0,0,3,0,7,0,0,3,3,0,3,0,0,3,14,0,0,0,0,3,0,0,0,0,11
108,0,3,102,39,7,17,3,15,3,197,6,6,118,23,16,21,7,15,0,206,3,5,55,28,21,13,0,10,0,140,0,6,26,12,13,3,0,3,0,61,3,3,7,6,4,0,0,3,0,29,0,4,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,13,21,45,372,183,73,124,11,90,13,930,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,14,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,4,0,0,6,0,0,3,0,0,0,10,0,3,9,3,0,0,0,0,0,14,0,0,7,3,0,0,0,3,0,8,0,0,0,5,0,0,0,0,0,5
109,0,5,97,13,9,16,5,16,0,157,4,10,100,30,14,16,0,11,0,186,3,13,50,24,15,13,3,7,0,121,9,14,27,19,13,3,3,7,0,91,4,11,15,4,3,0,0,3,0,36,0,5,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,7,20,64,345,134,50,88,19,63,5,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8
110,4,10,89,35,6,34,0,21,0,196,4,21,112,43,27,31,0,18,0,251,10,28,66,46,24,31,3,14,0,218,6,26,32,20,25,14,3,6,0,132,5,16,12,6,6,0,0,6,0,57,7,3,8,3,7,0,0,0,0,29,0,3,0,4,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,3,3,0,18,54,111,391,223,105,176,20,99,4,1185,0,0,0,0,0,0,0,0,0,4,0,0,0,5,0,3,0,3,0,13,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,4,0,0,3,3,0,4,0,3,0,8,0,0,3,3,5,8,0,4,0,23,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,4,0,3,0,9
