SA4_CODE_2016,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_Turkey_E,F_Turkey_OM_IE,F_Turkey_OM_UIE,F_Turkey_CFW,F_Turkey_ES_NS,F_Turkey_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Zimbabwe_E,F_Zimbabwe_OM_IE,F_Zimbabwe_OM_UIE,F_Zimbabwe_CFW,F_Zimbabwe_ES_NS,F_Zimbabwe_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_FYROM_E,P_FYROM_OM_IE,P_FYROM_OM_UIE,P_FYROM_CFW,P_FYROM_ES_NS,P_FYROM_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Malta_E,P_Malta_OM_IE,P_Malta_OM_UIE,P_Malta_CFW,P_Malta_ES_NS,P_Malta_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot
101,0,35,71,11,13,3,3,97,9,0,0,4,0,8,882,64,170,60,12,1191,100,13,19,5,0,145,37,5,18,4,0,66,32,0,0,0,0,34,616,44,59,32,6,761,633,32,88,41,32,832,28918,1702,3155,1342,433,35539,47677,4475,6975,2243,793,62154,114,8,17,3,4,148,176,47,47,14,5,291,27,14,6,0,0,52,21,5,0,0,0,30,77,6,5,4,3,95,70,12,7,0,3,93,182,33,49,19,8,292,29,6,10,5,0,57,63,6,11,0,0,81,546,54,20,7,5,637,35,0,7,0,0,48,31,3,3,0,0,43,19,3,5,0,0,30,90,16,25,3,3,135,70,23,26,6,0,128,28,3,7,0,0,40,105,15,10,0,0,130,24,5,16,4,0,51,78,11,22,4,0,112,17,0,8,9,0,37,107,15,30,10,6,169,868,79,119,27,9,1105,68,6,7,0,0,72
102,0,49,181,10,27,8,3,231,3,0,4,0,0,10,2386,154,247,51,29,2866,165,10,18,0,3,192,80,8,16,3,0,113,67,0,0,0,0,70,833,76,103,34,4,1058,687,29,55,24,39,842,49098,2432,3685,860,550,56630,72157,5482,6780,1081,864,86373,189,26,28,3,3,247,368,113,102,30,6,628,46,8,4,0,0,64,63,17,9,4,0,97,144,13,11,3,0,172,11,0,0,3,0,12,167,27,51,8,4,261,28,6,10,3,0,49,98,12,17,5,0,141,684,97,39,13,14,850,127,9,13,3,0,150,47,6,9,0,0,68,22,7,3,0,0,27,245,30,37,9,3,319,92,30,28,13,3,164,79,3,12,0,0,103,170,33,31,11,3,256,41,18,20,3,3,85,174,27,33,4,0,236,62,14,13,6,0,98,127,20,30,6,0,182,1823,224,209,46,19,2326,61,0,3,3,3,72
103,0,42,58,11,9,3,3,82,4,0,0,0,0,3,778,51,102,33,12,982,80,4,8,10,3,98,31,5,9,8,0,59,62,0,7,0,0,67,335,21,47,8,7,420,633,48,91,49,46,867,33488,1519,3222,1379,533,40144,58965,4032,7459,2633,1019,74105,101,3,6,0,3,120,155,17,63,24,3,266,22,4,3,0,0,29,16,3,9,0,0,34,76,3,9,0,5,94,8,0,0,0,0,9,103,10,23,11,4,156,5,0,11,4,0,20,33,3,19,0,0,60,475,47,22,3,8,553,27,0,3,0,0,28,30,5,3,0,0,38,7,16,0,0,0,23,106,13,8,3,0,129,51,10,18,8,6,96,23,3,4,0,0,25,71,5,3,3,0,81,13,0,6,3,3,28,74,4,10,4,0,94,17,0,7,6,0,26,62,10,25,10,3,116,815,54,97,33,14,1013,33,6,3,0,0,45
104,0,9,37,0,13,3,5,59,3,0,0,0,0,5,676,44,106,23,10,865,77,0,15,0,0,88,26,3,9,0,0,33,16,0,0,0,0,23,455,25,53,14,5,556,379,17,50,14,24,476,21054,928,2142,614,327,25067,33550,2279,4206,1016,542,41589,89,8,11,3,3,107,67,18,18,3,0,110,3,0,0,0,0,10,10,5,5,0,0,20,40,12,4,0,0,53,0,0,0,0,0,4,121,20,32,10,6,184,9,0,4,0,0,9,34,13,15,0,0,67,461,54,97,79,7,708,21,0,3,3,0,27,7,0,0,0,0,14,5,0,3,0,0,6,85,8,12,0,3,107,34,3,10,0,0,47,34,0,4,0,0,41,31,3,0,3,0,44,8,0,0,0,0,8,54,5,11,3,0,72,5,0,3,4,0,13,87,7,11,7,0,112,604,55,119,13,12,802,16,0,4,0,0,26
105,0,57,16,0,0,3,0,24,0,0,0,0,0,0,265,12,21,21,5,323,28,3,0,0,0,36,21,0,3,0,0,26,36,0,0,0,0,32,242,10,16,3,9,285,412,20,46,31,35,544,18626,753,1683,882,315,22266,32086,2126,4328,1837,664,41037,34,3,0,0,0,42,97,16,29,9,0,152,8,0,0,0,0,9,20,4,0,0,0,27,49,0,3,0,0,63,3,0,0,0,0,0,70,10,24,7,3,104,9,0,6,0,0,11,15,4,9,0,0,31,334,20,6,0,11,379,22,0,0,0,0,23,22,3,0,0,0,26,5,0,0,0,0,8,52,0,9,3,3,64,11,3,4,0,0,19,10,0,0,0,0,9,39,3,3,0,4,50,7,0,10,0,0,16,30,8,11,0,0,49,13,0,3,0,0,20,32,4,12,4,0,51,424,29,34,7,9,495,43,5,3,0,0,56
106,0,34,70,8,17,3,4,99,3,0,3,3,0,12,956,71,160,38,9,1230,114,5,10,3,0,133,37,8,11,6,0,61,52,3,0,3,3,55,382,30,48,9,8,474,610,27,56,37,37,775,39479,1729,2855,965,460,45486,76442,4398,5293,1497,853,88486,140,13,10,6,0,176,194,42,71,16,7,334,28,0,4,0,3,36,14,7,3,0,0,26,76,3,6,0,0,90,13,0,4,3,0,21,164,20,19,3,3,208,16,3,8,3,0,27,50,7,20,0,0,78,375,70,22,6,7,487,42,0,0,0,0,50,24,0,0,0,0,24,11,4,0,0,0,14,172,13,18,5,3,211,43,7,13,3,0,62,29,3,3,0,0,34,71,13,7,3,0,88,15,3,10,0,0,26,137,17,19,8,0,181,18,11,0,5,0,30,91,15,25,3,6,134,1427,101,121,36,16,1703,45,20,11,0,0,70
107,0,64,174,9,34,5,3,222,70,3,10,0,0,82,2279,105,206,34,28,2653,155,9,19,3,0,192,161,24,40,4,4,235,38,3,3,0,0,45,1396,82,131,27,11,1644,613,28,55,14,38,747,46821,1721,3113,642,456,52747,70369,4315,5191,819,696,81390,198,13,19,5,3,234,768,66,85,37,11,965,169,23,19,3,0,211,69,19,10,0,4,100,107,0,3,0,0,117,909,75,73,11,11,1083,296,18,44,6,4,378,107,14,25,4,3,154,93,23,16,4,0,133,725,107,40,15,5,889,113,12,6,0,0,125,163,16,8,8,0,193,46,16,8,3,0,70,185,28,24,0,0,240,391,76,58,12,10,544,54,0,11,0,0,68,145,19,7,11,3,180,112,26,45,9,4,195,142,7,17,5,0,173,101,4,5,3,0,115,137,18,30,7,7,197,1124,80,111,11,13,1349,108,16,8,0,9,140
108,0,17,48,4,19,3,3,73,0,3,0,0,0,9,942,66,130,37,12,1187,65,10,14,4,3,95,24,0,4,0,0,32,19,0,3,0,0,27,357,33,54,18,7,468,638,27,70,32,33,801,29471,1376,2891,958,515,35213,47462,3263,6381,1603,921,59635,110,16,11,5,0,150,108,30,34,16,3,191,12,3,3,0,0,20,29,13,7,0,0,53,56,3,6,0,0,66,3,0,0,0,0,3,112,18,35,8,3,176,10,0,0,0,0,14,36,12,12,0,0,61,244,45,16,6,6,320,33,5,4,0,0,38,21,4,4,0,0,26,13,4,0,0,0,22,111,10,9,0,4,140,33,5,8,9,0,57,26,0,7,0,0,40,51,5,3,3,0,68,14,3,3,3,0,20,56,16,18,0,0,83,26,0,3,3,4,37,93,14,23,3,4,138,840,89,124,30,8,1096,20,3,0,0,0,23
109,0,41,38,5,7,0,0,55,0,0,0,0,0,0,438,31,41,26,7,540,35,0,4,0,0,41,15,3,3,0,0,24,18,0,3,0,0,22,287,14,21,11,3,330,374,27,46,34,21,498,20419,1085,1666,819,289,24281,34146,3070,4045,1606,556,43418,47,5,3,0,0,59,73,16,26,5,0,130,21,0,0,0,0,21,8,4,0,0,0,12,56,3,0,0,0,57,0,0,0,0,0,0,96,4,14,5,0,121,6,3,7,0,4,18,25,3,12,0,0,33,420,31,19,3,5,477,16,3,0,0,0,20,9,0,0,0,0,9,6,4,0,0,0,12,72,3,0,0,0,74,41,18,14,11,3,85,10,0,0,0,0,13,56,0,3,0,0,63,8,3,5,0,0,17,57,9,4,0,3,73,7,0,0,3,0,6,71,12,14,9,3,108,514,44,37,14,10,618,21,5,0,0,0,24
110,0,33,39,5,9,3,0,56,3,0,3,0,0,6,484,38,76,51,5,650,81,4,16,10,0,103,38,3,3,3,0,54,32,4,0,0,0,30,444,12,31,23,11,517,601,38,81,54,37,814,29310,1336,2975,1566,493,35683,50718,3692,7171,2928,971,65480,82,5,5,4,0,102,184,15,48,10,0,257,11,0,4,0,0,13,10,0,0,0,0,13,84,0,11,0,0,99,3,0,0,0,0,3,116,10,19,9,0,153,12,0,4,0,0,17,50,0,11,3,0,65,357,24,10,7,5,415,22,0,3,0,0,28,32,3,8,0,0,37,8,0,0,0,0,11,62,7,11,4,3,86,33,8,9,7,0,47,31,0,3,0,0,35,161,3,5,0,0,173,9,5,0,0,0,18,70,7,11,3,0,96,6,0,3,7,0,16,63,10,20,13,0,101,670,48,79,21,9,823,41,10,9,0,0,55
