SA4_CODE_2016,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_15,OM_UIE_75ov_HW_16_24,OM_UIE_75ov_HW_25_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40,OM_UIE_75ov_HW_41_48,OM_UIE_75ov_HW_49mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_15,OM_UIE_Tot_HW_16_24,OM_UIE_Tot_HW_25_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40,OM_UIE_Tot_HW_41_48,OM_UIE_Tot_HW_49mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_15,CFW_15_19_HW_16_24,CFW_15_19_HW_25_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40,CFW_15_19_HW_41_48,CFW_15_19_HW_49mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_15,CFW_20_24_HW_16_24,CFW_20_24_HW_25_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40,CFW_20_24_HW_41_48,CFW_20_24_HW_49mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_15,CFW_25_29_HW_16_24,CFW_25_29_HW_25_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40,CFW_25_29_HW_41_48,CFW_25_29_HW_49mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_15,CFW_30_34_HW_16_24,CFW_30_34_HW_25_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40,CFW_30_34_HW_41_48,CFW_30_34_HW_49mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_15,CFW_35_39_HW_16_24,CFW_35_39_HW_25_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40,CFW_35_39_HW_41_48,CFW_35_39_HW_49mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_15,CFW_40_44_HW_16_24,CFW_40_44_HW_25_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40,CFW_40_44_HW_41_48,CFW_40_44_HW_49mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_15,CFW_45_49_HW_16_24,CFW_45_49_HW_25_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40,CFW_45_49_HW_41_48,CFW_45_49_HW_49mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_15,CFW_50_54_HW_16_24,CFW_50_54_HW_25_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40,CFW_50_54_HW_41_48,CFW_50_54_HW_49mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_15,CFW_55_59_HW_16_24,CFW_55_59_HW_25_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40,CFW_55_59_HW_41_48,CFW_55_59_HW_49mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_15,CFW_60_64_HW_16_24,CFW_60_64_HW_25_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40,CFW_60_64_HW_41_48,CFW_60_64_HW_49mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_15,CFW_65_69_HW_16_24,CFW_65_69_HW_25_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40,CFW_65_69_HW_41_48,CFW_65_69_HW_49mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_15,CFW_70_74_HW_16_24,CFW_70_74_HW_25_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40,CFW_70_74_HW_41_48,CFW_70_74_HW_49mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_15,CFW_75ov_HW_16_24,CFW_75ov_HW_25_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40,CFW_75ov_HW_41_48,CFW_75ov_HW_49mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_15,CFW_Tot_HW_16_24,CFW_Tot_HW_25_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40,CFW_Tot_HW_41_48,CFW_Tot_HW_49mor,CFW_Tot_HW_NS,CFW_Tot_Tot,ET_NS_15_19_HW_0,ET_NS_15_19_HW_1_15,ET_NS_15_19_HW_16_24,ET_NS_15_19_HW_25_34,ET_NS_15_19_HW_35_39,ET_NS_15_19_HW_40,ET_NS_15_19_HW_41_48,ET_NS_15_19_HW_49mor,ET_NS_15_19_HW_NS,ET_NS_15_19_Tot,ET_NS_20_24_HW_0,ET_NS_20_24_HW_1_15,ET_NS_20_24_HW_16_24,ET_NS_20_24_HW_25_34,ET_NS_20_24_HW_35_39,ET_NS_20_24_HW_40,ET_NS_20_24_HW_41_48,ET_NS_20_24_HW_49mor,ET_NS_20_24_HW_NS,ET_NS_20_24_Tot,ET_NS_25_29_HW_0,ET_NS_25_29_HW_1_15,ET_NS_25_29_HW_16_24,ET_NS_25_29_HW_25_34,ET_NS_25_29_HW_35_39,ET_NS_25_29_HW_40,ET_NS_25_29_HW_41_48,ET_NS_25_29_HW_49mor,ET_NS_25_29_HW_NS,ET_NS_25_29_Tot,ET_NS_30_34_HW_0,ET_NS_30_34_HW_1_15,ET_NS_30_34_HW_16_24,ET_NS_30_34_HW_25_34,ET_NS_30_34_HW_35_39,ET_NS_30_34_HW_40,ET_NS_30_34_HW_41_48,ET_NS_30_34_HW_49mor,ET_NS_30_34_HW_NS,ET_NS_30_34_Tot
101,18,59,48,33,17,35,14,81,15,313,284,1167,755,1019,587,1325,607,2462,146,8352,0,35,8,0,0,3,0,0,9,51,0,10,3,0,4,0,3,8,4,40,0,23,8,5,6,4,0,13,0,59,3,18,13,7,11,4,9,16,3,86,4,47,12,16,5,16,8,40,3,146,3,53,17,13,5,18,5,45,15,187,10,42,19,29,5,21,11,47,7,195,4,41,25,23,11,26,17,102,9,267,12,47,32,30,20,41,13,113,14,328,14,75,44,36,12,42,16,114,13,372,20,73,46,49,14,35,11,113,11,377,12,67,50,36,13,34,19,72,15,320,10,49,31,46,16,41,5,55,18,272,103,578,310,298,128,291,115,750,124,2695,4,37,3,0,11,8,3,0,14,78,3,3,7,11,7,4,0,0,9,54,3,4,3,6,7,9,6,3,10,43,7,7,5,4,0,10,3,4,18,56
102,6,37,20,14,4,12,3,11,4,107,222,1684,1061,1221,712,1403,613,1739,146,8802,0,18,3,0,3,0,0,0,3,31,0,18,7,4,0,0,0,3,3,40,7,23,4,6,0,4,3,5,6,56,0,40,14,6,3,4,3,20,12,100,6,54,18,16,5,12,7,23,4,139,3,35,27,20,9,20,8,21,16,160,3,46,23,32,13,20,7,25,11,177,9,36,24,19,11,25,13,41,4,169,13,49,23,24,14,29,6,32,3,197,11,58,26,10,10,18,0,26,3,164,5,46,23,3,7,8,5,10,6,113,4,27,23,14,3,3,0,10,12,95,3,22,9,6,5,9,3,7,10,64,64,469,219,150,83,151,45,228,85,1503,3,40,14,12,10,4,0,0,6,89,8,13,7,5,18,10,0,3,18,93,3,10,16,7,14,9,3,3,7,74,4,6,5,14,11,13,3,4,12,72
103,13,54,46,58,21,49,17,106,18,379,249,929,756,897,560,1301,667,2975,128,8462,7,47,0,8,0,5,0,0,9,77,3,11,3,4,4,3,4,9,0,45,4,20,6,8,4,6,4,17,4,76,3,36,17,13,14,14,4,35,11,141,9,36,11,12,8,14,6,51,5,143,5,34,16,13,10,25,7,73,9,191,6,26,16,22,14,26,3,81,0,203,6,36,27,19,16,36,16,120,9,285,13,45,18,26,8,40,11,137,10,311,12,65,37,48,21,46,25,148,10,411,15,67,40,43,22,50,23,149,19,440,13,64,39,38,12,34,24,82,22,335,19,71,51,53,15,38,14,60,51,356,112,558,282,311,146,339,136,969,167,3014,10,21,5,5,10,4,3,8,19,84,7,4,11,11,15,14,10,6,26,94,3,3,5,7,12,12,3,10,10,74,9,10,4,11,6,13,3,10,18,90
104,0,20,18,14,5,7,3,22,7,106,167,835,553,669,413,788,380,1246,94,5143,0,21,3,0,0,4,0,0,4,32,3,8,0,0,0,5,3,3,4,28,3,17,5,3,7,4,0,4,3,44,10,10,5,4,8,3,0,18,3,55,0,13,5,10,3,11,3,27,6,86,5,16,10,18,3,15,5,32,5,102,5,32,15,18,4,14,4,27,5,122,3,30,17,14,10,12,6,43,4,134,4,33,18,21,13,19,5,61,10,178,5,45,20,18,8,19,9,50,8,180,7,52,18,15,3,14,9,26,8,148,7,17,11,14,0,7,3,16,9,78,4,22,10,7,4,10,0,12,3,80,56,306,154,143,58,128,46,317,69,1278,3,21,0,4,4,3,0,0,13,47,3,4,0,4,12,8,0,0,13,56,3,3,3,11,10,3,0,0,15,49,3,4,3,3,4,3,0,4,7,30
105,13,29,26,36,5,44,9,62,3,214,143,423,307,407,261,745,354,2069,73,4780,0,19,5,0,3,0,0,9,7,43,3,9,5,3,0,3,0,13,3,39,0,10,3,3,0,0,0,26,3,46,3,19,4,7,0,6,0,41,3,87,0,17,10,9,3,3,0,41,6,98,4,13,13,9,3,10,4,64,9,134,3,15,10,15,7,17,11,107,8,190,3,20,7,12,7,24,14,120,13,220,5,23,8,19,10,34,22,145,7,274,14,29,17,19,9,19,13,125,9,251,9,28,17,21,12,22,13,89,15,230,8,30,16,29,6,24,6,63,10,189,14,37,25,24,8,25,9,53,27,218,67,270,138,167,65,202,105,883,119,2017,5,10,3,7,3,0,0,3,8,35,9,4,7,5,9,9,4,3,14,53,3,4,3,8,5,9,9,4,13,56,6,3,3,0,8,10,0,12,6,50
106,6,37,32,22,8,12,5,28,6,159,180,1095,686,851,486,970,398,1584,110,6356,3,20,3,3,0,0,0,3,7,36,0,17,0,7,0,3,0,6,3,39,9,19,9,10,0,9,3,8,5,69,0,33,12,8,3,14,0,12,3,89,4,25,11,13,0,15,3,32,3,110,5,35,14,13,9,11,0,47,8,142,3,43,21,14,11,14,8,42,11,158,3,36,22,17,12,20,12,54,16,188,8,38,23,21,3,38,11,61,6,214,6,45,38,29,10,22,12,53,10,217,3,62,35,21,13,17,13,52,7,227,6,46,32,22,3,20,4,41,4,170,6,26,32,26,0,21,14,23,21,170,63,449,257,193,70,193,79,427,98,1833,8,29,5,4,7,4,0,8,15,82,3,10,12,10,16,12,4,13,24,95,0,3,0,8,14,9,3,7,19,57,9,6,6,7,8,4,7,10,17,72
107,4,23,10,13,0,9,0,9,7,69,178,1238,873,979,602,1149,469,1446,86,7018,0,36,3,0,0,0,0,0,9,45,3,18,6,0,0,5,0,0,0,37,4,12,5,5,3,10,0,4,7,50,0,25,8,9,7,12,3,7,4,67,8,29,14,9,12,3,7,22,10,101,0,30,17,19,9,11,6,23,3,116,0,24,13,13,9,15,8,29,8,125,8,35,17,14,3,16,3,35,3,141,3,38,12,10,10,20,3,24,9,121,10,44,17,12,3,17,4,15,7,125,5,31,13,9,3,12,6,7,7,92,3,32,10,7,3,0,0,6,8,64,9,15,8,7,0,5,0,11,8,58,42,370,144,113,58,119,46,176,75,1150,3,33,8,5,8,6,0,0,20,88,4,20,6,7,17,9,0,3,23,96,4,10,3,14,14,12,3,5,14,81,9,8,4,7,10,12,3,9,15,74
108,11,50,10,21,5,26,9,38,7,177,255,1168,758,963,597,1227,535,1861,139,7512,8,15,0,0,0,0,0,0,10,35,3,17,3,0,3,0,0,0,3,28,3,19,4,6,0,3,0,13,3,59,3,39,5,4,0,3,3,17,3,82,8,22,13,8,9,9,0,18,6,89,0,27,17,8,6,21,12,40,3,141,10,36,15,17,10,21,9,46,9,163,13,29,23,18,6,24,10,64,11,198,5,51,16,32,12,20,7,67,10,221,4,69,32,24,10,35,12,75,11,284,10,64,36,34,13,24,5,64,11,267,6,47,28,19,14,12,7,29,12,172,19,42,21,18,14,12,5,33,25,175,96,489,218,191,90,188,75,456,108,1913,3,46,10,6,12,3,3,0,23,105,4,9,5,9,4,7,7,3,14,65,3,0,4,3,8,6,10,9,16,66,5,3,0,6,10,3,3,5,19,63
109,5,25,15,16,10,13,8,29,10,134,163,463,355,478,326,698,349,1612,76,4513,4,36,0,8,0,0,0,0,5,54,0,13,4,3,3,10,0,6,7,39,0,10,3,3,3,0,0,11,4,36,3,22,6,5,7,8,0,29,3,80,4,36,3,14,3,11,3,45,4,123,3,21,11,13,7,15,6,50,7,129,3,21,11,15,6,18,10,73,10,162,5,19,3,11,0,29,7,91,7,172,11,28,18,20,6,20,10,100,7,225,11,48,29,20,10,20,7,94,7,244,10,28,14,21,6,19,8,74,13,189,8,29,16,11,7,16,14,46,10,160,21,32,23,22,8,10,4,43,13,182,86,331,152,155,67,172,65,660,101,1794,3,23,3,0,3,3,0,0,11,43,3,4,3,5,7,7,0,3,12,44,0,3,0,3,7,10,4,10,3,37,3,3,3,0,7,8,6,7,10,45
110,20,52,36,42,21,37,20,91,10,320,232,840,613,810,517,1125,604,3119,141,7997,9,29,10,4,0,5,0,5,3,69,0,10,3,3,0,4,3,15,3,45,4,10,9,8,4,7,3,20,3,58,0,26,10,7,3,7,0,48,5,112,3,38,6,13,14,21,8,44,5,149,3,35,17,12,6,24,6,96,4,215,4,27,7,16,3,22,15,124,14,244,3,35,20,21,11,40,17,163,10,327,8,44,27,41,10,54,12,183,28,413,17,49,40,38,16,51,22,206,16,457,21,66,50,43,22,47,26,145,21,441,9,62,40,44,17,37,10,118,26,358,36,65,39,42,18,46,11,96,46,394,122,507,278,297,124,372,145,1244,192,3284,3,29,14,3,4,3,3,0,26,81,7,11,8,10,10,14,3,3,19,78,3,3,3,12,13,17,7,13,15,79,7,3,5,4,7,7,0,14,17,69
