SA3_CODE_2016,HNFA_15_19_EWFT,HNFA_15_19_EWPT,HNFA_15_19_EAFW,HNFA_15_19_EHW_NS,HNFA_15_19_Tot,HNFA_20_24_EWFT,HNFA_20_24_EWPT,HNFA_20_24_EAFW,HNFA_20_24_EHW_NS,HNFA_20_24_Tot,HNFA_25_29_EWFT,HNFA_25_29_EWPT,HNFA_25_29_EAFW,HNFA_25_29_EHW_NS,HNFA_25_29_Tot,HNFA_30_34_EWFT,HNFA_30_34_EWPT,HNFA_30_34_EAFW,HNFA_30_34_EHW_NS,HNFA_30_34_Tot,HNFA_35_39_EWFT,HNFA_35_39_EWPT,HNFA_35_39_EAFW,HNFA_35_39_EHW_NS,HNFA_35_39_Tot,HNFA_40_44_EWFT,HNFA_40_44_EWPT,HNFA_40_44_EAFW,HNFA_40_44_EHW_NS,HNFA_40_44_Tot,HNFA_45_49_EWFT,HNFA_45_49_EWPT,HNFA_45_49_EAFW,HNFA_45_49_EHW_NS,HNFA_45_49_Tot,HNFA_50_54_EWFT,HNFA_50_54_EWPT,HNFA_50_54_EAFW,HNFA_50_54_EHW_NS,HNFA_50_54_Tot,HNFA_55_59_EWFT,HNFA_55_59_EWPT,HNFA_55_59_EAFW,HNFA_55_59_EHW_NS,HNFA_55_59_Tot,HNFA_60_64_EWFT,HNFA_60_64_EWPT,HNFA_60_64_EAFW,HNFA_60_64_EHW_NS,HNFA_60_64_Tot,HNFA_65_69_EWFT,HNFA_65_69_EWPT,HNFA_65_69_EAFW,HNFA_65_69_EHW_NS,HNFA_65_69_Tot,HNFA_70_74_EWFT,HNFA_70_74_EWPT,HNFA_70_74_EAFW,HNFA_70_74_EHW_NS,HNFA_70_74_Tot,HNFA_75ov_EWFT,HNFA_75ov_EWPT,HNFA_75ov_EAFW,HNFA_75ov_EHW_NS,HNFA_75ov_Tot,HNFA_Tot_EWFT,HNFA_Tot_EWPT,HNFA_Tot_EAFW,HNFA_Tot_EHW_NS,HNFA_Tot_Tot,DNHNFA_15_19_EWFT,DNHNFA_15_19_EWPT,DNHNFA_15_19_EAFW,DNHNFA_15_19_EHW_NS,DNHNFA_15_19_Tot,DNHNFA_20_24_EWFT,DNHNFA_20_24_EWPT,DNHNFA_20_24_EAFW,DNHNFA_20_24_EHW_NS,DNHNFA_20_24_Tot,DNHNFA_25_29_EWFT,DNHNFA_25_29_EWPT,DNHNFA_25_29_EAFW,DNHNFA_25_29_EHW_NS,DNHNFA_25_29_Tot,DNHNFA_30_34_EWFT,DNHNFA_30_34_EWPT,DNHNFA_30_34_EAFW,DNHNFA_30_34_EHW_NS,DNHNFA_30_34_Tot,DNHNFA_35_39_EWFT,DNHNFA_35_39_EWPT,DNHNFA_35_39_EAFW,DNHNFA_35_39_EHW_NS,DNHNFA_35_39_Tot,DNHNFA_40_44_EWFT,DNHNFA_40_44_EWPT,DNHNFA_40_44_EAFW,DNHNFA_40_44_EHW_NS,DNHNFA_40_44_Tot,DNHNFA_45_49_EWFT,DNHNFA_45_49_EWPT,DNHNFA_45_49_EAFW,DNHNFA_45_49_EHW_NS,DNHNFA_45_49_Tot,DNHNFA_50_54_EWFT,DNHNFA_50_54_EWPT,DNHNFA_50_54_EAFW,DNHNFA_50_54_EHW_NS,DNHNFA_50_54_Tot,DNHNFA_55_59_EWFT,DNHNFA_55_59_EWPT,DNHNFA_55_59_EAFW,DNHNFA_55_59_EHW_NS,DNHNFA_55_59_Tot,DNHNFA_60_64_EWFT,DNHNFA_60_64_EWPT,DNHNFA_60_64_EAFW,DNHNFA_60_64_EHW_NS,DNHNFA_60_64_Tot,DNHNFA_65_69_EWFT,DNHNFA_65_69_EWPT,DNHNFA_65_69_EAFW,DNHNFA_65_69_EHW_NS,DNHNFA_65_69_Tot,DNHNFA_70_74_EWFT,DNHNFA_70_74_EWPT,DNHNFA_70_74_EAFW,DNHNFA_70_74_EHW_NS,DNHNFA_70_74_Tot,DNHNFA_75ov_EWFT,DNHNFA_75ov_EWPT,DNHNFA_75ov_EAFW,DNHNFA_75ov_EHW_NS,DNHNFA_75ov_Tot,DNHNFA_Tot_EWFT,DNHNFA_Tot_EWPT,DNHNFA_Tot_EAFW,DNHNFA_Tot_EHW_NS,DNHNFA_Tot_Tot,NFANS_15_19_EWFT,NFANS_15_19_EWPT,NFANS_15_19_EAFW,NFANS_15_19_EHW_NS,NFANS_15_19_Tot,NFANS_20_24_EWFT,NFANS_20_24_EWPT,NFANS_20_24_EAFW,NFANS_20_24_EHW_NS,NFANS_20_24_Tot,NFANS_25_29_EWFT,NFANS_25_29_EWPT,NFANS_25_29_EAFW,NFANS_25_29_EHW_NS,NFANS_25_29_Tot,NFANS_30_34_EWFT,NFANS_30_34_EWPT,NFANS_30_34_EAFW,NFANS_30_34_EHW_NS,NFANS_30_34_Tot,NFANS_35_39_EWFT,NFANS_35_39_EWPT,NFANS_35_39_EAFW,NFANS_35_39_EHW_NS,NFANS_35_39_Tot,NFANS_40_44_EWFT,NFANS_40_44_EWPT,NFANS_40_44_EAFW,NFANS_40_44_EHW_NS,NFANS_40_44_Tot,NFANS_45_49_EWFT,NFANS_45_49_EWPT,NFANS_45_49_EAFW,NFANS_45_49_EHW_NS,NFANS_45_49_Tot,NFANS_50_54_EWFT,NFANS_50_54_EWPT,NFANS_50_54_EAFW,NFANS_50_54_EHW_NS,NFANS_50_54_Tot,NFANS_55_59_EWFT,NFANS_55_59_EWPT,NFANS_55_59_EAFW,NFANS_55_59_EHW_NS,NFANS_55_59_Tot,NFANS_60_64_EWFT,NFANS_60_64_EWPT,NFANS_60_64_EAFW,NFANS_60_64_EHW_NS,NFANS_60_64_Tot,NFANS_65_69_EWFT,NFANS_65_69_EWPT,NFANS_65_69_EAFW,NFANS_65_69_EHW_NS,NFANS_65_69_Tot,NFANS_70_74_EWFT,NFANS_70_74_EWPT,NFANS_70_74_EAFW,NFANS_70_74_EHW_NS,NFANS_70_74_Tot
10102,0,10,0,0,8,3,8,0,0,16,8,8,0,0,15,4,6,0,0,5,5,0,0,0,11,0,0,0,0,3,12,4,3,0,16,3,10,0,0,16,6,10,6,0,25,8,12,3,0,21,0,6,0,0,10,0,7,0,0,7,0,6,0,0,7,51,85,13,6,156,250,718,29,30,1030,827,444,35,35,1344,1162,322,42,24,1554,1087,338,55,31,1516,1004,305,43,11,1363,1108,422,45,22,1594,1196,386,37,31,1651,1084,358,42,25,1504,860,392,42,18,1312,530,346,51,10,936,233,220,20,4,478,68,113,11,3,199,46,61,6,7,132,9462,4434,454,254,14599,3,9,0,0,14,4,3,0,0,8,14,5,0,0,21,11,0,0,0,12,14,4,0,0,17,8,5,0,0,13,19,10,0,0,23,18,8,0,3,30,7,5,0,5,15,12,3,3,0,19,7,3,0,0,8,6,0,0,0,8
10103,0,3,0,0,3,0,3,0,0,3,9,3,0,0,15,0,4,0,0,5,3,3,0,0,7,0,3,0,0,5,3,5,0,0,13,3,8,0,0,14,3,5,0,0,12,3,5,0,0,10,7,3,0,0,3,0,3,0,0,4,3,3,0,5,11,29,62,7,3,101,231,358,19,22,630,744,343,7,30,1123,699,242,28,23,997,514,203,35,12,763,429,212,18,14,674,635,236,21,18,908,674,271,16,25,984,726,271,23,11,1034,595,286,44,16,942,362,242,42,11,664,187,148,18,8,357,98,81,6,8,204,60,41,9,8,117,5951,2946,291,206,9398,0,3,0,0,9,8,4,0,3,14,6,4,0,0,16,10,5,0,0,17,15,5,0,0,24,9,7,0,0,21,9,3,0,0,15,17,0,0,0,17,3,7,0,0,14,4,5,0,0,10,3,3,0,0,7,0,5,0,0,5
10104,0,14,0,0,13,3,21,0,0,25,0,23,0,3,27,0,17,0,0,22,4,13,0,0,20,7,19,3,0,29,6,17,0,0,19,15,33,0,4,46,11,20,0,0,29,12,19,3,0,31,3,5,3,0,10,5,0,0,0,4,0,10,0,4,13,65,211,19,16,308,313,1059,67,53,1492,744,562,51,55,1411,845,492,58,24,1420,962,607,96,32,1692,1037,735,63,32,1865,1374,856,60,44,2329,1670,973,85,36,2767,1786,1171,102,45,3106,1673,1355,163,51,3240,1025,1171,140,39,2382,370,564,60,27,1022,101,224,27,16,364,66,104,15,15,193,11977,9858,978,475,23288,3,14,0,3,20,20,5,0,5,29,16,7,0,0,22,24,17,0,0,40,13,28,0,0,44,18,23,0,3,45,24,18,0,3,46,22,16,5,0,49,21,28,0,0,51,9,17,0,0,27,5,9,0,0,17,0,3,0,0,3
10105,0,3,0,0,3,0,9,3,0,13,0,3,0,0,6,0,4,3,0,11,8,0,0,0,10,4,11,0,0,13,3,7,0,0,10,8,9,0,0,17,3,11,0,0,17,3,9,0,0,14,3,7,0,0,12,0,0,0,0,0,3,7,0,4,14,32,81,9,4,127,228,577,32,26,867,645,342,36,27,1054,752,303,58,18,1140,722,379,63,26,1188,761,329,27,25,1150,888,373,33,24,1311,977,393,42,22,1429,1046,454,44,22,1565,922,413,63,18,1419,559,361,40,17,978,248,229,26,12,518,110,119,4,4,238,73,76,4,12,165,7936,4353,475,256,13015,3,0,0,0,4,9,3,0,0,20,15,5,4,0,23,14,10,4,0,25,6,8,0,0,15,13,11,0,0,28,18,6,3,0,26,14,7,0,0,28,7,4,0,0,16,15,11,0,0,31,5,4,0,0,8,0,3,0,3,9
10106,0,9,0,0,9,0,4,0,0,13,0,3,0,0,3,3,5,0,0,12,0,4,0,0,4,0,14,0,0,14,7,10,0,3,17,3,11,0,0,13,3,7,0,0,12,3,4,0,0,15,0,6,0,0,6,3,3,0,0,7,3,11,0,3,11,29,92,8,8,130,217,467,29,21,738,540,307,29,33,899,558,224,19,27,825,541,264,41,11,857,587,325,24,16,954,690,355,23,27,1089,745,378,28,25,1170,779,400,37,30,1252,704,402,39,14,1166,515,341,43,11,910,286,271,34,11,600,139,120,18,6,293,107,102,6,13,230,6400,3950,375,251,10982,0,3,0,0,5,8,9,0,0,12,8,0,0,0,8,8,4,0,0,14,12,4,0,0,18,5,14,0,0,22,10,3,0,0,14,19,12,0,0,29,4,14,0,0,21,12,6,3,0,15,3,4,0,0,11,0,0,0,0,0
10201,6,22,0,0,33,15,24,4,0,42,10,27,0,0,41,17,31,3,3,49,16,33,3,3,57,27,36,0,3,70,21,38,3,3,66,32,43,10,3,93,21,38,3,0,64,10,35,5,0,54,9,18,0,0,27,6,11,0,0,17,6,11,0,3,20,190,381,44,21,632,730,3062,159,79,4029,2633,2366,148,114,5259,3306,1454,231,90,5085,3156,1707,282,86,5234,3126,1981,201,85,5392,3747,2232,147,111,6233,4148,2349,155,109,6765,4066,2224,177,92,6558,3628,2275,241,77,6220,2002,1734,181,61,3978,639,975,72,31,1718,172,391,29,23,620,70,147,15,21,254,31432,22903,2026,986,57344,6,31,0,3,42,26,23,4,3,53,38,20,4,4,63,33,22,0,10,62,39,39,3,8,96,49,44,3,3,97,52,32,0,7,91,56,30,4,6,96,58,22,3,0,86,43,16,0,3,58,13,18,0,0,31,4,5,0,0,9
10202,3,38,4,0,47,16,44,3,3,67,16,23,0,0,34,11,29,5,0,46,6,17,0,0,25,19,20,9,3,47,22,27,10,4,61,23,40,5,0,65,13,33,3,0,57,4,31,9,0,49,3,6,3,0,14,0,9,0,3,12,3,6,0,3,14,140,323,58,20,538,665,2640,133,77,3516,2130,1946,164,121,4354,2642,1244,154,64,4095,2582,1448,192,75,4297,2536,1534,157,73,4308,3100,1689,110,78,4970,3251,1651,112,79,5090,3196,1643,148,79,5064,2656,1591,174,62,4474,1501,1246,131,43,2920,445,607,60,25,1135,99,262,16,7,385,34,91,7,12,147,24833,17589,1556,798,44777,17,23,0,3,38,23,21,0,3,53,18,13,3,6,41,31,22,6,5,66,28,24,3,3,64,36,31,3,7,80,54,32,4,0,90,34,30,0,6,67,37,27,3,3,68,27,16,3,4,46,12,17,0,0,29,0,8,0,4,10
10301,4,4,0,0,10,6,13,0,0,19,9,9,0,0,17,8,6,3,0,16,4,8,0,0,9,10,14,0,0,27,3,13,0,0,16,10,8,0,0,24,10,3,4,0,14,4,9,0,0,16,0,3,3,0,6,0,3,0,0,8,0,10,0,3,11,73,98,19,5,200,276,858,54,47,1241,972,835,79,62,1949,1279,499,77,34,1897,1142,521,94,34,1795,1174,490,58,29,1750,1345,564,42,26,1981,1484,513,54,28,2077,1432,505,49,28,2017,1265,546,69,19,1897,826,457,75,24,1375,341,285,30,7,676,103,163,23,10,293,59,84,9,13,156,11702,6322,713,372,19103,3,3,0,0,8,7,11,0,0,23,12,4,0,0,25,20,11,0,4,31,18,9,0,0,32,23,12,0,5,33,37,18,3,3,60,17,12,0,3,34,13,9,0,0,31,9,9,5,0,19,5,4,0,0,13,3,3,0,0,8
10302,8,4,0,0,15,0,12,0,0,9,3,8,0,0,10,0,3,0,0,11,3,8,0,0,11,5,8,0,0,19,14,16,0,0,24,10,8,3,0,22,5,7,5,0,17,12,8,4,0,24,5,6,0,0,14,0,6,0,0,6,11,12,4,3,26,73,105,19,14,201,355,696,61,42,1157,1129,445,59,44,1672,1119,439,83,40,1672,1141,546,92,42,1823,1220,508,49,51,1826,1352,595,43,38,2027,1501,584,60,41,2186,1602,661,71,44,2373,1472,632,96,47,2248,1055,596,86,36,1775,544,331,36,25,936,205,197,30,21,452,177,174,24,42,409,12858,6406,785,515,20557,6,9,4,3,17,17,10,0,4,33,15,10,0,0,23,18,20,0,3,40,8,17,4,6,32,19,17,0,0,36,22,13,3,4,37,27,16,3,3,44,23,5,0,0,30,15,13,0,0,27,7,0,0,0,15,3,8,0,0,10
10303,0,7,0,0,7,0,0,0,0,7,3,9,0,0,16,0,7,0,0,12,3,7,0,0,10,3,10,0,0,12,3,12,0,0,17,3,8,0,0,20,6,12,4,0,22,3,5,0,0,9,0,3,0,0,3,4,4,0,0,5,0,4,0,3,7,31,87,6,12,138,289,562,51,35,936,831,359,36,40,1275,1042,353,71,27,1489,1033,479,87,32,1630,997,451,62,30,1530,1221,543,52,29,1839,1300,616,53,29,1994,1330,617,51,31,2040,1233,605,74,29,1939,647,447,60,14,1163,267,281,30,10,580,122,163,10,10,300,86,94,8,10,201,10403,5560,635,325,16920,0,9,0,0,12,9,3,0,3,20,11,4,0,0,21,15,6,3,0,26,19,6,4,7,36,26,14,3,3,42,26,11,3,0,48,22,14,3,0,37,14,12,0,0,30,9,11,0,0,17,4,3,7,0,8,3,6,3,0,14
