SA3_CODE_2016,FTS_NNI_Mng,FTS_NNI_Pro,FTS_NNI_TecTW,FTS_NNI_CoPSW,FTS_NNI_ClAW,FTS_NNI_SWks,FTS_NNI_MaOpDv,FTS_NNI_Lab,FTS_NNI_IDNS,FTS_NNI_Tot,FTS_1_149_Mng,FTS_1_149_Pro,FTS_1_149_TecTW,FTS_1_149_CoPSW,FTS_1_149_ClAW,FTS_1_149_SWks,FTS_1_149_MaOpDv,FTS_1_149_Lab,FTS_1_149_IDNS,FTS_1_149_Tot,FTS_150_299_Mng,FTS_150_299_Pro,FTS_150_299_TecTW,FTS_150_299_CoPSW,FTS_150_299_ClAW,FTS_150_299_SWks,FTS_150_299_MaOpDv,FTS_150_299_Lab,FTS_150_299_IDNS,FTS_150_299_Tot,FTS_300_399_Mng,FTS_300_399_Pro,FTS_300_399_TecTW,FTS_300_399_CoPSW,FTS_300_399_ClAW,FTS_300_399_SWks,FTS_300_399_MaOpDv,FTS_300_399_Lab,FTS_300_399_IDNS,FTS_300_399_Tot,FTS_400_499_Mng,FTS_400_499_Pro,FTS_400_499_TecTW,FTS_400_499_CoPSW,FTS_400_499_ClAW,FTS_400_499_SWks,FTS_400_499_MaOpDv,FTS_400_499_Lab,FTS_400_499_IDNS,FTS_400_499_Tot,FTS_500_649_Mng,FTS_500_649_Pro,FTS_500_649_TecTW,FTS_500_649_CoPSW,FTS_500_649_ClAW,FTS_500_649_SWks,FTS_500_649_MaOpDv,FTS_500_649_Lab,FTS_500_649_IDNS,FTS_500_649_Tot,FTS_650_799_Mng,FTS_650_799_Pro,FTS_650_799_TecTW,FTS_650_799_CoPSW,FTS_650_799_ClAW,FTS_650_799_SWks,FTS_650_799_MaOpDv,FTS_650_799_Lab,FTS_650_799_IDNS,FTS_650_799_Tot,FTS_800_999_Mng,FTS_800_999_Pro,FTS_800_999_TecTW,FTS_800_999_CoPSW,FTS_800_999_ClAW,FTS_800_999_SWks,FTS_800_999_MaOpDv,FTS_800_999_Lab,FTS_800_999_IDNS,FTS_800_999_Tot,FTS_1000_1249_Mng,FTS_1000_1249_Pro,FTS_1000_1249_TecTW,FTS_1000_1249_CoPSW,FTS_1000_1249_ClAW,FTS_1000_1249_SWks,FTS_1000_1249_MaOpDv,FTS_1000_1249_Lab,FTS_1000_1249_IDNS,FTS_1000_1249_Tot,FTS_1250_1499_Mng,FTS_1250_1499_Pro,FTS_1250_1499_TecTW,FTS_1250_1499_CoPSW,FTS_1250_1499_ClAW,FTS_1250_1499_SWks,FTS_1250_1499_MaOpDv,FTS_1250_1499_Lab,FTS_1250_1499_IDNS,FTS_1250_1499_Tot,FTS_1500_1749_Mng,FTS_1500_1749_Pro,FTS_1500_1749_TecTW,FTS_1500_1749_CoPSW,FTS_1500_1749_ClAW,FTS_1500_1749_SWks,FTS_1500_1749_MaOpDv,FTS_1500_1749_Lab,FTS_1500_1749_IDNS,FTS_1500_1749_Tot,FTS_1750_1999_Mng,FTS_1750_1999_Pro,FTS_1750_1999_TecTW,FTS_1750_1999_CoPSW,FTS_1750_1999_ClAW,FTS_1750_1999_SWks,FTS_1750_1999_MaOpDv,FTS_1750_1999_Lab,FTS_1750_1999_IDNS,FTS_1750_1999_Tot,FTS_2000_2999_Mng,FTS_2000_2999_Pro,FTS_2000_2999_TecTW,FTS_2000_2999_CoPSW,FTS_2000_2999_ClAW,FTS_2000_2999_SWks,FTS_2000_2999_MaOpDv,FTS_2000_2999_Lab,FTS_2000_2999_IDNS,FTS_2000_2999_Tot,FTS_3000mo_Mng,FTS_3000mo_Pro,FTS_3000mo_TecTW,FTS_3000mo_CoPSW,FTS_3000mo_ClAW,FTS_3000mo_SWks,FTS_3000mo_MaOpDv,FTS_3000mo_Lab,FTS_3000mo_IDNS,FTS_3000mo_Tot,FTS_PINS_Mng,FTS_PINS_Pro,FTS_PINS_TecTW,FTS_PINS_CoPSW,FTS_PINS_ClAW,FTS_PINS_SWks,FTS_PINS_MaOpDv,FTS_PINS_Lab,FTS_PINS_IDNS,FTS_PINS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_IDNS,FTS_Tot_Tot,PTS_NNI_Mng,PTS_NNI_Pro,PTS_NNI_TecTW,PTS_NNI_CoPSW,PTS_NNI_ClAW,PTS_NNI_SWks,PTS_NNI_MaOpDv,PTS_NNI_Lab,PTS_NNI_IDNS,PTS_NNI_Tot,PTS_1_149_Mng,PTS_1_149_Pro,PTS_1_149_TecTW,PTS_1_149_CoPSW,PTS_1_149_ClAW,PTS_1_149_SWks,PTS_1_149_MaOpDv,PTS_1_149_Lab,PTS_1_149_IDNS,PTS_1_149_Tot,PTS_150_299_Mng,PTS_150_299_Pro,PTS_150_299_TecTW,PTS_150_299_CoPSW,PTS_150_299_ClAW,PTS_150_299_SWks,PTS_150_299_MaOpDv,PTS_150_299_Lab,PTS_150_299_IDNS,PTS_150_299_Tot,PTS_300_399_Mng,PTS_300_399_Pro,PTS_300_399_TecTW,PTS_300_399_CoPSW,PTS_300_399_ClAW,PTS_300_399_SWks,PTS_300_399_MaOpDv,PTS_300_399_Lab,PTS_300_399_IDNS,PTS_300_399_Tot
10102,0,0,0,7,0,4,0,3,3,24,3,9,8,108,13,204,8,96,3,452,0,3,0,46,12,67,3,36,0,170,3,0,3,26,9,26,0,7,0,70,3,3,3,16,6,18,0,11,0,59,0,0,11,16,12,13,4,4,0,56,0,0,0,5,0,9,0,3,0,16,0,3,4,4,5,0,0,0,0,19,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,11,0,6,0,27,10,26,30,235,65,346,18,159,10,899,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,11,0,0,5,7,3,3,3,4,0,22,0,0,11,9,0,8,0,3,0,31
10103,0,0,0,3,0,7,0,3,0,14,0,0,11,44,4,80,5,39,0,185,0,5,3,12,3,10,0,15,0,47,0,0,0,6,3,5,3,9,0,22,0,3,0,3,0,0,0,7,3,18,0,0,0,4,0,0,0,3,3,16,0,0,0,4,0,7,0,0,0,15,0,0,4,0,0,0,5,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,11,8,10,20,83,16,116,10,67,9,339,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,6,0,7,0,11,0,0,7,3,3,0,0,4,0,15
10104,0,0,3,3,0,22,0,13,3,42,0,3,14,115,8,341,5,135,9,632,0,0,8,28,3,76,0,24,3,138,0,3,7,7,0,7,0,4,0,24,0,0,7,6,3,9,0,7,0,34,0,0,9,12,0,4,0,4,0,19,0,0,3,0,3,0,0,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,7,0,27,3,12,52,181,19,460,5,193,13,941,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,0,4,0,21,0,0,0,10,0,12,3,0,0,25,0,0,11,11,0,3,0,3,0,31
10105,0,0,0,0,0,10,0,8,0,18,0,3,3,42,12,162,0,73,5,304,0,3,3,18,0,41,3,17,0,85,0,0,0,6,0,13,3,8,0,34,0,0,3,7,0,8,0,0,0,20,0,0,3,8,0,6,0,0,0,17,0,0,5,3,0,4,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,3,11,16,94,15,253,5,100,5,510,0,0,0,3,0,0,0,3,0,8,0,0,0,5,0,0,0,0,0,10,0,0,3,7,0,5,0,3,3,24,0,3,9,12,0,7,0,0,0,34
10106,0,0,0,7,0,7,0,4,0,20,0,3,3,53,4,132,0,94,6,296,0,4,3,17,5,34,0,27,3,91,5,0,3,17,4,11,0,6,0,53,0,0,0,6,0,5,0,0,0,14,3,0,4,3,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,9,13,12,19,108,13,199,4,138,9,513,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,3,0,14,0,0,0,3,0,0,0,0,0,9,0,0,8,6,0,3,0,0,0,20
10201,0,0,0,15,3,28,0,20,4,71,9,30,25,375,59,856,38,465,17,1860,14,28,15,184,26,349,37,151,3,809,5,28,16,106,26,128,9,47,5,365,11,10,13,66,17,77,3,25,0,214,4,11,10,67,11,54,3,5,3,167,0,13,4,24,5,8,4,7,0,64,3,9,7,9,3,0,0,0,0,33,0,5,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,0,29,0,7,3,58,47,128,93,865,156,1529,85,721,30,3660,0,0,3,0,0,0,0,0,0,4,0,3,4,12,4,31,7,23,0,88,7,9,14,29,10,34,3,15,0,124,0,4,51,34,10,30,3,16,0,144
10202,0,0,0,8,0,28,0,26,5,60,8,16,26,210,21,808,39,402,13,1550,3,14,11,124,26,295,29,118,4,619,3,10,4,80,14,98,7,38,3,250,0,7,10,41,12,54,3,15,0,147,3,4,13,32,7,31,0,9,3,103,0,4,3,17,3,13,3,8,0,54,0,0,0,8,0,0,0,3,0,21,0,3,0,4,3,0,0,0,0,11,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,17,0,4,4,46,30,63,77,533,88,1344,83,625,30,2868,0,0,0,0,0,0,0,0,0,0,0,4,3,17,3,27,3,5,4,63,0,10,11,30,3,42,5,25,3,118,3,0,40,15,9,34,0,11,0,116
10301,5,0,0,11,0,3,0,8,5,27,8,9,6,112,9,242,3,131,6,529,5,13,10,97,11,89,5,36,3,275,0,3,3,55,3,45,6,10,0,131,5,7,7,50,6,30,3,11,0,109,8,6,5,31,5,22,0,7,0,85,3,3,6,15,3,10,0,0,0,34,0,0,7,6,0,7,0,3,0,20,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,3,3,24,30,59,42,377,42,458,10,216,22,1252,0,0,0,0,0,0,0,0,0,3,0,5,0,5,0,6,0,3,0,20,0,0,3,10,0,9,0,9,0,22,0,3,14,11,3,17,0,3,0,45
10302,0,0,0,4,0,14,0,12,3,37,10,4,10,58,9,217,11,86,4,406,0,5,3,13,4,45,3,32,0,98,0,0,4,8,0,0,0,9,3,27,3,0,6,8,3,7,0,3,0,29,0,4,8,3,3,0,0,0,0,21,0,3,0,0,0,0,0,0,0,7,0,0,3,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,3,3,16,10,20,32,109,20,297,19,135,14,661,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,3,3,14,0,0,0,5,3,10,0,3,0,21,0,0,11,10,0,5,0,4,0,33
10303,0,0,0,3,0,8,0,9,3,22,3,5,7,65,6,146,3,94,5,329,0,3,7,15,4,40,0,22,0,83,0,0,3,3,3,5,0,3,0,20,0,3,4,7,3,3,0,4,0,24,0,0,0,3,0,0,0,0,0,7,3,0,8,10,0,3,0,0,0,18,0,0,0,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,10,4,16,28,104,17,217,3,127,10,533,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,8,0,10,0,0,0,5,0,5,0,5,0,23,3,4,15,6,0,3,0,5,0,31
