SA3_CODE_2016,SEO_AGFF_Bf_91,SEO_AGFF_91_95,SEO_AGFF_96_00,SEO_AGFF_01_05,SEO_AGFF_06_10,SEO_AGFF_11_15,SEO_AGFF_2016,SEO_AGFF_NS,SEO_AGFF_Tot,SEO_Min_Bf_91,SEO_Min_91_95,SEO_Min_96_00,SEO_Min_01_05,SEO_Min_06_10,SEO_Min_11_15,SEO_Min_2016,SEO_Min_NS,SEO_Min_Tot,SEO_Mnf_Bf_91,SEO_Mnf_91_95,SEO_Mnf_96_00,SEO_Mnf_01_05,SEO_Mnf_06_10,SEO_Mnf_11_15,SEO_Mnf_2016,SEO_Mnf_NS,SEO_Mnf_Tot,SEO_EGWWS_Bf_91,SEO_EGWWS_91_95,SEO_EGWWS_96_00,SEO_EGWWS_01_05,SEO_EGWWS_06_10,SEO_EGWWS_11_15,SEO_EGWWS_2016,SEO_EGWWS_NS,SEO_EGWWS_Tot,SEO_Const_Bf_91,SEO_Const_91_95,SEO_Const_96_00,SEO_Const_01_05,SEO_Const_06_10,SEO_Const_11_15,SEO_Const_2016,SEO_Const_NS,SEO_Const_Tot,SEO_WST_Bf_91,SEO_WST_91_95,SEO_WST_96_00,SEO_WST_01_05,SEO_WST_06_10,SEO_WST_11_15,SEO_WST_2016,SEO_WST_NS,SEO_WST_Tot,SEO_RetT_Bf_91,SEO_RetT_91_95,SEO_RetT_96_00,SEO_RetT_01_05,SEO_RetT_06_10,SEO_RetT_11_15,SEO_RetT_2016,SEO_RetT_NS,SEO_RetT_Tot,SEO_AcFd_Bf_91,SEO_AcFd_91_95,SEO_AcFd_96_00,SEO_AcFd_01_05,SEO_AcFd_06_10,SEO_AcFd_11_15,SEO_AcFd_2016,SEO_AcFd_NS,SEO_AcFd_Tot,SEO_TPW_Bf_91,SEO_TPW_91_95,SEO_TPW_96_00,SEO_TPW_01_05,SEO_TPW_06_10,SEO_TPW_11_15,SEO_TPW_2016,SEO_TPW_NS,SEO_TPW_Tot,SEO_IMT_Bf_91,SEO_IMT_91_95,SEO_IMT_96_00,SEO_IMT_01_05,SEO_IMT_06_10,SEO_IMT_11_15,SEO_IMT_2016,SEO_IMT_NS,SEO_IMT_Tot,SEO_FinIns_Bf_91,SEO_FinIns_91_95,SEO_FinIns_96_00,SEO_FinIns_01_05,SEO_FinIns_06_10,SEO_FinIns_11_15,SEO_FinIns_2016,SEO_FinIns_NS,SEO_FinIns_Tot,SEO_RHRE_Bf_91,SEO_RHRE_91_95,SEO_RHRE_96_00,SEO_RHRE_01_05,SEO_RHRE_06_10,SEO_RHRE_11_15,SEO_RHRE_2016,SEO_RHRE_NS,SEO_RHRE_Tot,SEO_ProSTS_Bf_91,SEO_ProSTS_91_95,SEO_ProSTS_96_00,SEO_ProSTS_01_05,SEO_ProSTS_06_10,SEO_ProSTS_11_15,SEO_ProSTS_2016,SEO_ProSTS_NS,SEO_ProSTS_Tot,SEO_AdSup_Bf_91,SEO_AdSup_91_95,SEO_AdSup_96_00,SEO_AdSup_01_05,SEO_AdSup_06_10,SEO_AdSup_11_15,SEO_AdSup_2016,SEO_AdSup_NS,SEO_AdSup_Tot,SEO_PubAS_Bf_91,SEO_PubAS_91_95,SEO_PubAS_96_00,SEO_PubAS_01_05,SEO_PubAS_06_10,SEO_PubAS_11_15,SEO_PubAS_2016,SEO_PubAS_NS,SEO_PubAS_Tot,SEO_EdTrn_Bf_91,SEO_EdTrn_91_95,SEO_EdTrn_96_00,SEO_EdTrn_01_05,SEO_EdTrn_06_10,SEO_EdTrn_11_15,SEO_EdTrn_2016,SEO_EdTrn_NS,SEO_EdTrn_Tot,SEO_HC_SA_Bf_91,SEO_HC_SA_91_95,SEO_HC_SA_96_00,SEO_HC_SA_01_05,SEO_HC_SA_06_10,SEO_HC_SA_11_15,SEO_HC_SA_2016,SEO_HC_SA_NS,SEO_HC_SA_Tot,SEO_ArtsR_Bf_91,SEO_ArtsR_91_95,SEO_ArtsR_96_00,SEO_ArtsR_01_05,SEO_ArtsR_06_10,SEO_ArtsR_11_15,SEO_ArtsR_2016,SEO_ArtsR_NS,SEO_ArtsR_Tot,SEO_OthSvs_Bf_91,SEO_OthSvs_91_95,SEO_OthSvs_96_00,SEO_OthSvs_01_05,SEO_OthSvs_06_10,SEO_OthSvs_11_15,SEO_OthSvs_2016,SEO_OthSvs_NS,SEO_OthSvs_Tot,SEO_IDNS_Bf_91,SEO_IDNS_91_95,SEO_IDNS_96_00,SEO_IDNS_01_05,SEO_IDNS_06_10,SEO_IDNS_11_15,SEO_IDNS_2016,SEO_IDNS_NS,SEO_IDNS_Tot,SEO_Tot_Bf_91,SEO_Tot_91_95,SEO_Tot_96_00,SEO_Tot_01_05,SEO_Tot_06_10,SEO_Tot_11_15,SEO_Tot_2016,SEO_Tot_NS,SEO_Tot_Tot,SOLSEWVW_AGFF_Bf_91,SOLSEWVW_AGFF_91_95,SOLSEWVW_AGFF_96_00,SOLSEWVW_AGFF_01_05,SOLSEWVW_AGFF_06_10,SOLSEWVW_AGFF_11_15,SOLSEWVW_AGFF_2016,SOLSEWVW_AGFF_NS,SOLSEWVW_AGFF_Tot,SOLSEWVW_Min_Bf_91,SOLSEWVW_Min_91_95
10102,46,0,8,0,0,5,0,0,53,4,0,0,0,0,0,0,0,11,47,3,6,6,7,16,0,3,87,10,0,3,0,4,0,0,0,21,87,10,10,18,24,20,0,12,181,13,6,0,0,0,0,0,0,20,49,6,10,14,14,7,0,7,107,24,0,6,8,10,14,0,3,62,45,0,0,5,3,3,0,0,62,4,0,0,0,0,0,0,0,5,5,0,3,4,0,0,0,0,17,19,0,0,0,0,3,0,0,19,65,3,3,10,8,6,0,3,101,17,0,0,0,3,3,0,0,31,107,12,12,23,19,8,0,8,189,61,0,3,7,6,6,0,3,89,96,12,13,8,13,9,0,13,166,16,0,0,0,0,4,0,3,28,32,3,4,5,6,5,3,3,56,40,5,11,3,0,8,0,3,65,788,70,106,100,123,126,11,54,1366,9,4,0,0,0,3,0,0,13,0,0
10103,37,4,4,3,0,0,0,5,49,3,0,0,0,0,0,0,0,4,12,0,5,3,3,4,0,0,25,16,4,0,3,6,0,0,0,34,14,0,5,0,0,0,0,3,25,8,0,0,0,0,0,0,0,7,43,6,3,7,5,5,0,0,75,70,14,16,15,28,28,6,12,192,25,3,0,0,0,0,0,0,31,4,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,3,12,0,0,0,0,0,4,3,24,18,0,0,3,4,3,0,0,33,13,0,0,0,0,0,0,3,21,41,3,3,0,3,0,0,0,47,46,3,3,4,3,9,0,4,71,48,7,4,9,5,5,0,4,78,30,8,10,0,12,9,8,4,83,14,0,3,0,0,0,0,0,17,14,0,3,0,4,0,0,0,28,482,57,56,49,77,66,23,43,854,3,0,0,0,0,0,0,0,3,0,0
10104,65,3,0,7,4,6,0,9,87,0,0,0,0,0,0,0,0,0,74,3,8,12,4,7,0,9,111,12,0,0,0,0,0,0,0,11,88,4,8,4,6,9,0,6,126,18,0,0,0,4,0,0,0,29,153,10,12,22,13,4,0,8,216,141,21,12,16,14,13,0,12,231,50,3,3,0,3,0,0,0,59,12,0,0,0,0,0,0,0,19,12,0,0,0,0,0,0,0,21,24,0,3,0,0,0,0,7,31,88,10,6,12,5,8,0,3,134,48,7,0,5,6,3,0,0,76,100,4,9,11,9,0,0,3,132,118,6,5,9,10,5,0,10,161,305,30,24,29,24,22,0,19,451,29,0,3,7,3,7,0,3,51,50,3,5,3,3,5,0,5,80,53,3,0,5,0,8,0,5,73,1438,105,113,140,109,88,6,99,2099,7,0,0,0,0,3,0,0,15,0,0
10105,44,4,5,0,0,3,0,0,66,4,0,0,0,0,3,0,0,5,15,0,4,0,3,5,0,3,31,3,0,0,0,0,0,0,0,5,26,4,0,3,4,7,0,0,43,3,0,0,0,3,0,0,0,8,46,4,5,3,10,0,0,3,74,33,7,4,0,3,9,0,3,57,21,0,0,0,0,0,0,0,21,3,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,10,6,0,0,0,0,0,0,0,4,23,3,3,0,8,0,0,0,40,12,0,0,0,0,0,0,0,20,45,3,0,4,6,0,0,4,67,48,9,3,8,6,4,0,3,83,87,9,4,3,17,15,0,3,132,8,0,0,4,0,0,0,0,12,19,0,3,0,3,0,0,0,24,16,0,3,0,0,0,0,3,22,473,43,38,35,62,44,0,34,734,9,0,3,0,3,15,0,0,30,3,0
10106,88,3,3,3,0,13,3,5,118,6,0,0,0,0,0,0,0,9,16,4,5,0,0,7,0,0,31,8,0,0,0,0,0,0,0,8,17,3,6,3,4,0,0,3,39,13,3,3,0,0,4,0,0,21,26,7,0,8,5,4,0,3,53,32,0,9,4,6,6,0,0,58,11,0,0,0,0,0,0,0,16,4,0,0,0,0,0,0,0,5,4,0,3,0,0,3,0,0,15,3,0,3,0,3,0,0,0,10,32,3,4,0,3,4,0,0,43,8,4,0,0,0,0,0,0,16,13,3,3,7,0,4,0,0,26,37,3,3,5,0,4,0,0,54,42,4,6,5,3,4,0,3,81,3,0,0,0,0,0,0,0,6,19,0,0,3,0,0,0,0,20,13,0,0,0,3,0,0,0,31,403,35,52,45,36,59,9,20,654,18,0,3,4,11,10,0,0,44,0,0
10201,35,3,4,0,0,3,0,3,50,14,3,0,3,3,0,0,3,29,270,34,48,47,38,23,0,15,474,24,3,3,3,4,0,0,3,40,274,21,52,44,51,32,3,15,489,84,5,12,22,18,12,0,3,148,369,43,73,66,62,43,0,16,668,165,22,62,76,76,38,0,21,457,109,8,12,8,10,3,0,6,152,64,4,20,11,17,18,0,3,135,113,13,27,17,3,10,0,3,185,84,6,8,14,11,4,0,4,124,261,31,39,39,65,30,3,10,472,128,18,17,21,22,10,4,7,234,209,20,22,31,20,9,0,12,328,303,38,45,60,39,27,3,11,521,896,129,149,190,154,101,13,41,1667,61,3,15,13,11,9,0,3,117,196,24,29,24,27,24,3,8,336,164,19,22,25,24,16,0,17,296,3809,469,646,716,659,405,34,186,6916,28,3,8,3,7,10,3,0,52,0,0
10202,15,0,0,6,0,3,0,0,21,8,0,0,3,3,0,0,0,15,205,25,49,32,39,20,0,3,378,37,3,5,4,3,0,0,0,52,202,14,34,33,21,17,0,18,340,64,4,8,6,11,0,0,3,98,268,38,45,42,37,20,0,18,456,134,23,27,34,37,29,3,10,296,128,9,11,7,7,10,0,6,181,23,0,3,9,8,0,0,0,43,58,3,13,11,3,0,0,3,94,50,0,3,7,0,0,0,3,66,140,23,16,18,11,10,0,3,222,102,12,5,15,11,6,0,4,151,154,12,10,8,14,9,0,8,215,208,16,29,23,23,11,0,4,317,536,47,62,72,64,83,3,19,897,29,4,3,12,10,6,0,0,61,83,19,18,15,10,5,0,5,158,116,23,11,17,18,10,0,13,203,2550,285,363,364,324,244,10,119,4263,4,4,0,3,4,0,0,0,19,0,0
10301,36,3,3,4,9,4,0,3,57,3,0,0,0,0,0,0,0,3,66,3,23,10,11,15,3,0,128,4,0,0,0,0,0,0,0,4,39,6,7,3,10,8,0,3,72,18,0,3,0,0,0,0,0,21,43,7,9,10,8,16,0,4,108,30,8,8,3,13,14,0,4,81,24,0,9,0,0,0,0,3,36,6,0,5,4,0,0,0,0,21,6,0,0,0,0,3,0,0,15,4,3,0,0,0,4,0,0,12,45,3,4,3,4,8,0,0,65,19,5,3,0,0,0,0,4,28,74,6,7,3,8,0,0,3,105,102,14,12,12,13,19,5,6,185,121,11,8,12,13,18,0,8,200,7,0,0,0,3,0,0,0,9,16,3,0,3,0,0,0,3,29,21,0,0,0,5,6,0,3,39,698,79,101,74,101,107,11,45,1219,10,0,0,3,7,6,0,0,28,0,0
10302,68,0,8,4,12,18,0,3,117,18,3,3,7,12,11,0,0,45,20,3,5,3,3,3,0,3,42,3,0,0,0,0,3,0,0,4,4,0,0,3,0,3,0,0,20,7,0,0,0,0,0,0,0,14,41,0,12,3,9,9,0,4,72,31,3,3,0,7,5,0,3,66,21,0,0,3,0,0,0,4,29,6,0,0,0,0,0,0,0,7,3,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,6,19,0,3,3,5,0,0,3,39,13,0,0,3,0,0,0,3,22,14,3,3,4,0,0,0,4,30,46,5,6,5,7,0,0,3,72,69,7,4,7,4,15,0,6,118,3,0,0,0,0,0,0,0,7,18,0,3,0,4,0,0,0,23,4,0,3,0,4,3,0,0,22,415,31,72,63,74,65,4,36,760,7,0,8,3,13,19,5,0,48,3,0
10303,37,0,4,4,0,0,0,0,52,69,8,9,11,20,5,0,3,127,33,3,3,3,8,3,0,0,51,16,0,0,0,0,0,0,0,18,33,4,3,4,3,3,0,5,51,18,0,3,0,3,3,0,0,25,63,10,6,3,3,0,0,3,95,48,3,8,9,12,13,0,3,103,29,4,4,0,3,0,0,3,46,4,0,0,0,0,0,0,0,5,3,3,0,0,0,0,0,0,12,6,0,0,0,4,0,0,0,10,24,3,3,3,3,3,0,3,47,20,0,0,4,0,4,0,3,30,51,9,5,3,0,0,0,3,69,51,0,0,9,7,0,0,0,61,92,6,8,8,6,10,0,3,126,5,0,0,0,0,0,0,0,12,24,3,4,3,3,3,0,0,42,21,0,3,3,7,3,0,5,43,655,53,61,76,89,55,3,43,1034,0,0,3,3,0,3,0,0,15,9,7
