SA3_CODE_2016,Pvte_2000_2999_Mng,Pvte_2000_2999_Pro,Pvte_2000_2999_TecTW,Pvte_2000_2999_CoPSW,Pvte_2000_2999_ClAW,Pvte_2000_2999_SWks,Pvte_2000_2999_MaOpDv,Pvte_2000_2999_Lab,Pvte_2000_2999_IDNS,Pvte_2000_2999_Tot,Pvte_3000mo_Mng,Pvte_3000mo_Pro,Pvte_3000mo_TecTW,Pvte_3000mo_CoPSW,Pvte_3000mo_ClAW,Pvte_3000mo_SWks,Pvte_3000mo_MaOpDv,Pvte_3000mo_Lab,Pvte_3000mo_IDNS,Pvte_3000mo_Tot,Pvte_PINS_Mng,Pvte_PINS_Pro,Pvte_PINS_TecTW,Pvte_PINS_CoPSW,Pvte_PINS_ClAW,Pvte_PINS_SWks,Pvte_PINS_MaOpDv,Pvte_PINS_Lab,Pvte_PINS_IDNS,Pvte_PINS_Tot,Pvte_Tot_Mng,Pvte_Tot_Pro,Pvte_Tot_TecTW,Pvte_Tot_CoPSW,Pvte_Tot_ClAW,Pvte_Tot_SWks,Pvte_Tot_MaOpDv,Pvte_Tot_Lab,Pvte_Tot_IDNS,Pvte_Tot_Tot,NS_NNI_Mng,NS_NNI_Pro,NS_NNI_TecTW,NS_NNI_CoPSW,NS_NNI_ClAW,NS_NNI_SWks,NS_NNI_MaOpDv,NS_NNI_Lab,NS_NNI_IDNS,NS_NNI_Tot,NS_1_149_Mng,NS_1_149_Pro,NS_1_149_TecTW,NS_1_149_CoPSW,NS_1_149_ClAW,NS_1_149_SWks,NS_1_149_MaOpDv,NS_1_149_Lab,NS_1_149_IDNS,NS_1_149_Tot,NS_150_299_Mng,NS_150_299_Pro,NS_150_299_TecTW,NS_150_299_CoPSW,NS_150_299_ClAW,NS_150_299_SWks,NS_150_299_MaOpDv,NS_150_299_Lab,NS_150_299_IDNS,NS_150_299_Tot,NS_300_399_Mng,NS_300_399_Pro,NS_300_399_TecTW,NS_300_399_CoPSW,NS_300_399_ClAW,NS_300_399_SWks,NS_300_399_MaOpDv,NS_300_399_Lab,NS_300_399_IDNS,NS_300_399_Tot,NS_400_499_Mng,NS_400_499_Pro,NS_400_499_TecTW,NS_400_499_CoPSW,NS_400_499_ClAW,NS_400_499_SWks,NS_400_499_MaOpDv,NS_400_499_Lab,NS_400_499_IDNS,NS_400_499_Tot,NS_500_649_Mng,NS_500_649_Pro,NS_500_649_TecTW,NS_500_649_CoPSW,NS_500_649_ClAW,NS_500_649_SWks,NS_500_649_MaOpDv,NS_500_649_Lab,NS_500_649_IDNS,NS_500_649_Tot,NS_650_799_Mng,NS_650_799_Pro,NS_650_799_TecTW,NS_650_799_CoPSW,NS_650_799_ClAW,NS_650_799_SWks,NS_650_799_MaOpDv,NS_650_799_Lab,NS_650_799_IDNS,NS_650_799_Tot,NS_800_999_Mng,NS_800_999_Pro,NS_800_999_TecTW,NS_800_999_CoPSW,NS_800_999_ClAW,NS_800_999_SWks,NS_800_999_MaOpDv,NS_800_999_Lab,NS_800_999_IDNS,NS_800_999_Tot,NS_1000_1249_Mng,NS_1000_1249_Pro,NS_1000_1249_TecTW,NS_1000_1249_CoPSW,NS_1000_1249_ClAW,NS_1000_1249_SWks,NS_1000_1249_MaOpDv,NS_1000_1249_Lab,NS_1000_1249_IDNS,NS_1000_1249_Tot,NS_1250_1499_Mng,NS_1250_1499_Pro,NS_1250_1499_TecTW,NS_1250_1499_CoPSW,NS_1250_1499_ClAW,NS_1250_1499_SWks,NS_1250_1499_MaOpDv,NS_1250_1499_Lab,NS_1250_1499_IDNS,NS_1250_1499_Tot,NS_1500_1749_Mng,NS_1500_1749_Pro,NS_1500_1749_TecTW,NS_1500_1749_CoPSW,NS_1500_1749_ClAW,NS_1500_1749_SWks,NS_1500_1749_MaOpDv,NS_1500_1749_Lab,NS_1500_1749_IDNS,NS_1500_1749_Tot,NS_1750_1999_Mng,NS_1750_1999_Pro,NS_1750_1999_TecTW,NS_1750_1999_CoPSW,NS_1750_1999_ClAW,NS_1750_1999_SWks,NS_1750_1999_MaOpDv,NS_1750_1999_Lab,NS_1750_1999_IDNS,NS_1750_1999_Tot,NS_2000_2999_Mng,NS_2000_2999_Pro,NS_2000_2999_TecTW,NS_2000_2999_CoPSW,NS_2000_2999_ClAW,NS_2000_2999_SWks,NS_2000_2999_MaOpDv,NS_2000_2999_Lab,NS_2000_2999_IDNS,NS_2000_2999_Tot,NS_3000mo_Mng,NS_3000mo_Pro,NS_3000mo_TecTW,NS_3000mo_CoPSW,NS_3000mo_ClAW,NS_3000mo_SWks,NS_3000mo_MaOpDv,NS_3000mo_Lab,NS_3000mo_IDNS,NS_3000mo_Tot,NS_PINS_Mng,NS_PINS_Pro,NS_PINS_TecTW,NS_PINS_CoPSW,NS_PINS_ClAW,NS_PINS_SWks,NS_PINS_MaOpDv,NS_PINS_Lab,NS_PINS_IDNS,NS_PINS_Tot,NS_Tot_Mng,NS_Tot_Pro,NS_Tot_TecTW,NS_Tot_CoPSW,NS_Tot_ClAW,NS_Tot_SWks,NS_Tot_MaOpDv,NS_Tot_Lab,NS_Tot_IDNS,NS_Tot_Tot
10304,322,404,324,14,81,48,194,39,23,1450,229,276,84,7,34,15,28,11,17,693,49,27,47,42,38,33,31,42,11,322,2966,3035,3225,2025,2337,2193,1697,2429,208,20113,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,9,12,0,0,0,0,0,3,0,3,11,20,4,0,0,0,0,0,0,0,20,29,3,0,3,4,0,0,0,0,18,25,0,0,4,0,0,3,0,3,10,25,0,0,0,0,0,0,0,3,14,24,0,3,0,0,0,0,3,4,10,24,0,0,0,0,0,0,0,0,4,13,0,0,3,0,0,0,0,0,3,7,0,0,0,0,0,0,4,0,0,11,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,4,3,3,0,3,8,29,64,20,13,21,18,11,13,20,21,146,276
10401,117,136,39,12,40,11,21,8,6,395,80,90,26,7,26,12,7,10,4,252,24,14,18,22,29,32,15,30,5,193,1750,1601,1906,1758,1493,1794,975,1676,122,13072,0,0,0,0,0,0,0,0,8,9,0,0,0,0,0,0,0,0,9,9,0,0,0,4,0,0,0,3,8,13,0,0,3,3,0,3,0,3,15,28,0,0,3,4,0,0,3,3,14,27,0,0,0,3,0,0,0,3,12,20,0,3,3,0,0,0,0,0,6,15,0,3,4,0,0,0,3,0,10,16,3,0,3,0,0,0,0,0,9,12,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,3,3,0,0,0,0,29,39,9,4,19,15,3,6,6,19,121,209
10402,273,378,81,9,65,45,26,27,7,915,151,270,26,11,20,22,10,16,6,523,50,43,65,34,34,52,26,57,22,387,3657,3964,3754,3515,3232,3536,1606,3697,285,27247,0,6,0,0,0,0,0,3,11,23,3,0,0,0,0,5,0,0,3,17,3,0,0,3,0,3,0,0,4,19,3,0,0,4,3,3,0,7,19,40,4,0,0,0,4,0,3,7,19,48,3,0,0,11,5,0,0,7,24,45,6,3,6,5,0,0,0,9,15,46,0,0,3,3,0,0,0,4,10,22,0,3,0,0,0,0,0,0,15,29,0,0,0,0,3,0,0,0,6,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,0,0,3,53,72,25,18,21,32,20,17,15,40,197,379
10501,125,108,199,7,20,10,143,7,6,625,158,64,45,0,13,4,37,7,10,336,91,13,20,16,11,13,19,23,4,201,2060,756,1086,667,616,479,930,981,104,7670,4,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,12,15,0,0,0,0,0,3,0,0,3,6,3,0,0,0,0,0,0,0,5,11,3,0,0,0,0,0,3,3,6,14,0,0,3,3,0,0,0,4,7,14,3,0,0,3,0,0,0,4,10,23,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,5,0,0,0,3,0,0,0,24,42,18,7,8,10,9,6,13,25,83,170
10502,91,94,145,3,11,0,109,11,4,471,76,39,5,0,4,3,18,8,0,164,35,13,21,15,10,19,19,31,9,169,928,708,954,777,545,702,679,847,73,6207,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,0,14,13,0,0,0,0,0,0,0,3,9,7,0,0,0,0,0,0,0,0,8,10,0,0,0,3,0,0,3,0,4,14,0,0,0,3,0,0,5,0,4,9,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,22,21,3,0,4,8,4,3,13,3,72,116
10503,308,315,105,21,57,54,36,25,7,920,225,173,29,12,23,35,10,16,3,532,108,26,84,44,33,49,29,68,21,459,4251,2793,3265,2483,2492,2771,1526,2871,209,22649,0,0,0,0,0,0,0,0,12,13,0,0,0,3,0,4,0,0,18,28,3,3,0,3,0,3,0,6,10,30,3,0,4,4,3,3,0,4,9,30,0,0,0,0,3,0,0,0,15,23,3,3,11,0,0,0,0,6,18,39,3,3,5,4,5,0,3,10,22,51,5,0,3,3,0,3,0,7,22,46,6,0,0,0,0,0,3,0,13,22,0,0,0,0,0,0,3,0,11,16,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,4,4,0,0,3,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,5,3,4,12,0,0,0,3,3,64,91,27,17,39,17,16,16,20,36,208,394
10601,331,444,1078,24,108,40,1625,57,50,3756,389,314,384,5,50,18,224,21,22,1437,56,24,88,33,39,42,73,67,12,436,3235,2750,5384,2660,2504,2836,5134,3334,320,28156,0,0,0,3,0,0,0,3,9,16,0,0,3,0,0,0,0,4,3,8,3,0,4,4,0,4,0,3,4,25,0,0,0,0,0,0,0,3,14,21,3,0,0,0,0,0,0,7,11,19,0,0,8,0,3,3,3,4,15,36,0,3,3,3,0,0,0,8,15,30,3,0,0,0,0,0,3,4,19,34,4,0,14,0,0,0,4,0,17,36,0,0,3,0,0,0,0,0,3,13,0,0,0,0,0,0,0,0,8,12,0,0,0,0,0,0,3,0,3,8,0,0,0,0,0,0,3,0,4,10,0,0,3,0,0,0,0,0,0,7,0,4,11,3,0,3,6,3,43,70,17,15,44,20,10,16,20,34,167,340
10602,347,385,206,11,76,40,87,30,22,1188,239,219,60,12,31,31,12,10,3,617,28,37,58,36,24,50,32,53,12,322,2422,3326,3687,2570,2851,3135,1692,2522,209,22418,0,0,3,0,3,0,0,0,8,10,0,0,0,0,0,5,0,0,5,11,0,0,0,0,0,3,0,0,4,11,0,0,0,0,0,0,0,0,12,16,0,0,0,4,0,0,0,4,13,24,0,0,3,0,0,0,0,4,10,22,3,0,3,0,0,0,0,0,10,22,0,0,4,3,0,0,0,0,10,18,0,3,3,0,4,0,6,0,11,27,0,0,0,0,0,0,0,0,3,10,0,0,7,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,3,7,3,4,3,3,0,3,0,0,19,39,11,16,27,18,12,8,15,19,125,258
10603,364,410,340,10,113,21,78,26,30,1389,234,200,58,10,50,21,12,7,3,594,37,41,67,29,26,42,17,41,20,318,2532,2490,4374,2357,2308,2700,2075,2559,260,21670,0,0,3,3,3,0,0,0,3,12,0,0,0,3,0,0,0,3,3,8,0,0,0,3,0,3,0,0,13,19,0,0,0,3,4,0,0,0,12,23,0,3,0,5,3,4,0,6,12,30,0,0,0,0,0,3,3,4,16,33,0,3,0,0,0,0,0,3,17,24,0,0,3,0,0,0,0,0,16,17,0,3,3,0,0,0,0,3,13,24,0,0,0,0,0,0,0,0,5,11,0,3,0,0,0,0,0,0,4,14,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,9,3,3,3,0,0,3,0,7,38,53,9,18,19,21,12,15,7,22,155,270
10604,160,200,637,7,51,19,833,29,19,1953,192,132,245,8,24,18,105,12,7,736,50,14,47,11,27,26,49,41,10,259,1703,1187,2813,833,1102,970,2273,1818,128,12826,0,0,0,0,0,0,0,0,10,13,0,0,0,0,0,0,0,0,6,10,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,4,3,7,0,3,0,0,0,0,0,3,8,20,0,0,0,0,0,4,0,4,6,19,0,0,0,0,0,0,0,0,7,12,3,3,0,3,3,0,0,3,7,24,0,0,0,0,0,0,4,0,4,8,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,3,3,0,6,0,0,0,0,4,0,23,27,10,12,11,11,3,5,10,18,86,166
10701,531,499,602,10,121,31,591,92,37,2514,332,243,100,10,50,13,55,17,5,822,29,30,61,29,34,34,52,54,20,347,2572,2937,5067,2373,2632,2393,3649,2925,303,24852,0,0,0,0,0,0,0,0,3,14,0,0,0,0,0,0,0,0,13,15,0,0,0,0,0,3,0,4,8,20,0,0,4,0,0,0,0,0,18,21,0,0,3,3,0,0,0,0,19,28,0,3,4,3,0,3,0,4,10,25,0,3,5,0,0,0,0,0,6,22,0,0,5,3,3,0,0,0,18,36,0,6,4,0,0,0,0,3,14,35,0,0,3,0,0,3,0,0,3,15,0,0,0,0,0,0,3,0,6,11,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,4,3,9,3,4,3,0,5,43,76,11,16,41,25,12,8,7,26,167,315
