SA3_CODE_2016,CoPSW_2000_2999_H_0,CoPSW_2000_2999_H_1_15,CoPSW_2000_2999_H_16_24,CoPSW_2000_2999_H_25_34,CoPSW_2000_2999_H_35_39,CoPSW_2000_2999_H_40,CoPSW_2000_2999_H_41_48,CoPSW_2000_2999_H_49mo,CoPSW_2000_2999_H_NS,CoPSW_2000_2999_H_Tot,CoPSW_3000mo_H_0,CoPSW_3000mo_H_1_15,CoPSW_3000mo_H_16_24,CoPSW_3000mo_H_25_34,CoPSW_3000mo_H_35_39,CoPSW_3000mo_H_40,CoPSW_3000mo_H_41_48,CoPSW_3000mo_H_49mo,CoPSW_3000mo_H_NS,CoPSW_3000mo_H_Tot,CoPSW_PINS_H_0,CoPSW_PINS_H_1_15,CoPSW_PINS_H_16_24,CoPSW_PINS_H_25_34,CoPSW_PINS_H_35_39,CoPSW_PINS_H_40,CoPSW_PINS_H_41_48,CoPSW_PINS_H_49mo,CoPSW_PINS_H_NS,CoPSW_PINS_H_Tot,CoPSW_Tot_H_0,CoPSW_Tot_H_1_15,CoPSW_Tot_H_16_24,CoPSW_Tot_H_25_34,CoPSW_Tot_H_35_39,CoPSW_Tot_H_40,CoPSW_Tot_H_41_48,CoPSW_Tot_H_49mo,CoPSW_Tot_H_NS,CoPSW_Tot_H_Tot,ClAW_NNI_H_0,ClAW_NNI_H_1_15,ClAW_NNI_H_16_24,ClAW_NNI_H_25_34,ClAW_NNI_H_35_39,ClAW_NNI_H_40,ClAW_NNI_H_41_48,ClAW_NNI_H_49mo,ClAW_NNI_H_NS,ClAW_NNI_H_Tot,ClAW_1_149_H_0,ClAW_1_149_H_1_15,ClAW_1_149_H_16_24,ClAW_1_149_H_25_34,ClAW_1_149_H_35_39,ClAW_1_149_H_40,ClAW_1_149_H_41_48,ClAW_1_149_H_49mo,ClAW_1_149_H_NS,ClAW_1_149_H_Tot,ClAW_150_299_H_0,ClAW_150_299_H_1_15,ClAW_150_299_H_16_24,ClAW_150_299_H_25_34,ClAW_150_299_H_35_39,ClAW_150_299_H_40,ClAW_150_299_H_41_48,ClAW_150_299_H_49mo,ClAW_150_299_H_NS,ClAW_150_299_H_Tot,ClAW_300_399_H_0,ClAW_300_399_H_1_15,ClAW_300_399_H_16_24,ClAW_300_399_H_25_34,ClAW_300_399_H_35_39,ClAW_300_399_H_40,ClAW_300_399_H_41_48,ClAW_300_399_H_49mo,ClAW_300_399_H_NS,ClAW_300_399_H_Tot,ClAW_400_499_H_0,ClAW_400_499_H_1_15,ClAW_400_499_H_16_24,ClAW_400_499_H_25_34,ClAW_400_499_H_35_39,ClAW_400_499_H_40,ClAW_400_499_H_41_48,ClAW_400_499_H_49mo,ClAW_400_499_H_NS,ClAW_400_499_H_Tot,ClAW_500_649_H_0,ClAW_500_649_H_1_15,ClAW_500_649_H_16_24,ClAW_500_649_H_25_34,ClAW_500_649_H_35_39,ClAW_500_649_H_40,ClAW_500_649_H_41_48,ClAW_500_649_H_49mo,ClAW_500_649_H_NS,ClAW_500_649_H_Tot,ClAW_650_799_H_0,ClAW_650_799_H_1_15,ClAW_650_799_H_16_24,ClAW_650_799_H_25_34,ClAW_650_799_H_35_39,ClAW_650_799_H_40,ClAW_650_799_H_41_48,ClAW_650_799_H_49mo,ClAW_650_799_H_NS,ClAW_650_799_H_Tot,ClAW_800_999_H_0,ClAW_800_999_H_1_15,ClAW_800_999_H_16_24,ClAW_800_999_H_25_34,ClAW_800_999_H_35_39,ClAW_800_999_H_40,ClAW_800_999_H_41_48,ClAW_800_999_H_49mo,ClAW_800_999_H_NS,ClAW_800_999_H_Tot,ClAW_1000_1249_H_0,ClAW_1000_1249_H_1_15,ClAW_1000_1249_H_16_24,ClAW_1000_1249_H_25_34,ClAW_1000_1249_H_35_39,ClAW_1000_1249_H_40,ClAW_1000_1249_H_41_48,ClAW_1000_1249_H_49mo,ClAW_1000_1249_H_NS,ClAW_1000_1249_H_Tot,ClAW_1250_1499_H_0,ClAW_1250_1499_H_1_15,ClAW_1250_1499_H_16_24,ClAW_1250_1499_H_25_34,ClAW_1250_1499_H_35_39,ClAW_1250_1499_H_40,ClAW_1250_1499_H_41_48,ClAW_1250_1499_H_49mo,ClAW_1250_1499_H_NS,ClAW_1250_1499_H_Tot,ClAW_1500_1749_H_0,ClAW_1500_1749_H_1_15,ClAW_1500_1749_H_16_24,ClAW_1500_1749_H_25_34,ClAW_1500_1749_H_35_39,ClAW_1500_1749_H_40,ClAW_1500_1749_H_41_48,ClAW_1500_1749_H_49mo,ClAW_1500_1749_H_NS,ClAW_1500_1749_H_Tot,ClAW_1750_1999_H_0,ClAW_1750_1999_H_1_15,ClAW_1750_1999_H_16_24,ClAW_1750_1999_H_25_34,ClAW_1750_1999_H_35_39,ClAW_1750_1999_H_40,ClAW_1750_1999_H_41_48,ClAW_1750_1999_H_49mo,ClAW_1750_1999_H_NS,ClAW_1750_1999_H_Tot,ClAW_2000_2999_H_0,ClAW_2000_2999_H_1_15,ClAW_2000_2999_H_16_24,ClAW_2000_2999_H_25_34,ClAW_2000_2999_H_35_39,ClAW_2000_2999_H_40,ClAW_2000_2999_H_41_48,ClAW_2000_2999_H_49mo,ClAW_2000_2999_H_NS,ClAW_2000_2999_H_Tot,ClAW_3000mo_H_0,ClAW_3000mo_H_1_15,ClAW_3000mo_H_16_24,ClAW_3000mo_H_25_34,ClAW_3000mo_H_35_39,ClAW_3000mo_H_40,ClAW_3000mo_H_41_48,ClAW_3000mo_H_49mo,ClAW_3000mo_H_NS,ClAW_3000mo_H_Tot,ClAW_PINS_H_0,ClAW_PINS_H_1_15,ClAW_PINS_H_16_24,ClAW_PINS_H_25_34,ClAW_PINS_H_35_39,ClAW_PINS_H_40,ClAW_PINS_H_41_48,ClAW_PINS_H_49mo,ClAW_PINS_H_NS,ClAW_PINS_H_Tot,ClAW_Tot_H_0,ClAW_Tot_H_1_15,ClAW_Tot_H_16_24,ClAW_Tot_H_25_34,ClAW_Tot_H_35_39,ClAW_Tot_H_40,ClAW_Tot_H_41_48,ClAW_Tot_H_49mo,ClAW_Tot_H_NS,ClAW_Tot_H_Tot
10102,9,0,4,5,20,12,18,27,0,82,0,0,0,0,4,3,0,3,0,17,5,10,0,0,4,0,0,0,0,21,59,348,199,244,311,152,123,145,23,1613,0,9,3,0,0,0,0,0,0,8,0,32,3,0,0,0,0,0,0,36,3,39,7,5,0,5,0,3,0,55,3,33,22,8,3,3,0,0,0,80,0,38,25,13,7,6,0,0,0,89,5,35,43,36,16,11,8,6,6,164,6,26,31,60,60,26,9,16,0,231,12,12,28,68,96,61,21,23,0,330,12,11,20,41,143,76,32,30,0,371,8,3,7,27,106,47,19,28,0,248,9,3,9,16,44,39,24,21,3,158,3,0,4,13,27,15,14,21,0,86,3,3,7,6,16,20,8,19,0,78,4,4,5,0,3,4,0,8,0,22,0,3,4,3,3,3,0,4,0,25,69,251,214,294,519,324,127,168,12,1987
10103,0,3,3,3,16,0,5,6,0,42,0,0,3,0,5,0,0,3,0,14,0,8,3,3,3,0,0,4,3,20,36,185,168,314,249,159,147,208,24,1481,0,3,4,0,0,0,0,0,0,13,4,12,0,0,0,0,0,0,0,21,0,18,5,3,0,0,0,0,0,26,0,19,7,9,4,0,0,3,0,41,0,14,21,11,3,5,3,0,0,59,3,13,33,36,13,6,8,0,0,128,5,3,21,50,41,14,20,6,0,159,10,3,8,24,45,28,15,25,0,154,6,6,4,16,65,22,15,20,0,158,3,0,0,7,43,15,12,11,3,90,5,3,3,3,23,6,8,0,0,52,0,3,3,0,7,3,0,0,0,21,0,0,0,0,8,7,5,3,0,18,0,3,0,3,0,3,0,0,0,8,0,0,0,0,4,0,0,3,5,13,44,110,117,161,254,112,83,77,12,974
10104,9,3,0,3,24,18,16,21,0,97,0,3,3,0,0,0,0,3,0,16,4,10,12,9,13,0,3,0,4,45,141,633,546,721,495,201,137,197,48,3120,0,16,0,0,0,0,0,0,6,24,0,49,4,4,3,4,0,0,0,73,5,72,12,3,5,0,6,7,0,114,5,60,36,21,11,3,4,3,3,143,18,63,99,38,14,12,0,4,0,251,11,74,103,125,57,23,6,8,7,410,30,27,75,147,130,56,20,10,5,490,18,17,46,105,181,78,21,28,4,497,26,24,30,73,171,77,26,29,6,469,11,10,11,24,83,37,30,18,0,227,3,5,0,9,28,18,14,14,0,102,3,0,3,6,10,9,3,7,0,54,3,3,4,3,9,7,8,12,0,47,0,7,0,0,3,0,0,0,0,14,7,5,3,3,9,5,0,0,4,37,143,435,427,577,712,319,150,138,31,2942
10105,7,0,0,0,66,30,20,23,0,147,0,0,0,0,0,3,0,3,0,11,0,3,0,3,3,3,0,0,0,24,113,243,319,369,502,296,95,124,27,2092,0,3,3,0,0,0,0,0,0,12,0,28,3,0,0,0,0,0,0,36,3,32,3,3,3,0,0,3,0,47,0,36,18,12,0,0,0,3,0,62,0,22,40,15,13,5,0,0,0,98,6,22,58,59,34,9,8,7,0,202,7,20,33,47,82,31,11,11,3,241,15,8,24,48,118,41,23,15,0,288,11,10,10,24,102,52,21,16,3,257,4,3,3,12,55,25,8,19,3,128,4,0,3,12,21,29,7,8,0,82,0,0,0,3,10,13,10,12,0,46,0,3,0,0,8,11,4,4,0,33,0,0,0,0,3,4,0,0,0,17,0,0,0,3,0,0,0,0,0,11,54,191,206,238,443,221,93,106,11,1563
10106,3,0,0,0,3,8,7,8,0,30,0,0,0,0,0,0,0,0,0,10,0,3,7,4,0,0,0,3,4,20,52,200,222,265,189,124,36,83,24,1186,0,10,4,0,0,4,0,0,0,15,0,11,3,0,0,3,0,3,0,25,7,42,8,3,3,3,0,0,0,62,3,37,25,7,7,3,3,4,3,88,3,25,23,11,8,3,0,0,0,71,11,18,48,49,22,8,0,4,0,156,4,10,44,42,52,17,6,8,0,186,6,13,12,41,62,36,9,13,0,192,3,10,19,24,63,31,16,12,0,174,3,8,3,6,37,21,3,9,0,86,6,3,5,12,14,8,8,11,0,71,0,3,0,3,8,3,0,3,0,16,0,0,0,3,4,5,0,4,0,29,0,0,3,0,0,3,3,3,0,7,0,3,0,0,7,4,0,0,3,20,37,186,194,196,289,144,56,72,15,1198
10201,8,0,0,3,61,25,18,20,3,144,0,4,3,3,5,3,0,3,0,22,0,26,14,13,27,19,0,0,23,126,332,1561,1335,1608,1273,769,388,357,112,7742,7,26,10,3,3,0,0,6,0,63,11,125,12,4,0,4,0,3,0,164,13,202,48,6,10,3,3,4,5,295,10,214,162,35,11,5,3,6,5,452,23,163,235,61,28,20,3,4,0,534,45,176,350,287,96,67,13,22,7,1059,42,105,218,318,279,128,32,32,15,1168,32,60,151,304,493,276,100,53,7,1472,62,49,88,178,479,299,108,67,17,1339,17,19,32,49,226,168,59,54,3,611,15,18,18,49,122,109,31,47,0,420,9,8,15,12,74,48,27,29,0,224,5,12,7,22,56,65,28,55,5,262,3,8,6,6,16,14,6,21,0,78,3,19,16,14,14,17,4,3,7,95,299,1200,1358,1344,1897,1225,417,400,75,8228
10202,4,4,3,4,39,17,18,22,0,122,0,3,3,0,10,0,3,3,0,23,0,5,11,19,15,19,3,6,19,99,265,1004,1109,1293,1101,589,313,324,89,6097,6,12,4,3,3,4,0,3,4,46,9,72,6,4,0,0,0,5,3,103,7,142,32,14,3,4,0,3,4,211,13,138,104,24,10,10,0,3,3,302,17,105,174,65,21,19,11,5,10,427,27,106,246,178,79,37,11,13,9,700,23,63,160,245,230,108,34,22,6,896,24,50,102,237,385,226,52,41,13,1126,29,23,51,160,365,248,80,70,5,1022,29,16,18,56,172,116,63,71,3,552,14,11,11,21,107,75,45,36,3,323,0,5,4,9,30,18,21,15,0,110,3,8,7,6,35,34,29,26,3,154,0,0,6,3,15,14,3,20,0,62,0,11,8,14,16,9,6,0,4,70,203,763,952,1046,1478,902,361,334,63,6102
10301,10,4,3,0,29,27,6,17,0,105,0,0,0,0,3,0,0,0,0,6,0,9,4,3,6,0,0,4,3,26,131,527,372,453,493,327,118,146,52,2637,0,14,0,0,4,0,0,0,0,24,0,24,0,0,0,0,0,0,0,24,3,50,16,4,0,0,0,4,0,76,6,42,28,5,3,5,0,3,0,97,4,42,48,19,4,7,0,3,0,128,18,37,66,61,29,12,3,3,0,236,14,14,41,88,103,38,8,11,3,320,13,16,32,77,175,64,30,18,0,416,16,12,8,50,198,85,38,20,0,427,17,8,6,14,112,55,34,16,0,262,4,7,7,15,45,33,15,17,0,145,0,0,4,10,10,16,20,10,0,71,3,4,0,5,19,15,13,19,0,71,0,0,3,5,0,3,4,6,0,22,0,6,3,7,12,5,0,0,3,33,99,273,267,355,718,344,158,133,14,2358
10302,6,0,0,5,25,14,4,14,0,66,0,3,0,0,4,0,0,3,0,15,3,6,0,3,0,0,0,3,6,24,106,332,351,426,370,236,95,137,44,2102,0,10,0,3,0,0,0,3,4,16,5,31,0,3,0,0,0,0,0,43,3,58,23,7,0,0,0,5,0,99,5,52,40,12,6,13,6,4,4,139,4,24,43,29,15,16,3,5,5,136,8,42,85,84,35,20,11,14,4,298,13,32,46,110,92,42,9,18,3,359,11,15,24,85,127,74,30,17,4,388,11,9,11,39,110,66,31,29,3,309,10,13,0,15,69,36,12,16,0,173,7,7,3,3,22,24,13,9,0,87,0,5,0,0,10,13,7,11,0,38,0,0,4,3,14,6,10,15,0,59,0,0,5,5,0,6,3,5,0,25,0,4,3,6,3,3,3,0,0,30,83,302,289,404,497,307,141,162,28,2205
10303,3,0,0,3,29,12,13,15,3,79,0,0,0,0,3,0,0,0,0,8,0,3,0,5,0,0,0,3,0,14,70,322,313,384,329,185,106,160,38,1906,0,4,3,0,0,0,0,0,0,16,3,23,4,0,0,0,0,0,0,28,8,57,14,10,3,3,0,0,0,93,9,44,36,15,8,3,0,3,4,116,5,39,64,25,3,10,3,7,0,154,12,37,66,71,26,21,3,8,0,241,12,17,51,65,83,34,15,12,3,298,11,3,44,75,102,50,27,15,0,332,18,12,13,42,90,60,24,18,0,274,6,7,7,16,69,41,19,21,0,188,3,4,4,10,48,16,16,9,0,107,4,0,3,3,18,6,10,10,0,58,0,3,3,3,9,6,12,8,0,58,0,0,3,3,4,0,0,8,0,21,0,0,0,4,7,4,0,0,3,22,94,257,311,351,477,254,121,124,18,2002
