SA3_CODE_2016,M1_Train_Mng,M1_Train_Pro,M1_Train_TecTW,M1_Train_CoPSW,M1_Train_ClAW,M1_Train_SWks,M1_Train_MaOpDv,M1_Train_Lab,M1_Train_IDNS,M1_Train_Tot,M1_Bus_Mng,M1_Bus_Pro,M1_Bus_TecTW,M1_Bus_CoPSW,M1_Bus_ClAW,M1_Bus_SWks,M1_Bus_MaOpDv,M1_Bus_Lab,M1_Bus_IDNS,M1_Bus_Tot,M1_Ferry_Mng,M1_Ferry_Pro,M1_Ferry_TecTW,M1_Ferry_CoPSW,M1_Ferry_ClAW,M1_Ferry_SWks,M1_Ferry_MaOpDv,M1_Ferry_Lab,M1_Ferry_IDNS,M1_Ferry_Tot,M1_Tram_Inc_LR_Mng,M1_Tram_Inc_LR_Pro,M1_Tram_Inc_LR_TecTW,M1_Tram_Inc_LR_CoPSW,M1_Tram_Inc_LR_ClAW,M1_Tram_Inc_LR_SWks,M1_Tram_Inc_LR_MaOpDv,M1_Tram_Inc_LR_Lab,M1_Tram_Inc_LR_IDNS,M1_Tram_Inc_LR_Tot,M1_Taxi_Mng,M1_Taxi_Pro,M1_Taxi_TecTW,M1_Taxi_CoPSW,M1_Taxi_ClAW,M1_Taxi_SWks,M1_Taxi_MaOpDv,M1_Taxi_Lab,M1_Taxi_IDNS,M1_Taxi_Tot,M1_CarAsDriv_Mng,M1_CarAsDriv_Pro,M1_CarAsDriv_TecTW,M1_CarAsDriv_CoPSW,M1_CarAsDriv_ClAW,M1_CarAsDriv_SWks,M1_CarAsDriv_MaOpDv,M1_CarAsDriv_Lab,M1_CarAsDriv_IDNS,M1_CarAsDriv_Tot,M1_CarAsPas_Mng,M1_CarAsPas_Pro,M1_CarAsPas_TecTW,M1_CarAsPas_CoPSW,M1_CarAsPas_ClAW,M1_CarAsPas_SWks,M1_CarAsPas_MaOpDv,M1_CarAsPas_Lab,M1_CarAsPas_IDNS,M1_CarAsPas_Tot,M1_Truck_Mng,M1_Truck_Pro,M1_Truck_TecTW,M1_Truck_CoPSW,M1_Truck_ClAW,M1_Truck_SWks,M1_Truck_MaOpDv,M1_Truck_Lab,M1_Truck_IDNS,M1_Truck_Tot,M1_MBikeScoot_Mng,M1_MBikeScoot_Pro,M1_MBikeScoot_TecTW,M1_MBikeScoot_CoPSW,M1_MBikeScoot_ClAW,M1_MBikeScoot_SWks,M1_MBikeScoot_MaOpDv,M1_MBikeScoot_Lab,M1_MBikeScoot_IDNS,M1_MBikeScoot_Tot,M1_Bicycle_Mng,M1_Bicycle_Pro,M1_Bicycle_TecTW,M1_Bicycle_CoPSW,M1_Bicycle_ClAW,M1_Bicycle_SWks,M1_Bicycle_MaOpDv,M1_Bicycle_Lab,M1_Bicycle_IDNS,M1_Bicycle_Tot,M1_Oth_Mng,M1_Oth_Pro,M1_Oth_TecTW,M1_Oth_CoPSW,M1_Oth_ClAW,M1_Oth_SWks,M1_Oth_MaOpDv,M1_Oth_Lab,M1_Oth_IDNS,M1_Oth_Tot,M1_WlkOnly_Mng,M1_WlkOnly_Pro,M1_WlkOnly_TecTW,M1_WlkOnly_CoPSW,M1_WlkOnly_ClAW,M1_WlkOnly_SWks,M1_WlkOnly_MaOpDv,M1_WlkOnly_Lab,M1_WlkOnly_IDNS,M1_WlkOnly_Tot,M1_Tot_M1_Mng,M1_Tot_M1_Pro,M1_Tot_M1_TecTW,M1_Tot_M1_CoPSW,M1_Tot_M1_ClAW,M1_Tot_M1_SWks,M1_Tot_M1_MaOpDv,M1_Tot_M1_Lab,M1_Tot_M1_IDNS,M1_Tot_M1_Tot,M2_TrnBus_Mng,M2_TrnBus_Pro,M2_TrnBus_TecTW,M2_TrnBus_CoPSW,M2_TrnBus_ClAW,M2_TrnBus_SWks,M2_TrnBus_MaOpDv,M2_TrnBus_Lab,M2_TrnBus_IDNS,M2_TrnBus_Tot,M2_TrnFer_Mng,M2_TrnFer_Pro,M2_TrnFer_TecTW,M2_TrnFer_CoPSW,M2_TrnFer_ClAW,M2_TrnFer_SWks,M2_TrnFer_MaOpDv,M2_TrnFer_Lab,M2_TrnFer_IDNS,M2_TrnFer_Tot,M2_TrnTrm_Inc_LR_Mng,M2_TrnTrm_Inc_LR_Pro,M2_TrnTrm_Inc_LR_TecTW,M2_TrnTrm_Inc_LR_CoPSW,M2_TrnTrm_Inc_LR_ClAW,M2_TrnTrm_Inc_LR_SWks,M2_TrnTrm_Inc_LR_MaOpDv,M2_TrnTrm_Inc_LR_Lab,M2_TrnTrm_Inc_LR_IDNS,M2_TrnTrm_Inc_LR_Tot,M2_TrnCarAsDriv_Mng,M2_TrnCarAsDriv_Pro,M2_TrnCarAsDriv_TecTW,M2_TrnCarAsDriv_CoPSW,M2_TrnCarAsDriv_ClAW,M2_TrnCarAsDriv_SWks,M2_TrnCarAsDriv_MaOpDv,M2_TrnCarAsDriv_Lab,M2_TrnCarAsDriv_IDNS,M2_TrnCarAsDriv_Tot,M2_TrnCarAsPa_Mng,M2_TrnCarAsPa_Pro,M2_TrnCarAsPa_TecTW,M2_TrnCarAsPa_CoPSW,M2_TrnCarAsPa_ClAW,M2_TrnCarAsPa_SWks,M2_TrnCarAsPa_MaOpDv,M2_TrnCarAsPa_Lab,M2_TrnCarAsPa_IDNS,M2_TrnCarAsPa_Tot,M2_TrnOth_Mng,M2_TrnOth_Pro,M2_TrnOth_TecTW,M2_TrnOth_CoPSW,M2_TrnOth_ClAW,M2_TrnOth_SWks,M2_TrnOth_MaOpDv,M2_TrnOth_Lab,M2_TrnOth_IDNS,M2_TrnOth_Tot,M2_Trn_and_Tot_Mng,M2_Trn_and_Tot_Pro,M2_Trn_and_Tot_TecTW,M2_Trn_and_Tot_CoPSW,M2_Trn_and_Tot_ClAW,M2_Trn_and_Tot_SWks,M2_Trn_and_Tot_MaOpDv,M2_Trn_and_Tot_Lab,M2_Trn_and_Tot_IDNS,M2_Trn_and_Tot_Tot
10102,0,0,0,0,0,0,0,0,0,7,6,9,7,11,12,17,10,5,0,74,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,4,3,3,6,3,0,27,1495,1599,2186,1011,1400,794,826,865,165,10340,50,75,95,128,73,151,50,151,12,783,42,0,51,0,4,3,71,31,3,210,12,4,19,9,9,7,6,3,0,72,8,19,6,3,3,3,3,3,0,54,26,13,10,11,18,3,3,12,3,106,111,91,68,107,69,95,29,75,7,647,1760,1813,2444,1282,1590,1071,1009,1159,196,12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4
10103,5,0,0,6,3,9,14,0,5,40,0,0,0,4,4,7,22,8,0,43,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,8,813,800,801,702,647,538,384,586,63,5341,32,50,68,132,42,87,47,139,10,611,35,3,9,0,3,0,36,8,3,98,10,0,3,0,3,3,4,0,0,24,10,17,5,9,3,3,0,0,0,52,69,4,20,28,6,9,8,16,0,169,197,85,138,272,67,94,45,200,17,1109,1175,964,1049,1162,780,749,559,963,92,7501,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,7,31,4,7,32,4,0,100,0,3,0,8,0,7,24,4,0,50,0,0,0,0,0,0,0,0,0,0,7,11,8,47,3,14,61,8,0,159
10104,0,0,0,0,0,0,0,0,0,6,4,6,5,11,9,26,8,12,6,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,12,1854,2756,2453,2130,2023,1799,899,1845,164,15923,79,105,150,151,101,234,47,219,19,1097,44,0,66,0,5,13,109,48,3,289,28,10,23,11,10,12,13,18,0,113,15,30,19,19,12,6,3,28,3,139,63,19,14,6,11,12,5,21,0,156,258,128,119,146,77,132,20,156,7,1045,2335,3056,2855,2474,2239,2236,1107,2349,210,18862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10105,6,3,0,0,0,0,0,0,0,14,0,3,4,0,3,3,16,3,6,44,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5,0,8,9,0,3,8,3,3,33,1015,1503,1275,1449,1151,786,688,938,108,8913,39,60,102,96,52,159,58,195,16,783,53,3,38,0,4,5,61,23,3,191,22,9,11,5,0,0,3,21,0,75,5,7,5,4,0,7,3,5,0,33,44,7,16,3,6,3,0,15,0,94,118,82,53,86,36,47,21,69,11,534,1308,1679,1511,1669,1260,1015,847,1274,140,10708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,0,0,11
10106,6,4,6,7,3,11,0,7,0,42,3,5,3,9,4,10,8,5,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,14,1059,1041,1021,789,792,657,401,953,64,6780,46,24,74,53,26,90,24,152,7,497,81,0,41,3,3,9,84,36,3,254,33,3,8,0,3,0,3,13,0,62,0,3,7,4,0,0,3,6,0,22,46,5,7,6,0,0,6,28,5,103,218,77,65,81,48,54,26,103,9,681,1498,1168,1244,943,882,834,557,1293,93,8521,0,3,3,3,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,3,7,0,0,0,21
10201,46,182,31,54,59,73,19,42,13,516,31,74,63,109,64,175,26,166,16,729,7,3,3,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,4,5,5,11,3,8,8,8,3,44,4490,8729,5690,5319,5617,4158,2192,3603,494,40289,171,303,346,358,244,540,87,589,42,2674,38,0,153,3,8,11,107,75,10,420,19,36,59,33,41,17,24,37,3,273,16,58,29,27,12,11,8,41,3,203,48,35,31,15,31,8,16,23,19,222,161,223,137,219,124,163,44,190,21,1286,5033,9650,6537,6149,6204,5174,2533,4769,619,46669,20,46,22,25,15,23,0,22,3,178,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,34,65,7,10,35,14,0,17,4,183,8,14,10,5,3,3,0,4,0,42,0,6,3,3,4,0,0,0,0,16,55,130,41,46,56,36,8,39,4,425
10202,17,52,34,18,22,27,10,18,4,196,20,32,46,89,25,151,20,98,4,498,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,4,0,3,0,23,3521,5928,4921,4151,4277,3680,2404,3166,414,32470,113,166,309,302,185,527,104,538,23,2271,32,3,133,6,16,17,171,92,16,478,8,14,47,31,32,11,29,23,0,200,22,33,26,13,19,14,15,19,4,162,26,28,19,20,25,6,22,14,5,167,113,90,106,138,62,118,48,141,13,824,3873,6336,5637,4774,4665,4564,2821,4130,482,37289,6,6,16,9,9,11,0,17,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,15,6,7,3,8,3,5,0,54,0,0,3,3,4,3,0,3,0,18,0,0,0,0,0,0,0,4,0,17,13,29,26,22,19,30,4,32,3,175
10301,0,8,0,0,3,0,0,0,3,19,3,4,4,11,7,8,0,22,0,65,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,4,6,4,0,36,1675,2683,2019,1820,1720,1239,1005,1430,174,13758,59,115,129,116,92,208,45,248,8,1020,58,4,38,3,5,0,71,28,3,218,14,8,9,10,8,4,7,6,0,65,10,27,13,4,3,3,5,19,0,95,39,12,18,3,7,3,3,15,0,97,125,130,93,142,82,82,25,107,4,787,1994,2989,2326,2113,1926,1559,1176,1884,196,16165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,11
10302,0,0,0,0,0,0,0,3,0,10,0,17,19,6,8,3,76,5,0,126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,4,8,3,6,11,3,4,46,1996,2142,1955,1404,1568,1170,1098,1648,157,13145,95,112,172,92,75,196,117,243,14,1115,111,0,55,0,0,4,106,35,4,314,53,7,15,0,3,4,4,13,0,98,8,26,9,5,0,3,7,17,0,73,102,12,16,14,10,3,16,15,8,195,383,160,118,139,94,124,52,179,17,1256,2749,2471,2368,1668,1756,1520,1491,2155,200,16375,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8
10303,3,9,3,0,4,0,0,4,0,22,4,3,3,0,0,0,11,17,0,46,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,16,0,27,1194,1730,2167,1233,1437,891,1626,1184,132,11603,38,68,138,77,61,140,152,200,16,883,61,0,53,0,3,8,62,25,7,210,25,5,12,4,3,9,3,9,0,68,4,10,10,3,3,0,3,8,3,51,28,5,6,33,3,0,8,6,3,102,179,86,98,125,69,114,44,127,4,856,1542,1922,2496,1485,1589,1167,1912,1593,167,13873,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,5,0,19
