SA3_CODE_2016,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49mo_Mng,FTS_49mo_Pro,FTS_49mo_TecTW,FTS_49mo_CoPSW,FTS_49mo_ClAW,FTS_49mo_SWks,FTS_49mo_MaOpDv,FTS_49mo_Lab,FTS_49mo_IDNS,FTS_49mo_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49mo_Mng,PTS_49mo_Pro,PTS_49mo_TecTW,PTS_49mo_CoPSW,PTS_49mo_ClAW,PTS_49mo_SWks,PTS_49mo_MaOpDv,PTS_49mo_Lab,PTS_49mo_IDNS,PTS_49mo_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
10304,0,4,3,20,3,32,0,16,3,76,3,12,18,147,9,319,12,181,8,716,0,0,0,32,6,29,0,23,0,98,6,0,0,16,3,24,0,3,0,52,0,4,7,5,0,0,0,3,0,25,0,3,11,4,0,4,0,0,0,24,0,3,10,0,0,0,0,0,0,12,0,3,3,3,3,0,0,0,0,10,3,0,3,8,0,10,0,6,15,36,7,34,45,239,30,418,13,238,25,1045,0,0,3,0,0,0,0,3,0,9,0,0,3,12,0,18,4,11,0,45,0,0,0,11,0,13,0,3,0,39,0,4,9,18,0,9,0,3,0,45,0,11,63,25,14,6,0,3,0,126,0,13,59,6,5,3,0,6,0,94,0,0,30,3,3,0,0,0,0,43,4,0,22,0,0,3,0,0,0,39,0,0,3,0,0,0,0,0,0,5,11,25,185,85,29,57,9,29,3,435
10401,0,0,0,11,0,29,0,7,0,44,0,5,9,64,7,240,0,127,7,455,0,5,3,8,0,27,0,14,0,58,0,7,0,7,0,3,0,3,0,19,0,0,6,3,0,0,0,0,0,15,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,3,11,17,3,21,23,91,8,303,3,152,9,613,0,0,0,4,0,0,0,0,0,8,0,0,0,10,6,16,0,10,0,39,0,0,4,7,0,13,0,3,0,24,0,4,4,8,0,10,0,3,0,34,0,6,43,5,12,8,0,3,0,82,0,0,24,0,0,3,0,3,0,35,0,0,10,0,0,0,0,0,0,17,0,0,10,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,5,15,102,38,20,46,4,27,0,251
10402,0,0,0,20,0,33,0,25,3,80,9,9,17,214,27,583,14,296,13,1182,5,3,3,39,14,58,9,25,0,149,3,0,0,24,4,17,0,3,0,55,5,7,6,8,3,3,0,3,0,28,4,0,10,6,3,0,0,3,0,20,0,0,0,3,0,0,0,0,0,8,0,0,0,0,3,5,0,0,0,12,0,0,0,14,0,10,0,8,11,45,25,29,37,318,56,703,25,360,29,1579,0,0,4,8,0,3,0,0,0,18,0,5,7,11,5,22,0,20,0,67,3,3,3,21,6,17,0,16,3,75,3,6,11,17,5,11,0,7,0,62,7,9,74,26,18,10,4,4,0,154,0,3,49,12,4,3,0,0,0,72,0,4,24,0,0,3,0,0,0,37,0,4,6,0,0,0,0,0,0,14,0,0,3,0,0,0,0,0,0,9,20,31,178,100,45,71,5,47,5,511
10501,0,0,0,4,0,3,0,3,0,8,0,0,5,14,3,41,3,16,0,73,0,0,3,0,0,7,0,3,0,19,0,0,3,3,0,0,0,4,0,11,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,3,20,3,5,12,28,3,56,0,31,3,139,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,4,0,0,0,8,0,3,0,7,0,3,0,0,0,14,0,0,0,3,3,0,0,0,0,9,0,3,7,7,8,0,0,0,0,28,0,3,10,3,3,0,0,0,0,24,0,0,8,3,0,0,0,3,0,16,3,0,5,3,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,9,9,37,33,15,6,0,4,0,117
10502,0,0,0,4,0,4,0,8,0,19,0,3,3,15,0,75,4,37,0,138,0,0,0,4,0,4,0,3,0,9,0,0,0,0,0,0,0,0,0,4,0,3,6,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,11,0,7,13,34,0,92,7,43,5,199,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,0,3,0,18,0,0,3,7,0,3,0,0,0,17,0,0,0,10,0,4,0,0,0,17,0,3,12,0,3,0,0,0,0,23,0,0,8,3,6,0,0,0,0,15,0,3,0,0,0,0,0,0,0,9,0,3,3,4,0,0,3,6,0,13,0,0,0,0,0,0,0,0,0,3,3,15,30,25,7,10,3,12,3,111
10503,0,4,0,13,0,27,0,15,0,66,3,8,11,142,18,360,4,153,8,717,3,6,0,22,0,38,0,19,0,92,0,0,0,11,6,10,0,0,0,31,0,3,9,9,0,5,0,3,0,33,0,0,13,9,0,0,0,0,0,21,0,0,7,4,3,0,0,0,0,14,0,0,3,3,0,0,0,0,0,7,0,0,0,0,0,15,0,0,9,24,9,21,48,211,31,454,13,199,19,1003,0,0,6,0,0,3,0,0,0,12,0,0,3,10,3,12,0,6,0,38,0,0,5,11,3,13,3,9,0,42,3,6,7,13,6,7,0,3,0,47,4,16,58,26,23,5,3,4,0,129,3,7,62,13,7,3,0,0,0,102,3,0,31,4,4,0,0,0,0,38,0,3,25,3,0,0,0,3,0,41,0,0,4,0,0,3,0,0,3,8,13,33,192,80,43,51,3,29,3,458
10601,0,0,3,31,0,14,0,17,0,68,9,20,17,185,22,430,20,267,9,977,5,3,8,58,8,72,3,36,0,194,0,3,0,23,4,27,0,16,0,81,0,3,11,5,5,7,0,3,3,31,0,3,6,11,0,0,0,0,0,21,0,0,7,5,0,0,0,0,0,12,0,4,0,42,0,0,0,0,0,46,0,0,0,3,0,11,0,4,7,34,21,35,49,366,40,571,30,341,17,1470,0,0,6,5,0,3,0,0,0,17,0,3,8,14,8,39,0,9,0,84,0,0,11,25,6,11,3,8,0,64,3,3,4,14,0,13,0,10,0,54,3,4,65,15,15,7,0,3,0,109,3,7,53,5,5,0,0,3,0,87,3,3,42,5,7,0,0,0,0,54,3,6,30,3,0,0,0,0,0,51,0,0,0,0,0,0,0,0,3,3,21,31,214,91,36,70,8,40,7,518
10602,0,0,0,12,0,34,0,14,0,62,7,42,17,165,40,558,45,322,11,1204,0,6,9,66,8,110,5,47,0,258,10,3,4,24,8,21,0,7,0,71,0,3,10,4,6,5,0,0,0,24,0,3,7,4,3,0,0,0,0,21,0,3,0,0,0,0,0,0,0,4,0,0,3,0,3,0,0,0,0,7,0,0,0,3,0,13,0,3,11,23,20,64,44,278,72,738,52,395,19,1675,0,0,3,0,0,0,0,0,0,8,0,0,4,14,5,25,5,17,0,70,0,3,3,14,3,20,0,16,0,62,0,3,6,15,6,26,0,5,0,66,7,8,87,15,18,13,0,0,0,151,3,5,84,5,13,3,0,5,0,113,3,5,30,5,0,0,0,0,0,41,0,5,18,6,0,0,0,0,0,30,0,0,0,0,0,3,0,0,4,7,16,38,233,76,49,92,8,42,4,548
10603,0,0,4,20,7,26,4,19,3,80,13,10,15,165,23,410,14,230,7,877,0,0,5,42,6,52,6,26,0,149,3,3,4,15,3,28,0,10,0,67,0,0,8,3,3,3,0,0,0,24,3,0,3,3,0,0,0,0,0,16,0,0,6,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,6,0,6,4,30,22,22,48,257,38,531,26,292,14,1254,0,0,3,0,0,4,0,0,0,9,0,0,0,23,3,29,0,20,0,78,0,4,0,17,3,27,0,9,0,62,0,4,6,18,3,17,0,12,0,65,5,11,81,14,8,9,3,3,0,128,3,7,53,8,0,0,0,0,0,72,0,3,25,5,3,0,0,0,0,41,0,0,8,0,0,0,0,4,0,17,0,0,0,0,0,0,0,0,0,3,12,28,182,82,24,90,8,46,4,472
10604,0,0,0,4,3,21,0,14,0,46,3,3,8,51,7,141,5,89,3,316,0,0,3,6,3,21,0,5,0,48,0,0,6,0,0,3,0,0,0,5,0,0,8,0,0,0,0,0,0,15,3,0,3,0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,3,0,3,8,15,9,11,28,67,15,194,7,120,14,454,0,0,3,0,0,0,0,0,0,9,0,0,0,7,0,9,0,7,0,21,0,0,3,3,0,7,4,3,0,20,0,0,5,3,3,0,0,6,0,19,3,7,42,3,6,0,4,10,0,73,0,3,34,4,0,0,0,9,0,50,3,0,27,0,3,0,0,3,0,39,0,0,9,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,4,9,13,131,20,17,13,3,37,0,243
10701,0,3,3,8,3,27,0,14,0,53,8,24,8,166,33,362,49,195,4,859,0,12,5,41,17,82,9,46,0,203,0,5,3,18,3,28,0,8,0,74,0,3,7,4,0,3,0,6,0,20,0,5,8,6,0,0,0,0,0,28,0,5,3,0,0,3,0,0,0,14,0,0,0,3,0,0,0,0,0,4,0,0,0,3,0,7,0,4,11,30,17,59,41,248,59,506,61,268,17,1286,0,0,4,5,0,3,0,0,0,10,0,0,0,15,3,22,3,14,0,53,0,0,12,13,3,11,0,5,0,46,3,25,12,9,3,7,0,3,0,57,3,21,62,17,11,5,3,0,4,127,6,25,97,3,4,3,0,7,0,148,0,3,35,4,3,0,4,0,0,54,3,0,15,0,0,0,0,0,0,29,0,0,4,3,0,0,0,0,7,16,17,72,243,63,26,46,13,29,7,527
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
