SA3_CODE_2016,FTS_None_Mng,FTS_None_Pro,FTS_None_TecTW,FTS_None_CoPSW,FTS_None_ClAW,FTS_None_SWks,FTS_None_MaOpDv,FTS_None_Lab,FTS_None_IDNS,FTS_None_Tot,FTS_1_15_Mng,FTS_1_15_Pro,FTS_1_15_TecTW,FTS_1_15_CoPSW,FTS_1_15_ClAW,FTS_1_15_SWks,FTS_1_15_MaOpDv,FTS_1_15_Lab,FTS_1_15_IDNS,FTS_1_15_Tot,FTS_16_24_Mng,FTS_16_24_Pro,FTS_16_24_TecTW,FTS_16_24_CoPSW,FTS_16_24_ClAW,FTS_16_24_SWks,FTS_16_24_MaOpDv,FTS_16_24_Lab,FTS_16_24_IDNS,FTS_16_24_Tot,FTS_25_34_Mng,FTS_25_34_Pro,FTS_25_34_TecTW,FTS_25_34_CoPSW,FTS_25_34_ClAW,FTS_25_34_SWks,FTS_25_34_MaOpDv,FTS_25_34_Lab,FTS_25_34_IDNS,FTS_25_34_Tot,FTS_35_39_Mng,FTS_35_39_Pro,FTS_35_39_TecTW,FTS_35_39_CoPSW,FTS_35_39_ClAW,FTS_35_39_SWks,FTS_35_39_MaOpDv,FTS_35_39_Lab,FTS_35_39_IDNS,FTS_35_39_Tot,FTS_40_Mng,FTS_40_Pro,FTS_40_TecTW,FTS_40_CoPSW,FTS_40_ClAW,FTS_40_SWks,FTS_40_MaOpDv,FTS_40_Lab,FTS_40_IDNS,FTS_40_Tot,FTS_41_48_Mng,FTS_41_48_Pro,FTS_41_48_TecTW,FTS_41_48_CoPSW,FTS_41_48_ClAW,FTS_41_48_SWks,FTS_41_48_MaOpDv,FTS_41_48_Lab,FTS_41_48_IDNS,FTS_41_48_Tot,FTS_49mo_Mng,FTS_49mo_Pro,FTS_49mo_TecTW,FTS_49mo_CoPSW,FTS_49mo_ClAW,FTS_49mo_SWks,FTS_49mo_MaOpDv,FTS_49mo_Lab,FTS_49mo_IDNS,FTS_49mo_Tot,FTS_NS_Mng,FTS_NS_Pro,FTS_NS_TecTW,FTS_NS_CoPSW,FTS_NS_ClAW,FTS_NS_SWks,FTS_NS_MaOpDv,FTS_NS_Lab,FTS_NS_IDNS,FTS_NS_Tot,FTS_Tot_Mng,FTS_Tot_Pro,FTS_Tot_TecTW,FTS_Tot_CoPSW,FTS_Tot_ClAW,FTS_Tot_SWks,FTS_Tot_MaOpDv,FTS_Tot_Lab,FTS_Tot_Inad_des_Tot,FTS_Tot_Tot,PTS_None_Mng,PTS_None_Pro,PTS_None_TecTW,PTS_None_CoPSW,PTS_None_ClAW,PTS_None_SWks,PTS_None_MaOpDv,PTS_None_Lab,PTS_None_IDNS,PTS_None_Tot,PTS_1_15_Mng,PTS_1_15_Pro,PTS_1_15_TecTW,PTS_1_15_CoPSW,PTS_1_15_ClAW,PTS_1_15_SWks,PTS_1_15_MaOpDv,PTS_1_15_Lab,PTS_1_15_IDNS,PTS_1_15_Tot,PTS_16_24_Mng,PTS_16_24_Pro,PTS_16_24_TecTW,PTS_16_24_CoPSW,PTS_16_24_ClAW,PTS_16_24_SWks,PTS_16_24_MaOpDv,PTS_16_24_Lab,PTS_16_24_IDNS,PTS_16_24_Tot,PTS_25_34_Mng,PTS_25_34_Pro,PTS_25_34_TecTW,PTS_25_34_CoPSW,PTS_25_34_ClAW,PTS_25_34_SWks,PTS_25_34_MaOpDv,PTS_25_34_Lab,PTS_25_34_IDNS,PTS_25_34_Tot,PTS_35_39_Mng,PTS_35_39_Pro,PTS_35_39_TecTW,PTS_35_39_CoPSW,PTS_35_39_ClAW,PTS_35_39_SWks,PTS_35_39_MaOpDv,PTS_35_39_Lab,PTS_35_39_IDNS,PTS_35_39_Tot,PTS_40_Mng,PTS_40_Pro,PTS_40_TecTW,PTS_40_CoPSW,PTS_40_ClAW,PTS_40_SWks,PTS_40_MaOpDv,PTS_40_Lab,PTS_40_IDNS,PTS_40_Tot,PTS_41_48_Mng,PTS_41_48_Pro,PTS_41_48_TecTW,PTS_41_48_CoPSW,PTS_41_48_ClAW,PTS_41_48_SWks,PTS_41_48_MaOpDv,PTS_41_48_Lab,PTS_41_48_IDNS,PTS_41_48_Tot,PTS_49mo_Mng,PTS_49mo_Pro,PTS_49mo_TecTW,PTS_49mo_CoPSW,PTS_49mo_ClAW,PTS_49mo_SWks,PTS_49mo_MaOpDv,PTS_49mo_Lab,PTS_49mo_IDNS,PTS_49mo_Tot,PTS_NS_Mng,PTS_NS_Pro,PTS_NS_TecTW,PTS_NS_CoPSW,PTS_NS_ClAW,PTS_NS_SWks,PTS_NS_MaOpDv,PTS_NS_Lab,PTS_NS_IDNS,PTS_NS_Tot,PTS_Tot_Mng,PTS_Tot_Pro,PTS_Tot_TecTW,PTS_Tot_CoPSW,PTS_Tot_ClAW,PTS_Tot_SWks,PTS_Tot_MaOpDv,PTS_Tot_Lab,PTS_Tot_Inad_des_Tot,PTS_Tot_Tot
10102,0,0,0,12,6,8,0,10,0,27,3,16,12,156,39,255,7,108,3,605,0,3,8,32,14,55,0,27,0,141,0,3,0,19,3,11,3,4,0,48,0,0,5,3,4,7,0,3,0,24,0,0,6,0,4,0,0,4,0,15,0,0,3,0,0,0,0,0,0,7,0,0,4,0,0,3,0,0,0,11,0,3,0,4,0,8,0,3,4,19,10,26,30,235,65,346,18,159,10,899,0,0,3,0,3,0,0,0,0,5,0,3,5,14,3,8,3,4,0,34,0,0,3,4,0,6,0,3,0,23,3,0,3,11,4,16,0,0,0,36,0,0,46,11,8,0,0,7,0,73,0,3,72,8,9,0,0,3,0,96,0,0,35,3,0,0,0,3,0,42,0,3,6,0,0,0,0,3,0,18,0,3,3,0,0,0,0,0,3,6,3,13,183,45,29,30,6,25,7,343
10103,0,0,3,0,3,4,0,7,0,17,5,3,7,51,5,82,4,48,4,210,0,0,0,16,3,14,0,10,0,49,0,0,7,7,0,4,0,4,0,22,0,0,0,5,0,4,5,0,0,18,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,3,0,0,4,0,0,0,4,0,0,0,0,0,8,0,0,3,0,0,3,0,0,0,9,8,10,20,83,16,116,10,67,9,339,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,7,0,15,0,0,0,6,0,7,0,3,0,14,0,0,0,9,4,3,0,5,0,21,0,5,18,4,3,4,10,0,0,46,0,0,14,4,0,3,0,0,0,18,0,0,9,4,0,4,0,7,0,20,0,7,12,8,0,3,0,3,0,24,0,0,0,3,0,0,0,0,0,5,8,9,49,40,13,21,11,16,3,169
10104,0,0,5,12,0,28,0,10,0,65,0,6,18,135,10,384,5,155,7,720,0,0,8,15,0,27,0,18,0,73,0,0,3,6,0,9,0,0,0,17,0,0,16,4,4,0,0,0,0,27,0,0,4,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,10,0,4,5,34,3,12,52,181,19,460,5,193,13,941,0,0,0,0,0,0,0,0,0,7,0,0,3,10,0,16,0,4,0,38,0,0,0,5,3,17,0,3,0,24,0,4,13,16,3,4,0,3,0,46,0,6,56,10,16,5,0,5,0,96,0,0,43,0,3,3,0,3,0,57,3,0,17,0,3,0,0,3,0,26,0,0,10,0,0,0,0,3,0,15,0,0,6,0,0,0,0,0,0,5,10,16,145,46,28,48,4,27,4,323
10105,0,0,0,6,0,21,0,8,0,31,0,4,4,55,8,190,4,76,3,354,0,4,0,17,0,28,0,14,0,59,0,0,3,5,0,7,0,4,0,18,0,0,3,7,6,0,0,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,3,3,14,3,11,16,94,15,253,5,100,5,510,0,0,0,5,0,0,0,3,0,8,0,0,0,12,3,6,0,3,0,29,0,3,3,15,0,4,0,4,0,29,0,3,4,12,0,4,0,4,0,25,0,7,37,15,4,5,0,4,0,68,4,6,39,6,0,0,0,0,0,54,0,0,21,4,0,3,0,0,0,32,0,0,11,3,0,0,0,0,0,17,0,0,0,3,0,0,0,0,0,3,3,18,114,64,17,26,5,18,3,268
10106,0,0,0,14,0,7,0,6,0,28,7,9,3,60,6,159,3,115,3,361,3,0,0,19,0,18,0,11,0,62,0,0,3,5,3,5,0,4,0,17,0,0,0,0,0,0,0,0,0,7,0,0,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,3,6,0,6,5,24,13,12,19,108,13,199,4,138,9,513,0,0,0,0,0,0,0,0,0,3,0,0,3,10,0,0,0,3,0,23,0,0,0,7,0,5,0,3,0,15,0,0,5,5,0,3,0,0,0,18,3,7,31,6,5,6,0,0,0,69,0,0,24,3,5,0,0,0,0,36,0,0,7,0,0,3,0,0,0,15,0,0,7,0,3,0,0,3,0,11,0,0,0,0,0,0,0,3,0,4,7,14,82,44,15,22,0,14,0,191
10201,3,4,4,48,5,83,0,33,0,187,16,69,30,555,86,1132,60,552,12,2516,14,24,19,153,36,236,21,100,3,602,9,10,8,66,11,45,4,24,0,179,0,11,20,15,9,9,0,5,0,66,0,4,6,5,4,4,0,3,0,30,0,5,3,0,4,0,0,0,0,14,0,0,3,0,0,0,0,0,0,6,0,0,0,15,3,19,0,4,14,60,47,128,93,865,156,1529,85,721,30,3660,0,0,9,0,0,5,0,3,0,27,3,11,15,47,9,61,3,36,0,189,0,11,10,41,12,52,4,21,0,161,3,5,16,43,8,37,3,12,0,129,5,13,132,43,16,13,3,7,0,239,5,12,141,27,17,6,3,4,0,219,3,3,60,4,6,0,3,0,0,86,7,4,31,3,4,0,0,0,0,46,0,0,7,0,0,4,0,0,0,16,33,67,426,223,75,172,17,89,10,1110
10202,3,5,5,24,7,84,4,27,0,154,8,30,27,328,45,1011,51,479,17,1995,4,16,9,106,27,163,25,84,3,433,9,4,7,43,9,46,4,22,0,137,0,3,11,12,3,6,0,6,0,50,0,3,6,5,0,4,4,0,0,22,0,3,8,3,0,0,0,0,0,15,0,0,3,3,0,4,0,0,0,10,0,3,3,7,0,21,0,7,10,59,30,63,77,533,88,1344,83,625,30,2868,0,0,3,7,3,4,0,3,0,30,3,7,5,37,7,65,6,25,4,163,3,8,7,44,7,40,9,16,0,136,3,9,28,31,7,31,0,12,3,126,3,13,120,27,21,22,0,5,0,214,9,9,106,15,13,8,4,3,0,160,3,7,40,3,0,3,0,0,0,55,0,3,24,0,0,0,0,0,0,32,0,0,10,0,0,3,0,3,0,15,22,56,352,169,62,177,23,75,9,941
10301,0,4,5,22,0,31,0,10,4,81,12,32,9,236,26,325,4,160,8,816,3,5,6,58,4,63,4,20,0,163,3,5,3,27,0,16,0,5,0,72,0,3,9,7,0,5,0,3,0,32,0,3,3,4,0,0,0,3,0,15,0,0,4,3,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,5,0,3,0,18,0,7,0,5,16,53,30,59,42,377,42,458,10,216,22,1252,0,0,3,5,0,0,0,0,0,12,0,7,4,14,7,11,0,11,0,47,0,6,0,22,0,15,0,6,0,46,0,5,5,13,3,13,0,4,0,44,0,8,38,11,5,10,0,3,0,80,0,14,50,7,9,3,0,0,0,84,0,0,21,3,4,0,0,0,0,34,5,3,14,0,0,0,0,0,0,23,0,0,4,0,0,0,0,0,0,6,8,36,142,79,27,54,3,26,0,377
10302,0,3,0,13,3,25,0,11,3,58,10,9,11,65,12,218,9,104,3,433,3,0,4,9,0,32,4,11,0,67,0,4,0,8,0,6,3,4,3,24,0,0,4,9,4,3,0,0,0,23,0,4,6,0,0,0,0,0,0,11,0,0,4,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,7,0,0,0,3,0,7,0,6,7,31,10,20,32,109,20,297,19,135,14,661,0,0,3,8,0,0,0,0,0,10,0,0,0,15,10,15,0,6,0,44,0,3,3,8,0,6,0,0,0,29,0,6,4,12,3,4,0,6,0,35,0,12,52,22,10,7,4,6,0,106,5,9,35,8,0,6,0,3,0,64,0,3,27,4,3,0,0,3,0,39,0,0,8,0,0,3,0,6,0,17,0,0,4,0,0,0,0,0,0,3,11,26,132,71,26,41,7,34,3,349
10303,0,0,0,12,0,21,0,8,0,42,3,6,6,70,12,164,3,101,3,370,0,4,3,15,4,23,0,5,0,54,0,0,0,4,0,3,0,7,0,15,0,0,4,3,0,3,0,0,0,12,0,0,3,0,0,0,0,0,0,6,0,0,5,0,3,0,0,0,0,9,0,0,0,4,0,0,0,0,0,3,0,0,5,0,0,7,0,3,5,24,4,16,28,104,17,217,3,127,10,533,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,16,0,3,0,31,0,0,0,7,3,3,0,3,0,27,0,4,4,12,0,3,0,7,0,30,3,9,38,5,8,5,0,5,0,74,5,0,46,4,3,3,0,3,0,69,0,0,26,0,4,0,0,0,0,33,0,0,8,8,0,5,3,3,0,26,0,0,3,0,0,0,0,0,0,8,9,17,131,47,20,27,4,32,0,300
