SA3_CODE_2016,F_SriLanka_ES_NS,F_SriLanka_Tot,F_Thailand_E,F_Thailand_OM_IE,F_Thailand_OM_UIE,F_Thailand_CFW,F_Thailand_ES_NS,F_Thailand_Tot,F_Turkey_E,F_Turkey_OM_IE,F_Turkey_OM_UIE,F_Turkey_CFW,F_Turkey_ES_NS,F_Turkey_Tot,F_UK_E,F_UK_OM_IE,F_UK_OM_UIE,F_UK_CFW,F_UK_ES_NS,F_UK_Tot,F_USA_E,F_USA_OM_IE,F_USA_OM_UIE,F_USA_CFW,F_USA_ES_NS,F_USA_Tot,F_Vietnam_E,F_Vietnam_OM_IE,F_Vietnam_OM_UIE,F_Vietnam_CFW,F_Vietnam_ES_NS,F_Vietnam_Tot,F_Zimbabwe_E,F_Zimbabwe_OM_IE,F_Zimbabwe_OM_UIE,F_Zimbabwe_CFW,F_Zimbabwe_ES_NS,F_Zimbabwe_Tot,F_Elsewhere_E,F_Elsewhere_OM_IE,F_Elsewhere_OM_UIE,F_Elsewhere_CFW,F_Elsewhere_ES_NS,F_Elsewhere_Tot,F_COB_NS_E,F_COB_NS_OM_IE,F_COB_NS_OM_UIE,F_COB_NS_CFW,F_COB_NS_ES_NS,F_COB_NS_Tot,F_Tot_E,F_Tot_OM_IE,F_Tot_OM_UIE,F_Tot_CFW,F_Tot_ES_NS,F_Tot_Tot,P_Australia_E,P_Australia_OM_IE,P_Australia_OM_UIE,P_Australia_CFW,P_Australia_ES_NS,P_Australia_Tot,P_Canada_E,P_Canada_OM_IE,P_Canada_OM_UIE,P_Canada_CFW,P_Canada_ES_NS,P_Canada_Tot,P_China_E,P_China_OM_IE,P_China_OM_UIE,P_China_CFW,P_China_ES_NS,P_China_Tot,P_Croatia_E,P_Croatia_OM_IE,P_Croatia_OM_UIE,P_Croatia_CFW,P_Croatia_ES_NS,P_Croatia_Tot,P_Egypt_E,P_Egypt_OM_IE,P_Egypt_OM_UIE,P_Egypt_CFW,P_Egypt_ES_NS,P_Egypt_Tot,P_Fiji_E,P_Fiji_OM_IE,P_Fiji_OM_UIE,P_Fiji_CFW,P_Fiji_ES_NS,P_Fiji_Tot,P_FYROM_E,P_FYROM_OM_IE,P_FYROM_OM_UIE,P_FYROM_CFW,P_FYROM_ES_NS,P_FYROM_Tot,P_Germany_E,P_Germany_OM_IE,P_Germany_OM_UIE,P_Germany_CFW,P_Germany_ES_NS,P_Germany_Tot,P_Greece_E,P_Greece_OM_IE,P_Greece_OM_UIE,P_Greece_CFW,P_Greece_ES_NS,P_Greece_Tot,P_HongKong_E,P_HongKong_OM_IE,P_HongKong_OM_UIE,P_HongKong_CFW,P_HongKong_ES_NS,P_HongKong_Tot,P_India_E,P_India_OM_IE,P_India_OM_UIE,P_India_CFW,P_India_ES_NS,P_India_Tot,P_Indonesia_E,P_Indonesia_OM_IE,P_Indonesia_OM_UIE,P_Indonesia_CFW,P_Indonesia_ES_NS,P_Indonesia_Tot,P_Iran_E,P_Iran_OM_IE,P_Iran_OM_UIE,P_Iran_CFW,P_Iran_ES_NS,P_Iran_Tot,P_Iraq_E,P_Iraq_OM_IE,P_Iraq_OM_UIE,P_Iraq_CFW,P_Iraq_ES_NS,P_Iraq_Tot,P_Ireland_E,P_Ireland_OM_IE,P_Ireland_OM_UIE,P_Ireland_CFW,P_Ireland_ES_NS,P_Ireland_Tot,P_Italy_E,P_Italy_OM_IE,P_Italy_OM_UIE,P_Italy_CFW,P_Italy_ES_NS,P_Italy_Tot,P_Japan_E,P_Japan_OM_IE,P_Japan_OM_UIE,P_Japan_CFW,P_Japan_ES_NS,P_Japan_Tot,P_KoreaSouth_E,P_KoreaSouth_OM_IE,P_KoreaSouth_OM_UIE,P_KoreaSouth_CFW,P_KoreaSouth_ES_NS,P_KoreaSouth_Tot,P_Lebanon_E,P_Lebanon_OM_IE,P_Lebanon_OM_UIE,P_Lebanon_CFW,P_Lebanon_ES_NS,P_Lebanon_Tot,P_Malaysia_E,P_Malaysia_OM_IE,P_Malaysia_OM_UIE,P_Malaysia_CFW,P_Malaysia_ES_NS,P_Malaysia_Tot,P_Malta_E,P_Malta_OM_IE,P_Malta_OM_UIE,P_Malta_CFW,P_Malta_ES_NS,P_Malta_Tot,P_Netherlands_E,P_Netherlands_OM_IE,P_Netherlands_OM_UIE,P_Netherlands_CFW,P_Netherlands_ES_NS,P_Netherlands_Tot,P_NZ_E,P_NZ_OM_IE,P_NZ_OM_UIE,P_NZ_CFW,P_NZ_ES_NS,P_NZ_Tot,P_Pakistan_E,P_Pakistan_OM_IE,P_Pakistan_OM_UIE,P_Pakistan_CFW,P_Pakistan_ES_NS,P_Pakistan_Tot
10102,0,18,14,0,3,0,0,22,0,0,0,0,0,3,159,15,36,10,0,217,27,0,0,0,0,33,15,3,4,0,0,26,12,0,0,0,0,12,204,18,10,10,0,245,76,6,7,4,12,105,5145,355,527,196,61,6287,9237,1065,1040,309,104,11758,24,3,0,0,0,29,84,20,17,0,0,117,22,10,4,0,0,26,4,0,0,0,0,4,36,4,0,0,3,46,58,12,10,0,3,78,43,9,11,7,0,74,15,3,6,0,0,18,12,0,3,0,0,19,315,26,11,7,7,363,11,0,0,0,0,16,13,3,0,0,0,18,6,0,5,0,0,11,29,8,4,0,0,42,32,10,13,0,0,51,4,0,0,0,0,3,19,8,0,0,0,28,6,0,0,0,0,6,30,3,3,0,0,40,4,0,3,0,0,12,21,0,3,4,0,25,218,26,17,3,4,273,47,0,0,0,0,50
10103,0,3,14,0,4,3,0,23,3,0,0,0,0,3,134,11,27,7,4,180,15,0,3,0,0,22,3,0,0,0,0,4,0,0,0,0,0,0,108,6,8,4,0,133,99,10,14,8,0,133,3784,259,399,180,51,4675,6303,545,863,307,96,8111,32,0,3,0,0,34,22,0,0,3,0,29,7,0,0,0,0,4,4,0,0,0,0,4,8,0,3,0,0,8,0,0,0,0,0,0,26,8,7,0,0,40,0,0,0,0,0,7,29,0,4,0,0,33,19,0,0,0,0,24,9,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,13,0,4,0,0,12,6,5,3,3,0,21,13,3,0,0,0,12,15,0,0,0,0,18,0,0,5,0,0,3,3,0,3,0,0,7,0,0,0,0,0,3,18,3,3,0,0,25,138,10,13,6,0,163,0,0,0,0,0,4
10104,0,4,19,5,4,0,0,30,4,0,0,0,0,4,376,26,59,17,8,491,33,7,4,3,0,47,9,0,9,0,0,25,9,0,0,0,0,10,157,5,24,3,0,201,251,11,35,8,8,313,10193,586,1180,365,160,12482,15778,1477,2545,530,292,20624,41,3,7,0,0,59,19,8,12,4,0,40,7,0,3,0,0,7,7,3,0,0,0,14,14,0,3,0,0,18,0,0,0,0,0,3,73,12,21,6,6,114,6,0,3,4,0,12,15,3,3,0,0,15,63,3,6,0,0,72,4,0,0,0,0,8,5,0,0,0,0,4,3,0,0,0,0,3,23,3,10,0,3,41,20,3,8,0,0,29,8,0,0,0,0,12,11,3,3,0,0,13,3,0,0,0,0,8,20,3,6,3,0,33,9,3,3,0,0,12,46,5,12,4,3,67,278,24,61,9,5,369,0,0,0,0,0,4
10105,0,10,11,0,0,0,0,10,0,0,0,0,0,0,117,8,22,10,3,167,13,0,0,3,0,14,7,0,0,0,0,11,12,0,0,0,0,10,90,9,4,3,0,104,110,0,15,7,5,146,5659,217,426,217,80,6592,9432,624,1095,412,143,11711,10,0,0,0,0,9,35,11,11,4,3,56,0,0,0,0,0,0,5,4,0,0,0,6,14,0,3,3,0,21,0,0,0,0,0,0,20,0,10,3,0,31,8,0,0,3,0,12,9,0,3,0,0,12,99,13,0,3,0,118,4,0,3,0,0,9,9,0,0,0,0,8,7,3,0,0,0,10,11,0,3,0,0,19,9,3,0,3,0,7,9,0,0,0,0,5,52,5,3,0,0,53,7,0,0,3,0,8,15,0,3,0,0,22,3,0,4,5,0,6,12,0,3,0,0,23,123,9,14,6,0,154,14,0,0,0,0,12
10106,0,8,9,0,0,0,0,7,0,0,0,0,0,0,98,10,23,13,0,142,17,3,4,3,0,23,0,0,4,0,0,5,0,0,0,0,0,0,56,5,4,8,3,79,103,3,17,6,6,142,4139,281,619,382,85,5507,6929,765,1427,682,151,9958,8,3,0,0,0,11,20,7,9,4,0,39,3,5,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,4,6,0,0,0,0,6,16,7,5,7,0,28,4,0,0,0,0,9,10,0,0,0,0,9,46,8,0,0,0,57,7,0,3,0,0,5,0,0,0,0,0,3,0,0,0,0,0,3,16,0,5,0,0,24,9,0,3,3,0,9,0,0,4,0,0,3,9,0,3,0,0,13,7,4,4,0,0,18,3,0,3,0,0,7,0,0,0,5,0,4,16,0,8,4,0,30,105,12,13,6,4,138,3,0,0,0,0,5
10201,0,31,112,6,16,4,3,140,3,0,4,0,0,7,1469,106,164,32,22,1801,108,3,12,0,3,133,47,3,11,3,0,65,35,3,0,0,0,38,526,47,66,20,3,666,364,23,41,5,17,443,27703,1450,2276,491,304,32229,39401,3127,3964,605,474,47571,133,15,22,3,3,181,222,74,69,10,3,373,23,3,4,0,0,37,40,10,9,4,0,62,86,9,6,3,0,104,3,0,0,3,0,8,102,19,36,7,0,166,18,3,11,3,0,27,74,11,11,0,0,100,409,54,17,9,14,502,83,5,12,0,0,100,27,3,5,0,0,38,15,3,4,0,0,24,143,17,20,3,3,189,58,24,19,4,3,104,61,3,14,0,0,75,124,18,33,10,3,186,20,10,8,0,3,45,100,21,25,0,0,146,28,6,8,6,0,52,72,11,17,3,0,108,1069,143,141,28,12,1386,40,0,0,3,0,44
10202,0,25,68,5,16,4,0,92,0,0,0,0,0,0,909,52,76,19,10,1073,53,3,5,0,0,67,35,4,6,0,0,55,28,0,0,0,0,32,308,27,32,16,3,388,328,9,21,17,24,392,21395,980,1410,370,240,24406,32760,2358,2821,475,389,38795,62,9,4,0,0,73,147,44,37,12,3,248,23,3,4,0,0,32,17,7,5,0,0,35,62,3,4,0,0,66,9,0,0,0,0,9,62,8,17,3,0,94,16,3,0,0,0,23,24,8,3,3,0,37,273,45,26,3,0,351,43,0,0,0,0,45,22,3,6,0,0,33,3,3,0,0,0,4,103,11,12,3,0,135,38,6,8,6,0,55,16,0,4,0,0,22,51,14,4,0,0,67,24,9,13,0,0,41,78,3,10,0,3,91,36,6,6,0,0,47,56,12,12,0,0,76,756,78,75,14,10,931,25,0,3,0,0,30
10301,0,16,19,0,0,0,0,22,0,0,0,0,0,0,216,10,14,7,3,257,27,0,3,3,0,32,8,0,0,0,0,13,7,0,0,0,0,11,103,5,13,3,0,120,133,13,22,0,13,178,8518,364,613,230,109,9844,14395,956,1355,421,197,17332,30,0,0,0,3,35,47,4,7,4,0,65,6,0,0,0,0,6,7,0,5,0,0,16,14,0,4,0,0,21,4,0,0,0,0,4,31,3,9,4,0,43,3,0,3,4,0,10,11,0,0,0,0,11,106,16,10,3,0,130,3,0,3,0,0,7,13,0,0,0,0,13,0,0,0,0,0,5,28,5,3,0,0,39,10,0,4,0,0,20,9,0,3,0,0,10,14,0,0,0,0,16,6,0,6,3,0,12,20,0,0,0,0,26,10,0,3,0,0,9,20,3,8,3,0,36,235,24,17,5,3,285,13,0,0,0,0,11
10302,0,6,5,3,0,0,0,12,0,0,0,0,0,0,135,11,30,8,3,184,6,0,0,0,0,16,4,0,4,0,0,11,5,0,0,0,0,5,46,3,7,3,3,58,163,23,23,23,14,245,7790,368,1118,543,158,9973,13828,1064,2947,1123,342,19299,15,0,0,0,0,17,32,3,23,10,0,70,3,0,0,0,0,4,9,0,3,0,0,12,18,0,3,0,3,21,0,0,0,0,0,0,18,0,4,0,0,24,3,0,3,0,0,3,8,0,11,0,0,15,77,11,3,0,0,98,7,0,0,0,0,8,3,0,0,0,0,3,4,7,0,0,0,7,17,0,0,0,0,19,5,7,4,3,0,15,0,0,0,0,0,0,9,0,0,0,0,9,5,3,0,0,3,15,12,0,0,0,0,18,3,0,0,4,0,3,16,0,0,3,0,18,141,4,26,6,6,179,5,4,0,0,0,8
10303,0,8,13,0,0,3,0,16,0,0,0,0,0,0,181,11,30,14,4,238,16,0,3,0,0,21,5,3,3,3,0,21,3,0,0,0,0,3,57,5,10,3,0,69,158,12,28,11,10,219,6569,350,667,290,116,7992,12547,800,1346,511,199,15395,17,3,0,0,0,18,23,9,19,4,0,50,6,3,0,0,0,12,0,0,3,0,0,3,15,0,0,0,0,14,0,0,0,0,0,0,21,0,3,3,5,36,3,0,0,0,0,6,4,0,3,0,0,11,60,10,4,0,0,73,3,0,0,0,0,4,0,0,0,0,0,6,0,8,0,0,0,7,30,3,3,0,0,31,13,3,7,0,5,29,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,18,4,0,0,0,20,0,0,0,0,0,0,11,0,11,3,0,31,179,9,22,16,0,224,0,0,0,0,0,0
