SA3_CODE_2016,Lab_1000_1249_H_0,Lab_1000_1249_H_1_15,Lab_1000_1249_H_16_24,Lab_1000_1249_H_25_34,Lab_1000_1249_H_35_39,Lab_1000_1249_H_40,Lab_1000_1249_H_41_48,Lab_1000_1249_H_49mo,Lab_1000_1249_H_NS,Lab_1000_1249_H_Tot,Lab_1250_1499_H_0,Lab_1250_1499_H_1_15,Lab_1250_1499_H_16_24,Lab_1250_1499_H_25_34,Lab_1250_1499_H_35_39,Lab_1250_1499_H_40,Lab_1250_1499_H_41_48,Lab_1250_1499_H_49mo,Lab_1250_1499_H_NS,Lab_1250_1499_H_Tot,Lab_1500_1749_H_0,Lab_1500_1749_H_1_15,Lab_1500_1749_H_16_24,Lab_1500_1749_H_25_34,Lab_1500_1749_H_35_39,Lab_1500_1749_H_40,Lab_1500_1749_H_41_48,Lab_1500_1749_H_49mo,Lab_1500_1749_H_NS,Lab_1500_1749_H_Tot,Lab_1750_1999_H_0,Lab_1750_1999_H_1_15,Lab_1750_1999_H_16_24,Lab_1750_1999_H_25_34,Lab_1750_1999_H_35_39,Lab_1750_1999_H_40,Lab_1750_1999_H_41_48,Lab_1750_1999_H_49mo,Lab_1750_1999_H_NS,Lab_1750_1999_H_Tot,Lab_2000_2999_H_0,Lab_2000_2999_H_1_15,Lab_2000_2999_H_16_24,Lab_2000_2999_H_25_34,Lab_2000_2999_H_35_39,Lab_2000_2999_H_40,Lab_2000_2999_H_41_48,Lab_2000_2999_H_49mo,Lab_2000_2999_H_NS,Lab_2000_2999_H_Tot,Lab_3000mo_H_0,Lab_3000mo_H_1_15,Lab_3000mo_H_16_24,Lab_3000mo_H_25_34,Lab_3000mo_H_35_39,Lab_3000mo_H_40,Lab_3000mo_H_41_48,Lab_3000mo_H_49mo,Lab_3000mo_H_NS,Lab_3000mo_H_Tot,Lab_PINS_H_0,Lab_PINS_H_1_15,Lab_PINS_H_16_24,Lab_PINS_H_25_34,Lab_PINS_H_35_39,Lab_PINS_H_40,Lab_PINS_H_41_48,Lab_PINS_H_49mo,Lab_PINS_H_NS,Lab_PINS_H_Tot,Lab_Tot_H_0,Lab_Tot_H_1_15,Lab_Tot_H_16_24,Lab_Tot_H_25_34,Lab_Tot_H_35_39,Lab_Tot_H_40,Lab_Tot_H_41_48,Lab_Tot_H_49mo,Lab_Tot_H_NS,Lab_Tot_H_Tot,OIDNS_NNI_H_0,OIDNS_NNI_H_1_15,OIDNS_NNI_H_16_24,OIDNS_NNI_H_25_34,OIDNS_NNI_H_35_39,OIDNS_NNI_H_40,OIDNS_NNI_H_41_48,OIDNS_NNI_H_49mo,OIDNS_NNI_H_NS,OIDNS_NNI_H_Tot,OIDNS_1_149_H_0,OIDNS_1_149_H_1_15,OIDNS_1_149_H_16_24,OIDNS_1_149_H_25_34,OIDNS_1_149_H_35_39,OIDNS_1_149_H_40,OIDNS_1_149_H_41_48,OIDNS_1_149_H_49mo,OIDNS_1_149_H_NS,OIDNS_1_149_H_Tot,OIDNS_150_299_H_0,OIDNS_150_299_H_1_15,OIDNS_150_299_H_16_24,OIDNS_150_299_H_25_34,OIDNS_150_299_H_35_39,OIDNS_150_299_H_40,OIDNS_150_299_H_41_48,OIDNS_150_299_H_49mo,OIDNS_150_299_H_NS,OIDNS_150_299_H_Tot,OIDNS_300_399_H_0,OIDNS_300_399_H_1_15,OIDNS_300_399_H_16_24,OIDNS_300_399_H_25_34,OIDNS_300_399_H_35_39,OIDNS_300_399_H_40,OIDNS_300_399_H_41_48,OIDNS_300_399_H_49mo,OIDNS_300_399_H_NS,OIDNS_300_399_H_Tot,OIDNS_400_499_H_0,OIDNS_400_499_H_1_15,OIDNS_400_499_H_16_24,OIDNS_400_499_H_25_34,OIDNS_400_499_H_35_39,OIDNS_400_499_H_40,OIDNS_400_499_H_41_48,OIDNS_400_499_H_49mo,OIDNS_400_499_H_NS,OIDNS_400_499_H_Tot,OIDNS_500_649_H_0,OIDNS_500_649_H_1_15,OIDNS_500_649_H_16_24,OIDNS_500_649_H_25_34,OIDNS_500_649_H_35_39,OIDNS_500_649_H_40,OIDNS_500_649_H_41_48,OIDNS_500_649_H_49mo,OIDNS_500_649_H_NS,OIDNS_500_649_H_Tot,OIDNS_650_799_H_0,OIDNS_650_799_H_1_15,OIDNS_650_799_H_16_24,OIDNS_650_799_H_25_34,OIDNS_650_799_H_35_39,OIDNS_650_799_H_40,OIDNS_650_799_H_41_48,OIDNS_650_799_H_49mo,OIDNS_650_799_H_NS,OIDNS_650_799_H_Tot,OIDNS_800_999_H_0,OIDNS_800_999_H_1_15,OIDNS_800_999_H_16_24,OIDNS_800_999_H_25_34,OIDNS_800_999_H_35_39,OIDNS_800_999_H_40,OIDNS_800_999_H_41_48,OIDNS_800_999_H_49mo,OIDNS_800_999_H_NS,OIDNS_800_999_H_Tot,OIDNS_1000_1249_H_0,OIDNS_1000_1249_H_1_15,OIDNS_1000_1249_H_16_24,OIDNS_1000_1249_H_25_34,OIDNS_1000_1249_H_35_39,OIDNS_1000_1249_H_40,OIDNS_1000_1249_H_41_48,OIDNS_1000_1249_H_49mo,OIDNS_1000_1249_H_NS,OIDNS_1000_1249_H_Tot,OIDNS_1250_1499_H_0,OIDNS_1250_1499_H_1_15,OIDNS_1250_1499_H_16_24,OIDNS_1250_1499_H_25_34,OIDNS_1250_1499_H_35_39,OIDNS_1250_1499_H_40,OIDNS_1250_1499_H_41_48,OIDNS_1250_1499_H_49mo,OIDNS_1250_1499_H_NS,OIDNS_1250_1499_H_Tot,OIDNS_1500_1749_H_0,OIDNS_1500_1749_H_1_15,OIDNS_1500_1749_H_16_24,OIDNS_1500_1749_H_25_34,OIDNS_1500_1749_H_35_39,OIDNS_1500_1749_H_40,OIDNS_1500_1749_H_41_48,OIDNS_1500_1749_H_49mo,OIDNS_1500_1749_H_NS,OIDNS_1500_1749_H_Tot,OIDNS_1750_1999_H_0,OIDNS_1750_1999_H_1_15,OIDNS_1750_1999_H_16_24,OIDNS_1750_1999_H_25_34,OIDNS_1750_1999_H_35_39,OIDNS_1750_1999_H_40,OIDNS_1750_1999_H_41_48,OIDNS_1750_1999_H_49mo,OIDNS_1750_1999_H_NS,OIDNS_1750_1999_H_Tot
10102,3,3,3,11,41,47,26,30,3,167,3,0,6,7,15,22,14,28,3,88,0,0,0,3,6,12,3,18,0,49,0,0,0,0,0,3,9,12,0,27,0,0,0,0,0,0,0,3,0,11,0,0,0,0,0,0,0,0,0,10,0,6,6,0,5,7,0,0,3,28,47,252,159,181,242,217,100,160,33,1384,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,3,10,0,3,0,0,0,3,0,0,3,13,0,0,4,0,0,0,0,0,4,13,0,0,3,4,3,0,0,3,3,13,0,0,3,0,7,5,3,0,6,27,0,0,0,7,5,16,0,3,4,30,0,0,3,0,9,4,8,8,4,39,0,0,0,0,3,3,3,0,5,17,0,3,0,3,3,3,0,0,0,14,0,0,0,0,4,3,0,9,5,20
10103,4,3,3,6,32,7,13,10,3,91,3,0,0,6,6,6,8,14,0,37,0,0,0,0,3,3,4,6,0,13,3,0,0,0,0,0,0,4,0,4,0,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,8,0,3,3,0,6,0,3,0,5,18,29,210,156,217,211,141,83,116,36,1196,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,4,0,0,0,0,0,0,0,0,5,6,0,3,0,0,3,3,0,0,3,16,0,0,3,0,6,0,0,0,6,16,4,0,0,0,0,0,0,3,5,13,0,0,0,0,7,5,0,3,8,27,0,0,0,0,6,3,0,0,3,13,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,3,6,0,8,0,0,0,0,0,0,0,0,0,4
10104,10,10,12,18,94,80,43,25,3,296,6,3,3,5,30,40,14,18,3,114,3,0,3,0,11,11,7,14,0,47,0,0,3,5,3,3,6,9,0,25,0,0,0,0,3,0,3,4,0,13,0,8,0,3,6,0,0,3,0,18,5,16,12,0,8,7,3,9,11,71,115,740,428,400,467,348,170,172,66,2912,0,0,3,0,0,0,0,3,8,9,3,8,0,0,0,0,0,0,5,20,0,3,3,3,0,3,0,0,10,24,6,8,0,4,0,3,0,0,13,36,3,9,10,0,0,3,0,0,11,37,0,3,3,7,3,6,0,0,9,39,0,4,3,3,15,5,0,0,6,39,3,0,3,0,3,8,0,0,7,28,3,0,0,4,10,7,0,9,11,48,0,0,0,3,6,9,0,3,3,27,0,0,0,3,0,3,3,3,0,12,0,0,0,3,0,4,0,0,0,10
10105,5,5,6,8,29,34,17,35,6,146,0,0,0,0,29,11,6,12,0,61,0,0,0,0,7,9,0,7,0,31,0,0,0,0,3,0,0,9,0,10,3,0,0,0,0,4,0,3,0,12,0,0,0,0,4,0,0,0,0,6,0,6,4,3,6,7,3,3,3,27,43,299,194,190,314,215,89,144,33,1516,3,3,0,0,0,0,0,0,9,10,0,3,0,0,0,0,0,0,8,13,3,3,0,0,0,0,0,0,5,13,0,0,0,0,0,0,0,0,4,11,0,3,0,4,0,0,0,0,9,17,0,0,3,4,0,6,0,0,6,25,0,0,0,0,7,4,0,0,6,22,0,0,0,0,10,0,3,3,6,18,0,0,0,0,11,4,0,3,4,24,0,0,0,0,5,7,3,0,3,12,0,0,0,3,4,3,0,3,0,18,0,0,0,0,3,3,0,0,3,12
10106,6,7,3,7,24,27,20,13,3,106,0,6,0,3,3,6,4,6,0,28,0,0,3,3,3,5,4,11,0,32,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,8,0,3,0,0,0,0,0,3,7,15,3,10,3,3,3,0,3,4,3,32,49,377,174,191,260,213,134,138,51,1585,0,0,0,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,3,12,3,4,0,0,0,0,0,0,3,11,0,3,0,0,0,0,0,0,6,13,0,3,0,0,0,0,0,5,3,11,0,0,0,0,0,0,0,3,3,10,0,0,0,4,0,4,0,0,0,17,0,0,0,0,3,4,0,3,0,15,0,0,0,0,0,3,0,3,7,12,0,0,0,0,4,0,0,0,3,13,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,8
10201,16,11,14,30,121,126,73,70,9,477,12,4,12,6,32,45,36,39,3,192,3,6,3,6,19,26,22,27,0,115,0,3,3,4,5,6,5,20,0,51,0,4,0,3,4,4,9,19,0,38,0,5,0,4,6,3,3,4,0,26,4,16,8,13,13,15,5,3,10,76,188,1460,807,766,954,742,349,346,104,5716,0,7,0,0,0,0,0,3,21,29,0,16,0,0,0,0,0,4,16,39,5,8,5,3,0,0,0,0,11,35,4,11,6,5,3,0,0,0,14,50,3,6,9,3,0,4,0,3,16,41,0,10,7,5,11,12,0,4,16,63,3,13,4,16,25,14,4,6,18,105,3,3,9,8,24,21,6,17,21,109,11,9,3,11,30,22,11,9,14,109,0,4,0,0,16,13,3,14,7,59,3,0,3,3,15,13,7,8,10,61,0,3,0,0,8,14,3,6,9,41
10202,12,17,13,36,108,112,50,61,3,395,11,3,9,0,36,43,26,37,0,175,0,3,3,6,24,45,22,26,3,131,0,0,3,0,12,31,8,11,0,73,0,3,0,6,8,7,3,19,0,46,0,5,5,0,0,3,0,6,0,23,0,23,3,3,9,15,4,9,11,78,174,1184,712,622,876,697,249,287,99,4907,0,0,0,0,0,3,0,4,16,31,0,9,3,0,0,0,0,0,6,20,0,10,3,3,0,0,0,0,16,34,0,8,3,3,4,3,0,0,26,47,0,4,7,3,0,3,3,0,19,40,3,10,6,11,7,7,0,8,17,65,7,5,7,11,18,12,0,0,13,80,3,0,6,4,11,24,5,6,17,80,8,0,0,14,30,19,7,14,11,108,4,0,0,0,15,10,3,5,3,44,0,0,0,0,8,15,0,6,10,50,0,3,0,0,3,4,0,7,3,21
10301,10,8,13,22,61,66,28,27,0,234,4,0,3,9,25,27,17,15,4,106,3,3,3,5,32,25,18,21,0,105,0,0,0,0,15,7,9,17,0,49,0,0,0,0,7,4,3,18,0,32,0,3,3,0,3,3,0,3,0,10,0,8,4,5,4,6,0,4,3,34,91,476,259,234,479,346,138,185,38,2251,3,0,0,0,0,0,0,0,10,11,3,4,0,0,0,0,0,0,13,21,0,3,0,0,0,0,0,0,17,20,0,6,3,4,0,0,0,0,6,24,0,0,4,0,0,0,0,0,5,16,3,0,4,3,0,0,0,0,5,20,0,0,3,3,0,6,3,0,14,34,3,4,3,4,0,3,0,5,4,27,4,0,3,4,5,6,0,6,0,25,0,0,0,0,6,3,3,4,3,24,0,3,0,0,6,9,6,4,0,27,0,0,0,0,3,0,5,0,0,13
10302,4,0,10,4,61,54,35,45,4,227,7,0,3,3,16,15,20,23,0,87,0,0,0,4,6,13,6,18,0,47,0,0,0,0,0,0,4,3,0,13,0,3,0,0,3,0,6,7,0,21,0,0,0,0,3,9,3,0,0,22,0,4,6,4,3,5,5,9,11,44,89,487,274,323,459,429,198,233,58,2552,3,4,0,0,0,0,0,0,7,19,0,3,0,0,0,0,0,0,9,15,0,3,5,0,0,0,0,0,12,23,0,3,3,3,3,0,0,3,17,28,3,4,4,3,3,5,0,3,10,35,0,0,8,3,0,3,0,0,21,41,6,3,0,0,6,3,3,6,10,39,6,0,3,3,7,8,7,8,10,52,0,0,0,3,5,5,6,3,8,29,0,0,0,4,4,6,0,3,3,18,3,0,0,6,4,0,0,4,3,24,0,0,0,0,0,0,0,0,0,6
10303,9,3,7,5,30,47,11,16,4,138,0,0,6,3,18,22,8,11,0,72,0,3,0,0,3,9,7,14,0,38,0,0,0,0,4,3,7,10,0,29,3,0,0,3,0,5,6,12,0,40,0,0,3,7,0,0,3,5,0,22,3,3,0,3,3,6,3,0,13,36,80,435,254,262,292,262,113,163,50,1900,6,0,0,0,0,0,0,3,9,13,0,3,0,0,0,3,0,0,7,10,0,3,0,0,0,0,0,0,10,12,0,5,3,0,3,0,0,0,4,21,5,0,0,0,3,0,0,0,6,21,4,4,0,3,0,0,0,0,7,19,0,0,0,4,0,7,0,3,3,21,3,0,0,7,7,3,0,3,3,24,3,3,0,0,5,4,3,3,0,27,0,0,0,0,3,7,0,4,0,13,0,0,0,0,6,0,0,3,0,21,0,0,0,0,0,3,0,3,0,11
