SA3_CODE_2016,M_M1_Train_15_24,M_M1_Train_25_34,M_M1_Train_35_44,M_M1_Train_45_54,M_M1_Train_55_64,M_M1_Train_65_74,M_M1_Train_75ov,M_M1_Train_Tot,M_M1_Bus_15_24,M_M1_Bus_25_34,M_M1_Bus_35_44,M_M1_Bus_45_54,M_M1_Bus_55_64,M_M1_Bus_65_74,M_M1_Bus_75ov,M_M1_Bus_Tot,M_M1_Ferry_15_24,M_M1_Ferry_25_34,M_M1_Ferry_35_44,M_M1_Ferry_45_54,M_M1_Ferry_55_64,M_M1_Ferry_65_74,M_M1_Ferry_75ov,M_M1_Ferry_Tot,M_M1_Tram_Inc_LR_15_24,M_M1_Tram_Inc_LR_25_34,M_M1_Tram_Inc_LR_35_44,M_M1_Tram_Inc_LR_45_54,M_M1_Tram_Inc_LR_55_64,M_M1_Tram_Inc_LR_65_74,M_M1_Tram_Inc_LR_75ov,M_M1_Tram_Inc_LR_Tot,M_M1_Taxi_15_24,M_M1_Taxi_25_34,M_M1_Taxi_35_44,M_M1_Taxi_45_54,M_M1_Taxi_55_64,M_M1_Taxi_65_74,M_M1_Taxi_75ov,M_M1_Taxi_Tot,M_M1_CarAsDriv_15_24,M_M1_CarAsDriv_25_34,M_M1_CarAsDriv_35_44,M_M1_CarAsDriv_45_54,M_M1_CarAsDriv_55_64,M_M1_CarAsDriv_65_74,M_M1_CarAsDriv_75ov,M_M1_CarAsDriv_Tot,M_M1_CarAsPas_15_24,M_M1_CarAsPas_25_34,M_M1_CarAsPas_35_44,M_M1_CarAsPas_45_54,M_M1_CarAsPas_55_64,M_M1_CarAsPas_65_74,M_M1_CarAsPas_75ov,M_M1_CarAsPas_Tot,M_M1_Truck_15_24,M_M1_Truck_25_34,M_M1_Truck_35_44,M_M1_Truck_45_54,M_M1_Truck_55_64,M_M1_Truck_65_74,M_M1_Truck_75ov,M_M1_Truck_Tot,M_M1_MBikeScoot_15_24,M_M1_MBikeScoot_25_34,M_M1_MBikeScoot_35_44,M_M1_MBikeScoot_45_54,M_M1_MBikeScoot_55_64,M_M1_MBikeScoot_65_74,M_M1_MBikeScoot_75ov,M_M1_MBikeScoot_Tot,M_M1_Bicycle_15_24,M_M1_Bicycle_25_34,M_M1_Bicycle_35_44,M_M1_Bicycle_45_54,M_M1_Bicycle_55_64,M_M1_Bicycle_65_74,M_M1_Bicycle_75ov,M_M1_Bicycle_Tot,M_M1_Other_15_24,M_M1_Other_25_34,M_M1_Other_35_44,M_M1_Other_45_54,M_M1_Other_55_64,M_M1_Other_65_74,M_M1_Other_75ov,M_M1_Other_Tot,M_M1_WlkOnly_15_24,M_M1_WlkOnly_25_34,M_M1_WlkOnly_35_44,M_M1_WlkOnly_45_54,M_M1_WlkOnly_55_64,M_M1_WlkOnly_65_74,M_M1_WlkOnly_75ov,M_M1_WlkOnly_Tot,M_M1_Tot_M1_15_24,M_M1_Tot_M1_25_34,M_M1_Tot_M1_35_44,M_M1_Tot_M1_45_54,M_M1_Tot_M1_55_64,M_M1_Tot_M1_65_74,M_M1_Tot_M1_75ov,M_M1_Tot_M1_Tot,M_M2_TrnBus_15_24,M_M2_TrnBus_25_34,M_M2_TrnBus_35_44,M_M2_TrnBus_45_54,M_M2_TrnBus_55_64,M_M2_TrnBus_65_74,M_M2_TrnBus_75ov,M_M2_TrnBus_Tot,M_M2_TrnFer_15_24,M_M2_TrnFer_25_34,M_M2_TrnFer_35_44,M_M2_TrnFer_45_54,M_M2_TrnFer_55_64,M_M2_TrnFer_65_74,M_M2_TrnFer_75ov,M_M2_TrnFer_Tot,M_M2_TrnTrm_Inc_LR_15_24,M_M2_TrnTrm_Inc_LR_25_34,M_M2_TrnTrm_Inc_LR_35_44,M_M2_TrnTrm_Inc_LR_45_54,M_M2_TrnTrm_Inc_LR_55_64,M_M2_TrnTrm_Inc_LR_65_74,M_M2_TrnTrm_Inc_LR_75ov,M_M2_TrnTrm_Inc_LR_Tot,M_M2_TrnCarAsDriv_15_24,M_M2_TrnCarAsDriv_25_34,M_M2_TrnCarAsDriv_35_44,M_M2_TrnCarAsDriv_45_54,M_M2_TrnCarAsDriv_55_64,M_M2_TrnCarAsDriv_65_74,M_M2_TrnCarAsDriv_75ov,M_M2_TrnCarAsDriv_Tot,M_M2_TrnCarAsPas_15_24,M_M2_TrnCarAsPas_25_34,M_M2_TrnCarAsPas_35_44,M_M2_TrnCarAsPas_45_54,M_M2_TrnCarAsPas_55_64,M_M2_TrnCarAsPas_65_74,M_M2_TrnCarAsPas_75ov,M_M2_TrnCarAsPas_Tot,M_M2_TrnOth_15_24,M_M2_TrnOth_25_34,M_M2_TrnOth_35_44,M_M2_TrnOth_45_54,M_M2_TrnOth_55_64,M_M2_TrnOth_65_74,M_M2_TrnOth_75ov,M_M2_TrnOth_Tot,M_M2_Train_and_Tot_15_24,M_M2_Train_and_Tot_25_34,M_M2_Train_and_Tot_35_44,M_M2_Train_and_Tot_45_54,M_M2_Train_and_Tot_55_64,M_M2_Train_and_Tot_65_74,M_M2_Train_and_Tot_75ov,M_M2_Train_and_Tot_Tot,M_M2_BusFer_15_24,M_M2_BusFer_25_34,M_M2_BusFer_35_44,M_M2_BusFer_45_54,M_M2_BusFer_55_64,M_M2_BusFer_65_74,M_M2_BusFer_75ov,M_M2_BusFer_Tot,M_M2_BusTrm_Inc_LR_15_24,M_M2_BusTrm_Inc_LR_25_34,M_M2_BusTrm_Inc_LR_35_44,M_M2_BusTrm_Inc_LR_45_54,M_M2_BusTrm_Inc_LR_55_64,M_M2_BusTrm_Inc_LR_65_74,M_M2_BusTrm_Inc_LR_75ov,M_M2_BusTrm_Inc_LR_Tot,M_M2_BusCarAsDriv_15_24,M_M2_BusCarAsDriv_25_34,M_M2_BusCarAsDriv_35_44,M_M2_BusCarAsDriv_45_54,M_M2_BusCarAsDriv_55_64,M_M2_BusCarAsDriv_65_74,M_M2_BusCarAsDriv_75ov,M_M2_BusCarAsDriv_Tot,M_M2_BusCarAsPas_15_24,M_M2_BusCarAsPas_25_34,M_M2_BusCarAsPas_35_44,M_M2_BusCarAsPas_45_54,M_M2_BusCarAsPas_55_64,M_M2_BusCarAsPas_65_74,M_M2_BusCarAsPas_75ov,M_M2_BusCarAsPas_Tot,M_M2_BusOth_15_24,M_M2_BusOth_25_34,M_M2_BusOth_35_44,M_M2_BusOth_45_54,M_M2_BusOth_55_64,M_M2_BusOth_65_74,M_M2_BusOth_75ov,M_M2_BusOth_Tot
10102,0,0,0,0,0,0,0,5,7,9,0,7,6,7,0,34,0,0,0,3,0,0,0,6,3,0,0,0,0,0,0,3,0,9,0,0,5,0,0,15,881,1581,1394,1362,898,232,37,6385,165,77,43,23,25,5,0,341,18,40,38,47,44,17,3,204,17,15,8,14,8,0,0,67,3,11,10,14,7,0,0,44,12,9,11,20,14,6,3,66,58,68,41,52,53,18,9,296,1156,1811,1557,1540,1053,291,53,7462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,0,0,0,0,0,0,0,3
10103,6,6,0,3,0,0,0,24,7,6,0,3,4,3,0,24,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,397,514,517,651,525,139,15,2761,157,69,27,19,15,5,0,291,0,11,10,27,31,14,8,97,3,3,3,7,4,3,0,21,7,8,12,7,6,0,0,37,12,20,25,18,22,15,0,112,137,176,90,79,71,20,14,586,727,818,685,813,677,199,39,3963,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,9,9,8,0,0,61,17,4,0,0,0,0,0,21,0,0,0,0,0,0,0,0,51,15,9,9,4,0,0,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
10104,0,0,0,0,0,0,0,4,15,11,5,7,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,4,809,1170,1479,1985,1871,410,39,7765,213,82,72,51,43,3,0,465,8,26,27,94,82,28,4,278,18,15,14,25,29,3,0,103,13,11,18,27,26,6,0,95,4,8,17,22,28,7,7,92,82,71,80,93,125,56,12,510,1170,1382,1710,2305,2198,525,63,9351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0
10105,0,5,0,3,0,0,0,6,4,3,12,11,7,0,0,27,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,4,0,0,15,590,883,906,1073,828,218,33,4525,184,72,52,41,25,0,0,374,10,18,32,38,41,24,7,175,6,3,16,16,19,5,0,64,0,3,5,8,8,0,0,21,3,9,10,15,9,11,7,65,30,51,44,45,71,29,4,278,837,1052,1080,1243,1007,297,52,5573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10106,10,4,3,0,3,3,0,27,8,5,0,0,4,0,0,28,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,9,457,628,727,771,630,204,38,3457,112,46,37,30,24,3,3,255,10,26,44,73,36,41,16,243,6,11,7,13,12,5,3,58,10,0,0,3,3,0,3,21,7,8,11,15,14,10,8,73,40,52,52,59,90,47,16,352,662,778,893,968,820,313,81,4518,3,6,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10201,42,61,56,55,43,11,0,265,100,35,45,57,32,4,0,269,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,9,0,3,0,0,19,2557,3863,3970,4277,3257,729,70,18728,604,192,121,113,90,24,5,1151,19,58,94,112,101,27,4,409,27,57,41,64,61,9,3,256,20,30,36,41,31,4,0,157,12,12,28,29,47,9,3,135,135,145,85,116,106,42,7,638,3521,4449,4480,4862,3770,859,95,22033,21,12,15,14,11,4,0,80,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,13,16,23,21,20,4,0,96,7,0,0,0,6,0,0,16,0,3,3,0,0,0,0,7,45,35,43,36,37,9,0,205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,8,14,4,7,0,0,0,0,25,0,0,0,0,0,0,0,0
10202,34,24,17,12,14,7,0,111,96,30,20,12,14,0,0,181,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,9,2208,3317,3441,3639,2647,567,42,15864,572,185,91,72,53,10,0,993,18,53,98,125,129,30,3,466,25,38,41,43,31,6,0,190,24,26,17,46,19,0,0,135,9,8,14,25,24,17,0,98,94,58,59,68,80,26,14,393,3082,3747,3812,4055,3017,668,62,18441,8,9,9,9,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,4,5,3,0,33,3,4,3,0,0,0,0,9,5,3,3,0,0,0,0,17,17,16,33,13,9,3,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,19,0,0,0,0,0,0,20,0,0,0,0,0,0,0,3
10301,3,4,0,0,0,0,0,7,10,3,9,6,3,3,0,39,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,3,3,6,0,20,958,1498,1466,1566,1170,304,35,6994,207,98,51,53,39,9,4,458,9,23,31,49,65,20,6,207,11,11,7,18,11,10,0,65,14,13,19,22,15,3,0,74,0,8,8,10,18,12,3,64,92,94,63,65,67,34,13,414,1297,1756,1664,1796,1387,395,61,8350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4
10302,0,0,0,0,0,0,0,5,5,28,21,26,19,0,0,108,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,4,0,9,3,0,28,908,1328,1396,1490,1315,383,79,6903,236,124,80,71,59,21,5,589,8,24,50,83,87,31,14,296,10,12,19,13,17,11,4,86,7,11,8,11,11,5,0,58,7,16,18,34,29,30,7,138,93,98,102,142,168,65,33,703,1286,1642,1695,1876,1717,544,146,8908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
10303,0,6,3,5,3,0,0,13,6,5,7,8,3,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,13,719,1373,1352,1563,1143,225,31,6404,143,115,79,72,54,6,4,476,18,14,20,54,56,27,8,197,11,8,3,11,22,9,0,67,3,7,7,15,13,0,3,42,32,13,13,8,13,8,0,81,85,82,59,81,85,37,19,440,1008,1614,1553,1812,1386,319,64,7765,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0
