SA3_CODE_2016,NG_NNI_Mng,NG_NNI_Pro,NG_NNI_TecTW,NG_NNI_CoPSW,NG_NNI_ClAW,NG_NNI_SWks,NG_NNI_MaOpDv,NG_NNI_Lab,NG_NNI_IDNS,NG_NNI_Tot,NG_1_149_Mng,NG_1_149_Pro,NG_1_149_TecTW,NG_1_149_CoPSW,NG_1_149_ClAW,NG_1_149_SWks,NG_1_149_MaOpDv,NG_1_149_Lab,NG_1_149_IDNS,NG_1_149_Tot,NG_150_299_Mng,NG_150_299_Pro,NG_150_299_TecTW,NG_150_299_CoPSW,NG_150_299_ClAW,NG_150_299_SWks,NG_150_299_MaOpDv,NG_150_299_Lab,NG_150_299_IDNS,NG_150_299_Tot,NG_300_399_Mng,NG_300_399_Pro,NG_300_399_TecTW,NG_300_399_CoPSW,NG_300_399_ClAW,NG_300_399_SWks,NG_300_399_MaOpDv,NG_300_399_Lab,NG_300_399_IDNS,NG_300_399_Tot,NG_400_499_Mng,NG_400_499_Pro,NG_400_499_TecTW,NG_400_499_CoPSW,NG_400_499_ClAW,NG_400_499_SWks,NG_400_499_MaOpDv,NG_400_499_Lab,NG_400_499_IDNS,NG_400_499_Tot,NG_500_649_Mng,NG_500_649_Pro,NG_500_649_TecTW,NG_500_649_CoPSW,NG_500_649_ClAW,NG_500_649_SWks,NG_500_649_MaOpDv,NG_500_649_Lab,NG_500_649_IDNS,NG_500_649_Tot,NG_650_799_Mng,NG_650_799_Pro,NG_650_799_TecTW,NG_650_799_CoPSW,NG_650_799_ClAW,NG_650_799_SWks,NG_650_799_MaOpDv,NG_650_799_Lab,NG_650_799_IDNS,NG_650_799_Tot,NG_800_999_Mng,NG_800_999_Pro,NG_800_999_TecTW,NG_800_999_CoPSW,NG_800_999_ClAW,NG_800_999_SWks,NG_800_999_MaOpDv,NG_800_999_Lab,NG_800_999_IDNS,NG_800_999_Tot,NG_1000_1249_Mng,NG_1000_1249_Pro,NG_1000_1249_TecTW,NG_1000_1249_CoPSW,NG_1000_1249_ClAW,NG_1000_1249_SWks,NG_1000_1249_MaOpDv,NG_1000_1249_Lab,NG_1000_1249_IDNS,NG_1000_1249_Tot,NG_1250_1499_Mng,NG_1250_1499_Pro,NG_1250_1499_TecTW,NG_1250_1499_CoPSW,NG_1250_1499_ClAW,NG_1250_1499_SWks,NG_1250_1499_MaOpDv,NG_1250_1499_Lab,NG_1250_1499_IDNS,NG_1250_1499_Tot,NG_1500_1749_Mng,NG_1500_1749_Pro,NG_1500_1749_TecTW,NG_1500_1749_CoPSW,NG_1500_1749_ClAW,NG_1500_1749_SWks,NG_1500_1749_MaOpDv,NG_1500_1749_Lab,NG_1500_1749_IDNS,NG_1500_1749_Tot,NG_1750_1999_Mng,NG_1750_1999_Pro,NG_1750_1999_TecTW,NG_1750_1999_CoPSW,NG_1750_1999_ClAW,NG_1750_1999_SWks,NG_1750_1999_MaOpDv,NG_1750_1999_Lab,NG_1750_1999_IDNS,NG_1750_1999_Tot,NG_2000_2999_Mng,NG_2000_2999_Pro,NG_2000_2999_TecTW,NG_2000_2999_CoPSW,NG_2000_2999_ClAW,NG_2000_2999_SWks,NG_2000_2999_MaOpDv,NG_2000_2999_Lab,NG_2000_2999_IDNS,NG_2000_2999_Tot,NG_3000mo_Mng,NG_3000mo_Pro,NG_3000mo_TecTW,NG_3000mo_CoPSW,NG_3000mo_ClAW,NG_3000mo_SWks,NG_3000mo_MaOpDv,NG_3000mo_Lab,NG_3000mo_IDNS,NG_3000mo_Tot,NG_PINS_Mng,NG_PINS_Pro,NG_PINS_TecTW,NG_PINS_CoPSW,NG_PINS_ClAW,NG_PINS_SWks,NG_PINS_MaOpDv,NG_PINS_Lab,NG_PINS_IDNS,NG_PINS_Tot,NG_Tot_Mng,NG_Tot_Pro,NG_Tot_TecTW,NG_Tot_CoPSW,NG_Tot_ClAW,NG_Tot_SWks,NG_Tot_MaOpDv,NG_Tot_Lab,NG_Tot_IDNS,NG_Tot_Tot,SG_NNI_Mng,SG_NNI_Pro,SG_NNI_TecTW,SG_NNI_CoPSW,SG_NNI_ClAW,SG_NNI_SWks,SG_NNI_MaOpDv,SG_NNI_Lab,SG_NNI_IDNS,SG_NNI_Tot,SG_1_149_Mng,SG_1_149_Pro,SG_1_149_TecTW,SG_1_149_CoPSW,SG_1_149_ClAW,SG_1_149_SWks,SG_1_149_MaOpDv,SG_1_149_Lab,SG_1_149_IDNS,SG_1_149_Tot,SG_150_299_Mng,SG_150_299_Pro,SG_150_299_TecTW,SG_150_299_CoPSW,SG_150_299_ClAW,SG_150_299_SWks,SG_150_299_MaOpDv,SG_150_299_Lab,SG_150_299_IDNS,SG_150_299_Tot,SG_300_399_Mng,SG_300_399_Pro,SG_300_399_TecTW,SG_300_399_CoPSW,SG_300_399_ClAW,SG_300_399_SWks,SG_300_399_MaOpDv,SG_300_399_Lab,SG_300_399_IDNS,SG_300_399_Tot
10102,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,10,0,0,0,0,6,0,0,0,3,17,0,3,0,0,4,0,0,0,0,5,0,0,0,0,9,3,0,0,0,19,0,3,0,0,16,8,0,0,0,27,0,3,0,3,22,3,0,3,0,31,0,8,0,0,41,0,0,0,0,50,4,9,0,14,95,0,0,3,8,130,15,10,4,26,57,0,0,4,3,118,23,9,4,20,38,0,0,0,3,107,34,18,3,17,17,0,0,0,4,100,157,53,11,17,19,0,0,0,4,264,73,21,0,5,3,0,0,0,0,102,3,0,0,3,5,0,0,0,0,8,323,146,31,106,331,15,0,10,33,988,0,0,0,0,0,0,0,0,0,4,0,3,0,3,3,0,0,0,0,8,3,3,0,5,3,0,0,0,0,15,0,13,0,10,0,0,0,3,0,23
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,3,0,0,0,10,0,0,0,0,4,0,0,0,0,9,0,0,0,0,7,0,0,0,0,11,0,3,0,0,29,0,0,0,0,32,3,3,0,0,24,0,0,0,0,26,3,0,0,0,3,0,0,0,0,10,0,3,0,0,4,0,0,0,0,8,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,15,0,10,90,4,0,0,0,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,9,0,3,0,3,3,0,0,3,0,9
10104,0,0,0,0,0,0,0,0,0,0,0,6,0,0,9,0,0,0,0,15,0,3,0,0,16,0,0,0,0,20,0,0,0,0,8,0,0,0,0,10,0,0,3,0,10,3,0,0,0,17,0,11,0,4,16,0,0,0,0,32,0,0,0,0,22,3,0,0,0,34,0,4,0,0,33,7,0,0,0,43,3,14,0,0,72,0,0,0,4,91,9,15,0,3,44,0,0,0,9,76,11,17,0,3,10,0,0,0,0,46,6,16,0,0,3,0,0,0,0,26,3,8,0,0,3,0,0,0,0,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,6,38,95,3,11,251,18,0,3,13,433,0,3,0,0,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,9,0,9,0,24,4,0,0,0,0,41,0,16,3,21,9,0,0,3,0,47
10105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,5,0,0,0,0,6,0,0,0,0,9,0,0,0,0,3,0,0,3,0,14,0,0,0,0,8,0,0,0,3,16,0,0,0,0,9,0,0,0,0,10,0,3,0,3,12,3,0,0,0,29,3,9,0,3,19,0,0,0,0,31,0,9,0,3,16,0,0,3,0,32,3,9,3,0,14,0,0,0,0,31,0,4,0,0,6,0,0,0,0,17,8,19,0,0,0,0,0,0,3,27,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,9,70,3,12,96,8,0,10,4,214,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,4,0,13,0,5,0,17,4,0,0,3,0,28,0,6,0,8,6,0,3,0,0,23
10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,0,0,6,0,0,0,0,9,0,0,0,0,11,0,0,0,0,10,0,0,0,0,7,0,0,0,0,6,0,3,3,0,3,0,0,0,0,12,4,3,0,0,8,0,0,0,0,14,0,0,3,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,3,0,0,0,0,0,3,10,23,5,4,45,10,0,0,0,98,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,3,0,0,0,0,8,0,5,0,3,3,0,0,3,0,15
10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,12,0,3,0,3,4,0,0,0,0,16,0,4,0,7,10,0,0,0,0,17,0,4,0,4,3,0,0,0,0,15,0,5,3,0,22,3,0,0,0,31,0,9,0,0,26,4,0,0,0,37,0,9,0,0,49,0,0,0,0,64,3,14,4,0,76,0,0,0,3,106,7,15,3,3,54,3,0,0,0,86,5,27,0,5,27,0,0,0,4,68,4,29,3,0,9,0,0,0,0,47,7,24,0,0,12,0,0,0,0,38,3,3,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,4,32,147,11,26,302,14,0,0,14,554,0,5,0,3,0,0,0,0,0,8,3,5,0,7,3,0,0,9,0,28,0,16,4,26,11,0,0,5,0,75,6,26,8,40,26,0,0,6,0,113
10202,0,0,0,0,0,0,0,0,0,0,0,6,0,0,5,0,0,0,0,14,0,5,0,0,3,0,0,0,0,5,0,10,0,4,4,0,0,0,0,22,0,6,0,7,7,0,0,0,0,20,0,17,4,3,23,4,3,0,0,56,0,19,0,4,33,0,4,0,0,57,3,17,0,3,67,4,6,3,0,104,8,20,7,0,132,3,5,0,6,178,5,30,8,4,128,0,0,0,4,183,9,34,12,4,49,0,0,0,0,105,10,35,0,0,13,0,0,0,0,61,5,34,3,0,10,0,0,0,0,58,3,7,0,0,0,0,0,0,0,10,0,0,0,0,7,0,0,0,4,8,43,232,33,32,485,17,25,4,21,897,0,3,0,0,0,0,0,0,0,3,0,8,0,10,4,0,0,0,0,17,0,23,5,31,8,0,0,6,0,75,3,33,0,37,12,0,3,9,3,91
10301,0,0,0,0,3,0,0,0,0,5,0,6,0,3,3,0,0,0,0,12,0,10,3,5,7,0,3,0,0,33,0,9,0,3,3,0,0,0,0,12,0,7,0,7,5,0,0,0,0,29,0,17,0,4,14,0,0,4,0,50,0,13,3,3,11,0,0,3,4,41,0,28,9,5,28,0,0,3,0,77,9,40,19,9,56,5,0,0,0,133,15,46,7,5,53,0,0,0,0,122,11,62,7,9,17,0,0,0,0,110,8,61,6,5,7,0,0,0,0,88,25,91,3,0,10,0,0,0,3,131,17,18,0,0,0,0,0,0,0,40,0,8,0,0,7,0,0,0,0,12,83,416,53,62,227,12,6,15,16,893,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,12,0,8,0,12,0,0,0,3,0,23,3,11,0,6,3,0,0,3,0,24
10302,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,4,0,0,0,0,10,0,0,4,0,17,0,0,0,0,6,0,0,0,0,9,3,0,0,0,11,0,0,0,0,13,0,3,0,3,12,0,0,0,0,23,0,0,0,0,6,4,0,0,0,9,0,0,0,0,3,0,0,0,0,11,0,4,0,0,20,3,0,0,0,28,0,6,0,0,19,3,0,0,0,30,9,8,0,0,8,0,0,0,0,20,0,6,0,0,7,0,0,0,0,17,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,38,4,12,107,10,0,7,3,195,0,0,0,0,0,0,0,0,0,3,0,3,0,6,0,0,0,0,0,13,0,14,0,11,0,0,0,3,0,33,0,6,3,21,3,0,0,3,0,42
10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,10,0,0,0,3,8,0,0,0,0,8,0,0,0,0,9,0,0,0,0,12,0,4,0,9,0,5,3,0,0,16,0,4,0,41,10,0,0,0,0,50,0,4,3,14,10,0,0,0,0,37,0,7,0,6,10,3,0,0,0,27,0,9,3,3,10,0,0,0,0,32,3,7,0,3,3,0,0,0,0,17,3,11,0,3,4,0,0,0,0,20,3,4,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,17,50,7,75,82,9,6,4,3,248,0,0,0,0,0,0,0,0,0,3,0,5,0,9,0,3,0,4,0,18,0,7,0,10,3,0,0,8,0,27,0,12,0,13,4,0,0,4,0,40
