SA3_CODE_2016,EAFW_18_TechFEI_NS,EAFW_18_TechFEI_Tot,EAFW_18_UniOTIs_FT,EAFW_18_UniOTIs_PT,EAFW_18_UniOTIs_NS,EAFW_18_UniOTIs_Tot,EAFW_18_Other,EAFW_18_NS,EAFW_18_Tot,EAFW_19_TechFEI_FT,EAFW_19_TechFEI_PT,EAFW_19_TechFEI_NS,EAFW_19_TechFEI_Tot,EAFW_19_UniOTIs_FT,EAFW_19_UniOTIs_PT,EAFW_19_UniOTIs_NS,EAFW_19_UniOTIs_Tot,EAFW_19_Other,EAFW_19_NS,EAFW_19_Tot,EAFW_20_24_TechFEI_FT,EAFW_20_24_TechFEI_PT,EAFW_20_24_TechFEI_NS,EAFW_20_24_TechFEI_Tot,EAFW_20_24_UniOTIs_FT,EAFW_20_24_UniOTIs_PT,EAFW_20_24_UniOTIs_NS,EAFW_20_24_UniOTIs_Tot,EAFW_20_24_Other,EAFW_20_24_NS,EAFW_20_24_Tot,EAFW_25_29_TechFEI_FT,EAFW_25_29_TechFEI_PT,EAFW_25_29_TechFEI_NS,EAFW_25_29_TechFEI_Tot,EAFW_25_29_UniOTIs_FT,EAFW_25_29_UniOTIs_PT,EAFW_25_29_UniOTIs_NS,EAFW_25_29_UniOTIs_Tot,EAFW_25_29_Other,EAFW_25_29_NS,EAFW_25_29_Tot,EAFW_30over_TechFEI_FT,EAFW_30over_TechFEI_PT,EAFW_30over_TechFEI_NS,EAFW_30over_TechFEI_Tot,EAFW_30over_UniOTIs_FT,EAFW_30over_UniOTIs_PT,EAFW_30over_UniOTIs_NS,EAFW_30over_UniOTIs_Tot,EAFW_30over_Other,EAFW_30over_NS,EAFW_30over_Tot,EAFW_Tot_TechFEI_FT,EAFW_Tot_TechFEI_PT,EAFW_Tot_TechFEI_NS,EAFW_Tot_TechFEI_Tot,EAFW_Tot_UniOTIs_FT,EAFW_Tot_UniOTIs_PT,EAFW_Tot_UniOTIs_NS,EAFW_Tot_UniOTIs_Tot,EAFW_Tot_Other,EAFW_Tot_NS,EAFW_Tot_Tot,Tot_16_TechFEI_FT,Tot_16_TechFEI_PT,Tot_16_TechFEI_NS,Tot_16_TechFEI_Tot,Tot_16_UniOTIs_FT,Tot_16_UniOTIs_PT,Tot_16_UniOTIs_NS,Tot_16_UniOTIs_Tot,Tot_16_Other,Tot_16_NS,Tot_16_Tot,Tot_17_TechFEI_FT,Tot_17_TechFEI_PT,Tot_17_TechFEI_NS,Tot_17_TechFEI_Tot,Tot_17_UniOTIs_FT,Tot_17_UniOTIs_PT,Tot_17_UniOTIs_NS,Tot_17_UniOTIs_Tot,Tot_17_Other,Tot_17_NS,Tot_17_Tot,Tot_18_TechFEI_FT,Tot_18_TechFEI_PT,Tot_18_TechFEI_NS,Tot_18_TechFEI_Tot,Tot_18_UniOTIs_FT,Tot_18_UniOTIs_PT,Tot_18_UniOTIs_NS,Tot_18_UniOTIs_Tot,Tot_18_Other,Tot_18_NS,Tot_18_Tot,Tot_19_TechFEI_FT,Tot_19_TechFEI_PT,Tot_19_TechFEI_NS,Tot_19_TechFEI_Tot,Tot_19_UniOTIs_FT,Tot_19_UniOTIs_PT,Tot_19_UniOTIs_NS,Tot_19_UniOTIs_Tot,Tot_19_Other,Tot_19_NS,Tot_19_Tot,Tot_20_24_TechFEI_FT,Tot_20_24_TechFEI_PT,Tot_20_24_TechFEI_NS,Tot_20_24_TechFEI_Tot,Tot_20_24_UniOTIs_FT,Tot_20_24_UniOTIs_PT,Tot_20_24_UniOTIs_NS,Tot_20_24_UniOTIs_Tot,Tot_20_24_Other,Tot_20_24_NS,Tot_20_24_Tot,Tot_25_29_TechFEI_FT,Tot_25_29_TechFEI_PT,Tot_25_29_TechFEI_NS,Tot_25_29_TechFEI_Tot,Tot_25_29_UniOTIs_FT,Tot_25_29_UniOTIs_PT,Tot_25_29_UniOTIs_NS,Tot_25_29_UniOTIs_Tot,Tot_25_29_Other,Tot_25_29_NS,Tot_25_29_Tot,Tot_30over_TechFEI_FT,Tot_30over_TechFEI_PT,Tot_30over_TechFEI_NS,Tot_30over_TechFEI_Tot,Tot_30over_UniOTIs_FT,Tot_30over_UniOTIs_PT,Tot_30over_UniOTIs_NS,Tot_30over_UniOTIs_Tot,Tot_30over_Other,Tot_30over_NS,Tot_30over_Tot,Tot_Tot_TechFEI_FT,Tot_Tot_TechFEI_PT,Tot_Tot_TechFEI_NS,Tot_Tot_TechFEI_Tot,Tot_Tot_UniOTIs_FT,Tot_Tot_UniOTIs_PT,Tot_Tot_UniOTIs_NS,Tot_Tot_UniOTIs_Tot,Tot_Tot_Other,Tot_Tot_NS,Tot_Tot_Tot
10102,0,3,0,0,0,0,0,0,3,0,0,0,0,5,0,0,5,0,0,5,0,0,0,0,14,4,0,21,0,3,26,0,3,0,3,4,3,0,3,0,0,10,3,3,0,6,0,13,0,10,0,10,35,3,16,0,16,21,15,0,39,30,13,102,0,8,0,9,0,0,0,0,144,3,159,3,9,0,14,0,0,0,0,182,6,201,5,31,0,32,47,3,0,51,80,0,164,14,62,0,74,81,3,0,81,7,5,168,35,125,0,162,207,64,0,269,21,17,464,11,70,0,87,46,77,0,125,13,8,235,29,162,3,197,58,243,0,300,83,103,685,98,468,3,566,433,398,0,836,527,142,2065
10103,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,3,0,0,8,0,0,0,0,5,3,0,3,0,3,8,0,0,0,0,0,0,0,0,0,0,4,0,5,0,3,0,3,0,3,0,17,29,3,6,0,4,5,9,0,16,11,19,57,0,3,0,3,0,0,0,0,69,3,80,0,5,0,5,0,0,0,0,69,3,73,3,13,0,15,3,3,0,5,22,3,50,4,24,0,24,16,6,0,23,3,0,54,10,55,0,65,69,42,0,108,10,13,193,4,50,0,47,16,38,0,55,9,8,123,11,120,0,135,14,117,0,136,33,95,389,25,269,0,291,115,215,3,332,221,129,969
10104,0,0,0,0,0,0,13,3,16,3,0,0,4,3,0,0,3,0,0,6,0,11,0,11,8,0,0,8,0,4,26,0,3,0,7,3,7,0,9,0,0,20,0,8,0,11,10,13,0,21,9,22,64,5,21,0,28,31,17,0,49,65,33,182,0,8,0,8,0,0,0,0,234,4,248,8,25,0,30,3,0,0,3,246,8,293,12,34,0,46,11,0,0,12,116,8,179,15,33,0,46,17,6,0,17,13,6,84,16,126,0,145,79,43,0,121,23,15,295,14,66,0,80,25,52,0,77,16,12,188,19,209,4,238,78,325,3,406,106,283,1027,83,504,3,593,213,421,3,639,744,345,2318
10105,0,0,0,0,0,0,6,0,10,0,3,0,3,4,0,0,4,0,0,4,0,4,0,4,12,0,0,12,0,0,14,0,4,0,4,3,3,0,9,0,0,10,0,4,0,3,4,4,0,9,0,8,21,3,14,0,20,24,13,0,31,25,10,86,3,10,0,12,0,0,0,0,123,4,136,10,16,0,25,0,0,0,0,104,3,131,7,36,0,37,6,3,0,10,48,6,107,3,36,0,40,21,10,0,27,3,3,71,10,95,3,103,90,38,0,122,10,9,256,7,43,0,49,22,52,0,72,11,4,138,15,118,0,131,40,181,6,223,69,123,548,42,357,3,398,172,278,5,457,371,160,1386
10106,0,0,0,0,0,0,3,0,4,0,0,0,0,3,0,0,3,0,0,4,0,3,0,4,9,4,0,14,0,0,20,0,0,0,0,0,4,0,4,3,0,11,0,5,0,6,0,8,0,8,0,12,24,4,9,0,17,14,14,0,30,31,12,86,3,0,0,4,0,0,0,0,111,3,117,0,11,0,11,0,0,0,0,109,4,127,6,26,0,28,8,5,0,13,46,0,91,5,22,0,27,31,7,0,39,0,0,69,12,62,0,78,99,41,4,143,11,10,236,8,34,0,36,25,37,0,60,8,3,115,16,118,0,137,30,113,0,144,49,121,446,45,279,3,321,189,205,4,393,341,142,1199
10201,0,10,4,0,0,7,26,0,41,0,3,0,3,19,0,0,19,0,0,23,4,12,0,23,75,8,0,86,3,3,113,6,9,0,13,19,19,0,41,4,4,64,0,19,0,20,12,33,0,49,15,51,133,23,52,0,78,140,63,0,207,123,64,470,4,12,0,20,3,0,0,3,612,13,645,16,52,0,72,9,3,0,12,653,14,751,24,111,0,135,202,23,0,231,246,12,628,37,118,0,152,338,50,4,392,20,11,574,98,376,5,478,985,270,4,1259,65,37,1837,35,185,0,221,247,263,3,513,69,32,838,77,534,7,622,249,859,4,1109,322,360,2410,288,1390,14,1697,2028,1477,15,3518,1982,475,7672
10202,0,8,8,0,0,8,33,0,41,0,0,0,0,11,3,0,12,0,3,17,3,10,0,13,58,17,0,72,5,4,101,0,9,0,8,8,7,0,18,5,4,30,0,22,0,23,17,32,0,42,14,53,128,9,46,0,58,98,54,0,149,118,69,404,10,16,0,24,0,0,0,3,514,18,553,15,51,0,66,3,0,0,3,546,19,637,19,86,0,106,123,16,0,134,233,10,486,20,116,0,140,202,36,0,239,23,12,412,62,283,0,345,689,230,0,922,71,34,1371,23,141,0,168,170,194,0,368,48,22,604,61,459,3,523,175,616,0,794,223,324,1862,212,1159,7,1377,1362,1100,6,2465,1660,428,5926
10301,0,3,14,0,0,14,9,0,23,0,5,0,5,14,0,0,14,0,0,16,4,8,0,10,57,5,0,62,0,0,76,0,4,0,4,6,0,0,11,0,3,18,0,13,0,16,3,13,0,22,3,21,56,10,30,0,41,101,21,0,122,34,27,228,0,4,0,4,0,0,0,0,150,10,161,5,20,0,31,0,0,0,0,165,8,195,13,42,0,54,71,3,0,72,65,3,194,7,46,0,52,125,5,0,133,5,0,197,29,112,3,150,479,120,0,600,11,12,778,18,73,0,92,69,91,0,159,24,18,298,31,247,0,277,65,391,0,456,76,179,987,108,550,4,659,818,609,4,1428,492,228,2808
10302,0,0,8,0,0,8,15,0,26,0,0,0,0,7,0,0,12,0,0,9,0,3,0,3,14,0,3,16,0,6,26,0,3,0,3,0,6,0,14,0,0,15,0,13,0,17,0,14,0,17,0,33,60,0,24,0,24,35,24,3,60,52,40,174,0,8,0,4,0,0,0,0,159,0,166,4,19,0,25,0,0,0,0,155,6,190,8,53,3,57,12,3,0,11,78,5,154,8,55,0,59,24,8,0,33,11,7,109,21,115,0,133,69,67,3,134,19,18,306,0,58,0,60,21,62,0,82,8,16,173,13,216,4,235,24,184,0,203,66,267,768,52,519,5,584,151,319,6,478,491,324,1866
10303,0,4,0,0,0,0,10,0,11,3,0,0,4,3,0,0,3,0,0,8,0,4,0,4,6,3,0,7,0,10,21,0,4,0,4,0,0,0,0,0,0,8,0,7,0,7,0,11,0,17,4,17,46,7,14,0,20,16,17,0,31,33,32,118,0,8,0,11,0,0,0,0,116,0,131,0,23,0,22,0,0,0,0,113,7,149,10,35,0,49,15,0,0,15,53,3,123,13,51,0,64,20,3,0,20,8,3,94,18,108,5,128,63,59,0,115,6,22,273,9,63,0,67,18,58,0,72,15,18,178,14,199,3,211,41,211,0,251,67,197,732,63,482,6,556,142,325,0,472,380,263,1668
