SA3_CODE_2016,Mng_NNI_H_0,Mng_NNI_H_1_15,Mng_NNI_H_16_24,Mng_NNI_H_25_34,Mng_NNI_H_35_39,Mng_NNI_H_40,Mng_NNI_H_41_48,Mng_NNI_H_49mo,Mng_NNI_H_NS,Mng_NNI_H_Tot,Mng_1_149_H_0,Mng_1_149_H_1_15,Mng_1_149_H_16_24,Mng_1_149_H_25_34,Mng_1_149_H_35_39,Mng_1_149_H_40,Mng_1_149_H_41_48,Mng_1_149_H_49mo,Mng_1_149_H_NS,Mng_1_149_H_Tot,Mng_150_299_H_0,Mng_150_299_H_1_15,Mng_150_299_H_16_24,Mng_150_299_H_25_34,Mng_150_299_H_35_39,Mng_150_299_H_40,Mng_150_299_H_41_48,Mng_150_299_H_49mo,Mng_150_299_H_NS,Mng_150_299_H_Tot,Mng_300_399_H_0,Mng_300_399_H_1_15,Mng_300_399_H_16_24,Mng_300_399_H_25_34,Mng_300_399_H_35_39,Mng_300_399_H_40,Mng_300_399_H_41_48,Mng_300_399_H_49mo,Mng_300_399_H_NS,Mng_300_399_H_Tot,Mng_400_499_H_0,Mng_400_499_H_1_15,Mng_400_499_H_16_24,Mng_400_499_H_25_34,Mng_400_499_H_35_39,Mng_400_499_H_40,Mng_400_499_H_41_48,Mng_400_499_H_49mo,Mng_400_499_H_NS,Mng_400_499_H_Tot,Mng_500_649_H_0,Mng_500_649_H_1_15,Mng_500_649_H_16_24,Mng_500_649_H_25_34,Mng_500_649_H_35_39,Mng_500_649_H_40,Mng_500_649_H_41_48,Mng_500_649_H_49mo,Mng_500_649_H_NS,Mng_500_649_H_Tot,Mng_650_799_H_0,Mng_650_799_H_1_15,Mng_650_799_H_16_24,Mng_650_799_H_25_34,Mng_650_799_H_35_39,Mng_650_799_H_40,Mng_650_799_H_41_48,Mng_650_799_H_49mo,Mng_650_799_H_NS,Mng_650_799_H_Tot,Mng_800_999_H_0,Mng_800_999_H_1_15,Mng_800_999_H_16_24,Mng_800_999_H_25_34,Mng_800_999_H_35_39,Mng_800_999_H_40,Mng_800_999_H_41_48,Mng_800_999_H_49mo,Mng_800_999_H_NS,Mng_800_999_H_Tot,Mng_1000_1249_H_0,Mng_1000_1249_H_1_15,Mng_1000_1249_H_16_24,Mng_1000_1249_H_25_34,Mng_1000_1249_H_35_39,Mng_1000_1249_H_40,Mng_1000_1249_H_41_48,Mng_1000_1249_H_49mo,Mng_1000_1249_H_NS,Mng_1000_1249_H_Tot,Mng_1250_1499_H_0,Mng_1250_1499_H_1_15,Mng_1250_1499_H_16_24,Mng_1250_1499_H_25_34,Mng_1250_1499_H_35_39,Mng_1250_1499_H_40,Mng_1250_1499_H_41_48,Mng_1250_1499_H_49mo,Mng_1250_1499_H_NS,Mng_1250_1499_H_Tot,Mng_1500_1749_H_0,Mng_1500_1749_H_1_15,Mng_1500_1749_H_16_24,Mng_1500_1749_H_25_34,Mng_1500_1749_H_35_39,Mng_1500_1749_H_40,Mng_1500_1749_H_41_48,Mng_1500_1749_H_49mo,Mng_1500_1749_H_NS,Mng_1500_1749_H_Tot,Mng_1750_1999_H_0,Mng_1750_1999_H_1_15,Mng_1750_1999_H_16_24,Mng_1750_1999_H_25_34,Mng_1750_1999_H_35_39,Mng_1750_1999_H_40,Mng_1750_1999_H_41_48,Mng_1750_1999_H_49mo,Mng_1750_1999_H_NS,Mng_1750_1999_H_Tot,Mng_2000_2999_H_0,Mng_2000_2999_H_1_15,Mng_2000_2999_H_16_24,Mng_2000_2999_H_25_34,Mng_2000_2999_H_35_39,Mng_2000_2999_H_40,Mng_2000_2999_H_41_48,Mng_2000_2999_H_49mo,Mng_2000_2999_H_NS,Mng_2000_2999_H_Tot,Mng_3000mo_H_0,Mng_3000mo_H_1_15,Mng_3000mo_H_16_24,Mng_3000mo_H_25_34,Mng_3000mo_H_35_39,Mng_3000mo_H_40,Mng_3000mo_H_41_48,Mng_3000mo_H_49mo,Mng_3000mo_H_NS,Mng_3000mo_H_Tot,Mng_PINS_H_0,Mng_PINS_H_1_15,Mng_PINS_H_16_24,Mng_PINS_H_25_34,Mng_PINS_H_35_39,Mng_PINS_H_40,Mng_PINS_H_41_48,Mng_PINS_H_49mo,Mng_PINS_H_NS,Mng_PINS_H_Tot,Mng_Tot_H_0,Mng_Tot_H_1_15,Mng_Tot_H_16_24,Mng_Tot_H_25_34,Mng_Tot_H_35_39,Mng_Tot_H_40,Mng_Tot_H_41_48,Mng_Tot_H_49mo,Mng_Tot_H_NS,Mng_Tot_H_Tot,Pro_NNI_H_0,Pro_NNI_H_1_15,Pro_NNI_H_16_24,Pro_NNI_H_25_34,Pro_NNI_H_35_39,Pro_NNI_H_40,Pro_NNI_H_41_48,Pro_NNI_H_49mo,Pro_NNI_H_NS,Pro_NNI_H_Tot,Pro_1_149_H_0,Pro_1_149_H_1_15,Pro_1_149_H_16_24,Pro_1_149_H_25_34,Pro_1_149_H_35_39,Pro_1_149_H_40,Pro_1_149_H_41_48,Pro_1_149_H_49mo,Pro_1_149_H_NS,Pro_1_149_H_Tot,Pro_150_299_H_0,Pro_150_299_H_1_15,Pro_150_299_H_16_24,Pro_150_299_H_25_34,Pro_150_299_H_35_39,Pro_150_299_H_40,Pro_150_299_H_41_48,Pro_150_299_H_49mo,Pro_150_299_H_NS,Pro_150_299_H_Tot,Pro_300_399_H_0,Pro_300_399_H_1_15,Pro_300_399_H_16_24,Pro_300_399_H_25_34,Pro_300_399_H_35_39,Pro_300_399_H_40,Pro_300_399_H_41_48,Pro_300_399_H_49mo,Pro_300_399_H_NS,Pro_300_399_H_Tot
10102,3,3,3,3,0,0,3,30,0,48,0,8,3,6,0,3,0,12,0,31,0,3,5,0,0,0,3,17,0,43,4,7,10,11,0,4,4,29,3,66,0,4,4,12,7,5,6,13,0,61,0,13,12,15,3,13,0,35,4,97,4,8,7,25,22,23,15,21,0,123,6,10,8,17,34,39,26,48,0,184,9,12,10,15,43,48,33,81,0,245,3,5,7,8,35,48,26,74,3,207,5,3,3,12,17,51,31,80,0,209,6,10,3,7,17,43,32,62,0,178,18,14,4,14,42,90,107,195,0,483,7,3,8,5,7,26,35,160,0,254,3,0,4,0,4,6,0,8,0,32,68,116,86,143,228,403,318,871,15,2250,0,3,0,3,0,0,0,0,0,12,0,22,3,0,0,0,3,3,0,32,4,37,3,4,0,0,3,3,0,54,4,24,8,8,3,0,0,3,3,53
10103,0,7,0,0,3,3,3,26,3,42,0,7,8,0,0,3,3,13,0,28,4,3,3,12,0,8,3,18,0,51,0,8,7,5,3,3,7,27,3,66,3,12,7,10,9,3,3,47,0,88,5,15,9,8,6,20,16,68,0,145,3,9,15,13,15,19,12,75,0,160,3,10,8,15,22,31,36,101,0,229,7,12,11,3,19,49,31,118,3,251,5,5,8,10,15,23,11,84,3,166,5,6,8,0,11,26,15,63,4,132,3,0,0,4,8,23,14,34,3,93,4,8,0,3,20,25,18,85,0,168,4,0,3,3,6,13,8,65,3,109,0,0,3,4,0,6,5,11,0,34,51,91,82,102,141,266,177,835,27,1763,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,8,0,10,3,0,0,7,0,3,0,25,0,6,3,3,4,0,0,3,0,16
10104,7,3,3,3,7,10,0,27,0,59,4,9,0,7,0,10,7,21,0,63,5,17,11,25,3,5,4,46,0,121,10,22,24,27,8,16,8,44,3,159,7,16,27,33,8,20,14,40,3,152,4,26,34,57,21,38,12,97,3,294,4,26,21,52,53,54,31,91,3,331,13,16,15,42,94,79,42,107,9,423,6,8,10,36,93,97,59,130,8,450,13,17,15,16,43,54,42,92,0,287,3,9,4,15,34,49,42,77,0,240,7,3,7,9,18,23,24,50,3,145,15,13,3,13,29,47,37,105,0,263,4,6,6,10,3,14,13,66,0,124,3,5,6,0,3,11,3,18,9,52,98,194,179,340,422,531,342,1007,53,3168,0,4,3,3,0,0,0,3,0,17,0,24,0,3,4,0,0,3,0,33,6,49,17,5,0,3,3,0,0,84,4,47,28,12,3,3,0,3,3,105
10105,0,3,0,4,0,8,6,27,0,59,0,4,5,0,0,6,7,10,0,30,6,10,12,4,3,3,8,29,0,74,3,10,11,7,0,11,6,25,0,73,0,9,8,15,10,9,5,32,3,86,10,10,11,21,3,17,6,68,3,162,4,6,14,27,32,27,7,55,5,169,5,4,12,18,58,49,27,72,0,241,8,7,8,19,49,60,34,90,3,281,12,9,8,8,24,47,21,70,0,192,0,6,4,4,21,34,15,68,4,151,0,0,0,3,13,16,11,52,0,105,7,9,8,13,24,35,27,99,0,220,3,10,7,6,9,16,10,64,0,121,3,4,3,4,3,4,0,15,6,39,59,100,105,151,245,343,202,764,32,1998,0,3,0,0,0,0,0,0,0,3,0,17,0,0,0,0,0,0,0,19,0,9,7,3,0,3,0,0,0,27,0,7,12,9,3,0,0,3,0,35
10106,0,3,4,8,3,5,6,41,0,69,0,7,4,4,3,7,4,23,0,51,3,16,8,5,6,18,0,23,4,85,0,15,12,14,5,12,3,25,0,91,3,16,12,18,7,13,8,50,0,129,8,16,23,27,9,41,19,66,4,224,14,9,12,33,36,43,19,58,3,232,9,5,15,21,37,59,21,114,3,274,13,9,15,15,33,69,39,129,3,321,0,8,10,14,28,33,20,86,0,212,4,10,9,15,10,43,27,99,6,208,0,5,8,6,14,20,14,68,3,139,7,13,8,10,15,26,13,104,3,206,0,4,9,7,8,20,22,91,4,167,0,4,4,0,0,11,0,25,8,54,62,154,137,206,218,426,226,1010,47,2471,0,0,0,0,0,0,0,0,0,5,0,13,0,0,0,0,0,0,0,18,0,16,6,7,0,0,0,0,0,37,3,26,7,5,0,3,0,3,0,48
10201,0,6,3,6,4,12,9,34,4,75,5,19,12,9,0,8,5,13,0,72,10,40,12,15,3,9,0,17,0,101,8,27,36,26,16,18,5,33,3,165,3,29,28,25,16,28,8,35,0,182,6,27,65,63,38,40,14,66,5,330,17,25,40,74,118,96,23,75,8,475,17,27,33,77,210,193,87,123,3,780,25,26,32,67,178,249,146,219,6,947,22,12,30,40,130,170,93,203,5,702,12,7,16,35,94,151,84,214,11,635,17,7,11,22,66,106,73,166,3,470,31,14,13,25,101,209,124,370,3,899,8,12,13,16,17,75,63,258,0,476,4,0,10,9,7,19,12,31,20,117,196,282,351,510,1009,1385,751,1864,75,6413,3,6,6,3,0,6,0,10,3,52,3,102,15,9,3,8,0,6,0,146,6,144,37,15,5,12,5,4,0,243,13,138,62,22,9,11,3,14,3,278
10202,0,3,3,4,0,4,3,11,0,32,3,20,3,3,0,5,0,11,0,44,4,24,16,8,4,8,3,4,3,78,3,28,31,6,7,10,7,21,3,120,5,22,28,23,6,9,16,31,0,137,7,24,34,60,36,32,4,46,5,251,11,12,34,58,84,82,24,47,4,363,19,7,13,64,173,145,78,104,3,610,12,15,14,46,132,185,100,187,6,705,10,9,12,20,84,123,85,143,4,491,4,6,11,14,65,111,59,159,0,430,9,0,3,10,35,88,44,137,0,319,15,13,16,19,73,135,114,273,4,663,7,7,6,10,32,48,58,173,0,344,0,0,7,4,8,12,7,15,3,55,111,189,228,355,752,1004,600,1357,44,4637,5,4,5,3,7,3,0,7,0,33,8,68,11,6,3,4,4,3,3,99,7,85,32,11,3,0,0,4,3,147,10,85,40,17,6,5,4,10,8,187
10301,0,5,5,6,0,4,0,22,0,48,3,7,3,4,0,3,0,14,0,35,0,15,10,9,0,6,3,12,3,59,5,12,6,7,3,16,3,28,0,84,0,11,11,17,3,15,3,36,0,108,5,13,14,22,13,22,9,52,3,151,5,9,17,30,48,45,7,53,6,213,9,14,22,31,47,56,35,84,3,299,13,5,10,24,57,57,54,90,4,310,6,10,3,14,48,43,40,81,3,244,11,14,5,7,38,50,34,99,0,263,5,3,3,3,21,37,24,76,3,180,14,9,4,3,59,76,58,142,0,356,3,8,3,5,6,22,18,110,3,180,0,0,0,5,0,3,3,20,3,44,72,131,119,179,345,456,310,918,32,2556,3,0,0,0,0,0,0,4,0,11,0,23,4,0,0,0,0,3,4,41,4,46,3,0,0,3,0,4,0,65,4,30,17,3,0,0,4,3,3,63
10302,3,3,4,10,3,26,15,110,5,185,0,16,3,3,0,8,3,50,4,88,5,17,13,14,5,21,6,71,5,147,5,25,11,22,7,26,20,86,16,217,5,19,25,24,5,30,13,123,13,268,13,34,28,45,21,47,36,217,3,442,18,21,23,41,47,76,37,206,4,477,14,19,26,47,47,98,62,264,4,584,21,14,10,27,49,127,57,278,14,599,8,12,8,17,35,66,52,189,0,379,10,8,11,13,36,54,33,151,0,312,5,0,4,12,17,38,34,98,0,208,3,8,5,15,17,61,52,182,3,346,3,12,8,9,10,30,29,169,0,270,8,10,3,10,3,14,3,50,15,113,123,215,188,303,314,720,443,2244,94,4645,0,0,0,0,0,0,0,0,0,3,4,11,0,3,0,3,0,0,0,25,0,24,9,5,3,3,0,0,0,53,7,31,8,10,3,0,0,6,7,80
10303,0,4,13,7,5,13,3,39,0,93,0,12,3,3,0,5,3,16,0,37,4,14,5,12,11,11,7,39,3,100,4,10,14,12,3,17,4,37,0,109,3,9,16,8,8,14,13,40,3,119,3,11,18,19,13,30,14,68,3,182,5,13,14,27,34,37,15,71,4,227,6,6,18,16,39,44,24,86,3,251,7,3,12,19,31,56,30,91,6,259,0,10,9,3,26,39,26,75,0,186,3,3,7,4,13,27,16,57,3,144,3,0,4,8,14,22,10,34,0,100,14,3,3,3,26,44,35,116,0,241,0,7,3,3,14,22,23,126,0,186,0,4,4,0,4,11,0,23,4,42,67,122,138,148,244,378,234,924,32,2280,3,0,3,0,0,0,0,0,0,10,0,20,3,3,5,3,0,0,0,39,4,19,3,7,0,0,0,3,0,30,3,24,15,9,3,8,0,3,0,64
