SA3_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
10102,3,4,0,0,0,3,0,0,0,13,9,191,18,3,0,0,0,0,7,223,0,65,28,4,0,0,0,0,0,103,3,36,37,14,0,0,0,0,0,96,4,21,45,33,4,0,4,6,0,120,3,13,26,63,29,3,5,5,0,150,6,9,15,36,59,30,13,8,0,177,4,4,12,11,47,31,21,15,0,144,10,3,3,9,21,31,12,18,0,113,0,0,0,5,13,11,12,8,0,57,3,0,3,3,6,9,4,20,0,43,0,0,0,0,0,9,4,9,0,24,0,0,0,0,3,6,9,13,0,29,0,0,0,3,0,3,3,8,0,21,0,7,3,0,0,0,0,0,3,16,47,363,188,174,189,146,86,121,16,1328,0,0,0,0,0,0,0,3,0,3,0,7,3,0,0,0,0,3,0,16,0,10,0,6,3,0,0,0,0,14,0,11,5,3,3,0,0,0,0,23
10103,0,4,0,0,0,0,0,4,0,8,8,67,17,8,3,0,0,0,4,101,7,25,9,6,0,3,0,3,0,60,6,10,20,12,10,3,0,0,0,66,0,9,27,23,14,10,3,6,0,90,0,13,18,50,32,10,9,20,4,147,0,3,16,38,71,21,20,8,0,187,4,4,0,11,49,22,26,14,0,136,3,3,0,6,12,17,10,19,0,68,0,0,0,0,5,4,6,11,0,20,0,3,0,0,0,3,0,10,0,22,0,0,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,7,0,10,0,4,0,0,0,0,0,4,0,9,0,10,4,0,3,0,0,0,3,23,33,155,119,146,200,92,82,115,16,955,0,0,0,0,0,0,0,0,0,3,0,9,0,3,4,0,0,0,0,17,4,3,5,3,3,4,0,0,0,24,0,4,0,4,8,4,0,0,0,26
10104,0,25,0,0,0,4,0,5,0,39,30,346,18,3,0,0,4,0,13,413,6,144,53,16,4,3,0,7,5,234,20,67,78,34,3,10,3,6,4,226,12,69,116,82,26,11,4,11,0,322,16,53,91,160,66,24,6,13,3,438,22,23,38,120,150,52,30,13,5,445,14,20,12,40,118,57,28,34,3,324,7,3,3,10,41,41,27,41,3,176,0,8,6,5,17,15,16,16,0,85,0,4,7,11,4,6,3,12,0,50,0,0,0,3,0,4,0,6,0,19,3,3,0,0,0,7,3,9,0,27,3,0,0,0,0,3,0,7,0,20,4,22,5,5,3,3,3,3,8,61,141,787,420,495,435,241,136,188,45,2876,0,0,0,0,0,4,0,0,0,4,0,12,0,0,0,0,0,0,0,12,3,17,5,0,3,0,0,0,0,29,0,15,18,0,3,0,0,4,0,49
10105,4,4,0,0,0,0,0,0,0,18,10,170,8,0,0,0,0,0,3,202,9,62,32,10,0,3,4,3,0,125,4,29,38,23,4,0,0,0,5,99,9,12,52,31,13,5,0,3,3,127,5,14,39,68,29,12,4,4,4,184,4,11,24,51,70,24,10,11,0,202,5,4,4,22,42,32,17,4,0,138,0,0,6,3,13,26,15,19,0,86,0,0,0,3,6,8,5,9,0,33,0,0,0,0,3,4,0,9,0,16,0,0,0,0,4,4,0,7,0,11,0,0,0,0,0,10,7,5,0,29,0,0,0,0,0,0,3,3,0,7,3,9,3,4,0,0,3,0,3,28,63,317,214,216,199,124,64,85,25,1308,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,15,0,11,3,0,0,0,0,0,0,14,0,6,10,6,0,0,0,0,0,25
10106,0,8,3,3,0,0,0,6,0,17,12,130,10,0,4,0,0,0,3,153,5,47,21,0,4,0,0,3,0,85,0,31,34,18,3,3,3,9,0,106,3,21,38,18,6,9,0,9,5,100,3,15,34,66,23,4,0,7,0,157,7,9,14,45,57,18,22,5,3,177,0,0,5,14,33,19,25,11,0,110,3,3,0,4,9,10,18,19,0,70,0,0,0,0,5,8,5,11,0,41,0,3,0,0,4,10,0,6,0,28,0,0,0,0,0,3,0,8,0,10,0,0,0,0,0,6,0,3,0,14,0,0,0,0,4,0,0,4,0,8,0,3,0,3,6,0,0,0,0,18,33,278,161,179,157,86,77,95,20,1086,0,0,0,0,3,0,0,0,0,6,0,5,0,0,0,0,0,0,0,6,0,5,4,0,0,0,0,3,0,13,0,3,8,3,0,0,0,4,0,18
10201,9,31,9,5,3,5,0,4,8,68,55,868,61,5,4,0,0,0,10,1010,39,475,172,37,5,5,3,8,8,755,25,229,218,77,16,9,0,6,10,592,19,125,268,150,38,17,7,17,11,641,29,102,212,318,121,53,25,17,17,894,23,49,91,227,274,116,46,39,9,880,17,30,38,85,246,156,84,46,5,707,9,6,11,23,108,133,62,85,0,441,9,6,10,17,42,61,36,63,3,239,0,3,7,5,21,62,20,50,0,173,0,3,4,5,20,23,12,34,3,103,0,3,0,4,16,19,14,55,0,120,0,9,3,8,8,11,10,23,0,67,10,33,15,13,13,9,0,4,10,108,237,1981,1112,975,935,689,312,454,90,6787,0,0,3,0,0,3,0,3,0,9,3,55,3,0,0,0,0,0,0,62,4,60,26,7,3,0,0,0,0,98,3,29,21,14,5,4,0,3,4,84
10202,7,32,3,3,3,3,0,4,4,59,71,812,58,13,3,0,4,3,12,980,27,436,162,36,9,10,4,0,7,686,19,234,216,74,18,21,3,0,9,597,18,120,222,130,53,12,7,10,10,583,38,99,204,277,118,51,7,18,8,814,34,46,79,208,241,66,23,30,11,749,13,23,29,76,220,112,56,50,10,587,6,10,13,25,83,109,42,51,6,340,0,4,5,9,33,41,24,52,3,176,3,7,3,5,24,26,26,28,0,122,0,0,0,0,7,14,3,25,0,49,3,3,3,4,9,19,10,31,0,80,3,3,3,0,3,11,4,26,3,58,4,25,10,12,15,6,3,6,8,89,256,1844,1010,880,841,489,227,336,91,5971,0,0,0,0,0,0,0,3,0,3,3,48,4,3,0,0,0,0,0,62,3,43,24,5,3,3,0,0,7,94,3,40,25,12,6,3,0,0,0,95
10301,0,5,0,0,0,0,0,3,0,13,20,236,12,0,3,0,3,3,4,283,14,131,34,16,0,0,0,5,8,208,7,75,53,23,8,0,0,3,3,172,4,52,78,42,12,5,0,5,4,206,7,33,66,94,44,20,6,3,3,286,7,10,13,54,131,29,19,10,3,280,11,0,16,26,83,37,28,22,7,228,11,0,5,9,31,30,15,20,4,113,0,0,3,0,10,18,3,19,0,52,0,0,3,0,3,8,9,14,3,40,0,0,0,0,3,7,6,10,0,22,0,0,0,0,3,3,5,15,0,27,0,3,0,0,3,0,0,10,0,21,0,8,5,3,6,0,0,0,3,28,96,561,282,266,340,156,107,134,42,1987,0,0,0,0,0,0,0,0,0,7,0,4,3,0,0,0,0,0,0,4,0,10,0,0,3,0,0,3,0,18,0,11,7,7,0,0,0,0,0,29
10302,3,18,0,0,0,0,0,3,0,24,15,211,23,0,3,0,0,0,5,255,8,59,42,13,8,6,3,3,3,142,7,48,40,23,9,3,3,4,3,136,11,37,48,50,13,9,8,10,7,176,7,28,51,94,43,17,11,11,4,263,11,11,10,62,105,47,22,15,6,292,14,5,10,15,59,40,38,31,0,215,10,4,8,10,24,40,23,30,7,148,8,0,3,3,5,13,7,16,0,67,0,0,4,0,3,3,8,13,0,35,0,0,0,0,3,0,0,5,0,13,0,0,0,0,4,5,3,24,0,29,0,3,0,0,0,0,0,9,0,15,0,10,4,5,5,10,0,0,4,40,94,431,238,279,281,198,127,168,36,1854,0,0,0,0,0,3,0,5,0,15,0,8,4,0,0,0,0,0,0,15,0,13,4,0,0,0,0,4,0,26,4,18,11,5,8,3,0,4,0,51
10303,0,16,0,3,0,0,0,0,0,18,19,144,10,3,0,0,0,0,10,188,4,112,25,9,6,0,0,3,3,164,7,45,45,19,11,3,4,3,3,140,3,27,66,27,17,7,3,9,3,156,7,20,41,72,37,11,4,3,4,214,7,17,13,67,87,25,11,8,0,233,3,3,7,28,63,18,18,20,0,165,3,0,4,8,28,14,8,20,0,86,3,0,0,3,3,6,8,17,0,35,0,0,0,3,0,3,3,5,0,20,0,0,0,0,0,0,3,13,0,15,0,0,0,0,0,3,0,5,0,16,0,0,3,0,0,3,0,6,0,21,0,11,5,3,0,3,0,0,0,24,65,400,235,238,244,108,68,116,23,1499,3,3,0,0,4,0,0,3,0,12,0,3,3,0,0,0,0,0,3,11,0,5,6,3,0,3,0,0,0,16,0,13,10,3,6,0,0,4,0,35
