SA3_CODE_2016,SWs_NNI_H_0,SWs_NNI_H_1_15,SWs_NNI_H_16_24,SWs_NNI_H_25_34,SWs_NNI_H_35_39,SWs_NNI_H_40,SWs_NNI_H_41_48,SWs_NNI_H_49mo,SWs_NNI_H_NS,SWs_NNI_H_Tot,SWs_1_149_H_0,SWs_1_149_H_1_15,SWs_1_149_H_16_24,SWs_1_149_H_25_34,SWs_1_149_H_35_39,SWs_1_149_H_40,SWs_1_149_H_41_48,SWs_1_149_H_49mo,SWs_1_149_H_NS,SWs_1_149_H_Tot,SWs_150_299_H_0,SWs_150_299_H_1_15,SWs_150_299_H_16_24,SWs_150_299_H_25_34,SWs_150_299_H_35_39,SWs_150_299_H_40,SWs_150_299_H_41_48,SWs_150_299_H_49mo,SWs_150_299_H_NS,SWs_150_299_H_Tot,SWs_300_399_H_0,SWs_300_399_H_1_15,SWs_300_399_H_16_24,SWs_300_399_H_25_34,SWs_300_399_H_35_39,SWs_300_399_H_40,SWs_300_399_H_41_48,SWs_300_399_H_49mo,SWs_300_399_H_NS,SWs_300_399_H_Tot,SWs_400_499_H_0,SWs_400_499_H_1_15,SWs_400_499_H_16_24,SWs_400_499_H_25_34,SWs_400_499_H_35_39,SWs_400_499_H_40,SWs_400_499_H_41_48,SWs_400_499_H_49mo,SWs_400_499_H_NS,SWs_400_499_H_Tot,SWs_500_649_H_0,SWs_500_649_H_1_15,SWs_500_649_H_16_24,SWs_500_649_H_25_34,SWs_500_649_H_35_39,SWs_500_649_H_40,SWs_500_649_H_41_48,SWs_500_649_H_49mo,SWs_500_649_H_NS,SWs_500_649_H_Tot,SWs_650_799_H_0,SWs_650_799_H_1_15,SWs_650_799_H_16_24,SWs_650_799_H_25_34,SWs_650_799_H_35_39,SWs_650_799_H_40,SWs_650_799_H_41_48,SWs_650_799_H_49mo,SWs_650_799_H_NS,SWs_650_799_H_Tot,SWs_800_999_H_0,SWs_800_999_H_1_15,SWs_800_999_H_16_24,SWs_800_999_H_25_34,SWs_800_999_H_35_39,SWs_800_999_H_40,SWs_800_999_H_41_48,SWs_800_999_H_49mo,SWs_800_999_H_NS,SWs_800_999_H_Tot,SWs_1000_1249_H_0,SWs_1000_1249_H_1_15,SWs_1000_1249_H_16_24,SWs_1000_1249_H_25_34,SWs_1000_1249_H_35_39,SWs_1000_1249_H_40,SWs_1000_1249_H_41_48,SWs_1000_1249_H_49mo,SWs_1000_1249_H_NS,SWs_1000_1249_H_Tot,SWs_1250_1499_H_0,SWs_1250_1499_H_1_15,SWs_1250_1499_H_16_24,SWs_1250_1499_H_25_34,SWs_1250_1499_H_35_39,SWs_1250_1499_H_40,SWs_1250_1499_H_41_48,SWs_1250_1499_H_49mo,SWs_1250_1499_H_NS,SWs_1250_1499_H_Tot,SWs_1500_1749_H_0,SWs_1500_1749_H_1_15,SWs_1500_1749_H_16_24,SWs_1500_1749_H_25_34,SWs_1500_1749_H_35_39,SWs_1500_1749_H_40,SWs_1500_1749_H_41_48,SWs_1500_1749_H_49mo,SWs_1500_1749_H_NS,SWs_1500_1749_H_Tot,SWs_1750_1999_H_0,SWs_1750_1999_H_1_15,SWs_1750_1999_H_16_24,SWs_1750_1999_H_25_34,SWs_1750_1999_H_35_39,SWs_1750_1999_H_40,SWs_1750_1999_H_41_48,SWs_1750_1999_H_49mo,SWs_1750_1999_H_NS,SWs_1750_1999_H_Tot,SWs_2000_2999_H_0,SWs_2000_2999_H_1_15,SWs_2000_2999_H_16_24,SWs_2000_2999_H_25_34,SWs_2000_2999_H_35_39,SWs_2000_2999_H_40,SWs_2000_2999_H_41_48,SWs_2000_2999_H_49mo,SWs_2000_2999_H_NS,SWs_2000_2999_H_Tot,SWs_3000mo_H_0,SWs_3000mo_H_1_15,SWs_3000mo_H_16_24,SWs_3000mo_H_25_34,SWs_3000mo_H_35_39,SWs_3000mo_H_40,SWs_3000mo_H_41_48,SWs_3000mo_H_49mo,SWs_3000mo_H_NS,SWs_3000mo_H_Tot,SWs_PINS_H_0,SWs_PINS_H_1_15,SWs_PINS_H_16_24,SWs_PINS_H_25_34,SWs_PINS_H_35_39,SWs_PINS_H_40,SWs_PINS_H_41_48,SWs_PINS_H_49mo,SWs_PINS_H_NS,SWs_PINS_H_Tot,SWs_Tot_H_0,SWs_Tot_H_1_15,SWs_Tot_H_16_24,SWs_Tot_H_25_34,SWs_Tot_H_35_39,SWs_Tot_H_40,SWs_Tot_H_41_48,SWs_Tot_H_49mo,SWs_Tot_H_NS,SWs_Tot_H_Tot,MaOpD_NNI_H_0,MaOpD_NNI_H_1_15,MaOpD_NNI_H_16_24,MaOpD_NNI_H_25_34,MaOpD_NNI_H_35_39,MaOpD_NNI_H_40,MaOpD_NNI_H_41_48,MaOpD_NNI_H_49mo,MaOpD_NNI_H_NS,MaOpD_NNI_H_Tot,MaOpD_1_149_H_0,MaOpD_1_149_H_1_15,MaOpD_1_149_H_16_24,MaOpD_1_149_H_25_34,MaOpD_1_149_H_35_39,MaOpD_1_149_H_40,MaOpD_1_149_H_41_48,MaOpD_1_149_H_49mo,MaOpD_1_149_H_NS,MaOpD_1_149_H_Tot,MaOpD_150_299_H_0,MaOpD_150_299_H_1_15,MaOpD_150_299_H_16_24,MaOpD_150_299_H_25_34,MaOpD_150_299_H_35_39,MaOpD_150_299_H_40,MaOpD_150_299_H_41_48,MaOpD_150_299_H_49mo,MaOpD_150_299_H_NS,MaOpD_150_299_H_Tot,MaOpD_300_399_H_0,MaOpD_300_399_H_1_15,MaOpD_300_399_H_16_24,MaOpD_300_399_H_25_34,MaOpD_300_399_H_35_39,MaOpD_300_399_H_40,MaOpD_300_399_H_41_48,MaOpD_300_399_H_49mo,MaOpD_300_399_H_NS,MaOpD_300_399_H_Tot
10304,5,10,0,4,0,0,0,3,0,21,18,272,11,3,0,0,0,0,9,314,17,100,31,18,0,4,0,3,3,174,6,54,65,37,6,3,0,0,6,182,10,36,79,47,10,3,3,0,4,197,7,34,46,100,56,14,14,12,3,298,3,10,24,68,129,48,20,16,3,332,5,5,16,25,87,62,50,15,3,265,10,4,4,8,31,38,29,41,0,163,4,0,0,4,15,14,15,23,0,87,0,0,6,3,13,12,10,26,0,74,3,0,0,0,3,6,3,9,0,26,0,0,0,0,0,12,4,27,0,46,0,0,0,0,0,3,3,7,0,15,3,11,3,3,3,3,0,0,0,33,90,550,291,325,361,226,155,198,37,2224,3,0,0,0,0,0,0,6,0,9,0,19,3,0,0,0,3,0,0,23,3,13,3,0,0,4,0,0,0,22,0,12,9,4,4,0,0,3,0,37
10401,0,11,0,0,0,0,0,3,0,17,18,207,23,4,0,0,3,3,4,260,13,106,42,12,8,0,0,4,4,186,3,70,57,24,8,7,0,8,3,184,10,33,81,46,13,8,3,6,7,199,6,30,48,104,40,16,18,15,0,275,14,11,31,74,97,32,18,13,0,288,4,8,12,12,64,36,18,20,0,174,0,6,4,3,28,20,18,14,0,88,0,0,0,3,16,3,4,12,0,42,3,0,0,3,7,7,3,5,0,28,0,0,0,0,0,3,5,5,0,12,0,0,3,3,0,0,3,4,0,11,0,0,0,0,0,4,0,0,0,12,4,15,4,5,3,4,0,8,0,32,78,492,308,295,272,142,98,123,27,1825,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,0,0,0,8,3,12,8,3,0,0,0,0,4,24,0,12,5,0,0,3,0,3,0,33
10402,10,14,5,0,0,3,0,0,0,38,23,489,25,4,0,0,0,0,7,547,12,220,57,13,3,3,0,4,5,316,9,113,89,37,6,3,3,6,6,267,18,83,123,87,27,6,8,14,5,364,25,53,115,173,54,18,12,11,0,469,16,17,45,140,207,67,36,21,6,554,10,16,10,50,162,85,44,40,0,424,4,6,11,9,72,55,34,55,0,253,3,4,3,5,27,30,28,32,0,130,0,3,0,6,19,18,16,21,0,79,0,0,0,0,3,7,4,11,0,34,0,3,8,0,3,7,4,19,0,46,0,0,3,0,3,0,0,9,0,19,3,15,5,7,5,4,6,4,7,51,132,1038,490,550,584,317,196,252,42,3591,5,4,0,0,0,0,0,0,0,9,0,21,0,0,0,0,0,3,0,24,0,24,10,3,0,3,0,0,0,48,4,28,15,6,5,0,0,0,0,67
10501,0,0,0,0,0,0,0,3,0,3,3,34,0,0,0,0,0,0,0,41,0,12,13,0,3,0,0,0,0,29,3,10,10,3,0,0,0,0,3,25,0,8,21,14,3,0,0,3,3,49,4,0,15,35,17,0,0,3,0,73,0,0,3,20,19,11,8,3,0,77,0,3,4,7,20,14,11,3,0,67,0,0,0,3,4,13,9,6,0,37,0,0,0,0,3,6,3,8,0,20,0,0,0,0,0,3,5,7,0,16,0,0,0,0,0,0,0,7,0,9,0,0,0,0,0,3,0,3,0,10,0,0,0,0,0,0,0,3,0,4,0,3,0,0,3,0,0,0,4,16,16,74,73,90,73,62,31,57,16,491,0,0,0,0,0,0,0,3,3,9,0,3,0,0,0,0,3,4,0,7,0,8,3,3,0,3,0,3,0,20,0,3,12,3,0,10,0,10,0,34
10502,0,3,0,0,0,0,0,3,0,8,3,78,7,0,0,0,0,4,8,101,4,50,11,4,0,0,0,0,3,77,3,30,22,13,0,3,0,0,0,72,3,16,28,26,9,0,0,0,3,80,6,15,26,35,25,5,0,0,0,113,8,0,8,15,50,10,0,5,0,98,4,0,0,8,26,15,18,6,0,74,0,0,3,3,8,4,9,10,0,34,0,3,0,0,6,9,3,6,0,25,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,0,0,19,29,198,100,100,127,66,38,38,15,714,0,0,0,0,0,0,0,0,0,3,0,4,4,0,0,0,0,0,0,11,0,11,0,0,0,0,0,0,3,14,0,10,0,3,0,0,0,0,0,18
10503,0,12,3,0,0,0,0,3,3,23,21,306,15,3,0,0,0,0,7,356,12,131,52,12,4,6,0,0,6,220,5,72,64,30,6,7,4,5,8,201,11,42,60,70,13,7,5,9,0,219,11,32,68,156,79,21,6,14,9,398,9,20,33,91,212,58,40,25,3,484,10,8,8,32,145,74,50,35,4,372,3,4,11,7,50,53,30,29,5,188,0,0,3,3,16,31,20,44,0,119,0,0,0,3,11,5,13,35,0,69,0,0,3,0,4,11,10,13,0,40,0,0,0,3,3,16,4,27,0,55,0,0,0,0,3,7,0,19,0,35,3,12,11,6,16,0,0,3,0,55,84,630,340,418,549,290,201,266,49,2831,0,0,0,0,4,0,0,0,0,11,0,10,3,0,0,0,0,4,3,20,3,10,7,0,3,3,0,3,0,35,4,15,13,3,3,5,0,9,0,47
10601,0,18,3,5,0,0,3,0,3,28,18,366,31,3,0,0,0,3,9,430,12,206,64,27,3,3,0,10,10,327,16,111,119,38,14,3,0,3,3,315,12,68,123,66,15,6,7,3,6,304,23,44,104,142,61,22,10,15,5,421,22,26,48,73,95,45,15,16,9,351,11,8,15,29,99,44,35,17,3,266,4,6,10,11,37,47,21,39,0,176,0,4,7,4,13,22,13,13,0,68,0,0,3,3,5,5,9,14,0,45,0,0,0,0,3,8,3,10,0,29,0,3,6,3,6,3,3,21,0,40,0,0,0,0,0,0,3,14,0,18,3,12,8,0,4,3,3,6,3,46,125,880,527,407,362,212,123,172,55,2872,0,3,0,3,3,0,3,4,0,20,0,23,3,0,0,0,0,0,0,31,0,26,11,3,3,0,0,0,0,46,8,19,21,7,4,4,0,3,0,66
10602,3,18,3,0,0,0,0,0,0,27,30,431,33,4,0,0,0,0,3,505,11,217,86,19,7,5,0,0,6,350,19,125,133,40,9,3,0,0,3,331,10,56,115,73,18,8,3,0,0,285,15,50,100,148,63,15,4,11,3,406,6,24,44,110,152,43,24,10,0,418,7,10,18,42,140,65,30,25,4,340,8,5,7,12,50,45,33,32,0,189,3,0,4,0,22,24,18,21,0,94,0,3,3,0,11,18,5,26,4,66,3,0,0,0,0,3,12,17,0,35,0,0,0,0,3,15,0,19,0,41,0,3,0,0,0,4,3,17,0,31,0,16,9,7,12,0,0,0,3,47,124,957,550,455,481,246,138,173,36,3170,0,9,0,0,0,0,0,0,0,9,3,38,3,0,0,3,0,0,0,45,3,23,10,8,0,0,0,0,0,39,0,19,15,9,3,0,0,3,0,52
10603,4,13,3,0,4,0,0,0,0,25,24,359,21,3,0,3,3,0,5,421,13,163,47,19,3,0,3,0,8,253,6,95,105,33,8,4,3,0,3,260,11,85,123,66,17,9,8,3,0,316,10,44,97,165,47,28,3,10,4,405,6,25,31,105,106,36,28,18,0,358,5,9,16,38,101,45,25,17,4,271,3,6,4,18,45,49,26,40,0,185,0,0,0,3,9,25,12,23,0,77,0,3,0,0,11,7,9,10,0,40,0,0,0,0,3,5,6,9,0,17,0,0,4,0,0,4,3,12,0,21,0,0,0,3,0,3,0,8,3,23,0,16,9,11,4,3,0,3,5,51,94,821,468,465,366,219,117,154,32,2733,0,0,0,0,0,0,0,0,0,5,0,16,7,0,0,0,0,3,0,28,0,23,10,4,4,3,0,0,0,38,6,21,10,4,4,3,3,8,3,53
10604,3,4,0,3,0,3,0,0,0,11,22,120,22,9,0,0,0,0,3,175,7,57,19,4,3,0,0,0,0,101,3,41,36,4,4,5,0,4,3,97,0,16,34,22,3,3,3,0,0,84,7,15,20,53,22,13,4,4,3,138,3,6,11,38,38,14,11,8,3,126,4,3,4,12,23,23,16,4,0,94,0,3,3,5,7,21,13,6,0,49,0,0,0,0,7,5,7,4,0,26,0,0,0,0,0,8,0,9,0,13,0,0,0,0,0,0,0,3,0,9,0,0,0,0,0,4,3,6,0,19,0,0,4,3,0,5,0,3,0,18,0,7,7,3,0,0,0,0,5,26,52,281,164,155,119,95,54,50,13,984,0,0,5,0,0,0,3,0,0,12,4,7,0,0,0,0,0,0,0,13,0,9,3,0,0,0,0,0,0,13,0,13,3,3,0,0,0,0,0,17
