SA3_CODE_2016,NFANS_75ov_EWFT,NFANS_75ov_EWPT,NFANS_75ov_EAFW,NFANS_75ov_EHW_NS,NFANS_75ov_Tot,NFANS_Tot_EWFT,NFANS_Tot_EWPT,NFANS_Tot_EAFW,NFANS_Tot_EHW_NS,NFANS_Tot_Tot,Tot_15_19_EWFT,Tot_15_19_EWPT,Tot_15_19_EAFW,Tot_15_19_EHW_NS,Tot_15_19_Tot,Tot_20_24_EWFT,Tot_20_24_EWPT,Tot_20_24_EAFW,Tot_20_24_EHW_NS,Tot_20_24_Tot,Tot_25_29_EWFT,Tot_25_29_EWPT,Tot_25_29_EAFW,Tot_25_29_EHW_NS,Tot_25_29_Tot,Tot_30_34_EWFT,Tot_30_34_EWPT,Tot_30_34_EAFW,Tot_30_34_EHW_NS,Tot_30_34_Tot,Tot_35_39_EWFT,Tot_35_39_EWPT,Tot_35_39_EAFW,Tot_35_39_EHW_NS,Tot_35_39_Tot,Tot_40_44_EWFT,Tot_40_44_EWPT,Tot_40_44_EAFW,Tot_40_44_EHW_NS,Tot_40_44_Tot,Tot_45_49_EWFT,Tot_45_49_EWPT,Tot_45_49_EAFW,Tot_45_49_EHW_NS,Tot_45_49_Tot,Tot_50_54_EWFT,Tot_50_54_EWPT,Tot_50_54_EAFW,Tot_50_54_EHW_NS,Tot_50_54_Tot,Tot_55_59_EWFT,Tot_55_59_EWPT,Tot_55_59_EAFW,Tot_55_59_EHW_NS,Tot_55_59_Tot,Tot_60_64_EWFT,Tot_60_64_EWPT,Tot_60_64_EAFW,Tot_60_64_EHW_NS,Tot_60_64_Tot,Tot_65_69_EWFT,Tot_65_69_EWPT,Tot_65_69_EAFW,Tot_65_69_EHW_NS,Tot_65_69_Tot,Tot_70_74_EWFT,Tot_70_74_EWPT,Tot_70_74_EAFW,Tot_70_74_EHW_NS,Tot_70_74_Tot,Tot_75ov_EWFT,Tot_75ov_EWPT,Tot_75ov_EAFW,Tot_75ov_EHW_NS,Tot_75ov_Tot,Tot_Tot_EWFT,Tot_Tot_EWPT,Tot_Tot_EAFW,Tot_Tot_EHW_NS,Tot_Tot_Tot
10102,0,3,0,0,3,124,54,5,14,193,254,735,33,27,1049,837,454,36,37,1360,1179,342,41,25,1589,1093,343,55,36,1532,1027,314,44,17,1396,1119,424,42,23,1611,1223,396,43,30,1689,1113,369,41,23,1549,879,406,49,24,1355,548,358,56,10,973,241,233,19,5,495,75,121,11,3,211,50,72,4,10,138,9631,4566,477,271,14949
10103,0,0,0,0,3,87,65,0,9,161,230,369,19,22,636,751,348,7,32,1145,716,253,24,26,1022,528,208,37,14,790,441,229,19,16,708,646,252,21,18,932,686,281,21,28,1011,741,280,30,11,1061,607,302,44,16,963,373,253,43,11,683,193,153,18,8,371,98,92,10,8,209,63,48,9,14,129,6074,3068,295,224,9660
10104,0,0,0,0,0,179,181,12,13,380,322,1082,72,58,1526,760,587,58,58,1467,862,520,61,28,1471,982,645,96,29,1753,1059,776,66,32,1932,1398,898,61,48,2404,1706,1002,85,40,2830,1823,1219,110,47,3197,1702,1405,170,50,3328,1046,1204,142,46,2439,383,579,62,27,1049,106,225,26,16,378,67,112,15,19,210,12217,10251,1006,500,23971
10105,0,0,0,0,4,133,72,14,7,230,228,584,36,26,875,657,358,37,26,1079,769,314,66,19,1169,737,391,64,26,1219,774,340,27,28,1170,909,389,33,28,1353,997,401,43,22,1467,1072,474,43,25,1609,934,428,67,18,1451,579,381,43,20,1023,256,245,26,15,540,110,123,4,5,246,71,80,7,17,179,8104,4510,491,267,13372
10106,4,0,0,0,4,87,81,3,3,178,221,482,29,21,749,542,317,29,33,925,562,230,19,27,836,547,275,43,11,875,602,336,24,18,978,700,378,23,27,1126,759,391,30,29,1205,799,424,41,29,1295,716,423,45,14,1195,529,349,52,15,940,287,278,34,11,609,141,124,18,11,301,115,112,8,14,251,6518,4122,386,264,11285
10201,0,4,0,0,10,422,300,27,52,796,743,3119,162,84,4099,2677,2411,150,121,5362,3354,1502,237,98,5191,3200,1761,286,96,5342,3182,2051,209,98,5540,3820,2310,152,121,6398,4223,2429,158,114,6923,4156,2294,195,101,6746,3707,2337,248,77,6369,2052,1782,190,69,4092,661,1008,71,35,1776,182,414,29,23,644,79,160,15,22,282,32044,23585,2091,1053,58776
10202,0,0,0,0,4,319,254,24,45,644,685,2698,141,82,3601,2171,2014,168,121,4475,2671,1273,158,67,4173,2627,1504,206,79,4415,2570,1574,161,83,4390,3154,1737,120,85,5093,3326,1708,126,80,5244,3255,1712,156,82,5198,2699,1655,179,65,4597,1535,1293,143,47,3019,460,631,63,25,1179,102,276,17,15,411,41,102,10,18,166,25290,18162,1641,857,45957
10301,0,3,0,0,3,175,99,13,23,309,287,869,60,52,1260,983,862,85,65,1992,1305,513,77,36,1935,1168,533,90,37,1839,1193,509,55,32,1790,1380,587,45,37,2045,1529,533,58,29,2152,1466,518,57,29,2068,1288,561,71,22,1945,836,470,79,26,1409,353,296,31,7,696,105,173,19,10,309,56,92,12,12,174,11953,6523,743,395,19613
10302,6,3,0,3,8,194,128,16,28,367,363,709,64,51,1184,1144,467,59,45,1715,1139,452,83,42,1712,1161,568,92,53,1871,1226,531,53,58,1866,1375,619,44,47,2085,1536,610,66,41,2248,1634,683,74,44,2439,1499,650,100,46,2299,1078,621,86,39,1826,559,342,33,29,956,213,208,31,22,472,191,185,23,46,449,13124,6637,810,555,21121
10303,0,3,0,0,3,161,108,23,20,309,292,576,51,31,950,841,365,37,44,1295,1059,372,71,23,1525,1045,497,90,40,1667,1019,465,68,33,1580,1248,566,52,27,1891,1328,638,52,31,2055,1356,649,57,31,2095,1256,626,80,36,1995,661,460,60,13,1197,270,280,35,6,595,130,173,14,12,318,88,100,6,18,212,10595,5760,666,351,17373
10304,3,0,0,0,5,206,114,17,19,355,418,942,65,47,1472,1274,614,72,43,2003,1770,534,116,48,2474,1752,735,118,36,2641,1706,728,94,35,2563,1986,727,74,40,2826,1997,699,73,34,2809,1829,695,82,39,2647,1673,702,106,18,2501,964,591,72,31,1655,379,376,56,27,841,160,198,23,19,399,100,123,11,29,262,16015,7655,960,450,25090
