SA3_CODE_2016,EWFT_16_TechFEI_FT,EWFT_16_TechFEI_PT,EWFT_16_TechFEI_NS,EWFT_16_TechFEI_Tot,EWFT_16_UniOTIs_FT,EWFT_16_UniOTIs_PT,EWFT_16_UniOTIs_NS,EWFT_16_UniOTIs_Tot,EWFT_16_Other,EWFT_16_NS,EWFT_16_Tot,EWFT_17_TechFEI_FT,EWFT_17_TechFEI_PT,EWFT_17_TechFEI_NS,EWFT_17_TechFEI_Tot,EWFT_17_UniOTIs_FT,EWFT_17_UniOTIs_PT,EWFT_17_UniOTIs_NS,EWFT_17_UniOTIs_Tot,EWFT_17_Other,EWFT_17_NS,EWFT_17_Tot,EWFT_18_TechFEI_FT,EWFT_18_TechFEI_PT,EWFT_18_TechFEI_NS,EWFT_18_TechFEI_Tot,EWFT_18_UniOTIs_FT,EWFT_18_UniOTIs_PT,EWFT_18_UniOTIs_NS,EWFT_18_UniOTIs_Tot,EWFT_18_Other,EWFT_18_NS,EWFT_18_Tot,EWFT_19_TechFEI_FT,EWFT_19_TechFEI_PT,EWFT_19_TechFEI_NS,EWFT_19_TechFEI_Tot,EWFT_19_UniOTIs_FT,EWFT_19_UniOTIs_PT,EWFT_19_UniOTIs_NS,EWFT_19_UniOTIs_Tot,EWFT_19_Other,EWFT_19_NS,EWFT_19_Tot,EWFT_20_24_TechFEI_FT,EWFT_20_24_TechFEI_PT,EWFT_20_24_TechFEI_NS,EWFT_20_24_TechFEI_Tot,EWFT_20_24_UniOTIs_FT,EWFT_20_24_UniOTIs_PT,EWFT_20_24_UniOTIs_NS,EWFT_20_24_UniOTIs_Tot,EWFT_20_24_Other,EWFT_20_24_NS,EWFT_20_24_Tot,EWFT_25_29_TechFEI_FT,EWFT_25_29_TechFEI_PT,EWFT_25_29_TechFEI_NS,EWFT_25_29_TechFEI_Tot,EWFT_25_29_UniOTIs_FT,EWFT_25_29_UniOTIs_PT,EWFT_25_29_UniOTIs_NS,EWFT_25_29_UniOTIs_Tot,EWFT_25_29_Other,EWFT_25_29_NS,EWFT_25_29_Tot,EWFT_30over_TechFEI_FT,EWFT_30over_TechFEI_PT,EWFT_30over_TechFEI_NS,EWFT_30over_TechFEI_Tot,EWFT_30over_UniOTIs_FT,EWFT_30over_UniOTIs_PT,EWFT_30over_UniOTIs_NS,EWFT_30over_UniOTIs_Tot,EWFT_30over_Other,EWFT_30over_NS,EWFT_30over_Tot,EWFT_Tot_TechFEI_FT,EWFT_Tot_TechFEI_PT,EWFT_Tot_TechFEI_NS,EWFT_Tot_TechFEI_Tot,EWFT_Tot_UniOTIs_FT,EWFT_Tot_UniOTIs_PT,EWFT_Tot_UniOTIs_NS,EWFT_Tot_UniOTIs_Tot,EWFT_Tot_Other,EWFT_Tot_NS,EWFT_Tot_Tot,EWPT_16_TechFEI_FT,EWPT_16_TechFEI_PT,EWPT_16_TechFEI_NS,EWPT_16_TechFEI_Tot,EWPT_16_UniOTIs_FT,EWPT_16_UniOTIs_PT,EWPT_16_UniOTIs_NS,EWPT_16_UniOTIs_Tot,EWPT_16_Other,EWPT_16_NS,EWPT_16_Tot,EWPT_17_TechFEI_FT,EWPT_17_TechFEI_PT,EWPT_17_TechFEI_NS,EWPT_17_TechFEI_Tot,EWPT_17_UniOTIs_FT,EWPT_17_UniOTIs_PT,EWPT_17_UniOTIs_NS,EWPT_17_UniOTIs_Tot,EWPT_17_Other,EWPT_17_NS,EWPT_17_Tot,EWPT_18_TechFEI_FT,EWPT_18_TechFEI_PT,EWPT_18_TechFEI_NS,EWPT_18_TechFEI_Tot,EWPT_18_UniOTIs_FT,EWPT_18_UniOTIs_PT,EWPT_18_UniOTIs_NS,EWPT_18_UniOTIs_Tot,EWPT_18_Other,EWPT_18_NS,EWPT_18_Tot,EWPT_19_TechFEI_FT,EWPT_19_TechFEI_PT,EWPT_19_TechFEI_NS,EWPT_19_TechFEI_Tot,EWPT_19_UniOTIs_FT,EWPT_19_UniOTIs_PT,EWPT_19_UniOTIs_NS,EWPT_19_UniOTIs_Tot,EWPT_19_Other,EWPT_19_NS,EWPT_19_Tot,EWPT_20_24_TechFEI_FT,EWPT_20_24_TechFEI_PT,EWPT_20_24_TechFEI_NS,EWPT_20_24_TechFEI_Tot,EWPT_20_24_UniOTIs_FT,EWPT_20_24_UniOTIs_PT,EWPT_20_24_UniOTIs_NS,EWPT_20_24_UniOTIs_Tot,EWPT_20_24_Other,EWPT_20_24_NS,EWPT_20_24_Tot,EWPT_25_29_TechFEI_FT,EWPT_25_29_TechFEI_PT,EWPT_25_29_TechFEI_NS,EWPT_25_29_TechFEI_Tot,EWPT_25_29_UniOTIs_FT,EWPT_25_29_UniOTIs_PT,EWPT_25_29_UniOTIs_NS,EWPT_25_29_UniOTIs_Tot,EWPT_25_29_Other,EWPT_25_29_NS,EWPT_25_29_Tot,EWPT_30over_TechFEI_FT,EWPT_30over_TechFEI_PT,EWPT_30over_TechFEI_NS,EWPT_30over_TechFEI_Tot,EWPT_30over_UniOTIs_FT,EWPT_30over_UniOTIs_PT,EWPT_30over_UniOTIs_NS,EWPT_30over_UniOTIs_Tot,EWPT_30over_Other,EWPT_30over_NS,EWPT_30over_Tot,EWPT_Tot_TechFEI_FT,EWPT_Tot_TechFEI_PT,EWPT_Tot_TechFEI_NS,EWPT_Tot_TechFEI_Tot,EWPT_Tot_UniOTIs_FT,EWPT_Tot_UniOTIs_PT,EWPT_Tot_UniOTIs_NS,EWPT_Tot_UniOTIs_Tot,EWPT_Tot_Other,EWPT_Tot_NS,EWPT_Tot_Tot,EAFW_16_TechFEI_FT,EAFW_16_TechFEI_PT,EAFW_16_TechFEI_NS,EAFW_16_TechFEI_Tot,EAFW_16_UniOTIs_FT,EAFW_16_UniOTIs_PT,EAFW_16_UniOTIs_NS,EAFW_16_UniOTIs_Tot,EAFW_16_Other,EAFW_16_NS,EAFW_16_Tot,EAFW_17_TechFEI_FT,EAFW_17_TechFEI_PT,EAFW_17_TechFEI_NS,EAFW_17_TechFEI_Tot,EAFW_17_UniOTIs_FT,EAFW_17_UniOTIs_PT,EAFW_17_UniOTIs_NS,EAFW_17_UniOTIs_Tot,EAFW_17_Other,EAFW_17_NS,EAFW_17_Tot,EAFW_18_TechFEI_FT,EAFW_18_TechFEI_PT
10102,0,8,0,8,0,0,0,0,0,0,8,3,8,0,14,0,0,0,0,0,0,14,0,20,0,21,3,0,0,3,7,0,28,3,45,0,48,10,5,0,15,3,3,61,9,101,0,112,15,25,0,40,15,7,173,10,55,0,63,4,60,0,70,13,8,153,6,105,0,110,23,162,0,185,47,67,409,34,333,4,376,62,253,0,309,80,78,845,0,0,0,0,0,0,0,0,140,3,143,0,0,0,0,0,0,0,0,160,3,166,0,6,0,9,41,3,0,46,71,0,130,7,13,0,24,69,0,0,69,0,3,97,26,26,0,46,175,33,0,205,7,7,269,5,17,0,18,40,12,0,52,3,3,74,19,59,0,70,34,70,0,103,33,34,241,61,119,0,178,350,128,0,482,419,46,1118,0,0,0,0,0,0,0,0,6,0,10,0,0,0,0,0,0,0,0,15,3,16,0,3
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,17,0,3,0,3,0,0,20,0,13,0,13,3,0,0,11,0,0,25,3,44,0,46,20,25,0,44,5,10,102,3,32,0,34,9,21,0,29,12,6,79,0,76,0,79,3,65,0,74,17,41,211,8,185,0,197,39,120,0,158,31,59,449,0,4,0,4,0,0,0,0,68,3,71,0,0,0,0,0,0,0,0,66,3,72,3,0,0,3,3,0,0,4,21,3,33,0,7,0,4,13,5,0,11,3,0,23,0,13,0,19,42,17,0,58,6,3,85,0,11,0,11,4,11,0,19,3,5,42,10,38,0,49,9,51,0,53,11,35,151,16,78,0,90,65,84,0,150,176,53,471,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,5,0,5,0,0
10104,0,6,0,3,0,0,0,0,4,0,3,0,15,0,15,0,0,0,0,0,3,19,8,23,0,29,0,0,0,0,0,0,31,8,26,0,35,0,0,0,0,0,0,42,10,83,0,91,5,24,0,35,6,5,135,3,28,0,35,3,26,0,28,11,7,76,8,97,0,107,14,161,0,177,39,139,469,32,288,0,325,28,217,0,245,60,155,785,0,3,0,3,0,0,0,0,210,3,221,8,7,0,11,0,0,0,0,219,6,244,3,6,0,12,7,0,0,9,101,4,123,4,4,0,8,10,6,0,15,10,3,34,4,39,0,38,59,15,0,71,15,5,138,4,34,0,45,18,21,0,37,3,6,93,13,103,3,119,53,148,0,199,52,116,494,39,198,3,241,153,189,0,339,613,152,1341,0,0,0,0,0,0,0,0,19,3,24,0,0,0,0,0,0,0,0,23,0,30,0,0
10105,0,3,0,3,0,0,0,0,0,0,3,0,11,0,11,0,0,0,0,0,0,11,0,24,0,27,0,0,0,0,6,0,34,0,26,0,27,0,4,0,4,3,0,32,5,70,3,81,9,18,0,32,11,5,126,4,23,0,23,7,27,0,44,6,7,77,4,67,0,73,10,112,0,127,30,76,305,15,224,4,244,35,168,4,206,47,90,587,0,3,0,3,0,0,0,0,115,4,125,10,4,0,14,0,0,0,0,97,3,113,3,6,0,11,3,3,0,9,43,3,64,3,10,0,6,20,5,0,25,0,3,38,0,23,0,27,63,17,0,78,3,6,110,4,11,0,14,4,17,0,24,5,0,49,9,52,0,57,27,60,3,87,39,42,223,23,115,0,138,122,97,3,218,297,55,713,0,0,0,0,0,0,0,0,8,0,9,0,0,0,0,0,0,0,0,7,0,9,0,0
10106,0,0,0,0,0,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,9,3,20,0,28,0,3,0,3,0,0,33,0,17,0,17,3,0,0,7,0,0,24,4,44,0,53,5,27,0,29,3,9,91,0,21,0,19,4,23,0,30,4,3,55,6,46,0,52,14,74,3,90,23,63,233,12,157,3,169,31,128,3,158,34,78,448,3,0,0,4,0,0,0,0,95,3,102,0,4,0,4,0,0,0,0,98,4,101,0,3,0,5,8,0,0,9,42,0,59,5,3,0,11,22,4,0,28,0,0,36,4,21,0,23,82,14,4,95,5,0,125,10,11,0,18,20,6,0,29,3,0,48,3,67,0,74,10,26,0,45,26,43,189,27,110,0,138,146,58,3,201,273,50,664,0,0,0,0,0,0,0,0,15,0,15,0,0,0,0,0,0,0,0,15,0,15,0,0
10201,0,5,0,5,0,0,0,0,0,0,6,3,40,0,45,0,0,0,0,3,0,48,5,77,0,82,0,0,0,0,4,0,90,8,77,0,85,3,7,0,11,3,3,106,26,250,4,285,51,87,0,141,24,16,468,9,120,0,126,40,150,0,199,41,14,384,29,231,5,269,73,501,0,574,134,162,1134,90,803,9,907,176,748,3,928,216,199,2244,6,5,0,8,0,0,0,0,577,13,605,14,12,0,19,4,0,0,4,602,13,639,13,26,0,39,197,22,0,218,223,12,494,24,36,0,63,316,42,4,360,18,9,440,64,111,0,170,853,174,3,1033,36,8,1251,16,60,0,77,186,93,3,282,27,10,389,47,288,0,339,161,323,4,492,171,143,1144,179,532,7,714,1715,664,14,2390,1649,211,4966,0,0,0,0,0,0,0,0,28,0,35,0,4,0,4,3,0,0,3,51,3,62,4,9
10202,0,3,0,3,0,0,0,0,0,0,3,4,35,0,36,0,0,0,0,3,0,44,0,50,0,50,4,0,0,5,3,3,60,10,80,0,89,4,8,0,14,3,3,106,25,192,0,217,42,65,0,108,19,13,360,6,81,0,88,36,123,0,156,30,13,286,22,231,3,255,39,344,0,382,110,155,895,68,663,7,739,120,544,0,660,165,190,1757,6,13,0,17,0,0,0,3,485,11,522,7,17,0,28,3,0,0,3,503,16,549,12,36,0,50,112,13,0,126,204,5,385,12,40,0,48,193,23,0,217,17,0,289,37,80,0,116,583,152,0,737,46,11,905,19,57,0,76,120,67,0,188,17,10,288,36,209,0,244,121,247,0,370,105,115,837,134,450,4,578,1141,506,6,1651,1374,166,3770,4,0,0,3,0,0,0,0,30,3,32,0,0,0,0,0,0,0,0,38,4,43,3,8
10301,0,0,0,0,0,0,0,0,0,0,3,0,15,0,16,0,0,0,0,0,0,16,3,29,0,36,0,0,0,3,3,3,41,7,36,0,39,3,5,0,5,3,0,48,13,76,4,99,32,46,0,82,8,10,193,5,55,0,62,9,57,0,68,12,10,156,8,132,0,142,20,261,0,284,52,99,575,46,341,3,390,65,370,0,436,79,125,1032,0,0,0,0,0,0,0,0,142,3,145,3,4,0,4,0,0,0,0,149,8,163,7,9,0,21,55,5,0,58,53,0,127,0,8,0,13,107,5,0,117,3,0,131,13,24,0,41,391,69,0,457,5,3,511,10,19,0,28,56,28,0,84,4,4,119,19,101,0,121,42,110,0,153,22,54,361,50,176,0,233,648,219,0,864,377,77,1553,0,0,0,0,0,0,0,0,5,3,11,3,0,0,3,0,0,0,0,18,0,21,0,0
10302,0,0,0,0,0,0,0,0,0,0,3,0,14,0,18,0,0,0,0,0,3,22,6,35,3,42,0,0,0,3,3,0,44,8,45,0,47,0,3,0,3,3,5,61,14,79,0,100,11,37,0,47,12,10,168,0,40,0,39,13,28,0,42,3,11,100,3,98,0,103,12,114,0,121,37,170,431,33,309,3,346,30,186,3,221,55,201,821,0,4,0,4,0,0,0,0,141,0,142,3,5,0,9,0,0,0,0,135,5,146,0,14,0,14,3,0,0,3,62,4,86,0,13,0,11,15,7,0,21,4,0,42,6,25,0,34,47,26,0,75,3,5,111,0,23,0,23,6,22,0,28,4,0,56,8,104,0,113,10,57,0,64,26,67,276,24,187,3,207,82,113,0,191,382,86,868,0,0,0,0,0,0,0,0,14,0,14,0,0,0,0,0,0,0,0,21,0,20,0,0
10303,0,9,0,9,0,0,0,0,0,0,9,0,23,0,24,0,0,0,0,0,3,22,0,20,0,20,0,0,0,0,0,3,25,6,35,0,44,0,3,0,3,4,3,45,12,77,0,83,7,34,0,40,5,13,141,0,31,0,31,0,45,0,50,8,14,104,3,99,3,104,8,119,0,134,43,101,380,24,296,3,322,18,205,0,224,53,132,730,0,0,0,0,0,0,0,0,108,0,111,0,5,0,5,0,0,0,0,105,4,113,8,14,0,22,9,0,0,15,47,3,83,5,12,0,16,13,0,0,16,3,0,35,10,25,5,38,48,21,0,65,3,6,105,9,28,0,31,11,11,0,25,3,5,62,15,86,0,104,30,73,0,101,23,82,310,39,171,5,209,109,107,0,221,288,99,823,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,11,0,11,0,0
