SA3_CODE_2016,OM_UIE_75ov_HW_0,OM_UIE_75ov_HW_1_15,OM_UIE_75ov_HW_16_24,OM_UIE_75ov_HW_25_34,OM_UIE_75ov_HW_35_39,OM_UIE_75ov_HW_40,OM_UIE_75ov_HW_41_48,OM_UIE_75ov_HW_49mor,OM_UIE_75ov_HW_NS,OM_UIE_75ov_Tot,OM_UIE_Tot_HW_0,OM_UIE_Tot_HW_1_15,OM_UIE_Tot_HW_16_24,OM_UIE_Tot_HW_25_34,OM_UIE_Tot_HW_35_39,OM_UIE_Tot_HW_40,OM_UIE_Tot_HW_41_48,OM_UIE_Tot_HW_49mor,OM_UIE_Tot_HW_NS,OM_UIE_Tot_Tot,CFW_15_19_HW_0,CFW_15_19_HW_1_15,CFW_15_19_HW_16_24,CFW_15_19_HW_25_34,CFW_15_19_HW_35_39,CFW_15_19_HW_40,CFW_15_19_HW_41_48,CFW_15_19_HW_49mor,CFW_15_19_HW_NS,CFW_15_19_Tot,CFW_20_24_HW_0,CFW_20_24_HW_1_15,CFW_20_24_HW_16_24,CFW_20_24_HW_25_34,CFW_20_24_HW_35_39,CFW_20_24_HW_40,CFW_20_24_HW_41_48,CFW_20_24_HW_49mor,CFW_20_24_HW_NS,CFW_20_24_Tot,CFW_25_29_HW_0,CFW_25_29_HW_1_15,CFW_25_29_HW_16_24,CFW_25_29_HW_25_34,CFW_25_29_HW_35_39,CFW_25_29_HW_40,CFW_25_29_HW_41_48,CFW_25_29_HW_49mor,CFW_25_29_HW_NS,CFW_25_29_Tot,CFW_30_34_HW_0,CFW_30_34_HW_1_15,CFW_30_34_HW_16_24,CFW_30_34_HW_25_34,CFW_30_34_HW_35_39,CFW_30_34_HW_40,CFW_30_34_HW_41_48,CFW_30_34_HW_49mor,CFW_30_34_HW_NS,CFW_30_34_Tot,CFW_35_39_HW_0,CFW_35_39_HW_1_15,CFW_35_39_HW_16_24,CFW_35_39_HW_25_34,CFW_35_39_HW_35_39,CFW_35_39_HW_40,CFW_35_39_HW_41_48,CFW_35_39_HW_49mor,CFW_35_39_HW_NS,CFW_35_39_Tot,CFW_40_44_HW_0,CFW_40_44_HW_1_15,CFW_40_44_HW_16_24,CFW_40_44_HW_25_34,CFW_40_44_HW_35_39,CFW_40_44_HW_40,CFW_40_44_HW_41_48,CFW_40_44_HW_49mor,CFW_40_44_HW_NS,CFW_40_44_Tot,CFW_45_49_HW_0,CFW_45_49_HW_1_15,CFW_45_49_HW_16_24,CFW_45_49_HW_25_34,CFW_45_49_HW_35_39,CFW_45_49_HW_40,CFW_45_49_HW_41_48,CFW_45_49_HW_49mor,CFW_45_49_HW_NS,CFW_45_49_Tot,CFW_50_54_HW_0,CFW_50_54_HW_1_15,CFW_50_54_HW_16_24,CFW_50_54_HW_25_34,CFW_50_54_HW_35_39,CFW_50_54_HW_40,CFW_50_54_HW_41_48,CFW_50_54_HW_49mor,CFW_50_54_HW_NS,CFW_50_54_Tot,CFW_55_59_HW_0,CFW_55_59_HW_1_15,CFW_55_59_HW_16_24,CFW_55_59_HW_25_34,CFW_55_59_HW_35_39,CFW_55_59_HW_40,CFW_55_59_HW_41_48,CFW_55_59_HW_49mor,CFW_55_59_HW_NS,CFW_55_59_Tot,CFW_60_64_HW_0,CFW_60_64_HW_1_15,CFW_60_64_HW_16_24,CFW_60_64_HW_25_34,CFW_60_64_HW_35_39,CFW_60_64_HW_40,CFW_60_64_HW_41_48,CFW_60_64_HW_49mor,CFW_60_64_HW_NS,CFW_60_64_Tot,CFW_65_69_HW_0,CFW_65_69_HW_1_15,CFW_65_69_HW_16_24,CFW_65_69_HW_25_34,CFW_65_69_HW_35_39,CFW_65_69_HW_40,CFW_65_69_HW_41_48,CFW_65_69_HW_49mor,CFW_65_69_HW_NS,CFW_65_69_Tot,CFW_70_74_HW_0,CFW_70_74_HW_1_15,CFW_70_74_HW_16_24,CFW_70_74_HW_25_34,CFW_70_74_HW_35_39,CFW_70_74_HW_40,CFW_70_74_HW_41_48,CFW_70_74_HW_49mor,CFW_70_74_HW_NS,CFW_70_74_Tot,CFW_75ov_HW_0,CFW_75ov_HW_1_15,CFW_75ov_HW_16_24,CFW_75ov_HW_25_34,CFW_75ov_HW_35_39,CFW_75ov_HW_40,CFW_75ov_HW_41_48,CFW_75ov_HW_49mor,CFW_75ov_HW_NS,CFW_75ov_Tot,CFW_Tot_HW_0,CFW_Tot_HW_1_15,CFW_Tot_HW_16_24,CFW_Tot_HW_25_34,CFW_Tot_HW_35_39,CFW_Tot_HW_40,CFW_Tot_HW_41_48,CFW_Tot_HW_49mor,CFW_Tot_HW_NS,CFW_Tot_Tot,ET_NS_15_19_HW_0,ET_NS_15_19_HW_1_15,ET_NS_15_19_HW_16_24,ET_NS_15_19_HW_25_34,ET_NS_15_19_HW_35_39,ET_NS_15_19_HW_40,ET_NS_15_19_HW_41_48,ET_NS_15_19_HW_49mor,ET_NS_15_19_HW_NS,ET_NS_15_19_Tot,ET_NS_20_24_HW_0,ET_NS_20_24_HW_1_15,ET_NS_20_24_HW_16_24,ET_NS_20_24_HW_25_34,ET_NS_20_24_HW_35_39,ET_NS_20_24_HW_40,ET_NS_20_24_HW_41_48,ET_NS_20_24_HW_49mor,ET_NS_20_24_HW_NS,ET_NS_20_24_Tot,ET_NS_25_29_HW_0,ET_NS_25_29_HW_1_15,ET_NS_25_29_HW_16_24,ET_NS_25_29_HW_25_34,ET_NS_25_29_HW_35_39,ET_NS_25_29_HW_40,ET_NS_25_29_HW_41_48,ET_NS_25_29_HW_49mor,ET_NS_25_29_HW_NS,ET_NS_25_29_Tot,ET_NS_30_34_HW_0,ET_NS_30_34_HW_1_15,ET_NS_30_34_HW_16_24,ET_NS_30_34_HW_25_34,ET_NS_30_34_HW_35_39,ET_NS_30_34_HW_40,ET_NS_30_34_HW_41_48,ET_NS_30_34_HW_49mor,ET_NS_30_34_HW_NS,ET_NS_30_34_Tot
10102,8,10,11,5,0,3,4,8,4,48,40,200,139,162,107,219,96,351,23,1327,0,9,3,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,8,0,3,0,0,3,0,0,8,0,19,0,8,0,0,0,0,0,8,0,20,0,6,0,5,0,0,0,6,3,27,0,9,9,3,0,4,0,6,0,39,0,6,0,0,3,0,0,12,3,32,0,4,8,8,5,3,3,18,0,49,0,8,9,5,3,3,3,14,0,52,4,12,9,8,3,3,0,17,0,49,0,15,6,7,3,0,5,5,0,42,0,13,11,11,4,3,0,6,3,45,11,99,52,45,21,23,11,105,12,388,0,0,0,0,7,0,0,0,0,6,0,0,0,0,7,0,0,0,0,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,4,3,0,0,11
10103,0,7,3,0,3,9,0,12,0,39,32,115,49,108,58,165,86,409,23,1044,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,9,0,3,0,0,3,3,0,6,0,11,0,0,0,0,0,0,0,0,0,9,3,3,0,0,0,3,0,5,0,23,0,8,5,0,0,4,0,7,3,32,0,6,3,6,0,0,3,11,0,33,0,3,3,0,4,0,0,21,0,35,3,3,3,4,5,3,0,15,3,38,0,7,4,3,0,8,0,21,0,39,8,6,4,5,0,0,0,22,0,40,3,12,14,10,3,7,0,13,6,59,7,3,3,3,3,4,3,16,5,45,17,64,41,35,22,31,10,138,19,380,0,9,0,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,3,13,0,0,0,0,3,0,0,0,0,7,3,0,3,0,0,0,0,0,0,7
10104,6,21,16,7,4,7,3,17,0,71,110,502,329,415,247,496,216,728,46,3084,0,7,4,0,0,0,0,0,3,11,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,3,0,0,0,11,0,4,4,3,0,0,0,0,0,19,0,14,6,3,3,5,3,9,0,38,5,16,7,3,0,0,3,11,6,50,0,15,6,9,3,6,0,10,0,54,0,19,4,11,3,6,10,19,4,76,5,20,10,9,10,9,0,17,7,80,12,35,10,15,4,13,9,11,9,111,3,21,17,13,6,5,0,20,0,81,6,21,7,9,0,7,3,10,6,61,4,7,3,6,0,9,0,3,0,29,30,178,76,77,26,71,26,113,35,640,0,13,0,0,3,7,0,0,7,33,0,3,0,3,0,3,0,0,4,19,0,0,0,3,3,3,3,0,3,15,0,5,0,0,0,3,0,0,8,19
10105,4,11,7,3,4,11,3,21,3,63,34,157,108,148,83,206,87,430,21,1276,0,5,4,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,5,0,3,0,0,0,3,0,14,3,3,3,0,0,0,0,3,0,17,0,4,0,0,3,0,0,6,0,18,0,10,0,3,0,4,0,11,0,34,6,3,3,0,0,4,0,0,0,17,0,3,4,3,7,6,3,22,3,54,0,8,4,9,7,17,9,30,3,80,0,7,5,10,0,3,4,26,3,62,0,13,13,12,4,9,3,29,0,83,0,6,12,6,0,3,8,18,0,58,0,12,3,14,0,4,0,11,3,47,14,77,49,58,23,54,29,172,19,499,3,7,0,0,5,0,0,0,4,23,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,3,7,0,0,0,0,0,0,0,0,5,9
10106,4,16,8,12,3,6,3,25,0,83,71,197,123,190,89,238,130,545,28,1618,0,11,3,0,0,3,0,0,0,21,0,3,0,0,0,0,0,3,0,15,0,3,3,0,0,0,0,4,0,15,0,7,0,0,0,0,5,4,0,22,0,12,6,5,0,8,4,15,0,40,0,9,3,4,4,5,3,13,6,49,0,11,3,6,0,11,7,16,0,51,0,13,7,6,3,9,3,25,3,74,3,9,10,3,0,13,3,25,3,72,3,10,12,8,4,11,3,38,3,104,3,22,8,20,3,10,3,38,11,113,3,21,16,6,6,13,3,23,0,101,6,22,14,16,4,23,0,15,8,105,23,151,90,86,36,104,30,222,40,785,0,7,0,0,3,0,0,0,0,14,3,0,0,3,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,4
10201,6,18,8,9,0,6,3,13,3,64,133,1047,639,735,418,803,340,1047,88,5254,0,6,3,0,0,0,0,0,0,10,0,0,4,3,0,0,0,0,3,16,0,9,0,0,0,3,0,5,3,30,0,23,3,5,0,3,0,16,3,49,3,32,9,7,6,5,7,16,0,84,3,21,15,11,5,11,5,16,10,97,3,24,18,11,10,13,0,13,10,106,5,25,11,12,4,16,4,22,3,102,8,28,12,12,11,16,0,18,0,108,9,33,19,4,5,9,0,16,6,92,0,36,17,0,3,8,0,3,0,68,0,16,9,6,3,3,0,7,10,59,3,13,4,3,5,7,3,7,7,40,32,272,135,79,56,89,21,136,46,861,3,28,5,9,0,8,0,0,3,50,0,3,3,7,5,5,0,3,11,45,3,9,12,5,9,8,0,3,3,45,0,0,4,10,7,11,3,0,7,40
10202,0,19,7,6,3,3,0,3,3,40,84,642,430,485,298,595,271,689,61,3544,0,14,0,0,0,0,0,0,0,18,0,16,5,3,0,0,0,6,0,29,0,6,3,3,0,3,3,0,0,24,0,22,11,4,3,3,0,4,4,52,0,20,10,6,0,5,0,9,0,52,0,14,10,6,7,9,3,8,8,62,0,19,4,20,5,7,3,11,0,69,0,13,10,5,0,4,10,21,0,73,8,21,8,13,3,16,3,15,4,89,4,27,5,5,3,4,3,11,3,68,3,17,6,3,3,0,5,5,4,44,3,7,11,3,0,0,0,5,0,41,0,3,0,0,0,4,0,3,0,18,25,196,86,77,29,62,26,95,38,636,4,14,4,5,7,0,0,0,3,37,3,9,3,0,9,5,0,0,10,45,0,3,3,7,8,5,3,3,3,33,3,3,0,11,5,3,0,0,11,35
10301,3,9,3,13,3,6,0,13,3,58,30,200,164,160,128,254,122,480,35,1579,0,9,0,3,0,3,0,0,0,19,0,4,0,0,0,0,0,0,0,8,0,3,0,4,0,0,3,0,0,13,3,4,0,0,0,0,0,0,3,13,0,5,0,6,0,3,0,8,0,27,0,9,0,4,0,4,3,15,0,41,0,3,4,3,0,8,0,7,0,30,3,11,5,3,9,8,0,16,0,49,5,8,6,7,0,7,0,15,0,55,0,8,3,5,3,3,4,28,0,57,0,14,12,5,3,11,3,16,3,76,0,16,10,10,0,8,5,14,4,61,0,13,11,3,3,4,0,5,6,41,20,100,51,56,29,57,27,130,22,490,0,4,3,0,0,0,0,0,5,16,0,3,7,0,4,3,3,0,3,26,0,0,0,0,4,0,0,3,8,19,0,3,0,0,0,0,3,0,3,15
10302,8,21,13,22,7,22,9,60,8,175,93,273,222,280,172,471,258,1393,45,3206,3,10,3,3,0,3,0,0,3,31,0,4,4,3,0,0,3,7,0,17,3,9,4,5,0,3,0,10,0,35,0,17,3,3,0,6,0,19,6,58,3,10,4,3,3,8,3,23,3,58,0,12,8,6,6,12,3,37,5,91,3,12,10,11,5,17,0,52,0,107,0,8,10,8,8,18,8,67,11,126,3,11,3,4,0,21,7,69,9,126,10,19,13,25,8,24,10,70,4,176,5,11,11,16,10,21,7,70,9,157,10,19,4,8,3,14,6,30,5,107,15,23,20,23,0,19,10,22,23,159,45,173,92,121,42,161,61,476,81,1259,0,9,3,0,3,3,4,4,3,30,3,0,0,0,7,0,3,3,12,30,3,0,3,3,3,3,3,6,0,23,4,4,3,7,3,5,0,3,7,35
10303,0,9,14,4,11,9,3,9,4,75,53,205,173,174,119,253,113,469,20,1580,0,11,0,3,0,0,0,0,0,11,0,0,0,5,0,0,0,3,0,8,0,4,3,0,0,0,0,0,0,16,3,7,7,3,0,3,0,6,4,34,0,4,3,0,0,3,0,3,0,18,0,9,7,3,3,3,0,15,0,33,0,11,0,3,3,0,0,5,0,28,0,4,3,11,0,3,7,17,0,50,4,11,9,4,0,12,0,23,3,63,3,11,11,9,8,8,4,25,0,92,3,17,13,10,3,9,7,29,0,94,0,20,9,10,5,11,7,21,4,90,3,21,8,10,4,6,0,14,4,74,14,136,67,77,29,65,29,175,19,607,3,0,4,0,0,0,0,0,3,17,0,0,0,7,3,8,0,0,5,26,0,0,0,4,0,4,3,0,3,14,5,0,3,0,0,3,0,0,0,17
