SA3_CODE_2016,SS_NS_None_Mng,SS_NS_None_Pro,SS_NS_None_TecTW,SS_NS_None_CoPSW,SS_NS_None_ClAW,SS_NS_None_SWks,SS_NS_None_MaOpDv,SS_NS_None_Lab,SS_NS_None_IDNS,SS_NS_None_Tot,SS_NS_1_15_Mng,SS_NS_1_15_Pro,SS_NS_1_15_TecTW,SS_NS_1_15_CoPSW,SS_NS_1_15_ClAW,SS_NS_1_15_SWks,SS_NS_1_15_MaOpDv,SS_NS_1_15_Lab,SS_NS_1_15_IDNS,SS_NS_1_15_Tot,SS_NS_16_24_Mng,SS_NS_16_24_Pro,SS_NS_16_24_TecTW,SS_NS_16_24_CoPSW,SS_NS_16_24_ClAW,SS_NS_16_24_SWks,SS_NS_16_24_MaOpDv,SS_NS_16_24_Lab,SS_NS_16_24_IDNS,SS_NS_16_24_Tot,SS_NS_25_34_Mng,SS_NS_25_34_Pro,SS_NS_25_34_TecTW,SS_NS_25_34_CoPSW,SS_NS_25_34_ClAW,SS_NS_25_34_SWks,SS_NS_25_34_MaOpDv,SS_NS_25_34_Lab,SS_NS_25_34_IDNS,SS_NS_25_34_Tot,SS_NS_35_39_Mng,SS_NS_35_39_Pro,SS_NS_35_39_TecTW,SS_NS_35_39_CoPSW,SS_NS_35_39_ClAW,SS_NS_35_39_SWks,SS_NS_35_39_MaOpDv,SS_NS_35_39_Lab,SS_NS_35_39_IDNS,SS_NS_35_39_Tot,SS_NS_40_Mng,SS_NS_40_Pro,SS_NS_40_TecTW,SS_NS_40_CoPSW,SS_NS_40_ClAW,SS_NS_40_SWks,SS_NS_40_MaOpDv,SS_NS_40_Lab,SS_NS_40_IDNS,SS_NS_40_Tot,SS_NS_41_48_Mng,SS_NS_41_48_Pro,SS_NS_41_48_TecTW,SS_NS_41_48_CoPSW,SS_NS_41_48_ClAW,SS_NS_41_48_SWks,SS_NS_41_48_MaOpDv,SS_NS_41_48_Lab,SS_NS_41_48_IDNS,SS_NS_41_48_Tot,SS_NS_49mo_Mng,SS_NS_49mo_Pro,SS_NS_49mo_TecTW,SS_NS_49mo_CoPSW,SS_NS_49mo_ClAW,SS_NS_49mo_SWks,SS_NS_49mo_MaOpDv,SS_NS_49mo_Lab,SS_NS_49mo_IDNS,SS_NS_49mo_Tot,SS_NS_NS_Mng,SS_NS_NS_Pro,SS_NS_NS_TecTW,SS_NS_NS_CoPSW,SS_NS_NS_ClAW,SS_NS_NS_SWks,SS_NS_NS_MaOpDv,SS_NS_NS_Lab,SS_NS_NS_IDNS,SS_NS_NS_Tot,SS_NS_Tot_Mng,SS_NS_Tot_Pro,SS_NS_Tot_TecTW,SS_NS_Tot_CoPSW,SS_NS_Tot_ClAW,SS_NS_Tot_SWks,SS_NS_Tot_MaOpDv,SS_NS_Tot_Lab,SS_NS_Tot_Inad_des_Tot,SS_NS_Tot_Tot,Tot_None_Mng,Tot_None_Pro,Tot_None_TecTW,Tot_None_CoPSW,Tot_None_ClAW,Tot_None_SWks,Tot_None_MaOpDv,Tot_None_Lab,Tot_None_IDNS,Tot_None_Tot,Tot_1_15_Mng,Tot_1_15_Pro,Tot_1_15_TecTW,Tot_1_15_CoPSW,Tot_1_15_ClAW,Tot_1_15_SWks,Tot_1_15_MaOpDv,Tot_1_15_Lab,Tot_1_15_IDNS,Tot_1_15_Tot,Tot_16_24_Mng,Tot_16_24_Pro,Tot_16_24_TecTW,Tot_16_24_CoPSW,Tot_16_24_ClAW,Tot_16_24_SWks,Tot_16_24_MaOpDv,Tot_16_24_Lab,Tot_16_24_IDNS,Tot_16_24_Tot,Tot_25_34_Mng,Tot_25_34_Pro,Tot_25_34_TecTW,Tot_25_34_CoPSW,Tot_25_34_ClAW,Tot_25_34_SWks,Tot_25_34_MaOpDv,Tot_25_34_Lab,Tot_25_34_IDNS,Tot_25_34_Tot,Tot_35_39_Mng,Tot_35_39_Pro,Tot_35_39_TecTW,Tot_35_39_CoPSW,Tot_35_39_ClAW,Tot_35_39_SWks,Tot_35_39_MaOpDv,Tot_35_39_Lab,Tot_35_39_IDNS,Tot_35_39_Tot,Tot_40_Mng,Tot_40_Pro,Tot_40_TecTW,Tot_40_CoPSW,Tot_40_ClAW,Tot_40_SWks,Tot_40_MaOpDv,Tot_40_Lab,Tot_40_IDNS,Tot_40_Tot,Tot_41_48_Mng,Tot_41_48_Pro,Tot_41_48_TecTW,Tot_41_48_CoPSW,Tot_41_48_ClAW,Tot_41_48_SWks,Tot_41_48_MaOpDv,Tot_41_48_Lab,Tot_41_48_IDNS,Tot_41_48_Tot,Tot_49mo_Mng,Tot_49mo_Pro,Tot_49mo_TecTW,Tot_49mo_CoPSW,Tot_49mo_ClAW,Tot_49mo_SWks,Tot_49mo_MaOpDv,Tot_49mo_Lab,Tot_49mo_IDNS,Tot_49mo_Tot,Tot_NS_Mng,Tot_NS_Pro,Tot_NS_TecTW,Tot_NS_CoPSW,Tot_NS_ClAW,Tot_NS_SWks,Tot_NS_MaOpDv,Tot_NS_Lab,Tot_NS_IDNS,Tot_NS_Tot,Tot_Tot_Mng,Tot_Tot_Pro,Tot_Tot_TecTW,Tot_Tot_CoPSW,Tot_Tot_ClAW,Tot_Tot_SWks,Tot_Tot_MaOpDv,Tot_Tot_Lab,Tot_Tot_Inad_des_Tot,Tot_Tot_Tot
10102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,5,0,0,0,0,11,0,0,3,14,6,12,0,10,0,39,3,21,14,168,40,255,12,115,6,645,0,3,12,41,13,63,4,36,0,168,6,4,3,31,8,25,0,4,0,89,0,4,48,19,16,3,0,6,0,98,0,3,80,5,11,0,0,4,0,110,0,0,40,3,0,0,0,3,0,47,0,7,9,0,0,3,0,3,0,27,0,3,3,4,0,8,0,3,8,28,19,37,218,281,97,375,24,185,15,1252
10103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,3,0,4,3,18,0,0,3,0,3,4,0,7,0,17,5,3,11,60,8,85,4,54,4,226,0,0,0,24,4,23,0,10,0,65,0,0,6,17,4,13,0,10,0,49,0,3,18,11,5,8,13,7,3,66,0,0,13,4,0,3,0,0,3,32,0,0,12,4,3,4,3,7,0,32,0,4,12,8,0,3,0,4,0,29,0,0,3,3,0,3,3,0,0,15,14,17,70,131,26,141,20,93,9,522
10104,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,0,6,3,3,0,25,0,0,4,12,0,30,0,12,0,67,0,6,22,145,10,405,6,162,8,760,3,0,8,23,5,43,0,15,3,102,0,7,13,21,5,13,0,11,0,67,0,11,74,10,21,5,0,4,0,128,3,0,47,3,3,3,0,3,0,64,3,0,21,3,3,0,0,3,0,32,0,0,10,0,0,0,0,3,0,21,0,0,7,4,3,12,0,10,5,47,11,29,197,231,52,515,12,221,21,1280
10105,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,8,0,3,0,3,4,20,0,0,0,12,0,21,0,4,0,42,0,6,8,67,15,198,4,85,7,392,0,4,3,29,0,32,0,12,0,91,0,3,8,18,6,14,0,3,0,48,0,7,36,18,5,11,0,3,0,82,4,6,45,5,0,0,0,0,0,63,0,0,23,4,0,3,0,0,0,32,0,0,11,3,0,3,0,0,0,20,0,0,0,6,0,4,0,3,4,22,7,30,135,165,32,284,7,123,11,796
10106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,3,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,5,0,17,0,0,0,16,0,7,0,6,0,34,7,9,7,74,6,162,3,117,3,387,3,0,3,27,6,24,0,13,0,78,0,3,7,7,0,10,0,6,0,37,3,7,37,6,10,8,0,4,0,75,0,5,29,12,5,0,0,0,0,44,0,0,11,0,0,3,0,3,0,17,4,0,7,3,3,0,0,3,0,19,0,0,0,10,3,6,0,6,5,29,22,27,101,148,31,222,3,157,9,720
10201,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,0,4,0,15,0,0,0,0,3,3,0,0,0,12,0,0,0,4,0,0,0,0,0,4,0,0,7,3,5,3,0,0,0,15,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,5,0,0,13,11,3,20,0,9,0,63,5,6,14,54,5,87,0,35,3,211,23,80,48,611,99,1201,70,592,14,2725,15,37,30,198,50,293,22,120,3,772,9,17,22,118,18,80,8,33,0,311,14,24,147,61,26,20,3,13,0,310,4,19,157,37,18,11,3,7,0,259,6,3,62,6,5,0,3,3,0,100,10,3,32,5,8,0,0,0,0,54,0,0,10,18,3,21,0,5,21,82,83,193,529,1101,236,1715,106,818,44,4826
10202,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,9,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,5,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,14,5,0,11,0,3,4,45,3,5,8,28,8,88,3,29,0,178,10,35,35,370,55,1084,53,503,20,2167,11,20,21,152,34,205,28,99,3,568,11,13,38,71,16,78,6,32,3,271,3,20,134,46,20,30,3,13,0,273,8,11,115,17,11,10,6,3,0,190,4,6,44,8,0,5,0,0,0,74,0,6,24,4,0,6,0,0,0,45,0,3,10,8,3,28,0,15,19,90,56,120,440,711,151,1526,110,700,46,3853
10301,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,3,0,7,0,22,0,4,3,33,0,31,0,10,4,91,12,33,15,249,32,339,5,175,8,873,3,7,8,76,5,79,4,30,0,211,3,13,9,45,6,31,0,10,0,118,4,12,54,24,6,15,0,8,0,120,0,15,60,13,8,3,3,6,0,110,3,0,26,6,4,0,0,0,0,43,5,3,14,4,0,0,0,0,0,32,0,3,8,21,3,10,0,5,16,65,38,96,189,465,67,513,20,243,27,1650
10302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,9,0,0,10,0,0,3,0,3,6,39,0,3,3,19,3,28,0,11,3,67,10,10,8,75,18,237,13,115,3,487,0,5,11,20,0,39,4,10,0,98,0,8,6,19,3,12,3,6,3,60,0,11,61,30,14,15,4,5,0,138,5,9,46,8,3,3,0,5,0,80,0,3,31,8,3,0,0,3,0,51,3,3,12,0,0,3,0,6,0,24,0,3,3,3,0,12,0,8,17,48,19,54,181,184,47,344,25,172,25,1050
10303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,0,0,3,3,10,0,3,12,0,3,5,0,10,3,37,0,0,0,12,0,21,0,10,0,42,3,10,6,83,13,178,4,108,3,406,0,6,7,22,4,25,0,14,0,83,0,4,4,14,0,10,0,11,0,46,4,9,41,8,9,5,0,10,0,90,5,3,54,4,4,3,0,3,0,78,0,0,28,0,5,0,0,3,0,45,0,3,13,9,0,5,3,3,0,35,0,0,13,3,0,7,0,5,12,38,16,30,163,161,43,254,9,167,12,863
