SA3_CODE_2016,P_OthSvs_H_0,P_OthSvs_H_1_15,P_OthSvs_H_16_24,P_OthSvs_H_25_34,P_OthSvs_H_35_39,P_OthSvs_H_40,P_OthSvs_H_41_48,P_OthSvs_H_49_more,P_OthSvs_H_NS,P_OthSvs_H_Tot,P_IDNS_H_0,P_IDNS_H_1_15,P_IDNS_H_16_24,P_IDNS_H_25_34,P_IDNS_H_35_39,P_IDNS_H_40,P_IDNS_H_41_48,P_IDNS_H_49_more,P_IDNS_H_NS,P_IDNS_H_Tot,P_Tot_H_0,P_Tot_H_1_15,P_Tot_H_16_24,P_Tot_H_25_34,P_Tot_H_35_39,P_Tot_H_40,P_Tot_H_41_48,P_Tot_H_49_more,P_Tot_H_NS,P_Tot_H_Tot
10602,29,155,138,158,275,252,154,218,7,1384,23,118,70,69,160,211,60,119,203,1036,899,3531,3057,3338,5022,4431,2289,3426,447,26438
10603,26,130,108,90,250,251,132,290,10,1287,23,112,65,89,182,140,55,127,211,1010,942,3270,2583,2904,5154,4676,2912,3704,471,26611
10604,16,45,35,51,96,97,50,79,6,486,13,57,30,31,68,75,30,54,123,490,581,1365,1250,1456,2591,2228,1823,2935,309,14535
10701,47,133,136,126,287,301,133,195,8,1360,43,99,92,86,221,279,99,152,229,1302,950,2847,2685,2976,5383,5231,3001,3967,469,27505
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,5,4,16,12,7,13,5,63
10703,21,174,109,124,195,197,71,117,5,1021,30,108,74,68,119,114,60,84,160,814,831,3835,3096,3120,3795,3483,1658,2615,366,22804
10704,57,283,235,247,391,358,166,264,22,2022,55,171,153,141,238,247,61,147,389,1596,1940,7535,6746,6474,10541,8457,3775,5342,839,51659
10801,10,66,36,42,55,67,24,60,7,378,17,45,29,22,39,43,18,32,99,345,364,1396,1183,1376,1525,1234,600,1098,217,8994
10802,14,74,66,50,105,84,48,61,6,512,33,66,35,58,75,50,28,54,187,582,625,1970,1869,2190,2757,1933,1077,2036,418,14864
10803,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,7,11,24,27,21,23,21,43,17,31,9,216
10804,28,176,123,131,235,198,105,168,11,1187,34,127,54,84,115,116,48,101,226,907,1002,3629,3040,4016,5250,4344,2091,3595,537,27511
10805,20,55,78,63,128,149,59,77,11,640,30,58,43,66,88,78,37,51,197,654,798,2325,2007,2446,3069,2468,1185,2079,398,16770
10901,35,142,133,124,227,215,127,168,17,1179,43,108,61,81,175,162,56,123,221,1031,1113,3508,2914,3746,5345,4422,2673,3839,502,28059
10902,6,11,13,8,17,18,11,24,3,120,19,28,15,20,32,33,6,28,57,247,201,490,423,562,867,829,394,1215,150,5128
10903,17,70,49,53,73,91,56,95,12,499,36,62,41,56,94,109,39,72,158,675,714,1943,1515,1825,2577,2635,1284,3079,375,15957
11001,18,65,45,48,105,73,61,73,6,490,13,53,37,35,59,49,35,62,108,448,567,2090,1598,1880,3094,2207,1235,2606,297,15561
11002,13,66,47,43,110,100,39,81,13,506,34,55,44,42,76,75,21,60,164,570,513,1620,1323,1711,2403,1862,939,2595,373,13344
11003,22,46,29,39,90,113,59,78,0,475,19,47,37,35,73,97,30,74,112,531,451,960,834,1127,1916,1900,953,2591,287,11022
11004,37,159,118,135,308,269,133,245,18,1412,47,132,80,91,231,222,78,165,319,1368,1206,3480,3013,3875,6441,5848,3166,6033,709,33764
11101,52,252,218,238,484,361,213,241,27,2093,53,154,106,115,243,223,86,149,263,1401,1423,6051,5037,5226,7647,6717,3225,4146,604,40066
11102,16,111,68,80,109,133,68,64,0,647,22,78,55,57,126,133,44,78,151,738,672,2341,2089,2348,3236,2904,1544,2158,301,17597
11103,106,399,336,364,823,717,391,497,26,3651,98,296,225,264,558,607,222,347,672,3286,3681,10534,10606,11567,19990,18900,8951,12191,1501,97925
11201,34,171,139,138,185,186,71,119,18,1054,50,215,136,182,186,169,62,130,283,1413,924,4479,3876,4726,4870,4086,1939,3488,598,28993
11202,24,125,104,124,217,199,117,151,9,1072,53,108,84,96,133,163,44,110,300,1086,955,3558,3267,4342,5786,4458,2029,3612,614,28625
11203,17,196,135,152,171,208,73,193,10,1158,53,150,109,118,144,167,72,140,296,1249,940,4171,3477,4474,4924,4011,1971,3590,614,28163
11301,19,81,58,70,169,147,83,118,6,747,44,82,68,66,145,179,59,84,210,933,805,2055,1852,2178,4281,3948,2004,3577,514,21208
11302,5,16,7,11,32,35,17,31,0,152,13,22,16,18,44,45,22,44,70,298,232,633,567,630,989,818,578,1294,154,5902
11303,22,162,132,161,323,326,183,219,16,1542,50,138,93,89,229,239,81,169,315,1406,1424,4436,3727,4517,8294,7123,3683,6847,836,40886
11401,42,158,147,149,252,187,118,192,20,1268,59,165,106,100,178,168,66,112,313,1270,1298,4863,3971,4459,6028,5111,2954,4210,713,33614
11402,23,99,94,108,139,119,66,121,8,777,26,109,89,79,108,98,52,104,138,797,526,2673,2219,2318,2989,2822,1463,2632,295,17950
11501,41,284,255,237,386,470,221,320,23,2227,64,258,210,190,423,597,141,329,472,2683,1411,7247,6143,5707,9369,11760,4667,8190,934,55429
11502,12,91,59,52,60,76,42,65,3,472,19,72,44,51,73,77,36,69,84,527,269,1618,1241,1165,1386,1756,843,1662,181,10127
11503,4,29,20,17,16,25,7,44,0,161,14,31,25,24,29,46,15,42,41,264,127,584,487,477,499,738,259,845,83,4114
11504,11,66,62,47,67,112,42,106,4,519,11,64,52,48,94,105,47,94,100,617,274,1740,1335,1214,1550,1875,820,1784,220,10804
11601,40,217,200,197,481,491,207,355,27,2207,60,220,227,231,609,606,184,347,501,2975,1250,4737,4597,4548,10397,9601,4185,6200,1037,46554
11602,13,78,75,70,97,93,33,77,6,540,18,66,72,70,128,148,42,125,129,791,389,2148,1715,1663,2431,2585,1170,2408,292,14801
11603,33,115,114,105,282,301,148,249,29,1371,60,187,175,208,649,591,204,332,613,3015,1156,3446,3480,4178,10871,9497,4284,6947,1174,45040
11701,22,97,105,117,286,322,134,207,8,1303,67,160,219,174,474,556,178,306,587,2729,2211,3453,5270,6158,12441,13550,6439,8568,1225,59315
11702,25,106,125,122,228,302,117,168,16,1222,27,173,199,125,302,337,113,210,263,1748,550,2424,2895,2437,4692,4883,2184,3513,473,24057
11703,308,871,1164,1123,2753,2472,1169,1517,126,11504,465,1316,1743,1168,2922,4262,1385,2377,4461,20087,14385,26215,40416,33826,97258,126059,56656,91898,8258,494980
11801,52,359,364,279,373,411,190,288,31,2345,69,304,286,205,235,412,117,336,436,2408,1269,6790,6947,5632,7139,9237,4557,7885,907,50369
11802,23,203,181,161,178,222,105,176,20,1263,49,171,166,121,142,224,56,144,392,1457,1322,5459,5242,4345,7722,8194,3076,5290,849,41500
11901,58,312,267,262,502,531,207,326,44,2511,101,358,330,315,884,758,254,321,827,4133,1594,6269,6148,5881,13434,12145,5088,7569,1557,59670
11902,23,199,157,135,228,263,127,185,17,1341,51,203,203,155,361,360,104,171,413,2025,740,3343,3544,3197,5498,5742,2247,3382,782,28474
11903,29,189,172,141,226,243,143,182,10,1335,46,171,148,127,227,226,66,114,297,1409,798,4178,3870,3256,4917,4816,2019,2966,601,27424
11904,19,172,146,119,271,230,118,173,17,1267,40,171,192,110,232,292,68,117,339,1561,1000,3582,4366,3781,6321,6868,2482,3982,684,33062
12001,43,166,161,154,396,370,162,242,21,1719,36,142,151,103,223,285,62,159,357,1533,963,3347,3670,3136,6348,7858,2888,4541,710,33463
12002,15,125,115,130,201,141,90,137,10,965,26,101,93,104,146,191,70,133,170,1037,572,2575,2511,2264,3518,4146,1893,3279,373,21143
12003,28,210,204,182,336,355,161,211,25,1715,90,269,305,231,423,527,139,254,573,2817,1448,6031,6172,5557,10672,10795,4322,6532,1090,52624
12101,80,300,318,259,556,610,336,434,31,2927,70,296,340,230,572,883,285,523,689,3890,2120,7389,8276,6839,14216,19284,7923,12297,1306,79642
12102,19,145,124,135,212,262,128,177,12,1219,28,144,123,98,212,238,80,133,192,1244,842,4017,3451,2959,4683,5017,2134,3455,421,26979
12103,19,240,197,134,195,168,114,175,13,1259,33,196,161,101,133,207,77,168,214,1293,881,5522,4359,3622,4123,4993,2145,4174,469,30282
12104,63,245,242,235,429,424,234,330,33,2236,71,271,304,216,450,765,257,498,644,3472,1978,5853,6675,5567,12437,20415,8627,13964,1223,76727
12201,8,96,78,61,83,79,50,62,6,520,22,98,74,49,73,136,37,97,107,681,404,2154,2209,1655,1833,2420,1088,1731,247,13738
12202,31,136,102,140,156,195,86,150,12,1000,35,164,117,115,134,249,78,156,172,1223,607,3431,2835,2634,2837,3891,1631,2931,356,21155
12203,45,368,271,260,413,503,241,324,23,2451,73,286,285,259,453,565,200,409,398,2925,1346,7133,6495,5860,9013,10277,4693,7698,822,53333
12301,21,133,89,92,165,186,116,136,13,955,35,111,85,68,211,223,81,136,202,1151,555,2634,2132,2290,3660,3661,1804,3211,410,20360
12302,35,233,144,161,379,324,203,280,34,1802,70,230,206,224,636,591,176,269,565,2956,1449,5619,4824,5305,10740,8972,4174,6044,1096,48221
12303,15,47,44,28,56,62,40,65,3,367,18,53,43,35,64,87,33,58,96,485,335,1186,959,982,1937,1663,1012,1777,219,10075
12401,20,126,95,95,125,110,60,92,10,738,29,120,63,57,66,100,27,67,115,644,607,3383,2685,2714,2641,2556,1253,2237,288,18364
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,17
12403,42,226,199,209,313,400,212,297,24,1930,57,214,157,189,368,416,126,288,425,2244,1565,6113,5417,5555,9606,8862,4116,6433,895,48565
12404,9,92,64,75,103,128,92,140,14,714,19,77,62,68,146,128,48,99,145,801,497,1967,1737,1876,3343,3149,1737,2405,346,17064
12405,14,86,53,55,107,134,75,89,12,622,23,92,83,101,345,268,98,148,220,1379,454,1639,1475,1682,4219,3854,1742,2764,437,18256
12501,40,134,164,139,531,530,222,266,18,2036,86,260,292,248,863,833,257,382,696,3921,1360,3692,4166,4103,13452,13371,5401,7582,1244,54362
12502,12,80,77,69,180,170,70,114,6,782,37,111,118,92,250,267,101,157,214,1353,496,2102,1904,1762,4262,4359,1817,2686,414,19802
12503,27,221,199,152,458,460,208,378,24,2123,83,322,323,296,928,793,239,338,677,4000,1125,4375,4330,4409,12649,10657,4661,6943,1248,50394
12504,74,292,252,239,711,564,265,335,45,2781,88,318,313,297,799,729,222,327,1058,4146,3215,7329,8929,8694,24690,20735,7724,10488,1996,93799
12601,18,98,77,73,100,82,56,67,4,589,11,63,45,41,52,85,21,42,92,449,286,1760,1396,1168,1683,1893,830,1364,184,10563
12602,47,282,280,228,502,509,204,340,23,2416,87,290,280,240,662,857,267,488,856,4030,2358,7834,8089,6789,18983,21535,8749,13162,1546,89040
12701,13,97,82,67,99,114,52,93,10,631,33,99,53,70,128,144,40,106,189,867,459,2029,1773,1883,2765,3023,1185,2453,406,15978
12702,36,306,220,236,482,467,215,326,25,2319,94,418,339,273,879,716,229,355,776,4082,1224,5940,5399,5255,11472,10191,4499,7171,1469,52616
12703,32,180,157,133,380,396,165,241,33,1714,75,321,277,268,761,677,194,286,723,3577,1578,5336,5336,5183,12760,11968,4834,7517,1364,55883
12801,35,269,217,217,296,350,151,230,21,1795,52,216,185,158,332,380,129,248,336,2047,1128,6292,5555,4727,6183,7145,3167,5189,689,40078
12802,32,200,161,164,247,307,155,205,20,1491,24,114,116,104,156,196,62,130,198,1092,780,4238,3482,3168,4370,4459,2051,3341,419,26306
19797,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,10,9,6,5,5,3,9,7,34,0,86
19999,195,1161,676,691,666,962,349,796,80,5571,521,953,752,691,957,1448,379,953,1621,8280,6077,19723,15762,16393,17453,30717,11320,22131,3799,143365
20101,55,242,166,215,347,268,164,197,18,1669,62,177,110,114,259,214,93,168,373,1569,1840,6369,5162,5982,8692,7390,4243,5210,831,45726
20102,16,52,31,39,32,37,21,37,3,271,17,35,30,31,29,46,15,44,68,319,330,1226,967,1020,833,1052,497,1205,185,7308
20103,5,32,35,19,40,32,23,25,5,218,20,43,26,28,44,52,16,31,74,323,297,960,835,897,1054,1008,517,1099,163,6828
20201,55,226,148,208,333,254,187,204,16,1624,56,152,104,127,237,212,83,158,253,1375,1748,5838,4606,5526,8019,6370,3683,4570,664,41022
20202,8,68,44,72,79,96,40,88,8,506,34,91,53,74,80,90,48,82,125,674,619,2198,1903,2111,2386,2609,1289,2071,290,15469
20203,6,16,3,7,9,10,0,22,0,77,5,19,6,7,14,23,10,22,51,163,172,432,298,387,440,566,366,1126,116,3908
20301,3,14,21,14,17,22,9,23,4,130,12,22,17,10,18,19,7,13,33,145,151,626,446,513,455,590,281,703,90,3849
20302,82,461,343,371,635,616,268,365,39,3184,123,342,246,273,504,557,181,336,689,3248,3280,11804,10116,10821,15771,15409,7605,10184,1488,86473
20303,22,142,82,100,120,104,36,78,8,689,25,115,58,67,69,77,42,73,128,651,692,3599,2356,2300,2280,2519,1117,1967,318,17142
20401,22,93,71,70,97,91,51,106,9,604,44,90,77,65,89,134,51,98,191,830,823,2564,2149,2504,2869,3181,1802,3259,452,19606
20402,14,83,61,64,126,154,54,114,10,678,39,88,56,63,106,123,38,68,176,760,880,2281,2140,2515,3249,3269,1661,2635,382,19002
20403,26,109,86,123,210,218,130,143,17,1063,67,115,75,78,154,165,66,138,227,1079,1193,3310,2953,3681,5294,5199,2985,4721,580,29917
20501,22,106,88,103,175,127,70,116,6,815,37,85,50,38,66,101,31,81,141,642,629,2518,1883,2002,2399,2343,1306,2444,345,15866
20502,19,81,73,79,96,111,57,89,5,618,30,70,59,61,93,104,29,62,154,663,803,2187,1931,2275,2504,2270,1224,2179,368,15735
20503,31,116,91,92,127,150,63,97,8,770,43,127,86,68,106,90,39,109,204,870,1059,3382,2574,2843,2787,3023,1628,3237,468,21010
20504,24,170,99,108,237,228,86,157,6,1129,56,96,70,69,152,169,63,127,301,1106,1395,3996,3308,3717,6146,4771,2912,3711,600,30561
20505,22,81,51,78,96,111,45,84,7,579,30,51,45,67,85,107,37,114,151,687,746,2189,1708,1886,2479,2749,1505,3394,366,17024
20601,28,144,134,138,214,224,117,134,13,1145,28,162,130,122,238,219,60,123,221,1304,666,3491,3210,3321,4515,3867,1817,2781,509,24175
20602,17,106,82,84,158,160,74,86,14,789,15,81,68,71,129,139,53,81,135,775,362,2128,1764,1752,2475,2458,1178,1835,299,14254
20603,25,128,128,136,169,144,78,96,14,910,24,91,95,70,106,134,40,67,173,804,610,3325,2554,2628,3643,3440,1524,2349,376,20456
20604,272,649,931,970,2290,1609,846,1039,67,8671,374,1016,1048,758,1938,2345,761,1385,3659,13271,14204,26337,34765,34311,88168,108265,45706,63740,6962,422451
20605,64,301,319,342,689,708,343,478,25,3267,126,316,351,309,667,956,328,633,784,4474,2363,6458,7340,7362,16383,22159,10446,16041,1529,90087
20606,32,221,198,199,352,223,163,150,17,1548,34,184,160,113,183,280,109,226,264,1550,850,4418,4085,3798,5332,6288,3236,5092,563,33652
20607,61,249,251,268,553,510,237,318,38,2486,104,312,319,295,570,742,268,555,618,3787,2306,7264,8191,8583,15594,17334,8540,12217,1348,81386
20701,40,418,289,289,459,387,238,321,18,2462,88,379,303,238,422,472,166,320,607,3004,2057,10380,8414,7864,11163,13776,6306,10229,1192,71382
20702,20,197,130,139,205,157,94,125,11,1076,29,149,91,84,113,140,35,68,207,925,690,5013,3523,3105,3564,3524,1828,2640,434,24329
20703,70,284,277,309,550,456,285,299,16,2551,51,238,163,137,284,343,87,168,364,1833,1529,6262,5462,5652,9463,8408,3965,5137,734,46617
20801,32,233,157,151,193,192,80,127,20,1193,32,205,136,125,167,228,74,189,224,1387,826,5017,3945,3876,4271,4836,2364,3918,487,29537
20802,38,323,250,207,276,238,173,210,21,1744,41,232,152,154,200,286,85,177,287,1620,1076,6359,5233,5083,6010,6390,3029,4794,639,38610
20803,62,338,278,273,624,607,255,358,47,2833,96,334,369,319,1002,880,283,453,590,4319,1635,8026,6403,6489,13294,12326,5930,7882,1124,63115
20804,5,144,125,96,153,123,45,75,13,778,15,94,76,74,94,132,37,71,188,783,646,3774,3072,2880,3611,3141,1566,2235,387,21312
20901,30,227,155,183,280,230,125,179,6,1425,47,185,89,136,242,259,77,147,315,1501,1451,5948,5194,5569,6653,7229,3186,4438,687,40356
20902,31,173,155,135,287,215,101,138,13,1248,35,183,135,170,335,284,75,156,338,1707,1043,4701,3935,3928,7104,5833,2693,3458,723,33422
20903,23,153,76,106,109,110,49,72,11,712,15,94,72,62,58,91,24,80,112,614,420,2926,1912,1897,1791,2177,915,1722,260,14011
20904,40,310,190,199,371,404,164,256,32,1973,96,356,243,253,689,614,182,321,590,3355,1698,7740,6268,6457,11004,9917,4503,6601,1224,55416
21001,22,162,141,141,304,289,122,179,17,1382,50,151,139,147,391,373,133,189,340,1913,875,3359,2922,3147,6915,7130,3220,4742,717,33033
21002,12,46,35,44,45,58,16,47,0,305,14,48,30,24,30,54,19,32,51,298,255,1347,871,860,986,1019,497,855,127,6823
21003,23,99,75,92,205,194,99,127,12,928,27,93,72,74,120,152,48,61,194,837,417,1802,1714,1914,2826,2660,1131,1726,384,14577
21004,7,85,56,42,71,75,39,57,8,444,12,48,20,31,28,46,15,28,60,296,251,1553,1090,1014,1214,1094,572,903,138,7829
21005,42,239,236,222,500,469,236,275,37,2254,130,370,353,369,1145,833,319,429,879,4826,2309,6462,6799,8097,17878,15514,7854,9481,1769,76165
21101,62,338,310,309,525,570,235,372,25,2746,101,350,286,334,960,845,328,461,559,4239,1887,8435,6658,7048,13596,11855,5867,7795,1081,64226
21102,3,51,27,31,29,27,11,26,0,206,6,47,22,27,17,29,7,29,49,234,157,922,593,718,533,660,328,624,84,4611
21103,47,247,228,216,400,369,181,287,27,2001,61,234,157,188,430,391,147,261,318,2198,1229,6425,5014,5138,7673,7421,3755,4893,693,42235
21104,19,125,121,121,274,229,105,166,21,1176,30,137,112,107,237,218,64,129,207,1250,616,3488,2788,2714,4101,4083,1784,2655,414,22635
21105,63,305,204,200,287,291,166,240,21,1771,87,257,144,172,301,303,121,220,333,1950,1451,7219,4845,4911,6307,5801,3220,4969,729,39453
21201,22,159,102,81,175,163,87,178,13,978,28,150,91,93,156,189,72,120,213,1113,693,3708,2771,2813,3646,3760,1974,3293,510,23166
21202,39,260,202,224,382,294,188,219,22,1825,57,226,139,159,397,419,135,240,375,2146,1197,6164,4666,4942,7111,6508,3235,4684,784,39303
21203,22,218,137,129,166,180,72,119,10,1048,33,128,90,113,168,182,51,133,249,1151,752,4097,3067,3316,4275,3793,1977,3141,524,24944
21204,86,378,366,374,1187,1083,448,596,56,4564,176,578,552,579,2054,1732,618,785,1241,8320,2687,8538,8684,10237,26659,22896,11453,14015,2249,107411
21205,64,328,322,283,682,631,311,419,30,3078,145,411,401,398,1034,1117,367,544,962,5376,3001,11222,10066,10719,21675,22187,9885,13721,1872,104349
21301,39,237,191,184,433,366,198,256,28,1936,83,323,261,266,756,658,201,300,742,3592,1534,6286,5639,6418,11544,10575,4661,6591,1394,54640
21302,39,160,120,126,258,273,103,160,11,1259,34,133,133,150,355,396,111,221,345,1884,915,3360,2912,3148,6776,6939,3480,5055,677,33252
21303,41,186,170,215,422,299,153,162,15,1665,57,209,164,155,364,347,120,190,394,2009,1131,4948,4426,4543,7381,6594,3082,4352,804,37261
21304,19,174,116,139,213,225,109,174,22,1186,37,160,107,118,221,276,68,122,292,1399,920,4624,3360,3628,5105,5279,2334,3776,639,29662
21305,48,305,209,189,403,381,130,244,26,1929,84,318,257,279,685,683,211,339,702,3557,1776,7575,6305,6686,13804,12069,5694,8298,1421,63642
21401,43,264,179,194,300,337,154,229,22,1726,66,230,186,196,405,429,118,285,430,2335,1472,6196,5106,5898,7418,7522,3410,5091,813,42912
21402,48,328,254,306,350,330,194,251,17,2079,76,294,219,203,285,319,142,210,408,2160,1733,8453,6066,6899,7564,7678,4108,6006,964,49479
21501,33,105,90,105,159,182,68,122,14,881,35,97,71,65,135,121,35,99,220,886,1100,3061,2524,3136,4002,4324,2007,4165,545,24861
21502,19,86,64,78,201,187,59,96,11,805,37,83,71,89,144,159,45,91,225,936,798,2619,2038,2685,4239,3632,1851,2983,494,21354
21503,18,75,45,45,113,105,46,77,6,531,37,67,41,54,72,115,36,87,179,689,646,1832,1441,1741,2456,2640,1279,2754,400,15177
21601,23,79,55,76,138,121,61,82,5,626,35,64,37,41,94,83,40,76,158,638,653,1905,1529,1923,2502,2354,1432,2697,344,15340
21602,9,63,36,38,65,76,44,54,3,389,36,42,25,31,62,82,33,67,123,511,537,1283,1026,1230,1522,1655,1055,1967,263,10534
21603,36,144,106,119,282,264,116,144,17,1234,49,99,69,78,193,184,71,134,303,1193,1203,3169,2666,3412,5396,5085,2627,3750,630,27934
21701,13,77,48,66,101,95,53,70,6,525,34,58,40,44,77,67,31,66,142,565,688,1963,1673,1869,2168,2366,1353,2548,348,14967
21703,11,88,43,43,86,73,31,72,7,457,34,81,59,54,92,98,39,88,172,722,740,2235,1680,1989,2374,2261,1451,3370,373,16471
21704,19,137,72,82,137,158,57,89,12,752,32,89,45,61,113,133,43,100,171,783,961,3092,2343,2771,3625,3449,1890,3324,439,21892
29797,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,8,3,17,22,8,9,3,11,15,13,80,9,157
29999,176,872,489,554,481,708,281,528,49,4129,487,873,595,557,835,1141,311,727,1315,6844,5166,16556,12061,13726,15284,26496,9591,17035,3122,119032
30101,28,154,134,129,181,185,93,140,4,1044,23,93,82,86,172,183,44,143,145,965,514,3029,2152,2591,3249,2877,1493,2651,301,18852
30102,23,166,132,134,177,139,57,126,15,955,37,125,96,88,124,181,38,149,173,1018,792,3630,2799,3404,4009,3620,1687,3054,389,23375
30103,23,141,118,139,300,290,176,213,15,1421,49,154,131,167,413,397,195,291,310,2096,1052,3260,2850,3603,8161,7658,4349,6722,666,38324
30201,4,78,42,62,48,38,30,41,3,339,5,41,23,17,21,45,7,45,56,266,239,1302,992,1146,1338,1090,552,848,132,7632
30202,42,179,133,167,298,280,157,211,14,1478,27,129,94,97,292,251,74,157,227,1343,1134,4437,3953,4598,7921,6296,3077,4243,520,36173
30203,44,85,129,199,529,395,224,265,20,1895,57,158,144,157,596,572,223,337,424,2655,1844,3389,3838,5500,14052,12298,6708,8805,934,57377
30204,19,89,57,72,85,85,37,56,3,509,8,48,49,41,64,56,34,61,75,436,411,1717,1376,1756,2018,1577,844,1452,177,11329
30301,20,96,107,107,139,104,60,68,15,714,11,86,47,48,84,71,24,76,106,553,458,2938,1966,2083,2820,2261,1220,1769,262,15774
30302,32,191,149,192,285,233,121,171,8,1382,30,132,93,100,219,222,83,159,263,1304,1522,4003,4262,5029,8332,7307,3294,5137,572,39458
30303,67,158,177,223,553,417,204,237,23,2062,32,115,114,101,278,237,77,147,263,1363,1020,4165,3611,4035,7096,5981,2874,4245,525,33564
30304,23,87,99,101,244,296,132,158,6,1145,30,107,103,119,254,247,75,134,177,1240,561,2057,1889,2089,4731,4232,2074,3020,376,21032
30305,23,98,97,129,377,394,237,305,13,1676,54,169,170,200,600,536,213,324,368,2631,957,2349,2524,3410,8578,7972,4655,6568,714,37720
30306,4,66,57,51,76,58,26,37,4,377,17,47,43,42,68,40,12,37,61,359,220,1342,1242,1317,1462,1170,490,769,162,8171
30401,19,60,60,59,98,80,37,70,0,483,11,54,30,42,63,56,29,38,65,387,268,1677,1058,1206,1443,1216,646,1083,136,8734
30402,13,73,54,59,80,46,30,53,4,412,5,68,21,37,29,72,15,63,53,363,280,1666,1098,1198,1144,1196,537,1171,110,8389
30403,27,147,96,114,155,116,78,93,9,837,18,95,71,63,71,114,24,74,149,674,843,5068,2856,2717,4705,3631,1802,3000,387,25011
30404,10,94,58,90,116,94,64,98,7,636,9,59,38,38,73,70,18,58,99,463,673,2326,1656,1809,2513,3327,2149,2771,278,17509
30501,103,361,423,455,1054,719,423,513,47,4090,152,425,422,361,749,1008,308,605,1347,5374,6866,12415,16278,17348,46289,44576,21730,30961,2712,199176
30502,13,100,75,88,139,135,74,92,7,721,20,60,54,62,150,131,55,85,80,692,333,1585,1354,1457,2686,2707,1505,2462,199,14287
30503,47,218,203,260,463,423,261,344,24,2244,57,219,166,164,311,411,143,319,425,2219,2249,5468,5747,6413,12327,13294,6285,9959,940,62681
30504,47,203,162,208,383,267,125,200,9,1598,32,144,105,106,191,258,80,217,229,1366,1098,4056,3635,3800,6635,6925,3478,5770,527,35917
