SA3_CODE_2016,P_40_44_OM_UIE,P_40_44_CFW,P_40_44_ES_NS,P_40_44_Total,P_45_49_E,P_45_49_OM_IE,P_45_49_OM_UIE,P_45_49_CFW,P_45_49_ES_NS,P_45_49_Total,P_50_54_E,P_50_54_OM_IE,P_50_54_OM_UIE,P_50_54_CFW,P_50_54_ES_NS,P_50_54_Total,P_55_59_E,P_55_59_OM_IE,P_55_59_OM_UIE,P_55_59_CFW,P_55_59_ES_NS,P_55_59_Total,P_60_64_E,P_60_64_OM_IE,P_60_64_OM_UIE,P_60_64_CFW,P_60_64_ES_NS,P_60_64_Total,P_65_69_E,P_65_69_OM_IE,P_65_69_OM_UIE,P_65_69_CFW,P_65_69_ES_NS,P_65_69_Total,P_70_74_E,P_70_74_OM_IE,P_70_74_OM_UIE,P_70_74_CFW,P_70_74_ES_NS,P_70_74_Total,P_75ov_E,P_75ov_OM_IE,P_75ov_OM_UIE,P_75ov_CFW,P_75ov_ES_NS,P_75ov_Total,P_Total_E,P_Total_OM_IE,P_Total_OM_UIE,P_Total_CFW,P_Total_ES_NS,P_Total_Total
10701,218,31,18,3255,2894,190,172,27,28,3304,3132,203,212,26,29,3605,2704,164,188,26,31,3115,1405,130,123,21,21,1696,427,81,76,21,11,618,96,25,29,12,4,171,31,13,18,22,13,85,24221,1324,1453,245,260,27505
10702,0,0,0,3,7,0,0,0,0,7,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,63
10703,289,47,16,2483,1902,262,266,39,29,2489,1831,216,298,47,38,2427,1675,186,226,47,18,2151,951,165,212,55,15,1409,287,89,108,34,13,523,87,46,38,32,13,212,33,18,16,21,13,105,18325,1620,2179,415,263,22804
10704,523,45,43,5887,4711,433,446,61,45,5696,4611,438,436,74,57,5622,4044,325,364,50,41,4822,2262,239,276,48,39,2865,757,143,166,42,22,1133,190,55,71,19,11,350,85,24,38,18,21,180,44417,2902,3383,491,456,51659
10801,147,22,17,954,770,73,166,26,12,1047,867,92,150,28,19,1151,830,85,170,38,14,1141,579,87,135,44,26,865,232,51,73,25,14,401,47,21,38,22,8,142,17,14,26,15,14,85,6880,588,1108,245,169,8994
10802,192,31,24,1554,1285,107,192,33,32,1655,1480,103,236,46,26,1889,1483,119,266,55,35,1957,886,99,243,73,21,1321,315,52,166,91,19,643,74,24,70,42,6,222,30,15,43,60,10,159,11640,716,1719,518,275,14864
10803,3,0,0,27,12,3,3,0,0,20,13,7,3,0,0,25,14,3,0,0,0,20,6,4,5,0,0,19,9,3,0,0,0,14,3,0,0,0,0,5,0,3,0,0,0,7,156,31,29,4,6,216
10804,375,44,33,3137,2701,266,367,46,38,3412,2644,294,382,65,39,3427,2501,257,438,73,39,3294,1457,188,362,94,31,2131,502,129,175,72,15,897,145,54,102,50,13,366,62,21,51,42,14,187,21915,1784,2882,591,335,27511
10805,149,44,23,1699,1565,119,224,52,21,1980,1652,133,275,58,45,2169,1629,151,299,57,42,2181,1064,125,237,72,28,1533,361,81,157,79,21,694,98,35,97,64,11,309,39,15,56,57,18,185,13220,914,1773,549,319,16770
10901,226,43,20,2852,2484,274,259,57,27,3111,2467,291,289,50,23,3117,2271,244,283,71,19,2896,1464,197,253,69,25,2012,551,113,165,59,23,912,123,37,68,59,11,297,58,19,44,62,14,193,23311,1735,2157,583,276,28059
10902,66,20,10,536,383,55,76,37,8,558,488,57,77,42,12,675,438,64,90,43,15,656,316,37,93,47,8,498,121,29,41,44,11,234,25,11,30,17,0,82,12,5,18,35,4,70,3716,383,596,333,96,5128
10903,203,66,18,1579,1230,194,211,73,32,1738,1322,201,208,88,21,1839,1370,217,244,110,48,1982,972,144,243,126,42,1525,365,95,173,85,28,737,124,57,82,84,15,365,46,38,69,85,9,249,11650,1361,1760,878,307,15957
11001,157,48,10,1518,1291,114,185,40,14,1645,1354,150,237,58,21,1829,1223,130,220,75,19,1670,753,101,248,75,18,1197,281,58,183,107,19,647,90,34,110,86,6,328,38,18,63,90,11,227,12114,870,1738,658,182,15561
11002,172,76,27,1317,1084,87,217,79,27,1496,1055,105,228,103,29,1524,1055,115,309,124,29,1630,677,73,238,137,37,1162,252,63,216,118,25,674,78,37,147,129,12,407,35,33,87,139,23,318,9354,689,1959,1047,285,13344
11003,150,38,12,1134,836,109,134,38,18,1141,922,108,167,54,19,1272,792,144,164,72,22,1196,536,91,147,71,23,872,215,74,100,72,14,477,69,30,55,37,10,201,22,16,46,49,16,160,8261,812,1239,509,198,11022
11004,314,54,50,3493,2996,234,349,80,37,3695,2858,274,413,111,38,3691,2647,233,420,134,54,3490,1723,224,401,174,52,2575,645,122,250,144,22,1191,188,58,146,107,21,513,76,32,121,114,28,363,27354,1799,3063,1063,484,33764
11101,377,54,36,4253,3451,420,396,54,41,4358,3209,414,358,63,40,4081,2783,343,349,52,29,3559,1710,256,259,48,21,2292,529,144,142,46,9,872,159,67,59,26,11,318,51,36,27,18,15,151,33737,2721,2819,463,335,40066
11102,201,33,14,1928,1504,166,194,32,21,1916,1575,180,200,30,24,2015,1520,184,195,31,21,1942,980,129,157,33,19,1322,329,90,106,24,9,556,97,37,35,26,7,203,33,17,10,23,3,86,14313,1231,1564,305,186,17597
11103,579,71,61,11104,9849,697,589,78,66,11274,9469,642,548,83,69,10813,8320,555,532,73,80,9565,4712,388,402,61,53,5617,1480,205,208,68,31,2003,355,90,106,34,31,615,166,50,56,38,30,332,87646,4364,4538,674,702,97925
11201,558,85,49,3325,2297,385,645,65,46,3438,2281,378,633,74,51,3422,2335,293,637,89,63,3414,1496,289,569,87,39,2487,545,146,306,84,28,1114,143,56,131,52,18,403,56,34,86,61,19,254,20732,2433,4628,741,467,28993
11202,305,56,32,2984,2690,172,359,61,39,3321,2833,174,465,74,49,3586,2783,199,430,103,37,3550,1913,150,426,102,41,2628,655,91,262,125,27,1159,164,39,141,59,13,415,49,19,104,97,35,301,23172,1217,3059,785,386,28625
11203,404,65,39,3052,2462,292,419,71,34,3280,2549,294,430,68,35,3373,2538,292,468,76,46,3414,1679,191,373,65,38,2350,584,121,228,62,23,1014,149,62,67,46,14,336,66,20,72,45,22,225,21853,2052,3236,644,388,28163
11301,184,57,27,2188,1825,214,196,72,26,2325,1792,217,269,114,31,2419,1586,223,262,111,41,2223,1045,156,216,84,27,1540,381,99,162,96,27,755,106,49,74,69,7,303,49,23,74,82,21,244,16706,1485,1878,829,307,21208
11302,49,11,14,633,510,36,61,13,16,640,577,52,58,25,14,729,559,45,90,31,10,736,333,43,105,33,10,522,108,27,87,33,10,261,38,10,40,32,0,121,15,6,30,31,8,93,4557,334,630,257,119,5902
11303,372,70,49,4104,3352,286,423,81,46,4197,3248,306,476,121,52,4205,3055,261,487,151,39,3991,1941,229,410,138,46,2764,707,126,284,153,26,1300,201,46,162,107,21,542,80,25,126,138,26,389,33475,2109,3647,1168,495,40886
11401,381,62,39,3539,2919,290,419,66,53,3739,3052,293,534,72,45,3994,2954,346,478,87,47,3916,1775,227,411,92,38,2546,619,134,236,70,29,1095,154,59,106,60,15,391,52,39,56,33,25,204,26815,2177,3465,675,482,33614
11402,272,45,31,1803,1426,252,275,53,18,2025,1476,257,296,48,30,2104,1331,249,275,51,26,1933,883,207,246,57,14,1408,440,157,191,54,16,860,159,88,107,52,18,418,63,63,74,54,12,257,13247,1749,2213,497,241,17950
11501,462,100,32,6671,4772,766,460,72,39,6109,4248,772,470,78,42,5600,3413,617,390,74,48,4540,2169,493,309,71,22,3065,984,335,238,37,19,1611,253,139,96,40,13,538,98,42,34,25,12,210,45762,5193,3429,648,388,55429
11502,130,29,6,1043,762,221,130,23,6,1154,713,275,169,35,10,1192,637,172,138,40,9,989,404,153,119,36,7,714,189,113,92,31,4,424,80,56,39,29,0,200,18,35,41,22,5,128,7130,1491,1118,303,88,10127
11503,79,22,3,445,243,123,109,20,8,497,225,90,110,28,8,471,203,77,92,29,4,404,124,80,81,16,9,305,83,48,44,25,6,205,26,20,29,11,0,90,11,12,20,22,0,63,2392,672,773,211,71,4114
11504,129,23,14,1195,745,196,127,19,3,1100,617,169,103,29,7,929,539,143,94,21,8,811,370,78,69,14,3,531,135,46,42,12,5,240,51,24,12,12,0,99,16,13,10,16,0,49,8402,1253,858,201,88,10804
11601,332,52,39,5261,4145,485,332,60,43,5065,4061,486,328,53,40,4964,3481,379,280,46,33,4207,2340,279,233,33,39,2914,837,158,118,29,17,1155,229,51,51,8,9,348,63,25,28,10,11,132,39847,3294,2533,466,414,46554
11602,254,40,13,1727,1136,222,238,35,13,1644,974,197,216,30,12,1426,802,120,153,28,10,1113,483,90,109,23,7,719,203,62,67,20,5,351,51,28,27,9,3,122,15,5,11,6,0,37,11305,1475,1629,273,119,14801
11603,245,34,54,5419,4607,304,215,27,56,5210,4301,259,220,30,57,4875,3584,210,163,24,33,4010,2111,143,124,23,27,2430,758,74,55,13,17,922,175,32,27,3,15,250,38,9,5,10,10,72,40744,1912,1636,268,475,45040
11701,207,27,41,7497,6592,409,195,21,67,7284,5934,335,231,27,43,6565,4719,278,184,18,61,5259,2536,180,126,23,36,2897,985,122,70,24,23,1217,245,44,40,4,8,346,70,38,18,14,13,156,54538,2434,1566,257,520,59315
11702,283,25,33,2581,1803,378,273,29,27,2504,1795,347,273,44,22,2481,1530,258,238,25,7,2055,987,155,179,37,16,1373,469,106,97,27,11,714,134,47,34,12,7,239,48,24,16,11,3,109,19070,2235,2214,299,241,24057
11703,2198,188,313,58539,41550,3544,2108,206,296,47705,32970,3126,2035,199,292,38620,24606,2407,1749,165,218,29139,14466,1557,1337,143,178,17683,6057,1000,845,132,104,8129,1916,448,355,68,68,2852,691,243,206,83,85,1312,450346,22983,16527,1939,3183,494980
11801,641,98,41,4956,2852,882,712,107,48,4598,2548,792,627,86,36,4091,2170,605,559,77,37,3446,1550,484,450,76,28,2593,920,406,363,78,25,1793,341,216,195,64,16,833,178,164,119,71,21,556,37857,5807,5394,864,456,50369
11802,425,42,34,4414,3210,446,449,56,35,4192,3024,441,437,46,49,3998,2747,336,345,43,37,3499,1928,233,298,42,21,2518,941,125,174,30,25,1295,357,67,73,16,14,529,123,38,51,16,7,237,34432,2987,3301,437,350,41500
11901,517,60,73,6894,5512,624,545,74,73,6827,5308,701,525,87,72,6688,4615,527,423,76,57,5691,2920,352,334,58,38,3702,1154,195,158,44,31,1576,316,110,60,22,14,525,109,41,34,21,13,215,49717,4685,3911,678,683,59670
11902,395,64,48,3135,2356,421,409,48,53,3290,2301,383,341,59,45,3125,1915,344,308,62,48,2669,1226,207,234,31,21,1714,490,126,106,29,16,774,122,53,38,20,5,233,65,35,26,7,7,137,21827,2823,2895,520,408,28474
11903,294,52,27,2837,2106,486,323,55,19,2990,2126,437,356,71,22,3016,1908,349,318,52,44,2672,1116,209,239,38,21,1622,481,148,147,43,12,825,160,84,61,16,5,328,57,42,30,27,3,162,21214,2964,2471,518,259,27424
11904,369,65,34,3777,2788,437,360,48,41,3675,2630,396,363,52,36,3476,2257,309,327,43,30,2963,1599,201,253,26,32,2108,716,141,167,39,19,1075,184,51,65,24,16,335,59,39,35,18,11,172,26625,2818,2823,460,346,33062
12001,298,44,23,3907,2691,402,316,39,42,3495,2611,353,271,33,24,3295,2080,264,216,46,22,2634,1286,205,161,29,16,1694,537,122,146,23,11,838,161,60,67,17,7,319,46,38,32,21,12,143,27981,2595,2215,366,301,33463
12002,307,36,24,2398,1525,377,297,47,24,2266,1339,383,301,44,18,2086,1135,286,235,28,16,1699,799,231,204,31,11,1280,355,154,152,16,16,702,122,76,67,17,8,294,44,30,32,18,8,139,15912,2496,2256,305,180,21143
12003,466,85,50,5639,4420,643,518,78,55,5707,4458,624,603,81,51,5819,3937,519,460,73,55,5044,2517,344,346,53,30,3284,1045,203,182,36,25,1488,300,97,103,15,22,535,153,52,57,23,11,293,43405,4186,3845,673,511,52624
12101,456,83,44,9130,6617,859,519,95,39,8130,5992,837,531,87,54,7507,4862,814,473,65,48,6267,3043,520,361,74,34,4040,1410,410,262,58,26,2166,457,179,121,42,17,808,179,98,85,32,23,412,68665,5848,3910,708,508,79642
12102,297,59,22,2995,2332,344,316,47,18,3062,2106,352,282,40,20,2798,1912,334,271,38,28,2579,1284,246,198,36,15,1780,563,155,114,22,12,868,175,81,57,21,0,333,72,27,40,19,5,164,21996,2290,2102,369,227,26979
12103,358,59,20,3058,2502,557,432,88,32,3620,2471,651,407,70,23,3627,2046,524,394,67,29,3062,1423,377,313,54,14,2180,791,327,234,66,14,1428,288,177,137,50,6,662,141,110,98,50,10,415,22620,3787,3061,611,209,30282
12104,467,62,42,9365,6534,932,447,71,43,8028,5100,924,457,80,38,6608,3678,770,455,78,42,5029,2231,591,360,61,32,3275,1096,477,270,82,28,1950,385,217,134,56,11,808,160,117,79,69,16,437,65499,6226,3787,715,507,76727
12201,222,35,9,1419,832,286,237,29,11,1403,837,285,205,28,13,1368,687,231,143,37,9,1106,524,155,121,17,3,827,277,101,81,24,7,491,99,69,41,12,9,226,42,43,31,20,8,142,9964,1845,1537,273,119,13738
12202,373,51,15,2245,1392,491,388,49,10,2331,1417,566,332,57,21,2401,1206,451,322,40,15,2037,830,364,240,68,20,1518,416,230,164,58,10,873,150,133,88,39,11,421,57,60,42,31,10,203,14559,3257,2670,477,190,21155
12203,694,100,48,6129,4345,996,745,88,43,6220,4039,928,640,87,47,5740,3376,718,539,58,35,4726,2347,493,378,65,36,3308,1135,323,218,58,20,1754,390,144,119,45,9,712,166,82,77,53,17,390,41569,5826,4848,685,405,53333
12301,200,25,18,2375,1684,276,171,24,17,2172,1496,250,159,27,17,1946,1260,177,152,24,18,1639,794,133,132,24,8,1094,298,76,47,18,9,451,63,28,22,8,3,122,25,9,3,9,7,54,16619,1891,1413,224,219,20360
12302,314,56,50,5455,4309,383,379,54,45,5164,4423,421,324,51,60,5286,3833,399,293,48,47,4616,2377,225,248,38,38,2927,895,128,95,28,26,1172,217,69,49,18,12,365,54,18,20,17,6,127,41813,2848,2577,465,510,48221
12303,124,24,22,1198,801,152,141,19,12,1116,723,139,142,34,17,1052,690,112,130,29,15,982,417,92,96,27,17,645,131,51,77,26,3,291,37,18,29,11,3,101,14,13,17,13,8,70,7633,1003,1042,250,142,10075
12401,307,40,17,1909,1524,195,368,35,11,2134,1459,239,343,50,18,2105,1453,195,351,45,17,2061,991,190,341,42,10,1576,472,107,202,44,16,844,124,49,75,25,9,290,60,25,33,19,4,143,13689,1475,2657,371,170,18364
12402,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,3,17
12403,372,59,34,5242,4088,501,414,44,33,5088,3895,438,385,53,35,4808,3646,382,341,53,45,4465,2353,285,264,41,22,2973,937,130,148,32,20,1266,203,76,63,24,3,378,74,19,33,19,13,166,41393,3264,3049,479,383,48565
12404,153,26,9,1824,1550,184,166,23,20,1941,1529,157,160,31,18,1891,1398,121,149,15,17,1698,751,131,109,17,11,1025,308,71,61,29,3,478,93,28,22,17,10,161,30,19,16,8,4,77,14323,1149,1197,240,157,17064
12405,119,27,19,2064,1781,156,135,17,20,2100,1673,177,130,23,19,2019,1476,143,115,16,10,1765,918,90,89,11,10,1129,286,62,55,10,12,422,91,18,18,0,3,129,29,11,9,3,0,65,15842,1087,984,158,186,18256
12501,283,56,50,6426,5145,472,274,61,56,6009,4847,492,290,43,48,5713,3887,356,251,37,40,4572,2432,235,153,29,41,2880,861,143,78,14,18,1116,250,34,25,8,12,329,53,33,9,12,15,118,47972,3283,2153,422,526,54362
12502,181,37,10,2246,1765,229,198,28,11,2231,1862,246,218,32,12,2375,1574,177,159,22,13,1946,1068,146,120,16,19,1374,391,67,76,19,12,562,94,36,31,10,10,176,39,27,17,14,7,106,16448,1554,1411,244,144,19802
12503,359,61,61,5756,4798,509,379,49,62,5799,4650,497,372,54,57,5630,4080,397,326,54,58,4911,2651,268,236,25,45,3222,1007,139,115,21,22,1306,271,54,48,19,8,393,70,26,21,16,4,146,42565,3685,2965,527,654,50394
12504,435,68,74,10827,8953,597,392,66,81,10091,8438,568,406,64,66,9541,7266,414,354,46,52,8139,4618,300,252,41,34,5240,1789,222,162,27,29,2232,480,94,86,22,13,702,154,47,27,8,16,251,85035,4291,3189,572,718,93799
12601,132,15,3,1057,809,167,132,13,12,1139,758,177,149,18,4,1111,710,171,129,42,7,1052,481,145,100,21,4,753,228,71,70,15,6,389,70,34,44,7,3,161,31,26,30,5,8,99,8100,1152,1051,180,77,10563
12602,455,72,41,11459,8888,678,466,76,48,10159,7722,709,468,72,43,9009,6034,527,425,67,59,7111,3648,337,279,71,36,4362,1475,217,197,30,32,1955,437,83,78,28,10,639,173,55,63,20,23,329,80133,4307,3429,657,518,89040
12701,228,33,25,1846,1259,270,277,50,31,1897,1125,207,220,32,30,1618,928,154,176,24,18,1289,569,137,135,29,13,881,205,63,56,27,9,355,56,23,27,15,4,132,21,17,14,9,3,64,12007,1725,1695,336,223,15978
12702,456,79,90,5886,4684,590,482,91,63,5910,4606,651,570,77,69,5971,3908,555,474,79,71,5079,2469,376,298,47,57,3249,954,204,143,34,31,1365,220,91,51,22,11,395,79,35,21,10,9,158,43364,4338,3529,702,684,52616
12703,339,59,69,6575,5127,490,341,50,67,6080,4821,449,275,52,66,5659,4249,367,258,58,67,5005,2424,259,210,46,34,2964,907,173,104,22,25,1233,208,67,39,17,4,328,83,40,19,13,9,171,48937,3416,2411,504,613,55883
12801,412,56,35,4180,2951,630,439,66,35,4125,2811,564,379,60,33,3843,2585,519,367,43,30,3548,1674,393,296,66,29,2451,742,268,161,60,17,1246,252,122,85,31,14,498,72,53,74,43,16,246,31754,4198,3203,567,354,40078
12802,310,30,24,2836,2073,367,334,34,19,2834,2158,359,315,47,29,2907,2012,327,279,36,25,2683,1258,230,219,37,13,1761,496,171,150,28,16,859,167,45,59,19,4,299,47,23,29,12,4,110,20797,2540,2408,327,229,26306
19797,0,0,3,9,9,0,0,0,0,11,6,0,4,0,3,14,3,0,0,0,0,10,3,0,4,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,61,7,16,0,3,86
19999,5361,205,280,16014,7582,2499,5540,232,287,16146,7357,2382,5983,217,285,16224,6528,1911,5248,206,269,14163,4221,1239,3818,184,211,9670,1837,610,1713,152,102,4420,644,172,537,95,61,1508,209,84,226,92,75,690,79636,17188,41954,1997,2587,143365
20101,312,52,45,4968,4184,410,301,62,46,4994,4170,410,325,59,58,5019,3691,384,318,63,59,4514,2347,246,267,62,51,2973,825,136,149,62,27,1193,189,54,52,24,14,338,74,30,34,29,18,189,39479,2673,2492,568,511,45726
20102,154,36,12,784,520,102,156,25,17,824,573,108,175,46,17,915,481,119,179,49,20,850,339,91,159,73,16,674,116,66,110,74,11,372,24,30,76,58,7,197,27,20,30,44,10,125,4711,758,1227,471,146,7308
20103,83,28,17,698,593,66,91,46,9,806,634,72,101,42,12,851,568,66,133,46,19,840,421,59,126,49,19,672,144,37,93,59,8,350,29,24,48,34,3,133,21,11,35,35,3,107,4962,471,846,419,133,6828
20201,272,40,28,4315,3745,371,265,46,50,4473,3725,325,300,43,46,4437,3445,285,311,51,40,4130,2201,221,233,49,41,2750,713,139,144,52,21,1067,157,42,48,26,5,290,95,28,16,20,11,175,35565,2287,2283,451,438,41022
20202,235,47,12,1578,1343,186,245,41,38,1858,1305,178,285,54,26,1851,1263,158,257,61,20,1756,897,128,257,65,21,1364,283,98,163,71,14,638,79,37,86,57,11,275,43,20,79,56,10,209,11590,1147,1957,549,227,15469
20203,53,21,6,365,286,37,86,32,12,452,295,46,82,31,7,459,280,56,118,44,3,503,190,58,98,58,7,406,56,30,69,60,5,215,15,15,41,40,5,111,7,13,42,23,4,91,2447,341,685,366,75,3908
20301,67,27,0,430,283,83,73,19,5,454,213,86,77,24,9,408,193,66,86,27,8,371,164,34,65,31,5,297,76,29,74,46,9,234,14,15,49,30,3,113,11,6,16,35,3,69,2405,500,606,275,63,3849
20302,587,114,72,9799,8113,686,602,98,88,9585,7896,674,556,97,84,9309,6939,645,555,89,79,8301,4401,464,466,103,65,5495,1447,298,251,72,35,2101,392,105,107,40,21,660,154,57,53,41,29,333,75120,4836,4790,930,797,86473
20303,309,59,28,1844,1201,305,302,56,15,1883,1138,268,279,62,20,1767,1103,244,291,66,23,1727,708,211,248,61,5,1232,291,136,161,57,8,656,102,58,54,39,9,259,24,23,39,36,3,124,12200,1877,2314,554,197,17142
20401,213,56,40,1900,1549,207,243,57,42,2087,1631,221,273,66,35,2226,1631,214,286,104,36,2270,1123,178,293,124,34,1748,464,113,220,142,25,966,119,44,121,106,11,405,51,29,101,112,18,306,14781,1453,2149,877,349,19606
20402,173,44,20,1934,1722,173,198,48,32,2167,1879,192,240,53,36,2393,1767,199,259,86,38,2360,1220,157,253,90,32,1750,414,109,187,86,19,804,95,35,101,64,16,316,57,29,83,79,21,261,14956,1246,1858,649,293,19002
20403,263,69,30,3124,2608,283,290,58,47,3285,2584,311,307,69,34,3310,2386,286,390,85,47,3200,1596,218,321,119,22,2281,529,131,229,127,21,1043,124,54,129,72,17,397,45,23,77,82,17,246,24263,1904,2587,795,364,29917
20501,185,44,25,1561,1313,172,228,50,25,1793,1222,188,229,55,33,1730,1159,160,234,60,31,1648,807,150,229,64,24,1273,277,78,155,76,17,599,73,47,102,50,11,287,45,26,81,43,13,211,11870,1272,1891,549,279,15866
20502,156,27,31,1480,1386,156,180,34,25,1779,1449,150,213,63,34,1911,1415,183,281,76,32,1981,995,153,257,99,33,1529,380,90,175,103,26,771,112,37,97,59,11,307,47,18,76,64,21,236,12000,1062,1784,589,303,15735
