SA3_CODE_2016,P_M3_Trn_and_2_oth_Ms_15_24,P_M3_Trn_and_2_oth_Ms_25_34,P_M3_Trn_and_2_oth_Ms_35_44,P_M3_Trn_and_2_oth_Ms_45_54,P_M3_Trn_and_2_oth_Ms_55_64,P_M3_Trn_and_2_oth_Ms_65_74,P_M3_Trn_and_2_oth_Ms_75ov,P_M3_Trn_and_2_oth_Ms_Tot,P_M3_Bus2othMs_ex_tn_15_24,P_M3_Bus2othMs_ex_tn_25_34,P_M3_Bus2othMs_ex_tn_35_44,P_M3_Bus2othMs_ex_tn_45_54,P_M3_Bus2othMs_ex_tn_55_64,P_M3_Bus2othMs_ex_tn_65_74,P_M3_Bus2othMs_ex_tn_75ov,P_M3_Bus2othMs_ex_tn_Tot,P_M3_Other_M3_15_24,P_M3_Other_M3_25_34,P_M3_Other_M3_35_44,P_M3_Other_M3_45_54,P_M3_Other_M3_55_64,P_M3_Other_M3_65_74,P_M3_Other_M3_75ov,P_M3_Other_M3_Tot,P_M3_Tot_M3_15_24,P_M3_Tot_M3_25_34,P_M3_Tot_M3_35_44,P_M3_Tot_M3_45_54,P_M3_Tot_M3_55_64,P_M3_Tot_M3_65_74,P_M3_Tot_M3_75ov,P_M3_Tot_M3_Tot,P_Wkd_at_home_15_24,P_Wkd_at_home_25_34,P_Wkd_at_home_35_44,P_Wkd_at_home_45_54,P_Wkd_at_home_55_64,P_Wkd_at_home_65_74,P_Wkd_at_home_75ov,P_Wkd_at_home_Tot,P_Did_not_go_to_work_15_24,P_Did_not_go_to_work_25_34,P_Did_not_go_to_work_35_44,P_Did_not_go_to_work_45_54,P_Did_not_go_to_work_55_64,P_Did_not_go_to_work_65_74,P_Did_not_go_to_work_75ov,P_Did_not_go_to_work_Tot,P_MT_NS_15_24,P_MT_NS_25_34,P_MT_NS_35_44,P_MT_NS_45_54,P_MT_NS_55_64,P_MT_NS_65_74,P_MT_NS_75ov,P_MT_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75ov,P_Tot_Tot
10304,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,6,3,0,0,11,0,4,7,6,3,0,0,20,27,143,288,304,348,281,95,1477,476,615,479,412,396,153,25,2553,53,39,36,53,28,33,24,262,3475,5109,5392,5460,4150,1236,262,25090
10401,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,6,12,55,161,235,319,161,67,1018,363,261,263,326,447,110,15,1782,42,21,26,32,45,26,19,201,2139,2320,3176,3984,3599,838,181,16229
10402,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,14,3,4,3,3,3,0,0,17,36,190,429,487,531,272,66,2014,690,582,557,598,689,170,13,3310,85,59,60,83,44,17,20,361,4610,5621,6530,7748,6508,1413,186,32611
10501,0,3,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,3,0,6,0,9,0,3,3,3,3,6,0,21,37,88,135,250,273,154,76,1012,95,230,143,140,148,52,13,825,24,24,24,27,30,14,10,159,1017,2030,1768,2180,1816,640,189,9636
10502,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,8,0,3,3,3,0,0,0,12,17,48,76,76,117,54,13,399,143,203,143,170,197,44,7,908,19,15,12,23,27,8,10,123,1058,1601,1421,1722,1618,365,64,7862
10503,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,15,0,5,4,3,0,3,0,22,53,190,291,421,500,347,162,1964,508,597,396,392,431,145,26,2493,70,54,49,67,61,38,28,358,3991,5674,5434,6164,5138,1591,413,28401
10601,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,3,4,0,5,0,0,0,7,70,164,267,358,408,293,89,1652,800,963,867,734,661,137,17,4182,77,64,66,82,49,11,13,363,5072,6863,7171,7079,4973,1151,219,32521
10602,3,3,0,4,3,0,0,15,4,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,10,7,0,4,3,0,0,27,26,167,245,290,220,114,23,1085,765,616,534,444,426,110,13,2908,46,28,34,45,27,18,12,215,4675,5642,5640,5681,3878,819,111,26438
10603,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,5,3,3,0,0,0,10,3,6,3,3,0,0,0,15,17,128,276,328,311,202,47,1320,665,564,493,498,467,132,19,2828,52,40,43,51,48,13,12,263,4136,5374,5596,6060,4320,966,151,26611
10604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,20,97,123,147,181,153,73,781,263,373,354,339,277,60,14,1682,29,33,39,34,35,17,10,195,1938,3135,3160,3281,2302,571,151,14535
10701,0,3,5,3,0,0,0,14,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,7,8,6,9,6,0,0,0,27,22,122,181,171,128,73,6,702,574,479,451,521,510,116,16,2658,71,40,37,51,39,11,10,264,3917,5069,5915,6913,4807,784,85,27505
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,5,26,11,14,11,0,0,63
10703,7,0,0,0,0,0,0,13,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,3,10,3,4,0,3,0,0,26,35,171,339,329,301,157,43,1371,798,494,474,469,408,107,12,2763,47,33,31,50,22,18,7,215,4608,4179,4701,4921,3553,738,105,22804
10704,20,18,11,8,5,0,0,71,3,6,3,3,0,0,0,12,0,0,3,8,0,0,0,12,21,23,21,17,5,3,0,95,70,287,591,549,394,203,27,2132,1517,1298,1110,894,854,210,20,5911,102,73,68,84,55,30,20,438,9081,10672,11230,11316,7686,1480,180,51659
10801,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,49,94,151,188,99,28,623,251,156,158,214,230,86,6,1100,29,19,14,23,27,12,16,143,1212,1264,1686,2201,2009,542,85,8994
10802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,4,0,0,0,0,3,25,58,161,212,256,212,65,1000,321,252,250,291,370,94,21,1599,67,36,52,49,58,24,12,294,1965,2228,2827,3544,3283,858,159,14864
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,5,5,8,3,3,0,0,32,0,0,0,0,0,0,0,4,18,41,52,45,41,15,7,216
10804,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,13,5,6,3,3,0,0,0,15,37,139,313,383,393,243,81,1591,618,484,459,509,561,163,16,2809,55,42,47,56,52,27,15,292,3701,4459,5637,6841,5430,1259,187,27511
10805,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,0,3,0,0,0,8,29,70,155,266,305,281,71,1175,401,281,298,379,437,117,17,1932,47,21,38,70,41,24,27,261,2226,2492,3006,4147,3711,1007,185,16770
10901,0,0,0,5,0,0,0,5,3,0,0,0,0,0,0,3,0,3,0,3,3,0,0,13,5,6,4,7,5,0,0,18,37,141,230,300,349,185,73,1300,725,625,484,460,459,157,14,2919,50,32,44,45,52,30,9,262,4502,5497,5526,6229,4899,1213,193,28059
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,28,47,78,117,136,83,33,513,76,68,75,94,90,35,8,438,18,17,14,17,16,9,8,93,605,794,950,1234,1152,318,70,5128
10903,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,4,0,0,6,32,113,259,339,445,260,88,1540,325,259,215,307,384,133,24,1649,53,25,36,40,37,32,18,244,2118,2547,2847,3581,3506,1106,249,15957
11001,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,3,0,3,7,6,0,3,0,13,35,95,229,290,357,313,101,1415,424,274,198,226,255,94,16,1484,39,27,33,33,26,18,5,178,2500,2713,2816,3472,2868,971,227,15561
11002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,3,0,8,50,102,236,352,411,384,132,1678,245,190,178,222,262,95,25,1207,42,28,50,47,40,39,24,276,1714,1978,2441,3020,2790,1075,318,13344
11003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,30,86,159,217,251,162,55,958,159,230,160,151,179,70,15,963,40,22,16,30,32,17,12,167,1393,2139,2178,2413,2066,679,160,11022
11004,0,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,4,0,3,0,0,11,0,8,4,3,3,0,0,23,60,215,334,483,614,413,159,2276,633,646,551,520,545,196,32,3113,80,58,66,56,78,36,27,409,4794,6770,6688,7389,6063,1707,363,33764
11101,3,4,0,0,0,0,0,13,3,0,0,3,0,0,0,5,3,3,0,0,0,0,0,7,5,4,6,3,5,0,0,26,53,227,509,520,410,174,44,1934,1513,925,716,641,642,161,19,4621,72,47,46,54,47,24,14,297,8218,8164,8052,8438,5852,1194,151,40066
11102,3,3,4,0,3,0,0,15,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,4,3,5,4,0,3,0,0,21,39,157,242,272,269,136,18,1130,379,345,355,312,360,108,16,1869,48,38,37,35,18,10,4,190,2634,3331,3596,3934,3260,757,86,17597
11103,13,55,51,44,20,3,0,191,10,16,3,10,9,0,0,52,8,9,5,4,4,0,0,33,36,73,56,61,29,3,0,265,115,431,693,644,519,229,53,2678,2311,2465,1996,1836,1682,412,56,10766,150,132,119,153,99,52,24,738,14364,21734,21608,22083,15177,2615,332,97925
11201,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,7,0,4,0,5,3,0,0,12,4,4,0,5,3,0,0,25,29,263,691,795,778,393,109,3062,616,463,483,546,620,174,14,2924,61,52,91,85,67,37,28,422,3670,4704,6097,6864,5898,1514,254,28993
11202,3,0,3,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,11,4,0,3,3,3,0,0,20,47,148,295,411,546,338,134,1910,588,467,483,465,606,187,17,2807,72,41,75,73,62,20,41,380,3805,4320,5543,6906,6176,1569,301,28625
11203,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,4,3,0,0,9,3,7,0,5,3,0,0,14,46,221,552,534,554,257,78,2241,617,500,480,529,637,195,32,2981,67,51,73,69,57,24,15,358,3946,4565,5656,6650,5761,1354,225,28163
11301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,3,0,0,0,8,48,94,190,299,333,216,79,1264,354,335,272,285,262,116,17,1644,60,51,35,63,63,30,24,329,3095,4202,4094,4750,3759,1062,244,21208
11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,3,0,0,0,7,13,33,60,70,124,116,48,470,90,107,92,107,115,40,4,561,13,16,15,15,16,11,9,100,690,970,1141,1368,1253,385,93,5902
11303,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,5,3,4,4,3,0,0,0,18,4,3,8,3,3,0,0,24,106,248,425,557,578,407,154,2475,859,800,628,541,610,210,21,3676,124,74,52,72,59,46,27,465,7259,8301,7938,8403,6754,1841,389,40886
11401,3,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,4,3,6,6,3,0,0,21,33,203,371,476,507,311,77,1976,861,652,611,708,750,217,26,3826,94,69,52,78,88,34,27,443,5122,6039,6561,7736,6464,1490,204,33614
11402,7,6,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,3,3,0,0,17,23,105,316,382,446,334,117,1719,507,299,249,301,303,172,33,1856,33,29,37,33,33,22,15,196,2818,2889,3228,4134,3341,1277,257,17950
11501,25,49,24,10,10,3,0,124,3,3,3,3,0,0,0,16,0,0,3,0,0,0,0,6,32,59,30,20,13,3,0,153,123,357,959,1032,810,389,63,3733,1469,815,822,558,585,223,21,4497,79,97,89,72,63,27,9,430,8966,11830,12955,11708,7607,2145,210,55429
11502,4,0,0,3,0,0,0,6,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,7,0,0,5,0,0,0,18,33,89,251,372,314,201,58,1321,302,125,138,119,119,76,6,887,20,18,17,13,12,3,0,94,1813,1642,1879,2345,1703,623,128,10127
11503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,81,168,202,182,105,32,809,83,40,54,48,70,35,4,334,6,8,5,15,8,3,3,46,645,648,791,965,708,290,63,4114
11504,4,5,0,3,0,0,0,16,6,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,8,5,0,7,0,0,0,24,28,113,301,248,167,69,18,933,437,179,102,110,91,49,4,971,23,21,14,14,11,8,4,85,2689,2144,2225,2026,1340,342,49,10804
11601,41,41,17,27,14,7,0,147,6,3,0,0,0,0,0,7,3,0,0,0,0,0,0,11,50,49,25,25,13,7,0,167,38,226,381,298,250,84,10,1293,937,757,653,496,475,149,20,3485,89,118,78,89,69,21,11,473,7077,10251,10438,10024,7127,1504,132,46554
11602,6,3,6,0,0,0,0,22,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,12,4,6,0,0,0,0,31,48,254,442,349,195,71,8,1369,395,268,214,148,133,45,5,1204,25,24,26,22,16,6,0,119,2755,3179,3458,3074,1827,472,37,14801
11603,33,31,12,6,10,3,0,94,3,3,0,0,0,0,0,8,0,3,0,7,0,0,0,8,36,39,13,16,12,3,0,109,20,173,231,177,123,35,5,774,680,677,578,481,375,117,16,2926,112,117,91,110,61,30,12,528,6250,10252,10765,10086,6444,1168,72,45040
11701,77,110,83,48,44,3,0,375,5,9,9,4,0,0,0,26,0,3,3,6,3,0,0,12,88,124,91,61,46,3,0,414,27,137,259,173,127,40,18,779,803,1159,1443,1422,985,163,9,5991,91,129,97,116,81,35,19,570,6434,14401,14752,13847,8162,1562,156,59315
11702,44,54,20,25,17,0,0,164,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,43,56,24,26,22,0,0,170,33,170,272,292,173,66,10,1028,374,395,317,224,210,87,11,1618,40,71,48,48,34,14,6,262,3027,6305,5240,4988,3431,950,109,24057
11703,946,1986,1499,945,581,114,6,6081,35,135,123,98,40,8,4,443,9,38,62,50,19,3,0,169,987,2160,1687,1084,639,124,9,6688,294,2393,3644,2545,1420,601,98,10991,5252,9732,8164,3958,3210,1239,202,31750,702,1184,792,581,426,167,90,3941,54000,165776,129764,86324,46820,10980,1312,494980
11801,88,143,80,58,46,16,0,427,6,10,3,3,6,0,0,31,3,4,3,0,0,0,0,13,103,154,85,64,49,18,0,470,104,557,1057,1096,808,582,189,4386,1212,1065,718,448,451,277,53,4233,96,124,74,71,52,20,23,455,8027,14080,10347,8690,6038,2626,556,50369
11802,77,152,94,83,67,12,0,487,5,14,8,10,3,0,0,42,0,0,0,0,0,0,0,3,86,163,103,87,70,16,0,531,123,366,774,738,517,222,50,2786,738,968,787,498,481,225,30,3732,79,114,59,69,44,28,7,395,5179,10798,9250,8190,6015,1822,237,41500
11901,54,58,46,43,22,7,0,228,0,4,0,0,0,0,0,8,3,7,6,6,0,0,0,16,62,72,54,48,18,7,0,254,91,344,524,459,379,117,26,1928,953,898,734,613,593,211,33,4036,129,158,120,136,83,43,8,684,8067,13092,13292,13515,9390,2096,215,59670
11902,28,27,15,13,7,0,0,86,0,3,3,0,0,0,0,7,0,4,0,0,3,0,0,7,28,34,13,17,14,0,0,105,45,223,370,324,235,73,15,1288,459,426,393,290,265,104,15,1954,51,89,62,67,52,17,0,335,3680,6525,6310,6420,4390,1012,137,28474
11903,17,30,22,18,18,0,0,103,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,3,19,35,27,21,15,0,0,114,54,230,435,442,320,155,46,1683,789,475,401,354,361,147,18,2549,53,55,53,53,33,21,3,266,4469,5851,5484,6010,4291,1156,162,27424
11904,17,44,35,32,19,3,0,147,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,21,45,36,32,19,3,0,153,60,271,468,395,297,125,32,1638,532,694,587,443,422,199,24,2902,61,91,56,45,44,17,4,313,4115,7838,7318,7148,5068,1414,172,33062
12001,28,68,38,35,15,3,0,193,3,0,0,0,3,0,0,8,0,0,8,3,0,0,0,5,33,67,42,35,18,3,0,206,38,270,566,533,357,180,43,1980,601,623,539,353,383,137,19,2656,68,73,60,58,28,15,9,309,4325,8691,8034,6790,4326,1155,143,33463
12002,33,63,35,24,22,6,0,189,3,3,0,9,3,0,0,14,0,0,5,4,0,0,0,10,35,64,43,39,22,6,0,210,29,181,450,498,359,210,34,1759,377,407,366,260,246,113,11,1781,38,52,34,33,21,9,3,185,2731,5154,4811,4353,2973,989,139,21143
12003,91,111,44,64,53,5,3,367,3,7,4,3,0,0,0,12,0,3,3,3,0,0,0,13,91,115,51,68,53,4,3,396,65,280,575,656,476,184,52,2289,939,876,727,652,582,232,37,4050,102,130,78,80,64,28,15,492,6918,12369,11155,11535,8329,2026,293,52624
12101,123,175,140,104,64,19,6,634,6,10,9,3,0,0,0,26,0,3,7,3,0,0,0,17,129,186,151,115,65,17,6,673,101,398,954,970,711,399,78,3617,1459,1521,1245,810,760,344,51,6184,118,166,121,87,85,35,26,634,9965,21393,18947,15634,10307,2976,412,79642
12102,37,36,23,16,16,3,0,128,4,0,0,3,0,0,0,8,0,0,0,0,0,0,0,3,43,36,20,17,18,3,0,141,37,159,468,519,333,145,24,1693,910,483,469,375,356,158,22,2780,45,45,40,52,24,6,4,222,4752,5126,5521,5860,4360,1199,164,26979
12103,33,39,19,17,12,3,0,125,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,5,34,43,20,20,17,3,0,136,94,250,791,1167,863,603,191,3964,826,515,455,450,466,263,57,3020,40,36,34,37,30,24,13,213,4399,5282,5620,7244,5238,2091,415,30282
12104,140,255,223,132,72,12,0,842,3,14,23,7,9,6,0,65,0,5,7,7,6,0,0,26,147,273,254,150,88,22,0,938,76,518,1060,1026,809,556,160,4197,1016,1249,1079,630,544,273,54,4852,117,160,137,86,64,41,19,618,8149,22262,20190,14628,8302,2762,437,76727
12201,25,64,29,15,9,4,0,137,4,4,0,0,0,0,0,12,0,0,0,3,0,0,0,6,31,70,32,16,18,4,0,154,35,139,377,431,283,193,54,1514,374,307,217,198,203,85,18,1397,26,31,17,22,17,9,4,125,2251,3117,2818,2767,1936,717,142,13738
12202,3,9,0,7,0,0,0,29,7,4,6,3,0,0,0,18,0,0,3,3,0,0,0,12,11,12,10,13,4,0,0,51,47,200,593,731,593,386,85,2635,552,298,309,251,294,151,22,1876,40,35,32,43,36,17,6,202,3417,3727,4220,4732,3557,1293,203,21155
12203,29,52,30,20,14,3,0,140,9,12,3,14,0,0,0,37,0,3,3,5,0,0,0,15,40,60,38,32,17,3,0,189,93,405,1205,1207,729,369,104,4113,1255,770,769,664,584,298,58,4391,80,82,81,101,65,29,16,447,7847,10902,11719,11962,8036,2473,390,53333
12301,4,7,4,0,0,0,0,19,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,5,4,5,0,0,0,28,26,175,315,210,166,73,8,978,564,353,282,266,244,63,6,1784,44,32,42,42,17,11,10,191,4187,4263,4434,4115,2731,573,54,20360
12302,34,20,25,15,10,4,0,103,3,3,5,0,0,0,0,10,0,0,0,3,0,0,0,3,39,27,31,19,12,4,0,118,50,250,375,363,314,75,28,1459,1173,889,694,647,617,196,22,4242,114,109,109,83,59,24,5,495,8014,10144,10409,10449,7545,1537,127,48221
12303,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,8,6,5,0,0,0,0,0,14,33,128,219,250,209,98,23,969,219,217,223,165,188,40,12,1066,26,17,28,26,14,5,8,121,1566,1972,2281,2172,1627,394,70,10075
12401,12,6,3,4,3,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,3,4,3,0,0,32,54,171,440,555,509,311,50,2089,576,349,346,382,451,151,18,2269,38,22,22,30,27,17,6,164,3046,2734,3432,4241,3631,1132,143,18364
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,6,0,0,0,0,0,17
12403,32,19,14,12,21,0,0,103,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,6,33,18,14,13,20,4,0,111,68,377,518,488,394,160,28,2031,1411,1099,827,686,715,210,25,4969,75,80,66,78,52,25,9,388,9006,10210,10211,9893,7437,1645,166,48565
12404,5,5,7,7,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,7,11,3,0,0,27,30,113,187,173,118,71,8,700,424,282,236,272,235,75,3,1525,33,32,25,33,16,15,3,153,2961,3367,3470,3834,2727,640,77,17064
12405,13,10,6,12,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,13,10,3,10,0,0,0,44,26,73,142,110,98,38,3,498,285,250,220,202,186,37,8,1191,41,47,46,40,20,10,0,214,2576,3949,4113,4119,2893,550,65,18256
12501,79,113,100,62,42,9,0,404,0,3,0,0,0,0,0,7,0,6,4,5,0,0,0,12,84,119,104,69,42,9,0,418,47,224,326,267,153,34,10,1069,603,834,641,483,459,126,8,3157,94,151,85,83,62,16,9,506,5866,14491,13261,11721,7460,1440,118,54362
12502,30,29,15,15,13,4,0,103,4,0,0,0,0,0,0,5,3,3,0,3,0,0,0,9,33,27,19,19,12,4,0,121,27,166,337,283,227,114,30,1180,327,262,235,240,210,70,10,1357,29,50,34,32,27,10,8,179,2349,4189,4498,4604,3323,735,106,19802
12503,42,39,29,23,16,3,0,149,0,0,0,0,0,0,0,4,3,3,3,0,0,0,0,13,44,46,31,29,20,3,0,168,66,350,436,304,240,57,5,1466,587,646,550,505,435,181,21,2922,126,127,99,84,82,21,3,554,5981,11462,11554,11427,8135,1698,146,50394
