SA3_CODE_2016,P_M1_Tram_Inc_LR_15_24,P_M1_Tram_Inc_LR_25_34,P_M1_Tram_Inc_LR_35_44,P_M1_Tram_Inc_LR_45_54,P_M1_Tram_Inc_LR_55_64,P_M1_Tram_Inc_LR_65_74,P_M1_Tram_Inc_LR_75ov,P_M1_Tram_Inc_LR_Tot,P_M1_Taxi_15_24,P_M1_Taxi_25_34,P_M1_Taxi_35_44,P_M1_Taxi_45_54,P_M1_Taxi_55_64,P_M1_Taxi_65_74,P_M1_Taxi_75ov,P_M1_Taxi_Tot,P_M1_CarAsDriv_15_24,P_M1_CarAsDriv_25_34,P_M1_CarAsDriv_35_44,P_M1_CarAsDriv_45_54,P_M1_CarAsDriv_55_64,P_M1_CarAsDriv_65_74,P_M1_CarAsDriv_75ov,P_M1_CarAsDriv_Tot,P_M1_CarAsPas_15_24,P_M1_CarAsPas_25_34,P_M1_CarAsPas_35_44,P_M1_CarAsPas_45_54,P_M1_CarAsPas_55_64,P_M1_CarAsPas_65_74,P_M1_CarAsPas_75ov,P_M1_CarAsPas_Tot,P_M1_Truck_15_24,P_M1_Truck_25_34,P_M1_Truck_35_44,P_M1_Truck_45_54,P_M1_Truck_55_64,P_M1_Truck_65_74,P_M1_Truck_75ov,P_M1_Truck_Tot,P_M1_MBikeScoot_15_24,P_M1_MBikeScoot_25_34,P_M1_MBikeScoot_35_44,P_M1_MBikeScoot_45_54,P_M1_MBikeScoot_55_64,P_M1_MBikeScoot_65_74,P_M1_MBikeScoot_75ov,P_M1_MBikeScoot_Tot,P_M1_Bicycle_15_24,P_M1_Bicycle_25_34,P_M1_Bicycle_35_44,P_M1_Bicycle_45_54,P_M1_Bicycle_55_64,P_M1_Bicycle_65_74,P_M1_Bicycle_75ov,P_M1_Bicycle_Tot,P_M1_Other_15_24,P_M1_Other_25_34,P_M1_Other_35_44,P_M1_Other_45_54,P_M1_Other_55_64,P_M1_Other_65_74,P_M1_Other_75ov,P_M1_Other_Tot,P_M1_WlkOnly_15_24,P_M1_WlkOnly_25_34,P_M1_WlkOnly_35_44,P_M1_WlkOnly_45_54,P_M1_WlkOnly_55_64,P_M1_WlkOnly_65_74,P_M1_WlkOnly_75ov,P_M1_WlkOnly_Tot,P_M1_Tot_M1_15_24,P_M1_Tot_M1_25_34,P_M1_Tot_M1_35_44,P_M1_Tot_M1_45_54,P_M1_Tot_M1_55_64,P_M1_Tot_M1_65_74,P_M1_Tot_M1_75ov,P_M1_Tot_M1_Tot,P_M2_TrnBus_15_24,P_M2_TrnBus_25_34,P_M2_TrnBus_35_44,P_M2_TrnBus_45_54,P_M2_TrnBus_55_64,P_M2_TrnBus_65_74,P_M2_TrnBus_75ov,P_M2_TrnBus_Tot,P_M2_TrnFer_15_24,P_M2_TrnFer_25_34,P_M2_TrnFer_35_44,P_M2_TrnFer_45_54,P_M2_TrnFer_55_64,P_M2_TrnFer_65_74,P_M2_TrnFer_75ov,P_M2_TrnFer_Tot,P_M2_TrnTrm_Inc_LR_15_24,P_M2_TrnTrm_Inc_LR_25_34,P_M2_TrnTrm_Inc_LR_35_44,P_M2_TrnTrm_Inc_LR_45_54,P_M2_TrnTrm_Inc_LR_55_64,P_M2_TrnTrm_Inc_LR_65_74,P_M2_TrnTrm_Inc_LR_75ov,P_M2_TrnTrm_Inc_LR_Tot,P_M2_TrnCarAsDriv_15_24,P_M2_TrnCarAsDriv_25_34,P_M2_TrnCarAsDriv_35_44,P_M2_TrnCarAsDriv_45_54,P_M2_TrnCarAsDriv_55_64,P_M2_TrnCarAsDriv_65_74,P_M2_TrnCarAsDriv_75ov,P_M2_TrnCarAsDriv_Tot,P_M2_TrnCarAsPas_15_24,P_M2_TrnCarAsPas_25_34,P_M2_TrnCarAsPas_35_44,P_M2_TrnCarAsPas_45_54,P_M2_TrnCarAsPas_55_64,P_M2_TrnCarAsPas_65_74,P_M2_TrnCarAsPas_75ov,P_M2_TrnCarAsPas_Tot,P_M2_TrnOth_15_24,P_M2_TrnOth_25_34,P_M2_TrnOth_35_44,P_M2_TrnOth_45_54,P_M2_TrnOth_55_64,P_M2_TrnOth_65_74,P_M2_TrnOth_75ov,P_M2_TrnOth_Tot,P_M2_Train_and_Tot_15_24,P_M2_Train_and_Tot_25_34,P_M2_Train_and_Tot_35_44,P_M2_Train_and_Tot_45_54,P_M2_Train_and_Tot_55_64,P_M2_Train_and_Tot_65_74,P_M2_Train_and_Tot_75ov,P_M2_Train_and_Tot_Tot,P_M2_BusFer_15_24,P_M2_BusFer_25_34,P_M2_BusFer_35_44,P_M2_BusFer_45_54,P_M2_BusFer_55_64,P_M2_BusFer_65_74,P_M2_BusFer_75ov,P_M2_BusFer_Tot,P_M2_BusTrm_Inc_LR_15_24,P_M2_BusTrm_Inc_LR_25_34,P_M2_BusTrm_Inc_LR_35_44,P_M2_BusTrm_Inc_LR_45_54,P_M2_BusTrm_Inc_LR_55_64,P_M2_BusTrm_Inc_LR_65_74,P_M2_BusTrm_Inc_LR_75ov,P_M2_BusTrm_Inc_LR_Tot,P_M2_BusCarAsDriv_15_24,P_M2_BusCarAsDriv_25_34,P_M2_BusCarAsDriv_35_44,P_M2_BusCarAsDriv_45_54,P_M2_BusCarAsDriv_55_64,P_M2_BusCarAsDriv_65_74,P_M2_BusCarAsDriv_75ov,P_M2_BusCarAsDriv_Tot,P_M2_BusCarAsPas_15_24,P_M2_BusCarAsPas_25_34,P_M2_BusCarAsPas_35_44,P_M2_BusCarAsPas_45_54,P_M2_BusCarAsPas_55_64,P_M2_BusCarAsPas_65_74,P_M2_BusCarAsPas_75ov,P_M2_BusCarAsPas_Tot,P_M2_BusOth_15_24,P_M2_BusOth_25_34,P_M2_BusOth_35_44,P_M2_BusOth_45_54,P_M2_BusOth_55_64,P_M2_BusOth_65_74,P_M2_BusOth_75ov,P_M2_BusOth_Tot,P_M2_BusTot_15_24,P_M2_BusTot_25_34,P_M2_BusTot_35_44,P_M2_BusTot_45_54,P_M2_BusTot_55_64,P_M2_BusTot_65_74,P_M2_BusTot_75ov,P_M2_BusTot_Tot,P_M2_Other_M2_15_24,P_M2_Other_M2_25_34,P_M2_Other_M2_35_44,P_M2_Other_M2_45_54,P_M2_Other_M2_55_64,P_M2_Other_M2_65_74,P_M2_Other_M2_75ov,P_M2_Other_M2_Tot,P_M2_Tot_M2_15_24,P_M2_Tot_M2_25_34,P_M2_Tot_M2_35_44,P_M2_Tot_M2_45_54,P_M2_Tot_M2_55_64,P_M2_Tot_M2_65_74,P_M2_Tot_M2_75ov,P_M2_Tot_M2_Tot
10102,4,0,0,0,0,0,0,3,3,12,0,0,6,3,0,27,1462,2296,2254,2386,1554,348,42,10340,335,172,105,78,65,21,3,783,18,40,40,48,45,19,3,210,15,14,14,11,8,0,0,72,3,14,8,18,11,0,0,54,9,9,17,32,18,8,5,106,110,144,99,122,118,37,11,647,1985,2725,2552,2717,1832,439,66,12317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,3,4,3,0,4,0,0,0,15,0,0,0,0,0,0,0,3,7,5,6,5,3,0,0,21,14,21,14,19,13,0,0,82,24,25,14,27,17,0,0,112
10103,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,8,746,962,1058,1355,943,255,22,5341,287,135,50,69,49,10,3,611,0,11,10,27,31,14,8,98,3,3,3,3,7,3,0,24,7,10,15,9,10,0,0,52,27,34,33,23,33,22,0,169,276,316,146,182,130,40,15,1109,1389,1486,1323,1687,1209,354,49,7501,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,19,11,13,6,0,0,100,38,7,0,0,0,0,0,50,0,0,0,0,0,0,0,0,94,31,9,13,7,4,0,159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,4,23,11,13,8,12,3,0,73,119,42,27,23,20,5,0,235
10104,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,12,1621,2297,3133,4341,3786,675,62,15923,466,142,145,175,135,26,3,1097,8,24,30,104,83,32,5,289,21,15,12,33,33,3,0,113,21,15,25,34,33,6,0,139,3,17,27,36,51,18,7,156,162,126,161,233,259,84,11,1045,2348,2651,3569,4969,4393,846,91,18862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,3,3,0,0,21,0,0,0,0,0,0,0,6,11,0,3,4,3,0,0,21,14,26,19,25,24,3,0,112,27,29,28,32,23,3,0,139
10105,0,0,0,0,0,0,0,0,8,9,5,6,4,4,0,33,1122,1694,1854,2238,1608,345,42,8913,362,138,77,108,72,11,3,783,10,18,32,47,39,32,10,191,6,3,13,18,18,8,0,75,3,5,7,5,8,0,0,33,3,6,16,16,27,14,8,94,58,101,87,101,141,45,9,534,1584,1988,2117,2558,1929,466,76,10708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,15,20,14,17,13,3,4,75,17,22,16,23,12,3,4,88
10106,0,0,0,0,0,0,0,0,3,0,3,3,3,0,0,14,914,1166,1443,1646,1233,327,50,6780,228,75,59,58,52,20,3,497,15,27,47,74,38,44,16,254,9,10,7,14,14,10,3,62,8,4,0,4,3,0,3,22,8,9,20,21,18,17,12,103,108,93,97,138,161,69,16,681,1321,1405,1692,1972,1536,486,101,8521,9,6,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,9,13,10,18,19,0,0,65,20,18,15,16,22,0,0,92
10201,0,0,0,0,0,0,0,0,11,8,9,4,7,3,0,44,5415,7508,8664,10053,7245,1308,101,40289,1266,391,274,372,294,61,10,2674,19,61,94,112,103,27,4,420,25,57,47,62,62,9,3,273,30,30,44,60,32,4,0,203,13,23,46,56,74,17,3,222,266,259,187,269,231,69,12,1286,7388,8590,9572,11201,8248,1541,133,46669,48,43,30,34,21,9,0,178,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,22,39,40,48,33,8,0,183,13,6,4,5,6,3,0,42,3,3,3,4,0,0,0,16,86,89,74,92,64,22,0,425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,3,0,0,16,34,18,5,4,3,0,0,64,0,0,3,0,0,0,0,4,37,20,16,7,9,0,0,86,58,61,45,77,56,11,0,319,183,171,138,173,124,32,0,827
10202,0,0,0,0,0,0,0,0,5,3,0,10,4,0,0,23,4615,6407,7174,7907,5367,935,59,32470,1188,334,227,259,215,44,8,2271,18,59,101,132,129,30,3,478,25,39,41,48,39,6,0,200,27,28,29,60,23,0,0,162,10,21,31,50,32,23,0,167,192,119,119,169,168,43,16,824,6374,7135,7818,8727,6048,1098,87,37289,24,16,14,20,11,4,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,20,9,11,3,0,54,6,4,3,3,3,0,0,18,5,3,3,3,0,0,0,17,48,30,38,31,18,9,0,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,11,49,10,3,3,3,0,0,62,3,0,0,0,0,0,0,3,50,11,3,5,6,0,0,81,45,48,52,43,43,0,0,236,142,93,99,83,67,4,0,487
10301,0,0,0,0,0,0,0,0,4,15,7,8,0,7,0,36,1931,2767,2973,3234,2304,506,48,13758,414,183,126,149,125,26,8,1020,9,23,33,49,63,30,6,218,13,11,8,18,13,10,0,65,12,20,18,21,11,3,0,95,8,17,13,15,26,13,6,97,171,167,100,144,133,52,16,787,2589,3209,3293,3649,2702,647,76,16165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,5,3,0,0,4,0,0,0,4,0,0,4,0,0,0,0,3,3,6,6,5,3,0,0,17,13,34,8,22,16,8,0,105,21,41,20,23,16,6,0,130
10302,0,0,0,0,0,0,0,0,7,5,3,5,15,3,0,46,1688,2455,2747,3108,2435,593,107,13145,440,213,150,145,125,29,8,1115,8,25,50,93,87,32,17,314,8,13,17,19,23,13,8,98,7,12,12,17,14,5,0,73,7,25,26,50,50,32,7,195,187,164,193,270,297,99,38,1256,2376,2947,3235,3731,3071,815,192,16375,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,6,0,0,0,24,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,13,6,0,0,0,30,17,12,19,17,17,18,8,112,24,18,34,32,20,19,8,143
10303,0,0,0,0,0,0,0,0,3,0,4,7,7,0,0,27,1287,2243,2550,3004,2071,391,53,11603,302,180,131,141,110,15,10,883,18,14,26,53,58,29,8,210,18,8,6,11,23,7,0,68,3,9,15,12,16,0,4,51,32,15,10,10,17,15,7,102,144,140,129,176,184,62,31,856,1821,2619,2872,3436,2498,520,100,13873,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,10,11,31,23,25,16,7,0,116,15,40,26,29,21,6,0,139
