SA3_CODE_2016,P_EWFT_35_39_ES_NS,P_EWFT_35_39_Tot,P_EWFT_40_44_E,P_EWFT_40_44_OM_IE,P_EWFT_40_44_OM_UIE,P_EWFT_40_44_CFW,P_EWFT_40_44_ES_NS,P_EWFT_40_44_Tot,P_EWFT_45_49_E,P_EWFT_45_49_OM_IE,P_EWFT_45_49_OM_UIE,P_EWFT_45_49_CFW,P_EWFT_45_49_ES_NS,P_EWFT_45_49_Tot,P_EWFT_50_54_E,P_EWFT_50_54_OM_IE,P_EWFT_50_54_OM_UIE,P_EWFT_50_54_CFW,P_EWFT_50_54_ES_NS,P_EWFT_50_54_Tot,P_EWFT_55_59_E,P_EWFT_55_59_OM_IE,P_EWFT_55_59_OM_UIE,P_EWFT_55_59_CFW,P_EWFT_55_59_ES_NS,P_EWFT_55_59_Tot,P_EWFT_60_64_E,P_EWFT_60_64_OM_IE,P_EWFT_60_64_OM_UIE,P_EWFT_60_64_CFW,P_EWFT_60_64_ES_NS,P_EWFT_60_64_Tot,P_EWFT_65_69_E,P_EWFT_65_69_OM_IE,P_EWFT_65_69_OM_UIE,P_EWFT_65_69_CFW,P_EWFT_65_69_ES_NS,P_EWFT_65_69_Tot,P_EWFT_70_74_E,P_EWFT_70_74_OM_IE,P_EWFT_70_74_OM_UIE,P_EWFT_70_74_CFW,P_EWFT_70_74_ES_NS,P_EWFT_70_74_Tot,P_EWFT_75ov_E,P_EWFT_75ov_OM_IE,P_EWFT_75ov_OM_UIE,P_EWFT_75ov_CFW,P_EWFT_75ov_ES_NS,P_EWFT_75ov_Tot,P_EWFT_Tot_E,P_EWFT_Tot_OM_IE,P_EWFT_Tot_OM_UIE,P_EWFT_Tot_CFW,P_EWFT_Tot_ES_NS,P_EWFT_Tot_Tot,P_EWPT_15_19_E,P_EWPT_15_19_OM_IE,P_EWPT_15_19_OM_UIE,P_EWPT_15_19_CFW,P_EWPT_15_19_ES_NS,P_EWPT_15_19_Tot,P_EWPT_20_24_E,P_EWPT_20_24_OM_IE,P_EWPT_20_24_OM_UIE,P_EWPT_20_24_CFW,P_EWPT_20_24_ES_NS,P_EWPT_20_24_Tot,P_EWPT_25_29_E,P_EWPT_25_29_OM_IE,P_EWPT_25_29_OM_UIE,P_EWPT_25_29_CFW,P_EWPT_25_29_ES_NS,P_EWPT_25_29_Tot,P_EWPT_30_34_E,P_EWPT_30_34_OM_IE,P_EWPT_30_34_OM_UIE,P_EWPT_30_34_CFW,P_EWPT_30_34_ES_NS,P_EWPT_30_34_Tot,P_EWPT_35_39_E,P_EWPT_35_39_OM_IE,P_EWPT_35_39_OM_UIE,P_EWPT_35_39_CFW,P_EWPT_35_39_ES_NS,P_EWPT_35_39_Tot,P_EWPT_40_44_E,P_EWPT_40_44_OM_IE,P_EWPT_40_44_OM_UIE,P_EWPT_40_44_CFW,P_EWPT_40_44_ES_NS,P_EWPT_40_44_Tot,P_EWPT_45_49_E,P_EWPT_45_49_OM_IE,P_EWPT_45_49_OM_UIE,P_EWPT_45_49_CFW,P_EWPT_45_49_ES_NS,P_EWPT_45_49_Tot,P_EWPT_50_54_E,P_EWPT_50_54_OM_IE,P_EWPT_50_54_OM_UIE,P_EWPT_50_54_CFW,P_EWPT_50_54_ES_NS,P_EWPT_50_54_Tot,P_EWPT_55_59_E,P_EWPT_55_59_OM_IE,P_EWPT_55_59_OM_UIE,P_EWPT_55_59_CFW,P_EWPT_55_59_ES_NS,P_EWPT_55_59_Tot,P_EWPT_60_64_E,P_EWPT_60_64_OM_IE,P_EWPT_60_64_OM_UIE,P_EWPT_60_64_CFW,P_EWPT_60_64_ES_NS,P_EWPT_60_64_Tot,P_EWPT_65_69_E,P_EWPT_65_69_OM_IE,P_EWPT_65_69_OM_UIE,P_EWPT_65_69_CFW,P_EWPT_65_69_ES_NS,P_EWPT_65_69_Tot,P_EWPT_70_74_E,P_EWPT_70_74_OM_IE,P_EWPT_70_74_OM_UIE,P_EWPT_70_74_CFW,P_EWPT_70_74_ES_NS,P_EWPT_70_74_Tot,P_EWPT_75ov_E,P_EWPT_75ov_OM_IE,P_EWPT_75ov_OM_UIE,P_EWPT_75ov_CFW,P_EWPT_75ov_ES_NS,P_EWPT_75ov_Tot,P_EWPT_Tot_E,P_EWPT_Tot_OM_IE,P_EWPT_Tot_OM_UIE,P_EWPT_Tot_CFW,P_EWPT_Tot_ES_NS,P_EWPT_Tot_Tot,P_EAFW_E,P_EAFW_OM_IE,P_EAFW_OM_UIE,P_EAFW_CFW,P_EAFW_ES_NS,P_EAFW_Tot,P_H_NS_E,P_H_NS_OM_IE,P_H_NS_OM_UIE,P_H_NS_CFW,P_H_NS_ES_NS,P_H_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
10401,7,845,838,104,127,11,9,1087,907,92,144,19,16,1172,938,125,135,34,16,1244,875,93,163,43,13,1181,454,83,119,40,8,702,114,32,62,24,0,231,24,10,24,16,8,76,8,15,25,14,3,63,6829,667,993,221,103,8809,700,0,0,8,11,718,415,0,9,4,8,436,350,3,13,4,4,382,352,12,29,8,3,405,425,15,59,7,7,509,467,16,74,14,9,576,538,23,66,16,8,647,581,33,79,24,12,729,618,30,117,28,12,812,499,37,95,31,8,674,186,21,70,36,3,318,66,6,42,16,3,134,38,3,28,22,3,97,5231,204,680,221,92,6428,523,16,58,21,26,645,204,17,38,30,58,349,12780,903,1763,500,274,16229
10402,16,1680,1726,192,220,41,19,2195,1811,240,268,37,25,2377,1726,231,276,37,18,2295,1591,192,258,48,17,2110,860,148,231,38,11,1294,225,63,115,25,4,429,30,27,36,9,3,106,8,14,18,10,3,52,13827,1349,1836,325,144,17486,1559,0,9,16,18,1605,1031,4,30,7,8,1084,803,13,48,16,10,898,897,19,92,8,11,1028,907,35,114,18,5,1078,1031,64,174,34,19,1316,1039,72,169,41,10,1344,1126,73,158,33,13,1401,1203,67,189,46,12,1509,901,57,192,53,18,1225,341,46,128,50,3,576,108,26,45,25,4,205,31,3,32,23,4,95,10989,485,1375,378,136,13360,950,39,107,36,27,1159,397,20,54,38,93,607,26164,1889,3379,770,406,32611
10501,10,579,489,52,82,33,11,665,511,73,107,54,11,755,549,68,126,71,17,834,460,51,140,93,8,749,272,39,114,69,10,511,104,19,75,47,10,250,26,11,43,36,5,110,11,11,33,44,0,98,4712,413,888,500,107,6624,149,0,0,4,0,148,162,3,5,7,3,178,186,0,7,3,5,210,182,6,20,8,0,216,177,4,17,5,8,212,171,4,10,11,3,198,204,7,21,16,3,247,178,14,27,9,5,232,169,5,30,20,3,231,138,4,28,15,3,195,77,4,35,15,3,136,32,8,16,18,0,82,13,4,25,24,3,69,1836,58,247,156,51,2348,285,14,41,24,16,380,172,12,21,49,40,293,7002,499,1198,726,215,9636
10502,5,462,418,33,34,15,3,500,465,33,37,12,9,547,516,51,46,14,8,639,494,56,68,18,12,649,299,28,61,18,6,418,80,16,25,10,3,133,14,3,25,4,0,48,4,4,9,5,0,25,4148,280,399,124,60,5016,247,0,0,3,4,256,203,0,3,4,0,209,187,3,6,3,4,205,173,4,10,5,3,197,156,0,11,0,7,179,175,8,18,7,0,202,195,13,15,0,3,224,187,3,16,3,4,217,223,4,20,9,3,251,130,9,20,10,3,171,75,10,14,17,0,110,31,0,4,5,0,40,8,0,5,5,4,23,1989,58,148,69,36,2291,290,11,24,12,15,352,140,4,5,11,38,200,6569,346,575,214,151,7862
10503,21,1732,1537,182,217,41,14,2002,1660,185,232,73,25,2179,1651,213,293,77,25,2255,1497,166,293,93,25,2076,843,110,252,74,17,1299,259,73,180,78,15,607,53,36,80,57,7,235,28,19,76,54,5,179,14234,1255,2135,629,198,18450,995,3,5,17,13,1034,634,0,10,12,10,666,564,7,27,10,7,620,695,18,68,12,0,797,638,25,61,29,9,761,594,26,61,16,9,713,612,26,69,27,5,736,606,27,73,30,6,744,640,28,86,27,14,788,515,33,99,37,10,691,251,25,80,43,14,407,104,13,48,49,5,214,45,10,53,58,4,182,6902,244,740,355,103,8352,806,39,75,35,32,997,385,23,51,62,90,599,22333,1559,3008,1083,426,28401
10601,15,2313,2155,171,110,21,15,2479,2090,207,136,23,21,2477,1878,171,150,32,29,2257,1601,138,177,36,17,1970,744,117,120,39,18,1042,178,69,78,41,9,370,33,26,40,24,0,121,18,13,29,22,3,80,17340,1192,1065,276,167,20044,1400,0,8,3,14,1427,1013,3,17,8,11,1052,745,6,37,14,3,804,819,24,85,17,11,943,832,34,53,23,15,951,917,45,92,24,9,1077,868,41,81,27,11,1025,813,40,81,24,13,966,754,45,87,34,12,930,528,57,95,49,0,728,227,51,66,58,9,412,61,19,45,47,0,178,28,13,42,23,3,107,8992,371,783,355,104,10601,1117,36,49,21,23,1236,456,27,29,42,79,640,27910,1619,1930,694,369,32521
10602,6,1635,1516,178,106,22,16,1827,1599,197,93,13,13,1916,1459,175,111,13,12,1777,1202,149,125,19,4,1498,552,99,71,14,3,737,157,56,28,13,0,255,30,16,9,8,0,64,11,8,11,7,0,29,12986,1165,797,135,83,15164,1464,0,10,7,7,1487,1059,9,25,9,6,1101,746,12,54,15,3,832,783,27,56,14,5,881,802,36,77,12,9,935,844,43,82,14,8,987,782,30,82,19,6,915,703,36,84,19,10,854,666,52,71,18,7,809,469,46,90,19,7,629,208,33,50,22,5,318,72,19,22,8,0,124,33,4,13,10,0,54,8635,340,705,177,70,9926,809,18,44,16,15,899,334,19,22,19,45,447,22765,1544,1563,346,219,26438
10603,17,1752,1710,157,136,14,10,2026,1789,155,139,20,9,2116,1689,172,146,17,17,2037,1332,162,138,16,11,1655,669,124,100,21,5,918,160,55,47,6,7,282,21,27,20,8,0,75,13,7,8,6,3,42,14164,1063,979,132,108,16443,1239,3,3,12,14,1269,846,3,21,3,9,883,538,11,28,9,3,584,574,16,68,10,3,665,594,31,76,18,7,720,691,52,84,15,3,847,643,48,92,15,4,808,687,57,78,26,8,848,619,67,117,19,3,832,465,63,105,24,5,669,212,43,68,34,6,366,74,25,40,25,3,167,38,13,16,27,3,93,7224,422,805,233,74,8756,799,42,64,18,14,942,324,28,31,12,64,471,22516,1556,1881,397,267,26611
10604,11,1045,1009,67,71,15,10,1173,985,72,73,20,9,1153,970,67,77,34,4,1152,753,51,80,42,14,939,389,55,76,21,6,550,87,27,42,32,6,195,16,11,37,27,0,85,10,9,16,27,3,63,8218,452,600,227,82,9579,450,0,0,3,5,457,324,0,5,0,0,336,303,7,15,6,0,338,339,8,31,5,5,392,344,9,28,5,3,384,350,4,28,16,3,400,330,9,26,12,5,385,331,8,41,17,6,403,300,13,37,10,8,366,223,9,38,18,6,294,114,9,33,10,4,170,32,6,24,10,0,82,18,3,24,27,3,71,3457,88,336,136,51,4065,519,11,29,11,15,581,221,11,22,21,37,309,12418,557,985,400,179,14535
10701,9,1797,1955,144,122,10,4,2242,2091,151,109,14,15,2384,2223,163,138,11,14,2546,1910,125,101,16,16,2173,837,78,54,4,6,975,189,49,30,3,3,280,34,11,8,4,3,52,12,0,6,8,0,23,15604,978,809,81,104,17580,980,0,3,6,11,999,952,3,14,6,7,989,607,11,37,4,6,661,614,17,57,12,10,705,646,36,50,19,5,755,757,39,90,13,8,912,696,33,54,5,10,806,752,36,72,12,5,881,638,32,76,9,6,771,479,37,64,10,6,597,205,24,40,12,4,297,57,13,19,3,0,100,11,10,5,7,0,37,7405,301,591,126,80,8509,862,30,31,11,12,950,347,14,22,24,56,469,24221,1324,1453,245,260,27505
10702,0,10,4,0,0,0,0,3,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,48,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,3,0,0,0,0,3,5,0,0,0,0,5,62,0,0,0,0,63
10703,10,1235,1074,157,163,21,7,1413,1066,199,135,18,17,1438,1030,166,172,14,13,1403,892,121,106,21,5,1143,417,100,88,19,15,640,87,43,36,11,4,185,17,15,13,3,4,54,7,7,3,5,3,32,9055,1133,1106,148,108,11550,1511,3,12,11,15,1552,1248,3,27,7,9,1299,575,10,50,11,9,659,628,26,94,18,8,770,673,47,136,15,7,871,785,39,126,21,4,972,753,55,116,20,5,959,713,50,111,25,14,909,704,54,111,24,9,892,461,61,112,35,5,670,176,43,67,19,6,303,60,25,24,22,0,129,21,9,10,9,0,61,8311,426,986,229,97,10053,698,34,63,19,21,831,259,27,25,13,42,366,18325,1620,2179,415,263,22804
10704,20,3082,2929,350,258,16,20,3563,2989,327,268,28,16,3627,2872,349,247,35,21,3522,2456,240,201,29,19,2941,1118,147,133,12,8,1412,268,75,58,8,3,418,48,34,22,3,4,108,19,11,8,4,0,44,23941,2101,1753,171,154,28121,2383,10,9,24,23,2441,3058,13,61,13,14,3158,1622,23,79,12,13,1741,1593,48,123,12,6,1784,1650,83,193,20,12,1956,1718,96,249,25,14,2106,1552,95,166,23,14,1850,1572,81,183,34,19,1886,1382,73,150,20,14,1642,992,85,134,29,18,1260,427,68,99,27,8,627,125,26,46,20,0,209,57,11,20,11,0,102,18121,705,1509,270,150,20763,1763,57,82,14,22,1940,596,38,44,39,128,839,44417,2902,3383,491,456,51659
10801,4,399,383,50,90,10,4,536,417,56,104,12,3,596,455,72,92,9,8,638,413,60,98,17,4,596,248,58,59,16,10,391,67,22,28,10,3,132,8,13,20,3,0,44,3,3,16,4,0,34,3283,400,605,104,54,4457,438,0,3,0,8,449,254,3,7,3,3,267,196,0,11,0,3,220,224,8,28,3,0,260,235,8,49,4,4,294,295,22,52,12,3,374,323,12,55,11,3,404,366,16,49,13,3,445,359,21,71,14,4,472,280,26,68,25,4,410,149,27,38,11,6,235,43,14,14,14,6,93,12,8,10,6,0,37,3170,167,451,120,54,3961,290,13,41,8,15,364,138,14,15,7,45,217,6880,588,1108,245,169,8994
10802,9,723,749,63,118,17,13,953,778,81,110,16,15,1000,798,75,142,34,8,1061,751,88,154,21,9,1030,403,63,114,32,10,620,112,32,87,43,3,277,16,12,41,18,0,88,17,12,20,23,0,66,6018,505,956,227,95,7796,625,0,3,7,20,652,406,0,12,7,3,428,332,5,21,9,3,367,345,7,43,18,3,413,394,5,44,16,5,469,413,19,66,8,13,518,452,25,74,17,8,572,598,22,73,10,16,718,638,26,99,23,9,805,418,31,110,33,6,597,169,18,70,40,9,310,52,8,32,7,3,105,18,4,14,25,3,63,4868,188,659,217,99,6025,487,14,74,28,19,625,264,5,37,40,68,418,11640,716,1719,518,275,14864
10803,0,14,14,0,0,0,0,13,6,0,3,0,0,11,9,9,3,0,0,17,6,3,0,0,0,10,6,0,3,0,0,9,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,85,14,16,0,0,116,6,0,0,0,0,6,3,0,0,0,0,3,3,0,0,0,0,5,3,0,0,0,0,5,7,0,0,0,0,7,7,0,0,0,0,9,3,0,0,0,0,3,7,3,0,0,0,10,5,0,0,0,0,5,3,3,4,0,0,9,3,0,0,0,0,6,3,0,0,0,0,3,0,3,0,0,0,3,51,11,11,0,0,74,18,0,5,0,0,24,3,0,0,0,3,9,156,31,29,4,6,216
