SA3_CODE_2016,P_Philippines_E,P_Philippines_OM_IE,P_Philippines_OM_UIE,P_Philippines_CFW,P_Philippines_ES_NS,P_Philippines_Tot,P_Poland_E,P_Poland_OM_IE,P_Poland_OM_UIE,P_Poland_CFW,P_Poland_ES_NS,P_Poland_Tot,P_Singapore_E,P_Singapore_OM_IE,P_Singapore_OM_UIE,P_Singapore_CFW,P_Singapore_ES_NS,P_Singapore_Tot,P_SthAfrica_E,P_SthAfrica_OM_IE,P_SthAfrica_OM_UIE,P_SthAfrica_CFW,P_SthAfrica_ES_NS,P_SthAfrica_Tot,P_SriLanka_E,P_SriLanka_OM_IE,P_SriLanka_OM_UIE,P_SriLanka_CFW,P_SriLanka_ES_NS,P_SriLanka_Tot,P_Thailand_E,P_Thailand_OM_IE,P_Thailand_OM_UIE,P_Thailand_CFW,P_Thailand_ES_NS,P_Thailand_Tot,P_Turkey_E,P_Turkey_OM_IE,P_Turkey_OM_UIE,P_Turkey_CFW,P_Turkey_ES_NS,P_Turkey_Tot,P_UK_E,P_UK_OM_IE,P_UK_OM_UIE,P_UK_CFW,P_UK_ES_NS,P_UK_Tot,P_USA_E,P_USA_OM_IE,P_USA_OM_UIE,P_USA_CFW,P_USA_ES_NS,P_USA_Tot,P_Vietnam_E,P_Vietnam_OM_IE,P_Vietnam_OM_UIE,P_Vietnam_CFW,P_Vietnam_ES_NS,P_Vietnam_Tot,P_Zimbabwe_E,P_Zimbabwe_OM_IE,P_Zimbabwe_OM_UIE,P_Zimbabwe_CFW,P_Zimbabwe_ES_NS,P_Zimbabwe_Tot,P_Elsewhere_E,P_Elsewhere_OM_IE,P_Elsewhere_OM_UIE,P_Elsewhere_CFW,P_Elsewhere_ES_NS,P_Elsewhere_Tot,P_COB_NS_E,P_COB_NS_OM_IE,P_COB_NS_OM_UIE,P_COB_NS_CFW,P_COB_NS_ES_NS,P_COB_NS_Tot,P_Tot_E,P_Tot_OM_IE,P_Tot_OM_UIE,P_Tot_CFW,P_Tot_ES_NS,P_Tot_Tot
10304,136,3,0,0,0,144,8,0,5,0,3,12,18,0,0,0,0,20,87,11,13,3,0,111,26,3,0,0,0,27,27,3,0,0,0,35,9,0,0,0,0,11,477,26,64,16,3,593,53,0,0,0,3,64,21,4,0,3,0,31,72,3,3,0,0,76,327,21,34,3,3,386,321,22,44,18,19,426,20617,1381,2100,662,331,25090
10401,42,0,8,0,0,51,0,0,0,0,0,3,3,0,0,0,0,3,36,6,3,6,0,48,14,0,0,0,0,13,9,0,3,0,0,16,0,0,0,0,0,0,307,38,50,12,8,422,33,3,10,0,0,44,6,0,3,3,3,15,16,0,4,0,0,19,117,13,20,11,4,164,301,20,58,17,19,409,12780,903,1763,500,274,16229
10402,151,5,12,3,0,174,15,0,3,0,0,18,11,0,3,0,0,12,148,26,25,4,0,201,9,0,0,0,0,10,41,3,9,3,4,57,7,0,3,0,0,12,1000,85,184,41,18,1331,103,7,20,0,0,124,30,0,10,0,0,39,30,4,3,0,0,34,736,46,97,17,13,906,403,20,66,7,31,534,26164,1889,3379,770,406,32611
10501,42,0,0,0,0,44,7,0,0,0,0,7,0,0,0,0,0,0,32,0,3,3,0,41,10,3,3,0,0,13,4,0,0,0,0,4,0,0,0,0,0,4,114,8,14,3,0,142,8,0,3,0,0,12,0,0,0,0,0,7,12,0,0,0,0,11,110,10,4,3,0,131,219,15,49,33,19,337,7002,499,1198,726,215,9636
10502,61,0,0,3,0,63,0,0,0,0,0,0,3,0,0,0,0,3,16,0,3,0,0,18,6,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,78,3,12,14,3,109,12,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,41,5,7,5,3,54,157,19,17,3,16,215,6569,346,575,214,151,7862
10503,133,0,3,0,0,142,4,0,0,0,0,10,12,0,4,0,0,11,67,4,4,0,0,77,76,8,8,0,0,94,18,0,0,4,0,23,0,0,0,0,0,3,311,21,29,24,3,384,32,3,5,0,0,36,30,0,4,0,0,36,46,0,0,0,0,53,384,19,34,10,3,449,428,32,73,37,43,603,22333,1559,3008,1083,426,28401
10601,118,6,7,6,0,134,6,0,0,0,0,9,5,0,3,0,0,13,101,9,15,5,0,130,19,6,0,0,0,24,36,0,9,4,4,51,6,0,3,0,0,7,582,72,83,29,9,775,63,4,3,0,0,75,24,0,7,0,0,38,30,3,0,0,0,30,233,27,27,13,3,303,451,43,44,32,29,595,27910,1619,1930,694,369,32521
10602,120,0,3,0,0,124,16,0,0,0,0,16,13,3,4,0,0,15,108,5,6,4,0,125,30,3,3,0,0,38,22,0,4,0,0,25,0,0,0,0,0,0,582,46,58,20,5,715,63,0,7,0,0,69,19,3,5,5,3,39,32,0,0,3,0,36,223,35,23,7,5,295,250,12,24,8,12,300,22765,1544,1563,346,219,26438
10603,93,4,5,0,3,107,17,0,3,0,0,21,15,0,0,0,0,15,101,14,22,7,0,146,22,0,0,0,0,20,33,4,6,0,0,44,3,3,3,3,0,11,845,86,123,21,4,1082,80,6,5,3,0,92,21,6,6,0,0,30,27,0,0,0,0,26,324,18,33,14,3,393,291,29,48,9,22,402,22516,1556,1881,397,267,26611
10604,118,0,0,3,0,117,4,0,0,0,0,3,4,0,0,0,0,3,62,0,0,0,0,60,24,0,0,0,0,24,14,0,3,0,0,15,0,0,3,0,0,4,264,17,36,13,3,335,22,3,0,3,0,25,29,4,0,0,0,30,24,0,0,0,0,31,154,5,7,3,3,166,254,8,28,15,14,314,12418,557,985,400,179,14535
10701,158,3,4,0,0,160,25,0,4,0,0,36,5,3,0,0,0,12,74,15,9,0,0,94,33,0,0,0,0,37,40,0,9,0,0,53,41,4,5,0,0,48,1191,67,88,11,15,1372,55,3,4,3,0,62,78,9,12,0,0,105,18,0,3,0,0,18,910,72,90,7,15,1092,360,19,30,6,26,438,24221,1324,1453,245,260,27505
10702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,63
10703,97,0,3,0,3,108,17,0,3,0,0,14,13,0,3,0,0,15,72,16,21,3,0,116,20,0,0,0,0,23,55,4,13,0,0,71,19,3,10,0,0,35,838,97,136,23,9,1110,46,3,15,3,0,63,35,4,16,3,0,56,10,0,0,0,0,10,404,62,80,13,10,569,290,28,30,13,23,389,18325,1620,2179,415,263,22804
10704,313,5,10,5,3,336,63,3,7,0,0,76,32,4,4,0,0,40,180,29,21,3,0,228,107,7,3,0,6,120,155,12,26,3,3,200,82,22,33,3,3,130,2163,152,214,29,19,2577,194,13,9,0,3,226,211,22,50,6,3,291,53,3,3,0,0,59,1495,107,146,20,14,1792,474,40,61,9,38,619,44417,2902,3383,491,456,51659
10801,42,3,3,0,0,45,0,0,0,0,0,4,5,0,0,0,0,3,22,7,8,0,0,37,0,0,0,0,0,0,12,0,3,0,0,15,4,0,0,0,0,4,203,24,63,11,8,308,8,0,3,0,0,11,5,0,0,0,0,5,6,0,0,0,0,8,60,7,19,7,4,100,168,15,29,8,5,227,6880,588,1108,245,169,8994
10802,64,4,3,0,3,71,0,0,0,0,0,6,3,0,3,0,0,7,29,3,3,0,0,39,6,0,0,0,0,6,13,0,3,0,0,21,3,0,0,0,0,3,309,26,69,24,4,428,26,5,11,0,3,39,3,3,0,0,0,5,6,0,0,0,0,6,153,24,20,4,0,201,314,8,60,20,19,428,11640,716,1719,518,275,14864
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,4,0,13,0,0,0,0,0,4,156,31,29,4,6,216
10804,117,12,8,6,0,141,9,0,3,0,0,13,11,0,3,0,0,13,96,18,20,11,0,145,12,0,0,0,0,20,19,3,13,0,4,39,3,3,0,0,0,8,834,92,136,28,12,1102,67,7,14,3,0,85,21,0,10,0,0,32,21,3,3,0,0,33,291,44,50,12,7,402,330,37,46,23,22,458,21915,1784,2882,591,335,27511
10805,72,8,3,0,5,85,7,0,0,0,0,10,3,0,0,0,0,10,27,5,9,0,0,47,13,0,0,0,0,16,8,3,3,4,0,22,0,0,0,0,0,3,352,47,73,25,6,500,29,3,11,0,0,41,13,0,0,0,0,10,16,0,3,0,0,16,157,11,17,7,0,203,300,24,51,9,29,406,13220,914,1773,549,319,16770
10901,163,3,3,0,0,167,10,0,3,0,0,14,19,0,0,0,0,19,76,13,10,3,0,97,54,4,3,0,0,57,25,5,8,0,0,33,3,0,0,0,0,3,588,50,53,19,5,711,48,7,9,0,0,61,21,3,4,0,0,31,14,0,3,0,0,21,414,23,37,8,8,488,288,37,45,10,23,405,23311,1735,2157,583,276,28059
10902,17,0,3,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,3,0,0,0,0,3,3,0,0,0,0,10,0,0,0,0,0,3,73,3,9,3,3,92,3,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,3,85,0,0,4,0,86,101,8,9,21,10,148,3716,383,596,333,96,5128
10903,83,3,3,0,0,89,3,0,0,0,0,6,5,0,0,0,0,6,40,5,0,0,0,44,30,3,0,0,0,35,14,0,4,0,0,20,0,0,0,0,0,0,211,21,36,18,5,290,21,0,0,0,0,17,6,0,3,0,0,8,9,0,0,0,0,9,150,6,4,3,3,170,309,34,63,40,29,469,11650,1361,1760,878,307,15957
11001,75,0,3,0,0,86,3,0,0,0,0,8,12,0,0,0,0,12,55,5,8,3,0,72,34,5,0,0,0,37,19,0,0,0,0,23,3,0,0,0,0,3,291,25,46,26,5,393,52,3,14,4,0,76,20,7,0,0,0,28,12,0,0,0,0,12,376,16,21,12,3,426,179,11,35,18,16,265,12114,870,1738,658,182,15561
11002,133,3,3,0,7,147,0,0,0,0,0,0,0,0,0,0,0,3,23,3,4,4,0,36,3,0,0,0,0,4,4,0,8,3,0,13,0,0,0,0,0,4,134,20,53,27,3,236,6,0,3,0,0,12,10,0,6,0,0,16,3,3,0,0,0,5,100,13,13,14,0,138,232,20,59,39,26,372,9354,689,1959,1047,285,13344
11003,59,0,0,0,0,65,0,0,0,0,0,3,3,0,0,0,0,3,35,0,4,0,0,41,9,3,0,0,0,15,8,3,0,0,0,10,0,0,0,0,0,0,102,10,25,10,4,149,17,3,0,3,0,24,0,0,0,0,0,3,17,0,0,0,0,19,79,6,9,9,3,110,233,25,34,17,21,335,8261,812,1239,509,198,11022
11004,252,0,3,0,4,263,4,3,0,0,0,6,25,3,0,0,0,25,100,14,5,0,0,119,34,4,0,0,0,40,29,3,5,0,0,36,0,0,3,0,0,4,403,32,62,25,9,537,63,4,7,8,0,85,47,0,13,0,0,64,29,0,0,0,0,29,374,10,17,9,8,422,522,47,88,35,34,725,27354,1799,3063,1063,484,33764
11101,180,4,12,0,3,204,25,3,6,0,0,41,18,5,3,0,0,23,124,13,12,3,0,153,34,3,3,0,0,39,72,7,8,3,0,89,7,3,0,0,0,11,857,101,97,21,6,1087,105,9,23,0,0,135,45,6,17,4,0,71,36,3,7,0,0,41,390,57,57,7,3,517,355,24,21,11,32,446,33737,2721,2819,463,335,40066
11102,101,3,0,0,0,109,6,0,0,0,0,11,9,0,0,0,0,8,68,3,9,3,0,84,15,0,0,0,0,13,23,3,3,3,0,39,0,0,0,0,0,0,364,47,61,22,3,501,47,4,13,0,0,63,17,6,7,0,0,28,23,0,3,0,0,28,205,31,60,13,3,317,213,15,11,6,17,261,14313,1231,1564,305,186,17597
11103,472,8,19,0,5,503,82,10,6,0,0,99,53,0,4,0,0,55,395,38,33,4,4,470,127,5,3,3,0,143,139,0,15,0,3,164,15,5,3,0,0,23,2643,170,178,17,10,3016,342,14,24,3,0,391,137,13,32,7,6,189,123,5,3,3,0,137,1682,102,129,21,18,1951,795,35,62,7,55,952,87646,4364,4538,674,702,97925
11201,76,3,8,0,3,96,8,0,3,0,4,18,17,4,7,0,0,21,113,20,48,8,0,191,16,4,0,0,0,18,51,3,8,0,0,70,4,3,0,0,0,9,838,154,316,40,20,1366,131,23,73,3,3,232,13,0,10,3,0,26,23,3,8,0,0,30,476,84,162,27,29,787,413,60,111,15,32,633,20732,2433,4628,741,467,28993
11202,136,4,6,3,3,148,9,0,0,0,0,10,17,0,4,0,0,20,78,12,12,0,0,112,12,0,0,0,0,15,34,0,3,3,0,38,4,0,0,0,0,4,646,54,122,24,9,852,99,0,15,7,0,123,28,3,10,3,0,39,29,4,3,0,0,32,336,24,64,25,11,452,426,15,65,30,25,559,23172,1217,3059,785,386,28625
11203,185,4,8,3,0,201,16,0,9,0,0,25,19,3,0,0,0,20,107,19,20,4,0,150,10,3,0,0,0,16,48,4,7,0,0,59,9,0,3,0,0,15,992,146,174,34,15,1362,69,18,12,3,0,103,13,3,4,4,0,26,11,0,3,0,0,18,452,36,82,19,6,602,402,20,70,17,29,542,21853,2052,3236,644,388,28163
11301,199,3,0,0,7,213,5,0,0,0,0,5,5,0,0,0,0,5,106,10,7,0,0,117,27,9,0,0,0,39,33,3,0,0,0,32,20,3,0,0,0,22,248,16,30,4,3,299,22,3,0,3,0,33,9,4,0,0,0,15,46,0,0,0,0,49,640,14,22,4,11,698,368,23,63,31,28,523,16706,1485,1878,829,307,21208
11302,28,0,0,0,0,28,3,0,0,0,0,3,0,0,0,0,0,3,67,0,3,0,0,73,3,0,0,0,0,0,13,0,0,0,0,15,0,0,0,0,0,0,85,6,12,4,0,113,9,0,0,3,0,11,3,3,0,0,0,3,4,0,0,0,0,8,61,6,8,3,0,80,105,5,23,11,11,157,4557,334,630,257,119,5902
11303,305,3,3,3,0,312,9,0,0,0,0,9,16,0,3,0,0,16,134,3,8,0,4,154,88,4,0,0,0,96,29,3,0,0,0,32,3,0,0,0,0,4,565,38,60,16,5,680,68,0,5,4,3,80,29,0,16,3,0,44,54,0,3,0,0,62,689,29,31,10,3,755,568,35,100,45,48,799,33475,2109,3647,1168,495,40886
11401,141,3,3,0,4,149,15,6,5,0,0,26,22,3,4,0,0,26,78,8,20,3,0,108,21,4,0,0,0,26,62,7,3,0,3,68,3,3,3,0,0,13,1172,115,203,56,20,1560,96,7,16,6,3,120,25,8,12,3,0,51,26,0,0,0,0,23,378,46,65,17,7,518,513,48,85,17,47,704,26815,2177,3465,675,482,33614
11402,78,0,6,0,0,81,15,0,11,3,0,30,8,0,3,0,0,13,63,17,18,0,0,106,20,4,0,0,0,18,20,0,0,0,0,28,3,0,0,0,0,3,708,127,147,41,5,1034,49,7,12,3,0,69,22,3,11,0,0,41,12,7,0,0,0,15,367,49,75,15,3,514,214,27,41,13,23,316,13247,1749,2213,497,241,17950
11501,1458,53,38,8,9,1556,144,27,29,0,0,204,131,20,13,3,0,161,751,94,60,7,7,922,630,85,64,12,3,788,179,22,10,0,4,212,74,24,16,0,3,122,1891,240,156,34,6,2329,304,20,24,3,0,343,393,41,25,13,8,476,99,14,6,0,0,118,2774,306,234,40,31,3384,313,31,23,9,26,406,45762,5193,3429,648,388,55429
11502,108,3,3,0,0,116,18,3,3,0,0,23,10,3,0,0,0,17,112,13,14,0,3,142,52,7,0,0,3,63,25,7,3,0,0,32,7,0,7,0,0,15,298,84,56,12,0,459,37,10,3,0,0,55,43,5,4,0,0,55,9,3,3,0,0,19,321,53,47,21,3,447,68,10,25,0,12,111,7130,1491,1118,303,88,10127
11503,19,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,6,0,19,4,0,0,0,0,7,0,0,0,0,0,4,3,0,0,0,0,3,85,45,47,12,0,189,7,3,3,0,0,14,3,0,0,0,0,3,0,0,0,0,0,3,36,13,11,3,0,58,30,11,11,3,3,54,2392,672,773,211,71,4114
11504,174,13,10,7,0,200,6,0,6,0,0,16,8,0,4,0,0,12,83,22,16,3,0,129,47,0,11,0,0,61,47,0,0,0,0,46,8,6,0,0,0,14,302,52,39,9,3,407,33,6,3,0,0,44,44,4,3,8,0,58,17,0,0,0,0,12,342,55,30,5,3,439,59,18,9,8,4,94,8402,1253,858,201,88,10804
11601,2048,64,79,4,17,2212,148,3,5,0,0,164,47,6,8,0,0,63,339,27,10,0,0,385,571,77,61,11,11,736,144,9,7,3,0,160,94,13,23,10,3,147,1114,96,59,17,5,1291,120,9,8,0,0,138,542,41,47,12,9,651,60,0,3,0,0,63,2930,257,257,52,38,3534,407,40,33,4,29,521,39847,3294,2533,466,414,46554
11602,365,32,43,4,4,447,26,9,14,0,0,41,21,0,3,0,0,26,130,12,21,3,0,165,98,26,36,8,0,164,22,0,0,3,0,26,14,3,4,0,0,25,363,52,56,8,0,474,46,7,3,3,0,58,63,6,16,7,0,96,19,0,3,0,0,22,582,100,138,25,11,855,96,18,20,3,8,151,11305,1475,1629,273,119,14801
11603,2126,71,87,17,20,2307,84,4,4,0,0,91,45,0,0,0,0,43,238,16,7,0,3,259,296,18,8,0,7,332,107,3,3,4,0,119,127,14,17,3,0,173,1302,70,37,4,17,1430,83,3,0,0,3,88,649,29,50,16,14,762,51,0,0,0,0,50,3115,185,264,24,41,3628,516,35,31,4,34,629,40744,1912,1636,268,475,45040
11701,1376,8,14,3,5,1410,149,6,6,0,0,165,169,5,7,4,0,184,439,42,11,3,4,497,286,4,0,0,5,293,474,13,14,3,0,507,153,13,15,5,5,185,2145,120,79,4,16,2369,234,10,4,3,0,249,744,32,41,8,5,830,54,3,3,0,0,53,6028,257,249,32,85,6641,502,32,19,8,43,610,54538,2434,1566,257,520,59315
11702,441,8,11,0,0,466,43,5,6,3,0,61,37,5,3,0,0,51,115,35,17,0,3,172,102,3,0,0,0,104,241,3,13,5,9,277,48,5,6,3,0,63,643,119,121,15,4,907,102,18,17,3,0,135,810,108,105,31,5,1057,18,0,3,0,0,18,2396,176,263,25,43,2903,196,26,30,3,13,272,19070,2235,2214,299,241,24057
11703,10517,96,101,26,48,10783,1285,80,90,13,3,1474,1926,71,66,10,6,2082,5894,535,221,18,29,6697,3425,81,50,6,25,3591,4908,124,156,43,79,5309,760,75,66,9,7,915,28875,1860,1132,81,157,32100,4558,187,167,12,25,4953,5935,257,226,47,56,6526,691,42,14,6,3,749,40451,1660,1394,193,348,44045,3221,209,161,35,227,3853,450346,22983,16527,1939,3183,494980
11801,732,12,37,7,10,797,162,33,43,5,3,252,113,11,12,0,3,136,931,437,343,40,15,1756,117,6,7,3,3,130,537,15,31,4,6,601,62,15,3,3,0,83,2143,448,409,53,22,3080,405,57,69,11,3,543,342,29,45,6,3,428,54,14,14,4,0,84,5017,610,695,123,75,6529,327,49,54,13,29,470,37857,5807,5394,864,456,50369
11802,876,10,13,5,6,914,126,18,30,3,0,181,151,11,7,0,0,170,443,109,89,6,4,650,179,5,3,0,0,189,322,24,19,3,0,368,66,5,6,0,3,81,2055,222,210,21,18,2521,325,19,33,0,0,379,357,25,50,13,3,454,113,0,3,0,0,116,3974,287,392,45,46,4739,327,25,28,7,26,408,34432,2987,3301,437,350,41500
11901,1150,16,20,9,9,1202,144,8,14,3,0,170,73,7,4,3,3,91,257,24,13,0,3,299,295,15,8,0,0,312,203,8,15,8,3,232,125,22,23,3,0,166,1140,62,61,10,10,1284,113,6,9,0,0,125,3157,311,380,89,59,3994,92,6,0,0,0,102,4863,350,415,42,69,5741,581,63,58,16,60,778,49717,4685,3911,678,683,59670
11902,485,20,9,3,8,518,35,3,6,0,0,42,42,3,6,5,0,52,95,18,4,0,0,123,96,14,7,0,0,112,102,3,9,3,0,121,37,5,7,0,0,53,393,34,23,3,4,459,44,4,4,0,0,55,795,78,134,24,20,1048,34,0,0,0,0,33,2582,330,572,56,61,3604,260,19,38,12,25,357,21827,2823,2895,520,408,28474
11903,367,9,18,0,3,404,33,5,7,0,0,44,36,3,4,0,0,45,97,12,4,0,3,118,57,4,3,0,0,65,111,8,15,6,0,146,24,0,6,0,0,31,481,70,55,15,6,624,40,4,3,3,0,47,313,40,49,19,5,434,16,0,3,0,0,24,1733,186,183,31,23,2153,201,27,28,3,16,277,21214,2964,2471,518,259,27424
11904,689,12,22,3,3,733,47,11,7,0,0,71,53,10,3,0,0,71,160,16,15,3,3,198,100,7,9,0,0,119,212,12,20,10,4,262,42,8,14,4,0,67,789,66,80,14,12,963,81,4,6,0,0,96,288,28,75,15,6,408,57,0,0,0,0,58,3014,290,385,52,42,3780,271,29,34,11,27,370,26625,2818,2823,460,346,33062
12001,1034,5,15,0,3,1060,66,4,5,0,0,82,77,6,5,0,0,90,265,20,20,0,0,313,328,20,21,3,6,373,204,13,11,0,0,229,83,9,15,0,0,111,923,94,89,11,6,1124,118,12,16,3,0,141,408,22,34,8,8,485,44,5,0,0,0,45,2625,150,176,30,24,3000,234,24,23,7,23,307,27981,2595,2215,366,301,33463
12002,298,5,6,0,0,319,44,10,5,0,0,56,42,8,3,3,0,57,114,31,23,0,3,173,94,3,6,0,0,102,187,14,6,0,3,215,39,4,8,4,0,58,790,213,219,17,11,1249,101,19,34,7,0,160,197,19,21,8,0,255,17,3,4,0,0,27,1430,127,145,21,17,1746,148,12,27,3,12,204,15912,2496,2256,305,180,21143
12003,1406,24,26,4,8,1474,113,10,21,0,3,147,89,4,7,0,0,100,209,12,22,0,3,247,500,52,51,9,3,618,291,3,33,4,6,342,135,31,25,3,0,199,1063,96,102,6,8,1280,153,10,14,3,0,177,1155,124,109,32,33,1449,47,0,0,0,0,48,4167,275,316,47,54,4870,389,36,44,7,35,522,43405,4186,3845,673,511,52624
12101,1613,26,22,7,16,1671,201,20,20,4,3,250,272,37,19,6,0,332,1025,142,70,7,4,1261,572,17,9,0,0,602,566,31,29,9,3,634,93,24,8,4,0,130,4060,413,228,31,23,4766,539,48,34,5,3,634,647,33,32,12,10,734,142,3,3,0,0,153,6095,372,313,48,44,6872,423,30,36,8,40,537,68665,5848,3910,708,508,79642
