SA3_CODE_2016,CIII_IV_1000_1249_Mng,CIII_IV_1000_1249_Pro,CIII_IV_1000_1249_TecTW,CIII_IV_1000_1249_CoPSW,CIII_IV_1000_1249_ClAW,CIII_IV_1000_1249_SWks,CIII_IV_1000_1249_MaOpDv,CIII_IV_1000_1249_Lab,CIII_IV_1000_1249_IDNS,CIII_IV_1000_1249_Tot,CIII_IV_1250_1499_Mng,CIII_IV_1250_1499_Pro,CIII_IV_1250_1499_TecTW,CIII_IV_1250_1499_CoPSW,CIII_IV_1250_1499_ClAW,CIII_IV_1250_1499_SWks,CIII_IV_1250_1499_MaOpDv,CIII_IV_1250_1499_Lab,CIII_IV_1250_1499_IDNS,CIII_IV_1250_1499_Tot,CIII_IV_1500_1749_Mng,CIII_IV_1500_1749_Pro,CIII_IV_1500_1749_TecTW,CIII_IV_1500_1749_CoPSW,CIII_IV_1500_1749_ClAW,CIII_IV_1500_1749_SWks,CIII_IV_1500_1749_MaOpDv,CIII_IV_1500_1749_Lab,CIII_IV_1500_1749_IDNS,CIII_IV_1500_1749_Tot,CIII_IV_1750_1999_Mng,CIII_IV_1750_1999_Pro,CIII_IV_1750_1999_TecTW,CIII_IV_1750_1999_CoPSW,CIII_IV_1750_1999_ClAW,CIII_IV_1750_1999_SWks,CIII_IV_1750_1999_MaOpDv,CIII_IV_1750_1999_Lab,CIII_IV_1750_1999_IDNS,CIII_IV_1750_1999_Tot,CIII_IV_2000_2999_Mng,CIII_IV_2000_2999_Pro,CIII_IV_2000_2999_TecTW,CIII_IV_2000_2999_CoPSW,CIII_IV_2000_2999_ClAW,CIII_IV_2000_2999_SWks,CIII_IV_2000_2999_MaOpDv,CIII_IV_2000_2999_Lab,CIII_IV_2000_2999_IDNS,CIII_IV_2000_2999_Tot,CIII_IV_3000mo_Mng,CIII_IV_3000mo_Pro,CIII_IV_3000mo_TecTW,CIII_IV_3000mo_CoPSW,CIII_IV_3000mo_ClAW,CIII_IV_3000mo_SWks,CIII_IV_3000mo_MaOpDv,CIII_IV_3000mo_Lab,CIII_IV_3000mo_IDNS,CIII_IV_3000mo_Tot,CIII_IV_PINS_Mng,CIII_IV_PINS_Pro,CIII_IV_PINS_TecTW,CIII_IV_PINS_CoPSW,CIII_IV_PINS_ClAW,CIII_IV_PINS_SWks,CIII_IV_PINS_MaOpDv,CIII_IV_PINS_Lab,CIII_IV_PINS_IDNS,CIII_IV_PINS_Tot,CIII_IV_Tot_Mng,CIII_IV_Tot_Pro,CIII_IV_Tot_TecTW,CIII_IV_Tot_CoPSW,CIII_IV_Tot_ClAW,CIII_IV_Tot_SWks,CIII_IV_Tot_MaOpDv,CIII_IV_Tot_Lab,CIII_IV_Tot_IDNS,CIII_IV_Tot_Tot,CI_II_NNI_Mng,CI_II_NNI_Pro,CI_II_NNI_TecTW,CI_II_NNI_CoPSW,CI_II_NNI_ClAW,CI_II_NNI_SWks,CI_II_NNI_MaOpDv,CI_II_NNI_Lab,CI_II_NNI_IDNS,CI_II_NNI_Tot,CI_II_1_149_Mng,CI_II_1_149_Pro,CI_II_1_149_TecTW,CI_II_1_149_CoPSW,CI_II_1_149_ClAW,CI_II_1_149_SWks,CI_II_1_149_MaOpDv,CI_II_1_149_Lab,CI_II_1_149_IDNS,CI_II_1_149_Tot,CI_II_150_299_Mng,CI_II_150_299_Pro,CI_II_150_299_TecTW,CI_II_150_299_CoPSW,CI_II_150_299_ClAW,CI_II_150_299_SWks,CI_II_150_299_MaOpDv,CI_II_150_299_Lab,CI_II_150_299_IDNS,CI_II_150_299_Tot,CI_II_300_399_Mng,CI_II_300_399_Pro,CI_II_300_399_TecTW,CI_II_300_399_CoPSW,CI_II_300_399_ClAW,CI_II_300_399_SWks,CI_II_300_399_MaOpDv,CI_II_300_399_Lab,CI_II_300_399_IDNS,CI_II_300_399_Tot,CI_II_400_499_Mng,CI_II_400_499_Pro,CI_II_400_499_TecTW,CI_II_400_499_CoPSW,CI_II_400_499_ClAW,CI_II_400_499_SWks,CI_II_400_499_MaOpDv,CI_II_400_499_Lab,CI_II_400_499_IDNS,CI_II_400_499_Tot,CI_II_500_649_Mng,CI_II_500_649_Pro,CI_II_500_649_TecTW,CI_II_500_649_CoPSW,CI_II_500_649_ClAW,CI_II_500_649_SWks,CI_II_500_649_MaOpDv,CI_II_500_649_Lab,CI_II_500_649_IDNS,CI_II_500_649_Tot,CI_II_650_799_Mng,CI_II_650_799_Pro,CI_II_650_799_TecTW,CI_II_650_799_CoPSW,CI_II_650_799_ClAW,CI_II_650_799_SWks,CI_II_650_799_MaOpDv,CI_II_650_799_Lab,CI_II_650_799_IDNS,CI_II_650_799_Tot,CI_II_800_999_Mng,CI_II_800_999_Pro,CI_II_800_999_TecTW,CI_II_800_999_CoPSW,CI_II_800_999_ClAW,CI_II_800_999_SWks,CI_II_800_999_MaOpDv,CI_II_800_999_Lab,CI_II_800_999_IDNS,CI_II_800_999_Tot,CI_II_1000_1249_Mng,CI_II_1000_1249_Pro,CI_II_1000_1249_TecTW,CI_II_1000_1249_CoPSW,CI_II_1000_1249_ClAW,CI_II_1000_1249_SWks,CI_II_1000_1249_MaOpDv,CI_II_1000_1249_Lab,CI_II_1000_1249_IDNS,CI_II_1000_1249_Tot,CI_II_1250_1499_Mng,CI_II_1250_1499_Pro,CI_II_1250_1499_TecTW,CI_II_1250_1499_CoPSW,CI_II_1250_1499_ClAW,CI_II_1250_1499_SWks,CI_II_1250_1499_MaOpDv,CI_II_1250_1499_Lab,CI_II_1250_1499_IDNS,CI_II_1250_1499_Tot,CI_II_1500_1749_Mng,CI_II_1500_1749_Pro,CI_II_1500_1749_TecTW,CI_II_1500_1749_CoPSW,CI_II_1500_1749_ClAW,CI_II_1500_1749_SWks,CI_II_1500_1749_MaOpDv,CI_II_1500_1749_Lab,CI_II_1500_1749_IDNS,CI_II_1500_1749_Tot,CI_II_1750_1999_Mng,CI_II_1750_1999_Pro,CI_II_1750_1999_TecTW,CI_II_1750_1999_CoPSW,CI_II_1750_1999_ClAW,CI_II_1750_1999_SWks,CI_II_1750_1999_MaOpDv,CI_II_1750_1999_Lab,CI_II_1750_1999_IDNS,CI_II_1750_1999_Tot
12502,44,25,243,47,74,30,46,39,13,556,53,26,232,15,48,23,28,17,6,444,67,21,167,11,24,14,13,13,7,341,54,21,115,6,17,10,4,5,0,227,69,22,123,4,21,13,6,4,5,269,33,3,18,0,5,3,0,3,0,65,4,6,32,0,3,0,6,0,9,58,401,166,1363,309,354,187,204,200,60,3244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,9,0,0,0,0,3,0,0,0,0,9,0,3,0,0,0,0,0,0,0,5,0,0,4,0,4,0,0,5,0,13,0,0,3,0,7,3,0,3,0,16,0,0,4,3,4,3,3,3,0,21,0,0,3,0,5,9,3,3,0,27,0,0,3,3,15,0,5,4,0,28,3,0,0,3,7,0,0,0,0,17,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3
12503,144,50,742,106,231,89,291,93,18,1768,137,55,495,73,131,66,156,57,21,1186,149,59,336,46,82,47,89,52,14,869,132,53,210,28,46,19,57,26,13,584,190,51,175,17,30,23,58,23,16,586,71,18,23,0,11,5,4,8,3,143,19,9,56,12,8,14,23,9,16,158,1024,444,3317,889,1045,489,1281,646,165,9315,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,3,4,4,0,0,0,20,0,0,0,5,6,8,4,0,4,32,0,3,9,9,5,3,0,9,0,36,4,3,4,8,25,12,6,16,0,68,3,7,4,4,19,12,20,8,0,76,4,5,9,13,23,13,29,12,3,112,5,3,4,7,24,4,19,7,0,81,9,6,3,5,19,11,6,3,0,57,3,0,0,3,7,6,9,0,0,28,4,0,0,0,10,0,3,3,0,14
12504,167,152,552,213,624,127,129,96,42,2106,199,122,390,100,389,81,81,69,22,1446,174,121,311,74,228,55,45,44,28,1078,141,101,193,36,116,26,54,26,15,704,195,131,218,31,84,39,46,23,13,784,115,30,41,11,18,17,5,10,3,240,14,11,60,25,28,7,11,13,28,199,1244,932,2897,1478,2658,737,679,764,249,11631,0,0,0,0,3,0,0,0,0,4,0,0,0,3,3,7,0,5,0,18,0,3,0,3,11,11,0,6,3,31,0,0,3,10,8,7,0,10,0,41,3,3,0,9,17,12,0,11,0,62,0,4,3,18,34,9,9,17,0,101,3,6,9,15,49,12,11,22,0,132,11,9,15,17,83,17,15,30,0,186,17,17,8,11,105,15,11,6,0,182,7,11,4,6,59,4,5,4,0,107,9,9,3,3,25,3,0,3,3,54,4,4,3,0,10,3,0,0,0,29
12601,22,19,65,19,40,11,4,9,3,182,18,11,51,10,27,7,0,6,0,133,17,11,34,7,16,8,0,7,0,92,9,5,14,3,6,3,4,0,0,50,33,10,25,7,3,6,7,3,3,90,10,5,14,0,4,0,0,0,0,36,0,0,3,4,4,0,0,0,0,12,141,90,402,194,169,79,28,68,12,1176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,4,0,0,0,0,7,0,0,0,0,3,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,3,0,8,0,0,0,0,4,0,0,0,0,10,0,0,0,3,5,0,0,0,0,12,3,0,0,0,6,0,0,0,0,12,0,5,0,0,3,0,0,0,0,13,0,0,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,0,0,4
12602,120,114,536,141,266,62,74,87,21,1431,137,119,388,56,164,52,60,39,17,1024,133,153,312,37,111,29,39,26,17,857,127,124,236,23,45,20,14,18,9,621,276,204,240,17,60,45,13,10,13,873,159,73,43,3,19,24,3,4,6,331,17,5,52,11,15,8,10,3,27,150,1168,989,2820,973,1232,556,369,503,167,8767,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,9,0,0,0,3,6,8,0,3,0,22,3,0,0,15,6,5,0,6,0,34,0,0,8,10,7,9,0,8,0,40,5,5,3,10,13,14,3,3,0,51,4,8,5,11,29,7,9,10,3,83,8,9,12,13,34,13,3,9,3,98,13,7,6,17,33,9,5,7,4,103,10,11,5,5,28,4,3,3,0,67,15,10,4,4,20,5,3,0,0,61,6,6,4,0,4,3,0,0,0,28
12701,47,22,201,50,47,18,70,61,11,524,39,10,160,30,30,12,59,34,8,376,38,14,99,11,16,4,42,10,4,245,22,10,62,10,3,3,18,6,0,133,38,4,69,5,10,10,12,5,0,147,14,0,8,0,4,5,3,6,0,38,7,0,20,3,7,3,8,0,6,50,324,125,1146,466,286,180,353,273,55,3203,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,4,4,3,0,8,0,11,0,0,0,0,4,6,0,3,0,18,3,0,0,3,12,0,0,0,0,21,0,0,4,4,9,4,0,5,0,33,3,0,5,3,4,3,0,0,0,16,8,0,0,3,6,3,0,3,0,27,3,0,5,5,8,6,0,4,0,29,0,0,0,0,3,0,3,3,0,14,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,3
12702,141,70,732,122,187,88,238,110,35,1725,141,60,485,31,119,65,139,66,26,1126,154,45,326,22,83,48,84,44,12,826,102,35,187,14,34,30,50,26,6,468,182,42,187,9,27,24,40,13,4,533,71,8,34,0,3,9,5,4,4,130,17,4,60,15,11,9,14,11,18,157,1057,423,3580,994,1034,630,1060,746,185,9713,3,0,0,0,0,0,0,0,0,4,0,0,0,0,7,9,0,6,0,19,3,3,0,10,11,9,5,8,0,50,0,0,6,10,4,10,3,12,0,46,0,3,7,5,15,13,3,14,0,56,3,0,6,11,18,9,3,8,0,59,7,3,3,14,16,16,8,12,0,84,11,10,3,14,51,11,22,20,4,143,6,10,0,6,18,9,20,10,0,80,11,4,3,0,12,9,7,0,0,48,5,0,3,0,6,0,3,0,0,20,3,0,0,0,4,4,0,0,0,15
12703,159,58,708,162,262,96,255,133,34,1863,150,62,571,83,190,58,143,69,20,1350,147,66,434,72,105,56,94,42,13,1034,94,28,224,43,42,36,56,20,17,561,177,46,186,41,49,36,25,18,5,583,88,17,38,5,4,17,3,0,0,177,17,0,57,10,19,9,16,12,17,155,1055,452,3545,1170,1366,744,1120,797,188,10432,0,0,0,0,0,0,0,0,3,7,0,0,0,3,4,7,0,4,0,20,0,0,0,5,3,15,0,5,4,29,0,0,3,6,6,14,3,4,0,42,4,0,3,7,15,4,3,12,0,46,3,3,3,10,22,14,3,14,0,82,10,3,5,18,29,14,9,13,0,112,14,8,10,19,33,15,18,20,3,139,5,3,12,12,34,3,16,5,0,98,10,8,3,5,19,6,7,0,0,51,14,3,0,0,13,0,4,3,0,38,7,4,3,0,5,0,0,0,0,22
12801,183,66,583,111,135,84,81,85,19,1341,154,55,400,33,77,37,41,38,10,848,152,53,309,32,47,38,29,23,11,686,123,32,181,9,26,16,11,23,7,429,156,13,185,15,32,28,12,18,10,471,74,14,48,10,17,12,6,3,3,187,22,4,47,14,11,11,3,12,12,142,1142,407,2981,896,820,651,384,519,106,7907,0,0,0,0,0,3,0,0,0,5,0,0,0,6,0,4,0,0,0,14,0,0,0,8,4,10,0,3,0,30,3,0,4,7,5,5,0,3,0,30,3,0,3,8,12,15,0,0,0,46,5,6,9,13,16,13,3,6,0,66,7,0,4,12,21,15,5,7,0,75,4,4,3,0,23,12,4,6,0,57,6,4,8,9,32,5,0,3,0,67,5,11,0,3,12,7,0,0,0,31,4,3,0,6,11,3,0,3,0,29,4,0,0,0,8,3,0,3,0,20
12802,102,39,447,67,90,26,65,63,13,919,82,26,274,25,58,25,35,33,4,565,100,28,223,24,52,31,24,21,12,510,57,16,121,10,23,14,19,10,3,274,102,29,105,9,18,18,19,14,0,315,33,7,21,3,3,7,0,3,0,89,12,8,34,18,10,3,3,7,10,108,656,315,2167,752,626,311,276,379,73,5544,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,3,0,13,0,4,0,4,0,3,0,3,0,13,0,0,0,9,3,8,0,3,0,21,0,0,4,3,6,3,0,0,0,23,0,0,3,5,4,5,0,4,3,31,0,8,5,7,19,3,0,3,0,42,3,0,3,4,23,4,0,4,0,46,3,3,4,3,11,0,3,3,0,33,0,0,4,0,3,3,3,0,0,17,0,5,0,3,4,0,0,0,3,19,0,0,3,0,0,0,0,0,0,8
19797,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,0,3,8,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,655,173,6196,257,132,148,564,1176,91,9384,551,121,4390,122,90,131,383,651,69,6507,493,112,3428,70,89,88,271,439,47,5033,321,68,1858,34,40,40,154,230,26,2766,396,110,1776,30,37,43,201,228,34,2859,125,44,389,16,9,16,43,60,4,706,73,14,584,41,22,12,66,103,65,991,3897,1309,31275,3500,1014,1009,3140,7003,664,52813,3,0,3,3,0,0,3,3,0,21,3,11,3,16,5,3,3,26,0,60,0,10,11,26,3,7,7,39,0,93,3,12,14,37,13,7,9,63,0,172,3,3,25,27,6,12,19,51,3,148,7,14,33,37,12,16,13,74,3,214,13,7,34,39,13,11,18,56,0,189,12,7,42,23,8,8,15,54,3,172,12,12,39,19,10,13,17,42,0,161,14,3,24,8,11,12,12,22,4,102,9,5,5,5,0,7,6,21,0,56,3,3,18,0,0,0,5,3,0,32
20101,177,80,709,163,212,77,139,103,22,1690,105,65,404,63,102,34,75,63,15,924,99,43,252,24,61,24,59,48,5,616,56,23,153,18,34,19,33,19,5,364,79,15,192,10,16,21,27,22,4,396,43,5,26,9,3,10,4,4,3,98,13,8,60,15,12,7,6,12,10,151,927,448,3662,1477,1228,813,672,884,142,10248,0,0,0,0,0,4,0,0,0,3,0,7,3,3,5,6,0,8,0,31,0,3,3,13,3,21,0,14,3,48,0,0,3,7,20,15,0,13,0,59,0,4,3,12,11,15,0,18,0,63,6,0,13,15,23,13,3,15,0,86,4,4,20,17,23,19,14,16,0,108,8,3,15,14,29,11,3,4,0,89,8,0,3,10,25,8,10,11,0,80,3,5,8,5,11,4,4,4,0,39,0,0,0,0,4,4,3,0,0,20,3,0,0,3,3,0,0,0,0,8
20102,56,6,83,15,12,4,26,21,6,231,26,4,42,4,7,0,12,11,0,113,21,0,27,0,3,0,4,3,3,67,14,0,9,0,4,0,10,3,0,35,14,0,10,3,0,0,3,0,0,31,12,0,0,0,0,0,0,0,0,24,12,0,7,0,0,0,0,3,0,28,370,51,482,207,103,73,112,203,25,1635,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,6,0,0,0,3,8,3,0,0,0,10,0,0,0,4,0,0,0,7,0,12,0,0,0,7,5,0,0,7,0,24,6,0,0,0,3,5,0,3,0,16,4,0,0,0,3,4,0,0,0,14,3,0,3,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20103,41,8,89,41,18,8,30,16,10,258,23,5,31,25,11,3,15,5,0,121,16,4,20,8,6,3,7,5,3,75,10,3,10,5,0,0,10,0,0,44,16,0,16,4,0,3,12,0,0,53,10,0,3,0,0,0,3,0,0,20,4,0,13,0,0,0,3,5,0,29,342,51,536,270,132,101,144,208,25,1811,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,3,0,5,0,16,0,0,0,4,0,0,0,3,0,7,0,0,0,3,0,3,0,3,0,8,0,0,0,3,0,0,0,3,0,8,0,0,3,3,3,0,0,5,0,18,0,0,0,0,3,0,0,3,0,14,3,0,4,4,3,3,0,3,0,21,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20201,151,75,640,132,215,76,97,73,16,1488,131,76,401,56,87,46,74,45,7,922,114,54,231,28,60,19,32,32,4,578,64,33,118,17,27,16,22,14,6,313,83,26,158,23,24,7,20,16,0,358,47,5,34,3,11,9,3,3,3,115,10,6,62,23,15,5,16,11,11,164,953,472,3375,1468,1127,754,577,754,109,9583,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,12,0,3,0,24,0,0,5,9,6,9,0,10,0,45,3,5,3,5,7,14,5,11,0,47,0,3,3,10,7,15,3,10,0,55,3,4,6,9,20,20,8,20,0,98,5,4,8,12,20,23,12,11,0,98,15,6,5,10,23,6,8,10,0,84,3,3,10,7,11,4,3,3,0,47,4,3,3,4,16,0,3,0,0,46,4,0,0,3,3,3,0,0,0,17,3,0,3,0,0,0,0,0,0,10
20202,68,19,214,88,33,17,65,77,3,581,51,14,120,68,20,9,34,33,3,338,45,17,79,28,12,5,24,5,3,219,28,0,53,21,4,4,13,5,6,126,22,3,48,9,3,0,21,0,3,108,8,3,13,0,0,3,3,3,3,37,8,3,29,5,4,3,7,5,3,71,450,118,1176,572,226,174,279,583,43,3624,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,6,0,0,0,10,0,0,0,4,4,0,0,3,0,21,0,3,0,3,0,4,0,6,0,16,3,0,0,7,3,0,4,9,0,20,5,0,3,6,6,3,0,14,0,41,3,5,3,4,14,0,6,19,0,44,5,0,0,4,9,0,5,8,0,30,0,0,0,0,0,0,3,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3
20203,37,0,38,6,5,3,34,31,3,161,18,0,16,0,6,0,24,8,0,84,15,0,15,0,3,0,24,9,0,72,17,6,15,0,0,0,13,3,0,51,20,0,57,3,3,0,30,0,0,111,11,0,5,0,0,0,3,0,0,18,10,0,4,0,0,0,3,3,0,25,315,20,260,65,56,28,179,164,18,1106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,4,0,9,0,0,0,0,0,3,0,3,0,9,3,0,0,0,0,0,0,3,0,6,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
20301,32,6,54,9,15,4,8,17,0,146,20,0,27,0,10,0,14,6,3,83,19,3,19,0,3,4,6,3,0,57,9,0,15,0,0,0,0,0,0,32,3,0,13,0,4,5,8,0,0,24,6,0,3,0,0,0,0,0,0,13,3,0,3,3,0,0,3,0,3,18,208,19,289,97,84,51,61,144,13,972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,11,0,0,0,0,0,3,0,3,0,9,0,0,0,0,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20302,280,148,1242,349,393,152,267,275,30,3140,213,119,816,181,186,84,170,122,15,1916,197,85,600,116,87,49,79,66,16,1299,121,45,350,53,39,28,51,40,11,738,169,41,381,33,30,40,48,37,12,792,78,19,113,16,6,21,15,7,6,284,20,10,90,26,28,16,26,40,45,303,1651,840,6368,2991,2013,1445,1295,1687,253,18545,0,0,0,0,0,0,0,3,0,3,3,0,0,16,0,24,0,19,0,65,3,0,5,20,3,33,3,18,0,90,8,4,11,21,13,22,7,5,0,79,3,4,4,23,25,10,3,23,0,101,0,7,11,41,22,18,6,31,0,132,11,5,20,22,26,22,12,32,0,141,8,8,16,19,42,25,20,21,0,161,17,11,8,10,37,9,3,18,0,116,5,4,3,11,14,5,6,4,0,59,4,0,6,3,9,3,0,3,0,35,6,3,4,0,0,6,0,3,0,20
20303,79,12,319,50,35,31,18,29,4,592,50,13,203,16,21,20,19,11,3,354,47,6,113,7,15,8,12,16,4,222,23,8,65,11,8,8,0,5,4,125,38,10,47,4,6,3,3,6,3,119,16,5,18,0,3,10,0,0,3,53,7,3,32,3,0,6,4,4,9,69,478,124,1595,593,301,303,126,332,50,3894,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,3,0,19,0,0,0,0,3,5,0,3,0,13,0,0,0,0,7,6,0,4,0,18,3,0,3,5,4,7,0,3,0,26,3,0,3,5,10,3,0,4,0,35,3,4,5,6,0,0,3,5,0,27,3,3,5,3,6,6,3,0,0,36,0,0,3,0,6,3,4,0,0,15,3,4,0,0,5,3,0,0,0,13,4,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
20401,118,32,251,68,69,32,69,80,10,739,66,23,171,39,43,17,62,38,4,463,62,14,98,23,14,11,30,13,6,274,38,3,48,17,6,7,9,3,0,126,30,0,54,12,0,3,11,9,3,131,16,0,17,8,0,0,0,3,0,46,10,0,35,0,4,3,6,15,8,84,706,153,1489,696,401,260,391,573,63,4730,3,0,0,0,0,0,0,0,0,4,3,0,4,4,0,3,0,8,0,21,3,0,0,8,4,6,0,8,0,24,3,0,3,3,4,9,0,3,0,29,0,0,0,8,3,3,0,4,0,25,0,7,4,9,11,9,3,10,0,55,8,3,5,7,6,8,3,9,0,46,3,0,3,3,4,10,8,4,0,39,3,0,0,3,5,0,8,7,0,25,4,0,0,3,0,0,0,6,0,18,4,0,0,0,0,0,0,0,0,11,0,0,3,0,0,0,0,0,0,6
20402,112,45,280,55,71,29,61,53,5,703,67,28,149,29,38,13,36,34,4,404,57,14,84,22,27,6,26,13,6,256,35,6,36,12,10,8,10,10,4,128,40,3,36,5,6,0,10,6,0,117,10,3,21,0,0,0,4,0,3,45,14,0,19,14,4,0,3,4,6,67,683,184,1517,606,431,333,350,480,60,4648,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,9,0,8,0,22,3,0,0,6,4,3,0,7,0,24,0,0,0,7,0,5,0,3,0,16,0,0,6,7,0,6,0,7,0,22,3,0,7,4,3,5,3,9,0,37,0,0,8,6,15,9,3,10,0,41,4,4,0,7,13,4,7,8,0,43,10,0,3,3,8,4,0,3,0,34,0,0,0,0,4,0,0,3,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4
20403,143,63,541,116,106,60,193,142,24,1382,100,71,373,73,59,30,114,71,15,897,114,40,216,47,24,15,84,39,8,583,75,24,130,19,14,10,39,34,4,338,80,15,104,15,17,11,21,10,3,276,19,3,26,6,0,4,6,3,6,66,19,3,52,10,10,4,15,18,17,139,993,359,2728,1031,664,509,782,810,112,7992,0,0,0,0,0,0,0,0,0,4,0,0,0,3,6,8,0,3,0,20,9,3,7,3,3,7,0,3,0,35,3,3,4,7,11,3,3,12,0,45,0,0,9,11,9,6,0,7,0,44,5,0,5,16,10,4,0,21,0,67,3,0,5,19,16,7,5,20,0,73,8,3,12,11,26,8,5,4,0,78,8,3,3,7,21,8,8,5,0,55,5,3,3,0,3,0,10,0,0,17,0,0,0,0,0,0,3,0,0,5,5,0,0,3,0,0,3,0,0,9
20501,103,24,236,40,53,24,54,63,10,597,63,13,119,16,23,13,40,37,4,340,52,6,89,8,12,9,28,19,3,226,36,0,48,3,3,4,14,8,3,125,33,5,34,3,9,3,6,11,0,105,17,0,15,0,3,7,0,3,0,49,15,3,28,7,9,0,11,9,12,94,628,134,1296,536,381,242,308,491,54,4070,3,0,0,0,3,0,0,0,0,5,0,0,0,3,0,4,0,4,0,13,0,0,0,3,3,5,0,6,0,16,0,0,0,10,0,6,0,4,0,26,0,0,3,8,4,3,3,4,0,26,3,0,3,10,13,6,0,8,0,50,7,0,3,10,6,3,3,9,0,38,3,3,5,3,11,3,6,10,0,38,8,0,3,3,3,0,3,6,0,24,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3
20502,87,26,217,41,59,30,72,58,5,605,62,14,106,26,29,12,37,19,4,316,56,19,77,7,13,10,22,14,0,216,18,7,33,5,4,5,11,7,0,96,19,3,30,3,13,3,3,0,0,77,10,0,11,3,0,7,4,0,0,39,9,0,23,15,5,7,7,7,3,72,580,166,1246,596,379,306,290,477,56,4102,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,4,0,12,0,0,0,5,3,3,0,0,0,15,3,3,0,11,5,5,0,3,0,25,0,3,0,12,4,5,0,9,0,34,0,0,3,11,4,8,0,7,0,37,8,3,5,11,5,10,0,3,0,51,8,3,10,4,8,3,3,6,0,49,0,0,0,4,7,3,0,3,0,29,0,0,0,3,4,0,0,0,0,13,3,0,4,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3
