SA3_CODE_2016,M_Australia_E,M_Australia_OM_IE,M_Australia_OM_UIE,M_Australia_CFW,M_Australia_ES_NS,M_Australia_Tot,M_Canada_E,M_Canada_OM_IE,M_Canada_OM_UIE,M_Canada_CFW,M_Canada_ES_NS,M_Canada_Tot,M_China_E,M_China_OM_IE,M_China_OM_UIE,M_China_CFW,M_China_ES_NS,M_China_Tot,M_Croatia_E,M_Croatia_OM_IE,M_Croatia_OM_UIE,M_Croatia_CFW,M_Croatia_ES_NS,M_Croatia_Tot,M_Egypt_E,M_Egypt_OM_IE,M_Egypt_OM_UIE,M_Egypt_CFW,M_Egypt_ES_NS,M_Egypt_Tot,M_Fiji_E,M_Fiji_OM_IE,M_Fiji_OM_UIE,M_Fiji_CFW,M_Fiji_ES_NS,M_Fiji_Tot,M_FYROM_E,M_FYROM_OM_IE,M_FYROM_OM_UIE,M_FYROM_CFW,M_FYROM_ES_NS,M_FYROM_Tot,M_Germany_E,M_Germany_OM_IE,M_Germany_OM_UIE,M_Germany_CFW,M_Germany_ES_NS,M_Germany_Tot,M_Greece_E,M_Greece_OM_IE,M_Greece_OM_UIE,M_Greece_CFW,M_Greece_ES_NS,M_Greece_Tot,M_HongKong_E,M_HongKong_OM_IE,M_HongKong_OM_UIE,M_HongKong_CFW,M_HongKong_ES_NS,M_HongKong_Tot,M_India_E,M_India_OM_IE,M_India_OM_UIE,M_India_CFW,M_India_ES_NS,M_India_Tot,M_Indonesia_E,M_Indonesia_OM_IE,M_Indonesia_OM_UIE,M_Indonesia_CFW,M_Indonesia_ES_NS,M_Indonesia_Tot,M_Iran_E,M_Iran_OM_IE,M_Iran_OM_UIE,M_Iran_CFW,M_Iran_ES_NS,M_Iran_Tot,M_Iraq_E,M_Iraq_OM_IE,M_Iraq_OM_UIE,M_Iraq_CFW,M_Iraq_ES_NS,M_Iraq_Tot,M_Ireland_E,M_Ireland_OM_IE,M_Ireland_OM_UIE,M_Ireland_CFW,M_Ireland_ES_NS,M_Ireland_Tot,M_Italy_E,M_Italy_OM_IE,M_Italy_OM_UIE,M_Italy_CFW,M_Italy_ES_NS,M_Italy_Tot,M_Japan_E,M_Japan_OM_IE,M_Japan_OM_UIE,M_Japan_CFW,M_Japan_ES_NS,M_Japan_Tot,M_KoreaSouth_E,M_KoreaSouth_OM_IE,M_KoreaSouth_OM_UIE,M_KoreaSouth_CFW,M_KoreaSouth_ES_NS,M_KoreaSouth_Tot,M_Lebanon_E,M_Lebanon_OM_IE,M_Lebanon_OM_UIE,M_Lebanon_CFW,M_Lebanon_ES_NS,M_Lebanon_Tot,M_Malaysia_E,M_Malaysia_OM_IE,M_Malaysia_OM_UIE,M_Malaysia_CFW,M_Malaysia_ES_NS,M_Malaysia_Tot,M_Malta_E,M_Malta_OM_IE,M_Malta_OM_UIE,M_Malta_CFW,M_Malta_ES_NS,M_Malta_Tot,M_Netherlands_E,M_Netherlands_OM_IE,M_Netherlands_OM_UIE,M_Netherlands_CFW,M_Netherlands_ES_NS,M_Netherlands_Tot,M_NZ_E,M_NZ_OM_IE,M_NZ_OM_UIE,M_NZ_CFW,M_NZ_ES_NS,M_NZ_Tot,M_Pakistan_E,M_Pakistan_OM_IE,M_Pakistan_OM_UIE,M_Pakistan_CFW,M_Pakistan_ES_NS,M_Pakistan_Tot,M_Philippines_E,M_Philippines_OM_IE,M_Philippines_OM_UIE,M_Philippines_CFW,M_Philippines_ES_NS,M_Philippines_Tot,M_Poland_E,M_Poland_OM_IE,M_Poland_OM_UIE,M_Poland_CFW,M_Poland_ES_NS,M_Poland_Tot,M_Singapore_E,M_Singapore_OM_IE,M_Singapore_OM_UIE,M_Singapore_CFW,M_Singapore_ES_NS,M_Singapore_Tot,M_SthAfrica_E,M_SthAfrica_OM_IE,M_SthAfrica_OM_UIE,M_SthAfrica_CFW,M_SthAfrica_ES_NS,M_SthAfrica_Tot,M_SriLanka_E,M_SriLanka_OM_IE,M_SriLanka_OM_UIE,M_SriLanka_CFW,M_SriLanka_ES_NS,M_SriLanka_Tot,M_Thailand_E,M_Thailand_OM_IE,M_Thailand_OM_UIE,M_Thailand_CFW,M_Thailand_ES_NS,M_Thailand_Tot,M_Turkey_E,M_Turkey_OM_IE,M_Turkey_OM_UIE,M_Turkey_CFW,M_Turkey_ES_NS,M_Turkey_Tot,M_UK_E,M_UK_OM_IE,M_UK_OM_UIE,M_UK_CFW,M_UK_ES_NS,M_UK_Tot,M_USA_E,M_USA_OM_IE,M_USA_OM_UIE,M_USA_CFW,M_USA_ES_NS,M_USA_Tot,M_Vietnam_E,M_Vietnam_OM_IE
10102,5159,796,624,155,71,6803,15,0,0,0,0,18,39,13,11,0,0,67,9,5,4,0,0,20,4,0,0,0,0,4,18,0,0,0,0,21,34,12,5,0,3,47,20,6,9,5,0,40,7,3,4,0,0,17,6,0,3,0,0,13,180,21,6,0,3,217,0,0,0,0,0,3,10,3,0,0,0,12,7,0,0,0,0,11,19,4,4,0,0,30,20,5,9,0,0,38,4,0,0,0,0,4,9,8,0,0,0,21,6,0,0,0,0,5,9,3,8,0,0,19,3,0,3,0,0,9,13,0,0,0,0,17,145,20,10,3,0,174,34,0,0,0,0,35,70,3,0,0,0,76,12,0,0,0,0,11,12,3,0,0,0,17,22,8,3,0,0,38,34,0,0,0,0,42,7,0,0,0,0,10,7,0,0,0,0,7,222,38,37,6,0,303,24,3,9,0,0,34,16,0
10103,3142,321,561,168,56,4250,12,0,0,0,0,12,10,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,6,7,0,0,16,0,0,0,0,0,4,13,0,0,0,0,14,12,0,0,0,0,13,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,3,3,3,0,0,14,0,0,0,0,0,0,11,0,0,0,0,11,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,0,10,65,8,7,0,0,79,0,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,0,7,3,0,0,0,0,3,17,0,0,0,0,18,11,0,0,0,0,11,3,0,0,0,0,3,3,0,0,0,0,4,143,18,18,9,3,191,28,0,0,0,0,30,0,0
10104,6939,975,1585,227,165,9892,14,3,5,0,0,25,10,3,8,0,0,17,0,0,0,0,0,4,8,3,0,0,0,8,4,0,3,0,0,5,0,0,0,0,0,0,25,7,7,3,6,54,4,0,3,3,0,11,8,0,0,0,0,9,27,4,7,0,0,34,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,10,3,7,0,0,14,14,3,5,0,0,22,0,0,0,0,0,0,7,0,0,0,0,6,3,0,0,0,0,4,9,0,4,0,0,16,3,0,3,0,0,9,22,6,4,3,0,39,123,12,42,3,0,175,0,0,0,0,0,0,13,0,0,0,3,22,5,0,0,0,0,10,9,0,0,0,0,9,34,11,5,3,0,49,8,0,3,0,0,11,6,0,3,0,0,7,0,0,0,0,0,0,341,39,115,5,8,514,23,3,9,0,0,44,6,0
10105,4423,440,747,237,73,5927,3,0,0,0,0,3,16,3,4,0,0,32,0,0,0,0,0,0,5,4,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,9,0,3,0,0,15,4,0,0,3,0,4,5,0,0,0,0,8,63,11,0,3,0,79,0,0,0,0,0,3,4,0,0,0,0,4,5,3,0,0,0,7,5,0,3,0,0,13,3,3,0,0,0,7,3,0,0,0,0,3,31,0,0,0,0,34,4,0,0,3,0,10,9,0,0,0,0,8,0,0,0,4,0,7,5,0,0,0,0,8,61,3,6,4,0,74,10,0,0,0,0,9,23,0,3,0,0,23,0,0,0,0,0,0,0,3,0,0,0,3,8,0,0,0,0,15,5,0,3,0,0,7,9,0,0,0,0,11,0,0,0,0,0,3,116,17,22,10,4,171,10,0,3,0,0,18,11,3
10106,3243,527,896,354,84,5104,3,3,0,0,0,9,8,7,4,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,9,0,3,0,0,16,0,0,0,0,0,10,7,0,0,0,0,7,27,5,0,0,0,41,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,7,8,0,3,3,0,11,0,0,0,0,0,0,3,0,3,0,0,5,3,4,4,0,0,14,3,0,0,0,0,8,0,0,0,0,0,4,9,0,3,0,0,7,49,9,14,6,0,71,3,0,0,0,0,3,8,0,0,0,0,9,0,0,3,0,0,5,0,0,0,0,0,0,17,0,0,0,0,19,7,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,80,15,30,17,4,138,11,0,0,3,0,19,3,0
10201,16453,2080,2260,252,238,21285,50,15,14,0,0,76,86,34,30,9,0,160,14,0,4,3,0,19,25,13,4,4,0,39,41,8,4,0,0,50,0,0,0,3,0,3,41,10,18,0,0,71,9,0,4,0,0,20,40,4,7,0,0,53,244,34,9,7,6,305,43,3,9,0,0,54,22,3,0,0,0,33,14,3,4,0,0,14,59,16,16,0,0,91,35,11,13,3,3,63,13,0,3,0,0,20,56,12,20,6,3,93,7,12,8,0,0,32,48,10,14,0,0,79,18,7,5,3,0,32,26,5,11,3,0,49,455,93,75,9,4,637,34,0,0,0,0,31,111,13,0,4,0,122,22,7,8,0,0,37,13,3,0,0,0,17,118,35,31,3,3,193,41,12,6,0,0,58,36,6,3,3,0,49,7,3,7,0,0,17,1000,245,241,25,16,1530,81,16,12,3,0,114,36,8
10202,14432,1576,1702,194,206,18120,26,4,3,0,0,33,46,26,20,8,0,106,8,3,4,0,0,14,17,6,4,0,0,26,34,3,3,0,0,36,0,0,0,0,0,4,28,8,9,3,0,40,9,3,3,0,0,13,9,5,4,0,0,23,168,34,16,0,3,218,17,0,0,0,0,17,7,0,3,0,0,13,0,3,0,0,0,6,45,11,8,3,0,66,23,4,10,0,0,40,3,0,0,0,0,4,22,4,3,0,0,37,13,6,4,0,0,24,39,3,4,0,0,51,21,7,3,0,0,36,21,6,5,0,0,40,335,51,40,13,5,443,15,0,4,0,0,16,64,10,4,0,0,77,9,0,0,0,0,7,5,3,3,0,0,11,79,24,14,0,0,110,15,0,0,0,0,17,21,3,3,0,0,29,3,0,3,0,0,3,706,113,136,11,10,982,49,7,10,3,0,71,15,3
10301,6821,637,844,217,110,8631,13,0,0,0,0,16,22,0,8,4,0,34,4,0,0,0,0,4,5,0,6,0,0,9,11,0,0,0,0,13,3,0,0,0,0,3,16,3,4,0,0,18,0,0,0,0,0,3,3,0,0,0,0,3,62,11,6,0,0,79,4,0,0,0,0,4,9,0,0,0,0,9,0,0,0,0,0,3,10,3,3,0,0,20,7,0,3,0,0,11,4,0,0,0,0,8,7,0,0,0,0,12,0,0,4,0,0,10,4,0,0,0,0,8,0,0,3,0,0,6,7,4,3,0,0,21,117,15,9,0,3,145,12,0,0,0,0,14,33,0,0,0,0,37,3,0,0,0,0,3,3,0,0,0,0,3,36,3,0,0,0,40,14,4,0,0,0,18,14,0,4,0,0,20,3,0,0,0,0,3,172,17,31,12,8,234,14,3,4,0,0,23,11,3
10302,6660,753,1939,647,212,10216,11,0,0,0,0,9,16,0,18,4,0,35,0,0,0,0,0,3,5,0,3,0,0,8,11,0,0,0,3,13,0,0,0,0,0,0,10,0,3,0,0,12,3,0,3,0,0,3,3,0,3,0,0,8,51,10,3,0,0,62,8,0,0,0,0,8,3,0,0,0,0,3,0,6,0,0,0,6,3,0,0,0,0,10,4,4,3,0,0,6,0,0,0,0,0,0,9,0,0,0,0,5,3,0,0,0,3,10,9,0,0,0,0,12,0,0,0,3,0,4,7,0,0,3,0,10,78,3,10,3,4,97,6,0,0,0,0,7,38,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,30,3,3,3,3,40,10,0,0,0,0,13,0,3,0,0,0,4,0,0,0,0,0,0,67,10,19,12,0,116,12,0,0,3,0,16,3,0
10303,6683,508,788,274,108,8352,7,0,0,0,0,9,13,5,9,3,0,30,3,0,0,0,0,3,0,0,3,0,0,3,6,0,0,0,0,10,0,0,0,0,0,0,13,0,0,3,0,18,0,0,0,0,0,4,0,0,0,0,0,3,41,7,4,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,18,3,0,0,0,23,8,3,6,0,0,16,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,11,0,0,0,0,15,0,0,0,0,0,0,8,0,8,0,0,14,92,6,8,5,0,119,0,0,0,0,0,0,15,3,0,0,0,22,4,0,0,0,0,3,3,0,0,0,0,3,22,5,3,0,0,32,4,0,0,0,0,5,5,0,0,0,0,9,0,0,0,0,0,3,171,21,27,9,3,238,12,0,3,3,0,23,6,5
