SA3_CODE_2016,IE_AgFF_OMOE_Nil_em,IE_AgFF_OMOE_1_19_em,IE_AgFF_OMOE_20more_em,IE_AgFF_OMOE_NE_NS,IE_AgFF_Tot,IE_Min_OMOE_Nil_em,IE_Min_OMOE_1_19_em,IE_Min_OMOE_20more_em,IE_Min_OMOE_NE_NS,IE_Min_Tot,IE_Mnf_OMOE_Nil_em,IE_Mnf_OMOE_1_19_em,IE_Mnf_OMOE_20more_em,IE_Mnf_OMOE_NE_NS,IE_Mnf_Tot,IE_EGWWS_OMOE_Nil_em,IE_EGWWS_OMOE_1_19_em,IE_EGWWS_OMOE_20more_em,IE_EGWWS_OMOE_NE_NS,IE_EGWWS_Tot,IE_Const_OMOE_Nil_em,IE_Const_OMOE_1_19_em,IE_Const_OMOE_20more_em,IE_Const_OMOE_NE_NS,IE_Const_Tot,IE_WST_OMOE_Nil_em,IE_WST_OMOE_1_19_em,IE_WST_OMOE_20more_em,IE_WST_OMOE_NE_NS,IE_WST_Tot,IE_RetT_OMOE_Nil_em,IE_RetT_OMOE_1_19_em,IE_RetT_OMOE_20more_em,IE_RetT_OMOE_NE_NS,IE_RetT_Tot,IE_AcFd_OMOE_Nil_em,IE_AcFd_OMOE_1_19_em,IE_AcFd_OMOE_20more_em,IE_AcFd_OMOE_NE_NS,IE_AcFd_Tot,IE_TPW_OMOE_Nil_em,IE_TPW_OMOE_1_19_em,IE_TPW_OMOE_20more_em,IE_TPW_OMOE_NE_NS,IE_TPW_Tot,IE_IMT_OMOE_Nil_em,IE_IMT_OMOE_1_19_em,IE_IMT_OMOE_20more_em,IE_IMT_OMOE_NE_NS,IE_IMT_Tot,IE_FinIns_OMOE_Nil_em,IE_FinIns_OMOE_1_19_em,IE_FinIns_OMOE_20more_em,IE_FinIns_OMOE_NE_NS,IE_FinIns_Tot,IE_RHRE_OMOE_Nil_em,IE_RHRE_OMOE_1_19_em,IE_RHRE_OMOE_20more_em,IE_RHRE_OMOE_NE_NS,IE_RHRE_Tot,IE_ProSTS_OMOE_Nil_em,IE_ProSTS_OMOE_1_19_em,IE_ProSTS_OMOE_20more_em,IE_ProSTS_OMOE_NE_NS,IE_ProSTS_Tot,IE_AdSup_OMOE_Nil_em,IE_AdSup_OMOE_1_19_em,IE_AdSup_OMOE_20more_em,IE_AdSup_OMOE_NE_NS,IE_AdSup_Tot,IE_PubAS_OMOE_Nil_em,IE_PubAS_OMOE_1_19_em,IE_PubAS_OMOE_20more_em,IE_PubAS_OMOE_NE_NS,IE_PubAS_Tot,IE_EdTrn_OMOE_Nil_em,IE_EdTrn_OMOE_1_19_em,IE_EdTrn_OMOE_20more_em,IE_EdTrn_OMOE_NE_NS,IE_EdTrn_Tot,IE_HC_SA_OMOE_Nil_em,IE_HC_SA_OMOE_1_19_em,IE_HC_SA_OMOE_20more_em,IE_HC_SA_OMOE_NE_NS,IE_HC_SA_Tot,IE_ArtsR_OMOE_Nil_em,IE_ArtsR_OMOE_1_19_em,IE_ArtsR_OMOE_20more_em,IE_ArtsR_OMOE_NE_NS,IE_ArtsR_Tot,IE_OthSvs_OMOE_Nil_em,IE_OthSvs_OMOE_1_19_em,IE_OthSvs_OMOE_20more_em,IE_OthSvs_OMOE_NE_NS,IE_OthSvs_Tot,IE_IDNS_OMOE_Nil_em,IE_IDNS_OMOE_1_19_em,IE_IDNS_OMOE_20more_em,IE_IDNS_OMOE_NE_NS,IE_IDNS_Tot,IE_Tot_OMOE_Nil_em,IE_Tot_OMOE_1_19_em,IE_Tot_OMOE_20more_em,IE_Tot_OMOE_NE_NS,IE_Tot_Tot,UIE_AgFF_OMOE_Nil_em,UIE_AgFF_OMOE_1_19_em,UIE_AgFF_OMOE_20more_em,UIE_AgFF_OMOE_NE_NS,UIE_AgFF_Tot,UIE_Min_OMOE_Nil_em,UIE_Min_OMOE_1_19_em,UIE_Min_OMOE_20more_em,UIE_Min_OMOE_NE_NS,UIE_Min_Tot,UIE_Mnf_OMOE_Nil_em,UIE_Mnf_OMOE_1_19_em,UIE_Mnf_OMOE_20more_em,UIE_Mnf_OMOE_NE_NS,UIE_Mnf_Tot,UIE_EGWWS_OMOE_Nil_em,UIE_EGWWS_OMOE_1_19_em,UIE_EGWWS_OMOE_20more_em,UIE_EGWWS_OMOE_NE_NS,UIE_EGWWS_Tot,UIE_Const_OMOE_Nil_em,UIE_Const_OMOE_1_19_em,UIE_Const_OMOE_20more_em,UIE_Const_OMOE_NE_NS,UIE_Const_Tot,UIE_WST_OMOE_Nil_em,UIE_WST_OMOE_1_19_em,UIE_WST_OMOE_20more_em,UIE_WST_OMOE_NE_NS,UIE_WST_Tot,UIE_RetT_OMOE_Nil_em,UIE_RetT_OMOE_1_19_em,UIE_RetT_OMOE_20more_em,UIE_RetT_OMOE_NE_NS,UIE_RetT_Tot,UIE_AcFd_OMOE_Nil_em,UIE_AcFd_OMOE_1_19_em,UIE_AcFd_OMOE_20more_em,UIE_AcFd_OMOE_NE_NS,UIE_AcFd_Tot,UIE_TPW_OMOE_Nil_em,UIE_TPW_OMOE_1_19_em,UIE_TPW_OMOE_20more_em,UIE_TPW_OMOE_NE_NS,UIE_TPW_Tot,UIE_IMT_OMOE_Nil_em,UIE_IMT_OMOE_1_19_em,UIE_IMT_OMOE_20more_em,UIE_IMT_OMOE_NE_NS,UIE_IMT_Tot,UIE_FinIns_OMOE_Nil_em,UIE_FinIns_OMOE_1_19_em,UIE_FinIns_OMOE_20more_em,UIE_FinIns_OMOE_NE_NS,UIE_FinIns_Tot,UIE_RHRE_OMOE_Nil_em,UIE_RHRE_OMOE_1_19_em,UIE_RHRE_OMOE_20more_em,UIE_RHRE_OMOE_NE_NS,UIE_RHRE_Tot,UIE_ProSTS_OMOE_Nil_em,UIE_ProSTS_OMOE_1_19_em,UIE_ProSTS_OMOE_20more_em,UIE_ProSTS_OMOE_NE_NS,UIE_ProSTS_Tot,UIE_AdSup_OMOE_Nil_em,UIE_AdSup_OMOE_1_19_em,UIE_AdSup_OMOE_20more_em,UIE_AdSup_OMOE_NE_NS,UIE_AdSup_Tot,UIE_PubAS_OMOE_Nil_em,UIE_PubAS_OMOE_1_19_em,UIE_PubAS_OMOE_20more_em,UIE_PubAS_OMOE_NE_NS,UIE_PubAS_Tot,UIE_EdTrn_OMOE_Nil_em,UIE_EdTrn_OMOE_1_19_em,UIE_EdTrn_OMOE_20more_em,UIE_EdTrn_OMOE_NE_NS,UIE_EdTrn_Tot,UIE_HC_SA_OMOE_Nil_em,UIE_HC_SA_OMOE_1_19_em,UIE_HC_SA_OMOE_20more_em,UIE_HC_SA_OMOE_NE_NS,UIE_HC_SA_Tot,UIE_ArtsR_OMOE_Nil_em,UIE_ArtsR_OMOE_1_19_em,UIE_ArtsR_OMOE_20more_em,UIE_ArtsR_OMOE_NE_NS,UIE_ArtsR_Tot,UIE_OthSvs_OMOE_Nil_em,UIE_OthSvs_OMOE_1_19_em,UIE_OthSvs_OMOE_20more_em,UIE_OthSvs_OMOE_NE_NS,UIE_OthSvs_Tot
10102,20,17,0,0,40,3,4,0,0,8,20,100,10,4,134,4,9,0,0,15,106,242,37,3,379,3,16,3,0,21,24,53,3,0,77,4,44,7,0,52,33,29,3,0,68,8,3,0,0,15,10,16,0,0,27,3,38,4,0,43,69,77,9,4,168,20,26,4,4,49,7,9,0,0,19,15,8,0,0,27,17,26,0,0,46,7,4,0,0,21,29,58,0,3,88,18,44,3,3,72,427,827,90,24,1369,121,39,0,5,160,0,0,0,0,0,64,18,0,0,79,4,3,0,0,10,165,67,4,4,234,12,6,0,0,18,41,27,0,0,75,18,36,0,0,53,40,14,0,0,54,12,0,0,0,15,5,0,0,0,5,8,8,0,0,18,114,22,0,0,140,57,5,0,3,67,14,0,0,0,9,46,3,0,0,54,89,12,3,0,104,38,12,0,0,49,79,45,0,0,118
10103,17,43,0,0,62,0,3,0,0,5,3,22,0,0,21,0,3,0,0,4,22,61,3,3,87,3,19,3,0,25,6,58,9,3,76,14,70,15,0,94,15,26,4,0,49,3,8,0,0,10,7,0,0,0,6,3,23,4,0,32,27,23,3,0,51,5,18,0,0,29,0,4,0,0,7,0,3,0,0,3,7,18,3,0,24,0,4,0,0,6,8,25,0,0,30,9,11,0,0,24,145,441,52,10,647,163,149,0,8,319,0,0,0,0,0,25,12,0,0,34,0,0,0,0,0,107,23,0,5,134,8,0,0,0,8,20,31,0,0,51,60,69,0,6,141,25,8,0,0,34,7,0,0,0,5,3,0,0,0,5,5,9,0,0,16,31,16,0,4,50,34,11,0,3,48,4,3,0,0,6,21,6,0,3,26,35,7,0,0,45,19,4,0,0,23,38,21,0,0,68
10104,27,83,0,0,108,0,3,0,0,3,22,62,11,0,93,4,0,0,0,6,104,161,8,4,275,8,27,0,3,35,22,151,18,3,203,32,149,16,0,200,20,63,12,0,99,8,7,0,0,19,14,8,0,0,19,23,55,3,0,77,75,107,8,3,192,29,44,0,3,73,4,3,3,0,6,15,21,3,0,37,23,64,11,0,99,9,14,3,0,33,19,57,0,0,77,31,24,4,0,62,491,1113,101,18,1729,250,135,0,16,393,0,0,0,0,0,82,39,4,3,129,3,0,0,0,4,417,139,0,16,575,26,5,0,3,35,141,141,10,12,295,108,169,3,7,277,41,27,0,3,79,17,3,0,0,21,14,6,0,0,16,12,6,0,0,18,191,50,5,8,250,156,31,0,0,186,6,4,0,0,15,75,8,0,4,87,176,47,6,6,234,63,9,0,0,69,173,92,0,5,274
10105,38,68,3,0,103,0,0,0,0,0,8,18,10,0,39,0,3,0,0,3,34,85,3,3,122,4,11,3,0,20,10,52,7,3,72,3,31,10,0,41,22,30,3,0,60,0,0,0,0,3,11,15,0,0,24,7,23,0,0,26,39,40,7,0,78,6,14,0,0,17,0,0,0,0,3,3,9,0,0,10,11,30,3,0,42,0,6,0,0,9,13,21,0,0,37,10,11,3,0,23,216,464,47,12,738,221,152,0,12,385,0,0,0,0,0,25,9,0,3,32,0,0,0,0,4,128,59,0,3,190,13,11,0,0,22,38,31,3,8,73,21,30,4,0,56,27,26,0,0,57,3,0,0,0,0,7,0,0,0,7,7,4,0,0,14,56,28,0,0,80,31,6,0,0,37,7,0,0,0,8,34,3,0,0,41,53,13,0,0,69,28,3,0,0,29,73,51,0,3,128
10106,59,116,16,3,189,0,7,0,0,7,7,27,8,0,49,3,3,0,0,9,42,115,4,0,162,3,23,0,0,26,13,41,6,4,71,3,38,0,0,43,24,23,9,0,58,0,5,0,0,7,7,5,0,0,15,9,14,0,0,28,36,39,0,3,73,6,12,3,3,27,3,0,0,0,3,6,4,0,0,7,15,16,0,0,29,0,3,0,0,5,15,29,0,0,39,16,30,3,0,50,264,550,49,14,880,342,285,3,27,666,3,0,0,0,3,29,16,3,0,52,0,0,0,0,3,115,59,0,7,178,3,12,0,0,19,53,57,0,0,106,18,50,0,0,76,43,13,0,3,64,0,0,0,0,3,4,3,0,0,5,10,3,0,0,9,66,19,5,0,90,36,13,0,0,48,3,0,0,0,3,39,6,0,0,43,42,15,3,0,59,28,3,0,0,34,67,44,0,0,108
10201,17,51,0,3,70,3,14,0,0,19,52,167,37,3,259,3,17,3,0,21,289,429,24,7,755,28,70,4,0,108,90,258,44,0,391,29,150,51,0,239,46,54,3,3,110,46,37,7,0,82,80,82,3,0,169,71,124,12,6,211,287,313,17,3,621,80,107,7,0,195,22,22,5,0,46,41,56,6,0,104,98,239,28,4,365,21,37,5,0,62,71,144,6,0,223,97,138,10,5,246,1474,2509,277,35,4292,130,50,0,7,188,6,0,0,0,6,159,52,0,5,220,13,0,0,0,10,711,224,3,14,951,39,14,0,0,54,193,129,4,3,332,71,104,3,3,180,95,18,3,0,120,71,7,0,0,76,45,12,0,0,59,60,3,0,0,62,561,115,3,4,686,352,55,0,0,412,17,0,3,0,23,226,37,3,5,267,426,164,9,4,602,162,18,0,5,177,457,135,0,8,604
10202,3,15,3,0,20,3,3,0,0,6,41,145,25,3,213,8,13,0,0,20,197,386,26,7,620,22,64,5,0,93,49,179,18,4,247,19,123,21,3,166,94,78,17,8,194,10,31,3,0,42,44,44,0,0,86,25,98,4,0,127,132,192,15,5,349,72,64,3,4,147,4,19,0,0,25,28,30,3,0,60,47,136,18,0,205,13,31,0,0,42,61,118,7,0,179,76,76,3,3,159,953,1854,170,39,3016,33,10,0,0,43,0,0,0,0,0,111,54,0,6,166,6,3,0,0,10,564,189,0,10,762,31,11,0,0,44,130,93,3,9,240,87,85,0,0,173,145,25,0,0,174,36,3,0,0,36,22,10,0,0,36,23,8,0,0,34,285,40,3,0,326,246,52,0,5,301,6,0,0,0,9,124,24,0,0,148,254,65,3,4,326,70,16,0,0,81,327,117,0,4,451
10301,30,58,3,5,98,0,0,0,0,0,12,52,10,3,69,0,7,0,0,10,63,144,13,3,221,3,26,6,3,38,9,76,14,0,98,0,55,18,0,77,31,28,7,0,70,3,5,0,0,4,9,15,0,0,28,9,14,3,0,26,43,74,11,0,126,23,28,3,0,57,0,9,0,0,9,3,3,0,0,5,19,29,0,0,55,0,0,3,0,3,12,33,3,0,45,18,24,0,3,47,280,695,102,16,1096,210,113,0,9,321,0,0,0,0,0,45,18,0,0,63,9,0,0,0,9,170,73,0,6,249,11,4,0,0,15,54,40,0,3,92,29,57,0,0,88,31,21,0,0,56,5,0,0,0,5,3,5,0,0,8,23,4,0,0,28,115,24,6,0,144,58,10,0,0,70,0,3,0,0,3,40,5,0,0,47,84,20,0,0,105,26,11,0,4,39,105,60,0,4,172
10302,130,177,18,9,329,4,8,3,0,20,4,58,13,0,79,7,7,0,0,12,34,61,0,0,99,10,38,8,0,48,7,92,13,4,118,3,71,5,0,80,28,52,5,0,88,3,5,0,0,7,11,5,0,0,19,0,14,3,0,17,17,56,6,0,71,8,20,0,0,33,0,0,0,0,0,3,0,0,0,6,14,41,3,0,56,4,4,0,0,5,9,63,0,0,71,9,24,8,3,44,301,798,83,22,1205,947,680,0,49,1675,3,0,0,0,6,45,36,3,3,79,4,3,0,0,7,148,86,0,7,246,11,15,0,0,31,75,75,0,5,160,50,84,0,4,139,104,28,0,7,137,7,0,0,0,8,5,7,0,0,14,12,7,0,3,19,59,36,0,3,98,62,23,0,0,90,3,5,0,0,10,40,11,0,0,45,90,17,0,0,114,30,3,0,3,33,152,66,0,4,221
10303,42,53,3,0,98,20,19,0,0,44,5,58,9,0,70,0,6,0,0,8,40,98,8,4,155,3,25,0,0,28,18,69,16,3,103,13,49,12,0,71,22,42,0,3,72,10,0,0,0,14,4,8,0,0,13,8,14,0,0,26,32,39,0,3,76,9,21,3,0,32,3,0,0,0,3,6,9,0,0,12,13,36,0,0,52,0,0,0,0,4,17,30,4,0,56,13,18,4,0,31,285,583,70,16,955,247,132,0,18,397,9,3,0,0,9,40,15,0,0,52,0,0,0,0,0,130,64,0,3,205,6,3,0,0,9,70,53,0,0,123,45,58,3,4,110,42,23,0,3,59,10,0,0,0,10,5,0,0,0,7,5,4,0,0,12,71,26,0,0,103,68,15,0,0,84,6,0,0,0,3,31,3,0,0,37,59,23,0,0,87,31,3,0,0,38,113,55,0,5,173
10304,43,81,12,8,142,12,9,4,0,25,17,84,20,0,121,0,4,0,0,4,43,161,12,3,221,9,33,9,5,53,20,87,11,3,118,10,51,23,0,83,20,36,6,0,70,7,9,0,0,15,18,16,0,0,34,14,28,7,0,44,48,86,8,3,151,14,25,4,4,49,4,10,3,0,17,4,3,0,0,7,24,80,8,3,110,4,7,0,0,8,18,49,6,0,79,13,18,4,3,42,342,875,132,39,1381,329,129,3,23,479,10,0,0,0,7,50,27,0,0,72,4,0,0,0,8,199,108,0,5,311,11,8,0,0,23,60,66,0,3,134,40,61,0,0,113,51,19,0,7,77,12,0,0,0,17,14,9,0,0,22,8,10,0,3,26,120,27,10,0,158,79,17,0,3,96,3,5,0,0,12,61,13,0,0,67,154,38,0,0,195,33,3,0,0,33,148,60,0,3,216
10401,28,33,0,0,64,3,0,0,0,4,3,34,3,0,42,0,3,0,0,3,32,85,3,0,125,8,12,3,0,19,23,84,11,0,122,13,76,9,3,102,16,27,8,0,54,6,7,0,0,12,6,16,0,0,20,10,26,3,0,40,26,31,0,0,61,18,29,0,0,42,3,3,0,0,10,3,9,0,0,11,17,50,3,0,69,3,5,3,0,11,9,37,0,0,51,17,20,7,3,44,243,579,63,14,903,234,58,0,9,300,3,0,0,0,3,66,42,0,3,109,6,0,0,0,5,177,38,0,8,222,14,11,0,0,21,79,67,3,3,160,43,66,0,0,113,39,21,0,4,63,6,0,0,0,6,4,3,0,0,9,14,9,0,0,25,75,29,0,0,102,73,14,0,4,87,10,0,0,0,10,46,9,0,0,53,148,25,0,0,172,29,3,0,3,33,134,54,0,3,194
10402,19,50,10,3,82,4,0,0,0,11,13,81,9,0,100,8,3,0,0,12,84,183,13,0,286,9,35,0,0,40,20,142,28,0,194,13,99,32,3,145,34,51,3,0,91,15,14,0,0,34,26,31,0,0,59,32,59,5,0,101,107,122,16,0,242,20,32,3,0,57,3,3,0,0,3,16,27,3,0,42,34,140,10,0,182,6,4,0,0,13,28,75,0,0,99,37,43,0,3,88,530,1200,149,15,1889,227,136,22,8,394,0,0,0,0,0,115,45,0,3,161,6,0,0,0,6,412,119,3,14,545,22,21,0,0,43,130,90,0,3,230,89,126,0,0,221,74,24,0,0,104,19,0,0,0,20,25,4,0,0,34,40,16,0,0,52,243,61,8,0,316,154,27,0,3,184,9,8,0,0,14,104,19,0,0,119,298,66,6,3,368,76,7,3,0,83,257,89,0,5,349
10501,63,126,3,8,196,4,7,3,0,15,0,6,0,0,11,3,0,0,0,3,17,35,0,0,51,0,9,0,0,17,6,35,3,0,41,14,11,0,0,29,16,17,0,4,34,3,0,0,0,3,4,0,0,0,4,5,10,0,0,15,3,8,0,0,18,9,5,0,0,11,0,0,0,0,3,0,0,0,0,0,7,11,0,0,16,0,0,0,0,4,3,17,0,0,14,8,7,0,0,16,165,313,9,15,499,345,294,10,20,668,24,0,0,0,26,11,3,0,4,21,0,0,0,0,0,55,17,0,5,83,0,6,0,0,3,28,25,0,0,59,41,27,0,0,64,29,10,0,0,42,3,0,0,0,3,0,0,0,0,0,4,0,0,0,6,31,4,0,0,40,16,3,0,0,18,5,0,0,0,5,8,3,0,0,9,28,7,0,0,33,4,7,0,0,15,45,16,0,7,67
10502,34,31,0,0,63,3,6,0,0,12,3,10,0,0,16,0,0,0,0,0,16,22,0,0,38,3,6,0,0,11,3,48,8,0,53,3,28,3,0,34,3,8,0,0,11,0,0,0,0,0,0,6,0,0,6,3,9,0,0,12,0,11,0,0,11,3,16,0,0,18,0,0,0,0,0,0,0,0,0,3,3,11,3,0,18,0,7,0,0,7,6,15,0,0,24,8,8,0,0,10,85,240,18,4,346,96,97,0,0,189,6,0,0,0,6,16,3,0,0,18,0,0,0,0,0,53,15,0,5,68,3,8,0,0,7,26,15,5,0,50,21,22,7,0,52,13,3,0,7,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,15,3,0,0,16,18,3,0,0,24,0,4,0,0,3,15,0,0,3,15,26,7,0,0,32,12,0,0,0,12,26,19,0,0,55
10503,99,164,7,8,275,0,3,0,0,7,5,58,13,0,77,3,4,3,0,8,42,152,14,3,208,9,42,10,0,59,21,113,26,4,163,6,87,22,3,116,34,40,12,0,85,8,8,0,0,13,9,33,0,0,46,9,36,0,0,41,42,98,12,4,150,13,38,4,0,59,0,5,4,0,11,4,4,0,0,10,24,47,9,0,84,3,0,0,0,4,16,67,3,0,85,17,41,8,0,61,365,1035,137,24,1559,654,411,3,34,1100,0,0,0,0,0,62,33,0,0,95,3,0,0,0,3,228,107,0,5,343,17,12,0,0,32,78,71,8,0,158,45,97,3,0,151,104,31,0,3,146,4,0,0,0,4,12,3,0,3,16,11,6,0,0,13,94,49,0,0,146,62,27,0,4,99,7,4,0,0,10,46,7,0,0,51,140,30,6,5,182,34,11,0,0,46,219,84,0,10,310
10601,42,34,7,0,91,48,46,15,0,108,21,81,25,0,128,5,12,0,0,12,63,147,8,9,219,11,20,3,0,37,34,104,19,0,157,13,86,20,5,119,46,66,5,3,120,7,7,0,0,10,4,4,0,0,13,15,27,4,0,41,63,86,14,3,157,14,47,5,6,72,0,3,5,0,7,17,6,0,0,21,37,63,10,0,103,9,9,0,0,19,35,74,3,0,114,20,45,4,0,69,503,953,142,24,1619,232,80,0,13,321,19,0,0,0,18,73,26,0,0,101,3,0,0,0,3,203,85,0,3,294,10,7,0,0,11,69,57,0,0,123,55,63,0,3,128,57,20,0,0,84,6,3,0,0,11,8,3,0,0,15,13,5,0,0,20,115,28,0,3,145,91,25,0,3,125,4,0,0,0,6,66,5,0,0,68,108,21,0,3,135,34,7,0,0,41,167,44,0,5,210
