SA3_CODE_2016,SG_400_499_Mng,SG_400_499_Pro,SG_400_499_TecTW,SG_400_499_CoPSW,SG_400_499_ClAW,SG_400_499_SWks,SG_400_499_MaOpDv,SG_400_499_Lab,SG_400_499_IDNS,SG_400_499_Tot,SG_500_649_Mng,SG_500_649_Pro,SG_500_649_TecTW,SG_500_649_CoPSW,SG_500_649_ClAW,SG_500_649_SWks,SG_500_649_MaOpDv,SG_500_649_Lab,SG_500_649_IDNS,SG_500_649_Tot,SG_650_799_Mng,SG_650_799_Pro,SG_650_799_TecTW,SG_650_799_CoPSW,SG_650_799_ClAW,SG_650_799_SWks,SG_650_799_MaOpDv,SG_650_799_Lab,SG_650_799_IDNS,SG_650_799_Tot,SG_800_999_Mng,SG_800_999_Pro,SG_800_999_TecTW,SG_800_999_CoPSW,SG_800_999_ClAW,SG_800_999_SWks,SG_800_999_MaOpDv,SG_800_999_Lab,SG_800_999_IDNS,SG_800_999_Tot,SG_1000_1249_Mng,SG_1000_1249_Pro,SG_1000_1249_TecTW,SG_1000_1249_CoPSW,SG_1000_1249_ClAW,SG_1000_1249_SWks,SG_1000_1249_MaOpDv,SG_1000_1249_Lab,SG_1000_1249_IDNS,SG_1000_1249_Tot,SG_1250_1499_Mng,SG_1250_1499_Pro,SG_1250_1499_TecTW,SG_1250_1499_CoPSW,SG_1250_1499_ClAW,SG_1250_1499_SWks,SG_1250_1499_MaOpDv,SG_1250_1499_Lab,SG_1250_1499_IDNS,SG_1250_1499_Tot,SG_1500_1749_Mng,SG_1500_1749_Pro,SG_1500_1749_TecTW,SG_1500_1749_CoPSW,SG_1500_1749_ClAW,SG_1500_1749_SWks,SG_1500_1749_MaOpDv,SG_1500_1749_Lab,SG_1500_1749_IDNS,SG_1500_1749_Tot,SG_1750_1999_Mng,SG_1750_1999_Pro,SG_1750_1999_TecTW,SG_1750_1999_CoPSW,SG_1750_1999_ClAW,SG_1750_1999_SWks,SG_1750_1999_MaOpDv,SG_1750_1999_Lab,SG_1750_1999_IDNS,SG_1750_1999_Tot,SG_2000_2999_Mng,SG_2000_2999_Pro,SG_2000_2999_TecTW,SG_2000_2999_CoPSW,SG_2000_2999_ClAW,SG_2000_2999_SWks,SG_2000_2999_MaOpDv,SG_2000_2999_Lab,SG_2000_2999_IDNS,SG_2000_2999_Tot,SG_3000mo_Mng,SG_3000mo_Pro,SG_3000mo_TecTW,SG_3000mo_CoPSW,SG_3000mo_ClAW,SG_3000mo_SWks,SG_3000mo_MaOpDv,SG_3000mo_Lab,SG_3000mo_IDNS,SG_3000mo_Tot,SG_PINS_Mng,SG_PINS_Pro,SG_PINS_TecTW,SG_PINS_CoPSW,SG_PINS_ClAW,SG_PINS_SWks,SG_PINS_MaOpDv,SG_PINS_Lab,SG_PINS_IDNS,SG_PINS_Tot,SG_Tot_Mng,SG_Tot_Pro,SG_Tot_TecTW,SG_Tot_CoPSW,SG_Tot_ClAW,SG_Tot_SWks,SG_Tot_MaOpDv,SG_Tot_Lab,SG_Tot_IDNS,SG_Tot_Tot,LG_NNI_Mng,LG_NNI_Pro,LG_NNI_TecTW,LG_NNI_CoPSW,LG_NNI_ClAW,LG_NNI_SWks,LG_NNI_MaOpDv,LG_NNI_Lab,LG_NNI_IDNS,LG_NNI_Tot,LG_1_149_Mng,LG_1_149_Pro,LG_1_149_TecTW,LG_1_149_CoPSW,LG_1_149_ClAW,LG_1_149_SWks,LG_1_149_MaOpDv,LG_1_149_Lab,LG_1_149_IDNS,LG_1_149_Tot,LG_150_299_Mng,LG_150_299_Pro,LG_150_299_TecTW,LG_150_299_CoPSW,LG_150_299_ClAW,LG_150_299_SWks,LG_150_299_MaOpDv,LG_150_299_Lab,LG_150_299_IDNS,LG_150_299_Tot,LG_300_399_Mng,LG_300_399_Pro,LG_300_399_TecTW,LG_300_399_CoPSW,LG_300_399_ClAW,LG_300_399_SWks,LG_300_399_MaOpDv,LG_300_399_Lab,LG_300_399_IDNS,LG_300_399_Tot,LG_400_499_Mng,LG_400_499_Pro,LG_400_499_TecTW,LG_400_499_CoPSW,LG_400_499_ClAW,LG_400_499_SWks,LG_400_499_MaOpDv,LG_400_499_Lab,LG_400_499_IDNS,LG_400_499_Tot,LG_500_649_Mng,LG_500_649_Pro,LG_500_649_TecTW,LG_500_649_CoPSW,LG_500_649_ClAW,LG_500_649_SWks,LG_500_649_MaOpDv,LG_500_649_Lab,LG_500_649_IDNS,LG_500_649_Tot,LG_650_799_Mng,LG_650_799_Pro,LG_650_799_TecTW,LG_650_799_CoPSW,LG_650_799_ClAW,LG_650_799_SWks,LG_650_799_MaOpDv,LG_650_799_Lab,LG_650_799_IDNS,LG_650_799_Tot,LG_800_999_Mng,LG_800_999_Pro,LG_800_999_TecTW,LG_800_999_CoPSW,LG_800_999_ClAW,LG_800_999_SWks,LG_800_999_MaOpDv,LG_800_999_Lab,LG_800_999_IDNS,LG_800_999_Tot
10102,0,10,0,10,3,0,0,3,0,31,0,18,4,18,8,0,0,0,0,44,0,26,3,18,17,0,0,3,0,79,0,41,5,29,34,0,0,10,3,120,0,83,4,24,38,0,3,5,5,158,5,114,5,19,27,3,0,0,0,176,5,130,3,35,17,0,0,0,3,199,13,142,0,34,16,0,0,0,3,212,63,98,9,53,12,0,0,0,3,232,18,9,0,3,0,0,0,0,0,39,0,6,0,3,0,0,0,0,0,13,111,687,29,271,188,3,10,34,16,1348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,0,3,0,0,0,0,5,0,0,0,0,4,3,0,4,3,9,0,3,7,3,26,0,5,11,0,14,0,11,9,3,55
10103,0,3,0,3,3,0,0,4,0,17,0,13,3,12,14,0,0,3,3,44,0,20,0,19,16,3,0,13,0,71,0,34,7,20,15,0,3,8,0,92,0,45,3,17,24,0,7,5,0,101,3,63,4,20,15,0,3,8,0,120,3,43,5,21,13,0,3,3,0,91,3,86,10,37,3,0,0,0,0,132,45,56,14,27,4,0,0,0,0,144,22,11,3,3,3,0,0,0,0,41,0,3,0,3,0,0,0,3,0,13,81,383,59,182,119,3,12,48,4,889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,6,0,0,0,3,0,0,0,0,0,9,0,0,0,4,11,0,0,3,0,21,3,0,3,5,14,0,3,10,0,34,3,6,3,4,15,0,12,16,3,58
10104,0,21,4,18,14,0,0,0,0,60,3,51,4,39,25,0,3,13,0,127,3,78,3,51,37,0,4,20,4,195,4,107,17,59,52,0,3,27,0,274,7,156,3,49,62,0,4,8,5,296,10,179,7,23,28,0,10,8,0,255,7,204,16,32,16,0,7,3,0,280,13,205,10,69,8,0,0,3,0,304,69,109,10,73,3,0,0,0,0,264,13,21,0,3,0,0,0,0,0,46,0,12,0,3,0,0,0,0,0,20,128,1151,70,469,261,7,34,88,10,2220,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,3,3,0,0,0,0,6,3,0,3,0,4,0,0,0,0,11,0,0,3,3,15,0,0,5,0,29,0,10,8,14,21,0,0,3,0,58,3,8,4,6,15,0,3,17,0,60,7,12,17,13,34,0,23,22,3,132
10105,3,7,0,15,7,0,0,3,0,37,0,17,0,30,14,0,0,12,0,70,0,35,8,41,38,0,3,17,0,143,3,50,7,55,48,3,4,16,3,190,3,102,9,80,68,4,3,13,3,294,10,124,3,85,39,0,4,5,0,270,5,144,6,111,24,0,0,3,4,296,20,125,9,144,18,0,0,0,0,319,61,88,3,134,13,0,0,3,0,304,14,27,0,7,0,0,0,0,0,48,0,5,0,11,0,0,0,0,0,19,126,738,47,739,285,4,22,74,9,2059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,5,0,0,0,0,5,0,0,0,0,3,0,0,3,0,11,0,0,3,3,13,0,0,3,4,23,0,4,7,0,9,0,9,13,0,30,3,4,7,0,21,0,10,11,0,64
10106,0,3,0,10,9,0,0,8,0,28,0,14,0,11,7,0,0,6,0,50,3,17,0,20,16,3,0,6,0,68,0,28,0,23,20,0,3,8,0,81,3,50,9,10,21,0,3,0,0,102,3,64,3,8,7,0,0,0,0,89,0,66,3,16,3,0,4,0,0,85,7,63,0,21,0,0,0,0,0,91,38,43,4,24,4,0,0,0,0,111,4,4,0,4,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,68,363,17,161,93,3,13,31,3,750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,4,3,0,17,0,3,11,0,12,0,9,16,0,57,4,0,12,0,20,0,29,25,4,102
10201,0,48,4,51,33,0,3,12,0,149,3,125,11,104,118,0,3,26,0,390,7,199,20,137,120,0,7,38,5,521,12,340,15,176,200,3,12,52,9,824,19,534,26,146,197,8,14,24,6,974,28,637,19,136,108,7,13,14,8,960,34,645,21,215,97,3,8,16,9,1053,59,689,21,127,60,0,14,8,12,992,183,448,41,117,58,0,15,3,3,870,58,131,0,9,5,0,0,0,0,202,0,36,0,18,6,0,3,3,3,73,418,3871,184,1309,1049,24,98,226,53,7228,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,7,0,5,0,11,3,0,0,3,0,15,0,0,0,15,0,0,0,0,0,27,0,4,0,15,10,0,0,0,0,28,3,8,3,15,16,0,3,7,0,56,0,11,13,11,21,0,6,11,4,81,5,19,23,14,36,0,43,31,4,180
10202,0,29,0,48,29,0,3,9,0,120,3,83,8,88,53,0,3,19,0,262,0,113,9,107,79,0,0,25,0,333,3,196,27,153,140,3,5,22,7,542,5,361,35,117,126,3,7,15,14,681,14,370,38,96,71,3,11,12,0,619,19,418,60,124,56,7,8,5,0,698,28,411,44,116,17,0,8,0,4,637,128,260,44,93,27,0,3,0,3,546,39,45,20,0,5,0,0,0,0,105,0,11,0,10,4,0,0,0,0,28,244,2350,288,1020,640,12,58,131,34,4774,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,3,4,0,0,0,0,11,0,9,4,3,11,0,0,3,0,30,0,8,6,6,19,0,0,4,0,45,0,3,5,0,21,0,8,3,0,51,0,13,18,6,22,0,12,32,0,112
10301,0,13,0,24,6,0,0,3,0,47,0,23,3,30,12,0,3,6,0,85,0,43,3,46,22,0,5,11,4,137,0,69,3,75,46,0,3,12,3,220,4,111,5,70,78,0,6,11,0,299,3,152,16,82,65,3,0,5,3,326,12,155,13,128,36,4,0,0,7,356,28,185,11,102,14,0,0,0,0,339,75,130,6,89,17,3,0,0,0,328,23,23,0,3,3,0,0,0,0,55,0,8,0,4,5,0,0,0,0,15,156,932,66,678,301,12,15,73,19,2259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,0,0,0,0,0,6,0,0,0,0,4,0,4,0,0,5,0,3,0,3,4,0,0,6,0,19,3,5,4,3,8,0,5,9,0,32,5,15,14,4,17,0,37,15,0,114
10302,0,16,0,23,5,0,0,4,0,57,0,41,3,38,23,0,0,12,0,121,0,46,4,47,40,0,0,18,0,163,0,89,6,58,58,0,3,17,7,235,5,139,12,43,45,3,0,17,3,269,4,158,3,29,31,0,4,4,0,243,9,175,11,34,16,0,0,0,0,254,13,165,0,45,4,0,0,0,0,235,57,93,4,58,10,0,3,0,0,231,9,5,0,10,0,0,0,3,0,32,0,5,3,3,0,0,0,0,0,15,110,968,57,435,241,4,10,85,11,1929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,7,0,3,0,0,6,0,0,3,0,16,3,0,3,3,14,0,7,10,0,39,3,6,6,3,11,0,19,29,3,78,3,13,27,3,34,0,48,48,0,182
10303,0,19,0,20,20,0,0,8,0,65,3,26,3,37,18,0,0,12,0,93,4,43,7,45,33,0,0,13,0,136,0,56,4,45,66,0,3,13,0,197,8,122,11,51,78,0,7,9,3,289,5,112,9,30,70,0,8,7,8,252,5,118,16,52,36,0,4,8,4,252,18,145,7,74,21,0,11,5,0,292,60,81,28,69,4,0,13,3,0,261,20,5,23,3,0,0,0,0,0,54,0,7,0,0,3,0,0,0,0,13,121,759,108,461,357,10,51,93,21,1985,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,4,0,9,0,0,5,8,9,0,3,3,0,31,3,8,0,3,15,0,17,14,0,53,3,3,18,3,29,0,27,22,0,102
