SA3_CODE_2016,M_M2_BusTot_15_24,M_M2_BusTot_25_34,M_M2_BusTot_35_44,M_M2_BusTot_45_54,M_M2_BusTot_55_64,M_M2_BusTot_65_74,M_M2_BusTot_75ov,M_M2_BusTot_Tot,M_M2_Other_M2_15_24,M_M2_Other_M2_25_34,M_M2_Other_M2_35_44,M_M2_Other_M2_45_54,M_M2_Other_M2_55_64,M_M2_Other_M2_65_74,M_M2_Other_M2_75ov,M_M2_Other_M2_Tot,M_M2_Tot_M2_15_24,M_M2_Tot_M2_25_34,M_M2_Tot_M2_35_44,M_M2_Tot_M2_45_54,M_M2_Tot_M2_55_64,M_M2_Tot_M2_65_74,M_M2_Tot_M2_75ov,M_M2_Tot_M2_Tot,M_M3_Trn_and_2_oth_Ms_15_24,M_M3_Trn_and_2_oth_Ms_25_34,M_M3_Trn_and_2_oth_Ms_35_44,M_M3_Trn_and_2_oth_Ms_45_54,M_M3_Trn_and_2_oth_Ms_55_64,M_M3_Trn_and_2_oth_Ms_65_74,M_M3_Trn_and_2_oth_Ms_75ov,M_M3_Trn_and_2_oth_Ms_Tot,M_M3_Bus2othMs_ex_tn_15_24,M_M3_Bus2othMs_ex_tn_25_34,M_M3_Bus2othMs_ex_tn_35_44,M_M3_Bus2othMs_ex_tn_45_54,M_M3_Bus2othMs_ex_tn_55_64,M_M3_Bus2othMs_ex_tn_65_74,M_M3_Bus2othMs_ex_tn_75ov,M_M3_Bus2othMs_ex_tn_Tot,M_M3_Other_M3_15_24,M_M3_Other_M3_25_34,M_M3_Other_M3_35_44,M_M3_Other_M3_45_54,M_M3_Other_M3_55_64,M_M3_Other_M3_65_74,M_M3_Other_M3_75ov,M_M3_Other_M3_Tot,M_M3_Tot_M3_15_24,M_M3_Tot_M3_25_34,M_M3_Tot_M3_35_44,M_M3_Tot_M3_45_54,M_M3_Tot_M3_55_64,M_M3_Tot_M3_65_74,M_M3_Tot_M3_75ov,M_M3_Tot_M3_Tot,M_Wkd_at_home_15_24,M_Wkd_at_home_25_34,M_Wkd_at_home_35_44,M_Wkd_at_home_45_54,M_Wkd_at_home_55_64,M_Wkd_at_home_65_74,M_Wkd_at_home_75ov,M_Wkd_at_home_Tot,M_Did_not_go_to_work_15_24,M_Did_not_go_to_work_25_34,M_Did_not_go_to_work_35_44,M_Did_not_go_to_work_45_54,M_Did_not_go_to_work_55_64,M_Did_not_go_to_work_65_74,M_Did_not_go_to_work_75ov,M_Did_not_go_to_work_Tot,M_MT_NS_15_24,M_MT_NS_25_34,M_MT_NS_35_44,M_MT_NS_45_54,M_MT_NS_55_64,M_MT_NS_65_74,M_MT_NS_75ov,M_MT_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75ov,M_Tot_Tot,F_M1_Train_15_24,F_M1_Train_25_34,F_M1_Train_35_44,F_M1_Train_45_54,F_M1_Train_55_64,F_M1_Train_65_74,F_M1_Train_75ov,F_M1_Train_Tot,F_M1_Bus_15_24,F_M1_Bus_25_34,F_M1_Bus_35_44,F_M1_Bus_45_54,F_M1_Bus_55_64,F_M1_Bus_65_74,F_M1_Bus_75ov,F_M1_Bus_Tot,F_M1_Ferry_15_24,F_M1_Ferry_25_34,F_M1_Ferry_35_44,F_M1_Ferry_45_54,F_M1_Ferry_55_64,F_M1_Ferry_65_74,F_M1_Ferry_75ov,F_M1_Ferry_Tot,F_M1_Tram_Inc_LR_15_24,F_M1_Tram_Inc_LR_25_34,F_M1_Tram_Inc_LR_35_44,F_M1_Tram_Inc_LR_45_54,F_M1_Tram_Inc_LR_55_64,F_M1_Tram_Inc_LR_65_74,F_M1_Tram_Inc_LR_75ov,F_M1_Tram_Inc_LR_Tot,F_M1_Taxi_15_24,F_M1_Taxi_25_34,F_M1_Taxi_35_44,F_M1_Taxi_45_54,F_M1_Taxi_55_64,F_M1_Taxi_65_74,F_M1_Taxi_75ov,F_M1_Taxi_Tot,F_M1_CarAsDriv_15_24,F_M1_CarAsDriv_25_34,F_M1_CarAsDriv_35_44,F_M1_CarAsDriv_45_54,F_M1_CarAsDriv_55_64,F_M1_CarAsDriv_65_74,F_M1_CarAsDriv_75ov,F_M1_CarAsDriv_Tot,F_M1_CarAsPas_15_24,F_M1_CarAsPas_25_34,F_M1_CarAsPas_35_44,F_M1_CarAsPas_45_54,F_M1_CarAsPas_55_64,F_M1_CarAsPas_65_74,F_M1_CarAsPas_75ov,F_M1_CarAsPas_Tot,F_M1_Truck_15_24,F_M1_Truck_25_34,F_M1_Truck_35_44,F_M1_Truck_45_54,F_M1_Truck_55_64,F_M1_Truck_65_74,F_M1_Truck_75ov,F_M1_Truck_Tot,F_M1_MBikeScoot_15_24,F_M1_MBikeScoot_25_34,F_M1_MBikeScoot_35_44,F_M1_MBikeScoot_45_54,F_M1_MBikeScoot_55_64,F_M1_MBikeScoot_65_74,F_M1_MBikeScoot_75ov,F_M1_MBikeScoot_Tot,F_M1_Bicycle_15_24,F_M1_Bicycle_25_34,F_M1_Bicycle_35_44,F_M1_Bicycle_45_54,F_M1_Bicycle_55_64,F_M1_Bicycle_65_74,F_M1_Bicycle_75ov,F_M1_Bicycle_Tot,F_M1_Other_15_24,F_M1_Other_25_34,F_M1_Other_35_44,F_M1_Other_45_54,F_M1_Other_55_64,F_M1_Other_65_74,F_M1_Other_75ov,F_M1_Other_Tot,F_M1_WlkOnly_15_24,F_M1_WlkOnly_25_34,F_M1_WlkOnly_35_44,F_M1_WlkOnly_45_54,F_M1_WlkOnly_55_64,F_M1_WlkOnly_65_74,F_M1_WlkOnly_75ov,F_M1_WlkOnly_Tot,F_M1_Tot_M1_15_24,F_M1_Tot_M1_25_34,F_M1_Tot_M1_35_44,F_M1_Tot_M1_45_54,F_M1_Tot_M1_55_64,F_M1_Tot_M1_65_74,F_M1_Tot_M1_75ov,F_M1_Tot_M1_Tot,F_M2_TrnBus_15_24,F_M2_TrnBus_25_34,F_M2_TrnBus_35_44,F_M2_TrnBus_45_54,F_M2_TrnBus_55_64,F_M2_TrnBus_65_74,F_M2_TrnBus_75ov,F_M2_TrnBus_Tot
10102,6,5,0,3,0,0,0,14,13,21,4,18,6,0,0,59,18,21,8,19,6,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,12,35,53,87,98,102,37,426,177,87,86,101,88,45,10,597,19,22,12,10,13,3,3,93,1383,1984,1723,1759,1274,435,100,8660,0,0,0,0,0,0,0,0,12,14,5,3,0,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,0,3,0,0,15,577,712,862,1025,658,115,4,3956,170,99,62,53,37,16,6,437,0,0,0,3,0,3,0,9,0,3,0,0,0,0,0,9,0,3,0,3,3,0,0,11,0,4,12,12,8,3,0,36,55,75,57,72,69,14,0,348,825,919,998,1175,778,147,12,4854,0,0,0,0,0,0,0,0
10103,0,0,0,0,0,0,0,3,8,7,7,4,11,3,0,40,57,31,12,17,16,5,0,136,8,8,0,0,3,0,0,22,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,8,9,5,0,4,0,0,22,21,34,48,88,113,79,41,416,84,65,52,64,78,30,10,390,21,3,13,17,13,6,3,63,920,952,811,997,897,321,89,4987,4,3,0,5,4,0,0,16,7,0,3,0,5,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,9,353,448,538,707,413,115,7,2578,132,66,26,47,37,9,0,321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,0,0,16,13,12,6,7,14,12,0,58,135,144,55,103,59,21,3,524,660,673,637,873,525,150,15,3538,0,0,0,0,0,0,0,0
10104,7,0,0,0,0,0,0,7,10,13,16,18,13,3,0,76,12,13,16,16,19,3,0,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,3,0,0,6,9,30,102,167,246,169,64,788,211,134,155,213,278,93,15,1103,33,17,30,22,22,17,8,156,1437,1589,2011,2724,2767,808,157,11494,0,0,0,0,0,0,0,3,19,3,13,5,4,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,812,1121,1660,2356,1919,263,22,8155,251,67,77,122,91,22,0,632,0,0,0,8,3,0,0,17,3,0,4,4,0,0,0,13,5,5,13,9,5,0,0,39,3,8,8,17,20,4,0,60,85,63,81,142,136,29,3,541,1182,1267,1857,2664,2194,325,22,9514,0,0,0,0,0,0,0,0
10105,0,0,0,0,0,0,0,0,7,15,8,8,5,0,4,44,7,15,9,11,8,0,4,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,3,13,26,51,77,134,132,56,492,130,74,98,113,96,48,11,559,27,18,13,17,16,9,4,97,1021,1182,1242,1472,1261,482,121,6777,0,3,3,0,0,0,0,3,6,0,5,3,0,0,0,15,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,18,531,808,950,1166,774,129,15,4382,175,65,28,72,50,9,4,405,0,0,0,7,0,3,0,16,0,0,3,0,3,0,0,8,0,0,4,3,0,0,0,7,0,3,4,0,13,7,0,27,21,51,40,52,70,16,0,253,743,930,1037,1311,915,173,22,5139,0,0,0,0,0,0,0,0
10106,0,0,0,0,0,0,0,0,3,9,8,10,14,3,0,50,10,17,8,10,14,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,0,0,4,0,0,9,21,35,69,129,197,178,72,697,105,54,57,72,78,42,12,424,16,11,5,15,12,14,4,73,814,896,1032,1199,1119,551,173,5775,7,8,0,0,0,0,0,12,12,0,3,0,3,3,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,458,537,715,877,604,122,8,3322,114,30,23,31,29,17,4,249,0,0,3,3,3,4,0,12,0,0,0,0,3,0,0,4,3,0,0,0,0,0,0,4,0,5,4,6,5,5,4,27,62,43,42,75,75,21,9,330,657,626,801,1005,722,171,17,4000,6,0,0,0,0,0,0,10
10201,16,6,8,3,3,0,0,32,42,46,26,46,35,11,0,202,96,92,83,86,68,18,0,440,7,6,4,6,11,3,0,49,0,0,0,0,0,0,0,8,0,0,3,3,0,0,0,6,16,7,8,15,10,3,0,56,44,132,325,396,383,270,62,1603,635,328,286,347,370,146,21,2128,50,47,53,59,35,21,14,279,4357,5055,5237,5756,4634,1313,190,26543,58,60,52,33,44,7,0,254,150,79,58,76,80,11,0,457,3,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,10,10,7,4,0,3,0,27,2854,3647,4695,5769,3987,577,32,21558,657,205,153,262,207,38,4,1520,0,3,0,0,3,0,0,8,3,3,6,3,4,0,0,15,8,3,12,19,5,0,0,48,0,13,19,20,26,6,0,90,128,115,101,146,123,32,5,653,3865,4141,5093,6340,4479,679,41,24632,24,26,10,17,5,5,0,96
10202,17,7,0,0,0,0,0,25,28,33,39,27,21,0,0,152,63,56,66,45,33,3,0,276,4,6,3,3,0,3,0,22,3,0,0,0,0,0,0,3,4,3,4,0,0,0,0,10,7,11,6,8,0,3,0,38,34,66,166,237,220,119,25,866,497,240,229,296,308,100,16,1689,67,42,33,51,36,19,11,258,3753,4165,4318,4683,3615,905,121,21556,15,24,17,18,8,0,0,86,135,47,41,53,36,6,0,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,14,2411,3091,3727,4272,2725,366,19,16607,619,143,136,186,154,39,3,1277,0,4,3,4,0,0,0,11,0,3,0,5,3,0,0,11,3,0,9,16,4,0,0,32,3,17,14,26,13,4,0,67,96,61,63,93,89,21,0,428,3291,3391,4006,4674,3032,429,25,18852,16,8,0,12,8,3,0,42
10301,0,4,3,4,0,0,0,11,12,25,4,10,11,5,0,62,8,26,11,15,10,5,0,83,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,6,5,0,0,0,0,0,14,10,41,52,82,118,113,49,463,199,117,108,100,137,56,20,730,33,21,20,18,19,11,3,134,1546,1967,1853,2020,1674,580,130,9771,0,3,0,0,0,0,0,5,4,6,7,3,7,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,3,0,0,0,21,971,1265,1508,1660,1135,206,16,6765,211,88,69,96,89,18,0,564,0,0,0,0,3,4,0,11,3,0,0,0,0,0,0,5,3,0,5,3,0,0,0,17,8,10,3,0,12,5,0,35,87,78,34,80,69,18,3,368,1288,1453,1636,1847,1315,249,17,7812,0,0,0,0,0,0,0,0
10302,0,4,10,7,0,0,0,25,10,16,18,9,10,12,5,85,13,20,23,18,11,13,5,108,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,3,0,7,0,16,3,4,3,3,0,7,0,23,37,81,159,264,339,244,112,1238,148,109,88,122,143,69,15,696,35,28,25,30,33,20,19,182,1520,1890,1992,2324,2241,892,293,11152,3,0,3,0,0,0,0,7,4,3,4,3,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,4,4,0,0,17,778,1124,1357,1617,1122,213,26,6246,204,85,72,74,67,10,6,521,0,0,0,3,4,4,4,21,0,0,4,0,3,3,0,15,0,3,3,9,3,0,0,18,0,8,10,15,19,7,0,63,92,72,88,125,133,35,10,554,1094,1305,1540,1856,1353,276,53,7469,0,0,0,0,0,0,0,0
10303,0,4,0,0,0,0,0,5,6,20,21,19,14,6,0,82,9,27,22,21,13,9,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,8,0,0,0,0,4,3,0,8,19,30,53,101,146,147,54,550,129,142,162,187,156,62,4,840,37,13,15,26,19,9,9,124,1193,1832,1804,2147,1719,542,136,9378,3,7,0,4,0,0,0,9,3,3,0,4,7,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,8,0,0,18,573,870,1197,1440,928,161,21,5190,162,63,48,72,57,9,3,407,0,0,0,4,5,3,0,10,4,0,0,0,3,0,0,10,0,0,3,3,4,0,0,9,0,0,0,4,5,4,0,20,63,57,72,88,98,22,7,414,809,1000,1321,1627,1117,206,34,6108,0,0,0,0,0,0,0,0
